Product,Company,URL,Source,Scraped_By_Selenium,Scraped_By_API,Selenium_Records,API_Records
ESFUMEL TX,Valuge,https://www.alfabeta.net/precio/esfumel-tx.html,selenium,no,no,0,0
ESGRINIL,Adium,https://www.alfabeta.net/precio/esgrinil.html,selenium,no,no,0,0
ESIEN,Rossmore Pharma,https://www.alfabeta.net/precio/esien.html,selenium,no,no,0,0
ESLIPEL,Elea,https://www.alfabeta.net/precio/eslipel.html,selenium,no,no,0,0
ESLIPEL MET,Elea,https://www.alfabeta.net/precio/eslipel-met.html,selenium,no,no,0,0
ESMOLOL RICHET,Richet,https://www.alfabeta.net/precio/esmolol-richet.html,selenium,no,no,0,0
ESODAR,Cassará,https://www.alfabeta.net/precio/esodar.html,selenium,no,no,0,0
ESOGASTEC,Laboratorios Bernabó,https://www.alfabeta.net/precio/esogastec.html,selenium,no,no,0,0
ESOGASTROSEDOL,Siegfried,https://www.alfabeta.net/precio/esogastrosedol.html,selenium,no,no,0,0
ESOGASTROSEDOL 40,Siegfried,https://www.alfabeta.net/precio/esogastrosedol-40.html,selenium,no,no,0,0
ESOMAX,Eurofarma,https://www.alfabeta.net/precio/esomax.html,selenium,no,no,0,0
ESOMEPRA 20 MG,Laboratorio Millet,https://www.alfabeta.net/precio/esomepra-20-mg.html,selenium,no,no,0,0
ESOMEPRA 20 MG,Sidus,https://www.alfabeta.net/precio/esomepra-20-mg.html,selenium,no,no,0,0
ESOMEPRA 40 MG,Laboratorio Millet,https://www.alfabeta.net/precio/esomepra-40-mg.html,selenium,no,no,0,0
ESOMEPRAZOL DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/esomeprazol-denver-farma.html,selenium,no,no,0,0
ESOMEPRAZOL RICHET 20 MG,Richet,https://www.alfabeta.net/precio/esomeprazol-richet-20-mg.html,selenium,no,no,0,0
ESOMEPRAZOL RICHET 40 MG,Richet,https://www.alfabeta.net/precio/esomeprazol-richet-40-mg.html,selenium,no,no,0,0
ESOMEPRAZOL TEVA,Teva Argentina,https://www.alfabeta.net/precio/esomeprazol-teva.html,selenium,no,no,0,0
ESOPRAZOL 20,Bagó,https://www.alfabeta.net/precio/esoprazol-20.html,selenium,no,no,0,0
ESOPRAZOL 40,Bagó,https://www.alfabeta.net/precio/esoprazol-40.html,selenium,no,no,0,0
ESPADOL,Reckitt Benckiser,https://www.alfabeta.net/precio/espadol.html,selenium,no,no,0,0
ESPASEVIT,Richmond,https://www.alfabeta.net/precio/espasevit.html,selenium,no,no,0,0
ESPASMO BIOTENK,Biotenk,https://www.alfabeta.net/precio/espasmo-biotenk.html,selenium,no,no,0,0
ESPAVEN SEC,E. J. Gezzi,https://www.alfabeta.net/precio/espaven-sec.html,selenium,no,no,0,0
ESPEROCT,Novo Nordisk,https://www.alfabeta.net/precio/esperoct.html,selenium,no,no,0,0
ESPESAN +,Nutricia-Bagó,https://www.alfabeta.net/precio/espesan.html,selenium,no,no,0,0
ESPESAN CLEAR,Nutricia-Bagó,https://www.alfabeta.net/precio/espesan-clear.html,selenium,no,no,0,0
ESPESANTE RESIST,Nutentar,https://www.alfabeta.net/precio/espesante-resist.html,selenium,no,no,0,0
ESPESANTE XANTHAN,Nutentar,https://www.alfabeta.net/precio/espesante-xanthan.html,selenium,no,no,0,0
ESPIMAX,Klonal,https://www.alfabeta.net/precio/espimax.html,selenium,no,no,0,0
ESPIRONOLACTONA DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/espironolactona-denver-farma.html,selenium,no,no,0,0
ESPIROTECH INHALATORIO,Biosintex Tr. Esp.,https://www.alfabeta.net/precio/espirotech-inhalatorio.html,selenium,no,no,0,0
ESPIROTECH INYECTABLE,Biosintex Tr. Esp.,https://www.alfabeta.net/precio/espirotech-inyectable.html,selenium,no,no,0,0
ESPIRULINA 500,Provefarma,https://www.alfabeta.net/precio/espirulina-500.html,selenium,no,no,0,0
ESPIRULINA NUTRIDETOX,Provefarma,https://www.alfabeta.net/precio/espirulina-nutridetox.html,selenium,no,no,0,0
ESPIRULINA PGN,PGN,https://www.alfabeta.net/precio/espirulina-pgn.html,selenium,no,no,0,0
ESPONTAL,Panalab,https://www.alfabeta.net/precio/espontal.html,selenium,no,no,0,0
ESPONTAL DUO,Panalab,https://www.alfabeta.net/precio/espontal-duo.html,selenium,no,no,0,0
ESPONTAL MAX,Panalab,https://www.alfabeta.net/precio/espontal-max.html,selenium,no,no,0,0
ESSENTIAL CARE JR,B-Life,https://www.alfabeta.net/precio/essential-care-jr.html,selenium,no,no,0,0
ESTETIC CLA,Trb-Pharma,https://www.alfabeta.net/precio/estetic-cla.html,selenium,no,no,0,0
ESTILOMICIN,Beta,https://www.alfabeta.net/precio/estilomicin.html,selenium,no,no,0,0
ESTOCALM,Eczane,https://www.alfabeta.net/precio/estocalm.html,selenium,no,no,0,0
ESTOMINA,Fabra,https://www.alfabeta.net/precio/estomina.html,selenium,no,no,0,0
ESTREPTOCARBOCAFTIAZOL,Bagó,https://www.alfabeta.net/precio/estreptocarbocaftiazol.html,selenium,no,no,0,0
ESTREPTOMICINA KLONAL,Klonal,https://www.alfabeta.net/precio/estreptomicina-klonal.html,selenium,no,no,0,0
ESTREPTOMICINA RICHET TP,Richet,https://www.alfabeta.net/precio/estreptomicina-richet-tp.html,selenium,no,no,0,0
ESTRI-ATLAS,Lab Internacional Argentino,https://www.alfabeta.net/precio/estri-atlas.html,selenium,no,no,0,0
ESTRIANON,Futerman Internat. Products,https://www.alfabeta.net/precio/estrianon.html,selenium,no,no,0,0
ETABYX,Gador,https://www.alfabeta.net/precio/etabyx.html,selenium,no,no,0,0
ETACRIL,Beta,https://www.alfabeta.net/precio/etacril.html,selenium,no,no,0,0
ETAMBUTOL RICHET,Richet,https://www.alfabeta.net/precio/etambutol-richet.html,selenium,no,no,0,0
ETEC 1000,Adium,https://www.alfabeta.net/precio/etec-1000.html,selenium,no,no,0,0
ETHOPIL OVULOS,Casasco,https://www.alfabeta.net/precio/ethopil-ovulos.html,selenium,no,no,0,0
ETIASEL,AstraZeneca,https://www.alfabeta.net/precio/etiasel.html,selenium,no,no,0,0
ETIASEL XR,AstraZeneca,https://www.alfabeta.net/precio/etiasel-xr.html,selenium,no,no,0,0
ETILEFRINA,Veinfar,https://www.alfabeta.net/precio/etilefrina.html,selenium,no,no,0,0
ETILEFRINA CLORHIDRATO GEMEPE,Gemepe,https://www.alfabeta.net/precio/etilefrina-clorhidrato-gemepe.html,selenium,no,no,0,0
ETILES,Laboratorios Bernabó,https://www.alfabeta.net/precio/etiles.html,selenium,no,no,0,0
ETIX,Siegfried,https://www.alfabeta.net/precio/etix.html,selenium,no,no,0,0
ETOINA,Klonal,https://www.alfabeta.net/precio/etoina.html,selenium,no,no,0,0
ETOPOSIDO GP PHARM,Filaxis Farmacéutica,https://www.alfabeta.net/precio/etoposido-gp-pharm.html,selenium,no,no,0,0
ETOPOSIDO MICROSULES,Microsules Arg.,https://www.alfabeta.net/precio/etoposido-microsules.html,selenium,no,no,0,0
ETOREX,Craveri,https://www.alfabeta.net/precio/etorex.html,selenium,no,no,0,0
ETORICOXIB TEVA,Teva Argentina,https://www.alfabeta.net/precio/etoricoxib-teva.html,selenium,no,no,0,0
ETRALAN,Teva Argentina,https://www.alfabeta.net/precio/etralan.html,selenium,no,no,0,0
ETRONIL,Klonal,https://www.alfabeta.net/precio/etronil.html,selenium,no,no,0,0
ETUMINA,Pierre Fabre Médicament,https://www.alfabeta.net/precio/etumina.html,selenium,no,no,0,0
EUCALIPTO SPRAY,Provefarma,https://www.alfabeta.net/precio/eucalipto-spray.html,selenium,no,no,0,0
EUDON,Baliarda,https://www.alfabeta.net/precio/eudon.html,selenium,no,no,0,0
EUDON AE,Baliarda,https://www.alfabeta.net/precio/eudon-ae.html,selenium,no,no,0,0
EUFOTINA,Lepetit,https://www.alfabeta.net/precio/eufotina.html,selenium,no,no,0,0
EUGAMMA SN 10% INY,Tuteur,https://www.alfabeta.net/precio/eugamma-sn-10-iny.html,selenium,no,no,0,0
EUGENE,Eriochem,https://www.alfabeta.net/precio/eugene.html,selenium,no,no,0,0
EUGLUCON,Siegfried,https://www.alfabeta.net/precio/euglucon.html,selenium,no,no,0,0
EUMICEL,Medisol,https://www.alfabeta.net/precio/eumicel.html,selenium,no,no,0,0
EUMICEL COLAGENO,Cassará,https://www.alfabeta.net/precio/eumicel-colageno.html,selenium,no,no,0,0
EUMICEL S,Cassará,https://www.alfabeta.net/precio/eumicel-s.html,selenium,no,no,0,0
EUMOTIL,Baliarda,https://www.alfabeta.net/precio/eumotil.html,selenium,no,no,0,0
EUMOTIL 300,Baliarda,https://www.alfabeta.net/precio/eumotil-300.html,selenium,no,no,0,0
EUMOTIL S,Baliarda,https://www.alfabeta.net/precio/eumotil-s.html,selenium,no,no,0,0
EUMOTIL-T,Baliarda,https://www.alfabeta.net/precio/eumotil-t.html,selenium,no,no,0,0
EUMOVATE,Siegfried,https://www.alfabeta.net/precio/eumovate.html,selenium,no,no,0,0
EURETICO,Casasco,https://www.alfabeta.net/precio/euretico.html,selenium,no,no,0,0
EURIT,Richmond,https://www.alfabeta.net/precio/eurit.html,selenium,no,no,0,0
EURODAC,Eurolab,https://www.alfabeta.net/precio/eurodac.html,selenium,no,no,0,0
EUTHYROX,Elea,https://www.alfabeta.net/precio/euthyrox.html,selenium,no,no,0,0
EUVAXON,Tuteur,https://www.alfabeta.net/precio/euvaxon.html,selenium,no,no,0,0
EVACARE CREMA VAGINAL,Elea,https://www.alfabeta.net/precio/evacare-crema-vaginal.html,selenium,no,no,0,0
EVACARE GYNO,Elea,https://www.alfabeta.net/precio/evacare-gyno.html,selenium,no,no,0,0
EVACARE OVULO,Elea,https://www.alfabeta.net/precio/evacare-ovulo.html,selenium,no,no,0,0
EVACOPA,Elea,https://www.alfabeta.net/precio/evacopa.html,selenium,no,no,0,0
EVAGINA,Elea,https://www.alfabeta.net/precio/evagina.html,selenium,no,no,0,0
EVAGINA DEO INTIMO,Elea,https://www.alfabeta.net/precio/evagina-deo-intimo.html,selenium,no,no,0,0
EVAGINA HIGIENE 30 OFF PACK AHORRO,Elea,https://www.alfabeta.net/precio/evagina-higiene-30-off-pack-ahorro.html,selenium,no,no,0,0
EVAGINA RUTINA COMPLETA PACK AHORRO,Elea,https://www.alfabeta.net/precio/evagina-rutina-completa-pack-ahorro.html,selenium,no,no,0,0
EVAGINA SERUM INTIMO,Elea,https://www.alfabeta.net/precio/evagina-serum-intimo.html,selenium,no,no,0,0
EVALDIX,Eczane,https://www.alfabeta.net/precio/evaldix.html,selenium,no,no,0,0
EVAPLAN DIGITAL,Elea,https://www.alfabeta.net/precio/evaplan-digital.html,selenium,no,no,0,0
EVATEST CLASSIC,Elea,https://www.alfabeta.net/precio/evatest-classic.html,selenium,no,no,0,0
EVATEST CLASSIC 2X1 TEST GRATIS,Elea,https://www.alfabeta.net/precio/evatest-classic-2x1-test-gratis.html,selenium,no,no,0,0
EVATEST CLASSIC PROMO ANIVERSARIO,Elea,https://www.alfabeta.net/precio/evatest-classic-promo-aniversario.html,selenium,no,no,0,0
EVATEST DIGITAL,Elea,https://www.alfabeta.net/precio/evatest-digital.html,selenium,no,no,0,0
EVATEST EASY,Elea,https://www.alfabeta.net/precio/evatest-easy.html,selenium,no,no,0,0
EVATEST EASY PLUS,Elea,https://www.alfabeta.net/precio/evatest-easy-plus.html,selenium,no,no,0,0
EVATEST SIMPLE,Elea,https://www.alfabeta.net/precio/evatest-simple.html,selenium,no,no,0,0
EVENING PRIMROSE OIL,Natural Life,https://www.alfabeta.net/precio/evening-primrose-oil.html,selenium,no,no,0,0
EVENITY,Amgen,https://www.alfabeta.net/precio/evenity.html,selenium,no,no,0,0
EVERCICLEX,Everex,https://www.alfabeta.net/precio/everciclex.html,selenium,no,no,0,0
EVEROLIMUS ETHYPHARM,Everex,https://www.alfabeta.net/precio/everolimus-ethypharm.html,selenium,no,no,0,0
EVERON,Weleda,https://www.alfabeta.net/precio/everon.html,selenium,no,no,0,0
EVOQUIN,Teva Argentina,https://www.alfabeta.net/precio/evoquin.html,selenium,no,no,0,0
EVRA,Elea,https://www.alfabeta.net/precio/evra.html,selenium,no,no,0,0
EVRYSDI,Roche,https://www.alfabeta.net/precio/evrysdi.html,selenium,no,no,0,0
EX3,Ariston,https://www.alfabeta.net/precio/ex3.html,selenium,no,no,0,0
EXELON PARCHE 10,LKM,https://www.alfabeta.net/precio/exelon-parche-10.html,selenium,no,no,0,0
EXELON PARCHE 15,LKM,https://www.alfabeta.net/precio/exelon-parche-15.html,selenium,no,no,0,0
EXELON PARCHE 5,LKM,https://www.alfabeta.net/precio/exelon-parche-5.html,selenium,no,no,0,0
EXEM,Biotechno Pharma,https://www.alfabeta.net/precio/exem.html,selenium,no,no,0,0
EXEMPLA 1000,Fada Pharma,https://www.alfabeta.net/precio/exempla-1000.html,selenium,no,no,0,0
EXERTIAL 500,Baliarda,https://www.alfabeta.net/precio/exertial-500.html,selenium,no,no,0,0
EXFORGE,Siegfried,https://www.alfabeta.net/precio/exforge.html,selenium,no,no,0,0
EXFORGE D,Siegfried,https://www.alfabeta.net/precio/exforge-d.html,selenium,no,no,0,0
EXIBRAL 250,Bagó,https://www.alfabeta.net/precio/exibral-250.html,selenium,no,no,0,0
EXIBRAL 500,Bagó,https://www.alfabeta.net/precio/exibral-500.html,selenium,no,no,0,0
EXIBRAL JBE,Bagó,https://www.alfabeta.net/precio/exibral-jbe.html,selenium,no,no,0,0
EXILET REPELENTE NATURAL BEBES Y NIÑOS,Biosintex Retail,https://www.alfabeta.net/precio/exilet-repelente-natural-bebes-y-ninos.html,selenium,no,no,0,0
EXIMIA AQUA LEGERE BIPHASIC,Eximia,https://www.alfabeta.net/precio/eximia-aqua-legere-biphasic.html,selenium,no,no,0,0
EXIMIA AQUA LEGERE EXFOLIANT,Eximia,https://www.alfabeta.net/precio/eximia-aqua-legere-exfoliant.html,selenium,no,no,0,0
EXIMIA AQUA LEGERE MICELAR,Eximia,https://www.alfabeta.net/precio/eximia-aqua-legere-micelar.html,selenium,no,no,0,0
EXIMIA AQUA MAT EXFOLIANT,Eximia,https://www.alfabeta.net/precio/eximia-aqua-mat-exfoliant.html,selenium,no,no,0,0
EXIMIA AQUA MAT GEL,Eximia,https://www.alfabeta.net/precio/eximia-aqua-mat-gel.html,selenium,no,no,0,0
EXIMIA AQUA MAT MICELAR,Eximia,https://www.alfabeta.net/precio/eximia-aqua-mat-micelar.html,selenium,no,no,0,0
EXIMIA AQUA MAT MICROEXFOLIANT,Eximia,https://www.alfabeta.net/precio/eximia-aqua-mat-microexfoliant.html,selenium,no,no,0,0
EXIMIA AQUA RICHE,Eximia,https://www.alfabeta.net/precio/eximia-aqua-riche.html,selenium,no,no,0,0
EXIMIA AQUA SENSITIVE GEL,Eximia,https://www.alfabeta.net/precio/eximia-aqua-sensitive-gel.html,selenium,no,no,0,0
EXIMIA HYALU ABSOLUT C-10,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-absolut-c-10.html,selenium,no,no,0,0
EXIMIA HYALU ABSOLUT NOCHE,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-absolut-noche.html,selenium,no,no,0,0
EXIMIA HYALU ABSOLUT OJOS,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-absolut-ojos.html,selenium,no,no,0,0
EXIMIA HYALU ABSOLUT SERUM,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-absolut-serum.html,selenium,no,no,0,0
EXIMIA HYALU FILLER COMPLEX 3D NOCHE,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-filler-complex-3d-noche.html,selenium,no,no,0,0
EXIMIA HYALU FILLER COMPLEX 3D OJOS,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-filler-complex-3d-ojos.html,selenium,no,no,0,0
EXIMIA HYALU FILLER COMPLEX 3D PIEL SECA,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-filler-complex-3d-piel-seca.html,selenium,no,no,0,0
EXIMIA HYALU FILLER COMPLEX 3D PNM,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-filler-complex-3d-pnm.html,selenium,no,no,0,0
EXIMIA HYALU FILLER COMPLEX 3D SERUM,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-filler-complex-3d-serum.html,selenium,no,no,0,0
EXIMIA HYALU FILLER COMPLEX 3D TTP,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-filler-complex-3d-ttp.html,selenium,no,no,0,0
EXIMIA HYALU FILLER COMPLEX 3D UV,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-filler-complex-3d-uv.html,selenium,no,no,0,0
EXIMIA HYALU SENSITIVE BRUMA,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-sensitive-bruma.html,selenium,no,no,0,0
EXIMIA HYALU SENSITIVE CREMA GEL,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-sensitive-crema-gel.html,selenium,no,no,0,0
EXIMIA HYALU SENSITIVE SERUM,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-sensitive-serum.html,selenium,no,no,0,0
EXIMIA HYALU VOLUME COMPLEX 3D NOCHE,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-volume-complex-3d-noche.html,selenium,no,no,0,0
EXIMIA HYALU VOLUME COMPLEX 3D OJOS,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-volume-complex-3d-ojos.html,selenium,no,no,0,0
EXIMIA HYALU VOLUME COMPLEX 3D PIEL SECA,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-volume-complex-3d-piel-seca.html,selenium,no,no,0,0
EXIMIA HYALU VOLUME COMPLEX 3D PNM,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-volume-complex-3d-pnm.html,selenium,no,no,0,0
EXIMIA HYALU VOLUME COMPLEX 3D SERUM,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-volume-complex-3d-serum.html,selenium,no,no,0,0
EXIMIA HYALU VOLUME COMPLEX 3D UV,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-volume-complex-3d-uv.html,selenium,no,no,0,0
EXIMIA HYALU-AR CONCENTRE,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-ar-concentre.html,selenium,no,no,0,0
EXIMIA HYALU-B CONCENTRE,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-b-concentre.html,selenium,no,no,0,0
EXIMIA HYALU-C CONCENTRE,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-c-concentre.html,selenium,no,no,0,0
EXIMIA HYALU-N CONCENTRÉ,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-n-concentre.html,selenium,no,no,0,0
EXIMIA HYALU-R CONCENTRE,Eximia,https://www.alfabeta.net/precio/eximia-hyalu-r-concentre.html,selenium,no,no,0,0
EXIMIA HYDRA LEGERE,Eximia,https://www.alfabeta.net/precio/eximia-hydra-legere.html,selenium,no,no,0,0
EXIMIA HYDRA LEGERE AQUA GEL,Eximia,https://www.alfabeta.net/precio/eximia-hydra-legere-aqua-gel.html,selenium,no,no,0,0
EXIMIA HYDRA LEGERE BIPHASIC,Eximia,https://www.alfabeta.net/precio/eximia-hydra-legere-biphasic.html,selenium,no,no,0,0
EXIMIA HYDRA LEGERE CO,Eximia,https://www.alfabeta.net/precio/eximia-hydra-legere-co.html,selenium,no,no,0,0
EXIMIA HYDRA LEGERE UV,Eximia,https://www.alfabeta.net/precio/eximia-hydra-legere-uv.html,selenium,no,no,0,0
EXIMIA HYDRA MAT,Eximia,https://www.alfabeta.net/precio/eximia-hydra-mat.html,selenium,no,no,0,0
EXIMIA HYDRA MAT SERUM,Eximia,https://www.alfabeta.net/precio/eximia-hydra-mat-serum.html,selenium,no,no,0,0
EXIMIA HYDRA RICHE,Eximia,https://www.alfabeta.net/precio/eximia-hydra-riche.html,selenium,no,no,0,0
EXIMIA SOLAIRE EXTREME CREME,Eximia,https://www.alfabeta.net/precio/eximia-solaire-extreme-creme.html,selenium,no,no,0,0
EXIMIA SOLAIRE EXTREME FLUIDE,Eximia,https://www.alfabeta.net/precio/eximia-solaire-extreme-fluide.html,selenium,no,no,0,0
EXIMIA SOLAIRE EXTREME FLUIDE COLOR,Eximia,https://www.alfabeta.net/precio/eximia-solaire-extreme-fluide-color.html,selenium,no,no,0,0
EXIMIA SOLAIRE EXTREME FLUIDE COLOR+,Eximia,https://www.alfabeta.net/precio/eximia-solaire-extreme-fluide-color.html,selenium,no,no,0,0
EXIMIA SOLAIRE EXTREME TOQUE SECO,Eximia,https://www.alfabeta.net/precio/eximia-solaire-extreme-toque-seco.html,selenium,no,no,0,0
EXIMIA SOLAIRE EXTREME TOQUE SECO COLOR,Eximia,https://www.alfabeta.net/precio/eximia-solaire-extreme-toque-seco-color.html,selenium,no,no,0,0
EXOBOZAN,Elea,https://www.alfabeta.net/precio/exobozan.html,selenium,no,no,0,0
EXOGEL,Casasco,https://www.alfabeta.net/precio/exogel.html,selenium,no,no,0,0
EXOME,Gador,https://www.alfabeta.net/precio/exome.html,selenium,no,no,0,0
EXPECTOSAN ANTIGRIPAL,Excelentia,https://www.alfabeta.net/precio/expectosan-antigripal.html,selenium,no,no,0,0
EXPECTOSAN ANTITUSIVO,Excelentia,https://www.alfabeta.net/precio/expectosan-antitusivo.html,selenium,no,no,0,0
EXPECTOSAN DESCONGESTIVO NASAL,Excelentia,https://www.alfabeta.net/precio/expectosan-descongestivo-nasal.html,selenium,no,no,0,0
EXPECTOSAN EXTRA FORTE 200 NOVO,Excelentia,https://www.alfabeta.net/precio/expectosan-extra-forte-200-novo.html,selenium,no,no,0,0
EXPECTOSAN GARGANTA,Excelentia,https://www.alfabeta.net/precio/expectosan-garganta.html,selenium,no,no,0,0
EXPECTOSAN HIERBAS Y MIEL,Excelentia,https://www.alfabeta.net/precio/expectosan-hierbas-y-miel.html,selenium,no,no,0,0
EXPECTOSAN PEDIATRICO,Excelentia,https://www.alfabeta.net/precio/expectosan-pediatrico.html,selenium,no,no,0,0
EXPECTOSAN TE CALIENTE,Excelentia,https://www.alfabeta.net/precio/expectosan-te-caliente.html,selenium,no,no,0,0
EXPIT,Lazar,https://www.alfabeta.net/precio/expit.html,selenium,no,no,0,0
EXPLANER,Casasco,https://www.alfabeta.net/precio/explaner.html,selenium,no,no,0,0
EXPLANER 60,Casasco,https://www.alfabeta.net/precio/explaner-60.html,selenium,no,no,0,0
EXPLANER LP,Casasco,https://www.alfabeta.net/precio/explaner-lp.html,selenium,no,no,0,0
EXTA G,Biosintex Retail,https://www.alfabeta.net/precio/exta-g.html,selenium,no,no,0,0
EXTENSIL,Laboratorios Bernabó,https://www.alfabeta.net/precio/extensil.html,selenium,no,no,0,0
EXTENSION,PGN,https://www.alfabeta.net/precio/extension.html,selenium,no,no,0,0
EXTRAFIRM,Futerman Internat. Products,https://www.alfabeta.net/precio/extrafirm.html,selenium,no,no,0,0
EXTRAFOAM L,Pharmatrix,https://www.alfabeta.net/precio/extrafoam-l.html,selenium,no,no,0,0
EXTRAFOAM P,Pharmatrix,https://www.alfabeta.net/precio/extrafoam-p.html,selenium,no,no,0,0
EXTRANEAL,Baxter Argentina,https://www.alfabeta.net/precio/extraneal.html,selenium,no,no,0,0
EXUDROL BUDE,Lafedar,https://www.alfabeta.net/precio/exudrol-bude.html,selenium,no,no,0,0
EYLIA,Bayer (PH),https://www.alfabeta.net/precio/eylia.html,selenium,no,no,0,0
EZALUTA,Microsules Arg.,https://www.alfabeta.net/precio/ezaluta.html,selenium,no,no,0,0
EZETROL,Organon Arg.,https://www.alfabeta.net/precio/ezetrol.html,selenium,no,no,0,0
F M L LIQUIFILM,Abbvie,https://www.alfabeta.net/precio/f-m-l-liquifilm.html,selenium,no,no,0,0
FABAMOX,Savant Generic,https://www.alfabeta.net/precio/fabamox.html,selenium,no,no,0,0
FABAMOX DUO,Savant Generic,https://www.alfabeta.net/precio/fabamox-duo.html,selenium,no,no,0,0
FABAMOX DUO 1 GR,Savant Generic,https://www.alfabeta.net/precio/fabamox-duo-1-gr.html,selenium,no,no,0,0
FABAMOX DUO SUSPENSION,Savant Generic,https://www.alfabeta.net/precio/fabamox-duo-suspension.html,selenium,no,no,0,0
FABAMOX PLUS,Savant Generic,https://www.alfabeta.net/precio/fabamox-plus.html,selenium,no,no,0,0
FABOGESIC,Savant Consumer,https://www.alfabeta.net/precio/fabogesic.html,selenium,no,no,0,0
FABOGESIC 400 RAPIDA ACCION,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-400-rapida-accion.html,selenium,no,no,0,0
FABOGESIC 600 RAPIDA ACCION,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-600-rapida-accion.html,selenium,no,no,0,0
FABOGESIC ALIV,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-aliv.html,selenium,no,no,0,0
FABOGESIC B12,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-b12.html,selenium,no,no,0,0
FABOGESIC COMPLEX,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-complex.html,selenium,no,no,0,0
FABOGESIC FLEXI 25,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-flexi-25.html,selenium,no,no,0,0
FABOGESIC FLEXI 75,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-flexi-75.html,selenium,no,no,0,0
FABOGESIC FLEXI GEL,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-flexi-gel.html,selenium,no,no,0,0
FABOGESIC FLEXI RETARD,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-flexi-retard.html,selenium,no,no,0,0
FABOGESIC NIÑOS 2%,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-ninos-2.html,selenium,no,no,0,0
FABOGESIC NIÑOS 4%,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-ninos-4.html,selenium,no,no,0,0
FABOGESIC PLEN,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-plen.html,selenium,no,no,0,0
FABOGESIC PLEN,Savant Generic,https://www.alfabeta.net/precio/fabogesic-plen.html,selenium,no,no,0,0
FABOGESIC PLUS,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-plus.html,selenium,no,no,0,0
FABOGESIC VROZZZ,Savant Consumer,https://www.alfabeta.net/precio/fabogesic-vrozzz.html,selenium,no,no,0,0
FABOTOP,Savant Generic,https://www.alfabeta.net/precio/fabotop.html,selenium,no,no,0,0
FABRAMICINA,Fabra,https://www.alfabeta.net/precio/fabramicina.html,selenium,no,no,0,0
FABRAZOL,Fabra,https://www.alfabeta.net/precio/fabrazol.html,selenium,no,no,0,0
FACEMIL,Tuteur,https://www.alfabeta.net/precio/facemil.html,selenium,no,no,0,0
FACTOFER B12,Megalabs Argentina,https://www.alfabeta.net/precio/factofer-b12.html,selenium,no,no,0,0
FACTOFER GOTAS,Megalabs Argentina,https://www.alfabeta.net/precio/factofer-gotas.html,selenium,no,no,0,0
FACTOR AE,Casasco,https://www.alfabeta.net/precio/factor-ae.html,selenium,no,no,0,0
FACTOR AE UREA,Casasco,https://www.alfabeta.net/precio/factor-ae-urea.html,selenium,no,no,0,0
FACTOR AG,Casasco,https://www.alfabeta.net/precio/factor-ag.html,selenium,no,no,0,0
FACTOR AG ANTIESPASMODICO,Casasco,https://www.alfabeta.net/precio/factor-ag-antiespasmodico.html,selenium,no,no,0,0
FACTOR AG FORTE,Casasco,https://www.alfabeta.net/precio/factor-ag-forte.html,selenium,no,no,0,0
FACTOR AG GOTAS,Casasco,https://www.alfabeta.net/precio/factor-ag-gotas.html,selenium,no,no,0,0
FACTOR AG PLUS,Casasco,https://www.alfabeta.net/precio/factor-ag-plus.html,selenium,no,no,0,0
