PCID,Country,Product Group,Generic Name,Start Date,End Date,Currency,Ex-Factory Wholesale Price,Local Pack Description,LOCAL_PACK_CODE
,Russia,Mezaton,Phenylephrine,16.06.2023,,RUB,25.79,"injection solution, 10 mg/ml, 1 ml - ampoules (10) / complete with a scarifier or cutting disc, if necessary for this type of ampoules / - cardboard packs",4820135587049
,Russia,Abaggio,Teriflunomide,16.06.2023,,RUB,43358.00,"film-coated tablets, 14 mg, 14 pcs. - blisters (2) - cardboard packs",4606556003210
,Russia,Mezaton,Phenylephrine,16.06.2023,,RUB,25.79,"injection solution, 10 mg/ml, 1 ml - ampoules (10) / complete with a scarifier or cutting disc, if necessary for this type of ampoules / - cardboard packs",4820135587018
,Russia,Metformin-Richter,Metformin,16.06.2023,,RUB,142.92,"film-coated tablets, 500 mg, 10 pcs. - blister (6) - cardboard packs",4605469001320
,Russia,Metformin-Richter,Metformin,16.06.2023,,RUB,186.37,"film-coated tablets, 850 mg, 10 pcs. - blister (6) - cardboard packs",4605469001375
,Russia,Metformin-Richter,Metformin,16.06.2023,,RUB,147.78,"film-coated tablets, 500 mg, 10 pcs. - blister (6) - cardboard packs",4605469001320
,Russia,Metformin-Richter,Metformin,16.06.2023,,RUB,192.89,"film-coated tablets, 850 mg, 10 pcs. - blisters (6) - cardboard packs",4605469001375
,Russia,Aprotex,Aprotinin,16.06.2023,,RUB,1177.07,"Infusion solution, 10 thousand IU/ml, 50 ml - vials (1) - cardboard packs",4605095009332
,Russia,Euvax B recombinant vaccine for the prevention of hepatitis B,Vaccine for the prevention of viral hepatitis B,16.06.2023,,RUB,140.00,"suspension for intramuscular injection, 20 mcg/ml, 0.5 ml (1 dose for children) - bottle (1) / / - cardboard packs",8806689009134
,Russia,Euvax B recombinant vaccine for the prevention of hepatitis B,Vaccine for the prevention of viral hepatitis B,16.06.2023,,RUB,1400.00,"suspension for intramuscular injection, 20 mcg/ml, 0.5 ml (1 dose for children) - bottle (10) / / - cardboard packs - for medical and preventive institutions",8806689009165
,Russia,Triftazin,Trifluoperazine,16.06.2023,,RUB,21.50,"Film-coated tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4820044110918
,Russia,Triftazin,Trifluoperazine,16.06.2023,,RUB,21.50,"Film-coated tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4820044111120
,Russia,Metformin-Richter,Metformin,16.06.2023,,RUB,192.89,"film-coated tablets, 850 mg, 10 pcs. - blister (6) - cardboard pack",4605469001375
,Russia,Metformin-Richter,Metformin,16.06.2023,,RUB,147.78,"film-coated tablets, 500 mg, 10 pcs. - blister (6) - cardboard pack",4605469001320
,Russia,Euvax B recombinant vaccine for the prevention of hepatitis B,Vaccine for the prevention of viral hepatitis B,16.06.2023,,RUB,1400.00,"suspension for intramuscular injection, 20 mcg/ml, 0.5 ml (1 dose for children) - bottle (10) / / - cardboard packs - for medical and preventive institutions",8806689009165
,Russia,Euvax B recombinant vaccine for the prevention of hepatitis B,Vaccine for the prevention of viral hepatitis B,16.06.2023,,RUB,140.00,"suspension for intramuscular injection, 20 mcg/ml, 0.5 ml (1 dose for children) - bottle (1) / / - cardboard pack",8806689009134
,Russia,Abaggio,Teriflunomide,16.06.2023,,RUB,43207.35,"film-coated tablets, 14 mg, 14 pcs. - blister (2) - cardboard pack",4606556003210
,Russia,Abaggio,Teriflunomide,16.06.2023,,RUB,43207.35,"film-coated tablets, 14 mg, 14 pcs. - blister (2) - cardboard pack",358468460028
,Russia,Abacavir+Lamivudine,Abacavir+Lamivudine,16.06.2023,,RUB,5034.89,"film-coated tablets, 600 mg + 300 mg, 30 pcs. - bottle (1) - cardboard pack",8901175024254
,Russia,Abacavir+Lamivudine,Abacavir+Lamivudine,16.06.2023,,RUB,5034.89,"film-coated tablets, 600 mg + 300 mg, 30 pcs. - bottle (1) - cardboard pack",8901175024254
,Russia,Asparkam,Potassium and magnesium aspartate,16.06.2023,,RUB,68.39,"tablets, 10 pcs. - blister packs (5) - cardboard packs",4603256010470
,Russia,Triftazin,Trifluoperazine,16.06.2023,,RUB,21.50,"film-coated tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4603256010500
,Russia,Lamivudine,Lamivudine,16.06.2023,,RUB,228.28,"film-coated tablets, 150 mg, 60 pcs. - bottle (1) - cardboard pack",8901175016655
,Russia,Lamivudine,Lamivudine,16.06.2023,,RUB,228.28,"film-coated tablets, 150 mg, 60 pcs. - bottle (1) - cardboard pack",8901175016655
,Russia,Metformin-Richter,Metformin,16.06.2023,,RUB,114.17,"film-coated tablets, 850 mg, 10 pcs. - blister (6) - cardboard pack",4605469001375
,Russia,Metformin-Richter,Metformin,16.06.2023,,RUB,67.16,"film-coated tablets, 500 mg, 10 pcs. - blister (6) - cardboard pack",4605469001320
,Russia,Ceftazidime,Ceftazidime,16.06.2023,,RUB,269.54,"powder for solution for intravenous and intramuscular administration, 1000 mg, - bottle (1) - cardboard pack",8901175017218
,Russia,Mezaton,Phenylephrine,16.06.2023,,RUB,25.79,"injection solution, 10 mg/ml, 1 ml - ampoules (10) / complete with a scarifier or cutting disc, if necessary for this type of ampoules / - cardboard packs",4820135587049
,Russia,Mezaton,Phenylephrine,16.06.2023,,RUB,25.79,"injection solution, 10 mg/ml, 1 ml - ampoules (10) / complete with a scarifier or cutting disc, if necessary for this type of ampoules / - cardboard packs",4820135587018
,Russia,Zidovudine,Zidovudine,16.06.2023,,RUB,668.00,"film-coated tablets, 300 mg, 60 tablets - bottle (1) - cardboard pack",8901175007295
,Russia,Triftazin,Trifluoperazine,16.06.2023,,RUB,21.50,"film-coated tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4820044111120
,Russia,Triftazin,Trifluoperazine,16.06.2023,,RUB,21.50,"Film-coated tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4820044110918
,Russia,Triftazin,Trifluoperazine,16.06.2023,,RUB,21.50,"Film-coated tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4820044111120
,Russia,Triftazin,Trifluoperazine,16.06.2023,,RUB,21.50,"film-coated tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4603256010500
,Russia,Phenigidine,Nifedipine,16.06.2023,,RUB,17.79,"tablets, 10 mg, 10 pcs. - blister packs (5) - cardboard packs",4820135585526
,Russia,Nevirapine,Nevirapine,16.06.2023,,RUB,400.19,"tablets, 200 mg, 10 pcs. - blister (2) - cardboard packs",8901175024148
,Russia,Nevirapine,Nevirapine,16.06.2023,,RUB,1203.58,"tablets, 200 mg, 60 pcs. - vials (1) - cardboard packs",8901175022274
,Russia,Amlodipine-ZT,Amlodipine,16.06.2023,,RUB,93.30,"tablets, 10 mg, 10 pcs. - blister packs (3) - cardboard packs",4820135586097
,Russia,Amlodipine-ZT,Amlodipine,16.06.2023,,RUB,62.05,"tablets, 5 mg, 10 pcs. - blister packs (3) - cardboard packs",4820044116422
,Russia,"Synflorix 10-valent pneumococcal polysaccharide vaccine, conjugated with D-protein of non-typeable Haemophilus influenzae, tetanus and diphtheria toxoids, adsorbed",Vaccine for the prevention of pneumococcal infections,16.06.2023,,RUB,1272.87,"suspension for intramuscular injection, 0.5 ml, 1 dose - syringes (1) / complete with a needle - 1 pc. / - cardboard packs",4607008132519
,Russia,Senadeksin,Sennosides A and B,16.06.2023,,RUB,7.60,"tablets, 70 mg, 10 pcs. - blister packs (1) - cardboard pack",4820044115609
,Russia,Senadeksin,Sennosides A and B,16.06.2023,,RUB,15.70,"tablets, 70 mg, 10 pcs. - blister packs (2) - cardboard pack",4820044111106
,Russia,Asparkam,Potassium and magnesium aspartate,16.06.2023,,RUB,68.39,"tablets, 175 mg + 175 mg, 50 pcs. - blister packs (1) - cardboard pack",4820044110826
,Russia,Asparkam,Potassium and magnesium aspartate,16.06.2023,,RUB,68.39,"tablets, 175 mg + 175 mg, 10 pcs. - blister packs (5) - cardboard packs",4820044111113
,Russia,Asparkam,Potassium and magnesium aspartate,16.06.2023,,RUB,68.39,"tablets, 175 mg + 175 mg, 10 pcs. - blister packs (5) - cardboard pack",4603256010470
,Russia,Mercazolil,Thiamazole,16.06.2023,,RUB,18.54,"tablets, 5 mg, 100 pcs. - container (1) - cardboard pack",4820044110772
,Russia,Mercazolil,Thiamazole,16.06.2023,,RUB,19.80,"tablets, 5 mg, 50 pcs. - container (1) - cardboard pack",4820044110994
,Russia,Simvastatin,Simvastatin,16.06.2023,,RUB,79.25,"film-coated tablets, 10 mg, 10 pcs. - blisters (3) - cardboard packs",8901175017348
,Russia,Simvastatin,Simvastatin,16.06.2023,,RUB,102.77,"film-coated tablets, 20 mg, 10 pcs. - blisters (3) - cardboard packs",8901175017355
,Russia,Simvastatin,Simvastatin,16.06.2023,,RUB,108.54,"film-coated tablets, 40 mg, 10 pcs. - blisters (3) - cardboard packs",8901175017362
,Russia,Simvastatin,Simvastatin,16.06.2023,,RUB,588.11,"film-coated tablets, 80 mg, 10 pcs. - blisters (3) - cardboard packs",8901175017379
,Russia,Diapaglyph,Dapagliflozin,15.06.2023,,RUB,1619.67,"film-coated tablets, 10 mg, 10 pcs. - blister (3) - cardboard pack",7613421129583
,Russia,Akineton,Biperiden,08.06.2023,,RUB,223.46,"tablets, 2 mg, 20 pcs - blister (5) - cardboard packs",4260139090020
,Russia,Akineton,Biperiden,08.06.2023,,RUB,167.98,"solution for intravenous and intramuscular administration, 5 mg/ml, 1 ml - ampoules (5) - cardboard packs",4260139090013
,Russia,Akineton,Biperiden,08.06.2023,,RUB,184.00,"tablets, 2 mg, 20 pcs - blister (5) - cardboard packs",4260139090020
,Russia,Ampicillin,Ampicillin,05.06.2023,,RUB,32.73,"250 mg tablets, 10 pcs. - blister packs (2) - cardboard packs",4603988001043
,Russia,Ampicillin,Ampicillin,05.06.2023,,RUB,32.73,"tablets, 250 mg, 10 pcs. - blister packs (2) - cardboard packs",4603988001050
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,366.33,"injection solution, 10 thousand anti-Xa IU/ml, 2 pcs. - syringes (1) - cardboard packs",4620011581211
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,728.03,"injection solution, 10 thousand anti-Xa IU/ml, 2 pcs. - syringes (1) - cardboard packs",4620011581198
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,912.60,"injection solution, 10 thousand anti-Xa IU/ml, 1 ml - syringes (1) - cardboard packs",4620011581181
,Russia,Ampicillin,Ampicillin,05.06.2023,,RUB,34.53,"250 mg tablets, 10 pcs. - blister packs (2) - cardboard packs",4603988001043
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1366.42,"injection solution 10 thousand anti-Xa IU/ml, 0.2 ml - syringes (2) - blister packs (5) - cardboard packs",4620011581273
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1434.74,"injection solution, 10 thousand anti-Xa IU/ml, 10 pcs. - ampoules (1) - cardboard packs",4607083729871
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,273.29,"injection solution, 10 thousand anti-Xa IU/ml, 2 pcs. - syringes (1) - cardboard packs",4620011581228
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2055.10,"injection solution 10 thousand anti-Xa IU/ml, 0.4 ml - ampoules (10) /complete with an ampoule scarifier or a knife for opening ampoules, if necessary for this type of ampoules/ - blister packs - cardboard packs",4620011580030
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2592.45,"injection solution 10 thousand anti-Xa IU/ml, 0.6 ml - syringes (2) - blister packs (5) - cardboard packs",4620011581259
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,518.49,"injection solution, 10 thousand anti-Xa IU/ml, 2 pcs. - syringes (1) - cardboard packs",4620011581204
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,4084.24,"injection solution 10 thousand anti-Xa IU/ml, 0.8 ml - syringes (2) - blister packs (5) - cardboard packs",4620011581242
,Russia,Ampicillin,Ampicillin,05.06.2023,,RUB,38.74,"250 mg tablets, 10 pcs. - blister packs (2) - cardboard packs",4603988001043
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2125.17,"injection solution, 10 thousand anti-Xa IU/ml, 0.4 ml - syringes (2) - blister packs (5) - cardboard packs",4620011581266
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,5423.12,"injection solution, 10 thousand anti-Xa IU/ml, 1 ml - syringes (2) - blister packs (5) - cardboard packs",4620011581235
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,4745.50,"injection solution, 10,000 anti-Xa IU/ml, 1 ml - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580382
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,4210.60,"injection solution, 10 thousand anti-Xa IU/ml, 0.8 ml - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580276
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2655.60,"injection solution, 10 thousand anti-Xa IU/ml, 0.6 ml - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580153
,Russia,Ampicillin,Ampicillin,05.06.2023,,RUB,40.28,"tablets, 250 mg, 10 pcs. - blister packs (2) - cardboard packs",4603988001043
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2090.20,"injection solution, 10,000 anti-Xa IU/ml, - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580030
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2701.30,"injection solution, 10 thousand anti-Xa IU/ml, - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580153
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,4256.50,"injection solution, 10 thousand anti-Xa IU/ml, - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580276
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,4256.50,"injection solution, 10,000 anti-Xa IU/ml, - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011861
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2701.30,"injection solution, 10,000 anti-Xa IU/ml, - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011854
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2090.20,"injection solution, 10,000 anti-Xa IU/ml, - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011847
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,4745.50,"injection solution, 10,000 anti-Xa IU/ml, 1 ml - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011878
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,5423.12,"injection solution, 10,000 anti-Xa IU/ml, 1 ml - syringes (2) - blister packs (5) - cardboard packs",4605095011922
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2125.17,"injection solution, 10,000 anti-Xa IU/ml, - syringes (2) - blister packs (5) - cardboard packs",4605095011892
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,4084.24,"injection solution, 10,000 anti-Xa IU/ml, - syringes (2) - blister packs (5) - cardboard packs",4605095011915
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2592.45,"injection solution, 10,000 anti-Xa IU/ml, - syringes (2) - blister packs (5) - cardboard packs",4605095011908
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1434.74,"injection solution, 10,000 anti-Xa IU/ml, - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011830
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1366.42,"injection solution, 10,000 anti-Xa IU/ml, - syringes (2) - blister packs (5) - cardboard packs",4605095011885
,Russia,Ampicillin,Ampicillin,05.06.2023,,RUB,40.28,"tablets, 250 mg, 10 pcs. - blister packs (2) - cardboard packs",4603988001043
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,700.09,"injection solution, 10 thousand anti-Xa IU/ml, 0.2 ml - ampoules (10) - blister packs - cardboard packs",4607083729871
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,140.02,"injection solution, 10 thousand anti-Xa IU/ml, 0.2 ml - syringes (2) - blister packs (1) - cardboard packs",4620011581228
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,357.05,"injection solution, 10 thousand anti-Xa IU/ml, 0.6 ml - syringes (2) - blister packs (1) - cardboard packs",4620011581204
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,262.88,"injection solution, 10 thousand anti-Xa IU/ml, 0.4 ml - syringes (2) - blister packs (1) - cardboard packs",4620011581211
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,458.85,"injection solution, 10 thousand anti-Xa IU/ml, 0.8 ml - syringes (2) - blister packs (1) - cardboard packs",4620011581198
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,573.56,"injection solution, 10 thousand anti-Xa IU/ml, 1 ml - syringes (2) - blister packs (1) - cardboard packs",4620011581181
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2867.81,"injection solution, 10,000 anti-Xa IU/ml, 1 ml - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580382
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1314.38,"injection solution, 10,000 anti-Xa IU/ml, 0.4 ml - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580030
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1785.27,"injection solution, 10 thousand anti-Xa IU/ml, 0.6 ml - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580153
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2294.25,"injection solution, 10 thousand anti-Xa IU/ml, 0.8 ml - ampoules (10) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs - cardboard packs",4620011580276
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2294.25,"injection solution, 10,000 anti-Xa IU/ml, 0.8 ml - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011861
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1785.27,"injection solution, 10,000 anti-Xa IU/ml, 0.6 ml - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011854
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1314.38,"injection solution, 10,000 anti-Xa IU/ml, 0.4 ml - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011847
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2867.81,"injection solution, 10,000 anti-Xa IU/ml, 1 ml - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011878
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2867.81,"injection solution, 10,000 anti-Xa IU/ml, 1 ml - syringes (2) - blister packs (5) - cardboard packs",4605095011922
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1314.38,"injection solution, 10,000 anti-Xa IU/ml, 0.4 ml - syringes (2) - blister packs (5) - cardboard packs",4605095011892
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,2294.25,"injection solution, 10,000 anti-Xa IU/ml, 0.8 ml - syringes (2) - blister packs (5) - cardboard packs",4605095011915
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,1785.27,"injection solution, 10,000 anti-Xa IU/ml, 0.6 ml - syringes (2) - blister packs (5) - cardboard packs",4605095011908
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,700.09,"injection solution, 10,000 anti-Xa IU/ml, 0.2 ml - ampoules (5) / complete with an ampoule knife or scarifier, if necessary for this type of ampoules / - blister packs (2) - cardboard packs",4605095011830
,Russia,Anfibra,Enoxaparin sodium,05.06.2023,,RUB,700.09,"injection solution, 10,000 anti-Xa IU/ml, 0.2 ml - syringes (2) - blister packs (5) - cardboard packs",4605095011885
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,21321.18,"lyophilisate for the preparation of solution for infusion, 70 mg, - bottle (1) - cardboard pack",8711141642876
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,15363.10,"lyophilisate for the preparation of solution for infusion, 50 mg, 10 ml - vials (1) - cardboard packs",8711141642869
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,15363.10,"lyophilisate for the preparation of solution for infusion, 50 mg, - vials (1) / / - cardboard packs",4602210003367
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,21321.18,"lyophilisate for the preparation of solution for infusion, 70 mg, - vials (1) / / - cardboard packs",4602210003398
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,19164.12,"lyophilisate for the preparation of solution for infusion, 70 mg, - bottle (1) - cardboard pack",8711141642876
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,13688.66,"lyophilisate for the preparation of solution for infusion, 50 mg, - vials (1) - cardboard pack",8711141642869
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,13688.66,"lyophilisate for the preparation of solution for infusion, 50 mg, - vials (1) - cardboard pack",4602210003367
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,19164.12,"lyophilisate for the preparation of solution for infusion, 70 mg, - vials (1) - cardboard pack",4602210003398
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,19164.12,"lyophilisate for the preparation of solution for infusion, 70 mg, - vials (1) - cardboard pack",4602210003398
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,13688.66,"lyophilisate for the preparation of solution for infusion, 50 mg, - vials (1) - cardboard pack",4602210003367
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,13688.66,"lyophilisate for the preparation of solution for infusion, 50 mg, - vials (1) - cardboard pack",8711141642869
,Russia,Cancidas,Caspofungin,02.06.2023,,RUB,19164.12,"lyophilisate for the preparation of solution for infusion, 70 mg, - bottle (1) - cardboard pack",8711141642876
,Russia,Alendronate,Alendronic acid,30.05.2023,,RUB,674.78,"tablets, 10 mg, 10 pcs. - blister packs (3) - cardboard packs",4606486006206
,Russia,Alendronate,Alendronic acid,30.05.2023,,RUB,674.78,"tablets, 10 mg, 30 pcs. - blister packs (1) - cardboard packs",4606486006251
,Russia,Alendronate,Alendronic acid,30.05.2023,,RUB,677.81,"70 mg tablets, 2 pcs. - blister packs (2) - cardboard packs",4606486006275
,Russia,Alendronate,Alendronic acid,30.05.2023,,RUB,677.81,"70 mg tablets, 4 pcs. - blister packs - cardboard packs",4606486006343
,Russia,Amosin,Amoxicillin,30.05.2023,,RUB,31.29,"250 mg capsules, 10 pcs. - blister packs (2) - cardboard packs",4602565013974
,Russia,Amosin,Amoxicillin,30.05.2023,,RUB,33.01,"250 mg capsules, 10 pcs. - blister packs (2) - cardboard packs",4602565013974
,Russia,Amosin,Amoxicillin,30.05.2023,,RUB,37.04,"250 mg capsules, 10 pcs. - blister packs (2) - cardboard packs",4602565013974
,Russia,Alendronate,Alendronic acid,30.05.2023,,RUB,760.50,"70 mg tablets, 2 pcs. - blister packs (2) - cardboard packs",4606486006275
,Russia,Alendronate,Alendronic acid,30.05.2023,,RUB,760.50,"70 mg tablets, 4 pcs. - blister packs - cardboard packs",4606486006343
,Russia,Vero-ifosfamide,Ifosfamide,30.05.2023,,RUB,1538.79,"powder for preparation of injection solution, 2 g, - vials (1) - cardboard packs",4602930007164
,Russia,Vero-ifosfamide,Ifosfamide,30.05.2023,,RUB,754.61,"powder for preparation of injection solution, 1 g, - vials (1) - cardboard packs",4602930007157
,Russia,Alendronate,Alendronic acid,30.05.2023,,RUB,798.75,"tablets, 70 mg, 2 pcs. - blister packs (2) - cardboard packs",4606486006275
,Russia,Alendronate,Alendronic acid,30.05.2023,,RUB,798.75,"tablets, 70 mg, 4 pcs. - blister packs (1) - cardboard packs",4606486006343
,Russia,Amosin,Amoxicillin,30.05.2023,,RUB,39.41,"capsules, 250 mg, 10 pcs. - blister packs (2) - cardboard packs",4602565013974
,Russia,Vero-pipecuronium,Pipecuronium bromide,30.05.2023,,RUB,54.00,"lyophilisate for the preparation of a solution for intravenous administration, 4 mg, - vials (1) - cardboard packs",4605095007833
,Russia,Veroclast,Zoledronic acid,30.05.2023,,RUB,12500.00,"concentrate for the preparation of solution for infusion, 4 mg/5 ml, - plastic bottles (1) - cardboard packs",4605095008465
,Russia,Vero-methotrexate,Methotrexate,30.05.2023,,RUB,119.96,"injection solution, 5 mg/ml, 1 ml - vials (5) - cardboard packs",4605095002623
,Russia,Vero-Epirubicin,Epirubicin,30.05.2023,,RUB,438.51,"lyophilisate for the preparation of a solution for intravascular and intravesical administration, 10 mg, 1 pc. - vials (1) - cardboard packs",4605095007970
,Russia,Vero-Epirubicin,Epirubicin,30.05.2023,,RUB,1601.99,"lyophilisate for the preparation of a solution for intravascular and intravesical administration, 50 mg, 1 pc. - vials (1) - cardboard packs",4605095008014
,Russia,Vero-methotrexate,Methotrexate,30.05.2023,,RUB,94.28,"injection solution, 5 mg/ml, 2 ml - vials (1) - cardboard packs",4605095002609
,Russia,Vero-methotrexate,Methotrexate,30.05.2023,,RUB,801.10,"injection solution, 10 mg/ml, 5 ml - vials (10) - cardboard packs",4605095002678
,Russia,Vero-pipecuronium,Pipecuronium bromide,30.05.2023,,RUB,1284.75,"lyophilisate for the preparation of a solution for intravenous administration, 4 mg, - vials (25) - cardboard packs",4605095007857
,Russia,Aprotex,Aprotinin,30.05.2023,,RUB,457.90,"lyophilisate for the preparation of a solution for intravenous administration, 10 thousand ATR, - vials (10) - cardboard packs",4605095002722
,Russia,Vero-pipecuronium,Pipecuronium bromide,30.05.2023,,RUB,1318.00,"lyophilisate for the preparation of a solution for intravenous administration, 4 mg, - vials (25) - cardboard packs",4605095007857
,Russia,Aprotex,Aprotinin,30.05.2023,,RUB,468.90,"lyophilisate for the preparation of a solution for intravenous administration, 10 thousand ATR, - vials (10) - cardboard packs",4605095002722
,Russia,Vero-methotrexate,Methotrexate,30.05.2023,,RUB,96.25,"injection solution, 5 mg/ml, 2 ml - vials (1) - cardboard packs",4605095002609
,Russia,Hirokaine,Levobupivacaine,30.05.2023,,RUB,1409.27,"injection solution, 7.5 mg/ml, 10 ml - ampoules (10) - cardboard packs",8054083010151
,Russia,Hirokaine,Levobupivacaine,30.05.2023,,RUB,940.04,"injection solution, 5 mg/ml, 10 ml - ampoules (10) - cardboard packs",8054083010144
,Russia,Vero-methotrexate,Methotrexate,30.05.2023,,RUB,810.00,"injection solution, 10 mg/ml, 5 ml - vials (10) - cardboard packs",4605095002678
,Russia,Alendronate Canon,Alendronic acid,30.05.2023,,RUB,798.75,"tablets, 70 mg, 2 pcs. - blister packs (2) - cardboard packs",4606486006275
,Russia,Omniscan,Gadodiamide,30.05.2023,,RUB,23487.26,"solution for intravenous administration, 0.5 mmol/ml, 20 ml - vials (10) - cardboard packs",4601808012545
