Generic Name,Currency,Ex Factory Wholesale Price,Unit Price,Region,Product Group,Marketing Authority,Local Pack Description,Formulation,Fill Size,Strength,Strength Unit,LOCAL_PACK_CODE
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Clarithromycin,Pro Doc,Co. 500 mg,Co,,500,MG,02324482
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Clarithromycin,Sanis,Co. 500 mg,Co,,500,MG,02466120
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Clarithromycin,Sivem,Co. 500 mg,Co,,500,MG,02442469
CLARITHROMYCINE,CAD,,,NORTH AMERICA,M-Clarithromycin,Mantra Ph.,Co. 500 mg,Co,,500,MG,02471388
CLARITHROMYCINE,CAD,,,NORTH AMERICA,pms-Clarithromycin,Phmscience,Co. 500 mg,Co,,500,MG,02247573
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Sandoz Clarithromycin,Sandoz,Co. 500 mg,Co,,500,MG,02266539
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Taro-Clarithromycin,Sun Pharma,Co. 500 mg,Co,,500,MG,02361426
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Teva Clarithromycin,Teva Can,Co. 500 mg,Co,,500,MG,02248804
CLARITHROMYCINE,CAD,15.77,0.2867,NORTH AMERICA,Biaxin,BGP Pharma,Co. 500 mg,Co,55,500,MG,02146908
CLARITHROMYCINE,CAD,13.13,0.2388,NORTH AMERICA,Taro-Clarithromycin,Taro,Co. 500 mg,Co,55,500,MG,02390442
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Biaxin,BGP Pharma,Co. 500 mg,Co,,500,MG,02244641
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Taro-Clarithromycin,Taro,Co. 500 mg,Co,,500,MG,02390450
AMOXICILLINE,CAD,,,NORTH AMERICA,Amoxicillin,Capsules Sanis,Caps. 250 mg,Caps,,250,MG,02525348
AMOXICILLINE,CAD,,,NORTH AMERICA,Apo-Amoxi,Apotex,Caps. 250 mg,Caps,,250,MG,00628115
AMOXICILLINE,CAD,,,NORTH AMERICA,Auro-Amoxicillin,AuroPharma,Caps. 250 mg,Caps,,250,MG,02388073
AMOXICILLINE,CAD,,,NORTH AMERICA,Jamp-Amoxicillin,Jamp,Caps. 250 mg,Caps,,250,MG,02433060
AMOXICILLINE,CAD,,,NORTH AMERICA,Novamoxin,Teva Can,Caps. 250 mg,Caps,,250,MG,00406724
AMOXICILLINE,CAD,,,NORTH AMERICA,pms-Amoxicillin,Phmscience,Caps. 250 mg,Caps,,250,MG,02230243
AMOXICILLINE,CAD,,,NORTH AMERICA,PRZ-Amoxicillin,Pharmaris,Caps. 250 mg,Caps,,250,MG,02532042
AMOXICILLINE,CAD,,,NORTH AMERICA,AG-Amoxicillin,Angita,Caps. 250 mg,Caps,,250,MG,02477726
AMOXICILLINE,CAD,,,NORTH AMERICA,Amoxicillin,Sivem,Caps. 250 mg,Caps,,250,MG,02401509
AMOXICILLINE,CAD,,,NORTH AMERICA,Amoxicillin,Capsules Sanis,Caps. 250 mg,Caps,,250,MG,02525356
AMOXICILLINE,CAD,,,NORTH AMERICA,Apo-Amoxi,Apotex,Caps. 250 mg,Caps,,250,MG,00628123
AMOXICILLINE,CAD,,,NORTH AMERICA,Auro-Amoxicillin,AuroPharma,Caps. 250 mg,Caps,,250,MG,02388081
AMOXICILLINE,CAD,,,NORTH AMERICA,Jamp-Amoxicillin,Jamp,Caps. 250 mg,Caps,,250,MG,02433079
AMOXICILLINE,CAD,,,NORTH AMERICA,Novamoxin,Teva Can,Caps. 250 mg,Caps,,250,MG,00406716
AMOXICILLINE,CAD,,,NORTH AMERICA,pms-Amoxicillin,Phmscience,Caps. 250 mg,Caps,,250,MG,02230244
AMOXICILLINE,CAD,,,NORTH AMERICA,Pro-Amox-500,Pro Doc,Caps. 250 mg,Caps,,250,MG,00644315
AMOXICILLINE,CAD,,,NORTH AMERICA,PRZ-Amoxicillin,Pharmaris,Caps. 250 mg,Caps,,250,MG,02532050
AMOXICILLINE,CAD,,,NORTH AMERICA,Teva-Amoxicillin,Teva Can,Caps. 250 mg,Caps,,250,MG,02036355
AMOXICILLINE,CAD,,,NORTH AMERICA,Apo-Amoxi,Apotex,Caps. 250 mg,Caps,,250,MG,00628131
AMOXICILLINE,CAD,,,NORTH AMERICA,Auro-Amoxicillin,AuroPharma,Caps. 250 mg,Caps,,250,MG,02458586
AMOXICILLINE,CAD,202508.0,,NORTH AMERICA,Jamp-Amoxicillin,Jamp,Caps. 250 mg,Caps,16,250,MG,02535793
AMOXICILLINE,CAD,,,NORTH AMERICA,AG-Amoxicillin,Angita,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,02537451
AMOXICILLINE,CAD,,,NORTH AMERICA,Amoxicillin,Sanis,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,02352753
AMOXICILLINE,CAD,,,NORTH AMERICA,Amoxicillin,Sanis,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,02352788
AMOXICILLINE,CAD,,,NORTH AMERICA,Amoxicillin,Sivem,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,02401541
AMOXICILLINE,CAD,,,NORTH AMERICA,Apo-Amoxi,Apotex,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,00628158
AMOXICILLINE,CAD,,,NORTH AMERICA,Auro-Amoxicillin,AuroPharma,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,02458594
AMOXICILLINE,CAD,,,NORTH AMERICA,Jamp-Amoxicillin,Jamp,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,02535815
AMOXICILLINE,CAD,,,NORTH AMERICA,Novamoxin,Teva Can,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,01934163
AMOXICILLINE,CAD,,,NORTH AMERICA,Novamoxin,250 Teva Can,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,00452130
AMOXICILLINE,CAD,,,NORTH AMERICA,Pro-Amox-250,Pro Doc,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,00644331
AMOXICILLINE,CAD,,,NORTH AMERICA,Sandoz Amoxicillin,Sandoz,Susp. Orale 250 mg/5 mL,Susp. Orale,,250,MG,02495864
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Apo-Amoxi,Clav Apotex,Co. 250 mg -125 mg,Co,,250,MG,02243350
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Auro-Amoxiclav,AuroPharma,Co. 250 mg -125 mg,Co,,250,MG,02471671
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Jamp Amoxi,Clav Jamp,Co. 250 mg -125 mg,Co,,250,MG,02508249
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,AG-Amoxi,Clav Angita,Co. 250 mg -125 mg,Co,,250,MG,02510634
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Amoxicillin/Clav,Sanis,Co. 250 mg -125 mg,Co,,250,MG,02536021
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Apo-Amoxi,Clav Apotex,Co. 250 mg -125 mg,Co,,250,MG,02243351
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Auro-Amoxiclav,AuroPharma,Co. 250 mg -125 mg,Co,,250,MG,02471698
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Clavulin-500,F GSK,Co. 250 mg -125 mg,Co,,250,MG,01916858
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Jamp Amoxi,Clav Jamp,Co. 250 mg -125 mg,Co,,250,MG,02508257
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Pro-Amoxi,Clav Pro Doc,Co. 250 mg -125 mg,Co,,250,MG,02536498
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Sandoz Amoxi-Clav,Sandoz,Co. 250 mg -125 mg,Co,,250,MG,02482576
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,AG-Amoxi,Clav Angita,Co. 250 mg -125 mg,Co,,250,MG,02510642
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Amoxicillin/Clav,Sanis,Co. 250 mg -125 mg,Co,,250,MG,02536048
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Apo-Amoxi,Clav Apotex,Co. 250 mg -125 mg,Co,,250,MG,02245623
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Auro-Amoxiclav,AuroPharma,Co. 250 mg -125 mg,Co,,250,MG,02471701
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Clavulin-875,GSK,Co. 250 mg -125 mg,Co,,250,MG,02238829
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Jamp Amoxi,Clav Jamp,Co. 250 mg -125 mg,Co,,250,MG,02508265
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Pro-Amoxi,Clav Pro Doc,Co. 250 mg -125 mg,Co,,250,MG,02536501
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Sandoz Amoxi-Clav,Sandoz,Co. 250 mg -125 mg,Co,,250,MG,02482584
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Clavulin-125,F GSK,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,,125,MG,01916882
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Clavulin-200,GSK,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,,125,MG,02238831
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,7.05,0.1007,NORTH AMERICA,JAMP Amoxi,Clav Jamp,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,70,125,MG,02539411
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Clavulin-250,F GSK,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,,125,MG,01916874
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,JAMP Amoxi,Clav Jamp,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,,125,MG,02539438
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,M-Amoxi,Clav Mantra Ph.,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,,125,MG,02542226
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,,,NORTH AMERICA,Clavulin-400,GSK,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,,125,MG,02238830
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,11.14,0.1591,NORTH AMERICA,JAMP Amoxi,Clav Jamp,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,70,125,MG,02539446
AMOXICILLINE/ CLAVULANATE DE POTASSIUM,CAD,11.14,0.1591,NORTH AMERICA,M-Amoxi,Clav Mantra Ph.,"Susp. Orale 125 mg -31,25 mg/5 mL",Susp. Orale,70,125,MG,02530694
AMPICILLINE,CAD,,,NORTH AMERICA,Teva-Ampicillin,Teva Can,Caps. 250 mg,Caps,,250,MG,00020877
AMPICILLINE,CAD,,,NORTH AMERICA,Teva-Ampicillin,Teva Can,Caps. 250 mg,Caps,,250,MG,00020885
AMPICILLINE SODIQUE,CAD,3.6,,NORTH AMERICA,Ampicilline,pour injection Fresenius,Pd. Inj. 1 g,Pd. Inj,1,1,G,02227002
AMPICILLINE SODIQUE,CAD,3.6,,NORTH AMERICA,Ampicilline,Sodique Novopharm,Pd. Inj. 1 g,Pd. Inj,1,1,G,01933345
AMPICILLINE SODIQUE,CAD,36.0,3.6,NORTH AMERICA,Ampicilline,sodique pour AuroPharma,Pd. Inj. 1 g,Pd. Inj,10,1,G,02462338
AMPICILLINE SODIQUE,CAD,7.2,,NORTH AMERICA,Ampicillin,pour Injection Fresenius,Pd. Inj. 1 g,Pd. Inj,1,1,G,02226995
AMPICILLINE SODIQUE,CAD,7.2,,NORTH AMERICA,Ampicilline,Sodique Teva,Pd. Inj. 1 g,Pd. Inj,1,1,G,01933353
AMPICILLINE SODIQUE,CAD,72.0,7.2,NORTH AMERICA,Ampicilline,sodique pour AuroPharma,Pd. Inj. 1 g,Pd. Inj,10,1,G,02462346
AMPICILLINE SODIQUE,CAD,202508.0,7.2,NORTH AMERICA,Ampicilline,sodique pour AuroPharma,Pd. Inj. 1 g,Pd. Inj,18,1,G,02462346
AMPICILLINE SODIQUE,CAD,2.05,,NORTH AMERICA,Ampicilline,pour injection Fresenius,Pd. Inj. 250 mg,Pd. Inj,1,250,MG,02227029
AMPICILLINE SODIQUE,CAD,2.05,,NORTH AMERICA,Ampicilline,Sodique Novopharm,Pd. Inj. 250 mg,Pd. Inj,1,250,MG,00872644
AMPICILLINE SODIQUE,CAD,20.5,2.05,NORTH AMERICA,Ampicilline,sodique pour AuroPharma,Pd. Inj. 250 mg,Pd. Inj,10,250,MG,02462303
AMPICILLINE SODIQUE,CAD,2.15,,NORTH AMERICA,Ampicilline,pour injection Fresenius,Pd. Inj. 250 mg,Pd. Inj,1,250,MG,02227010
AMPICILLINE SODIQUE,CAD,2.15,,NORTH AMERICA,Ampicilline,Sodique Novopharm,Pd. Inj. 250 mg,Pd. Inj,1,250,MG,00872652
AMPICILLINE SODIQUE,CAD,21.5,2.15,NORTH AMERICA,Ampicilline,sodique pour AuroPharma,Pd. Inj. 250 mg,Pd. Inj,10,250,MG,02462311
CLOXACILLINE SODIQUE,CAD,,,NORTH AMERICA,JAMP Cloxacillin,Jamp,Caps. 250 mg,Caps,,250,MG,02510731
CLOXACILLINE SODIQUE,CAD,,,NORTH AMERICA,Teva-Cloxacillin,Teva Can,Caps. 250 mg,Caps,,250,MG,00337765
CLOXACILLINE SODIQUE,CAD,,,NORTH AMERICA,JAMP Cloxacillin,Jamp,Caps. 250 mg,Caps,,250,MG,02510758
CLOXACILLINE SODIQUE,CAD,,,NORTH AMERICA,Teva-Cloxacillin,Teva Can,Caps. 250 mg,Caps,,250,MG,00337773
CLOXACILLINE SODIQUE,CAD,318.8,31.88,NORTH AMERICA,Cloxacillin,Sterimax,Caps. 250 mg,Caps,10,250,MG,02367424
CLOXACILLINE SODIQUE,CAD,36.55,,NORTH AMERICA,Cloxacilline,pour injection Sterimax,Caps. 250 mg,Caps,1,250,MG,02400081
CLOXACILLINE SODIQUE,CAD,68.77,6.877,NORTH AMERICA,Cloxacillin,Sterimax,Caps. 250 mg,Caps,10,250,MG,02367408
CLOXACILLINE SODIQUE,CAD,,,NORTH AMERICA,Teva-Cloxacillin,Solution Teva Can,Caps. 250 mg,Caps,,250,MG,00337757
PÉNICILLINE G (BENZATHINE),CAD,406.96,40.696,NORTH AMERICA,Bicillin L-A,Pfizer,Susp. Inj. I.M. 1 200 000 UI / 2 mL,Susp. Inj. I.M,10,0,U,02291924
PÉNICILLINE G SODIQUE,CAD,2.4,,NORTH AMERICA,Pénicilline,G Novopharm,Pd. Inj. 1 000 000 U,Pd. Inj,1,0,U,01930672
PÉNICILLINE G SODIQUE,CAD,8.9,,NORTH AMERICA,Pénicilline,G Novopharm,Pd. Inj. 10 000 000 U,Pd. Inj,1,0,U,01930680
PHÉNOXYMÉTHYLPÉNICILLINE (BASE OU SEL POTASSIQUE),CAD,,,NORTH AMERICA,Pen-VK,AA Pharma,Co. 250 mg à 300 mg,Co,,250,MG,00642215
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,41.7,4.17,NORTH AMERICA,Pipéracilline,et Tazobactam Sterimax,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02362619
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,4.17,,NORTH AMERICA,Pipéracilline,et Tazobactam Apotex,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,1,2,G,02308444
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,41.7,4.17,NORTH AMERICA,Pipéracilline,et Tazobactam AuroPharma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02402068
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,4.17,,NORTH AMERICA,Pipéracilline,sodique/ Sandoz,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,1,2,G,02299623
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,41.7,4.17,NORTH AMERICA,Piperacilline/Tazobactam,Teva Can,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02370158
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,41.7,4.17,NORTH AMERICA,Pipéracilline-Tazobactam,Hikma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02401312
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,0.375,4.17,NORTH AMERICA,Pipéracilline-Tazobactam,Hikma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,3,2,G,02401312
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,62.59,6.259,NORTH AMERICA,Pipéracilline,et Tazobactam Sterimax,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02362627
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,6.26,,NORTH AMERICA,Pipéracilline,et Tazobactam Apotex,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,1,2,G,02308452
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,62.59,6.259,NORTH AMERICA,Pipéracilline,et Tazobactam AuroPharma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02402076
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,6.26,,NORTH AMERICA,Piperacilline,sodique/ Sandoz,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,1,2,G,02299631
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,62.59,6.259,NORTH AMERICA,Piperacilline/Tazobactam,Teva Can,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02370166
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,62.59,6.259,NORTH AMERICA,Pipéracilline-Tazobactam,Hikma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02401320
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,0.5,6.259,NORTH AMERICA,Pipéracilline-Tazobactam,Hikma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,4,2,G,02401320
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,83.46,8.3458,NORTH AMERICA,Jamp-PIP/TAZ,Jamp,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02420430
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,83.46,8.3458,NORTH AMERICA,Pipéracilline,et Tazobactam Sterimax,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02362635
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,8.35,,NORTH AMERICA,Pipéracilline,et Tazobactam Apotex,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,1,2,G,02308460
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,83.46,8.3458,NORTH AMERICA,Pipéracilline,et Tazobactam AuroPharma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02402084
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,8.35,,NORTH AMERICA,Piperacilline,sodique/ Sandoz,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,1,2,G,02299658
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,83.46,8.3458,NORTH AMERICA,Piperacilline/Tazobactam,Teva Can,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02370174
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,83.46,8.3458,NORTH AMERICA,Pipéracilline-Tazobactam,Hikma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,10,2,G,02401339
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,202508.0,8.3458,NORTH AMERICA,Pipéracilline-Tazobactam,Hikma,"Pd. Perf. I.V. 2 g -0,25 g",Pd. Perf. I.V,20,2,G,02401339
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,36.33,,NORTH AMERICA,Pipéracilline,et Tazobactam Sterimax,"Pd. Perf. I.V. 12 g - 1,5 g",Pd. Perf. I.V,1,12,G,02377748
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,36.33,,NORTH AMERICA,Pipéracilline,sodique/ Sandoz,"Pd. Perf. I.V. 12 g - 1,5 g",Pd. Perf. I.V,1,12,G,02330547
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,4.5,,NORTH AMERICA,Pipéracilline,sodique/ Sandoz,"Pd. Perf. I.V. 12 g - 1,5 g",Pd. Perf. I.V,36,12,G,02330547
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,108.99,,NORTH AMERICA,Pipéracilline,et Tazobactam Sandoz,"Pd. Perf. I.V. 12 g - 1,5 g",Pd. Perf. I.V,1,12,G,02521539
PIPÉRACILLINE SODIQUE/ TAZOBACTAM SODIQUE,CAD,108.99,,NORTH AMERICA,Pipéracilline,et Tazobactam Sterimax,"Pd. Perf. I.V. 12 g - 1,5 g",Pd. Perf. I.V,1,12,G,02439131
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,ACT Ciprofloxacin,Teva Can,Co. 250 mg,Co,,250,MG,02247339
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Auro-Ciprofloxacin,AuroPharma,Co. 250 mg,Co,,250,MG,02381907
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Ciprofloxacin,Sanis,Co. 250 mg,Co,,250,MG,02353318
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Ciprofloxacin,Sivem,Co. 250 mg,Co,,250,MG,02386119
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Jamp-Ciprofloxacin,Jamp,Co. 250 mg,Co,,250,MG,02380358
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Mar-Ciprofloxacin,Marcan,Co. 250 mg,Co,,250,MG,02379686
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Mint-Ciprofloxacine,Mint,Co. 250 mg,Co,,250,MG,02317427
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,pms-Ciprofloxacin,Phmscience,Co. 250 mg,Co,,250,MG,02248437
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Pro-Ciprofloxacin,Pro Doc,Co. 250 mg,Co,,250,MG,02317796
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Sandoz Ciprofloxacin,Sandoz,Co. 250 mg,Co,,250,MG,02248756
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Taro-Ciproflox,Sun Pharma,Co. 250 mg,Co,,250,MG,02303728
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,ACT Ciprofloxacin,Teva Can,Co. 500 mg,Co,,500,MG,02247340
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,AG-Ciprofloxacin,Angita,Co. 500 mg,Co,,500,MG,02476592
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Auro-Ciprofloxacin,AuroPharma,Co. 500 mg,Co,,500,MG,02381923
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Bio-Ciprofloxacin,Biomed,Co. 500 mg,Co,,500,MG,02444887
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Ciprofloxacin,Sanis,Co. 500 mg,Co,,500,MG,02353326
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Ciprofloxacin,Sivem,Co. 500 mg,Co,,500,MG,02386127
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,DAC Ciprofloxacin,Dac Pharma,Co. 500 mg,Co,,500,MG,02547147
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Jamp-Ciprofloxacin,Jamp,Co. 500 mg,Co,,500,MG,02380366
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Mar-Ciprofloxacin,Marcan,Co. 500 mg,Co,,500,MG,02379694
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Mint-Ciproflox,Mint,Co. 500 mg,Co,,500,MG,02423561
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Mint-Ciprofloxacine,Mint,Co. 500 mg,Co,,500,MG,02317435
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,NRA-Ciprofloxacin,Nora,Co. 500 mg,Co,,500,MG,02492008
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,pms-Ciprofloxacin,Phmscience,Co. 500 mg,Co,,500,MG,02248438
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Pro-Ciprofloxacin,Pro Doc,Co. 500 mg,Co,,500,MG,02317818
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Riva-Ciprofloxacin,Riva,Co. 500 mg,Co,,500,MG,02251248
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Sandoz Ciprofloxacin,Sandoz,Co. 500 mg,Co,,500,MG,02248757
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,,,NORTH AMERICA,Taro-Ciproflox,Sun Pharma,Co. 500 mg,Co,,500,MG,02303736
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,46.01,0.9201,NORTH AMERICA,ACT Ciprofloxacin,Teva Can,Co. 500 mg,Co,50,500,MG,02247341
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,46.01,0.9201,NORTH AMERICA,Jamp-Ciprofloxacin,Jamp,Co. 500 mg,Co,50,500,MG,02380374
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,46.01,0.9201,NORTH AMERICA,Mar-Ciprofloxacin,Marcan,Co. 500 mg,Co,50,500,MG,02379708
CIPROFLOXACINE (CHLORHYDRATE DE),CAD,46.01,0.9201,NORTH AMERICA,Mint-Ciproflox,Mint,Co. 500 mg,Co,50,500,MG,02423588
