Registration No,Product Name,Holder
MAL12020016AZ,METTA SR Tablet 750 mg,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL09011420AZ,Brot 850mg Tablets,KOMEDIC SDN BHD
MAL07101253AZ,Axcel Cimetidine 200 Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL08061682X,Donna Glucosamine 1500mg Sachet,Duopharma Marketing Sdn. Bhd.
MAL21016013AZ,OLTAD 20MG FILM COATED TABLETS,KOMEDIC SDN BHD
MAL19986961ACZ,ACIC 800 TABLET,IMEKS PHARMA SDN. BHD.
MAL19991202XZ,APPETON ESSENTIALS ACTIV-C 500 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL19989027AZ,UROXATE TABLET 100MG,IMEKS PHARMA SDN. BHD.
MAL15045073XC,Kordel's Glucosamine + Chondroitin + MSM Effervescent Tablets,CAMBERT(M) SDN. BHD.
MAL19911462X,Appeton Multi-Vitamin Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL20034830X,MUCIL 100,IMEKS PHARMA SDN. BHD.
MAL19985560AZ,VOREN SUPPOSITORIES 50MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19016091ACRZ,Erysaa Prefilled Syringe 2000IU/0.5mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20034631ACZ,BACTIFLOX-500 LACTAB,MEPHARM (MALAYSIA) SDN. BHD.
MAL18056177AZ,TELDAY TABLETS 40 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL20032432AZ,CAVUMOX (625MG TABLETS),SPG PHARMA (MALAYSIA) SDN BHD
MAL19913262AZ,BETAWIN TABLET 100MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL16125027AZ,Zodenox Film Coated Tablets 10mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL05072029AZ,SOMIDEM TABLET 10 MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL06061327AZ,Covasc Tablet 5mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19056009AZ,Atenol Film Coated Tablet 50mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL06051328AZ,ANPRODEX TABLETS 2 MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19912644XZ,N/A,N/A
MAL19861544AZ,AKILEN 40MG FILM-COATED TABLETS,KOMEDIC SDN BHD
MAL10100031AZ,Priacin 40mg Film Coated Tablets,KOMEDIC SDN BHD
MAL19973699AZ,PULIN FILM COATED TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19860359AZ,BEATAFED TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19973311AZ,MEDOSTATIN TABLET 20MG,KOMEDIC SDN BHD
MAL19950146AZ,RIVOPAM TABLET 2MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10021802AZ,PANTOR 40MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19911420XZ,AXCEL BROMHEXINE TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19950156AZ,RAVIMED TABLET 5MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19950126XC,GLYCERIN OF THYMOL,TERAPUTICS SDN BHD
MAL20031914AZ,ASOLAN TABLET 0.5MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL15045057AZ,Azithromycin film-coated tablets 500mg Lesvi Lab,ZIWELL MEDICAL SDN. BHD.
MAL19900636AZ,MEDOCRIPTINE 2.5MG TABLET,KOMEDIC SDN BHD
MAL19991131AZ,VESYCA FILM COATED TABLET 150MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL21016018XCZ,BioWell TERRAFAST 500mg TABLET,Vismedic Sdn. Bhd.
MAL19991894AZ,FUSIX TABLET 40MG,SM PHARMACEUTICALS SDN. BHD.
MAL06061524XC,[TIMEOUT ERROR],
MAL19912631XZ,UPHALYTE SALTS,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20001914XZ,Scabitone Emulsion,SM PHARMACEUTICALS SDN. BHD.
MAL09042417AZ,Axcel Valacyclovir-500 Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL19890222ACZ,FULVICIDE TABLET 500MG,ZONTRON PHARMACEUTICALS SDN. BHD.
MAL19962551AZ,COMAZOLE N TABLET,SM PHARMACEUTICALS SDN. BHD.
MAL07031274X,Homecare Davmorid Film Coated Tablet,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL13085047AZ,Ciflox Film Coated Tablet 500mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL21066033XZ,RinsCap ALco+ (Isopropyl Alcohol 75% v/v and Chlorhexidine Gluconate 0.5% w/v Hand Disinfectant),AIN MEDICARE SDN. BHD.
MAL20013823XRZ,21st Century Acid Free C 500mg Tablet,21ST CENTURY PRODUCTS SDN. BHD.
MAL10120020ACZ,N/A,N/A
MAL06071077AZ,Sonap Forte Caplet 550mg,IMEKS PHARMA SDN. BHD.
MAL20031943AZ,Tuberculin PPD RT 23 AJV,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL07081476AZ,Serenata Tablets 50mg,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19871687AZ,PROCHLOR TABLET 5,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19890080AZ,BRITALINE TABLET 2.5MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL07061564X,Appeton Essentials MV21G + Selenium,KOTRA PHARMA (M) SDN. BHD.
MAL09011476X,Appeton Essentials Glucosamine-500mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL19988492AZ,VOREN PLUS GEL,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19921520AZ,SPASIL TABLET,IMEKS PHARMA SDN. BHD.
MAL18086163AZ,Irstran Film Coated Tablet 150mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19910006AZ,LICONATE TABLET 300MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19900029AZ,AXCEL SALBUTAMOL-2 TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL20031769X,APPETON ESSENTIALS NATAL CARE,KOTRA PHARMA (M) SDN. BHD.
MAL12015002AZ,GPO-L-One Tablet 500mg,IMEKS PHARMA SDN. BHD.
MAL19910599XC,HURIX'S ANTACID TABLET,JIN BIN CORPORATION SDN. BHD.
MAL08010771ACZ,VELOXIN TABLET 25/50mg,PHARM-D SDN. BHD.
MAL19872182AZ,METRONOL (METRONIDAZOLE 0.5% INJ),AIN MEDICARE SDN. BHD.
MAL05072030AZ,Sonap 275mg Caplet,IMEKS PHARMA SDN. BHD.
MAL10033149AZ,Strokan FC Tablet 250mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19987983AZ,ASUMALIFE TABLET 1MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL22116038NCZ,MSA Pyridoxine HCl 10mg Tablet,M.S. ALLY PHARMA SDN BHD
MAL19940372AZ,SHINTAMET FILM COATED TABLET 400MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19912398XR,N/A,N/A
MAL20026046ARZ,Rexulti 3mg film-coated tablets,Lundbeck Malaysia Sdn. Bhd.
MAL19860806AZ,Ethol Tablet 400mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20021367AZ,FROTIN FILM COATED TABLET 200MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL08042250X,Appeton Essentials Msteen,KOTRA PHARMA (M) SDN. BHD.
MAL06081206AZ,LAMITOR 100MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL21096007AZ,Coxeta FC tablets 90mg,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20026065AZ,Norphenadol Tablet,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013121AZ,LIBLAN FILM-COATED TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19930603AZ,PONTALON FILM-COATED TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19900182AZ,[TIMEOUT ERROR],
MAL20020899ARZ,N/A,N/A
MAL04080003XZ,Appeton A to Z Kid's Vitamin C 30mg Tablet (Blackcurrant),KOTRA PHARMA (M) SDN. BHD.
MAL19992398AZ,YSP Allopurinol Tablet 300mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19962087AZ,INFUSOL NS,AIN MEDICARE SDN. BHD.
MAL19890246AZ,BETAMOX GRANULE 125MG/5ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19900491AZ,ALMIRAL 100MG SUPPOSITORIES,KOMEDIC SDN BHD
MAL20021165AZ,ATEHEXAL 100,IMEKS PHARMA SDN. BHD.
MAL21016008ACZ,TELSTRAN® Tablet 40mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985513AZ,VERAHEXAL 120 SR TABLET,IMEKS PHARMA SDN. BHD.
MAL19971334XZ,U-MOLIN TABLETS 500MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL05101675AZ,Hyomide Tablet 10mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL06011717AZ,Alpranax Tablet 0.5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985188AZ,HADOL-5 TABLETS,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20014331AZ,TIODIN TABLET 250MG,IMEKS PHARMA SDN. BHD.
MAL13125018AZ,TOLANZ ODT TABLETS 5 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19871646AZ,BEAMOTIL TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL13125019AZ,TOLANZ ODT TABLETS 10 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
