Registration No,Product Name,Holder
MAL16085047ASZ,"Albunorm 25%, 250 g/l, Solution for Infusion",Pharmaniaga Marketing Sdn Bhd
MAL16085048ASZ,"Albunorm 5%, 50 g/l, Solution for Infusion",Pharmaniaga Marketing Sdn Bhd
MAL16085049AZ,"Albunorm 25%, 250 g/l, Solution for Infusion",Pharmaniaga Marketing Sdn Bhd
MAL16085050ASZ,"Albunorm 20%, 200 g/l, Solution for Infusion",Pharmaniaga Marketing Sdn Bhd
MAL16090005T,SPRAY 8 Wound Care Mist,FURLEY BIOEXTRACTS SDN. BHD.
MAL16095016NC,VITASKEENZ GLUTAPLUS CHEWABLE TABLET,MRZ HERBAL HEALTHY CARE
MAL16100020TC,"FEREENA M""MOM CHEWABLE TABLET",FEREENA BEAUTY CARE
MAL16100029TC,BioCare Spirulina Plus Chlorella Chewable Tablet 200mg,Biolina Corporation Sdn. Bhd.
MAL16100043T,NA3MS NOUR EYE CHEWABLE TABLET,DS Pharma Herbs Sdn. Bhd.
MAL16105018X,Optishine Vitreo Eye Drops,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL16105031AZ,OPTICLATE EYE DROPS 2.0% W/V,Gopharma Sdn. Bhd.
MAL16105033AZ,AXCEL PHENTERMINE-30MG TABLETS,KOTRA PHARMA (M) SDN. BHD.
MAL16105034AZ,BEZONE OINTMENT 0.1% W/W,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL16105048ARZ,Signifor LAR 20mg powder and solvent for suspension for injection,FTA PHARMA SDN. BHD.
MAL16105049ARZ,Signifor LAR 40mg powder and solvent for suspension for injection,FTA PHARMA SDN. BHD.
MAL16105050ARZ,Signifor LAR 60mg powder and solvent for suspension for injection,FTA PHARMA SDN. BHD.
MAL16110003TC,Forever Bee Pollen Plus Chewable Tablet,FOREVER LIVING PRODUCTS (M) SDN. BHD.
MAL16110019TC,Forever Bee Propolis Plus Chewable Tablet,FOREVER LIVING PRODUCTS (M) SDN. BHD.
MAL16110072TC,Hurix's Itchy Cream,JIN BIN CORPORATION SDN. BHD.
MAL16115014AZ,BIOMOL 100 mcg/dose HFA METERED DOSE INHALER,BIOCARE MANUFACTURING SDN. BHD.
MAL16115037AZ,BLOKTIENE CHEWABLE TABLET 4mg,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL16115038AZ,BLOKTIENE CHEWABLE TABLET 5MG,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL16115039AZ,Prelica Capsule 75mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL16115040AZ,Prelica Capsule 150mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL16120024T,Makjun Wahisham Delima Klasik Paste,WAHISHAM DELIMA SDN. BHD.
MAL16125011N,Consulf Capsule,AV MANUFACTURING SDN.BHD
MAL16125025ASZ,"Octagam 10%, Solution for Infusion",Pharmaniaga Marketing Sdn Bhd
MAL16125026AZ,"Octagam 10%, Solution for Infusion",Pharmaniaga Marketing Sdn Bhd
MAL16125027AZ,Zodenox Film Coated Tablets 10mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL16125030AZ,Edyfil Film Coated Tablet 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL16125031AZ,Edyfil Film Coated Tablet 50mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL16125034AZ,Visolone Tablet 1mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL16125043AZ,DEFUZIN OINTMENT 2% W/W,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL16125046NC,MILLENIA CHAMP CHAMP L-GLUTATHIONE PLUS CHEWABLE TABLET,MRZ HERBAL HEALTHY CARE
MAL17015014XCZ,Combitem Cream 1% w/w,Gab Sdn Bhd
MAL17015018AZ,PRAXBIND Solution for Injection/Infusion 50 mg/ml,BOEHRINGER INGELHEIM (MALAYSIA) SDN. BHD.
MAL17015019AZ,OPTIHIST EYE DROPS 0.05% w/v,Gopharma Sdn. Bhd.
MAL17015022AZ,Monulair Chewable Tablet 5mg,CAMBER LABORATORIES SDN. BHD.
MAL17015024ACRZ,Dexaltin Oral Paste,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL17015025ACZ,"PROSDROP 0.05mg/ml EYE DROPS, SOLUTION",LOTUS HEALTHCARE MALAYSIA SDN. BHD.
MAL17015027AZ,Xylocon 0.025% Nasal Drops,MEDISPEC (M) SDN. BHD.
MAL17015028AZ,Xylocon 0.05% Nasal Drops,MEDISPEC (M) SDN. BHD.
MAL17020013T,GreenHerbs Qian Li Zhui Feng Ji Spray,BIOFACT LIFE SDN. BHD.
MAL17025006TC,anora Curvie Chewable Tablet 650MG,MRZ HERBAL HEALTHY CARE
MAL17025018ACRZ,Monofer 100 mg/ml solution for injection/infusion in vials,A. MENARINI SINGAPORE PTE. LTD.
MAL17025028XC,AMMELTZ YOKO YOKO Massage Cream,KOBAYASHI Healthcare (Malaysia) Sdn. Bhd.
MAL17025031ACZ,Entyvio 300mg Powder for Concentrate for Solution for Infusion,Takeda Malaysia Sdn Bhd
MAL17030006T,wincof lozenge,WINWA MEDICAL SDN. BHD.
MAL17035018XCZ,Guardian Anti-Fungal Cream 1% w/w,GUARDIAN HEALTH AND BEAUTY SDN. BHD.
MAL17035024ACZ,ENDOMETRIN 100mg Vaginal Tablet,Ferring Sdn. Bhd.
MAL17035027AZ,Sylvant 400mg Powder for Concentrate for Solution for Infusion,LINK HEALTHCARE SDN. BHD.
MAL17035028AZ,Sylvant 100mg Powder for Concentrate for Solution for Infusion,LINK HEALTHCARE SDN. BHD.
MAL17035029AZ,TRAVO EYE DROPS 0.004% W/V,Gopharma Sdn. Bhd.
MAL17035032ARSZ,"SmofKabiven Electrolyte Free, Emulsion for Infusion",FRESENIUS KABI MALAYSIA SDN. BHD
MAL17035033AZ,MONAST 4 (Montelukast Paediatric Chewable Tablets 4 mg),UNIMED SDN. BHD.
MAL17035034AZ,MONAST 5 (Montelukast Paediatric Chewable Tablets 5 mg),UNIMED SDN. BHD.
MAL17035039AZ,CITABOL (Gemcitabine Powder for Solution for Infusion 200 mg/vial),UNIMED SDN. BHD.
MAL17035044AZ,CITABOL ( Gemcitabine Powder for Solution for Infusion 1000 mg/vial),UNIMED SDN. BHD.
MAL17035046AZ,Vaxcel Azithromycin 500mg I.V. for Infusion,KOTRA PHARMA (M) SDN. BHD.
MAL17035048ASZ,NovoMix 30 FlexPen 100U/ML Suspension for injection,NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD.
MAL17045010TC,NutriRise Garci Plus Chewable Tablet.,MRZ HERBAL HEALTHY CARE
MAL17050019T,NR MAWAR SEGAR PASTE,MISB RESOURCES SDN. BHD.
MAL17055001ARZ,"Opdivo 10mg/ml, Concentrate for solution for infusion",DKSH MALAYSIA SDN. BHD.
MAL17055002ACZ,HIDONAC SOLUTION FOR IV INFUSION (5G/25ML),EP PLUS GROUP SDN. BHD.
MAL17055015AZ,Merozan 500mg powder for solution for injection or infusion,PAHANG PHARMACY SDN. BHD.
MAL17065002AZ,Pharmaniaga Leucovorin Calcium 50mg/5ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL17065003XC,Zam-Buk Ointment,BAYER CO. (MALAYSIA) SDN. BHD.
MAL17065012ACRZ,Dexmedetomidine Kabi 0.1mg/mL Concentrate for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL17065013AZ,OLEDRON (ZOLEDRONIC ACID CONCENTRATE FOR SOLUTION FOR INFUSION 4MG/5ML),UNIMED SDN. BHD.
MAL17065014AZ,MONTAS 4 (Montelukast Paediatric Chewable Tablets 4 mg),ACCORD HEALTHCARE SDN.BHD.
MAL17065015AZ,MONTAS 5 (Montelukast Paediatric Chewable Tablets 5 mg),ACCORD HEALTHCARE SDN.BHD.
MAL17065016ACZ,Healol Salbutamol Inhaler (Salbutamol 100mcg/dose),HEALOL PHARMACEUTICALS SDN. BHD.
MAL17065019AZ,Pharmaniaga Amikacin 500mg/2ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL17065024AZ,Vaxcel Granisetron 1mg/ml Injection,KOTRA PHARMA (M) SDN. BHD.
MAL17075013AZ,MENELAT 30 MG TABLETS,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17075014AZ,ELASTA 60mg FILM-COATED TABLETS,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL17075017AZ,YSP Salbutamol Injection 0.5mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17075028ACZ,Combi-Prost Eye Drops,Aspen Medical Products Malaysia Sdn Bhd
MAL17075029ACZ,Xalaprost 0.005%w/v Eye Drops,Aspen Medical Products Malaysia Sdn Bhd
MAL17075033ARZ,Cyramza 100mg/10ml concentrate for solution for infusion,ZUELLIG PHARMA SDN. BHD.
MAL17075034ARZ,Cyramza 500mg/50ml concentrate for solution for infusion,ZUELLIG PHARMA SDN. BHD.
MAL17076013HA,T-Z 5% W/V ORAL SUSPENSION,Nam Pharma Sdn. Bhd.
MAL17076014XZ,NW SALICYLIC ACID 2%W/W CREAM,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL17085005AZ,VENLIFT ER 37.5 MG CAPSULE,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17085006AZ,VENLIFT ER 75MG CAPSULE,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17085007AZ,VENLIFT ER 150 MG CAPSULE,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17085008AZ,Pharmaniaga Phenytoin Sodium 250mg/5ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL17085014AZ,Mementor TABLETS 20 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17085015AZ,Propofol Emulsion for Injection or Infusion (1% w/v) with MCT-LCT (1% w/v)-SPIVA,BAXTER HEALTHCARE (MALAYSIA) SDN. BHD.
MAL17085027ACZ,Darzalex 20mg/mL Concentrate for Solution for Infusion,JOHNSON & JOHNSON SDN. BHD.
MAL17085044AZ,TORLEVA 250 MG TABLETS,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17085060AZ,Lipo-Dox Liposome Injection 2mg/ml Concentrate for Infusion,PHARM-D SDN. BHD.
MAL17085061AZ,TIMOLAIN (Timolol Maleate Ophthalmic Solution USP (Timolol 0.5%)),AIN MEDICARE SDN. BHD.
MAL17085063ACZ,Fludarabine Sandoz 50 mg/2ml concentrate for solution for injection or infusion,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
MAL17085069ARZ,"IZBA 30 micrograms/mL eye drops, solution",NOVARTIS CORPORATION (MALAYSIA) SDN. BHD.
MAL17086001XZ,NW SALICYLIC ACID 20%W/W CREAM,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL17086002NCZ,Fereena Vitamin C 500mg Chewable Tablet,FEREENA BEAUTY CARE
MAL17086012NC,imbeau L-Glutathione 30mg chewable tablet,MRZ HERBAL HEALTHY CARE
MAL17086034T,ACTIVE ZEROTIC CHEWABLE TABLET,ALPHA ACTIVE INDUSTRIES SDN BHD
MAL17086051X,NW SULPHUR 2%W/W AND SALICYLIC ACID 2%W/W CREAM,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL17096001NC,Vitamode� Cal-D-K Chew Chewable Tablet,Vitamode Sdn.bhd
MAL17096019TC,PowerLIFE Multi Greens Spirulina Chlorella Chewable Tablet,BIO-SCIENCE MARKETING SDN. BHD.
MAL17096028T,Mukara Secret Alami Cream,SARI TANI DESA
MAL17096030T,NABISAR Phytocool 50g cream,CAMBRIDGE BIOTEK SDN BHD
MAL17097001TC,H-Focus Chewable Tablet,DS Pharma Herbs Sdn. Bhd.
MAL17097019N,APPETON MV LYSINE SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL17106056XC,Antiphlamine S Lotion,Eucogen Pharma Sdn. Bhd.
MAL17106058HA,Ceptifur AP 5% (w/v) Suspension for Injection,Sunzen Corporation Sdn Bhd
MAL17106075TC,P'TAR LUBAN PLUS CHEWABLE TABLET,KHAZ BARAKAH ENTERPRISE
MAL17107008ASZ,Insulatard 100 IU/ml Suspension for Injection in Vial,NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD.
MAL17107009ASZ,Mixtard 30 100 IU/ml Suspension for Injection in Vial,NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD.
MAL17107014AZ,ALFUTOR ER TABLETS 10 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17107016AZ,PREGEB CAPSULES 75 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17107021AZ,TIGAR 50 (Tigecycline Powder for Solution for Infusion 50mg/Vial),UNIMED SDN. BHD.
MAL17107023ARZ,Piperacillin/Tazobactam Kabi 2g/0.25g Powder for Solution for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL17107024ARZ,Piperacillin/Tazobactam Kabi 4g/0.5g Powder for Solution for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL17107026AZ,Shinallerg Eye Drop,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107028AZ,Ciflox Eye Drop 0.3% w/v,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107029AZ,Rivamensa Patch 10,MEDISPEC (M) SDN. BHD.
MAL17107030AZ,Rivamensa Patch 5,MEDISPEC (M) SDN. BHD.
MAL17107032AZ,SIMVACOR Film Coated Tablet 40mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107035AZ,Fusate-H Cream,Noripharma Sdn. Bhd.
MAL17107036ACREZ,hovid Ciprofloxacin Eye Drops 0.3% w/v,HOVID BERHAD
MAL17107038ACREZ,hovid Ofloxacin Eye Drops 0.3% w/v,HOVID BERHAD
MAL17107046AEZ,Tinacort Cream,HOVID BERHAD
MAL17107047X,Tiger Balm Lotion,TIGER BALM (M) SDN. BHD.
MAL17107052NZ,NUTRILEX VITAMIN C CHEWABLE TABLET 100mg,Zhulian Nutraceutical Sdn. Bhd.
MAL17107075ACRZ,MINIRIN Oral Lyophilisate for sublingual 60mcg,Ferring Sdn. Bhd.
MAL17107076ACRZ,MINIRIN Oral Lyophilisate for sublingual 120mcg,Ferring Sdn. Bhd.
MAL17107080AZ,Axcel Etoricoxib-90mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL17107083AZ,Accord Pemetrexed 100mg powder for concentrate for solution for infusion,ACCORD HEALTHCARE SDN.BHD.
MAL17107084AZ,Accord Pemetrexed 500mg powder for concentrate for solution for infusion,ACCORD HEALTHCARE SDN.BHD.
MAL17107089AZ,GRANIL 3mg/3mL Solution for Injection/Infusion,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107093AZ,Promethiol Syrup,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107094ACZ,Oxynorm 10mg/ml Solution for Injection or Infusion,DKSH MALAYSIA SDN. BHD.
MAL17111004HA,PVP-Toltrazuril 5% w/v Suspension,Pelangi Vet Pharma Sdn. Bhd.
MAL17111005HX,PVP- Fenbendazole 10% w/v Suspension,Pelangi Vet Pharma Sdn. Bhd.
MAL17111006HX,PVP- TRICLABENDAZOLE 12% w/v SUSPENSION,Pelangi Vet Pharma Sdn. Bhd.
MAL17111016HA,PVP-IVERMECTIN 1% W/V SUSPENSION,Pelangi Vet Pharma Sdn. Bhd.
MAL17116049NC,imbeau vitamin c plus chewable tablet,MRZ HERBAL HEALTHY CARE
MAL17116057NC,Chewies Kid's Multivitamin Plus Taurine Chewable Tablets,AJ RESEARCH & PHARMA SDN. BHD.
MAL17116058NC,Chewies Kid's Multivitamin Plus Lysine Chewable Tablets,AJ RESEARCH & PHARMA SDN. BHD.
MAL17116059NC,Chewies Kid's Multivitamin Chewable Tablets,AJ RESEARCH & PHARMA SDN. BHD.
MAL17116062TC,YUMNA HEALTH LIVIRA CHEWABLE TABLET 1000MG,LIVIRA ENTERPRISE
MAL17116078XR,QV Flare Up Cream 10%w/w,EGO PHARM MALAYSIA SDN. BHD.
MAL17116081HA,AMOXI 15% W/V SUSPENSION FOR INJECTION,Vemedim Sdn Bhd
MAL17116084HA,OMS TRIZINE ORAL SUSPENSION,Osmosis Nutrition Sdn Bhd
MAL17117002T,ZECUF� HERBAL COUGH LOZENGES - LEMON,Synergy Meditech (M) Sdn Bhd
MAL17117033ACRE,hovid Gentamicin Eye Drops 0.3% w/v,HOVID BERHAD
MAL17117036ACRE,hovid-Clefan Nasal Spray 0.05% w/v,HOVID BERHAD
MAL17117037AZ,HEMACOM LF (Continuous Renal Replacement Therapy Solution without Lactate),AIN MEDICARE SDN. BHD.
MAL17117043XZ,UniRINS CG (Chlorhexidine Gluconate 0.05% w/v Irrigation Solution),AIN MEDICARE SDN. BHD.
MAL17126036NZ,NUTRiLEX VITAMIN C 250MG CHEWABLE TABLET (ORANGE FLAVOUR),Zhulian Nutraceutical Sdn. Bhd.
MAL17126041NC,Satin Glutathione Plus chewable tablet,SATIN SKINZ SDN BHD
MAL17126061T,Nabisar Phytoheat cream 50g,CAMBRIDGE BIOTEK SDN BHD
MAL17127006T,Zecuf Herbal Cough Lozenge - Herbal,Synergy Meditech (M) Sdn Bhd
MAL17127007T,ZECUF HERBAL COUGH LOZENGES - ORANGE,Synergy Meditech (M) Sdn Bhd
MAL18016008T,Nabisar SOREA Cream,CAMBRIDGE BIOTEK SDN BHD
MAL18016021AZ,Megex-I Suspension 800mg/20ml,IMEKS PHARMA SDN. BHD.
MAL18016022AZ,Latanostill 50mcg/ml Eye Drops Solution,IMAGE PHARMA SDN BHD
MAL18016023ASZ,Strepsils Max Pro Honey & Lemon 8.75mg Lozenge,RB (HEALTH) MALAYSIA SDN BHD
MAL18016024ACZ,Rocuronium-hameln 10mg/ml Injection,IMEKS PHARMA SDN. BHD.
MAL18016026AZ,Propofol-Lipuro 2% (20 mg/ml) Emulsion for Injection or Infusion,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL18016027AZ,Dezal Oral Solution 0.5mg/ml,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL18016032AZ,Apo-Mometasone Furoate Aqueous Nasal Spray 50mcg/metered spray,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL18016038AZ,CLOBESOL OINTMENT 0.05%w/w,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL18016050AZ,Montemac 5 (Montelukast Chewable Tablets 5mg),BioCare Pharmaceutical (M) Sdn. Bhd.
MAL18016051AZ,Avoxred (Azacitidine) powder for suspension for injection 100 mg/vial,Dr. Reddy`s Laboratories Malaysia Sdn. Bhd.
MAL18016052AZ,TORQUITE TABLETS 25 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL18016053AZ,Montemac 4 (Montelukast Chewable Tablets 4mg),BioCare Pharmaceutical (M) Sdn. Bhd.
MAL18016058AZ,DOXOL Docetaxel 80mg/2.0ml Concentrate for Solution for Infusion,UNIMED SDN. BHD.
MAL18016059AZ,DOXOL Docetaxel 20mg/0.5ml Concentrate for Solution for Infusion,UNIMED SDN. BHD.
MAL18016060ACZ,Avacort HFA 200mcg Metered Dose Inhaler,Nano Medic Care Sdn. Bhd.
MAL18016081XZ,Paracap Paracetamol 120mg/5ml Oral Suspension,Health Pharm Marketing Sdn Bhd
MAL18016082X,Axcel Glucosatin Dry Powder for Oral Solution,KOTRA PHARMA (M) SDN. BHD.
MAL18016087T,ZECUF HERBAL COUGH LOZENGES (STRAWBERRY FLAVOUR),Synergy Meditech (M) Sdn Bhd
MAL18016089HAR,Comfortis Plus (Spinosad + Milbemycin oxime) Chewable Tablets for Dogs 9.1-18kg,ELANCO MALAYSIA SDN BHD
MAL18016094HAR,Comfortis Plus (Spinosad + Milbemycin oxime) Chewable Tablets for Dogs 18.1-27kg,ELANCO MALAYSIA SDN BHD
MAL18016095T,ZECUF HERBAL COUGH LOZENGES (RASPBERRY),Synergy Meditech (M) Sdn Bhd
MAL18016098T,Nabisar HAIR TONIC Cream 50g,CAMBRIDGE BIOTEK SDN BHD
MAL18016099X,Gascovid Double Action Chewable Tablets,HOVID BERHAD
MAL18016104HAR,Comfortis Plus (Spinosad + Milbemycin oxime) Chewable Tablets for Dogs 2.3-4.5kg,ELANCO MALAYSIA SDN BHD
MAL18016113HAR,Comfortis Plus (Spinosad + Milbemycin oxime) Chewable Tablets for Dogs 4.6-9kg,ELANCO MALAYSIA SDN BHD
MAL18016115HAR,Comfortis Plus (Spinosad + Milbemycin oxime) Chewable Tablets for Dogs 27.1-54kg,ELANCO MALAYSIA SDN BHD
MAL18016138T,apotec TigerChew Chewable Tablet,Bioalpha International Sdn. Bhd.
MAL18016139ACRZ,Addaven Concentrate for Solution for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL18016139ARZ,N/A,N/A
MAL18026001ACZ,"Ikervis 1mg/mL eye drops, emulsion",SANTEN PHARMA MALAYSIA SDN. BHD.
MAL18026002AZ,Ranofer Injection 100mg/5ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL18026026NZ,Vitalita Vitamin C 500mg Chewable Tablet (Orange Flavour),WINWA MEDICAL SDN. BHD.
MAL18026038XC,Hundred Koyok Classic,JWP Medical Sdn. Bhd.
MAL18026042N,Appeton MV Hi-Q Taurine Syrup,KOTRA PHARMA (M) SDN. BHD.
MAL18026067ARZ,Tecentriq 60mg/ml Concentrate for Solution for Infusion,ROCHE (MALAYSIA) SDN. BHD.
MAL18026136TC,FER'KIDS CHAMP CHAMP 1000mg Chewable Tablet,FEREENA BEAUTY CARE
MAL18026153T,HIGRO CHEWABLE TABLET,DS Pharma Herbs Sdn. Bhd.
MAL18026163HAR,NexGard 136mg chewable tablets for dogs > 25-50kg,Rhone Ma Malaysia Sdn Bhd
MAL18026164HAR,NexGard 68mg chewable tablets for dogs > 10-25kg,Rhone Ma Malaysia Sdn Bhd
MAL18026165HAR,NexGard 28mg chewable tablets for dog > 4-10kg,Rhone Ma Malaysia Sdn Bhd
MAL18026166HAR,NexGard 11mg chewable tablets for dogs 2-4kg,Rhone Ma Malaysia Sdn Bhd
MAL18026175AZ,CLOBUTRATE CREAM 0.05% W/W,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL18026176ACZ,Seacross Docetaxel 20mg/ml Concentrate for Solution for Infusion,MEDISPEC (M) SDN. BHD.
MAL18026180AZ,TREVIVE TABLET 400MG,DUOPHARMA HAPI SDN. BHD.
MAL18026183AZ,Axcel Glimepiride-2mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL18026186AZ,Abilify Maintena 400 mg powder and solvent for prolonged-release suspension for injection,Lundbeck Malaysia Sdn. Bhd.
MAL18026189ACZ,Seacross Irinotecan Hydrochloride 20mg/ml Concentrate for Solution for Infusion,MEDISPEC (M) SDN. BHD.
MAL18026192ACZ,hovid Oxaliplatin 100mg Powder for Concentrate for Solution for Infusion,HOVID BERHAD
MAL18026193ACZ,hovid Oxaliplatin 50mg Powder for Concentrate for Solution for Infusion,HOVID BERHAD
MAL18026194AZ,DYNA FUSIDIC CREAM 2%,DYNAPHARM (M) SDN. BHD.
MAL18031001ACZ,Avalair 5mg Chewable Tablet,Nano Medic Care Sdn. Bhd.
MAL18031002ASZ,SmofKabiven Emulsion for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL18031003AZ,TAXTAS (Docetaxel concentrate solution for infusion 20mg/mL),ACCORD HEALTHCARE SDN.BHD.
MAL18036113N,OliGlo Chewable Tablet,DZR PHARMA MANUFACTURE SDN. BHD.
MAL18036137TC,G-KIDZ CHEWABLE TABLET,DZR PHARMA MANUFACTURE SDN. BHD.
MAL18036138T,Nabisar WOUNDCARE Cream,CAMBRIDGE BIOTEK SDN BHD
MAL18036144TC,FERMINA BEAUTAB CHEWABLE TABLET,VIHSDIA ENTERPRISE
MAL18036163T,LOVELLA CHEWABLE TABLET,DS Pharma Herbs Sdn. Bhd.
MAL18036164TC,Tok Melah Chewable Tablet,DZR PHARMA MANUFACTURE SDN. BHD.
MAL18036197T,NABISAR DENPRO CREAM,CAMBRIDGE BIOTEK SDN BHD
MAL18046003X,Homecare BAROSCON DOUBLE ACTION Suspension,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL18046004XZ,NW Zinc Oxide 20%w/w Ointment,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL18046006AZ,Paracetamol B. Braun 10 mg/ ml Solution for IV Infusion,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL18046022HAR,Rheumocam 2.5mg Chewable Tablets for Dogs,Rhone Ma Malaysia Sdn Bhd
MAL18046126X,NW BENZALKONIUM AND CETRIMIDE CREAM,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL18046129XZ,NW CALAMINE LOTION WITH 0.25%w/w MENTHOL,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL18046130X,NW METHYL SALICYLATE 50%W/W OINTMENT,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL18046131XC,Avosil Lozenge 2mg,Nano Medic Care Sdn. Bhd.
MAL18046132X,NW CALAMINE CREAM WITH PHENOL,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL18046134X,NW METHYL SALICYLATE 25%W/W OINTMENT,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)
MAL18046144ACZ,AJENAFIL 100 MG CHEWABLE TABLET,AJ RESEARCH & PHARMA SDN. BHD.
MAL18046145ACZ,AJENAFIL 50 MG CHEWABLE TABLET,AJ RESEARCH & PHARMA SDN. BHD.
MAL18046146ACZ,AJENAFIL 25 MG CHEWABLE TABLET,AJ RESEARCH & PHARMA SDN. BHD.
MAL18046152AZ,CLOBESOL CREAM 0.05% W/W,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL18046154AZ,Vytan Tablet 160mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL18046155AZ,Vytan Tablet 80mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL18046157AZ,Zynomax Tablet 250mg,Duopharma Marketing Sdn. Bhd.
MAL18046159ACZ,Monitazone (Mometasone Furoate 50mcg/ actuation Nasal Spray),HEALOL PHARMACEUTICALS SDN. BHD.
MAL18046173AZ,ARCHIFAR 1G POWDER FOR SOLUTION FOR INJECTION/INFUSION,KOMEDIC SDN BHD
MAL18046174AZ,ARCHIFAR 500MG POWDER FOR SOLUTION FOR INJECTION/INFUSION,KOMEDIC SDN BHD
MAL18046182ARZ,Fluconazole Kabi 2mg/ml solution for infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL18056048T,MS GREEN COFFEE PLUS CHEWABLE TABLET 1000MG,DS Pharma Herbs Sdn. Bhd.
MAL18056065ACZ,Dymista Nasal Spray 137mcg/50mcg,MYLAN HEALTHCARE SDN. BHD.
MAL18056088XC,Neobun Classic Plaster,JWP Medical Sdn. Bhd.
MAL18056089X,THROATSIL LOZENGES (MENTHOL FLAVOUR),HNB ALLIANCE SDN. BHD.
MAL18056090X,THROATSIL LOZENGES (PRUNE FLAVOUR),HNB ALLIANCE SDN. BHD.
