Country,Company,Local Product Name,Generic Name,Currency,Ex Factory Wholesale Price,Region,Marketing Authority,Local Pack Description,Formulation,Fill Size,Strength,Strength Unit,LOCAL_PACK_CODE
CANADA-QUEBEC,Marcan,Mar-Atenolol,ATÉNOLOL,CAD,4.63,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 30,Co.,30,100,mg,02371995
CANADA-QUEBEC,Marcan,Mar-Atenolol,ATÉNOLOL,CAD,15.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02371995
CANADA-QUEBEC,Mint,Mint-Atenol,ATÉNOLOL,CAD,4.63,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 30,Co.,30,100,mg,02368048
CANADA-QUEBEC,Mint,Mint-Atenol,ATÉNOLOL,CAD,15.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02368048
CANADA-QUEBEC,Phmscience,pms-Atenolol,ATÉNOLOL,CAD,4.63,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 30,Co.,30,100,mg,02237601
CANADA-QUEBEC,Phmscience,pms-Atenolol,ATÉNOLOL,CAD,15.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02237601
CANADA-QUEBEC,Riva,Riva-Atenolol,ATÉNOLOL,CAD,4.63,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 30,Co.,30,100,mg,02242093
CANADA-QUEBEC,Riva,Riva-Atenolol,ATÉNOLOL,CAD,15.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02242093
CANADA-QUEBEC,Sun Pharma,Taro-Atenolol,ATÉNOLOL,CAD,4.63,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 30,Co.,30,100,mg,02267993
CANADA-QUEBEC,Sun Pharma,Taro-Atenolol,ATÉNOLOL,CAD,15.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02267993
CANADA-QUEBEC,Search Phm,Tenormin,ATÉNOLOL,CAD,29.44,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 30,Co.,30,100,mg,02039540
CANADA-QUEBEC,Teva Can,Teva-Atenolol,ATÉNOLOL,CAD,15.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02171805
CANADA-QUEBEC,Teva Can,Teva-Atenolol,ATÉNOLOL,CAD,77.15,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 500,Co.,500,100,mg,02171805
CANADA-QUEBEC,Sandoz,Sandoz Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,1.52,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 1.25 mg - Pack of 100,Co.,100,1.25,mg,02544245
CANADA-QUEBEC,Sandoz,Sandoz Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,3.03,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 2.5 mg - Pack of 100,Co.,100,2.5,mg,02544253
CANADA-QUEBEC,Angita,AG-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02521156
CANADA-QUEBEC,Apotex,Apo-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02256134
CANADA-QUEBEC,Sanis,Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02391589
CANADA-QUEBEC,Sivem,Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02495562
CANADA-QUEBEC,Jamp,Jamp Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02518805
CANADA-QUEBEC,Mint,Mint-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02465612
CANADA-QUEBEC,Phmscience,pms-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02302632
CANADA-QUEBEC,Pro Doc,Pro-Bisoprolol-5,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02306999
CANADA-QUEBEC,Riva,Riva-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02471264
CANADA-QUEBEC,Sandoz,Sandoz Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02247439
CANADA-QUEBEC,Sandoz,Sandoz Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02494035
CANADA-QUEBEC,Teva Can,Teva-Bisoprolol 2025-08 Page 105,BISOPROLOL (FUMARATE DE),CAD,6.06,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 5 mg - Pack of 100,Co.,100,5,mg,02267470
CANADA-QUEBEC,Angita,AG-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02521164
CANADA-QUEBEC,Apotex,Apo-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02256177
CANADA-QUEBEC,Sanis,Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02391597
CANADA-QUEBEC,Sivem,Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02495570
CANADA-QUEBEC,Jamp,Jamp Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02518791
CANADA-QUEBEC,Mint,Mint-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02465620
CANADA-QUEBEC,Phmscience,pms-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02302640
CANADA-QUEBEC,Pro Doc,Pro-Bisoprolol-10,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02307006
CANADA-QUEBEC,Riva,Riva-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02471272
CANADA-QUEBEC,Sandoz,Sandoz Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02247440
CANADA-QUEBEC,Sandoz,Sandoz Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02494043
CANADA-QUEBEC,Teva Can,Teva-Bisoprolol,BISOPROLOL (FUMARATE DE),CAD,8.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 10 mg - Pack of 100,Co.,100,10,mg,02267489
CANADA-QUEBEC,Apotex,Apo-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 100,Co.,100,3.125,mg,02247933
CANADA-QUEBEC,AuroPharma,Auro-Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 100,Co.,100,3.125,mg,02418495
CANADA-QUEBEC,AuroPharma,Auro-Carvedilol,CARVÉDILOL,CAD,206.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 1000,Co.,1000,3.125,mg,02418495
CANADA-QUEBEC,Pro Doc,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 100,Co.,100,3.125,mg,02324504
CANADA-QUEBEC,Sanis,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 100,Co.,100,3.125,mg,02364913
CANADA-QUEBEC,Sivem,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 100,Co.,100,3.125,mg,02248752
CANADA-QUEBEC,Jamp,Jamp-Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 100,Co.,100,3.125,mg,02368897
CANADA-QUEBEC,Phmscience,pms-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 100,Co.,100,3.125,mg,02245914
CANADA-QUEBEC,Teva Can,Teva-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 3.125 mg - Pack of 100,Co.,100,3.125,mg,02252309
CANADA-QUEBEC,Apotex,Apo-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 100,Co.,100,6.25,mg,02247934
CANADA-QUEBEC,AuroPharma,Auro-Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 100,Co.,100,6.25,mg,02418509
CANADA-QUEBEC,AuroPharma,Auro-Carvedilol,CARVÉDILOL,CAD,206.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 1000,Co.,1000,6.25,mg,02418509
CANADA-QUEBEC,Pro Doc,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 100,Co.,100,6.25,mg,02324512
CANADA-QUEBEC,Sanis,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 100,Co.,100,6.25,mg,02364921
CANADA-QUEBEC,Sivem,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 100,Co.,100,6.25,mg,02248753
CANADA-QUEBEC,Jamp,Jamp-Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 100,Co.,100,6.25,mg,02368900
CANADA-QUEBEC,Phmscience,pms-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 100,Co.,100,6.25,mg,02245915
CANADA-QUEBEC,Teva Can,Teva-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 6.25 mg - Pack of 100,Co.,100,6.25,mg,02252317
CANADA-QUEBEC,Apotex,Apo-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 100,Co.,100,12.5,mg,02247935
CANADA-QUEBEC,AuroPharma,Auro-Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 100,Co.,100,12.5,mg,02418517
CANADA-QUEBEC,AuroPharma,Auro-Carvedilol,CARVÉDILOL,CAD,206.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 1000,Co.,1000,12.5,mg,02418517
CANADA-QUEBEC,Pro Doc,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 100,Co.,100,12.5,mg,02324520
CANADA-QUEBEC,Sanis,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 100,Co.,100,12.5,mg,02364948
CANADA-QUEBEC,Sivem,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 100,Co.,100,12.5,mg,02248754
CANADA-QUEBEC,Jamp,Jamp-Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 100,Co.,100,12.5,mg,02368919
CANADA-QUEBEC,Phmscience,pms-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 100,Co.,100,12.5,mg,02245916
CANADA-QUEBEC,Teva Can,Teva-Carvédilol Page 106 2025-08,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 12.5 mg - Pack of 100,Co.,100,12.5,mg,02252325
CANADA-QUEBEC,AuroPharma,Auro-Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02418525
CANADA-QUEBEC,AuroPharma,Auro-Carvedilol,CARVÉDILOL,CAD,206.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 1000,Co.,1000,25,mg,02418525
CANADA-QUEBEC,Pro Doc,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02324539
CANADA-QUEBEC,Sanis,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02364956
CANADA-QUEBEC,Sivem,Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02248755
CANADA-QUEBEC,Jamp,Jamp-Carvedilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02368927
CANADA-QUEBEC,Phmscience,pms-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02245917
CANADA-QUEBEC,Teva Can,Teva-Carvédilol,CARVÉDILOL,CAD,20.6,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02252333
CANADA-QUEBEC,Apotex,Apo-Labetalol,LABETALOL (CHLORHYDRATE DE),CAD,19.83,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02243538
CANADA-QUEBEC,Riva,Riva-Labetalol,LABETALOL (CHLORHYDRATE DE),CAD,19.83,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02489406
CANADA-QUEBEC,Paladin,Trandate,LABETALOL (CHLORHYDRATE DE),CAD,26.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02106272
CANADA-QUEBEC,Apotex,Apo-Labetalol,LABETALOL (CHLORHYDRATE DE),CAD,35.04,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 200 mg - Pack of 100,Co.,100,200,mg,02243539
CANADA-QUEBEC,Riva,Riva-Labetalol,LABETALOL (CHLORHYDRATE DE),CAD,35.04,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 200 mg - Pack of 100,Co.,100,200,mg,02489414
CANADA-QUEBEC,Paladin,Trandate,LABETALOL (CHLORHYDRATE DE),CAD,45.95,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 200 mg - Pack of 100,Co.,100,200,mg,02106280
CANADA-QUEBEC,Angita,AG-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,6.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02481308
CANADA-QUEBEC,Angita,AG-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,32.15,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 500,Co.,500,25,mg,02481308
CANADA-QUEBEC,Apotex,Apo-Metoprolol,MÉTOPROLOL (TARTRATE DE),CAD,6.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02246010
CANADA-QUEBEC,Apotex,Apo-Metoprolol,MÉTOPROLOL (TARTRATE DE),CAD,64.3,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 1000,Co.,1000,25,mg,02246010
CANADA-QUEBEC,Jamp,Jamp-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,6.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02356813
CANADA-QUEBEC,Jamp,Jamp-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,32.15,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 500,Co.,500,25,mg,02356813
CANADA-QUEBEC,Pro Doc,Metoprolol,MÉTOPROLOL (TARTRATE DE),CAD,64.3,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 1000,Co.,1000,25,mg,02296713
CANADA-QUEBEC,Sivem,Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,6.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 100,Co.,100,25,mg,02442116
CANADA-QUEBEC,Sivem,Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,32.15,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 25 mg - Pack of 500,Co.,500,25,mg,02442116
CANADA-QUEBEC,Riva,Riva-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,6.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02248855 pms-Metoprolol-L - 25 mg - Pack of 100,02248855 pms-Metoprolol-L,100,25,mg,02315300
CANADA-QUEBEC,Riva,Riva-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,32.15,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02248855 pms-Metoprolol-L - 25 mg - Pack of 500,02248855 pms-Metoprolol-L,500,25,mg,02315300
CANADA-QUEBEC,Teva Can,Teva-Metoprolol 2025-08 Page 107,MÉTOPROLOL (TARTRATE DE),CAD,6.43,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02248855 pms-Metoprolol-L - 25 mg - Pack of 100,02248855 pms-Metoprolol-L,100,25,mg,02261898
CANADA-QUEBEC,Angita,AG-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,12.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 100,Co.,100,100,mg,02481324
CANADA-QUEBEC,Jamp,Jamp-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,12.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),00751170 Apo-Metoprolol L - 100 mg - Pack of 100,00751170 Apo-Metoprolol L,100,100,mg,02356848
CANADA-QUEBEC,Jamp,Jamp-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,62.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),00751170 Apo-Metoprolol L - 100 mg - Pack of 500,00751170 Apo-Metoprolol L,500,100,mg,02356848
CANADA-QUEBEC,Pro Doc,Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,125.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 1000,02350408 Metoprolol,1000,100,mg,00648027
CANADA-QUEBEC,Sivem,Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,12.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 100,02350408 Metoprolol,100,100,mg,02442132
CANADA-QUEBEC,Sivem,Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,125.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 1000,02350408 Metoprolol,1000,100,mg,02442132
CANADA-QUEBEC,Phmscience,pms-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,12.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 100,02350408 Metoprolol,100,100,mg,02230804
CANADA-QUEBEC,Phmscience,pms-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,62.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 500,02350408 Metoprolol,500,100,mg,02230804
CANADA-QUEBEC,Riva,Riva-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,12.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 100,02350408 Metoprolol,100,100,mg,02315327
CANADA-QUEBEC,Riva,Riva-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,125.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 1000,02350408 Metoprolol,1000,100,mg,02315327
CANADA-QUEBEC,Teva Can,Teva-Metoprolol,MÉTOPROLOL (TARTRATE DE),CAD,12.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 100,02350408 Metoprolol,100,100,mg,00648043
CANADA-QUEBEC,Teva Can,Teva-Metoprolol,MÉTOPROLOL (TARTRATE DE),CAD,62.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 500,02350408 Metoprolol,500,100,mg,00648043
CANADA-QUEBEC,Teva Can,Teva-Metoprolol,MÉTOPROLOL (TARTRATE DE),CAD,12.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 100,02350408 Metoprolol,100,100,mg,00842656
CANADA-QUEBEC,Teva Can,Teva-Metoprolol,MÉTOPROLOL (TARTRATE DE),CAD,62.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350408 Metoprolol - 100 mg - Pack of 500,02350408 Metoprolol,500,100,mg,00842656
CANADA-QUEBEC,Angita,AG-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,6.24,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. ou Co. L.A. - 50 mg - Pack of 100,Co. ou Co. L.A.,100,50,mg,02481316
CANADA-QUEBEC,Angita,AG-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,31.2,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. ou Co. L.A. - 50 mg - Pack of 500,Co. ou Co. L.A.,500,50,mg,02481316
CANADA-QUEBEC,Jamp,Jamp-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,6.24,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),00749354 Apo-Metoprolol L - 50 mg - Pack of 100,00749354 Apo-Metoprolol L,100,50,mg,02356821
CANADA-QUEBEC,Jamp,Jamp-Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,31.2,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),00749354 Apo-Metoprolol L - 50 mg - Pack of 500,00749354 Apo-Metoprolol L,500,50,mg,02356821
CANADA-QUEBEC,Pro Doc,Metoprolol SR,MÉTOPROLOL (TARTRATE DE),CAD,1248.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350394 Metoprolol - 50 mg - Pack of 100,02350394 Metoprolol,100,50,mg,02351404
CANADA-QUEBEC,Pro Doc,Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,62.4,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350394 Metoprolol - 50 mg - Pack of 1000,02350394 Metoprolol,1000,50,mg,00648019
CANADA-QUEBEC,Sivem,Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,6.24,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350394 Metoprolol - 50 mg - Pack of 100,02350394 Metoprolol,100,50,mg,02442124
CANADA-QUEBEC,Sivem,Metoprolol-L,MÉTOPROLOL (TARTRATE DE),CAD,62.4,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),02350394 Metoprolol - 50 mg - Pack of 1000,02350394 Metoprolol,1000,50,mg,02442124
