"#","Registration No / Notification No","Product Name","Holder"
"231","MAL19076016HAR","Nexgard Spectra 75mg/15mg Chewable Tablets for Dogs >15-30kg","Rhone Ma Malaysia Sdn Bhd"
"232","MAL19076015HAR","Nexgard Spectra 150mg/30mg Chewable Tablets for Dogs >30-60kg","Rhone Ma Malaysia Sdn Bhd"
"233","MAL18076023NC","ANNA BEAUTE ROSEGLOW CHEWABLE TABLET","FEREENA BEAUTY CARE"
"234","MAL18126083NCR","Kordel's Kid's Omega-3 570.5mg Chewable Softgel","CAMBERT(M) SDN. BHD."
"235","MAL19066033T","int3Tree STAR JUNIOR Chewable Tablet 550mg","DS Pharma Herbs Sdn. Bhd."
"236","MAL18106071NC","Grobac Chewable Tablet","VIHSDIA ENTERPRISE"
"237","MAL20026087HAR","Bravecto 112.5 mg chewable tablets for very small dogs (2 � 4.5kg)","Intervet (m) Sdn Bhd"
"238","MAL20026088HAR","Bravecto 250 mg chewable tablets for small dogs (>4.5 � 10 kg)","Intervet (m) Sdn Bhd"
"239","MAL20026090HAR","Bravecto 500 mg chewable tablets for medium-sized dogs (>10 - 20 kg)","Intervet (m) Sdn Bhd"
"240","MAL20026089HAR","Bravecto 1000 mg chewable tablets for large dogs (>20 � 40 kg)","Intervet (m) Sdn Bhd"
"241","MAL20026086HAR","Bravecto 1400 mg chewable tablets for very large dogs (>40 � 56 kg)","Intervet (m) Sdn Bhd"
"242","MAL18096017NC","T'Neeq RI Chewable Tablet","RI NETWORK SDN. BHD."
"243","MAL19026069N","QUEST Kidzbiotix Chewable Tablets","Eucogen Pharma Sdn. Bhd."
"244","MAL19046025NC","GNC milestones Kids Probiotic + Chewable Tablet","GNC LIVEWELL MALAYSIA SDN. BHD."
"245","MAL19036048NC","Ferkidz Junior Chewable Tablet","FEREENA BEAUTY CARE"
"246","MAL19056146N","T’Neeq Junior Vitamin C Plus Chewable Tablet","RI NETWORK SDN. BHD."
"247","MAL19096085TC","T'Neeq Junior Chewable Tablet","RI NETWORK SDN. BHD."
"248","MAL19056085TC","WOWE african mango plus chewable tablet","MRZ HERBAL HEALTHY CARE"
"249","MAL19066055TC","JUNIOR BLINKS HFOCUS CHEWABLE TABLET","VIHSDIA ENTERPRISE"
"250","MAL19076148TC","GARSICUT CHEWABLE TABLET 1100mg","FEREENA BEAUTY CARE"
"251","MAL19106067T","apotec Spirulina 250mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"252","MAL19076107N","AC CARE CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"253","MAL20026021TC","Lescens Black Elderberry Plus Chewable Tablet","ASIA HEALTHCARE SDN. BHD."
"254","MAL19076045N","DZR i-CARE chewable tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"255","MAL20026159TC","Biotropics nu-prep Maxx Chewable Tablet","Biotropics Malaysia Berhad"
"256","MAL20016204TC","DZR Z-Giber Chewable Tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"257","MAL19086063NCZ","PiSHiNE VITAMIN C 500mg CHEWABLE TABLET","PISHINE HEALTHCARE SDN. BHD."
"258","MAL20026009N","SEJAGAT MAXERGY CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"259","MAL20046034T","Sejagat Eye Care Chewable Tablet","NMY MANUFACTURING SDN BHD"
"260","MAL20026112N","SEJAGAT KILOMAX CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"261","MAL19106077NC","Cmary Gluta Colla Plus Chewable Tablet","CMARY RICH SDN. BHD."
"262","MAL20036036TC","pineclea Chewable Tablet","FEREENA BEAUTY & HEALTH SDN BHD"
"263","MAL20056055TC","COCOLEM CHEWABLE TABLET","MRZ HERBAL HEALTHY CARE"
"264","MAL20056011N","GNC milestones kids Multivitamin+ Chewable Tablet","GNC LIVEWELL MALAYSIA SDN. BHD."
"265","MAL20056053TC","GLAMGLO Camu Camu Plus Chewable Tablet","FEREENA BEAUTY & HEALTH SDN BHD"
"266","MAL20046035TC","FEREENA JOINTTAB CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"267","MAL20126026X","GASCID Chewable Tablets (Aluminium Hydroxide + Magnesium Trisilicate + Simethicone)","HEALOL PHARMACEUTICALS SDN. BHD."
"268","MAL20066103T","SEJAGAT SORE THROAT & COUGH CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"269","MAL20086112TC","HERMOSA MACA 500mg CHEWABLE TABLET","ECORIGIN PLT"
"270","MAL20026014NC","FERWHITE GLUTABOSTE CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"271","MAL20086052NC","Kordel's Kid's Vitamin C 100mg with D3 + Acerola Chewable Tablet","CAMBERT(M) SDN. BHD."
"272","MAL20066037NC","LOOKCARE Chewable Tablet","VIHSDIA ENTERPRISE"
"273","MAL20056013NC","Aakids Wiz Chewable Tablet","VIHSDIA ENTERPRISE"
"274","MAL20126020AZ","EXTEMENT 50mg chewable tablets","MEDISPEC (M) SDN. BHD."
"275","MAL20026107NC","KILOSTAB CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"276","MAL20076162NC","Nutriforte Lactoghurt Chewable Tablet","PHARMAFORTE (MALAYSIA) SDN. BHD."
"277","MAL20126021AZ","EXTEMENT 100mg chewable tablets","MEDISPEC (M) SDN. BHD."
"278","MAL20046055TC","BSM SPIRULINA 400MG CHEWABLE TABLET","BIO-SCIENCE MARKETING SDN. BHD."
"279","MAL20106129T","VITASEN Berrymune Chewable Tablet (Berry Flavour)","WINWA MEDICAL SDN. BHD."
"280","MAL20036018NC","SUGEGLOW CHEWABLE TABLET","MRZ HERBAL HEALTHY CARE"
"281","MAL20026118NC","beautekand Chewable Tablet","AAW MARKETING SERVICES"
"282","MAL20106013XZ","Biowell Zeero Chewable Tablet 200mg","Y.S.P. INDUSTRIES (M) SDN. BHD."
"283","MAL20056016NC","GLOSHIN CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"284","MAL20086055NC","Gloing Glory Chewable Tablet","DS Pharma Herbs Sdn. Bhd."
"285","MAL21016102TC","MELIGENE CHEWABLE TABLET","BMI CORPORATION SDN. BHD."
"286","MAL20086070NE","Appeton Essentials Vit C 250mg Chewable Tablet (Orange Flavour)","KOTRA PHARMA (M) SDN. BHD."
"287","MAL20086069NE","Appeton Vit C 100mg Chewable Tablet (Orange Flavour)","KOTRA PHARMA (M) SDN. BHD."
"288","MAL20076163NE","Appeton Vitamin C 30mg Chewable Tablet (Orange Flavour)","KOTRA PHARMA (M) SDN. BHD."
"289","MAL20066013NCZ","DS Pharma Vitamin C 100mg Chewable Tablet","DS Pharma Herbs Sdn. Bhd."
"290","MAL20086063NC","Kordel's Eggshell Membrane Plus Hyaluronic Acid Chewable Tablet","MB NUTRACEUTICALS SDN BHD"
"291","MAL20076128NCZ","K STAR VITAMIN C 50MG CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"292","MAL20076130NZ","DZR PHARMA VITA-C 500MG CHEWABLE TABLET (ORANGE FLAVOUR)","DZR PHARMA MANUFACTURE SDN. BHD."
"293","MAL21036013XC","Medidazole Chewable Tablet 500mg","World Medicare Supplies Sdn Bhd"
"294","MAL20086061N","Apotec Vitamin C 500mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"295","MAL20076129NCZ","AAALI VITAMIN C 100MG CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"296","MAL21016089TC","LeaZella Meno Chewable Tablet","LIVIRA ENTERPRISE"
"297","MAL21036057NCZ","POPCEE VITAMIN C 500MG CHEWABLE TABLETS  (Orange Flavour)","Alpha Bio Medic (M) Sdn Bhd"
"298","MAL20076131NCZ","BIOHEALTH VITAMIN C 250MG CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"299","MAL20086034NCZ","VITAC VITAMIN C 350MG CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"300","MAL20076153N","NZN Salmon Oil + Vitamin A,D,E Chewable Soft Gel","CAMERON BIOSCIENCE (M) SDN. BHD."
"301","MAL20126116TC","INSAAN INPPAR CHEWABLE TABLET","Al-insaan Sdn. Bhd."
"302","MAL20086067NC","VITACGLO CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"303","MAL20086064NC","FEREENA vitC PLUS CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"304","MAL20096048NC","FEREENA PREGYMOM CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"305","MAL22016004ARZ","Velphoro Chewable Tablet 500mg","FRESENIUS KABI MALAYSIA SDN. BHD"
"306","MAL20106057NC","PL LMC VITAMIN C PLUS CHEWABLE TABLET","PINKLADY MARKETING"
"307","MAL21026137N","Hovid Chewette Kids-mart Multi Chewable Tablet","HOVID BERHAD"
"308","MAL21026113N","Shine Kids Multivitamin Lysine Chewable Tablet (Blueberry Flavour)","Y.S.P. INDUSTRIES (M) SDN. BHD."
"309","MAL21086017HA","SIMPARICA CHEWABLE TABLETS FOR DOGS 5MG","Zoetis Malaysia Sdn. Bhd."
"310","MAL20116134NC","BioWell Btavite Lysine Plus Chewable Tablet (Orange Flavour)","SSJ PHARMA SDN BHD"
"311","MAL20116125N","narjelytta GLUTAVITE CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"312","MAL20106067NZ","Cameron Bioscience Vitamin C 500mg Chewable Tablet","CAMERON BIOSCIENCE (M) SDN. BHD."
"313","MAL21056063NC","AC CLEAR CHEWABLE TABLET","TENANG GLOBAL ENTERPRISE"
"314","MAL21066091NC","Kordel's Kid's Multivitamins, Lysine With Lutein Plus Chewable Tablet","CAMBERT(M) SDN. BHD."
"315","MAL21086025HA","SIMPARICA CHEWABLE TABLETS FOR DOGS 10MG","Zoetis Malaysia Sdn. Bhd."
"316","MAL21086018HA","SIMPARICA CHEWABLE TABLETS FOR DOGS 20MG","Zoetis Malaysia Sdn. Bhd."
"317","MAL21086019HA","SIMPARICA CHEWABLE TABLETS FOR DOGS 40MG","Zoetis Malaysia Sdn. Bhd."
"318","MAL21086020HA","SIMPARICA CHEWABLE TABLETS FOR DOGS 80MG","Zoetis Malaysia Sdn. Bhd."
"319","MAL21086021HA","SIMPARICA CHEWABLE TABLETS FOR DOGS 120MG","Zoetis Malaysia Sdn. Bhd."
"320","MAL21026117N","Quantum Vitamin C 500mg plus Zinc Chewable Tablet","WINWA MEDICAL SDN. BHD."
"321","MAL21066046HA","I-Dectin 20mg Chewable Tablet","Nam Pharma Sdn. Bhd."
"322","MAL21026119N","AZAZ KEARIEST CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"323","MAL21056101TC","Protech Natchew Chewable Tablet","Protech Health Sciences (M) Sdn Bhd"
"324","MAL21056068T","apotec Spirulina 350mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"325","MAL21086106T","BELIXZ Spirulina 200mg Chewable Tablet","BE INTERNATIONAL SDN BHD"
"326","MAL21046064NC","K'yanoll� HARITY� Chewable Tablet","GALAXIS HEALTHCARE SDN BHD"
"327","MAL21066072NC","Protech Cal-Kid Chewable Tablet","Protech Health Sciences (M) Sdn Bhd"
"328","MAL21066061NC","Nature's Way Kids A+ Omega-3 (DHA 300mg & EPA 60mg) Chewable Softgels","PharmaCare (Asia) Sdn Bhd"
"329","MAL21076045NZ","Edmark Edlife Vee C 250mg Chewable Tablet","EDMARK INDUSTRIES SDN BHD"
"330","MAL21076060NCZ","SHAKLEE VITA-C 250 MG CHEWABLE TABLETS","SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD."
"331","MAL21066077N","mimuluv YOOTHIQ CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"332","MAL21096030NC","NIEUWXELL CLEAR CHEWABLE TABLET","ACE NEW TECH HEALTH SDN BHD"
"333","MAL21066124T","apotec Chlorella 300mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"334","MAL22016077NCR","BiO-LiFE KiDDz Vita Chewz Chewable Tablet","BIO-LIFE MARKETING SDN. BHD."
"335","MAL21076037NZ","DZR PHARMA VITAMIN C 350MG CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"336","MAL21066087NZ","VitActiv Vitamin C 550mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"337","MAL21076057N","AZAZ GLUTA-C CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"338","MAL21076047NZ","Apotec Vitamin C 600mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"339","MAL21076059NC","DRZ Formula Glow Chewable Tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"340","MAL21106091NC","int3Tree AALI JUNIOR CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"341","MAL21096059N","LYCOGLO CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"342","MAL21126086TC","PEAGLOW CHEWABLE TABLET","MRZ HERBAL HEALTHY CARE"
"343","MAL22026056NC","SILKY SKENZ CHEWABLE TABLET","NORATINI ENTERPRISE"
"344","MAL21106079NC","KAMYA GLOW CLEASKYN CHEWABLE TABLET","ALPHA NEYAGA SDN. BHD."
"345","MAL21126061TC","BioCare Spirulina Ginkgo Chewable Tablet","TST HEALTH CARE SDN BHD"
"346","MAL21106084NZ","Gynita Vitamin C 30mg Chewable Tablet","LONNIX (M) SDN. BHD."
"347","MAL21106083NZ","Gynita Vitamin C 100mg Chewable Tablet","LONNIX (M) SDN. BHD."
"348","MAL22036046NC","MAPLELAND KID MULTIVITAMIN LYSINE ZINC WITH PREBIOTICS CHEWABLE TABLET","Powerlife (M) Sdn. Bhd."
"349","MAL21116070NZ","AVM VITAMIN C 500mg CHEWABLE TABLET","AV MANUFACTURING SDN.BHD"
"350","MAL22056085TCR","MB Spirulina 498mg Blue Coated Chewable Tablet","MB NUTRACEUTICALS SDN BHD"
"351","MAL21116059NC","SUFEE SNOW VITAMIN C GLUTATHIONE PLUS CHEWABLE TABLET","SUFEE SNOW HOLDINGS SDN BHD"
"352","MAL22036034NR","BiO-LiFE Kiddz DHA 50mg Chewz Chewable Tablets","BIO-LIFE MARKETING SDN. BHD."
"353","MAL22126215NZ","Champs Multivitamin Plus Omega-3 Fruity Flavour Chewable Tablet","Duopharma Marketing Sdn. Bhd."
"354","MAL22076124T","AINUN BEAUTY� EYES REFRESH CHEWABLE TABLET","MAJOR INTEREST SDN BHD"
"355","MAL22116008X","KALNATE CHEWABLE TABLETS 500MG","MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD."
"356","MAL22076147T","NUTRIDAX EYE CARE CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"357","MAL22046097NC","YesHealth Yes Kiddo DHA250+ Chewable Softgel","YES HEALTH SDN BHD"
"358","MAL22046054N","AVM C-D-Zinc Chewable Tablet (Lemon Flavour)","AV MANUFACTURING SDN.BHD"
"359","MAL22046053N","AVM C-D-Zinc Chewable Tablet (Orange Flavour)","AV MANUFACTURING SDN.BHD"
"360","MAL22056111N","NUTRiLEX VITAMIN C 250MG WITH ROYAL JELLY CHEWABLE TABLET (LEMON LIME FLAVOR)","Zhulian Nutraceutical Sdn. Bhd."
"361","MAL22046100N","SKY 'GLO CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"362","MAL22126069NCR","BLACKMORES KOALAKIDS BUDDY OMEGA-3 FISH OIL 500 MG CHEWABLE SOFT CAPSULE","BLACKMORES (MALAYSIA) SDN. BHD."
"363","MAL22056100NC","GUARDIAN VITAMIN C 500mg + Zinc 10mg CHEWABLE TABLET","GUARDIAN HEALTH AND BEAUTY SDN. BHD."
"364","MAL23026027N","Herbion Cilavit D 1000 IU Chewable Tablet (Orange Flavor)","Herbion Sdn. Bhd."
"365","MAL22106046NC","HERBAWORKS Lorraine C PLUS Chewable Tablet","HERBAWORKS HEALTHCARE SDN. BHD"
"366","MAL22066093NCZ","MyVita KIDDIVITE C 100 Chewable Tablet","ALPS HEALTHCARE SDN. BHD."
"367","MAL22076081NC","Kayra Gleam Team Chewable Tablet","KAYRA HEALTH & BEAUTY SDN.BHD"
"368","MAL23026043NCRZ","VitaHealth Vit C 500mg Chewable Tablet","VITAHEALTH BIOTECH SDN BHD"
"369","MAL22106058NC","AULIAA LIFE ASTAXANTHIN GLUTATHIONE PLUS CHEWABLE TABLET","AULIAA LIFE GROUP VENTURE"
"370","MAL22086106T","DSPHARMA IMOON CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"371","MAL22076100NCR","NutrinLife Pre And Probiotics 5 Billion CFU Chewable Tablets","BIOFUNCTION MARKETING SDN. BHD."
"372","MAL22076102NE","Shine Vitamin C + L-Lysine Chewable Tablet (Strawberry Flavour)","Y.S.P. INDUSTRIES (M) SDN. BHD."
"373","MAL22076090NCR","NutrinLife Kids Grouvel Calcium Plus Chewable Tablets","BIOFUNCTION MARKETING SDN. BHD."
"374","MAL22076099NCR","NutrinLife Kids Vitamin C Plus Chewable Tablets","BIOFUNCTION MARKETING SDN. BHD."
"375","MAL23036147TC","BIOLYN SPIRULINA 199.2mg  CHEWABLE TABLET","Biolyn Health Risk Management (M) Sdn. Bhd."
"376","MAL22086050NCR","C'LOVES KIDS VITAMIN C PLUS CHEWABLE TABLETS","REFORMS PHARMA SDN. BHD."
"377","MAL22096075NCR","C'LOVES KIDS MULTIVITAMINS PLUS CHEWABLE TABLETS","REFORMS PHARMA SDN. BHD."
"378","MAL23036047NC","SWISSE KIDS PROTECT CHEWABLE TABLET","HEALTH AND HAPPINESS (H&H) MALAYSIA SDN. BHD."
"379","MAL22096061NC","IMYOON BERIWHITE CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"380","MAL22106044NC","CERIBERI GLOW CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"381","MAL22116052NC","MELZ BEAUTE GLITTAGLOW CHEWABLE TABLET","MELZ BEAUTE ENTERPRISE"
"382","MAL22116040N","VITASEN Vitamin C with Acerola & Bioflavonoid Chewable Tablet (Citrus Flavour)","WINWA MEDICAL SDN. BHD."
"383","MAL23036121TC","SINUSKIDS CHEWABLE TABLET","VIHSDIA ENTERPRISE"
"384","MAL22106057NC","BERYNA CERYWHITE CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"385","MAL23036073NC","AB-GINGILAC Chewable Tablet","Medexp Sdn Bhd"
"386","MAL22116029NCR","VITAGO365 VITAMIN C 500MG CHEWABLE TABLETS","DUOLEAF HEALTHCARE SDN. BHD."
"387","MAL22116028NCR","VITAGO365 VITAMIN C 1000MG CHEWABLE TABLETS","DUOLEAF HEALTHCARE SDN. BHD."
"388","MAL23026046N","VITASEN Triple Action Vitamin C Zinc & D3 Chewable Tablet (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"389","MAL24056014HA","Credelio Plus Chewable Tablets for Very Small Dogs","ELANCO MALAYSIA SDN BHD"
"390","MAL23036069NC","Nuvanta FolateB12 Chewable Tablet","CAMBERT(M) SDN. BHD."
"391","MAL22126109NCR","VITAGO365 KIDDO MULTIVITAMINS PLUS CHEWABLE TABLETS","DUOLEAF HEALTHCARE SDN. BHD."
"392","MAL24056013HA","Credelio Plus Chewable Tablets for Small Dogs","ELANCO MALAYSIA SDN BHD"
"393","MAL24056012HA","Credelio Plus Chewable Tablets for Medium Dogs","ELANCO MALAYSIA SDN BHD"
"394","MAL24056011HA","Credelio Plus Chewable Tablets for Large Dogs","ELANCO MALAYSIA SDN BHD"
"395","MAL24056010HA","Credelio Plus Chewable Tablets for Very Large Dogs","ELANCO MALAYSIA SDN BHD"
"396","MAL23076062NCR","BLACKMORES DAILY PROTECT CHEWABLE TABLET","BLACKMORES (MALAYSIA) SDN. BHD."
"397","MAL23016103NC","SATIN Astaxanthin Plus Chewable Tablet","SATIN SKINZ SDN BHD"
"398","MAL23056081N","ELKEN CYANOR YANG CHEWABLE TABLET","MORETH SDN. BHD."
"399","MAL23046072N","VITASEN PRO-BIOS Bifido Kids Chewable Tablet","WINWA MEDICAL SDN. BHD."
"400","MAL23076069NZ","VITASEN Vitamin C 250mg Chewable Tablet (Citrus Flavour)","WINWA MEDICAL SDN. BHD."
"401","MAL23056060N","Shine Vitamin C-500 Plus Chewable Tablet (Lemon Flavour)","Y.S.P. INDUSTRIES (M) SDN. BHD."
"402","MAL23046160TC","Biolyn Organic Spirulina 200mg Chewable Tablet","Biolyn Health Risk Management (M) Sdn. Bhd."
"403","MAL23086102T","YL Multi Algae-Pro Chewable Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"404","MAL23066070NZ","REDOXON KIDS VITAMIN C 200MG CHEWABLE TABLETS","BAYER CO. (MALAYSIA) SDN. BHD."
"405","MAL23116113NC","PHARMORIX ORAPAP CHEWABLE TABLET","PHARMORIX (M) SDN. BHD."
"406","MAL23076048N","Eterner Brightviz Multivitamins Plus Chewable Tablet","NOVA LABORATORIES SDN. BHD."
"407","MAL23086065N","VITASEN Multivitamin plus Lysine Chewable Tablet (Chocolate flavour)","WINWA MEDICAL SDN. BHD."
"408","MAL23076058NZ","REDOXON VITAMIN C 500MG CHEWABLE TABLETS","BAYER CO. (MALAYSIA) SDN. BHD."
"409","MAL25046027ACZ","BioWell Breamore (Montelukast Chewable Tablet 5mg)","Hovid Nutriworld Sdn Bhd"
"410","MAL24096146TC","Swisse Ultiboost Acerola Complex Chewable Tablet","HEALTH AND HAPPINESS (H&H) MALAYSIA SDN. BHD."
"411","MAL24096124HACR","SIMPARICA TRIO CHEWABLE TABLETS FOR DOGS 2.6 - 5 KG","Zoetis Malaysia Sdn. Bhd."
"412","MAL24096125HACR","SIMPARICA TRIO CHEWABLE TABLETS FOR DOGS 5.1 - 10 KG","Zoetis Malaysia Sdn. Bhd."
"413","MAL24096126HACR","SIMPARICA TRIO CHEWABLE TABLETS FOR DOGS 10.1 - 20 KG","Zoetis Malaysia Sdn. Bhd."
"414","MAL24096127HACR","SIMPARICA TRIO CHEWABLE TABLETS FOR DOGS 20.1 - 40 KG","Zoetis Malaysia Sdn. Bhd."
"415","MAL24096128HACR","SIMPARICA TRIO CHEWABLE TABLETS FOR DOGS 40.1 - 60 KG","Zoetis Malaysia Sdn. Bhd."
"416","MAL24096123HACR","SIMPARICA TRIO CHEWABLE TABLETS FOR DOGS 1.25 - 2.5 KG","Zoetis Malaysia Sdn. Bhd."
"417","MAL23116111NC","MyVita C 30 Zinc Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"418","MAL23116101NC","MyVita C 30 D3 Zinc Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"419","MAL23126140NC","MyVita C 100 Zinc Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"420","MAL23126147NC","MyVita C 100 D3 Zinc Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"421","MAL24076072TC","DZR PHARMA IvyLeaf Plus Chewable Tablet (Lime Juice Flavour)","DZR PHARMA MANUFACTURE SDN. BHD."
"422","MAL23126126NC","MyVita Multivitamin Taurine Lysine Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"423","MAL23126165N","YL Vitamin C 500mg Plus Chewable Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"424","MAL24036102TC","G-MAX Moringa Plus Chewable Tablet","GMAX  QOL RESOURCES"
"425","MAL24016060NC","MyVita C500 Zinc Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"426","MAL23126125NC","MyVita C500 BZinc Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"427","MAL23126153NC","MyVita C500 DZinc Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"428","MAL24016089NC","MyVita C500 BDZinc Chewable Tablet (Orange Flavour)","ALPS HEALTHCARE SDN. BHD."
"429","MAL24096084NCR","BIOGAIA PROTECTIS PROBIOTIC CHEWABLE TABLETS","Pharma Ace Sdn. Bhd."
"430","MAL24126079NC","RILLUS PROBIOTICS CHEWABLE TABLET","KALBE MALAYSIA SDN BHD"
"431","MAL24036050N","NUZEEL COLOSTRUM 500MG CHEWABLE TABLET","CAMERON BIOSCIENCE (M) SDN. BHD."
"432","MAL24056035N","Quantum Kids Multivitamin Plus Iron & Lysine Chewable Tablet","WINWA MEDICAL SDN. BHD."
"433","MAL24066043NC","HT CARE MULTIVITS COMPLEX CHEWABLE TABLETS","INFINITE HEALTH MARKETING SDN. BHD."
"434","MAL24096100N","Flavettes D-mune Chewable Tablet","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"435","MAL24086156NE","NUTRiLEX COLLESTIN CHEWABLE TABLET (LEMON LIME FLAVOUR)","Zhulian Nutraceutical Sdn. Bhd."
"436","MAL24076103NC","Holistq NourishQ Chewable Tablet","AXPO SDN. BHD."
"437","MAL24106128NC","Holistq NourishQ Junior Chewable Tablet","AXPO SDN. BHD."
"438","MAL24066045NC","TOPWELLNESS Multivitamins + Lutein + Bilberry Chewable Tablet","TOPWELLNESS HEALTHCARE SDN. BHD."
"439","MAL24076064TC","TOPWELLNESS VizionVis Chewable Tablet","TOPWELLNESS HEALTHCARE SDN. BHD."
"440","MAL24126085T","DRAGON GINSENG SAPON CHEWABLE TABLET","Dragon Ginseng Bio-Tech Sdn Bhd"
"441","MAL24096115N","NUTRiLEX VITAMIN C 500MG WITH AMLA EXTRACT CHEWABLE TABLET (ORANGE FLAVOUR)","Zhulian Nutraceutical Sdn. Bhd."
"442","MAL24116096NC","MaxBiocare Omega3 DHA 260mg & EPA 60mg Chewable Soft Capsule","MAX BIOCARE MALAYSIA SDN. BHD."
"443","MAL24116052NCZ","Nouvelle Vitamin C 500mg Chewable Tablet","MegaLive BioSciences Sdn Bhd"
"444","MAL24106009XE","YSP Digestive Enzymes Chewable Tablet","Y.S.P. INDUSTRIES (M) SDN. BHD."
"445","MAL24116082N","apotec Optishield Chewable Tablet","Bioalpha International Sdn. Bhd."
"446","MAL25026068NC","Pentavite Bubbly B Plus Chewable Tablet","PENTAVITE MALAYSIA SDN. BHD."
"447","MAL25036180NC","NEW IMAGE IMMUFOR COLOSTRUM 550MG CHEWABLE TABLETS","N.Z. NEW IMAGE SDN BHD"
"448","MAL25016107TC","GESB Finesse Chewable Tablet","GAMAT EMAS SDN BHD"
"449","MAL25076055NCR","BLACKMORES KOALAKIDS� BUDDY OMEGA-3 FISH OIL 500MG PLUS CHEWABLE SOFT CAPSULE","BLACKMORES (MALAYSIA) SDN. BHD."
"450","MAL25036186NC","GLUTAREDOX Chewable Tablet","BIOESQUE ENTERPRISE"
"451","MAL25026063N","DZR PHARMA HAEPEE CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"452","MAL25056102NCR","Kordel's Kid's Algae DHA 300mg Vegetable Chewable Softgel","CAMBERT(M) SDN. BHD."
"453","MAL25026081T","E-Plus Ivy Leaf Extract 50mg Chewable Tablet","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"454","MAL25036184N","ELKEN CYANOR SPIRU CHEWABLE TABLET","MORETH SDN. BHD."
"455","MAL25046085NC","PROMUNE PD3 CHEWABLE TABLET","STELLAR BIO SDN BHD"
"456","MAL25046090NC","CGS GLUTA-C PLUS CHEWABLE TABLET (Lemon flavour)","CINDERELLA MIRACLE WORLD"
"457","MAL25046084NC","Nu-glo Chewable Tablet","Protech Health Sciences (M) Sdn Bhd"
"458","MAL25046103TC","Conforer Global Spirulina 250mg Chewable Tablet","CONFORER MEDI-CARE  ENTERPRISE"
