"#","Registration No / Notification No","Product Name","Holder"
"472","MAL08111924T","Er Ke Xing Su San Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"473","MAL10012454T","MELILEA Organic Botanical Powder","BMI CORPORATION SDN. BHD."
"474","MAL09062203T","CHONG CAO HOUZAO COUGH POWDER","S.H. UNIFLEX CHINESE MEDICAL FACTORY SDN BHD"
"475","MAL09032144T","Kuang Chin Huang Ginseng Plus Herbal Powder","Kuang Chin Huang Medicines Factory Sdn Bhd"
"476","MAL09032145T","Kuang Chin Huang Pearl Plus Herbal Powder","Kuang Chin Huang Medicines Factory Sdn Bhd"
"477","MAL09122789T","Yin Chen Wu Ling San Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"478","MAL09122790T","Yi Qi Cong Ming Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"479","MAL10070624T","Yi Guan Jian Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"480","MAL10012457T","Li Zhong Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"481","MAL09122791T","Bai Hu Jia Ren Shen Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"482","MAL09082824T","Fu Tu Dan Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"483","MAL09082825T","Shi Quan Da Bu Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"484","MAL09082826T","Ren Shen Yang Rong Tang Concoction Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"485","MAL09082827T","Bai Hu Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"486","MAL09072821T","Gui Zhi Jia Long Gu Mu Li Tang Concoction Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"487","MAL10070686T","Yu Quan Wan Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"488","MAL09100274T","Ba Wei Dai Xia Fang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"489","MAL09102972T","Sheng Hua Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"490","MAL09082834T","Hua Gai San Extract Powder ""ShengChang""","LIFECARE ESSENTIAL SDN. BHD."
"491","MAL09082835T","Yue Ju Wan Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"492","MAL09100275T","Gui Zhi Jia Shao Yao Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"493","MAL09082836T","Si Ni Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"494","MAL09082837T","Yin Chen Hao Tang Concoction Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"495","MAL09102973T","Dai Zhe Xuan Fu Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"496","MAL10080100T","Wu Yao Shun Qi San Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"497","MAL09102974T","San Zhong Kui Jian Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"498","MAL09072828T","Xiao Cheng Qi Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"499","MAL09082838T","Mu Xiang Bing Lang Wan Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"500","MAL09072829T","Ning Sou Wan Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"501","MAL09111755T","Dang Gui Si Ni Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"502","MAL09082839T","Fu Yuan Huo Xue Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"503","MAL09041786T","Hai Yang Brand Ginseng Powder","SG GLOBAL BIOTECH SDN. BHD."
"504","MAL09051451TC","Honbo Ginseng Powder","HAI-O MEDICINE SDN. BHD."
"505","MAL09072834T","Tong Qiao Huo Xue Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"506","MAL09100278T","Xi Gan Ming Mu Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"507","MAL09072835T","Run Chang Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"508","MAL09102981T","Huai Hua San Concoction Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"509","MAL09072836T","Ge Gen Huang Lian Huang Qin Tang Concoction Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"510","MAL09082848T","Qi Wei Bai Zhu San Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"511","MAL09102982T","Yi Yi Ren Tang Concoction Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"512","MAL09082849T","Xie Bai San Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"513","MAL09082850T","Yang Xin Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"514","MAL09102983T","Xiang Sha Yang Wei Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"515","MAL09102984T","Tiao Jing Wan Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"516","MAL10070625T","Zi Shen Ming Mu Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"517","MAL09072294T","ANi Reishi Powder 270mg","Reishilab Sdn Bhd"
"518","MAL11010045TC","ZHEN ZHU BAO YING SAN (GREATWALL BRAND) POWDER","GREATWALL TRADING COMPANY"
"519","MAL09100012TC","Shell-Broken Ganoderma Lucidum Spore Powder Capsule 250mg","Natural Summit Sdn Bhd"
"520","MAL09111791T","WESTROCK FABERMAX PIUST HERBAL FIBRE POWDER","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN. BHD."
"521","MAL10033168T","S-MINE CAMBOGIA PLUS POWDER","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"522","MAL10110064TC","HAO LIN DAN POWDER","TAT SEO HEALTH FACTORY PLT"
"523","MAL10120084TC","""VITA GREEN"" DUTONG POWDER","TAT SEO HEALTH FACTORY PLT"
"524","MAL10110097TC","HERBS GROCER STOMACHACHE POWDER PLUS","Fah Lian Herbs & Food Sdn. Bhd."
"525","MAL11070026T","Wei He Le Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"526","MAL10110073T","Ba Xian Tang Extract Powder ""Sheng Chang""","LIFECARE ESSENTIAL SDN. BHD."
"527","MAL10120093TC","One Nice Pearl Powder","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"528","MAL11070032TC","Hurix's GastroCare (Powder)","JIN BIN CORPORATION SDN. BHD."
"529","MAL20122232TE","YIGAHO WHEATGRASS POWDER","NATUREBIO LABORATORIES SDN.BHD"
"530","MAL14120003T","D.I. GINSENG HONEY GINGER POWDER","DYNAPHARM HERBAL (M) SDN. BHD."
"531","MAL15040004TC","Zan Wheatgrass 2g Powder","Hopematic Sdn Bhd"
"532","MAL15040031T","""Shen Lu"" Ginseng extract powder","Shenlu Biotech Sdn Bhd"
"533","MAL15120026TC","Agar Wood Plus Powder","KEAN TRADING SDN BHD"
"534","MAL16010039T","Sheng Loong Qing Hok Yun Powder","EXCEL HERBAL INDUSTRIES SDN. BHD."
"535","MAL16050023T","Herbaton Jing Feng Powder","WINWA MEDICAL SDN. BHD."
"536","MAL16060014T","Yi Shi Yuan Liu Wei Di Huang Wan Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"537","MAL16030046T","Yi Shi Yuan Xin Gui Zhi Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"538","MAL16030047T","Yi Shi Yuan Bu Zhong Yi Qi Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"539","MAL16030048T","Yi Shi Yuan Dang Gui Nian Tong Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"540","MAL16050025T","Yi Shi Yuan Xin Ba Zhen Yi Mu Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"541","MAL16030049T","Yi Shi Yuan Xin Xing Su Yin Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"542","MAL16050026T","Yi Shi Yuan Xin Xiao Chai Hu Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"543","MAL16030050T","Yi Shi Yuan Yang Yin Qing Fei Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"544","MAL16050027T","Yi Shi Yuan Sheng Mai Yin Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"545","MAL16060015T","Yi Shi Yuan Ling Gui Zhu Gan Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"546","MAL16030051T","Yi Shi Yuan Qi Ju Di Huang Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"547","MAL16030052T","Yi Shi Yuan Xin Qing Zao Jiu Fei Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"548","MAL16050030T","Yi Shi Yuan Si Ni San Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"549","MAL16060046T","Yi Shi Yuan Qiang Huo Sheng Shi Tang Fine Powder","Yi Si Yuan Trading Sdn. Bhd."
"550","MAL20162588HAE","PBAC FOSVET 250mg/g  Water Soluble Powder","Life Biopharma Sdn. Bhd."
"551","MAL20162577HA","Amprolium 20% w/w Water Soluble Powder","Nam Pharma Sdn. Bhd."
"552","MAL20162579HA","Neomycin 528.5 mg/g Water Soluble Powder","Nam Pharma Sdn. Bhd."
"553","MAL20162581HA","Rhomicosin 20FG Oral Powder 20%w/w","Rhone Ma Malaysia Sdn Bhd"
"554","MAL19913016X","ROWAROLAN POWDER","DCH AURIGA (MALAYSIA) SDN. BHD."
"555","MAL20040631X","RESINSODIO POWDER","THE ZYFAS MEDICAL CO.,"
"556","MAL06081262X","Nova Collagen Oral Powder","NOVA LABORATORIES SDN. BHD."
"557","MAL07061416XC","Life Green Powder","VIGORACE SDN BHD"
"558","MAL08010728X","Vitalon Oral Powder","NOVA LABORATORIES SDN. BHD."
"559","MAL11030112XC","HERBALIFE NUTRITION NW Formula Powder Mix","HERBALIFE PRODUCTS MALAYSIA SDN BHD"
"560","MAL09051599X","PROTEXIN RESTORE Multistrain Probiotics Plus in powder form","Vortexin Sdn. Bhd."
"561","MAL10070612XC","Naturion Fish Hydrolyzed Collagen Powder","NATURION SDN. BHD."
"562","MAL20000731AZ","DYSPORT POWDER FOR INJECTION","EP PLUS GROUP SDN. BHD."
"563","MAL20014475ARZ","HERCEPTIN VIAL 440MG POWDER FOR CONCENTRATE","ROCHE (MALAYSIA) SDN. BHD."
"564","MAL20041197ARZ","BERIPLEX P/N 500 POWDER FOR SOLUTION FOR INJECTION","DKSH MALAYSIA SDN. BHD."
"565","MAL20040147ACZ","OCTANINE F LYOPHILLISED POWDER FOR INTRAVENOUS ADMINISTRATION","Pharmaniaga Marketing Sdn Bhd"
"566","MAL20033680AZ","BIOSTATE HUMAN COAGULATION FACTOR VIII, POWDER FOR INJECTION","PUSAT DARAH NEGARA"
"567","MAL20051438AZ","FEIBA (Factor VIII Inhibitor Bypassing Activity) 25U/ml Powder and solvent for solution for infusion","Takeda Malaysia Sdn Bhd"
"568","MAL20051439AZ","FEIBA (Factor VIII Inhibitor Bypassing Activity) 50U/ml Powder and solvent for solution for infusion","Takeda Malaysia Sdn Bhd"
"569","MAL20041199AZ","REMICADE POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION","JOHNSON & JOHNSON SDN. BHD."
"570","MAL20040991AZ","Aleviate Human Coagulation Factor VIII/VWF Complex, Powder for Injection","DKSH MALAYSIA SDN. BHD."
"571","MAL20051437ARZ","Haemate P Powder and solvent for solution for injection or infusion","DKSH MALAYSIA SDN. BHD."
"572","MAL20061477AZ","IMMUNINE 120IU/ML Powder and solvent for solution for injection or infusion","Takeda Malaysia Sdn Bhd"
"573","MAL20061559AZ","IMMUNATE 50 IU/ML POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","Takeda Malaysia Sdn Bhd"
"574","MAL20061558AZ","IMMUNATE 100 IU/ML POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","Takeda Malaysia Sdn Bhd"
"575","MAL20081743AZ","Octaplex Powder and Solvent for Solution for Infusion","Pharmaniaga Marketing Sdn Bhd"
"576","MAL20081744AZ","Optivate POWDER FOR INJECTION","GERMAX SDN. BHD."
"577","MAL20091873ACRZ","XOLAIR 150MG POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"578","MAL20081816ARZ","PRIORIX-TETRA POWDER AND DILUENT FOR SOLUTION FOR INJECTION","GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD."
"579","MAL20081762AZ","ADVATE 250IU, POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","Takeda Malaysia Sdn Bhd"
"580","MAL20081763AZ","ADVATE 500IU, POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","Takeda Malaysia Sdn Bhd"
"581","MAL20081764AZ","ADVATE 1000IU, POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","Takeda Malaysia Sdn Bhd"
"582","MAL20081765AZ","ADVATE 1500IU, POWDER AND SOLVANT FOR SOLUTION FOR INJECTION","Takeda Malaysia Sdn Bhd"
"583","MAL20081813ARSZ","HERCEPTIN VIAL 150 MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION","ROCHE (MALAYSIA) SDN. BHD."
"584","MAL20081841AZ","GENOTROPIN� 12MG POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","PFIZER (MALAYSIA) SDN. BHD."
"585","MAL20081840AZ","GENOTROPIN� 5.3MG POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","PFIZER (MALAYSIA) SDN. BHD."
"586","MAL20091920ACZ","BeneFIX , powder and solvent for solution for injection, 250 IU/Vial.","PFIZER (MALAYSIA) SDN. BHD."
"587","MAL20091921AZ","BeneFIX  powder and solvent for solution for injection 500 IU/VIAL.","PFIZER (MALAYSIA) SDN. BHD."
"588","MAL20091922AZ","BeneFIX, Powder and  Solvent for solution for Injection 1000 IU/Vial.","PFIZER (MALAYSIA) SDN. BHD."
"589","MAL20091923ACZ","BeneFIX, powder and solvent for solution for injection  2000 IU/Vial..","PFIZER (MALAYSIA) SDN. BHD."
"590","MAL20091989AZ","Xyntha 250 IU Powder and Solvent for Solution for Injection","PFIZER (MALAYSIA) SDN. BHD."
"591","MAL20091991AZ","Xyntha 1000 IU Powder and Solvent for Solution for Injection","PFIZER (MALAYSIA) SDN. BHD."
"592","MAL20091990AZ","Xyntha 500 IU Powder and Solvent for Solution for Injection","PFIZER (MALAYSIA) SDN. BHD."
"593","MAL20091992AZ","Xyntha 2000 IU Powder and Solvent for Solution for Injection","PFIZER (MALAYSIA) SDN. BHD."
"594","MAL20102057AZ","NOVOSEVEN 2MG POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"595","MAL20102056AZ","NOVOSEVEN 1MG POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"596","MAL20091982AZ","Myozyme Powder for Solution for Injection","SANOFI-AVENTIS (MALAYSIA) SDN. BHD."
"597","MAL20102081AZ","Pergoveris 150IU/75IU powder and solvent for solution for injection","MERCK SDN. BHD."
"598","MAL20102066ARZ","MENVEO POWDER & SOLUTION FOR SOLUTION FOR INJECTION","GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD."
"599","MAL19870513AZ","SOLU-MEDROL STERILE POWDER 500MG","PFIZER (MALAYSIA) SDN. BHD."
"600","MAL19870514AZ","SOLU-MEDROL STERILE POWDER 1000MG","PFIZER (MALAYSIA) SDN. BHD."
"601","MAL19970271ACZ","ZITHROMAX POWDER FOR ORAL SUSPENSION","PFIZER (MALAYSIA) SDN. BHD."
"602","MAL19970629ARZ","CAVERJECT STERILE POWDER INJECTION","PFIZER (MALAYSIA) SDN. BHD."
"603","MAL20021353AZ","Cetrotide 0.25 mg powder and solvent for solution for injection","MERCK SDN. BHD."
"604","MAL20071669ACZ","VFEND POWDER FOR ORAL SUSPENSION 40MG/ML","PFIZER (MALAYSIA) SDN. BHD."
"605","MAL06091382ARZ","Menopur Powder for Injection and Solvent 75 IU","Ferring Sdn. Bhd."
"606","MAL20061610ARZ","TYGACIL (TIGECYCLINE) 50MG LYOPHILIZED POWDER FOR INTRAVENOUS INFUSION","PFIZER (MALAYSIA) SDN. BHD."
"607","MAL20101997ACRZ","VIDAZA POWDER FOR SUSPENSION FOR INJECTION 100 MG /VIAL","DKSH MALAYSIA SDN. BHD."
"608","MAL20102095ACRZ","ONBREZ BREEZHALER 150MCG INHALATION POWDER HARD CAPSULE","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"609","MAL19890408AZ","Ampicilla Powder for Oral Suspension 125mg/5ml","INSPIRAPHARMA SDN. BHD."
"610","MAL19961700AZ","RETORIN POWDER FOR SUSPENSION 200MG/5ML","SM PHARMACEUTICALS SDN. BHD."
"611","MAL19970047AZ","BECLOMET EASYHALER 200MCG/DOSE INHALATION POWDER","ORION PHARMA (MY) SDN. BHD."
"612","MAL19973591AZ","BUVENTOL EASYHALER 100MCG/DOSE INHALATION POWDER","ORION PHARMA (MY) SDN. BHD."
"613","MAL19973592AZ","BUVENTOL EASYHALER 200MCG/DOSE INHALATION POWDER","ORION PHARMA (MY) SDN. BHD."
"614","MAL20020793AZ","MEDOCEF 1G POWDER FOR INJECTION","KOMEDIC SDN BHD"
"615","MAL20020794AZ","MEDOCEF 2GM POWDER FOR INJECTION","KOMEDIC SDN BHD"
"616","MAL20002453AZ","TRIXONE STERILE POWDER FOR INJECTION 1G","HEALOL PHARMACEUTICALS SDN. BHD."
"617","MAL20034650AZ","MEDAXONUM 1G POWDER FOR SOLUTION FOR INJECTION/ INFUSION","KOMEDIC SDN BHD"
"618","MAL20034626AZ","MYOVIEW POWDER FOR INJECTION","ALATAN TEKNOLOGI SDN. BHD."
"619","MAL04125479AZ","GIONA EASYHALER 200 MCG/DOSE INHALATION POWDER","ORION PHARMA (MY) SDN. BHD."
"620","MAL04125480AZ","GIONA EASYHALER 100 MCG/DOSE INHALATION POWDER","ORION PHARMA (MY) SDN. BHD."
"621","MAL05072020ASZ","Curam Powder for oral suspension 156.25mg/5ml","SANDOZ PRODUCTS MALAYSIA SDN. BHD."
"622","MAL05072028ASZ","Curam powder for oral suspension 312.5mg/5ml","SANDOZ PRODUCTS MALAYSIA SDN. BHD."
"623","MAL05121157ACZ","Clavicin 1.2g Powder for Injection","UNIMED SDN. BHD."
"624","MAL06071073AZ","IMEXA POWDER FOR ORAL SUSPENSION 200mg/5ml","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"625","MAL06111328AZ","CLOXACILLA POWDER FOR SYRUP 125 MG / 5 ML","INSPIRAPHARMA SDN. BHD."
"626","MAL09032000AZ","Clamentin powder for syrup 31.25mg/ml","Y.S.P. INDUSTRIES (M) SDN. BHD."
"627","MAL10043683AZ","CEFPER  1 g  POWDER FOR INJECTION","MEDISPEC (M) SDN. BHD."
"628","MAL20091907AZ","MALAYAN PIT VIPER ANTIVENIN (PURIFIED) STERILE POWDER FOR INJECTION","IDAMAN PHARMA SDN. BHD."
"629","MAL20091909AZ","COBRA ANTIVENIN (PURIFIED) STERILE POWDER FOR INJECTION","IDAMAN PHARMA SDN. BHD."
"630","MAL09011454AZ","GEMEBINE 1000 (Gemcitabine Powder for Solution for Infusion 1000 mg)","JETPHARMA SDN. BHD."
"631","MAL09011455AZ","Gemebine 200 (Gemcitabine Powder for Solution for Infusion 200mg)","JETPHARMA SDN. BHD."
"632","MAL10120018AZ","VERAPIME Powder for Injection 1g/vial","PHARMAFORTE (MALAYSIA) SDN. BHD."
"633","MAL10120019AZ","VERAPIME Powder for Injection 2g/vial","PHARMAFORTE (MALAYSIA) SDN. BHD."
"634","MAL10110124ACRZ","DIAMOX Sodium 500mg Powder for Solution for Injection","ZULAT PHARMACY SDN. BHD."
"635","MAL09051572ACZ","Binozyt 200mg/5ml Powder For Oral Suspension","SANDOZ PRODUCTS MALAYSIA SDN. BHD."
"636","MAL12050001ACZ","ARTESUN POWDER FOR INJECTION 60 MG","RX PHARMA SDN. BHD."
"637","MAL20152503AZ","Sintrix Powder for IM/IV Injection 500mg","SUNWARD PHARMACEUTICAL SDN. BHD."
"638","MAL20152504AZ","Sintrix Powder for IM/IV Injection 1g","SUNWARD PHARMACEUTICAL SDN. BHD."
"639","MAL20152506AZ","Sunacef Powder for Injection 750mg","SUNWARD PHARMACEUTICAL SDN. BHD."
"640","MAL20152505AZ","Sunacef Powder for Injection 1.5g","SUNWARD PHARMACEUTICAL SDN. BHD."
"641","MAL11080005AZ","HuMoG 75IU powder for injection","BSV BIOSCIENCE MALAYSIA SDN. BHD."
"642","MAL20132337AZ","AUROPENNZ POWDER FOR INJECTION 3.0g","UNIMED SDN. BHD."
"643","MAL14010006ACZ","AZOMAX Powder For Injection 500mg/vial","PAHANG PHARMACY SDN. BHD."
"644","MAL12080002AZ","Monem 500 mg  POWDER FOR INJECTION","MEDISPEC (M) SDN. BHD."
"645","MAL12080003AZ","Monem 1 g  POWDER FOR INJECTION","MEDISPEC (M) SDN. BHD."
"646","MAL20112175AZ","GONAL-F® 450 IU/0.75 ML POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","MERCK SDN. BHD."
"647","MAL20112177AZ","GONAL-F® 75 IU (5.5MCG) POWDER AND SOLVENT FOR SOLUTION FOR INJECTION","MERCK SDN. BHD."
"648","MAL19930008XZ","Three Legs Ai Kan Shan Fever Powder Paracetamol 500mg/Sachet","SYARIKAT WEN KEN DRUG SDN. BHD."
"649","MAL19930010XZ","Three Legs Medicinal Powder Aspirin 600mg/Sachet","SYARIKAT WEN KEN DRUG SDN. BHD."
"650","MAL19900327XZ","CANDID DUSTING POWDER 1%","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"651","MAL19986445X","Forlax 10g Powder for Oral Solution","ZUELLIG PHARMA SDN. BHD."
"652","MAL20001838AZ","KALIMATE POWDER","PHARMAFORTE (MALAYSIA) SDN. BHD."
"653","MAL06100621AZ","RESINCALCIO ORAL POWDER","THE ZYFAS MEDICAL CO.,"
"654","MAL07090895XZ","Mycoderm-C  Powder 1% w/w","UNIMED SDN. BHD."
"655","MAL06121054X","Cartril-S 1500mg Powder","Duopharma Marketing Sdn. Bhd."
"656","MAL07021535X","Zarthrimin Oral Powder 1.5g/4.0g","NOVA LABORATORIES SDN. BHD."
"657","MAL07091043X","Flexsa 1500 Powder","MEGA LIFESCIENCES SDN. BHD."
"658","MAL09102916XCZ","Kok Ons Motan Powder Paracetamol 500mg/sachet","SEE HAI TAT"
"659","MAL07091052X","flexijoint Glucosamine 1500mg Powder","WINWA MEDICAL SDN. BHD."
"660","MAL07125185X","OSTEOACTIV Glucosamine 1000mg Powder","WINWA MEDICAL SDN. BHD."
"661","MAL09032012X","Zetril Powder 1500mg","IMEKS PHARMA SDN. BHD."
"662","MAL08032211XZ","Restors Oral Powder","WINWA MEDICAL SDN. BHD."
"663","MAL10053679X","Smecta Orange-Vanilla Flavour Powder for Oral Suspension 3g","ZUELLIG PHARMA SDN. BHD."
"664","MAL15080037HX","Le-Cylate 800 mg/g Water Soluble Powder","Nam Pharma Sdn. Bhd."
"665","MAL15120078HX","Salicyl 1000 mg/g Soluble Powder","Life Biopharma Sdn. Bhd."
"666","MAL16010017HX","QUEMOX POWDER 50mg/g","Y.S.P. INDUSTRIES (M) SDN. BHD."
"667","MAL14010007HX","Para 500g/kg Water Soluble Powder","Nam Pharma Sdn. Bhd."
"668","MAL15070026HX","Broxin 2% Water Soluble Powder","Shennong Animal Health (Malaysia) Sdn. Bhd."
"669","MAL14070094HXC","Paracetamol 50% w/w Water Soluble Powder","Nutri Pharmax Sdn Bhd"
"670","MAL15030014HX","PAN-CURE Dewormer 4 % Premix Powder","Weissen Company (m) Sdn. Bhd."
"671","MAL14090131HX","Fen-Guard 8% Powder","Life Biopharma Sdn. Bhd."
"672","MAL14030034HA","Cephan Water Soluble Powder 500mg/g","Y.S.P. INDUSTRIES (M) SDN. BHD."
"673","MAL14050035HA","Maduramicin Ammonium Premix 1% Powder","Weissen Company (m) Sdn. Bhd."
"674","MAL11040018HA","AMOX-500MG Water Soluble Powder","Life Biopharma Sdn. Bhd."
"675","MAL15030019HAC","TYLOSIN-100 Water Soluble Powder","GENPHARMA SDN. BHD"
"676","MAL14050039HA","SDMT 480 Water Soluble Powder","Life Biopharma Sdn. Bhd."
"677","MAL14050038HA","ZENTA 100KIU Soluble Powder","Life Biopharma Sdn. Bhd."
"678","MAL14050050HA","Nystatin 50g/kg Premix Powder","Life Biopharma Sdn. Bhd."
"679","MAL14050037HA","Nystatin FG Oral Powder 123.2 MIU/kg","Rhone Ma Malaysia Sdn Bhd"
"680","MAL12050017HA","Trixine Powder","Y.S.P. INDUSTRIES (M) SDN. BHD."
"681","MAL14050071HA","Sulfa-Q 25%w/w Water Soluble Powder","Life Biopharma Sdn. Bhd."
"682","MAL11080041HA","RACTO-80 Powder","PAHANG PHARMACY SDN. BHD."
"683","MAL14120171HA","Rhonamox 50 FG Oral Powder 50% w/w","Rhone Ma Malaysia Sdn Bhd"
"684","MAL14080154HA","CTSURE 50% POWDER","RANGE PHARMA SDN. BHD."
"685","MAL14080153HA","DOXSURE 50% POWDER","RANGE PHARMA SDN. BHD."
"686","MAL14080155HA","APRASURE 50% POWDER","RANGE PHARMA SDN. BHD."
"687","MAL14090125HAC","DOXYVET 50% Water Soluble Powder","Lim Seng Pharmachem Sdn Bhd"
"688","MAL14080162HA","CEFALEXOL 50% Powder","RANGE PHARMA SDN. BHD."
"689","MAL15070048HA","Qilu Maduramicin Ammonium 1% (w/w) Premix Powder","Prima Inter-chem Sdn. Bhd."
"690","MAL15070050HA","Aviax 50 gram/kg Powder","Phibro Corporation (m) Sdn Bhd"
"691","MAL14080147HA","Droxy-50 Water Soluble Powder","Nam Pharma Sdn. Bhd."
"692","MAL15070064HA","SULFACOX 50% POWDER","RANGE PHARMA SDN. BHD."
"693","MAL15070051HA","Kapramycin Apramycin 33.3% Soluble Powder","Nutri Pharmax Sdn Bhd"
"694","MAL10100035HA","FLORGEN-150 Medicated Premix Powder","PAHANG PHARMACY SDN. BHD."
"695","MAL13080029HA","CenDox 20 Water Soluble Powder","Life Biopharma Sdn. Bhd."
"696","MAL14080156HA","FLOROSURE 50% Powder","RANGE PHARMA SDN. BHD."
"697","MAL14080160HA","LINCO ACTINMIX POWDER","RANGE PHARMA SDN. BHD."
"698","MAL14080146HA","DIOXYTET-200 Medicated Premix Powder","PAHANG PHARMACY SDN. BHD."
"699","MAL10120044HA","Doxylin Water Soluble Powder 500mg/g","Y.S.P. INDUSTRIES (M) SDN. BHD."
"700","MAL14110180HA","EMICIN-300 Water Soluble Powder","PAHANG PHARMACY SDN. BHD."
"701","MAL14110199HAC","TMP/S-400 Medicated Premix Powder","GENPHARMA SDN. BHD"
"702","MAL14110179HA","TIANJIN XINXING ZINC BACITRACIN 15% W/W POWDER","Gladron Chemicals Sdn Bhd"
