q_letter,local_pack_code,drug_id,generic_name,brand_name_strength_dosage,mfr_code,manufacturer_name,price_type,exfactory_price_raw,amount_moh_pays_raw,exfactory_price,reimbursable_price,public_with_vat,copay,interchangeable,limited_use,therapeutic_notes_requirements,qa_notes,detail_url
a,02461781,02461781,BREXPIPRAZOLE,Rexulti 3mg Tab,OTS,Otsuka Pharmaceutical Co. Ltd.,UNIT,3.5000,3.5000,3.5000,3.5000,3.7800,0.2800,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02461781
a,02461803,02461803,BREXPIPRAZOLE,Rexulti 4mg Tab,OTS,Otsuka Pharmaceutical Co. Ltd.,UNIT,3.5000,3.5000,3.5000,3.5000,3.7800,0.2800,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02461803
a,02236876,02236876,BRIMONIDINE,Alphagan 0.2% Oph Sol,ALL,Allergan Inc.,UNIT,3.7970,1.1550,3.7970,1.1550,4.1008,2.9458,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02236876
a,02248151,02248151,BRIMONIDINE,Alphagan P 0.15% Oph Sol,ALL,Allergan Inc.,UNIT,2.6017,2.0305,2.6017,2.0305,2.8098,0.7793,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02248151
a,02301334,02301334,BRIMONIDINE,Brimonidine P 0.15% Oph Sol,AAP,A A Pharma Inc.,UNIT,2.0305,2.0305,2.0305,2.0305,2.1929,0.1624,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02301334
a,02515377,02515377,BRIMONIDINE,Brimonidine Tartrate Ophthalmic Solution 0.2% Oph Sol,TCI,Teligent Canada Inc.,UNIT,1.1550,1.1550,1.1550,1.1550,1.2474,0.0924,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02515377
a,02449226,02449226,BRIMONIDINE,Jamp-Brimonidine 0.2% Oph Sol,JPC,Jamp Pharma Corporation,UNIT,1.1550,1.1550,1.1550,1.1550,1.2474,0.0924,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02449226
a,02507811,02507811,BRIMONIDINE,Med-Brimonidine 0.2% Oph Sol,GMP,Generic Medical Partners Inc.,UNIT,1.1550,1.1550,1.1550,1.1550,1.2474,0.0924,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02507811
a,02305429,02305429,BRIMONIDINE,Sandoz Brimonidine 0.2% Oph Sol,SDZ,Sandoz Canada Inc.,UNIT,1.1550,1.1550,1.1550,1.1550,1.2474,0.0924,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02305429
a,02375311,02375311,BRIMONIDINE TARTRATE & TIMOLOL MALEATE,Apo-Brimonidine-Timop 0.2% & 0.5% Oph Sol-10mL Pk,APX,Apotex Inc.,PACK,23.2900,23.2900,23.2900,23.2900,25.1532,1.8632,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375311
a,09857298,09857298,BRIMONIDINE TARTRATE & TIMOLOL MALEATE,Combigan 0.2% & 0.5% Oph Sol-10mL Pk,ALL,Allergan Inc.,PACK,46.5800,23.2900,46.5800,23.2900,50.3064,27.0164,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=09857298
a,02531704,02531704,BRIMONIDINE TARTRATE & TIMOLOL MALEATE,Jamp Brimonidine/Timolol 0.2% & 0.5% Oph Sol-10mL Pk,JPC,Jamp Pharma Corporation,PACK,23.2900,23.2900,23.2900,23.2900,25.1532,1.8632,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02531704
a,02238873,02238873,BRINZOLAMIDE,Azopt 1% Oph Susp,NOV,Novartis Pharma Canada Inc.,UNIT,3.5560,3.5560,3.5560,3.5560,3.8405,0.2845,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02238873
a,02435411,02435411,BRINZOLAMIDE & BRIMONIDINE TARTRATE,Simbrinza 1.0% & 0.2% Oph Susp-10mL Pk,NOV,Novartis Pharma Canada Inc.,PACK,50.6900,50.6900,50.6900,50.6900,54.7452,4.0552,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02435411
a,02331624,02331624,BRINZOLAMIDE & TIMOLOL MALEATE,Azarga 1% & 0.5% Oph Susp-5mL Pk,NOV,Novartis Pharma Canada Inc.,PACK,20.4000,20.4000,20.4000,20.4000,22.0320,1.6320,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02331624
a,02538695,02538695,BRIVARACETAM,Apo-Brivaracetam 50mg Tab,APX,Apotex Inc.,UNIT,2.1600,2.1600,2.1600,2.1600,2.3328,0.1728,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02538695
a,02538687,02538687,BRIVARACETAM,Apo-Brivaracetam 25mg Tab,APX,Apotex Inc.,UNIT,2.3760,2.3760,2.3760,2.3760,2.5661,0.1901,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02538687
a,02538709,02538709,BRIVARACETAM,Apo-Brivaracetam 75mg Tab,APX,Apotex Inc.,UNIT,2.3760,2.3760,2.3760,2.3760,2.5661,0.1901,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02538709
a,02538679,02538679,BRIVARACETAM,Apo-Brivaracetam 10mg Tab,APX,Apotex Inc.,UNIT,2.3760,2.3760,2.3760,2.3760,2.5661,0.1901,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02538679
a,02538717,02538717,BRIVARACETAM,Apo-Brivaracetam 100mg Tab,APX,Apotex Inc.,UNIT,2.1600,2.1600,2.1600,2.1600,2.3328,0.1728,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02538717
a,02539306,02539306,BRIVARACETAM,Auro-Brivaracetam 100mg Tab,AUR,Auro Pharma Inc.,UNIT,2.1600,2.1600,2.1600,2.1600,2.3328,0.1728,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02539306
a,02539292,02539292,BRIVARACETAM,Auro-Brivaracetam 50mg Tab,AUR,Auro Pharma Inc.,UNIT,2.1600,2.1600,2.1600,2.1600,2.3328,0.1728,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02539292
a,02452952,02452952,BRIVARACETAM,Brivlera 50mg Tab,UCB,UCB Canada Inc.,UNIT,4.3200,2.1600,4.3200,2.1600,4.6656,2.5056,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02452952
a,02452944,02452944,BRIVARACETAM,Brivlera 25mg Tab,UCB,UCB Canada Inc.,UNIT,4.3200,2.3760,4.3200,2.3760,4.6656,2.2896,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02452944
a,02452936,02452936,BRIVARACETAM,Brivlera 10mg Tab,UCB,UCB Canada Inc.,UNIT,4.3200,2.3760,4.3200,2.3760,4.6656,2.2896,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02452936
a,02452979,02452979,BRIVARACETAM,Brivlera 100mg Tab,UCB,UCB Canada Inc.,UNIT,4.3200,2.1600,4.3200,2.1600,4.6656,2.5056,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02452979
a,02452960,02452960,BRIVARACETAM,Brivlera 75mg Tab,UCB,UCB Canada Inc.,UNIT,4.3200,2.3760,4.3200,2.3760,4.6656,2.2896,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02452960
a,02473623,02473623,BRODALUMAB,Siliq 210mg/1.5mL Inj Sol-Pref Syr,VAL,Valeant Canada Ltd.,UNIT,645.0000,645.0000,645.0000,645.0000,696.6000,51.6000,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02473623
a,02496976,02496976,BROLUCIZUMAB,Beovu 6mg/0.05mL Inj Sol-0.05mL Pref Syr (Preservative-Free),NOV,Novartis Pharma Canada Inc.,UNIT,1390.0000,1390.0000,1390.0000,1390.0000,1501.2000,111.2000,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02496976
a,02177188,02177188,BROMAZEPAM,Apo-Bromazepam 6mg Tab,APX,Apotex Inc.,UNIT,0.1310,0.1310,0.1310,0.1310,0.1415,0.0105,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02177188
a,02177161,02177161,BROMAZEPAM,Apo-Bromazepam 3mg Tab,APX,Apotex Inc.,UNIT,0.0897,0.0897,0.0897,0.0897,0.0969,0.0072,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02177161
a,02177153,02177153,BROMAZEPAM,Apo-Bromazepam 1.5mg Tab,APX,Apotex Inc.,UNIT,0.1028,0.1028,0.1028,0.1028,0.1110,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02177153
a,00518131,00518131,BROMAZEPAM,Lectopam (Not a Benefit) 6mg Tab,HLR,Hoffmann-La Roche Limited,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00518131
a,00682314,00682314,BROMAZEPAM,Lectopam (Not a Benefit) 1.5mg Tab,HLR,Hoffmann-La Roche Limited,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00682314
a,00518123,00518123,BROMAZEPAM,Lectopam (Not a Benefit) 3mg Tab,HLR,Hoffmann-La Roche Limited,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00518123
a,02230584,02230584,BROMAZEPAM,Teva-Bromazepam 3mg Tab,TEV,Teva Canada Limited,UNIT,0.0897,0.0897,0.0897,0.0897,0.0969,0.0072,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02230584
a,02230585,02230585,BROMAZEPAM,Teva-Bromazepam 6mg Tab,TEV,Teva Canada Limited,UNIT,0.1310,0.1310,0.1310,0.1310,0.1415,0.0105,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02230585
a,02537788,02537788,BROMFENAC,Apo-Bromfenac (Off-Formulary Interchangeable) 0.07% w/v Oph Sol (With Preservative),APX,Apotex Inc.,UNIT,8.5000,N/A,8.5000,8.5000,9.1800,0.6800,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02537788
a,02439123,02439123,BROMFENAC,Prolensa (Off-Formulary Interchangeable) 0.07% w/v Oph Sol (With Preservative),BSH,Bausch & Lomb Canada Inc,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02439123
a,02230454,02230454,BROMOCRIPTINE,Bromocriptine 5mg Cap,AAP,A A Pharma Inc.,UNIT,1.7097,1.7097,1.7097,1.7097,1.8465,0.1368,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02230454
a,00568643,00568643,BROMOCRIPTINE,Parlodel (Not a Benefit) 5mg Cap,NOV,Novartis Pharma Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00568643
a,02087324,02087324,BROMOCRIPTINE,Bromocriptine 2.5mg Tab,AAP,A A Pharma Inc.,UNIT,1.0800,1.0800,1.0800,1.0800,1.1664,0.0864,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02087324
a,00371033,00371033,BROMOCRIPTINE,Parlodel (Not a Benefit) 2.5mg Tab,NOV,Novartis Pharma Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00371033
a,02229099,02229099,BUDESONIDE,Pulmicort Nebuamp 0.125mg/mL Inh Susp,AZC,AstraZeneca,UNIT,0.2724,0.1143,0.2724,0.1143,0.2942,0.1799,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02229099
a,01978918,01978918,BUDESONIDE,Pulmicort Nebuamp 0.25mg/mL Inh Susp,AZC,AstraZeneca,UNIT,0.5458,0.3593,0.5458,0.3593,0.5895,0.2302,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01978918
a,01978926,01978926,BUDESONIDE,Pulmicort Nebuamp 0.5mg/mL Inh Susp,AZC,AstraZeneca,UNIT,1.0888,0.4559,1.0888,0.4559,1.1759,0.7200,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01978926
a,02494272,02494272,BUDESONIDE,Taro-Budesonide 0.25mg/mL Inh Susp,TAR,Taro Pharmaceuticals Inc.,UNIT,0.3593,0.3593,0.3593,0.3593,0.3880,0.0287,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02494272
a,02494280,02494280,BUDESONIDE,Taro-Budesonide 0.5mg/mL Inh Susp,TAR,Taro Pharmaceuticals Inc.,UNIT,0.4559,0.4559,0.4559,0.4559,0.4924,0.0365,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02494280
a,02494264,02494264,BUDESONIDE,Taro-Budesonide 0.125mg/mL Inh Susp,TAR,Taro Pharmaceuticals Inc.,UNIT,0.1143,0.1143,0.1143,0.1143,0.1234,0.0091,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02494264
a,02465957,02465957,BUDESONIDE,Teva-Budesonide 0.5mg/mL Inh Susp,TEV,Teva Canada Limited,UNIT,0.4559,0.4559,0.4559,0.4559,0.4924,0.0365,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02465957
a,02465949,02465949,BUDESONIDE,Teva-Budesonide 0.125mg/mL Inh Susp,TEV,Teva Canada Limited,UNIT,0.1143,0.1143,0.1143,0.1143,0.1234,0.0091,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02465949
a,02231923,02231923,BUDESONIDE,Rhinocort Aqua 64mcg/Metered Dose Nas Sp-120 Dose Pk,MCL,McNeil Consumer Products Co.,PACK,11.0400,11.0400,11.0400,11.0400,11.9232,0.8832,NO,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02231923
a,02230648,02230648,BUDESONIDE,Mylan-Budesonide AQ 100mcg/Metered Dose Nas Sp-165 Dose Pk,MYL,Mylan Pharmaceuticals ULC,PACK,12.7400,12.7400,12.7400,12.7400,13.7592,1.0192,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02230648
a,01974432,01974432,BUDESONIDE,Rhinocort Aqua (Not a Benefit) 100mcg/Metered Dose Nas Sp-165 Dose Pk,AST,Astra Pharma Inc.,PACK,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01974432
a,00851752,00851752,BUDESONIDE,Pulmicort Turbuhaler 200mcg/Metered Dose Pd Inh-200 Dose Pk,AZC,AstraZeneca,PACK,78.2690,78.2690,78.2690,78.2690,84.5305,6.2615,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00851752
a,00851760,00851760,BUDESONIDE,Pulmicort Turbuhaler 400mcg/Metered Dose Pd Inh-200 Dose Pk,AZC,AstraZeneca,PACK,114.2465,114.2465,114.2465,114.2465,123.3862,9.1397,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00851760
a,00852074,00852074,BUDESONIDE,Pulmicort Turbuhaler 100mcg/Metered Dose Pd Inh-200 Dose Pk,AZC,AstraZeneca,PACK,38.2735,38.2735,38.2735,38.2735,41.3354,3.0619,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00852074
a,02498057,02498057,BUDESONIDE,Uceris 2mg/Act Rectal Foam-14 Act Canister,BHC,Bausch Health Canada Inc.,UNIT,99.9600,99.9600,99.9600,99.9600,107.9568,7.9968,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02498057
a,02245385,02245385,BUDESONIDE & FORMOTEROL FUMARATE DIHYDRATE,Symbicort 100 Turbuhaler 100mcg/6mcg Pd Inh-120 Dose Pk,AZC,AstraZeneca,PACK,78.3613,78.3613,78.3613,78.3613,84.6302,6.2689,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02245385
a,02245386,02245386,BUDESONIDE & FORMOTEROL FUMARATE DIHYDRATE,Symbicort 200 Turbuhaler 200mcg/6mcg Pd Inh-120 Dose Pk,AZC,AstraZeneca,PACK,101.8235,101.8235,101.8235,101.8235,109.9694,8.1459,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02245386
a,02518058,02518058,BUDESONIDE&GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)&FORMOTEROL FUMARATE DIHYDRATE,Breztri Aerosphere 160mcg & 7.2mcg & 5mcg/Act Metered Dose Inh-120 Dose Pk,AZC,AstraZeneca,PACK,127.0000,127.0000,127.0000,127.0000,137.1600,10.1600,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02518058
a,02483084,02483084,BUPRENORPHINE,Sublocade 100mg/0.5mL Inj Sol- 0.5mL Pref Syr,IND,Indivior UK Limited,UNIT,550.0000,550.0000,550.0000,550.0000,594.0000,44.0000,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02483084
a,02483092,02483092,BUPRENORPHINE,Sublocade 300mg/1.5mL Inj Sol- 1.5mL Pref Syr,IND,Indivior UK Limited,UNIT,550.0000,550.0000,550.0000,550.0000,594.0000,44.0000,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02483092
a,02453916,02453916,BUPRENORPHINE & NALOXONE,Act Buprenorphine/Naloxone 8mg & 2mg SL Tab,ACV,Actavis Pharma Company,UNIT,2.3650,2.3650,2.3650,2.3650,2.5542,0.1892,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02453916
a,02453908,02453908,BUPRENORPHINE & NALOXONE,Act Buprenorphine/Naloxone 2mg & 0.5mg SL Tab,ACV,Actavis Pharma Company,UNIT,1.3350,1.3350,1.3350,1.3350,1.4418,0.1068,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02453908
a,02424851,02424851,BUPRENORPHINE & NALOXONE,PMS-Buprenorphine-Naloxone 2mg & 0.5mg SL Tab,PMS,Pharmascience Inc.,UNIT,1.3350,1.3350,1.3350,1.3350,1.4418,0.1068,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02424851
a,02424878,02424878,BUPRENORPHINE & NALOXONE,PMS-Buprenorphine-Naloxone 8mg & 2mg SL Tab,PMS,Pharmascience Inc.,UNIT,2.3650,2.3650,2.3650,2.3650,2.5542,0.1892,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02424878
a,02295695,02295695,BUPRENORPHINE & NALOXONE,Suboxone 2mg & 0.5mg SL Tab,IND,Indivior UK Limited,UNIT,2.7261,1.3350,2.7261,1.3350,2.9442,1.6092,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02295695
a,02295709,02295709,BUPRENORPHINE & NALOXONE,Suboxone 8mg & 2mg SL Tab,IND,Indivior UK Limited,UNIT,4.8293,2.3650,4.8293,2.3650,5.2156,2.8506,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02295709
a,02502356,02502356,BUPRENORPHINE & NALOXONE,Suboxone 12mg & 3mg Soluble Film,IND,Indivior UK Limited,UNIT,7.0950,7.0950,7.0950,7.0950,7.6626,0.5676,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02502356
a,02502348,02502348,BUPRENORPHINE & NALOXONE,Suboxone 8mg & 2mg Soluble Film,IND,Indivior UK Limited,UNIT,4.7300,4.7300,4.7300,4.7300,5.1084,0.3784,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02502348
a,02502313,02502313,BUPRENORPHINE & NALOXONE,Suboxone 2mg & 0.5mg Soluble Film,IND,Indivior UK Limited,UNIT,2.6700,2.6700,2.6700,2.6700,2.8836,0.2136,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02502313
a,02474921,02474921,BUPRENORPHINE HYDROCHLORIDE,Probuphine 80mg Subdermal Implant-Kit Pk,KNT,Knight Therapeutics Inc.,PACK,1495.0000,1495.0000,1495.0000,1495.0000,1614.6000,119.6000,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02474921
a,02439654,02439654,BUPROPION HCL,Act Bupropion XL 150mg ER Tab,ACV,Actavis Pharma Company,UNIT,0.2926,0.2926,0.2926,0.2926,0.3160,0.0234,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02439654
a,02439662,02439662,BUPROPION HCL,Act Bupropion XL 300mg ER Tab,ACV,Actavis Pharma Company,UNIT,0.5853,0.5853,0.5853,0.5853,0.6321,0.0468,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02439662
a,02475804,02475804,BUPROPION HCL,Taro-Bupropion XL 150mg ER Tab,SPC,Sun Pharma,UNIT,0.2926,0.2926,0.2926,0.2926,0.3160,0.0234,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02475804
a,02475812,02475812,BUPROPION HCL,Taro-Bupropion XL 300mg ER Tab,SPC,Sun Pharma,UNIT,0.5853,0.5853,0.5853,0.5853,0.6321,0.0468,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02475812
a,02275090,02275090,BUPROPION HCL,Wellbutrin XL 150mg ER Tab,VAL,Valeant Canada Ltd.,UNIT,0.6211,0.2926,0.6211,0.2926,0.6708,0.3782,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02275090
a,02275104,02275104,BUPROPION HCL,Wellbutrin XL 300mg ER Tab,VAL,Valeant Canada Ltd.,UNIT,1.2425,0.5853,1.2425,0.5853,1.3419,0.7566,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02275104
a,02238441,02238441,BUPROPION HCL,Zyban 150mg SR Tab,VAL,Valeant Canada Ltd.,UNIT,1.3275,1.3275,1.3275,1.3275,1.4337,0.1062,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02238441
a,02275082,02275082,BUPROPION HCL,Odan Bupropion SR 150mg Tab,ODN,Odan Laboratories Ltd.,UNIT,0.9169,0.9169,0.9169,0.9169,0.9903,0.0734,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02275082
a,02275074,02275074,BUPROPION HCL,Odan Bupropion SR 100mg Tab,ODN,Odan Laboratories Ltd.,UNIT,0.5260,0.5260,0.5260,0.5260,0.5681,0.0421,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02275074
a,02237824,02237824,BUPROPION HCL,Wellbutrin SR (Not a Benefit) 100mg Tab,BIO,Biovail Pharmaceuticals Canada,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02237824
a,02237825,02237825,BUPROPION HCL,Wellbutrin SR (Not a Benefit) 150mg Tab,VAL,Valeant Canada Ltd.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02237825
a,02228955,02228955,BUSERELIN ACETATE,Suprefact Depot 2 Months 6.3mg Implant Kit,CHE,Cheplapharm Arzneimittel GmbH,UNIT,929.2348,929.2348,929.2348,929.2348,1003.5736,74.3388,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02228955
a,02240749,02240749,BUSERELIN ACETATE,Suprefact Depot 3 Months 9.45mg Implant Kit,CHE,Cheplapharm Arzneimittel GmbH,UNIT,1376.9938,1376.9938,1376.9938,1376.9938,1487.1533,110.1595,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02240749
a,02225166,02225166,BUSERELIN ACETATE,Suprefact 1mg/mL Inj Sol-5.5mL Pk,CHE,Cheplapharm Arzneimittel GmbH,PACK,77.0464,77.0464,77.0464,77.0464,83.2101,6.1637,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02225166
a,02225158,02225158,BUSERELIN ACETATE,Suprefact 1mg/mL Nas Sp-10mL Pk,CHE,Cheplapharm Arzneimittel GmbH,PACK,85.5300,85.5300,85.5300,85.5300,92.3724,6.8424,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02225158
a,02550555,02550555,BUSPIRONE HYDROCHLORIDE,AMB-Buspirone 10mg Tab,AMB,Ambicare Pharmaceuticals Inc.,UNIT,0.2713,0.2713,0.2713,0.2713,0.2930,0.0217,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02550555
a,02211076,02211076,BUSPIRONE HYDROCHLORIDE,Apo-Buspirone 10mg Tab,APX,Apotex Inc.,UNIT,0.2713,0.2713,0.2713,0.2713,0.2930,0.0217,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02211076
a,02500213,02500213,BUSPIRONE HYDROCHLORIDE,Auro-Buspirone 10mg Tab,AUR,Auro Pharma Inc.,UNIT,0.2713,0.2713,0.2713,0.2713,0.2930,0.0217,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02500213
