detail_url,product_name,product_type,manufacturer,administration_form,strengths_raw
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzylbenzoaat,Benzylbenzoaat smeersel 25% FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzylpenicilline,Natriumbenzylpenicilline,(Na–zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/berendruif,Roter Cystiflora,,Cooper Consumer Health International,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/berotralstat,Orladeyo,(als dihydrochloride),BioCryst Ireland Limited,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/betahistine,Betahistine,(dihydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/betaine,Amversio,(anhydraat),SERB SA,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/betamethason__cutaan_,Betamethason,(als valeraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/betamethason__systemisch_,Celestone,"(als 3 mg di-Na-fosfaat + 2,7 mg acetaat)",Organon Pharma BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/betamethason_in_propyleenglycol,Diprolene,(als dipropionaat),Organon Pharma BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/betamethason_salicylzuur,Diprosalic,,Organon Pharma BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/betaxolol,Betoptic,(als hydrochloride),Immedica Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bevacizumab__intraveneus_,Alymsys,,Xiromed,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bevacizumab__intravitreaal_,Bevacizumab,,Doorgeleverde bereiding,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bexaroteen,Targretin,,Eisai,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bezafibraat,Bezalip,,Aurobindo Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bibrocathol,Posiforlid,,Ursapharm Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bicalutamide,Bicalutamide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bictegravir_emtricitabine_tenofoviralafenamide,Biktarvy,,Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/biergist_haaienlevertraan,Sperti,,GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bimatoprost,Bimatoprost,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bimatoprost_timolol,Bimatoprost/timolol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bimekizumab,Bimzelx,,UCB Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/binimetinib,Mektovi,,Pierre Fabre Benelux,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/biperideen,Akineton,(hydrochloride),Laboratorio Farmaceutico,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bisacodyl,Bisacodyl tablet/zetpil,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bismutsubnitraat_lidocaine_zinkoxide,Theranal,,Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bisoprolol,Bisoprolol,(fumaraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bisoprolol_hydrochloorthiazide,Bisoprolol/hydrochloorthiazide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bivalirudine,Bivalirudine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bleomycine,Bleomedac,(als sulfaat),Pharmanovia Benelux BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/blinatumomab,Blincyto,,Amgen bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bof__mazelen__rubellavaccin,MMRVaxPro,,Merck Sharp & Dohme bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bortezomib,Bortezomib,(als mannitolboronaatester),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bosentan,Bosentan,(als monohydraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bosutinib,Bosulif,(als monohydraat),Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/botulinetoxine_a,Alluzience,,Ipsen Farmaceutica bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brentuximab_vedotin,Adcetris,(vedotin),Takeda Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brexpiprazol,Rxulti,,Lundbeck bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brigatinib,Alunbrig,,Takeda Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brimonidine__bij_conjunctivale_hyperemie_,Lumobry,(tartraat),Bausch & Lomb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brimonidine__bij_glaucoom_,Alphagan,(tartraat),Abbvie bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brimonidine__cutaan_,Mirvaso,(als tartraat),Galderma Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brimonidine_timolol,Brimonidine/timolol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brinzolamide,Azopt,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brinzolamide_brimonidine,Brinzolamide/brimonidine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brinzolamide_timolol,Azarga,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brivaracetam,Briviact,,UCB Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brodalumab,Kyntheum,,Leo Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brolucizumab,Beovu,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bromazepam,Bromazepam,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bromelainen,NexoBrid,,MediWound Germany GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bromocriptine,Parlodel,(als mesilaat),Xiromed,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/broomfenac,Yellox,(als natriumsesquihydraat),Bausch & Lomb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/broomhexine,Bisolvon,(hydrochloride),Opella Healthcare France SAS,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/broomperidol,Impromen,,Eumedica nv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/brotizolam,Lendormin,,Boehringer Ingelheim bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/budesonide__enteraal_,Budenofalk,,Dr. Falk Pharma Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/budesonide__inhalatie_,Budesonide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/budesonide__nasaal_,Budesonide nevel neusspray,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/budesonide_salmeterol,Busalair,,Galephar Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bulevirtide,Hepcludex,(als acetaat),Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bumetanide,Bumetanide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bupivacaine,Bupivacaïne,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bupivacaine_adrenaline,Marcaine+adrenaline,(hydrochloride),Aspen Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bupivacaine_glucose,Bupivacaïne met glucose,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/buprenorfine,Buprenorfine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/buprenorfine__bij_verslaving_,Buprenorfine,(als hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/buprenorfine_naloxon,Bunalict,,Sandoz bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bupropion,Bupropion,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/burosumab,Crysvita,,Kyowa Kirin Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/busereline,Suprefact,(als acetaat),Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/buspiron,Buspiron,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/busulfan,Busulfan,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/c1_esteraseremmer,Berinert,,CSL Behring bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cabazitaxel,Cabazitaxel,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cabergoline,Cabergoline,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cabotegravir,Vocabria,,ViiV Healthcare bv.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cabozantinib,Cabometyx,(als malaat),Ipsen Farmaceutica bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calcifediol,Hidroferol,,Goodlife Pharma Nederland,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calcipotriol,Calcipotriol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calcipotriol_betamethason,Calcipotriol/Betamethason,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calcitonine,Calcitonine-EssPharma,(synthetisch zalmcalcitonine),Essential Pharma Ltd,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calcitriol__cutaan_,Silkis,,Galderma Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calcitriol__systemisch_,Rocaltrol,,Atnahs Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumacetaat,Calciumacetaat-Nefro,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumcarbonaat__als_antacidum_,Rennie calciumcarbonaat,,Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumcarbonaat__als_supplement_,Calci-Chew,,Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumcarbonaat_colecalciferol,Cad,,Will-Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumcarbonaat_magnesiumcarbonaat,Rennie,,Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumcarbonaat_magnesiumcarbonaat_dimeticon,Rennie deflatine,,Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumgluconaat__cutaan_,Calciumgluconaat FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumgluconaat__parenteraal_,Calciumgluconaat,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/calciumpolystyreensulfonaat,Calciumpolystyreensulfonaat,(Ca-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/canagliflozine,Invokana,,Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/canakinumab,Ilaris,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/candesartan,Atacand,(cilexetil),Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/candesartan_amlodipine_atorvastatine,Vasotec,,"Tecnifar - Indústria Técnica Farmacêutica, S.A.",,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/candesartan_hydrochloorthiazide,Atacand Plus,,Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cangrelor,Kengrexal,(als tetranatrium),Chiesi Pharmaceuticals bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cannabidiol,Epidyolex,,Jazz Pharmaceuticals Nederland BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/capecitabine,Capecitabine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/caplacizumab,Cablivi,,Ablynx NV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/capsaicine,Capsaïcine crème FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/captopril,Captopril,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carbacholinium,Miostat,,Alcon Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carbamazepine,Carbamazepine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carbasalaatcalcium__antitromboticum_,Ascal Cardio (Neuro),,Viatris Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carbetocine,Pabal,,Ferring bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carbomeer,Dry Eye Gel,(974P),Alcon Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carboplatine,Carboplatine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carboxymethylcellulose,Celluvisc,(Na-zout),Abbvie bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carfilzomib,Kyprolis,,Amgen bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carglumaatzuur,Carbaglu,,Recordati,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cariprazine,Reagila,(als hydrochloride),Gedeon Richter Benelux Sprl.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carmustine,Carmustine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carteolol,Carteabak,(hydrochloride),Théa Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/carvedilol,Carvedilol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/casirivimab_imdevimab,Ronapreve,,Roche Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/caspofungine,Cancidas,(als acetaat),Merck Sharp & Dohme bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cefaclor,Cefaclor,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cefalexine,Keforal,(als monohydraat),EuroCept bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cefazoline,Cefazoline,(als Na-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cefepim,Cefepim,(als dihydrochloride-monohydraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cefiderocol,Fetcroja,(als sulfaattosylaat),Shionogi BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cefotaxim,Cefotaxim,(als Na-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ceftarolinefosamil,Zinforo,(als ceftarolinefosamilacetaat),Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ceftazidim,Ceftazidim,(als pentahydraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ceftazidim_avibactam,Zavicefta,"(ceftazidim als pentahydraat), (avibactam als Na-zout)",Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ceftolozaan_tazobactam,Zerbaxa,"(als sulfaat; ceftolozaan), (als Na-zout; tazobactam).",Merck Sharp & Dohme bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ceftriaxon,Ceftriaxon,(als di-Na-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cefuroxim__intra_oculair_,Aprokam,(als Na-zout),Théa Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cefuroxim__systemisch_,Cefuroxim,(als Na-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/celecoxib,Celebrex,,Viatris Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/celiprolol,Celiprolol,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cemiplimab,Libtayo,,Genzyme Europe bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cenobamaat,Ontozry,,Angelini Pharma S.p.A,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ceritinib,Zykadia,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cerliponase_alfa,Brineura,,BioMarin Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/certolizumab_pegol,Cimzia,,UCB Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cetirizine,Cetirizine,(dihydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cetrimide_chloorhexidine,Hibicet,,Mölnlycke Health Care BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cetrorelix,Cetrotide,(als acetaat),Merck bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cetuximab,Erbitux,,Merck bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chenodeoxycholzuur,Chenodeoxycholic acid,,Leadiant Biosciences Ltd.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chikungunya,Ixchiq,,Valneva,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorambucil,Leukeran,,Aspen Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chlooramfenicol,Chlooramfenicol Minims,,Bausch & Lomb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorcyclizine_cinnarizine,Primatour,,Cooper Consumer Health International,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorhexidine__cutaan_,Chloorhexidine crème/oplossing FNA,(digluconaat),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorhexidine__mond__en_keelmiddel_,Corsodyl,(digluconaat),GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorhexidine_isopropylalcohol,Chloraprep,,Beckton Dickinson Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorhexidine_lidocaine,Cathejell,,Montavit Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloormethine,Ledaga,(als hydrochloride),Helsinn Birex Pharmaceuticals,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorprocaine,Ampres,(hydrochloride),Nordic Group BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorpromazine,Chloorpromazine Zetpillen FNA,(hydrochloride),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorprotixeen,Truxal,(hydrochloride),Lundbeck bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloortalidon,Chloortalidon,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloorxylenol,Dettol Med chloorxylenol,,Reckitt Benckiser Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloralhydraat,Chloralhydraat Drank/Klysma FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/chloroquine,A–CQ 100 chloroquine,(als fosfaat),ACE Pharmaceuticals bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/choleravaccin__geinactiveerd__hele_cel,Dukoral,,Valneva,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/choleravaccin__levend_verzwakt,Vaxchora,,Bavarian Nordic A/S,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/choriongonadotrofine,Gonasi,,Goodlife Pharma Nederland,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/choriongonadotropine_alfa,Ovitrelle,,Merck bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ciclesonide,Alvesco,,Covis Pharma Europe bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ciclopirox,Loprox,(olamine),Bipharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ciclosporine__oculair_,Ikervis,,Santen Oy,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ciclosporine__systemisch_,Ciclosporine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ciltacabtageen_autoleucel,Carvykti,,Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cimetidine,Cimetidine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cinacalcet,Cinacalcet,(als hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cinnarizine,Cinnarizine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cipaglucosidase_alfa,Pombiliti,,Amicus Therapeutics Europe Limited,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ciprofibraat,Modalim,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/ciprofloxacine,Ciprofloxacine infusievloeistof,(als lactaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cisatracurium,Cisatracurium,(als besilaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cisplatine,Cisplatine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/citalopram,Cipramil,(als hydrobromide),Lundbeck bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cladribine__als_cytostaticum_,Leustatin,,Atnahs Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cladribine__bij_multiple_sclerose_,Mavenclad,,Merck bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/claritromycine,Claritromycine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clemastine,Tavegyl,(als waterstoffumaraat),Centrafarm bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clevidipine,Cleviprex,,Chiesi Pharmaceuticals bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clindamycine__cutaan_,Clindamycine gel FNA,(hydrochloride),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clindamycine__systemisch_,Clindamycine capsule,(als hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clindamycine__vaginaal_,Clindamycine vaginaal crème FNA,(hydrochloride),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clindamycine_benzoylperoxide,Duac Acne gel,,GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clindamycine_tretinoine,Treclinac,,Viatris Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clioquinol,Clioquinol suspensie FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clobazam,Clobazam,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clobetasol__cutaan_,Clarelux,(propionaat),Pierre Fabre Benelux,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clobetasol__oromucosaal_,Clobetasolpropionaat mondspoeling FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clobetason,Clobetason,(butyraat),Doorgeleverde bereiding,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clodroninezuur,Ostac,(di-Na-zout als 4-water),EuroCept bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clofarabine,Clofarabine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clomifeen,Clomifeen,(citraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clomipramine,Clomipramine,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clonazepam,Clonazepam,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clonidine,Catapresan,(hydrochloride),Glenwood GmbH,,
