detail_url,brand_full,ddd_text,currency,price_per_day,price_per_week,price_per_month,price_per_six_months,reimbursed_per_day,extra_payment_per_day
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adrenaline,"GENERIEK , 10 ml INJECTIEVLOEISTOF 0,1 mg / ml","€ 13,89",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adrenaline,"EPIPEN JUNIOR , 0,3 ml INJECTIEVLOEISTOF 0,5 mg / ml","€ 48,46",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adrenaline,"GENERIEK , 1 ml INJECTIEVLOEISTOF 1 mg / ml","€ 2,31",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adrenaline,"EPIPEN , 0,3 ml INJECTIEVLOEISTOF 1 mg / ml","€ 48,47",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adrenaline,"JEXT , 0,3 ml INJECTIEVLOEISTOF 1 mg / ml","€ 48,42",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adrenaline,"JEXT , 0,15 ml INJECTIEVLOEISTOF 1 mg / ml","€ 48,47",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/afamelanotide,"SCENESSE ,
        IMPLANTAAT 16 mg","€ 15.370,04",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/afatinib,"GIOTRIF ,
        TABLET 20 mg",40 mg,€,168.93,,,,0.0,168.93
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/afatinib,"GIOTRIF ,
        TABLET 30 mg",40 mg,€,112.62,788.34,,,0.0,112.62
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/afatinib,"GIOTRIF ,
        TABLET 40 mg",40 mg,€,84.46,591.22,,,0.0,84.46
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aflibercept__intravitreaal_,"EYLEA , 0,1 ml INJECTIEVLOEISTOF 40 mg / ml","€ 784,60",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aflibercept__intravitreaal_,"MYNZEPLI , 0,1 ml INJECTIEVLOEISTOF 40 mg / ml","€ 784,60",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aflibercept__intravitreaal_,"MYNZEPLI , 0,09 ml INJECTIEVLOEISTOF 40 mg / ml","€ 788,85",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/agalsidase_alfa,"REPLAGAL , 3,5 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 1 mg / ml","€ 1.688,56",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/agalsidase_beta,"FABRAZYME , 35 mg POEDER VOOR OPLOSSING VOOR INFUSIE 35 mg","€ 2.886,92",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/agalsidase_beta,"FABRAZYME , 5 mg POEDER VOOR OPLOSSING VOOR INFUSIE 5 mg","€ 419,39",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/agomelatine,"GENERIEK ,
        TABLET 25 mg",25 mg,€,1.16,8.12,34.8,211.12,1.16,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/agomelatine,"VALDOXAN ,
        TABLET 25 mg",25 mg,€,1.16,8.12,34.8,211.12,1.16,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albendazol,"ESKAZOLE ,
        TABLET 400 mg","0,4 g",€,3.76,26.32,112.8,684.32,3.76,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUMAN , 50 ml INFUSIEVLOEISTOF 200 mg / ml","€ 56,14",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUMAN , 100 ml INFUSIEVLOEISTOF 200 mg / ml","€ 104,64",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUMINE HUMAAN BAXALTA , 100 ml INFUSIEVLOEISTOF 200 mg / ml","€ 81,89",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUNORM , 50 ml INFUSIEVLOEISTOF 200 mg / ml","€ 54,94",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUNORM , 100 ml INFUSIEVLOEISTOF 200 mg / ml","€ 109,87",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUREX , 100 ml INFUSIEVLOEISTOF 200 mg / ml","€ 104,64",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"FLEXBUMIN , 100 ml INFUSIEVLOEISTOF 200 mg / ml","€ 91,00",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUMAN , 250 ml INFUSIEVLOEISTOF 40 mg / ml","€ 56,14",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUNORM , 100 ml INFUSIEVLOEISTOF 50 mg / ml","€ 27,47",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUNORM , 250 ml INFUSIEVLOEISTOF 50 mg / ml","€ 68,67",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUNORM , 500 ml INFUSIEVLOEISTOF 50 mg / ml","€ 137,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,"ALBUREX , 250 ml INFUSIEVLOEISTOF 50 mg / ml","€ 70,17",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"IDELVION ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 7.521,00",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"IDELVION ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 15.042,00",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"IDELVION ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 1.880,25",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"IDELVION ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 3.760,50",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"ALPROLIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 2.215,59",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"ALPROLIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 4.431,19",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"ALPROLIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 553,89",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"ALPROLIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 6.646,78",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"ALPROLIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 1.107,79",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"BENEFIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 1.111,80",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"BENEFIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 2.223,60",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"BENEFIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 277,95",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"BENEFIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 3.335,40",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"BENEFIX ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 555,90",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"REFIXIA ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 2.463,40",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"REFIXIA ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 4.926,80",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"REFIXIA ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 1.231,70",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"RIXUBIS ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 1.111,80",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"RIXUBIS ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 2.223,60",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"RIXUBIS ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 277,95",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"RIXUBIS ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 3.335,40",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,"RIXUBIS ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 555,90",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aldesleukine,"PROLEUKIN , 22 ME POEDER VOOR INJECTIE/INFUSIEOPLOSSING","€ 908,83",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alectinib,"ALECENSA ,
        CAPSULE 150 mg","1,2 g",€,194.96,,,,0.0,194.96
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alemtuzumab,"LEMTRADA , 1,2 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 10 mg / ml","€ 8.446,96",,,,,,,
