detail_url,brand_full,brand_name,pack_presentation,ddd_text,currency,price_per_day,price_per_week,price_per_month,price_per_six_months,reimbursed_per_day,extra_payment_per_day,table_type,unit_type,unit_amount
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"OSMOLITE ,
        DRANK",OSMOLITE,DRANK,,€,10.49,,,,0.0,0.01,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PAEDIASURE ,
        DRANK",PAEDIASURE,DRANK,,€,3.52,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PAEDIASURE ,
        DRANK",PAEDIASURE,DRANK,,€,15.52,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PEPTAMEN ,
        DRANK",PEPTAMEN,DRANK,,€,12.84,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PKU ,
        DRANK",PKU,DRANK,,€,623.13,,,,0.0,0.21,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PKU ,
        DRANK",PKU,DRANK,,€,446.9,,,,0.0,0.11,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"REALDIET ,
        DRANK",REALDIET,DRANK,,€,68.45,,,,0.0,0.01,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"REALDIET ,
        DRANK",REALDIET,DRANK,,€,73.77,,,,0.0,0.01,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"RENILON ,
        DRANK",RENILON,DRANK,,€,17.04,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"RESOURCE ,
        DRANK",RESOURCE,DRANK,,€,3.7,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"RESOURCE ,
        DRANK",RESOURCE,DRANK,,€,10.75,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"RESOURCE ,
        DRANK",RESOURCE,DRANK,,€,13.45,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SURVIMED ,
        DRANK",SURVIMED,DRANK,,€,3.07,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SURVIMED ,
        DRANK",SURVIMED,DRANK,,€,10.87,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SURVIMED ,
        DRANK",SURVIMED,DRANK,,€,14.56,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SURVIMED ,
        DRANK",SURVIMED,DRANK,,€,17.58,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SURVIMED ,
        DRANK",SURVIMED,DRANK,,€,87.37,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SURVIMED ,
        DRANK",SURVIMED,DRANK,,€,163.01,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SURVIMED ,
        DRANK",SURVIMED,DRANK,,€,140.65,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"TYR LOPHLEX LQ ,
        DRANK",TYR LOPHLEX LQ,DRANK,,€,993.52,,,,0.0,0.26,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"VITAL ,
        DRANK",VITAL,DRANK,,€,6.04,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"VITAL ,
        DRANK",VITAL,DRANK,,€,30.54,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,10.79,,,,0.0,1.08,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,6.79,,,,0.0,0.45,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,53.41,,,,0.0,1.78,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,43.55,,,,0.0,1.04,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,7.54,,,,0.0,0.15,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,63.12,,,,0.0,1.05,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"DAVITAMON ,
        DRUPPELS VOOR ORAAL GEBRUIK",DAVITAMON,DRUPPELS VOOR ORAAL GEBRUIK,,€,6.91,,,,0.0,0.69,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"DAVITAMON JUNIOR ,
        DRUPPELS VOOR ORAAL GEBRUIK",DAVITAMON JUNIOR,DRUPPELS VOOR ORAAL GEBRUIK,,€,11.88,,,,0.0,0.12,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        KAUWTABLET",GENERIEK,KAUWTABLET,,€,4.46,,,,0.0,0.15,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        KAUWTABLET",GENERIEK,KAUWTABLET,,€,34.27,,,,0.0,0.57,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        KAUWTABLET",GENERIEK,KAUWTABLET,,€,8.41,,,,0.0,0.08,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        KAUWTABLET",GENERIEK,KAUWTABLET,,€,19.17,,,,0.0,0.16,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"DAVITAMON JUNIOR ,
        KAUWTABLET",DAVITAMON JUNIOR,KAUWTABLET,,€,10.14,,,,0.0,0.17,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"DAVITAMON JUNIOR ,
        KAUWTABLET",DAVITAMON JUNIOR,KAUWTABLET,,€,16.43,,,,0.0,0.14,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"DEKAS ,
        KAUWTABLET",DEKAS,KAUWTABLET,,€,54.45,,,,0.0,0.91,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"DAVITAMON JUNIOR ,
        ORODISPERGEERBARE TABLET",DAVITAMON JUNIOR,ORODISPERGEERBARE TABLET,,€,17.48,,,,0.0,0.12,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,3.43,,,,0.0,0.86,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,64.78,,,,0.0,12.96,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,20.17,,,,0.0,2.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,103.82,,,,0.0,10.38,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,188.0,,,,0.0,7.52,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,764.69,,,,0.0,25.49,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,1.69,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,99.0,,,,0.0,0.49,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,28.31,,,,0.0,0.1,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,52.11,,,,0.0,0.17,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,38.82,,,,0.0,0.1,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,13.09,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,388.78,,,,0.0,0.78,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,46.78,,,,0.0,0.09,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,15.11,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,34.59,,,,0.0,0.04,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",GENERIEK,POEDER VOOR ORAAL GEBRUIK,,€,36.83,,,,0.0,0.04,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"ENSURE ,
        POEDER VOOR ORAAL GEBRUIK",ENSURE,POEDER VOOR ORAAL GEBRUIK,,€,14.6,,,,0.0,0.04,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"KETOCAL ,
        POEDER VOOR ORAAL GEBRUIK",KETOCAL,POEDER VOOR ORAAL GEBRUIK,,€,55.44,,,,0.0,0.18,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"NUTRIDRINK ,
        POEDER VOOR ORAAL GEBRUIK",NUTRIDRINK,POEDER VOOR ORAAL GEBRUIK,,€,11.22,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"NUTRIDRINK ,
        POEDER VOOR ORAAL GEBRUIK",NUTRIDRINK,POEDER VOOR ORAAL GEBRUIK,,€,23.44,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"NUTRISON ,
        POEDER VOOR ORAAL GEBRUIK",NUTRISON,POEDER VOOR ORAAL GEBRUIK,,€,20.35,,,,0.0,0.02,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PKU ,
        POEDER VOOR ORAAL GEBRUIK",PKU,POEDER VOOR ORAAL GEBRUIK,,€,947.42,,,,0.0,31.58,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PKU ,
        POEDER VOOR ORAAL GEBRUIK",PKU,POEDER VOOR ORAAL GEBRUIK,,€,446.9,,,,0.0,0.44,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PKU ANAMIX ,
        POEDER VOOR ORAAL GEBRUIK",PKU ANAMIX,POEDER VOOR ORAAL GEBRUIK,,€,398.6,,,,0.0,13.29,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"RESOURCE ,
        POEDER VOOR ORAAL GEBRUIK",RESOURCE,POEDER VOOR ORAAL GEBRUIK,,€,41.21,,,,0.0,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SINELYS ,
        POEDER VOOR ORAAL GEBRUIK",SINELYS,POEDER VOOR ORAAL GEBRUIK,,€,298.66,,,,0.0,0.66,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"VITAFLO ,
        POEDER VOOR ORAAL GEBRUIK",VITAFLO,POEDER VOOR ORAAL GEBRUIK,,€,214.07,,,,0.0,7.14,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"VITAFLO ,
        POEDER VOOR ORAAL GEBRUIK",VITAFLO,POEDER VOOR ORAAL GEBRUIK,,€,44.05,,,,0.0,0.11,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"VITAFLO ,
        POEDER VOOR ORAAL GEBRUIK",VITAFLO,POEDER VOOR ORAAL GEBRUIK,,€,399.81,,,,0.0,0.25,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK , 40 G REEP",GENERIEK,40 G REEP,,€,261.6,,,,0.0,8.72,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"CENAMAN , 50 G REEP",CENAMAN,50 G REEP,,€,14.9,,,,0.0,3.73,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GLYTACTIN , 54 G REEP",GLYTACTIN,54 G REEP,,€,108.53,,,,0.0,15.5,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GLYTACTIN , 81 G REEP",GLYTACTIN,81 G REEP,,€,162.78,,,,0.0,23.25,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        SUSPENSIE VOOR ORAAL GEBRUIK",GENERIEK,SUSPENSIE VOOR ORAAL GEBRUIK,,€,11.37,,,,0.0,0.38,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,1.79,,,,0.0,0.36,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,9.77,,,,0.0,0.33,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,202.33,,,,0.0,5.78,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,12.08,,,,0.0,0.3,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,16.87,,,,0.0,0.3,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,8.01,,,,0.0,0.13,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,16.39,,,,0.0,0.27,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,19.43,,,,0.0,0.32,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,18.78,,,,0.0,0.27,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,18.81,,,,0.0,0.25,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,24.15,,,,0.0,0.29,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,22.73,,,,0.0,0.25,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,12.61,,,,0.0,0.13,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,31.95,,,,0.0,0.27,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,30.35,,,,0.0,0.17,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,51.94,,,,0.0,0.29,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,19.47,,,,0.0,0.08,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,348.8,,,,0.0,0.58,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"BIO ,
        TABLET",BIO,TABLET,,€,6.79,,,,0.0,0.11,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"DAGRAVIT TOTAAL 30 ,
        TABLET",DAGRAVIT TOTAAL 30,TABLET,,€,11.72,,,,0.0,0.23,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SOLGAR VITAMINE K ,
        TABLET",SOLGAR VITAMINE K,TABLET,,€,6.61,,,,0.0,0.07,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SUPRADYN ,
        TABLET",SUPRADYN,TABLET,,€,10.25,,,,0.0,0.29,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SUPRADYN ,
        TABLET",SUPRADYN,TABLET,,€,22.11,,,,0.0,0.23,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"ZEROTVMI ,
        TABLET",ZEROTVMI,TABLET,,€,261.33,,,,0.0,7.47,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"ZEROVIL ,
        TABLET",ZEROVIL,TABLET,,€,261.33,,,,0.0,7.47,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,19.09,,,,0.0,0.64,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,15.66,,,,0.0,0.26,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,31.07,,,,0.0,0.26,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRANK",GENERIEK,DRANK,,€,9.07,,,,0.0,0.04,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"KETOVIE ,
        DRANK",KETOVIE,DRANK,,€,9.61,,,,0.0,0.04,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,11.63,,,,0.0,1.16,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,19.43,,,,0.0,0.97,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRUPPELS VOOR ORAAL GEBRUIK",GENERIEK,DRUPPELS VOOR ORAAL GEBRUIK,,€,33.08,,,,0.0,1.1,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        TABLET",GENERIEK,TABLET,,€,18.0,,,,0.0,0.3,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,19.79,,,,0.0,0.66,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,21.22,,,,0.0,0.42,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,10.46,,,,0.0,0.17,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,18.98,,,,0.0,0.32,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,22.35,,,,0.0,0.37,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,20.36,,,,0.0,0.28,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,32.91,,,,0.0,0.37,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,36.68,,,,0.0,0.37,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,12.57,,,,0.0,0.1,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,36.57,,,,0.0,0.3,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,41.99,,,,0.0,0.23,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        CAPSULE",GENERIEK,CAPSULE,,€,73.19,,,,0.0,0.24,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"ELVITAAL ,
        CAPSULE",ELVITAAL,CAPSULE,,€,20.84,,,,0.0,0.23,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"NEW CARE ,
        CAPSULE",NEW CARE,CAPSULE,,€,13.97,,,,0.0,0.23,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"PROVIFORM ,
        CAPSULE",PROVIFORM,CAPSULE,,€,22.11,,,,0.0,0.37,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SOLGAR VITAMIN K-2 ,
        CAPSULE",SOLGAR VITAMIN K-2,CAPSULE,,€,33.22,,,,0.0,0.66,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"SPRINGFIELD MENAQ7 ,
        CAPSULE",SPRINGFIELD MENAQ7,CAPSULE,,€,27.2,,,,0.0,0.45,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRANK",GENERIEK,DRANK,,€,19.32,,,,0.0,0.19,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,"GENERIEK ,
        DRANK",GENERIEK,DRANK,,€,16.08,,,,0.0,0.11,verpakking,,
