FormulationInput,SNo,MedicineName,Status,CeilingPrice,Unit,MRP_Unit,CapturedAt,Composition,Formulation_Brand,CompanyName_Header,MRP_Unit_Header,MRP_AsOnDate,MRP_Header,Sub_SNo,Sub_BrandName,Sub_PackSize,Sub_MRP,Sub_MRP_Unit,Sub_CompanyName
GEMCITABINE,,GEMCHEM 1400 MG INJECTION 35 ML,GEMCHEM 1400 MG INJECTION 35 ML,Non-Scheduled,Not Applicable,INJECTION,2026-01-26T07:27:59,GEMCITABINE INJECTION 1400 MG,GEMCHEM,NEON LABORATORIES LTD,2452.00,Dec-2025,2452.00,3,GEMIBINE,35,5750.50,5750.50,INTAS PHARMACEUTICALS LTD
GEMCITABINE,,GEMCHEM 1400 MG INJECTION 35 ML,GEMCHEM 1400 MG INJECTION 35 ML,Non-Scheduled,Not Applicable,INJECTION,2026-01-26T07:27:59,GEMCITABINE INJECTION 1400 MG,GEMCHEM,NEON LABORATORIES LTD,2452.00,Dec-2025,2452.00,4,GEMTAZ,140,7542.19,7542.19,SUN PHARMA LABORATORIES LTD.
GEMCITABINE,,GEMCHEM 1400 MG INJECTION 35 ML,GEMCHEM 1400 MG INJECTION 35 ML,Non-Scheduled,Not Applicable,INJECTION,2026-01-26T07:27:59,GEMCITABINE INJECTION 1400 MG,GEMCHEM,NEON LABORATORIES LTD,2452.00,Dec-2025,2452.00,5,GEMITA,35,7801.00,7801.00,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,1,EMCITABEN,5,991.07,198.21,RPG LIFE SCIENCES LTD.
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,2,GEMBIN,5,1016.16,203.23,ZYDUS - BIOLOGICS
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,3,CYTOGEM,5,1364.62,272.92,DR. REDDYS LABORATORIES LTD
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,4,GEMITA,5,1364.78,272.96,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,5,MYGEM,5,1069.00,1069.00,VIATRIS
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,6,CELZAR,5,1122.00,1122.00,CELON LABS
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,7,CELGEM,5,1298.32,1298.32,ALKEM LABORATORIES LTD.
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,8,INNOGEM,5,1332.00,1332.00,INNOVA LIFESCIENCE
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,9,GEMITRATE,5,1364.00,1364.00,TORRENT PHARMACEUTICALS LTD.
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,10,GEMCITE,5,1387.50,1387.50,ELI LILLY AND COMPANY (INDIA) PVT. LTD.
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,11,GEMTERO,5,1388.00,1388.00,HETERO HEALTHCARE LTD
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,12,CITAFINE,5,1388.52,1388.52,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,13,BIOGEM,5,1423.81,1423.81,UNITED BIOTECH (P) LTD
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,14,GEMTAZ,1,1455.68,1455.68,SUN PHARMA LABORATORIES LTD.
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,15,TABICAD,1,1455.69,1455.69,CADILA PHARMACEUTICALS LTD
GEMCITABINE,,GEMCHEM 200 MG INJECTION 5 ML,GEMCHEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 200 MG,GEMCHEM,NEON LABORATORIES LTD,581.50,Dec-2025,581.50,16,GEMPOWER,5,1462.88,1462.88,KHANDELWAL LABORATORIES LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,1,EMCITABEN,25,4999.18,199.97,RPG LIFE SCIENCES LTD.
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,2,GEMITA,26,5924.50,227.87,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,3,GEMTERO,25,5973.80,238.95,HETERO HEALTHCARE LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,4,GEMCHEM,25,1803.50,1803.50,NEON LABORATORIES LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,5,MYGEM,25,2375.00,2375.00,VIATRIS
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,6,CELZAR,25,3250.00,3250.00,CELON LABS
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,7,TABICAD,25,3250.00,3250.00,CADILA PHARMACEUTICALS LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,8,GEMBIN,25,3736.69,3736.69,ZYDUS - BIOLOGICS
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,9,GEMPOWER,25,5000.00,5000.00,KHANDELWAL LABORATORIES LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,10,INNOGEM,25,5168.00,5168.00,INNOVA LIFESCIENCE
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,11,CELGEM,25,5586.17,5586.17,ALKEM LABORATORIES LTD.
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,12,BIOGEM,25,5852.37,5852.37,UNITED BIOTECH (P) LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,13,GEMITRATE,25,5871.00,5871.00,TORRENT PHARMACEUTICALS LTD.
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,14,GEMTAZ,1,5871.84,5871.84,SUN PHARMA LABORATORIES LTD.
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,15,GEMIBINE,25,5872.18,5872.18,INTAS PHARMACEUTICALS LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,16,CYTOGEM,25,5973.92,5973.92,DR. REDDYS LABORATORIES LTD
GEMCITABINE,,GEMCITE 1000 MG INJECTION 25 ML,GEMCITE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:00,GEMCITABINE INJECTION 1000 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,238.84,Dec-2025,5970.93,17,CITAFINE,25,5974.34,5974.34,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,1,EMCITABEN,5,991.07,198.21,RPG LIFE SCIENCES LTD.
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,2,GEMBIN,5,1016.16,203.23,ZYDUS - BIOLOGICS
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,3,CYTOGEM,5,1364.62,272.92,DR. REDDYS LABORATORIES LTD
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,4,GEMITA,5,1364.78,272.96,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,5,GEMCHEM,5,581.50,581.50,NEON LABORATORIES LTD
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,6,MYGEM,5,1069.00,1069.00,VIATRIS
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,7,CELZAR,5,1122.00,1122.00,CELON LABS
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,8,CELGEM,5,1298.32,1298.32,ALKEM LABORATORIES LTD.
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,9,INNOGEM,5,1332.00,1332.00,INNOVA LIFESCIENCE
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,10,GEMITRATE,5,1364.00,1364.00,TORRENT PHARMACEUTICALS LTD.
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,11,GEMTERO,5,1388.00,1388.00,HETERO HEALTHCARE LTD
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,12,CITAFINE,5,1388.52,1388.52,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,13,BIOGEM,5,1423.81,1423.81,UNITED BIOTECH (P) LTD
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,14,GEMTAZ,1,1455.68,1455.68,SUN PHARMA LABORATORIES LTD.
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,15,TABICAD,1,1455.69,1455.69,CADILA PHARMACEUTICALS LTD
GEMCITABINE,,GEMCITE 200 MG INJECTION 5 ML,GEMCITE 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:28:01,GEMCITABINE INJECTION 200 MG,GEMCITE,ELI LILLY AND COMPANY (INDIA) PVT. LTD.,1387.50,Dec-2025,1387.50,16,GEMPOWER,5,1462.88,1462.88,KHANDELWAL LABORATORIES LTD
GEMCITABINE,,GEMFECT 1.4 GM INJECTION 1,GEMFECT 1.4 GM INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,2026-01-26T07:28:02,GEMCITABINE INJECTION 1.4 GM,GEMFECT,AUREATE HEALTHCARE PVT.LTD,6670.00,Dec-2025,6670.00,,,,,,
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,1,EMCITABEN,25,4999.18,199.97,RPG LIFE SCIENCES LTD.
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,2,GEMITA,26,5924.50,227.87,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,3,GEMCITE,25,5970.93,238.84,ELI LILLY AND COMPANY (INDIA) PVT. LTD.
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,4,GEMTERO,25,5973.80,238.95,HETERO HEALTHCARE LTD
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,5,GEMCHEM,25,1803.50,1803.50,NEON LABORATORIES LTD
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,6,MYGEM,25,2375.00,2375.00,VIATRIS
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,7,CELZAR,25,3250.00,3250.00,CELON LABS
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,8,TABICAD,25,3250.00,3250.00,CADILA PHARMACEUTICALS LTD
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,9,GEMBIN,25,3736.69,3736.69,ZYDUS - BIOLOGICS
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,10,GEMPOWER,25,5000.00,5000.00,KHANDELWAL LABORATORIES LTD
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,11,INNOGEM,25,5168.00,5168.00,INNOVA LIFESCIENCE
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,12,CELGEM,25,5586.17,5586.17,ALKEM LABORATORIES LTD.
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,13,BIOGEM,25,5852.37,5852.37,UNITED BIOTECH (P) LTD
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,14,GEMITRATE,25,5871.00,5871.00,TORRENT PHARMACEUTICALS LTD.
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,15,GEMTAZ,1,5871.84,5871.84,SUN PHARMA LABORATORIES LTD.
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,16,CYTOGEM,25,5973.92,5973.92,DR. REDDYS LABORATORIES LTD
GEMCITABINE,,GEMIBINE 1000 MG INJECTION 25 ML,GEMIBINE 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:28:03,GEMCITABINE INJECTION 1000 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5872.18,Dec-2025,5872.18,17,CITAFINE,25,5974.34,5974.34,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,GEMIBINE 1400 MG INJECTION 35 ML,GEMIBINE 1400 MG INJECTION 35 ML,Non-Scheduled,Not Applicable,INJECTION,2026-01-26T07:28:04,GEMCITABINE INJECTION 1400 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5750.50,Dec-2025,5750.50,1,CITAFINE,35,12384.30,353.84,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,GEMIBINE 1400 MG INJECTION 35 ML,GEMIBINE 1400 MG INJECTION 35 ML,Non-Scheduled,Not Applicable,INJECTION,2026-01-26T07:28:04,GEMCITABINE INJECTION 1400 MG,GEMIBINE,INTAS PHARMACEUTICALS LTD,5750.50,Dec-2025,5750.50,2,GEMCHEM,35,2452.00,2452.00,NEON LABORATORIES LTD
