PCID,Package Number,Country,Company,Product Group,Local Product Name,Generic Name,Indication,Pack Size,Effective Start Date,Effective End Date,Currency,Ex Factory Wholesale Price,Ex Factory Wholesale Price Less Rebate,Ex Factory Hospital Price,Ex Factory Hospital Price Less Rebate,Pharmacy Purchase Price,Pharmacy Purchase Price Less Rebate,Public without VAT Price,Public Without VAT Price Less Rebate,Public with VAT Price,Public With VAT Price Less Rebate,VAT Percent,Reimbursable Status,Reimbursable Price,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,Package Notes,Discontinued,Region,WHO ATC Code,Therapeutic Areas,Presentation,Marketing Authority,Local Pack Description,Formulation,Fill Unit,Fill Size,Pack Unit,Strength Size,Strength Unit,Brand Type,Import Type,Combination Molecule,Source,Quality Control Source,Quality Control Notes,Client,Client Pack Description,LOCAL_PACK_CODE,APPROVAL_DT,DDD Value,DDD Unit,Import Price
2160807,,BELARUS,"Lamira-Pharmakar LLC, Republic of Belarus Manufacturer of the finished dosage form: Lamira-Pharmakar LLC, Republic of Belarus # Ozeritsko-Slobodskoy s/s, 10B near ag.Sloboda, Smolevichi district, Minsk region, 222215 Manufacturer performing filling/packaging: Lamira-Pharmakar LLC, Republic of Belarus # Ozeritsko-Slobodskoy s/s, 10B near ag.Sloboda, Smolevichi district, Minsk region, 222215 Issuance of a permit for the release of a medicinal product: Lamira-Pharmakar LLC, Republic of Belarus # Ozeritsko-Slobodskoy s/s, 10B near ag.Sloboda, Smolevichi district, Minsk region, 222215 Quality control: Lamira-Pharmakar LLC, Republic of Belarus # Ozeritsko-Slobodskoy s/s, 10B near the village of Sloboda, Smolevichi district, Minsk region, 222215",NOZAKAR INFANT,NOZAKAR INFANT,Oxymetazoline,,,24-09-2024,,BYR,5.93,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,R01AA05,,,,nasal drops 0.1 mg/ml in 10 ml bottles in package No. 1,,,,,,,,,,PRICENTRIC,,,,,429428,,,,
2160574,,BELARUS,"Nobel Ilac Sanayii ve Ticaret AS, Turkey Manufacturer of the finished dosage form: Nobel Ilac Sanayii ve Ticaret AS, Turkey Manufacturer performing filling/packaging: Nobel Ilac Sanayii ve Ticaret AS, Turkey Issuance of permission to release the medicinal product: Nobel Ilac Sanayii ve Ticaret AS, Türkiye",FLUNOLE,FLUNOLE,Fluconazole,,,12-09-2018,,BYR,22.31,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J02AC01,,,,capsules 150mg in blisters in package No. 2x1,,,,,,,,,,PRICENTRIC,,,,,8260/07/12/18,,,,"7,16 USD"
DUPLICATE,,BELARUS,"Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus Manufacturer of the finished dosage form: Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus # ul.Leninskaya, 124, Nesvizh, Nesvizh district, Minsk region. Manufacturer carrying out filling/packaging: Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus # ul.Leninskaya, 124, Nesvizh, Nesvizh district, Minsk region. Issuance of a permit for the release of a medicinal product: Belarusian-Dutch joint venture Limited Liability Company FARMLAND (JV OOO FARMLAND), Republic of Belarus # 1. ul. Leninskaya, 124, Nesvizh, Nesvizhsky district, Minsk region. 2. ul. Leninskaya, 124/1, Nesvizh, Nesvizhsky district, Minsk region. Quality control: Belarusian-Dutch joint venture Limited Liability Company FARMLAND (JV OOO FARMLAND), Republic of Belarus # 1. ul. Leninskaya, 124, Nesvizh, Nesvizhsky district, Minsk region. 2. ul. Leninskaya, 124/1, Nesvizh, Nesvizhsky district, Minsk region. Other participants in the production: Holden Medical Laboratories Pvt. Ltd., India # C35, C36, C37, Malegaon MIDC, Sinnar, Nashik 422113",AZITHROMYCIN PHARMLAND,AZITHROMYCIN PHARMLAND,Azithromycin,,,17-06-2024,,BYR,16.2,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J01FA10,,,,"film-coated tablets, 500 mg in a blister pack No. 3x2",,,,,,,,,,PRICENTRIC,,,,,111210,,,,
2160676,,BELARUS,"EGIS Pharmaceuticals PLC, Hungary Manufacturer of finished dosage form: EGIS Pharmaceuticals PLC, Hungary Manufacturer performing filling/packaging: EGIS Pharmaceuticals PLC, Hungary Issuance of authorization for the release of the medicinal product: EGIS Pharmaceuticals PLC, Hungary",LAZEPIL,LAZEPIL,Donepezil,,,24-04-2020,,BYR,44.37,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,N06DA02,,,,"film-coated tablets, 5 mg in blisters in packaging No. 14x2",,,,,,,,,,PRICENTRIC,,,,,9295/10/12/15/20,,,,"12,78 EUR"
2160495,,BELARUS,"Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer of the finished dosage form: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer performing packaging/packaging: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Issuance of a permit for the release of a medicinal product: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus",Azithromycin,Azithromycin,Azithromycin,,,25-09-2019,,BYR,4.86,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J01FA10,,,,capsules 250 mg in a blister pack No. 6x1,,,,,,,,,,PRICENTRIC,,,,,19/09/1108,,,,
2160789,,BELARUS,"Sun Pharma Laboratories Limited, India Manufacturer of finished dosage form: Sun Pharma Laboratories Limited, India Manufacturer performing filling/packaging: Sun Pharma Laboratories Limited, India Issuance of approval for the release of the medicinal product: Sun Pharma Laboratories Limited, India Quality control: Sun Pharma Laboratories Limited, India",LEVIPIL,LEVIPIL,Levetiracetam,,,31-08-2023,,BYR,8.63,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,N03AX14,,,,"film-coated tablets, 250 mg in blisters in packaging No. 10x3",,,,,,,,,,PRICENTRIC,,,,,10423/15/19/21/23,,,,"2,70 USD"
2160441,,BELARUS,"Rubicon LLC, Republic of Belarus Manufacturer of finished dosage form: Rubicon LLC, Republic of Belarus Manufacturer performing packaging/packaging: Rubicon LLC, Republic of Belarus Issuance of permission to release the medicinal product: Rubicon LLC, Republic of Belarus Quality control: Rubicon LLC, Republic of Belarus",XINAZOLE,XINAZOLE,Xylometazoline,,,04-10-2023,,BYR,3.83,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,R01AA07,,,,nasal drops 0.5 mg/ml in 10 ml bottles in package No. 1,,,,,,,,,,PRICENTRIC,,,,,352026,,,,
2169288,,BELARUS,"PLIVA Hrvatska doo, Croatia Manufacturer of finished dosage form: PLIVA Hrvatska doo, Croatia Manufacturer performing filling/packaging: PLIVA Hrvatska doo, Croatia Issuance of authorization for the release of the medicinal product: PLIVA Hrvatska doo, Croatia",Sumamed,Sumamed,Azithromycin,,,26-06-2019,,BYR,14.51,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,"J01FA10
                        
оригинальное",,,,"film-coated tablets, 500 mg in blisters in packaging No. 2x1",,,,,,,,,,PRICENTRIC,,,,,6371/03/05/08/13/19,,,,"4,86 USD"
2160909,,BELARUS,"AmantisMed LLC, Republic of Belarus Manufacturer of the finished dosage form: AmantisMed LLC, Republic of Belarus # 223141, Minsk region, Logoisk district, Minskaya street, 2I Manufacturer performing filling/packaging: AmantisMed LLC, Republic of Belarus # 223141, Minsk region, Logoisk district, Minskaya street, 2I Issuance of permission to release the medicinal product: AmantisMed LLC, Republic of Belarus # 223141, Minsk region, Logoisk district, Minskaya street, 2I Quality control: AmantisMed LLC, Republic of Belarus # 223141, Minsk region, Logoisk district, Minskaya street, 2I",LOSARTAN/HYDROCHLORTHIAZIDE-AM,LOSARTAN/HYDROCHLORTHIAZIDE-AM,Losartan/Hydrochlorothiazide,,,11-12-2024,,BYR,4.46,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09DA01,,,,"film-coated tablets, 50 mg/12.5 mg in a blister pack No. 10x3",,,,,,,,,,PRICENTRIC,,,,,432076,,,,
1322052,,BELARUS,"Birzeit Pharmaceutical Company (BPC), Palestine Manufacturer of finished dosage form: Birzeit Pharmaceutical Company (BPC), Palestine Manufacturer performing filling/packaging: Birzeit Pharmaceutical Company (BPC), Palestine Issuance of marketing authorization for the medicinal product: Birzeit Pharmaceutical Company (BPC), Palestine",VASCOPIN PHARMACAR,VASCOPIN PHARMACAR,Amlodipine,,,08-11-2016,,BYR,14.39,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C08CA01,,,,5mg tablets in blisters in packaging No. 10x3,,,,,,,,,,PRICENTRIC,,,,,2787486,,,,"4,40 USD"
2045995,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus Quality control: Lekpharm SOOO, Republic of Belarus",RAMILONG,RAMILONG,Ramipril,,,28-09-2022,,BYR,5.21,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09AA05,,,,tablets 10 mg in a blister pack No. 10x3,,,,,,,,,,PRICENTRIC,,,,,22/09/1777,,,,
2160146,,BELARUS,"SmithKline Beecham Limited, UK Manufacturer of finished dosage form: SmithKline Beecham Limited, UK Manufacturer performing filling/packaging: SmithKline Beecham Limited, UK Issue of authorization for the release of the medicinal product: SmithKline Beecham Limited, UK",Augmentin,Augmentin,Amoxicillin and beta-lactamase inhibitor,,,13-10-2020,,BYR,18.89,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,"J01CR02
                        
оригинальное",,,,"film-coated tablets, 875 mg/125 mg in blisters in packaging No. 7x2",,,,,,,,,,PRICENTRIC,,,,,9400/05/10/11/15/16/20,,,,"5,37 EUR"
2160712,,BELARUS,"AS Kevelt, Republic of Estonia Manufacturer of finished dosage form: AS Kevelt, Republic of Estonia Manufacturer performing filling/packaging: AS Kevelt, Republic of Estonia Issuance of a marketing authorization for the medicinal product: AS Kevelt, Republic of Estonia",GLAUMAX,GLAUMAX,Latanoprost,,,16-06-2020,,BYR,17.88,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,S01EE01,,,,solution (eye drops) 50 mcg/ml in 2.5 ml dropper bottles in package No. 1,,,,,,,,,,PRICENTRIC,,,,,9216/10/15/15/17/20,,,,"5,15 EUR"
2160566,,BELARUS,"Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer of the finished dosage form: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer performing packaging/packaging: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Issuance of a permit for the release of a medicinal product: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus",IBUPROFEN MAX,IBUPROFEN MAX,Ibuprofen,,,23-12-2020,,BYR,4.57,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,M01AE01,,,,"film-coated tablets, 400 mg in a blister pack No. 10x2",,,,,,,,,,PRICENTRIC,,,,,248721,,,,
2160115,,BELARUS,"HBM Pharma sro (HBM Pharma s.r.o.), Slovakia Manufacturer of finished dosage form: HBM Pharma sro (HBM Pharma s.r.o.), Slovakia Manufacturer performing filling/packaging: HBM Pharma sro (HBM Pharma s.r.o.), Slovakia Issuance of permission to release the medicinal product: Grindeks JSC, Latvia Quality control: Grindeks JSC, Latvia",MILDRONAT,MILDRONAT,Meldonium,,,21-12-2023,,BYR,78.63,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,"C01EB22
                        
оригинальное",,,,solution for intravenous administration 100 mg/ml in 10 ml ampoules in a 5x2 cell package,,,,,,,,,,PRICENTRIC,,,,,8647/08/13/17/19/22/23,,,,"23,42 EUR"
2160747,,BELARUS,"Pharmtechnologiya LLC, Republic of Belarus Manufacturer of finished dosage form: Pharmtechnologiya LLC, Republic of Belarus Manufacturer performing packaging/packaging: Pharmtechnologiya LLC, Republic of Belarus Issuance of permission to release the medicinal product: Pharmtechnologiya LLC, Republic of Belarus",LAMOTRIGINE FT,LAMOTRIGINE FT,Lamotrigine,,,,,BYR,7.1,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,N03AX09,,,,tablets 50 mg in a blister pack No. 10x3,,,,,,,,,,PRICENTRIC,,,,,399597,,,,
DUPLICATE,,BELARUS,"Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus Manufacturer of finished dosage form: Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus Manufacturer performing filling/packaging: Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus Issuance of permission to release a medicinal product: Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus Quality control: Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus Other participants in production: Holden Medical Laboratories Pvt. Ltd., India - manufacturer of granulated tablet mass",METFORMIN FARMLAND,METFORMIN FARMLAND,Metformin,,,27-10-2022,,BYR,2.97,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,A10BA02,,,,500mg tablets in a blister pack No. 10x3,,,,,,,,,,PRICENTRIC,,,,,119000,,,,
2037442,,BELARUS,"Belmedpreparaty RUE, Republic of Belarus Manufacturer of finished dosage form: Belmedpreparaty RUE, Republic of Belarus # 220006, Minsk, Mayakovsky Street, 1/5 (Workshop No. 6) Manufacturer performing filling/packaging: Belmedpreparaty RUE, Republic of Belarus # 220006, Minsk, Mayakovsky Street, 1/5 (Workshop No. 6) Issuance of permission to release a medicinal product: Belmedpreparaty RUE, Republic of Belarus # 220006, Minsk, Mayakovsky Street, 1 Quality control: Belmedpreparaty RUE, Republic of Belarus # 220006, Minsk, Mayakovsky Street, 1",LOZARTAN,LOZARTAN,Losartan,,,18-12-2024,,BYR,5.1,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09CA01,,,,"film-coated tablets, 50 mg in a blister pack No. 10x3",,,,,,,,,,PRICENTRIC,,,,,277944,,,,
2046041,,BELARUS,"KRKA, dd, Slovenia Manufacturer of finished dosage form: KRKA, dd, Slovenia Manufacturer performing filling/packaging: KRKA, dd, Slovenia Issuance of permission to release the medicinal product: KRKA, dd, Slovenia Quality control: KRKA, dd, Slovenia",AMPRILAN,AMPRILAN,Ramipril,,,02-08-2022,,BYR,6.61,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09AA05,,,,5mg tablets in blisters in packaging No. 10x3,,,,,,,,,,PRICENTRIC,,,,,8258/07/12/18/22,,,,"1,93 EUR"
DUPLICATE,,BELARUS,"Manufacturer: Merck Healthcare KGaA, Germany; Manufacturer of finished dosage form: Merck Healthcare KGaA, Germany; Manufacturer performing filling/packaging: Merck Healthcare KGaA, Germany; Issuance of permission to release medicinal product: Merck Healthcare KGaA, Germany",CONCOR,CONCOR,Bisoprolol,,,26-06-2020,,BYR,20.08,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,"C07AB07
                        
оригинальное",,,,"film-coated tablets, 5 mg in blisters in packaging No. 25x2",,,,,,,,,,PRICENTRIC,,,,,476/94/99/04/04/08/09/12/15/17/18/20,,,,"6,24 USD"
2161520,,BELARUS,"Birzeit Pharmaceutical Company (BPC), Palestine Manufacturer of finished dosage form: Birzeit Pharmaceutical Company (BPC), Palestine Manufacturer performing filling/packaging: Birzeit Pharmaceutical Company (BPC), Palestine Issuance of marketing authorization for the medicinal product: Birzeit Pharmaceutical Company (BPC), Palestine",AMOXICAR PLUS,AMOXICAR PLUS,Amoxicillin and beta-lactamase inhibitor,,,13-10-2020,,BYR,28.32,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J01CR02,,,,"film-coated tablets, 500mg/125mg in bottle No. 20 in package No. 1",,,,,,,,,,PRICENTRIC,,,,,9363/10/15/18/20,,,,"8,65 USD"
2160864,,BELARUS,"Rubicon LLC, Republic of Belarus Manufacturer of the finished dosage form: Rubicon LLC, Republic of Belarus # ul.M.Gorky, 62B, Vitebsk, 210002 Manufacturer performing filling/packaging: Rubicon LLC, Republic of Belarus # ul.M.Gorky, 62B, Vitebsk, 210002 Issuance of a permit for the release of a medicinal product: Rubicon LLC, Republic of Belarus # ul.M.Gorky, 62B, Vitebsk, 210002 Quality control: Rubicon LLC, Republic of Belarus # 1. ul.M.Gorky, 62-2, Vitebsk, 210002 2. ul.M.Gorky, 42D-3, Vitebsk, 210002 3. ul.M.Gorky, 62B, Vitebsk, 210002 4. M. Gorky st., 42D-4, Vitebsk, 210002",RUZANA,RUZANA,Oxymetazoline,,,29-04-2024,,BYR,3.69,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,R01AA05,,,,nasal drops 0.25 mg/ml in 10 ml bottles in package No. 1,,,,,,,,,,PRICENTRIC,,,,,374489,,,,
2160700,,BELARUS,"Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer of the finished dosage form: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer performing packaging/packaging: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Issuance of a permit for the release of a medicinal product: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus",Nimesulide,Nimesulide,Nimesulide,,,11-10-2019,,BYR,2.28,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,M01AX17,,,,tablets 100 mg in a blister pack No. 10x2,,,,,,,,,,PRICENTRIC,,,,,127763,,,,
2160626,,BELARUS,"Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer of finished dosage form: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer performing filling/packaging: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Issuance of permission to release the medicinal product: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Quality control: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus",METFORMIN FARMLAND,METFORMIN FARMLAND,Metformin,,,21-12-2022,,BYR,5.28,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,A10BA02,,,,"film-coated tablets, 1000 mg in a blister pack No. 10x3",,,,,,,,,,PRICENTRIC,,,,,178596,,,,
DUPLICATE,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus Quality control: Lekpharm SOOO, Republic of Belarus",Enalapril,Enalapril,Enalapril,,,28-02-2023,,BYR,1.94,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09AA02,,,,5 mg tablets in a blister pack No. 15x4,,,,,,,,,,PRICENTRIC,,,,,23/02/1371,,,,
2160506,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus Quality control: Lekpharm SOOO, Republic of Belarus",BETAGISTIN-LF,BETAGISTIN-LF,Beta-histine,,,15-12-2021,,BYR,12.8,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,N07CA01,,,,tablets 24 mg in a blister pack No. 10x3,,,,,,,,,,PRICENTRIC,,,,,214389,,,,
2161578,,BELARUS,"Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer of the finished dosage form: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer performing packaging/packaging: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Issuance of a permit for the release of a medicinal product: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus",HEPARIN ACTIVE,HEPARIN ACTIVE,Heparin,,,15-08-2019,,BYR,9.55,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C05BA03,,,,gel for external use 1000 IU/g in tubes 30 g in package No. 1,,,,,,,,,,PRICENTRIC,,,,,144503,,,,
2160512,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",RIVAROXABAN-LF,RIVAROXABAN-LF,Rivaroxaban,,,,,BYR,18.43,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,B01AF01,,,,"film-coated tablets, 15 mg in a blister pack No. 10x3",,,,,,,,,,PRICENTRIC,,,,,460013,,,,
2161532,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",MELOXICAM-LF,MELOXICAM-LF,Meloxicam,,,,,BYR,3.59,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,M01AC06,,,,tablets 15 mg in a blister pack No. 10x2,,,,,,,,,,PRICENTRIC,,,,,383311,,,,
2160424,,BELARUS,"Lek SA, Poland/Lek dd, Slovenia Manufacturer of finished dosage form: Lek SA, Poland # 16, Podlipie Str., 95-010 Strykow Manufacturer performing filling/packaging: Lek dd, Slovenia # Trimlini 2d, 9220 Lendava Issuance of authorization for the release of the medicinal product: Lek dd, Slovenia # Trimlini 2d, 9220 Lendava Quality control: Lek SA, Poland # 16, Podlipie Str., 95-010 Strykow",NEOLIP,NEOLIP,Rosuvastatin,,,11-11-2024,,BYR,13.54,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C10AA07,,,,"film-coated tablets, 10 mg in blisters in packaging No. 15x2",,,,,,,,,,PRICENTRIC,,,,,11269/23/24,,,,"3,96 EUR"
DUPLICATE,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",ATORVASTATIN-LF,ATORVASTATIN-LF,Atorvastatin,,,12-11-2019,,BYR,5.22,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C10AA05,,,,"film-coated tablets, 10 mg in a blister pack No. 15x2",,,,,,,,,,PRICENTRIC,,,,,19/11/1656,,,,
2169258,,BELARUS,"Belmedpreparaty RUE, Republic of Belarus Manufacturer of finished dosage form: Belmedpreparaty RUE, Republic of Belarus Manufacturer performing packaging/packaging: Belmedpreparaty RUE, Republic of Belarus Issuance of permission to release the medicinal product: Belmedpreparaty RUE, Republic of Belarus Quality control: Belmedpreparaty RUE, Republic of Belarus",AMLODIPIN,AMLODIPIN,Amlodipine,,,11-01-2024,,BYR,4.16,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C08CA01,,,,tablets 10 mg in a blister pack No. 10x6,,,,,,,,,,PRICENTRIC,,,,,295140,,,,
2161603,,BELARUS,"Pharmtechnology LLC, Republic of Belarus Manufacturer of finished dosage form: Pharmtechnology LLC, Republic of Belarus # Minsk, Korzhenevskogo Street, 22 Manufacturer performing filling/packaging: Pharmtechnology LLC, Republic of Belarus # Minsk, Korzhenevskogo Street, 22 Issuance of permission to release a medicinal product: Pharmtechnology LLC, Republic of Belarus # Minsk, Korzhenevskogo Street, 22 Quality control: Pharmtechnology LLC, Republic of Belarus # Minsk, Korzhenevskogo Street, 22",NAISULID®,NAISULID®,Nimesulide,,,28-11-2024,,BYR,4.16,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,M01AX17,,,,granules for the preparation of a suspension for oral administration 100 mg in 2.0 g packets in package No. 10,,,,,,,,,,PRICENTRIC,,,,,24/11/1147,,,,
1322039,,BELARUS,"KRKA, dd, Slovenia Manufacturer of finished dosage form: KRKA, dd, Slovenia Manufacturer performing filling/packaging: KRKA, dd, Slovenia Issuance of permission to release the medicinal product: KRKA, dd, Slovenia",VALSACOR,VALSACOR,Valsartan,,,29-03-2019,,BYR,20.08,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09CA03,,,,"film-coated tablets, 160 mg in blisters in packaging No. 10x3",,,,,,,,,,PRICENTRIC,,,,,8858/09/14/17/19,,,,"5,82 EUR"
2160863,,BELARUS,"Rubicon LLC, Republic of Belarus Manufacturer of the finished dosage form: Rubicon LLC, Republic of Belarus # ul.M.Gorky, 62B, Vitebsk, 210002 Manufacturer performing filling/packaging: Rubicon LLC, Republic of Belarus # ul.M.Gorky, 62B, Vitebsk, 210002 Issuance of a permit for the release of a medicinal product: Rubicon LLC, Republic of Belarus # ul.M.Gorky, 62B, Vitebsk, 210002 Quality control: Rubicon LLC, Republic of Belarus # 1. ul.M.Gorky, 62-2, Vitebsk, 210002 2. ul.M.Gorky, 42D-3, Vitebsk, 210002 3. ul.M.Gorky, 62B, Vitebsk, 210002 4. M. Gorky st., 42D-4, Vitebsk, 210002",RUZANA,RUZANA,Oxymetazoline,,,29-04-2024,,BYR,3.49,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,R01AA05,,,,nasal drops 0.1 mg/ml in 10 ml bottles in package No. 1,,,,,,,,,,PRICENTRIC,,,,,374489,,,,
