detail_url,product_name,brand_name,manufacturer,administration_form,strengths_raw,pack_presentation,currency,price_per_day,reimbursed_per_day,product_type,brand_full,ddd_text,price_per_week,price_per_month,price_per_six_months,extra_payment_per_day,table_type,unit_type,unit_amount
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cobimetinib,Cotellic,COTELLIC,Roche Nederland bv,,,TABLET 20 mg,€,208.07,0.0,(als hemifumaraat),"COTELLIC ,
        TABLET 20 mg",45 mg,,,,208.07,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/codeine,Bronchicum Extra Sterk Natterman,NATTERMAN,Cooper Consumer Health International,,,"STROOP 0,5 mg / ml",€,1.89,0.0,(als fosfaat),"NATTERMAN ,
        STROOP 0,5 mg / ml","0,1 g",13.23,56.7,343.98,1.89,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/codeine,Bronchicum Extra Sterk Natterman,GENERIEK,Cooper Consumer Health International,,,TABLET 10 mg,€,2.61,0.0,(als fosfaat),"GENERIEK ,
        TABLET 10 mg","0,1 g",18.27,78.3,475.02,2.61,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cocaine,Cocaïne Oogdruppels FNA,,Formularium der Nederlandse Apothekers,,,,,,,(hydrochloride),,,,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/coffeine,Coffeïne injectie FNA,PEYONA,Formularium der Nederlandse Apothekers,,,OPLOSSING VOOR PARENTERAAL/ORAAL GEBRUIK 20 mg / ml,€,429.9,0.0,,"PEYONA ,
        OPLOSSING VOOR PARENTERAAL/ORAAL GEBRUIK 20 mg / ml","0,4 g",,,,429.9,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colchicine,Colchicine,GENERIEK,Diverse fabrikanten,,,"TABLET 0,5 mg",€,0.49,0.49,,"GENERIEK ,
        TABLET 0,5 mg",1 mg,3.43,14.7,89.18,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colecalciferol,Colecalciferol,GENERIEK,Diverse fabrikanten,,,CAPSULE,€,0.04,0.0,,"GENERIEK ,
        CAPSULE",20 μg,0.28,1.2,7.28,0.04,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colecalciferol,Colecalciferol,D-CURA,Diverse fabrikanten,,,DRANK 100000IE/ ml,€,0.03,0.0,,"D-CURA ,
        DRANK 100000IE/ ml",20 μg,0.21,0.9,5.46,0.03,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colecalciferol,Colecalciferol,OSFEROL-D3,Diverse fabrikanten,,,TABLET,€,0.02,0.0,,"OSFEROL-D3 ,
        TABLET",20 μg,0.14,0.6,3.64,0.02,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colecalciferol,Colecalciferol,DEVARON,Diverse fabrikanten,,,TABLET,€,0.19,0.0,,"DEVARON ,
        TABLET",20 μg,1.33,5.7,34.58,0.19,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colecalciferol,Colecalciferol,DIVISUN,Diverse fabrikanten,,,TABLET,€,0.3,0.0,,"DIVISUN ,
        TABLET",20 μg,2.1,9.0,54.6,0.3,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colecalciferol,Colecalciferol,DAVITAMON,Diverse fabrikanten,,,DRUPPELS VOOR ORAAL GEBRUIK 960IE/ ml,€,0.23,0.0,,"DAVITAMON ,
        DRUPPELS VOOR ORAAL GEBRUIK 960IE/ ml",20 μg,1.61,6.9,41.86,0.23,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colesevelam,Cholestagel,CHOLESTAGEL,Cheplapharm Arzneimittel GmbH,,,TABLET 625 mg,€,4.52,1.87,(als hydrochloride),"CHOLESTAGEL ,
        TABLET 625 mg","3,75 g",31.64,135.6,822.64,2.65,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colestyramine,Colestyramine 'suikervrij',GENERIEK,Diverse fabrikanten,,,POEDER VOOR ORAAL GEBRUIK,€,1.42,1.42,,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK",14 g,9.94,42.6,258.44,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colestyramine,Colestyramine 'suikervrij',QUESTRAN,Diverse fabrikanten,,,POEDER VOOR ORAAL GEBRUIK,€,1.74,1.74,,"QUESTRAN ,
        POEDER VOOR ORAAL GEBRUIK",14 g,12.18,52.2,316.68,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colestyramine,Colestyramine 'suikervrij',QUESTRAN A,Diverse fabrikanten,,,POEDER VOOR ORAAL GEBRUIK,€,1.74,1.74,,"QUESTRAN A ,
        POEDER VOOR ORAAL GEBRUIK",14 g,12.18,52.2,316.68,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__inhalatie_,Colistin,COLISTIMETHAAT NATRIUM,Teva Nederland bv,,,POEDER VOOR VERNEVELVLOEISTOF,€,29.52,29.52,(penta-Na-mesilaat),"COLISTIMETHAAT NATRIUM ,
        POEDER VOOR VERNEVELVLOEISTOF",3 ME,206.64,885.6,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__inhalatie_,Colistin,COLISTIN,Teva Nederland bv,,,POEDER VOOR VERNEVELVLOEISTOF,€,29.37,29.37,(penta-Na-mesilaat),"COLISTIN ,
        POEDER VOOR VERNEVELVLOEISTOF",3 ME,205.59,881.1,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__inhalatie_,Colistin,TADIM,Teva Nederland bv,,,POEDER VOOR VERNEVELVLOEISTOF,€,29.52,29.52,(penta-Na-mesilaat),"TADIM ,
        POEDER VOOR VERNEVELVLOEISTOF",3 ME,206.64,885.6,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__inhalatie_,Colistin,COLOBREATHE,Teva Nederland bv,,,INHALATIEPOEDER,€,40.15,40.15,(penta-Na-mesilaat),"COLOBREATHE ,
        INHALATIEPOEDER",3 ME,281.05,,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__inhalatie_,Colistin,KOLNEB,Teva Nederland bv,,,POEDER VOOR VERNEVELVLOEISTOF,€,35.63,35.63,(penta-Na-mesilaat),"KOLNEB ,
        POEDER VOOR VERNEVELVLOEISTOF",3 ME,249.41,,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__inhalatie_,Colistin,GENERIEK,Teva Nederland bv,,,1 ME POEDER VOOR OPLOSSING VOOR INFUSIE,€,9.74,0.0,(penta-Na-mesilaat),"GENERIEK , 1 ME POEDER VOOR OPLOSSING VOOR INFUSIE",,,,,9.74,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__parenteraal_,Colistimethaat natrium,COLISTIMETHAAT NATRIUM,Diverse fabrikanten,,,POEDER VOOR VERNEVELVLOEISTOF,€,29.52,29.52,(methaatnatrium),"COLISTIMETHAAT NATRIUM ,
        POEDER VOOR VERNEVELVLOEISTOF",3 ME,206.64,885.6,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__parenteraal_,Colistimethaat natrium,COLISTIN,Diverse fabrikanten,,,POEDER VOOR VERNEVELVLOEISTOF,€,29.37,29.37,(methaatnatrium),"COLISTIN ,
        POEDER VOOR VERNEVELVLOEISTOF",3 ME,205.59,881.1,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__parenteraal_,Colistimethaat natrium,TADIM,Diverse fabrikanten,,,POEDER VOOR VERNEVELVLOEISTOF,€,29.52,29.52,(methaatnatrium),"TADIM ,
        POEDER VOOR VERNEVELVLOEISTOF",3 ME,206.64,885.6,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__parenteraal_,Colistimethaat natrium,COLOBREATHE,Diverse fabrikanten,,,INHALATIEPOEDER,€,40.15,40.15,(methaatnatrium),"COLOBREATHE ,
        INHALATIEPOEDER",3 ME,281.05,,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__parenteraal_,Colistimethaat natrium,KOLNEB,Diverse fabrikanten,,,POEDER VOOR VERNEVELVLOEISTOF,€,35.63,35.63,(methaatnatrium),"KOLNEB ,
        POEDER VOOR VERNEVELVLOEISTOF",3 ME,249.41,,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__parenteraal_,Colistimethaat natrium,GENERIEK,Diverse fabrikanten,,,1 ME POEDER VOOR OPLOSSING VOOR INFUSIE,€,9.74,0.0,(methaatnatrium),"GENERIEK , 1 ME POEDER VOOR OPLOSSING VOOR INFUSIE",,,,,9.74,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/collagenase,Novuxol,NOVUXOL,Smith & Nephew Nederland cv,,,ZALF 3 mg /G,€,9.66,0.64,,"NOVUXOL ,
        ZALF 3 mg /G",,,,,0.0,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/concizumab,Alhemo,ALHEMO,Novo Nordisk bv,,,"1,5 ml INJECTIEVLOEISTOF 100 mg / ml",€,,0.0,,"ALHEMO , 1,5 ml INJECTIEVLOEISTOF 100 mg / ml",,,,,12.478,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/corifollitropine_alfa,Elonva,ELONVA,Organon Pharma BV,,,"0,5 ml INJECTIEVLOEISTOF 200 μg / ml",€,580.62,0.0,,"ELONVA , 0,5 ml INJECTIEVLOEISTOF 200 μg / ml",,,,,580.62,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/conestat_alfa,Ruconest,,Pharming Groep nv,,,,,,,,,,,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cortison,Cortison,GENERIEK,Diverse fabrikanten,,,TABLET 5 mg,€,5.44,5.44,(acetaat),"GENERIEK ,
        TABLET 5 mg","37,5 mg",38.08,163.2,990.08,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cotrimoxazol,Bactrimel,GENERIEK,Eumedica nv,,,TABLET 160/800 mg,€,0.61,0.61,,"GENERIEK ,
        TABLET 160/800 mg",2 stuks,4.27,18.3,111.02,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cotrimoxazol,Bactrimel,BACTRIMEL,Eumedica nv,,,5 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 16/80 mg / ml,€,5.61,5.61,,"BACTRIMEL , 5 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 16/80 mg / ml",,,,,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/covid_19_mrna_vaccin__comirnaty_,Comirnaty LP.8.1,,Pfizer bv,,,,,,,,,,,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/crizotinib,Xalkori,XALKORI,Pfizer bv,,,CAPSULE 200 mg,€,196.56,0.0,,"XALKORI ,
        CAPSULE 200 mg","0,5 g",,,,196.56,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/covid_19_subunitvaccin__bimervax_,Bimervax LP.8.1,,Hipra Human Health,,,,,,,,,,,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__nasaal_,Allergo-COMOD neusspray,ALLERGO-COMOD,Ursapharm Benelux bv,,,NEUSSPRAY 20 mg / ml,€,7.09,0.44,(di-Na-zout),"ALLERGO-COMOD ,
        NEUSSPRAY 20 mg / ml",,,,,0.03,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__nasaal_,Allergo-COMOD neusspray,PREVALIN,Ursapharm Benelux bv,,,NEUSSPRAY 20 mg / ml,€,7.95,0.44,(di-Na-zout),"PREVALIN ,
        NEUSSPRAY 20 mg / ml",,,,,0.09,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__nasaal_,Allergo-COMOD neusspray,GENERIEK,Ursapharm Benelux bv,,,NEUSSPRAY 40 mg / ml,€,6.0,0.6,(di-Na-zout),"GENERIEK ,
        NEUSSPRAY 40 mg / ml",,,,,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__oculair_,Allergo-COMOD oogdruppels,GENERIEK,Ursapharm Benelux bv,,,10 ml OOGDRUPPELS 20 mg / ml,€,4.52,4.52,(di-Na-zout),"GENERIEK , 10 ml OOGDRUPPELS 20 mg / ml",,,,,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__oculair_,Allergo-COMOD oogdruppels,ALLERGO-COMOD,Ursapharm Benelux bv,,,10 ml OOGDRUPPELS 20 mg / ml,€,7.09,6.96,(di-Na-zout),"ALLERGO-COMOD , 10 ml OOGDRUPPELS 20 mg / ml",,,,,0.13,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__oculair_,Allergo-COMOD oogdruppels,PREVALIN,Ursapharm Benelux bv,,,10 ml OOGDRUPPELS 20 mg / ml,€,8.96,5.29,(di-Na-zout),"PREVALIN , 10 ml OOGDRUPPELS 20 mg / ml",,,,,3.67,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__oculair_,Allergo-COMOD oogdruppels,LECROLYN,Ursapharm Benelux bv,,,10 ml OOGDRUPPELS 40 mg / ml,€,16.58,16.58,(di-Na-zout),"LECROLYN , 10 ml OOGDRUPPELS 40 mg / ml",,,,,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__systemisch_,Nalcrom,NALCROM,Sanofi,,,GRANULAAT 100 mg,€,7.55,7.55,(di-Na-zout),"NALCROM ,
        GRANULAAT 100 mg","0,8 g",52.85,226.5,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/crovalimab,Piasky,PIASKY,Roche Nederland bv,,,2 ml INJECTIE/INFUSIEOPLOSSING 170 mg / ml,€,,9.696,,"PIASKY , 2 ml INJECTIE/INFUSIEOPLOSSING 170 mg / ml",,,,,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyanocobalamine__vitamine_b12_,Cyanocobalamine,GENERIEK,Diverse fabrikanten,,,1 ml INJECTIEVLOEISTOF 1 mg / ml,€,4.9,1.06,,"GENERIEK , 1 ml INJECTIEVLOEISTOF 1 mg / ml",,,,,3.84,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyclizine,Cyclizine zetpil FNA,,Formularium der Nederlandse Apothekers,,,,,,,(hydrochloride),,,,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyclofosfamide,Cyclofosfamide,GENERIEK,Diverse fabrikanten,,,1000 mg POEDER VOOR INJECTIEVLOEISTOF 1000 mg,€,17.34,0.0,,"GENERIEK , 1000 mg POEDER VOOR INJECTIEVLOEISTOF 1000 mg",,,,,17.34,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyclofosfamide,Cyclofosfamide,ENDOXAN,Diverse fabrikanten,,,1000 mg POEDER VOOR INJECTIEVLOEISTOF 1000 mg,€,58.86,0.0,,"ENDOXAN , 1000 mg POEDER VOOR INJECTIEVLOEISTOF 1000 mg",,,,,58.86,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyclopentolaat,Cyclogyl,CYCLOGYL,Alcon Nederland bv,,,15 ml OOGDRUPPELS 10 mg / ml,€,5.88,5.87,(hydrochloride),"CYCLOGYL , 15 ml OOGDRUPPELS 10 mg / ml",,,,,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyclopentolaat,Cyclogyl,CYCLOPENTOLAATHYDROCHLORIDE MINIMS,Alcon Nederland bv,,,"0,5 ml OOGDRUPPELS 10 mg / ml",€,17.44,0.0,(hydrochloride),"CYCLOPENTOLAATHYDROCHLORIDE MINIMS , 0,5 ml OOGDRUPPELS 10 mg / ml",,,,,0.87,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyproteron,Androcur,ANDROCUR,Bayer bv,,,TABLET 50 mg,€,1.82,1.82,(acetaat),"ANDROCUR ,
        TABLET 50 mg","0,1 g",12.74,54.6,331.24,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyproteron_ethinylestradiol,Cyproteron/ethinylestradiol,GENERIEK,Diverse fabrikanten,,,OMHULDE TABLET 2MG/35UG,€,0.05,0.0,,"GENERIEK ,
        OMHULDE TABLET 2MG/35UG","0,75 stuks",0.35,1.5,9.1,0.05,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cytarabine,Cytarabine,GENERIEK,Diverse fabrikanten,,,10 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 100 mg / ml,€,31.03,0.0,,"GENERIEK , 10 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 100 mg / ml",,,,,31.03,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cytisinicline,Decigatan,DECIGATAN,Aflofarm Farmacja Polska Sp. z o.o.,,,"TABLET 1,5 mg",€,212.54,0.0,,"DECIGATAN ,
        TABLET 1,5 mg",,,,,2.13,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cytomegalovirus_immunoglobuline,Megalotect,MEGALOTECT,Twin Pharma,,,10 ml INFUSIEVLOEISTOF 100E/ ml,€,203.83,0.0,,"MEGALOTECT , 10 ml INFUSIEVLOEISTOF 100E/ ml",,,,,203.83,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dabigatran,Dabigatran,GENERIEK,Diverse fabrikanten,,,CAPSULE 110 mg,€,1.91,1.91,"(etexilaat, als mesilaat)","GENERIEK ,
        CAPSULE 110 mg","0,3 g",13.37,57.3,347.62,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dabigatran,Dabigatran,PRADAXA,Diverse fabrikanten,,,CAPSULE 110 mg,€,1.74,1.74,"(etexilaat, als mesilaat)","PRADAXA ,
        CAPSULE 110 mg","0,3 g",12.18,52.2,316.68,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dabrafenib,Finlee,FINLEE,Novartis Pharma bv,,,DISPERGEERBARE TABLET 10 mg,€,213.73,0.0,(als mesilaat),"FINLEE ,
        DISPERGEERBARE TABLET 10 mg","0,3 g",,,,213.73,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dabrafenib,Finlee,TAFINLAR,Novartis Pharma bv,,,CAPSULE 50 mg,€,207.63,0.0,(als mesilaat),"TAFINLAR ,
        CAPSULE 50 mg","0,3 g",,,,207.63,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dacarbazine,Dacarbazine,GENERIEK,Diverse fabrikanten,,,1000 mg POEDER VOOR OPLOSSING VOOR INFUSIE 1000 mg,€,108.13,0.0,(als citraat),"GENERIEK , 1000 mg POEDER VOOR OPLOSSING VOOR INFUSIE 1000 mg",,,,,108.13,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dacomitinib,Vizimpro,VIZIMPRO,Pfizer bv,,,TABLET 15 mg,€,294.57,0.0,,"VIZIMPRO ,
        TABLET 15 mg",45 mg,,,,294.57,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daktp_hib_hepb_vaccin,Vaxelis,VAXELIS,MCM Vaccine,,,"0,5 ml SUSPENSIE VOOR INJECTIE",€,51.5,0.0,,"VAXELIS , 0,5 ml SUSPENSIE VOOR INJECTIE",,,,,51.5,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dalbavancine,Xydalba,XYDALBA,Abbvie bv,,,500 mg POEDER VOOR OPLOSSING VOOR INFUSIE 500 mg,€,828.4,0.0,(als hydrochloride),"XYDALBA , 500 mg POEDER VOOR OPLOSSING VOOR INFUSIE 500 mg",,,,,828.4,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dalteparine,Fragmin,FRAGMIN,Pfizer bv,,,"0,2 ml INJECTIEVLOEISTOF 12.500IE/ ml",€,2.5,1.94,(Na-zout),"FRAGMIN , 0,2 ml INJECTIEVLOEISTOF 12.500IE/ ml",,,,,0.56,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,JIVI,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"JIVI ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.195,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,ALTUVOCT,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"ALTUVOCT ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.122,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,ELOCTA,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"ELOCTA ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.039,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,OCTANATE LV,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,904.7,0.0,,"OCTANATE LV ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,904.7,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,OCTANATE,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,226.18,0.0,,"OCTANATE ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,226.18,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,AFSTYLA,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"AFSTYLA ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.188,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,REFACTO AF,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"REFACTO AF ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.024,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,ADVATE,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"ADVATE ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.039,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,KOVALTRY,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"KOVALTRY ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.039,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,ADYNOVI,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"ADYNOVI ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.039,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,NUWIQ,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"NUWIQ ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.035,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,NOVOEIGHT,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"NOVOEIGHT ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.039,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,ESPEROCT,Bayer bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"ESPEROCT ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,1.068,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danazol,Danatrol,DANATROL,Memidis Pharma,,,CAPSULE 100 mg,€,4.19,4.19,,"DANATROL ,
        CAPSULE 100 mg","0,6 g",29.33,125.7,762.58,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danaparoide,Orgaran,,Viatris Netherlands bv,,,,,,,(Na-zout),,,,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danicopan,Voydeya,VOYDEYA,Alexion Pharma Netherlands bv,,,TABLET,€,,25.02,,"VOYDEYA ,
        TABLET",,,,,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dantroleen__oraal_,Dantrium,DANTRIUM,Norgine bv,,,CAPSULE 25 mg,€,0.81,0.81,(Na-zout),"DANTRIUM ,
        CAPSULE 25 mg","0,1 g",5.67,24.3,147.42,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dantroleen__oraal_,Dantrium,AGILUS,Norgine bv,,,120 mg POEDER VOOR INJECTIEVLOEISTOF 120 mg,€,570.68,0.0,(Na-zout),"AGILUS , 120 mg POEDER VOOR INJECTIEVLOEISTOF 120 mg",,,,,570.68,parenteralia,,
