molecule_id,edition_code,section_id,inn_name,flags_raw,page_no
470,unknown,68,FORMAT,,104
471,unknown,69,DINITRATE D'ISOSORBIDE,,104
472,unknown,69,ISOSORBIDE-5-MONONITRATE,X,104
473,unknown,69,TRINITRATE DE GLYCÉRYLE,,104
474,unknown,69,COÛT DU,,105
475,unknown,69,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,105
476,unknown,69,FORMAT,,105
477,unknown,69,TRINITRATE DE GLYCÉRYLE (STABILISÉ),,105
478,unknown,70,DIAZOXIDE,X,105
479,unknown,70,HYDRALAZINE (CHLORHYDRATE D'),X,105
480,unknown,70,COÛT DU,,106
481,unknown,70,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,106
482,unknown,70,FORMAT,,106
483,unknown,70,MINOXIDIL,X,106
484,unknown,71,DOXAZOSINE (MÉSYLATE DE),X,106
485,unknown,71,PRAZOSIN (CHLORHYDRATE DE),X,106
486,unknown,71,COÛT DU,,107
487,unknown,71,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,107
488,unknown,71,FORMAT,,107
489,unknown,71,TÉRAZOSINE (CHLORHYDRATE DE),X,107
490,unknown,72,ACÉBUTOLOL (CHLORHYDRATE D'),X,107
491,unknown,72,COÛT DU,,108
492,unknown,72,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,108
493,unknown,72,FORMAT,,108
494,unknown,72,ATÉNOLOL,X,108
495,unknown,72,COÛT DU,,109
496,unknown,72,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,109
497,unknown,72,FORMAT,,109
498,unknown,72,BISOPROLOL (FUMARATE DE),X,109
499,unknown,72,COÛT DU,,110
500,unknown,72,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,110
501,unknown,72,FORMAT,,110
502,unknown,72,CARVÉDILOL,X,110
503,unknown,72,COÛT DU,,111
504,unknown,72,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,111
505,unknown,72,FORMAT,,111
506,unknown,72,LABETALOL (CHLORHYDRATE DE),X,111
507,unknown,72,MÉTOPROLOL (TARTRATE DE),X,111
508,unknown,72,COÛT DU,,112
509,unknown,72,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,112
510,unknown,72,FORMAT,,112
511,unknown,72,NADOLOL,X,112
512,unknown,72,COÛT DU,,113
513,unknown,72,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,113
514,unknown,72,FORMAT,,113
515,unknown,72,PINDOLOL,X,113
516,unknown,72,PINDOLOL / HYDROCHLOROTHIAZIDE,X,113
517,unknown,72,PROPRANOLOL (CHLORHYDRATE DE),X,113
518,unknown,72,COÛT DU,,114
519,unknown,72,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,114
520,unknown,72,FORMAT,,114
521,unknown,72,SOTALOL (CHLORHYDRATE DE),X,114
522,unknown,72,TIMOLOL (MALÉATE DE),X,114
523,unknown,73,CLONIDINE (CHLORHYDRATE DE),X,114
524,unknown,73,MÉTHYLDOPA,X,114
525,unknown,73,COÛT DU,,115
526,unknown,73,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,115
527,unknown,73,FORMAT,,115
528,unknown,74,AMLODIPINE (BÉSYLATE D'),X,115
529,unknown,74,COÛT DU,,116
530,unknown,74,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,116
531,unknown,74,FORMAT,,116
532,unknown,74,COÛT DU,,117
533,unknown,74,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,117
534,unknown,74,FORMAT,,117
535,unknown,74,AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,X,117
536,unknown,74,COÛT DU,,118
537,unknown,74,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,118
538,unknown,74,FORMAT,,118
539,unknown,74,FÉLODIPINE,X,118
540,unknown,74,COÛT DU,,119
541,unknown,74,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,119
542,unknown,74,FORMAT,,119
543,unknown,74,NIFÉDIPINE,X,119
544,unknown,74,NIMODIPINE,X,119
545,unknown,74,COÛT DU,,120
546,unknown,74,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,120
547,unknown,74,FORMAT,,120
548,unknown,75,DILTIAZEM (CHLORHYDRATE DE),X,120
549,unknown,75,COÛT DU,,121
550,unknown,75,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,121
551,unknown,75,FORMAT,,121
552,unknown,75,COÛT DU,,122
553,unknown,75,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,122
554,unknown,75,FORMAT,,122
555,unknown,75,VÉRAPAMIL (CHLORHYDRATE DE),X,122
556,unknown,75,COÛT DU,,123
557,unknown,75,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,123
558,unknown,75,FORMAT,,123
559,unknown,76,BÉNAZÉPRIL (CHLORHYDRATE DE),X,123
560,unknown,76,CAPTOPRIL,X,123
561,unknown,76,COÛT DU,,124
562,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,124
563,unknown,76,FORMAT,,124
564,unknown,76,CILAZAPRIL,X,124
565,unknown,76,CILAZAPRIL/ HYDROCHLOROTHIAZIDE,X,124
566,unknown,76,ÉNALAPRIL (MALÉATE D'),X,124
567,unknown,76,COÛT DU,,125
568,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,125
569,unknown,76,FORMAT,,125
570,unknown,76,ÉNALAPRIL (MALÉATE D')/ HYDROCHLOROTHIAZIDE,X,125
571,unknown,76,FOSINOPRIL SODIQUE,X,125
572,unknown,76,COÛT DU,,126
573,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,126
574,unknown,76,FORMAT,,126
575,unknown,76,LISINOPRIL,X,126
576,unknown,76,COÛT DU,,127
577,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,127
578,unknown,76,FORMAT,,127
579,unknown,76,LISINOPRIL/ HYDROCHLOROTHIAZIDE,X,127
580,unknown,76,"P) 100 20,83 0,2083",,127
581,unknown,76,"Z) 100 25,03 0,2503",,127
582,unknown,76,"Z) 100 25,03 0,2503",,127
583,unknown,76,COÛT DU,,128
584,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,128
585,unknown,76,FORMAT,,128
586,unknown,76,PÉRINDOPRIL ERBUMINE,X,128
587,unknown,76,COÛT DU,,129
588,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,129
589,unknown,76,FORMAT,,129
590,unknown,76,COÛT DU,,130
591,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,130
592,unknown,76,FORMAT,,130
593,unknown,76,PÉRINDOPRIL ERBUMINE/INDAPAMIDE,X,130
594,unknown,76,COÛT DU,,131
595,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,131
596,unknown,76,FORMAT,,131
597,unknown,76,QUINAPRIL (CHLORHYDRATE DE),X,131
598,unknown,76,QUINAPRIL (CHLORHYDRATE DE) / HYDROCHLOROTHIAZIDE,X,131
599,unknown,76,COÛT DU,,132
600,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,132
601,unknown,76,FORMAT,,132
602,unknown,76,RAMIPRIL,X,132
603,unknown,76,COÛT DU,,133
604,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,133
605,unknown,76,FORMAT,,133
606,unknown,76,COÛT DU,,134
607,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,134
608,unknown,76,FORMAT,,134
609,unknown,76,COÛT DU,,135
610,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,135
611,unknown,76,FORMAT,,135
612,unknown,76,RAMIPRIL/ HYDROCHLOROTHIAZIDE,X,135
613,unknown,76,COÛT DU,,136
614,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,136
615,unknown,76,FORMAT,,136
616,unknown,76,TRANDOLAPRIL,X,136
617,unknown,76,COÛT DU,,137
618,unknown,76,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,137
619,unknown,76,FORMAT,,137
620,unknown,77,CANDÉSARTAN CILEXÉTIL,X,137
621,unknown,77,COÛT DU,,138
622,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,138
623,unknown,77,FORMAT,,138
624,unknown,77,COÛT DU,,139
625,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,139
626,unknown,77,FORMAT,,139
627,unknown,77,CANDÉSARTAN CILEXÉTIL/ HYDROCHLOROTHIAZIDE,X,139
628,unknown,77,ÉPROSARTAN (MÉSYLATE D'),X,139
629,unknown,77,COÛT DU,,140
630,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,140
631,unknown,77,FORMAT,,140
632,unknown,77,ÉPROSARTAN (MÉSYLATE D')/ HYDROCHLOROTHIAZIDE,X,140
633,unknown,77,IRBÉSARTAN,X,140
634,unknown,77,COÛT DU,,141
635,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,141
636,unknown,77,FORMAT,,141
637,unknown,77,IRBÉSARTAN/ HYDROCHLOROTHIAZIDE,X,141
638,unknown,77,COÛT DU,,142
639,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,142
640,unknown,77,FORMAT,,142
641,unknown,77,LOSARTAN POTASSIQUE,X,142
642,unknown,77,COÛT DU,,143
643,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,143
644,unknown,77,FORMAT,,143
645,unknown,77,LOSARTAN POTASSIQUE/ HYDROCHLOROTHIAZIDE,X,143
646,unknown,77,COÛT DU,,144
647,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,144
648,unknown,77,FORMAT,,144
649,unknown,77,OLMÉSARTAN MÉDOXOMIL,X,144
650,unknown,77,COÛT DU,,145
651,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,145
652,unknown,77,FORMAT,,145
653,unknown,77,OLMÉSARTAN MÉDOXOMIL/HYDROCHLOROTHIAZIDE,X,145
654,unknown,77,COÛT DU,,146
655,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,146
656,unknown,77,FORMAT,,146
657,unknown,77,TELMISARTAN,X,146
658,unknown,77,COÛT DU,,147
659,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,147
660,unknown,77,FORMAT,,147
661,unknown,77,TELMISARTAN/ HYDROCHLOROTHIAZIDE,X,147
662,unknown,77,COÛT DU,,148
663,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,148
664,unknown,77,FORMAT,,148
665,unknown,77,TELMISARTAN/AMLODIPINE,X,148
666,unknown,77,COÛT DU,,149
667,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,149
668,unknown,77,FORMAT,,149
669,unknown,77,VALSARTAN,X,149
670,unknown,77,COÛT DU,,150
671,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,150
672,unknown,77,FORMAT,,150
673,unknown,77,VALSARTAN/HYDROCHLOROTHIAZIDE,X,150
674,unknown,77,COÛT DU,,151
675,unknown,77,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,151
676,unknown,77,FORMAT,,151
677,unknown,78,SPIRONOLACTONE,X,151
678,unknown,79,COÛT DU,,155
679,unknown,79,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,155
680,unknown,79,FORMAT,,155
681,unknown,80,ACÉTYLSALICYLIQUE (ACIDE),,155
682,unknown,80,COÛT DU,,156
683,unknown,80,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,156
684,unknown,80,FORMAT,,156
685,unknown,80,CÉLÉCOXIB,X,156
686,unknown,80,COÛT DU,,157
687,unknown,80,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,157
688,unknown,80,FORMAT,,157
689,unknown,80,COÛT DU,,158
690,unknown,80,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,158
691,unknown,80,FORMAT,,158
692,unknown,80,DICLOFÉNAC (POTASSIQUE OU SODIQUE),X,158
693,unknown,80,DICLOFÉNAC SODIQUE,X,158
694,unknown,80,DICLOFÉNAC SODIQUE/MISOPROSTOL,X,158
695,unknown,80,FLURBIPROFÈNE,X,158
696,unknown,80,COÛT DU,,159
697,unknown,80,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,159
698,unknown,80,FORMAT,,159
699,unknown,80,IBUPROFÈNE,,159
700,unknown,80,INDOMÉTHACINE,X,159
701,unknown,80,"1000 123,40",R,159
702,unknown,80,KÉTOPROFÈNE,X,159
703,unknown,80,COÛT DU,,160
704,unknown,80,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,160
705,unknown,80,FORMAT,,160
706,unknown,80,MÉLOXICAM,X,160
707,unknown,80,NAPROXÈNE,X,160
708,unknown,80,COÛT DU,,161
709,unknown,80,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,161
710,unknown,80,FORMAT,,161
711,unknown,80,PIROXICAM,X,161
712,unknown,80,SULINDAC,X,161
713,unknown,80,TIAPROFÉNIQUE (ACIDE),X,161
714,unknown,81,CODÉINE (BASE ET SULFATE),Z,161
715,unknown,81,COÛT DU,,162
716,unknown,81,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,162
717,unknown,81,FORMAT,,162
718,unknown,81,CODÉINE (PHOSPHATE DE),Z,162
719,unknown,81,FENTANYL,Z,162
720,unknown,81,HYDROMORPHONE (CHLORHYDRATE D'),Z,162
721,unknown,81,COÛT DU,,163
722,unknown,81,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,163
723,unknown,81,FORMAT,,163
724,unknown,81,COÛT DU,,164
725,unknown,81,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,164
726,unknown,81,FORMAT,,164
727,unknown,81,MÉTHADONE (CHLORHYDRATE DE),Z,164
728,unknown,81,COÛT DU,,165
729,unknown,81,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,165
730,unknown,81,FORMAT,,165
731,unknown,81,MORPHINE (CHLORHYDRATE OU SULFATE DE),Z,165
732,unknown,81,COÛT DU,,166
733,unknown,81,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,166
734,unknown,81,FORMAT,,166
735,unknown,81,COÛT DU,,167
736,unknown,81,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,167
737,unknown,81,FORMAT,,167
738,unknown,81,COÛT DU,,168
739,unknown,81,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,168
740,unknown,81,FORMAT,,168
741,unknown,81,OXYCODONE (CHLORHYDRATE D'),Z,168
742,unknown,82,BUPRÉNORPHINE/NALOXONE,Z,168
743,unknown,82,COÛT DU,,169
744,unknown,82,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,169
745,unknown,82,FORMAT,,169
746,unknown,82,BUTORPHANOL (TARTRATE DE),Y,169
747,unknown,82,PENTAZOCINE (CHLORHYDRATE DE),Z,169
748,unknown,83,ACÉTAMINOPHÈNE,,169
749,unknown,83,COÛT DU,,170
750,unknown,83,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,170
751,unknown,83,FORMAT,,170
752,unknown,83,ACÉTAMINOPHÈNE/ CODÉINE (PHOSPHATE DE),Z,170
753,unknown,84,BUPRÉNORPHINE/NALOXONE,Z,170
754,unknown,84,COÛT DU,,171
755,unknown,84,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,171
756,unknown,84,FORMAT,,171
757,unknown,84,NALOXONE (CHLORHYDRATE DE),,171
758,unknown,84,NALOXONE (CHLORHYDRATE DE) (POUR UTILISATEUR),,171
759,unknown,84,NALTREXONE (CHLORHYDRATE DE),X,171
760,unknown,84,COÛT DU,,172
761,unknown,84,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,172
762,unknown,84,FORMAT,,172
763,unknown,85,PHÉNOBARBITAL,Y,172
764,unknown,85,PHÉNOBARBITAL SODIQUE 27,Y,172
765,unknown,85,PRIMIDONE,X,172
766,unknown,85,COÛT DU,,173
767,unknown,85,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,173
768,unknown,85,FORMAT,,173
769,unknown,86,CLOBAZAM,V,173
770,unknown,86,CLONAZÉPAM,V,173
771,unknown,86,"500 20,90",R,173
772,unknown,87,PHÉNYTOÏNE,X,173
773,unknown,87,COÛT DU,,174
774,unknown,87,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,174
775,unknown,87,FORMAT,,174
776,unknown,87,PHÉNYTOÏNE SODIQUE,X,174
777,unknown,88,ÉTHOSUXIMIDE,X,174
778,unknown,88,COÛT DU,,175
779,unknown,88,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,175
780,unknown,88,FORMAT,,175
781,unknown,89,GABAPENTINE,X,175
782,unknown,89,COÛT DU,,176
783,unknown,89,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,176
784,unknown,89,FORMAT,,176
785,unknown,89,COÛT DU,,177
786,unknown,89,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,177
787,unknown,89,FORMAT,,177
788,unknown,89,COÛT DU,,178
789,unknown,89,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,178
790,unknown,89,FORMAT,,178
791,unknown,89,PRÉGABALINE,X,178
792,unknown,89,COÛT DU,,179
793,unknown,89,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,179
794,unknown,89,FORMAT,,179
795,unknown,89,COÛT DU,,180
796,unknown,89,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,180
797,unknown,89,FORMAT,,180
798,unknown,89,COÛT DU,,181
799,unknown,89,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,181
800,unknown,89,FORMAT,,181
801,unknown,89,COÛT DU,,182
802,unknown,89,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,182
803,unknown,89,FORMAT,,182
804,unknown,90,CARBAMAZÉPINE,X,182
805,unknown,90,COÛT DU,,183
806,unknown,90,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,183
807,unknown,90,FORMAT,,183
808,unknown,90,DIVALPROEX SODIQUE,X,183
809,unknown,90,GABAPENTINE,X,183
810,unknown,90,COÛT DU,,184
811,unknown,90,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,184
812,unknown,90,FORMAT,,184
813,unknown,90,LAMOTRIGINE,X,184
814,unknown,90,COÛT DU,,185
815,unknown,90,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,185
816,unknown,90,FORMAT,,185
817,unknown,90,LÉVÉTIRACÉTAM,X,185
818,unknown,90,COÛT DU,,186
819,unknown,90,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,186
820,unknown,90,FORMAT,,186
821,unknown,90,TOPIRAMATE,X,186
822,unknown,90,COÛT DU,,187
823,unknown,90,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,187
824,unknown,90,FORMAT,,187
825,unknown,90,COÛT DU,,188
826,unknown,90,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,188
827,unknown,90,FORMAT,,188
828,unknown,90,VALPROATE SODIQUE,X,188
829,unknown,90,VALPROIQUE (ACIDE),X,188
830,unknown,90,VIGABATRIN,X,188
831,unknown,90,COÛT DU,,189
832,unknown,90,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,189
833,unknown,90,FORMAT,,189
834,unknown,91,AMITRIPTYLINE (CHLORHYDRATE D'),X,189
835,unknown,91,COÛT DU,,190
836,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,190
837,unknown,91,FORMAT,,190
838,unknown,91,BUPROPION (CHLORHYDRATE DE),X,190
839,unknown,91,COÛT DU,,191
840,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,191
841,unknown,91,FORMAT,,191
842,unknown,91,CITALOPRAM (BROMHYDRATE DE),X,191
843,unknown,91,COÛT DU,,192
844,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,192
845,unknown,91,FORMAT,,192
846,unknown,91,COÛT DU,,193
847,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,193
848,unknown,91,FORMAT,,193
849,unknown,91,CLOMIPRAMINE (CHLORHYDRATE DE),X,193
850,unknown,91,COÛT DU,,194
851,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,194
852,unknown,91,FORMAT,,194
853,unknown,91,DÉSIPRAMINE (CHLORHYDRATE DE),X,194
854,unknown,91,DOXÉPINE (CHLORHYDRATE DE),X,194
855,unknown,91,COÛT DU,,195
856,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,195
857,unknown,91,FORMAT,,195
858,unknown,91,DULOXÉTINE,X,195
859,unknown,91,COÛT DU,,196
860,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,196
861,unknown,91,FORMAT,,196
862,unknown,91,COÛT DU,,197
863,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,197
864,unknown,91,FORMAT,,197
865,unknown,91,ESCITALOPRAM (OXALATE D'),X,197
866,unknown,91,COÛT DU,,198
867,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,198
868,unknown,91,FORMAT,,198
869,unknown,91,COÛT DU,,199
870,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,199
871,unknown,91,FORMAT,,199
872,unknown,91,FLUOXÉTINE (CHLORHYDRATE DE),X,199
873,unknown,91,COÛT DU,,200
874,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,200
875,unknown,91,FORMAT,,200
876,unknown,91,FLUVOXAMINE (MALÉATE DE),X,200
877,unknown,91,IMIPRAMINE (CHLORHYDRATE D'),X,200
878,unknown,91,COÛT DU,,201
879,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,201
880,unknown,91,FORMAT,,201
881,unknown,91,L-TRYPTOPHANE,X,201
882,unknown,91,MIRTAZAPINE,X,201
883,unknown,91,COÛT DU,,202
884,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,202
885,unknown,91,FORMAT,,202
886,unknown,91,MOCLOBÉMIDE,X,202
887,unknown,91,NORTRIPTYLINE (CHLORHYDRATE DE),X,202
888,unknown,91,COÛT DU,,203
889,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,203
890,unknown,91,FORMAT,,203
891,unknown,91,PAROXÉTINE (CHLORHYDRATE DE),X,203
892,unknown,91,COÛT DU,,204
893,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,204
894,unknown,91,FORMAT,,204
895,unknown,91,COÛT DU,,205
896,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,205
897,unknown,91,FORMAT,,205
898,unknown,91,PHÉNELZINE (SULFATE DE),X,205
899,unknown,91,COÛT DU,,206
900,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,206
901,unknown,91,FORMAT,,206
902,unknown,91,SERTRALINE (CHLORHYDRATE DE),X,206
903,unknown,91,COÛT DU,,207
904,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,207
905,unknown,91,FORMAT,,207
906,unknown,91,COÛT DU,,208
907,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,208
908,unknown,91,FORMAT,,208
909,unknown,91,TRANYLCYPROMINE (SULFATE DE),X,208
910,unknown,91,TRAZODONE (CHLORHYDRATE DE),X,208
911,unknown,91,COÛT DU,,209
912,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,209
913,unknown,91,FORMAT,,209
914,unknown,91,TRIMIPRAMINE,X,209
915,unknown,91,COÛT DU,,210
916,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,210
917,unknown,91,FORMAT,,210
918,unknown,91,VENLAFAXINE (CHLORHYDRATE DE),X,210
919,unknown,91,COÛT DU,,211
920,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,211
921,unknown,91,FORMAT,,211
922,unknown,91,COÛT DU,,212
923,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,212
924,unknown,91,FORMAT,,212
925,unknown,91,VORTIOXÉTINE (BROMHYDRATE DE),X,212
926,unknown,91,COÛT DU,,213
927,unknown,91,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,213
928,unknown,91,FORMAT,,213
929,unknown,92,ARIPIPRAZOLE,X,213
930,unknown,92,COÛT DU,,214
931,unknown,92,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,214
932,unknown,92,FORMAT,,214
933,unknown,92,COÛT DU,,215
934,unknown,92,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,215
935,unknown,92,FORMAT,,215
936,unknown,92,COÛT DU,,216
937,unknown,92,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,216
938,unknown,92,FORMAT,,216
939,unknown,92,CHLORPROMAZINE (CHLORHYDRATE DE),X,216
940,unknown,92,CLOZAPINE,X,216
941,unknown,92,FLUPENTIXOL (DÉCANOATE DE),X,216
942,unknown,92,COÛT DU,,217
943,unknown,92,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,217
944,unknown,92,FORMAT,,217
945,unknown,92,FLUPENTIXOL (DICHLORHYDRATE DE),X,217
946,unknown,92,FLUPHÉNAZINE (CHLORHYDRATE DE),X,217
947,unknown,92,HALOPÉRIDOL,X,217
948,unknown,92,COÛT DU,,218
949,unknown,92,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,218
950,unknown,92,FORMAT,,218
