input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,PAMI_OS,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
Convatec,AQUACEL AG FOAM NO ADHESIVO 10X10 CM,Convatec,AQUACEL AG FOAM NO ADHESIVO 10X10 CM,accesorio,Accesorios,Caja x 10 cód. 420642 (VL),497246.78,2025-10-07,2026-01-17T08:39:35,,,,,,,Importado,{}
Convatec,AQUACEL AG SURGICAL 9X10 APOSITO ESTERIL,Convatec,AQUACEL AG SURGICAL 9X10 APOSITO ESTERIL,accesorio,Accesorios,Caja x 10 cód. 412009 (VL),1380531.3,2025-10-09,2026-01-17T08:39:44,,,,,,,Importado,{}
Convatec,AQUACEL AG SURGICAL 9X15 APOSITO ESTERIL,Convatec,AQUACEL AG SURGICAL 9X15 APOSITO ESTERIL,accesorio,Accesorios,Caja x 10 cód. 412010 (VL),1518560.63,2025-10-09,2026-01-17T08:39:54,,,,,,,Importado,{}
Convatec,AQUACEL AG SURGICAL 9X25 APOSITO ESTERIL,Convatec,AQUACEL AG SURGICAL 9X25 APOSITO ESTERIL,accesorio,Accesorios,Caja x 10 cód. 412011 (VL),1533914.85,2025-10-09,2026-01-17T08:40:05,,,,,,,Importado,{}
Convatec,AQUACEL AG SURGICAL 9X5 APOSITO ESTERIL,Convatec,AQUACEL AG SURGICAL 9X5 APOSITO ESTERIL,accesorio,Accesorios,Caja x 10 cód. 412012 (VL),1856075.85,2025-10-09,2026-01-17T08:40:15,,,,,,,Importado,{}
Convatec,AQUACEL AG+EXTRA 10X10 ANTIBIOFILM,Convatec,AQUACEL AG+EXTRA 10X10 ANTIBIOFILM,accesorio,Accesorios,Caja x 10 cód. 413567 (VL),647055.61,2025-10-07,2026-01-17T08:40:25,,,,,,,Importado,{}
Convatec,AQUACEL AG+EXTRA 15X15 ANTIBIOFILM,Convatec,AQUACEL AG+EXTRA 15X15 ANTIBIOFILM,accesorio,Accesorios,Caja x 5 cód. 413568 (VL),703509.17,2025-10-07,2026-01-17T08:40:33,,,,,,,Importado,{}
Convatec,AQUACEL AG+EXTRA 20X30 ANTIBIOFILM,Convatec,AQUACEL AG+EXTRA 20X30 ANTIBIOFILM,accesorio,Accesorios,Caja x 5 cód. 413569 (VL),1869180.5,2025-10-07,2026-01-17T08:40:44,,,,,,,Importado,{}
Convatec,AQUACEL AG+EXTRA MECHA 2X45 CM ANTIBIOFILM,Convatec,AQUACEL AG+EXTRA MECHA 2X45 CM ANTIBIOFILM,accesorio,Accesorios,Caja x 5 cód. 413571 (VL),199882.65,2025-10-07,2026-01-17T08:40:55,,,,,,,Importado,{}
Convatec,AQUACEL EXTRA 15X15 CM DOBLE HIDROFIBRA,Convatec,AQUACEL EXTRA 15X15 CM DOBLE HIDROFIBRA,accesorio,Accesorios,Caja x 5 cód. 420673 (VL),309544.35,2025-10-09,2026-01-17T08:41:03,,,,,,,Importado,{}
Convatec,AQUACEL FOAM NO ADHESIVO 10X10 CM,Convatec,AQUACEL FOAM NO ADHESIVO 10X10 CM,accesorio,Accesorios,Caja x 10 cód. 420633 (VL),342483.78,2025-10-07,2026-01-17T08:41:13,,,,,,,Importado,{}
Convatec,AQUACEL FOAM NO ADHESIVO 15X15 CM,Convatec,AQUACEL FOAM NO ADHESIVO 15X15 CM,accesorio,Accesorios,Caja x 5 cód. 420635 (VL),273987.02,2025-10-07,2026-01-17T08:41:24,,,,,,,Importado,{}
Convatec,AQUACEL FOAM PRO 10X10 CM 5 CAPAS,Convatec,AQUACEL FOAM PRO 10X10 CM 5 CAPAS,accesorio,Accesorios,Caja x 10 cód. 422357 (VL),144766.14,2025-10-07,2026-01-17T08:41:35,,,,,,,Importado,{}
Convatec,AQUACEL FOAM PRO SACRAL 20X16.9 CM 5 CAPAS,Convatec,AQUACEL FOAM PRO SACRAL 20X16.9 CM 5 CAPAS,accesorio,Accesorios,Caja x 5 cód. 421579 (VL),268837.8,2025-10-07,2026-01-17T08:41:43,,,,,,,Importado,{}
Convatec,AQUACEL FOAM PRO TALON MULTI 19.8X14 CM,Convatec,AQUACEL FOAM PRO TALON MULTI 19.8X14 CM,accesorio,Accesorios,Caja x 10 cód. 422356 (VL),904709.03,2025-10-07,2026-01-17T08:41:53,,,,,,,Importado,{}
Laboratorios Farmacoop,AQUALANE,Laboratorios Farmacoop,AQUALANE,vaselina+asoc.,Hidratante,cr.x 100 g (VL),6955.0,2025-11-10,2026-01-17T08:42:04,,,,,,,,{}
Megalabs Argentina,AQUATOP,Megalabs Argentina,AQUATOP,producto cosmético,Hidratante Nutriente dérmico,cr.x 250 g (VL),68184.56,2026-01-06,2026-01-17T08:42:13,,,,,,,El precio publicado no incluye gravámenes u otros,{}
Abbvie,AQUIPTA,Abbvie,AQUIPTA,atogepant,Antimigrañoso,10 mg comp.x 28,710240.35,2025-12-24,2026-01-17T08:42:23,,,,,,,Importado,{}
Abbvie,AQUIPTA,Abbvie,AQUIPTA,atogepant,Antimigrañoso,60 mg comp.x 28,710240.35,2025-12-24,2026-01-17T08:42:23,,,,,,,Importado,{}
Elea,ARAMIX,Elea,ARAMIX,escitalopram,Antidepresivo,10 mg comp.rec.x 30,39449.28,2025-12-17,2026-01-17T08:42:34,Producto Reconocido,19724.64,,Cobertura Monto Fijo,19991.71,19457.57,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 19724.64}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 19457.57, ""AF"": 19991.71}}"
Elea,ARAMIX,Elea,ARAMIX,escitalopram,Antidepresivo,20 mg comp.rec.x 30,70851.78,2025-12-17,2026-01-17T08:42:34,Producto Reconocido,35425.89,,Cobertura Monto Fijo,38219.3,32632.48,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 35425.89}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 32632.48, ""AF"": 38219.3}}"
Lafarmen,ARANDANO + VITAMINA C,Lafarmen,ARANDANO + VITAMINA C,"arándano,ext.+asoc.",Suplemento dietario,comp.x 150 (VL),45000.0,2025-10-29,2026-01-17T08:42:43,,,,,,,,{}
Lafarmen,ARANDANO + VITAMINA C,Lafarmen,ARANDANO + VITAMINA C,"arándano,ext.+asoc.",Suplemento dietario,comp.x 30 (VL),8800.0,2025-10-29,2026-01-17T08:42:43,,,,,,,,{}
Provefarma,ARANDANO AZUL,Provefarma,ARANDANO AZUL,arándano+asoc.,Suplemento dietario,comp.x 60 (VL),18690.0,2026-01-02,2026-01-17T08:42:53,,,,,,,,{}
Lafarmen,ARANDANO LAFARMEN,Lafarmen,ARANDANO LAFARMEN,"arándano,ext.",Suplemento dietario,comp.x 30 (VL),5000.0,2023-12-14,2026-01-17T08:43:04,,,,,,,,{}
A.M. Farma Activ,ARANDANO+CENTELLA VITAL A.M.,A.M. Farma Activ,ARANDANO+CENTELLA VITAL A.M.,arándano+asoc.,Suplemento dietario,comp.x 30 (VL),11500.0,2026-01-02,2026-01-17T08:43:13,,,,,,,,{}
Innovapharma,ARANDANOS,Innovapharma,ARANDANOS,"arándano,ext.+asoc.",Suplemento dietario,cáps.x 60 (VL),21400.0,2025-12-01,2026-01-17T08:43:24,,,,,,,,{}
Ariston,ARAPENTIN,Ariston,ARAPENTIN,gabapentin,Anticonvulsivo,100 mg cáps.x 30,20101.99,2026-01-05,2026-01-17T08:43:34,Producto Reconocido,6086.98,,Cobertura Monto Fijo,10458.62,9643.37,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 6086.98}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9643.37, ""AF"": 10458.62}}"
Ariston,ARAPENTIN,Ariston,ARAPENTIN,gabapentin,Anticonvulsivo,300 mg cáps.x 30,33464.27,2026-01-05,2026-01-17T08:43:34,Producto Reconocido,10921.39,,Cobertura Monto Fijo,16730.51,16733.76,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 10921.39}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 16733.76, ""AF"": 16730.51}}"
Ariston,ARAPENTIN,Ariston,ARAPENTIN,gabapentin,Anticonvulsivo,600 mg comp.x 30,45892.76,2026-01-05,2026-01-17T08:43:34,Producto Reconocido,13224.81,,Cobertura Monto Fijo,21917.13,23975.63,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 13224.81}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 23975.63, ""AF"": 21917.13}}"
Lafedar,ARATOPIC,Lafedar,ARATOPIC,"fusídico,ác.",Antibiótico tópico,cr.x 15 g,13664.67,2025-12-16,2026-01-17T08:43:44,,,,,,,,{}
E. J. Gezzi,ARCELIGASOL,E. J. Gezzi,ARCELIGASOL,garcinia cambogia+asoc.,Suplemento dietario,cáps.blandas x 30 (VL),1599.9,2022-05-20,2026-01-17T08:43:53,,,,,,,,{}
E. J. Gezzi,ARCELIGASOL,E. J. Gezzi,ARCELIGASOL,garcinia cambogia+asoc.,Suplemento dietario,cáps.blandas x 60 (VL),2799.9,2022-05-20,2026-01-17T08:43:53,,,,,,,,{}
E. J. Gezzi,ARCELIGASOL REDUCTORA,E. J. Gezzi,ARCELIGASOL REDUCTORA,extractos vegetales,Adelgazante,gts.x 120 ml (VL),24999.9,2025-12-26,2026-01-17T08:44:04,,,,,,,,{}
Organon Arg.,ARCOXIA,Organon Arg.,ARCOXIA,etoricoxib,Analgésico Antiinflam.,120 mg comp.rec.x 7,33745.52,2026-01-01,2026-01-17T08:44:14,Producto Reconocido,12171.47,,Cobertura Monto Fijo,29052.74,4692.78,Importado,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 12171.47}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4692.78, ""AF"": 29052.74}}"
Organon Arg.,ARCOXIA,Organon Arg.,ARCOXIA,etoricoxib,Analgésico Antiinflam.,60 mg comp.rec.x 28,68357.74,2026-01-01,2026-01-17T08:44:14,Producto Reconocido,25136.81,,Cobertura Monto Fijo,57334.95,11022.79,Importado,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 25136.81}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 11022.79, ""AF"": 57334.95}}"
Organon Arg.,ARCOXIA,Organon Arg.,ARCOXIA,etoricoxib,Analgésico Antiinflam.,90 mg comp.rec.x 14,55968.26,2026-01-01,2026-01-17T08:44:14,Producto Reconocido,16408.9,,Cobertura Monto Fijo,47929.2,8039.06,Importado,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 16408.9}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8039.06, ""AF"": 47929.2}}"
Organon Arg.,ARCOXIA,Organon Arg.,ARCOXIA,etoricoxib,Analgésico Antiinflam.,90 mg comp.rec.x 28,84684.41,2026-01-01,2026-01-17T08:44:14,Producto Reconocido,31139.05,,Cobertura Monto Fijo,71776.78,12907.63,Importado,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 31139.05}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 12907.63, ""AF"": 71776.78}}"
Northia,ARECAMIN,Northia,ARECAMIN,cefalotina,Antibiótico,1000 mg f.a.x 100,1914826.85,2025-10-06,2026-01-17T08:44:24,,,,,,,,{}
Teva Argentina,ARENDAL,Teva Argentina,ARENDAL,alendronato,Antiosteoporótico,70 mg comp.x 4,23167.8,2026-01-16,2026-01-17T08:44:34,Producto Reconocido,9014.71,,Cobertura Monto Fijo,12311.47,10856.33,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 9014.71}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 10856.33, ""AF"": 12311.47}}"
GlaxoSmithKline Biopharma,AREXVY,GlaxoSmithKline Biopharma,AREXVY,antígeno virus sincicial resp.,Vacuna contra el virus sincicial respiratorio,fco.a.liof.x1+disolv.x1,336500.99,2025-12-29,2026-01-17T08:44:44,,,,,,,Importado,{}
Siegfried,ARGEFLOX,Siegfried,ARGEFLOX,ciprofloxacina,Antibiótico,500 mg comp.x 10,16506.82,2025-12-12,2026-01-17T08:44:54,Producto Reconocido,6602.73,,Cobertura Monto Fijo,11546.62,4960.2,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 6602.73}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4960.2, ""AF"": 11546.62}}"
Siegfried,ARGEFLOX,Siegfried,ARGEFLOX,ciprofloxacina,Antibiótico,500 mg comp.x 20,29967.47,2025-12-12,2026-01-17T08:44:54,Producto Reconocido,11986.99,,Cobertura Monto Fijo,20453.87,9513.6,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 11986.99}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9513.6, ""AF"": 20453.87}}"
Provefarma,ARGININA,Provefarma,ARGININA,arginina,Suplemento dietario,comp.x 60 (VL),16329.0,2026-01-02,2026-01-17T08:45:04,,,,,,,,{}
Biol,ARGOCIAN,Biol,ARGOCIAN,hexoprenalina,Relajante uterino,25 mcg/5 ml iny.a.x 5,20473.84,2025-12-22,2026-01-17T08:45:13,Producto Reconocido,5076.94,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 5076.94}}"
Jayor,ARIA GLUCÓMETRO KIT,Jayor,ARIA GLUCÓMETRO KIT,medidor de glucosa,Control glucosa,kit med.glucosa x 1 (VL),65080.7,2026-01-06,2026-01-17T08:45:24,,,,,,,Importado,{}
Ariston,ARIFLENAC FORTE,Ariston,ARIFLENAC FORTE,diclofenac potásico+paracetamol,Analgésico Antiinflam.,comp.rec.x 10,6503.15,2026-01-05,2026-01-17T08:45:34,,,,,,,,{}
Ariston,ARIGASTRIL 30,Ariston,ARIGASTRIL 30,dexlansoprazol,Antiulceroso,cáps.x 15,19036.63,2025-08-01,2026-01-17T08:45:43,,11421.98,7614.65,Cobertura Monto Fijo,5874.51,13162.12,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 7614.65, ""AF"": 11421.98}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 13162.12, ""AF"": 5874.51}}"
Ariston,ARIGASTRIL 30,Ariston,ARIGASTRIL 30,dexlansoprazol,Antiulceroso,cáps.x 30,35918.04,2025-08-01,2026-01-17T08:45:44,,21550.82,14367.22,Cobertura Monto Fijo,9836.3,26081.74,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 14367.22, ""AF"": 21550.82}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 26081.74, ""AF"": 9836.3}}"
Ariston,ARIGASTRIL 60,Ariston,ARIGASTRIL 60,dexlansoprazol,Antiulceroso,cáps.x 15,26677.39,2025-08-01,2026-01-17T08:45:54,,16006.43,10670.96,Cobertura Monto Fijo,13515.27,13162.12,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 10670.96, ""AF"": 16006.43}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 13162.12, ""AF"": 13515.27}}"
Ariston,ARIGASTRIL 60,Ariston,ARIGASTRIL 60,dexlansoprazol,Antiulceroso,cáps.x 30,51302.9,2025-08-01,2026-01-17T08:45:54,,30781.74,20521.16,Cobertura Monto Fijo,25221.16,26081.74,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 20521.16, ""AF"": 30781.74}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 26081.74, ""AF"": 25221.16}}"
Eczane,ARILD,Eczane,ARILD,dutasteride,Inhibidor de la conv.testost.,0.5 mg comp.x 30,38799.6,2026-01-02,2026-01-17T08:46:04,,,,Cobertura Monto Fijo,15374.42,23425.18,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 23425.18, ""AF"": 15374.42}}"
AstraZeneca,ARIMIDEX,AstraZeneca,ARIMIDEX,anastrozol,Antineoplásico,comp.x 28,381223.99,2026-01-06,2026-01-17T08:46:13,,,,,,,Importado,{}
Celnova Argentina,ARINOVA,Celnova Argentina,ARINOVA,aripiprazol,Antipsicótico,10 mg comp.x 28,30661.17,2025-12-23,2026-01-17T08:46:24,,12037.87,,,,,Importado,"{""PAMI"": {""AF"": 12037.87}}"
Celnova Argentina,ARINOVA,Celnova Argentina,ARINOVA,aripiprazol,Antipsicótico,15 mg comp.x 28,43370.96,2025-12-23,2026-01-17T08:46:24,,16470.14,,,,,Importado,"{""PAMI"": {""AF"": 16470.14}}"
Celnova Argentina,ARINOVA,Celnova Argentina,ARINOVA,aripiprazol,Antipsicótico,fco.x 150 ml,38634.83,2025-09-19,2026-01-17T08:46:24,,16510.01,,Cobertura Monto Fijo,12947.94,25686.89,Importado,"{""PAMI"": {""AF"": 16510.01}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 25686.89, ""AF"": 12947.94}}"
Vannier,ARIPIPRAZOL 10 VANNIER,Vannier,ARIPIPRAZOL 10 VANNIER,aripiprazol,Antipsicótico,10 mg comp.x 30,28101.44,2026-01-01,2026-01-17T08:46:33,,,,Cobertura Monto Fijo,10371.87,17729.57,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 17729.57, ""AF"": 10371.87}}"
Vannier,ARIPIPRAZOL 15 VANNIER,Vannier,ARIPIPRAZOL 15 VANNIER,aripiprazol,Antipsicótico,15 mg comp.x 30,39210.33,2026-01-01,2026-01-17T08:46:44,,,,Cobertura Monto Fijo,14340.37,24869.96,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 24869.96, ""AF"": 14340.37}}"
Vannier,ARIPIPRAZOL 20 VANNIER,Vannier,ARIPIPRAZOL 20 VANNIER,aripiprazol,Antipsicótico,20 mg comp.x 30,49877.54,2026-01-01,2026-01-17T08:46:53,,,,,,,,{}
Vannier,ARIPIPRAZOL 5 VANNIER,Vannier,ARIPIPRAZOL 5 VANNIER,aripiprazol,Antipsicótico,5 mg comp.x 30,23988.55,2026-01-01,2026-01-17T08:47:03,,,,Cobertura Monto Fijo,8755.95,15232.6,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 15232.6, ""AF"": 8755.95}}"
Aspen Pharma,ARIXTRA,Aspen Pharma,ARIXTRA,fondaparinux,Antitrombótico,2.5mg/0.5ml jga.prel.x10,242716.33,2025-01-16,2026-01-17T08:47:14,,,,,,,Importado,{}
Aspen Pharma,ARIXTRA,Aspen Pharma,ARIXTRA,fondaparinux,Antitrombótico,2.5mg/0.5ml jga.prell.x2,54519.36,2025-11-05,2026-01-17T08:47:14,,,,,,,Importado,{}
Aspen Pharma,ARIXTRA,Aspen Pharma,ARIXTRA,fondaparinux,Antitrombótico,7.5mg/0.5ml jga.prel.x10,452041.08,2025-01-16,2026-01-17T08:47:14,,,,,,,Importado,{}
Aspen Pharma,ARIXTRA,Aspen Pharma,ARIXTRA,fondaparinux,Antitrombótico,7.5mg/0.5ml jga.prell.x2,101537.43,2025-11-05,2026-01-17T08:47:14,,,,,,,Importado,{}
Gador,ARKUS,Gador,ARKUS,cabozantinib,Inhib.de la proteína quinasa,20 mg comp.rec.x 30,2061772.23,2025-12-29,2026-01-17T08:47:24,,,,,,,,{}
Gador,ARKUS,Gador,ARKUS,cabozantinib,Inhib.de la proteína quinasa,40 mg comp.rec.x 30,3748621.45,2025-12-29,2026-01-17T08:47:24,,,,,,,,{}
Gador,ARKUS,Gador,ARKUS,cabozantinib,Inhib.de la proteína quinasa,60 mg comp.rec.x 30,5593120.41,2025-12-29,2026-01-17T08:47:24,,,,,,,,{}
Rontag,ARLEMIDE,Rontag,ARLEMIDE,aripiprazol,Antipsicótico,10 mg comp.x 30,29188.1,2026-01-01,2026-01-17T08:47:34,Producto Reconocido,14252.0,,Cobertura Monto Fijo,11458.53,17729.57,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 14252.0}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 17729.57, ""AF"": 11458.53}}"
Rontag,ARLEMIDE,Rontag,ARLEMIDE,aripiprazol,Antipsicótico,15 mg comp.x 15,21782.41,2026-01-01,2026-01-17T08:47:34,Producto Reconocido,9615.79,,Cobertura Monto Fijo,12024.48,9757.93,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 9615.79}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9757.93, ""AF"": 12024.48}}"
Rontag,ARLEMIDE,Rontag,ARLEMIDE,aripiprazol,Antipsicótico,15 mg comp.x 30,41697.28,2026-01-01,2026-01-17T08:47:34,Producto Reconocido,20360.0,,Cobertura Monto Fijo,16827.32,24869.96,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 20360.0}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 24869.96, ""AF"": 16827.32}}"
Rontag,ARLEMIDE,Rontag,ARLEMIDE,aripiprazol,Antipsicótico,5 mg comp.x 10,10771.11,2026-01-01,2026-01-17T08:47:34,Producto Reconocido,4708.4,,Cobertura Monto Fijo,4566.32,6204.79,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4708.4}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 6204.79, ""AF"": 4566.32}}"
Rontag,ARLEMIDE,Rontag,ARLEMIDE,aripiprazol,Antipsicótico,5 mg comp.x 30,25748.07,2026-01-01,2026-01-17T08:47:34,Producto Reconocido,12572.3,,Cobertura Monto Fijo,10515.47,15232.6,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 12572.3}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 15232.6, ""AF"": 10515.47}}"
Celnova Argentina,ARLEVERT,Celnova Argentina,ARLEVERT,cinarizina+dimenhidrinato,Antivertiginoso,comp.x 30,22544.36,2025-12-23,2026-01-17T08:47:44,,,,,,,Importado,{}
Poen,ARLYT CLEAN,Poen,ARLYT CLEAN,carboximetilcelulosa sód.+asoc.,Productos para contactología,env.x 35 ml (VL),13141.95,2025-11-04,2026-01-17T08:47:53,,,,,,,,{}
Poen,ARLYT CLEAN RGP,Poen,ARLYT CLEAN RGP,carboximetilcelulosa sód.+asoc.,Productos para contactología,env.x 35 ml (VL),15852.47,2025-11-04,2026-01-17T08:48:04,,,,,,,,{}
Poen,ARLYT EXPRESS,Poen,ARLYT EXPRESS,poloxamer,Productos para contactología,env.x 120 ml (VL),10677.83,2025-11-04,2026-01-17T08:48:14,,,,,,,,{}
Poen,ARLYT EXPRESS,Poen,ARLYT EXPRESS,poloxamer,Productos para contactología,env.x 240 ml (VL),13716.91,2025-11-04,2026-01-17T08:48:14,,,,,,,,{}
Poen,ARLYT EXPRESS,Poen,ARLYT EXPRESS,poloxamer,Productos para contactología,env.x 360 ml (VL),16263.16,2025-11-04,2026-01-17T08:48:14,,,,,,,,{}
Poen,ARLYT EXPRESS,Poen,ARLYT EXPRESS,poloxamer,Productos para contactología,env.x 500 ml (VL),19712.92,2025-11-04,2026-01-17T08:48:14,,,,,,,,{}
Poen,ARLYT EXPRESS,Poen,ARLYT EXPRESS,poloxamer,Productos para contactología,env.x 60 ml (VL),7063.8,2025-11-04,2026-01-17T08:48:14,,,,,,,,{}
Poen,ARLYT FILL,Poen,ARLYT FILL,"sodio,cloruro",Productos para contactología,fco.x 4 x 35 ml (VL),19384.37,2025-11-04,2026-01-17T08:48:25,,,,,,,,{}
Poen,ARLYT FRESH,Poen,ARLYT FRESH,carboximetilcelulosa sódica,Productos para contactología,env.x 15 ml (VL),11499.2,2025-11-04,2026-01-17T08:48:33,,,,,,,,{}
Poen,ARLYT KLINNER,Poen,ARLYT KLINNER,poloxamer,Productos para contactología,env.x 35 ml (VL),5421.05,2025-11-04,2026-01-17T08:48:44,,,,,,,,{}
Poen,ARLYT LUBRICANTE,Poen,ARLYT LUBRICANTE,hialuronato sódico,Productos para contactología,env.x 15 ml (VL),13059.81,2025-11-04,2026-01-17T08:48:54,,,,,,,,{}
Poen,ARLYT PREMIUM,Poen,ARLYT PREMIUM,hialuronato sódico,Productos para contactología,env.x 120 ml (VL),11499.2,2025-11-04,2026-01-17T08:49:03,,,,,,,,{}
Poen,ARLYT PREMIUM,Poen,ARLYT PREMIUM,hialuronato sódico,Productos para contactología,env.x 240 ml (VL),16591.71,2025-11-04,2026-01-17T08:49:03,,,,,,,,{}
Poen,ARLYT PREMIUM,Poen,ARLYT PREMIUM,hialuronato sódico,Productos para contactología,env.x 360 ml (VL),18645.14,2025-11-04,2026-01-17T08:49:03,,,,,,,,{}
Poen,ARLYT PREMIUM,Poen,ARLYT PREMIUM,hialuronato sódico,Productos para contactología,env.x 60 ml (VL),7720.89,2025-11-04,2026-01-17T08:49:03,,,,,,,,{}
Poen,ARLYT RGP,Poen,ARLYT RGP,carboximetilcelulosa sód.+asoc.,Productos para contactología,env.x 120 ml (VL),18480.86,2025-11-04,2026-01-17T08:49:13,,,,,,,,{}
Elea,ARMONIL NOCHE LIBERACION PROLONGADA,Elea,ARMONIL NOCHE LIBERACION PROLONGADA,melatonina,Regulador sueño-vigilia,comp.x 21 (VL),11705.7,2025-11-18,2026-01-17T08:49:24,,,,,,,Importado,{}
Elea,ARMONIL SEDANTE,Elea,ARMONIL SEDANTE,valeriana+asoc.,Sedante,comp.x 20 (VL),11067.59,2026-01-06,2026-01-17T08:49:34,,,,,,,,{}
Elea,ARMONIL SEDANTE,Elea,ARMONIL SEDANTE,valeriana+asoc.,Sedante,comp.x 40 (VL),19178.95,2026-01-06,2026-01-17T08:49:34,,,,,,,,{}
Dr. Madaus,ARNICA CBD OIL,Dr. Madaus,ARNICA CBD OIL,arnica montana+asoc.,Antiinflam.tópico,aceite p/masajes x 100ml (VL),17500.0,2025-12-16,2026-01-17T08:49:44,,,,,,,,{}
Gasana,ARNICA GASANA,Gasana,ARNICA GASANA,arnica montana+asoc.,Antiinflam.tópico,roll on x 90 g (VL),11000.0,2025-09-02,2026-01-17T08:49:53,,,,,,,,{}
Dr. Madaus,ARNICA GEL,Dr. Madaus,ARNICA GEL,arnica montana,Antiinflam.tópico,gel x 75 g (VL),11480.0,2025-12-16,2026-01-17T08:50:03,,,,,,,,{}
Laboratorio Merlino,ARNICA GEL LAURIA,Laboratorio Merlino,ARNICA GEL LAURIA,arnica montana,Antiinflam.tópico,gel x 70 g (VL),10090.0,2026-01-07,2026-01-17T08:50:13,,,,,,,,{}
Laboratorio Merlino,ARNICA GEL LAURIA,Laboratorio Merlino,ARNICA GEL LAURIA,arnica montana,Antiinflam.tópico,roll-on x 125 g (VL),10990.0,2026-01-07,2026-01-17T08:50:13,,,,,,,,{}
Laboratorio Merlino,ARNICA GEL LAURIA,Laboratorio Merlino,ARNICA GEL LAURIA,arnica montana,Antiinflam.tópico,roll-on x 40 g (VL),6695.0,2026-01-07,2026-01-17T08:50:13,,,,,,,,{}
