input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,PAMI_OS,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
Denver Farma,ALPRAZOLAM DENVER FARMA,Denver Farma,ALPRAZOLAM DENVER FARMA,alprazolam,Ansiolítico,1 mg comp.x 60,19620.27,2025-12-01,2026-01-13T10:58:52,Producto Reconocido,6254.61,,Cobertura Monto Fijo,8827.21,10793.06,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 6254.61}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 10793.06, ""AF"": 8827.21}}"
Denver Farma,ALPRAZOLAM DENVER FARMA,Denver Farma,ALPRAZOLAM DENVER FARMA,alprazolam,Ansiolítico,2 mg comp.x 60,28903.47,2025-07-01,2026-01-13T10:58:52,Producto Reconocido,9823.23,,Cobertura Monto Fijo,12187.14,16716.33,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 9823.23}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 16716.33, ""AF"": 12187.14}}"
Casasco,ALPRAZOL,Casasco,ALPRAZOL,alprazolam,Ansiolítico,0.5 mg comp.x 30,6958.08,2025-12-18,2026-01-13T10:58:51,Producto Reconocido,645.21,,Cobertura Monto Fijo,3277.23,3680.85,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 645.21}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3680.85, ""AF"": 3277.23}}"
Casasco,ALPRAZOL,Casasco,ALPRAZOL,alprazolam,Ansiolítico,0.5 mg comp.x 60,13117.29,2025-12-18,2026-01-13T10:58:52,Producto Reconocido,4028.89,,Cobertura Monto Fijo,6330.78,6786.51,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4028.89}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 6786.51, ""AF"": 6330.78}}"
Casasco,ALPRAZOL,Casasco,ALPRAZOL,alprazolam,Ansiolítico,1 mg comp.x 30,10750.89,2025-12-18,2026-01-13T10:58:52,Producto Reconocido,585.99,,Cobertura Monto Fijo,5274.08,5476.81,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 585.99}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5476.81, ""AF"": 5274.08}}"
Casasco,ALPRAZOL,Casasco,ALPRAZOL,alprazolam,Ansiolítico,1 mg comp.x 60,21302.44,2025-12-18,2026-01-13T10:58:53,Producto Reconocido,6241.81,,Cobertura Monto Fijo,10509.38,10793.06,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 6241.81}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 10793.06, ""AF"": 10509.38}}"
Casasco,ALPRAZOL,Casasco,ALPRAZOL,alprazolam,Ansiolítico,2 mg comp.x 30,16696.82,2025-12-18,2026-01-13T10:58:53,Producto Reconocido,,,Cobertura Monto Fijo,8174.85,8521.97,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8521.97, ""AF"": 8174.85}}"
Casasco,ALPRAZOL,Casasco,ALPRAZOL,alprazolam,Ansiolítico,2 mg comp.x 60,32561.57,2025-12-18,2026-01-13T10:58:54,Producto Reconocido,10071.31,,Cobertura Monto Fijo,15845.24,16716.33,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 10071.31}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 16716.33, ""AF"": 15845.24}}"
Labsa,ALPRAZOLAM LABSA,Labsa,ALPRAZOLAM LABSA,alprazolam,Ansiolítico,0.5 mg comp.x 30,6296.49,2025-09-03,2026-01-13T10:59:01,,,,Cobertura Monto Fijo,2615.64,3680.85,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3680.85, ""AF"": 2615.64}}"
Labsa,ALPRAZOLAM LABSA,Labsa,ALPRAZOLAM LABSA,alprazolam,Ansiolítico,1 mg comp.x 30,9976.24,2025-09-03,2026-01-13T10:59:01,,,,Cobertura Monto Fijo,4499.43,5476.81,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5476.81, ""AF"": 4499.43}}"
Labsa,ALPRAZOLAM LABSA,Labsa,ALPRAZOLAM LABSA,alprazolam,Ansiolítico,2 mg comp.x 30,14982.14,2025-05-06,2026-01-13T10:59:01,,,,Cobertura Monto Fijo,6460.17,8521.97,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8521.97, ""AF"": 6460.17}}"
Microsules Arg.,ALPRAZOLAM MICROSULES,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,Ansiolítico,0.50 mg comp.x 30,6800.73,2025-12-29,2026-01-13T10:59:02,Producto Reconocido,2186.33,,Cobertura Monto Fijo,3119.88,3680.85,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 2186.33}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3680.85, ""AF"": 3119.88}}"
Microsules Arg.,ALPRAZOLAM MICROSULES,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,Ansiolítico,0.50 mg comp.x 60,12643.42,2025-12-29,2026-01-13T10:59:03,Producto Reconocido,4113.69,,Cobertura Monto Fijo,5856.91,6786.51,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4113.69}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 6786.51, ""AF"": 5856.91}}"
Microsules Arg.,ALPRAZOLAM MICROSULES,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,Ansiolítico,1 mg comp.x 30,10275.03,2025-12-29,2026-01-13T10:59:03,Producto Reconocido,3380.95,,Cobertura Monto Fijo,4798.22,5476.81,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 3380.95}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5476.81, ""AF"": 4798.22}}"
Microsules Arg.,ALPRAZOLAM MICROSULES,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,Ansiolítico,1 mg comp.x 60,20689.8,2025-12-29,2026-01-13T10:59:04,Producto Reconocido,6303.55,,Cobertura Monto Fijo,9896.74,10793.06,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 6303.55}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 10793.06, ""AF"": 9896.74}}"
Microsules Arg.,ALPRAZOLAM MICROSULES,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,Ansiolítico,2 mg comp.x 30,15940.37,2025-12-29,2026-01-13T10:59:05,Producto Reconocido,5268.54,,Cobertura Monto Fijo,7418.4,8521.97,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 5268.54}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8521.97, ""AF"": 7418.4}}"
Oxapharma,ADAPNE DUO,Oxapharma,ADAPNE DUO,"adapaleno+benzoílo,peróxido",Antiacneico,gel x 30 g,36897.78,2026-01-01,2026-01-13T11:04:19,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Lafedar,ADECONCE,Lafedar,ADECONCE,vit.a+vit.c+vit.d,Vitamínico,sol.oral x 20 ml,12555.88,2025-12-16,2026-01-13T11:04:19,Producto Reconocido,7533.53,5022.35,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 5022.35, ""AF"": 7533.53}}"
Oxapharma,ADAPNE,Oxapharma,ADAPNE,adapaleno,Antiacneico,0.1% gel x 30 g,26888.19,2026-01-01,2026-01-13T11:04:19,Producto Reconocido,,,Cobertura Monto Fijo,19844.03,7044.16,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7044.16, ""AF"": 19844.03}}"
Oxapharma,ADAPNE,Oxapharma,ADAPNE,adapaleno,Antiacneico,0.3% gel x 30 g,30692.34,2026-01-01,2026-01-13T11:04:20,Producto Reconocido,,,Cobertura Monto Fijo,21906.09,8786.25,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8786.25, ""AF"": 21906.09}}"
A.M. Farma Activ,ADELGAR SILUETA A.M.,A.M. Farma Activ,ADELGAR SILUETA A.M.,hierbas medicinales,Suplemento dietario,blíst.x 20 x 10 comp.c/u (VL),4500.0,2026-01-02,2026-01-13T11:04:31,,,,,,,,{}
Drawer,ADEENE DRAWER,Drawer,ADEENE DRAWER,vit.c,Vitamínico,1 g iny.a.x 100 x 5 ml,1422526.56,2025-08-04,2026-01-13T11:04:33,,,,,,,,{}
Pharmamerican S.R.L.,ADELGAFRUTA BATIDO SACIANTE,Pharmamerican S.R.L.,ADELGAFRUTA BATIDO SACIANTE,fibra+asoc.,Suplemento dietario,frutas cítricas x 390 g (VL),27699.0,2024-10-18,2026-01-13T11:04:33,,,,,,,,{}
Pharmamerican S.R.L.,ADELGAFRUTA BATIDO SACIANTE,Pharmamerican S.R.L.,ADELGAFRUTA BATIDO SACIANTE,fibra+asoc.,Suplemento dietario,frutos del bosque x 390g (VL),26380.0,2024-06-01,2026-01-13T11:04:33,,,,,,,,{}
San Ceferino,ADELGAZA-T,San Ceferino,ADELGAZA-T,garcinia cambogia+asoc.,Suplemento dietario,sobre x 40 x 2 g (VL),28863.03,2025-11-18,2026-01-13T11:04:39,,,,,,,,{}
Austral,ADENIL,Austral,ADENIL,betametasona+gentamic.+miconazol,Antibiótico Antiinfl.Antimicot.,cr.x 20 g,10500.0,2026-01-07,2026-01-13T11:04:40,Producto Reconocido,6300.0,4200.0,Cobertura Monto Fijo,6194.76,4305.24,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 4200.0, ""AF"": 6300.0}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4305.24, ""AF"": 6194.76}}"
Bayer (PH),ADEMPAS,Bayer (PH),ADEMPAS,riociguat,Vasodilatador,0.5 mg comp.x 42,10092284.39,2026-01-05,2026-01-13T11:04:40,,,,,,,Importado,{}
Bayer (PH),ADEMPAS,Bayer (PH),ADEMPAS,riociguat,Vasodilatador,1.0 mg comp.x 42,10092284.39,2026-01-05,2026-01-13T11:04:40,,,,,,,Importado,{}
Bayer (PH),ADEMPAS,Bayer (PH),ADEMPAS,riociguat,Vasodilatador,1.5 mg comp.x 42,10092284.39,2026-01-05,2026-01-13T11:04:40,,,,,,,Importado,{}
Bayer (PH),ADEMPAS,Bayer (PH),ADEMPAS,riociguat,Vasodilatador,2.0 mg comp.x 84,20184568.77,2026-01-05,2026-01-13T11:04:40,,,,,,,Importado,{}
Bayer (PH),ADEMPAS,Bayer (PH),ADEMPAS,riociguat,Vasodilatador,2.5 mg comp.x 84,20184568.77,2026-01-05,2026-01-13T11:04:40,,,,,,,Importado,{}
Biol,ADENOSINA BIOL,Biol,ADENOSINA BIOL,adenosina,Antiarrítmico,3 mg/ml a.x 10 x 2 ml,77742.79,2025-12-22,2026-01-13T11:04:52,,,,,,,,{}
Gobbi,ADENOSINA GOBBI,Gobbi,ADENOSINA GOBBI,adenosina,Antiarrítmico,3 mg/ml a.x 50 x 2 ml,464720.24,2025-10-29,2026-01-13T11:04:53,,,,,,,,{}
Gemepe,ADENOSINA GEMEPE,Gemepe,ADENOSINA GEMEPE,adenosina,Antiarrítmico,3 mg/ml a.x 100 x 2 ml,781469.4,2025-06-27,2026-01-13T11:04:54,,,,,,,,{}
Elea,ADERMICINA,Elea,ADERMICINA,neomicina+asoc.,Epitelizante Regenerador,cr.x 30 g,18990.05,2026-01-06,2026-01-13T11:04:54,Producto Reconocido,4464.47,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4464.47}}"
Elea,ADERMICINA A,Elea,ADERMICINA A,vit.a+asoc.,Antibacteriano Cicatrizante,cr.x 30 g (VL),14065.17,2026-01-06,2026-01-13T11:04:59,,,,,,,,{}
Elea,ADERMICINA A,Elea,ADERMICINA A,vit.a+asoc.,Antibacteriano Cicatrizante,cr.x 60 g (VL),19894.43,2026-01-06,2026-01-13T11:04:59,,,,,,,,{}
Elea,ADERMICINA A 2X1,Elea,ADERMICINA A 2X1,vit.a+asoc.,Antibacteriano Cicatrizante,cr.x 30 g x 2 (VL),14065.17,2026-01-06,2026-01-13T11:05:00,,,,,,,,{}
Elea,ADERMICINA ANTI ACNE,Elea,ADERMICINA ANTI ACNE,adapaleno,Antiacneico,gel x 30 g (VL),14947.92,2026-01-06,2026-01-13T11:05:01,,,,Cobertura Monto Fijo,7903.76,7044.16,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7044.16, ""AF"": 7903.76}}"
Elea,ADERMICINA AE,Elea,ADERMICINA AE,vit.a+alantoína+asoc.,Nutriente dérmico,cr.x 200 g (VL),24495.65,2025-05-17,2026-01-13T11:05:01,,,,,,,,{}
Elea,ADERMICINA AE,Elea,ADERMICINA AE,vit.a+alantoína+asoc.,Nutriente dérmico,emuls.x 400 ml (VL),30431.88,2025-05-17,2026-01-13T11:05:01,,,,,,,,{}
Elea,ADERMICINA CUIDADO FACIAL,Elea,ADERMICINA CUIDADO FACIAL,producto cosmético,Higiene de la piel,agua micelar env.x 400ml (VL),12297.97,2026-01-06,2026-01-13T11:05:13,,,,,,,,{}
Elea,ADERMICINA CUIDADO FACIAL,Elea,ADERMICINA CUIDADO FACIAL,producto cosmético,Higiene de la piel,antiar.cr100g pcio.imbat (VL),7500.0,2026-01-06,2026-01-13T11:05:13,,,,,,,,{}
Elea,ADERMICINA CUIDADO FACIAL,Elea,ADERMICINA CUIDADO FACIAL,producto cosmético,Higiene de la piel,humec.cr100g pcio.imbat (VL),7500.0,2026-01-06,2026-01-13T11:05:13,,,,,,,,{}
Elea,ADERMICINA CUIDADO FACIAL,Elea,ADERMICINA CUIDADO FACIAL,producto cosmético,Higiene de la piel,sérum día x50ml 25%off (VL),19500.0,2025-11-26,2026-01-13T11:05:13,,,,,,,,{}
Elea,ADERMICINA CUIDADO FACIAL,Elea,ADERMICINA CUIDADO FACIAL,producto cosmético,Higiene de la piel,sérum noche x50ml 25%off (VL),19500.0,2025-11-26,2026-01-13T11:05:13,,,,,,,,{}
Elea,ADERMICINA CUIDADO FACIAL,Elea,ADERMICINA CUIDADO FACIAL,producto cosmético,Higiene de la piel,toallitas de limp. x 30 (VL),5760.16,2026-01-06,2026-01-13T11:05:14,,,,,,,,{}
Elea,ADERMICINA CUIDADO FACIAL,Elea,ADERMICINA CUIDADO FACIAL,producto cosmético,Higiene de la piel,unific.cr100g pcio.imbat (VL),7500.0,2026-01-06,2026-01-13T11:05:14,,,,,,,,{}
Elea,ADERMICINA JABON,Elea,ADERMICINA JABON,producto cosmético,Higiene facial,barra x 12 x 65 g (VL),83009.04,2026-01-06,2026-01-13T11:05:15,,,,,,,,{}
Elea,ADERMICINA JABON,Elea,ADERMICINA JABON,producto cosmético,Higiene facial,barra x 2 x 65 g (VL),7536.71,2026-01-06,2026-01-13T11:05:15,,,,,,,,{}
Elea,ADERMICINA JABON,Elea,ADERMICINA JABON,producto cosmético,Higiene facial,pack x6 barra x2 x 65 g (VL),36090.96,2026-01-06,2026-01-13T11:05:15,,,,,,,,{}
Laboratorio Merlino,ADERMITRIN,Laboratorio Merlino,ADERMITRIN,dexpantenol+asoc.,Reconstituyente dérmico,pomo x 30 g (VL),8290.0,2026-01-07,2026-01-13T11:05:15,,,,,,,,{}
Laboratorio Millet,ADEROGYL,Laboratorio Millet,ADEROGYL,vit.a+vit.d+asoc.,Polivitamínico,a.x 1,14190.51,2026-01-07,2026-01-13T11:05:16,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Savant Generic,ADESIAL,Savant Generic,ADESIAL,"bendamustina,clorh.",Antineoplásico,100 mg f.a.x 1,178740.0,2022-10-11,2026-01-13T11:05:23,,,,,,,,{}
Savant Generic,ADESIAL,Savant Generic,ADESIAL,"bendamustina,clorh.",Antineoplásico,25 mg f.a.x 1,55620.0,2022-10-11,2026-01-13T11:05:23,,,,,,,,{}
Química Luar,ADEVIT,Química Luar,ADEVIT,vit.a+vit.d+asoc.,Polivitamínico Polimineral,comp.x 60 (VL),167808.24,2026-01-01,2026-01-13T11:05:27,,,,,,,,{}
Biol,ADHESOL BIOL,Biol,ADHESOL BIOL,resinas neutras,Antiséptico,líq.x 30 ml (VL),8484.3,2025-02-06,2026-01-13T11:05:27,,,,,,,,{}
Biol,ADHESOL BIOL,Biol,ADHESOL BIOL,resinas neutras,Antiséptico,líq.x 92 ml (VL),26098.49,2025-12-22,2026-01-13T11:05:27,,,,,,,,{}
Rossmore Pharma,ADIKAN,Rossmore Pharma,ADIKAN,esomeprazol,Antiulceroso,20 mg cáps.x 14 (VL),33117.56,2024-08-06,2026-01-13T11:05:27,Producto Reconocido,,,Cobertura Monto Fijo,23765.69,9351.87,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9351.87, ""AF"": 23765.69}}"
Rossmore Pharma,ADIKAN,Rossmore Pharma,ADIKAN,esomeprazol,Antiulceroso,20 mg cáps.x 28 (VL),64428.48,2024-08-06,2026-01-13T11:05:27,Producto Reconocido,,,Cobertura Monto Fijo,49491.69,14936.79,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 14936.79, ""AF"": 49491.69}}"
Rossmore Pharma,ADIKAN,Rossmore Pharma,ADIKAN,esomeprazol,Antiulceroso,20 mg cáps.x 42 (VL),64428.48,2024-08-06,2026-01-13T11:05:27,,,,Cobertura Monto Fijo,27935.43,36493.05,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 36493.05, ""AF"": 27935.43}}"
Rossmore Pharma,ADIKAN,Rossmore Pharma,ADIKAN,esomeprazol,Antiulceroso,40 mg cáps.x 14 (VL),46910.66,2024-08-06,2026-01-13T11:05:27,Producto Reconocido,,,Cobertura Monto Fijo,27266.85,19643.81,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 19643.81, ""AF"": 27266.85}}"
Rossmore Pharma,ADIKAN,Rossmore Pharma,ADIKAN,esomeprazol,Antiulceroso,40 mg cáps.x 28 (VL),92425.79,2024-08-06,2026-01-13T11:05:28,Producto Reconocido,,,Cobertura Monto Fijo,67374.72,25051.07,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 25051.07, ""AF"": 67374.72}}"
Rossmore Pharma,ADIKAN,Rossmore Pharma,ADIKAN,esomeprazol,Antiulceroso,40 mg cáps.x 42 (VL),92425.79,2024-08-06,2026-01-13T11:05:28,,,,Cobertura Monto Fijo,31288.4,61137.39,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 61137.39, ""AF"": 31288.4}}"
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G15hipert.cl.sod.20%20ml,7228.0,2024-09-02,2026-01-13T11:05:31,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G50 sulf.mag. a.x50 x5ml,509616.27,2024-09-02,2026-01-13T11:05:31,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G51 sulf.mag. a.x100x5ml,509616.27,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G52 sulf.mag.x 10 ml,30833.28,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G55 sulf.cobre x 10 ml,32320.1,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G57 sulf.cinc x 10 ml,39559.3,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G58 clor.cromo x 10 ml,30833.29,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G59 sulf.mang.x 10 ml,30833.29,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G60 molib.amon.x 10 ml,30833.29,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G62 ác.selenioso x 10 ml,36606.2,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G63 fosf.sod.x 10ml,26977.84,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,G65 fosf.pot.x 10 ml,26977.84,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Rivero,ADITIVOS PARENTERALES,Rivero,ADITIVOS PARENTERALES,soluc.parent/fisiol/glucos/otras,Soluciones parenterales,parent.gliserof.sodx20ml,33724.87,2024-09-02,2026-01-13T11:05:32,,,,,,,,{}
Lazar,ADIUVAN MET,Lazar,ADIUVAN MET,glimepiride+metformina,Hipoglucemiante oral,2/1000 mg comp.x 30,12967.29,2025-12-30,2026-01-13T11:05:37,Producto Reconocido,6483.65,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 6483.65}}"
Lazar,ADIUVAN MET,Lazar,ADIUVAN MET,glimepiride+metformina,Hipoglucemiante oral,4/1000 mg comp.x 30,22451.26,2025-12-30,2026-01-13T11:05:37,Producto Reconocido,11225.63,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 11225.63}}"
Lazar,ADIUVAN,Lazar,ADIUVAN,glimepiride,Hipoglucemiante oral,2 mg comp.x 30,10518.33,2025-12-30,2026-01-13T11:05:38,Producto Reconocido,0.0,,Cobertura Monto Fijo,4575.33,5943.0,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 0.0}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5943.0, ""AF"": 4575.33}}"
Lazar,ADIUVAN,Lazar,ADIUVAN,glimepiride,Hipoglucemiante oral,4 mg comp.x 30,18176.94,2025-12-30,2026-01-13T11:05:38,Producto Reconocido,0.0,,Cobertura Monto Fijo,7784.51,10392.43,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 0.0}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 10392.43, ""AF"": 7784.51}}"
Biol,ADRENALINA BIOL,Biol,ADRENALINA BIOL,adrenalina,Simpaticomimético,1o/oo a.x 10 x 1 ml,31063.77,2025-12-22,2026-01-13T11:05:38,,,,,,,,{}
Biol,ADRENALINA BIOL,Biol,ADRENALINA BIOL,adrenalina,Simpaticomimético,1o/oo a.x 100 x 1 ml,291527.69,2025-12-22,2026-01-13T11:05:38,,,,,,,,{}
Duncan,ADRENALINA BIOQUIM,Duncan,ADRENALINA BIOQUIM,adrenalina,Simpaticomimético,1 mg a.x 100 x 1 ml,147350.55,2025-01-15,2026-01-13T11:05:43,,,,,,,,{}
Drawer,ADRENALINA DRAWER,Drawer,ADRENALINA DRAWER,adrenalina,Simpaticomimético,a.x 100 x 1 ml,759107.29,2025-08-04,2026-01-13T11:05:48,,,,,,,,{}
Veinfar,ADRENALINA LARJAN,Veinfar,ADRENALINA LARJAN,adrenalina,Simpaticomimético,0.1% a.x 100 x 1 ml,457070.0,2025-08-11,2026-01-13T11:05:48,,,,,,,,{}
Fabra,ADRENOL,Fabra,ADRENOL,sulfametoxazol+trimetoprima,Antibiótico,comp.x 10,13549.0,2025-12-17,2026-01-13T11:05:48,Producto Reconocido,4993.54,,Cobertura Monto Fijo,9176.6,4372.4,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4993.54}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4372.4, ""AF"": 9176.6}}"
Fabra,ADRENOL,Fabra,ADRENOL,sulfametoxazol+trimetoprima,Antibiótico,jbe.x 100 ml,13240.0,2025-12-17,2026-01-13T11:05:48,Producto Reconocido,5186.22,,Cobertura Monto Fijo,8718.95,4521.05,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 5186.22}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4521.05, ""AF"": 8718.95}}"
Fabra,ADRENOL FORTE,Fabra,ADRENOL FORTE,sulfametoxazol+trimetoprima,Antibiótico,comp.x 10,16878.0,2025-12-17,2026-01-13T11:05:51,,,,Cobertura Monto Fijo,11342.75,5535.25,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5535.25, ""AF"": 11342.75}}"
Takeda Argentina S.A.,ADVATE,Takeda Argentina S.A.,ADVATE,factor VIII coagulación recomb.,Antihemofílico,1000 UI fco.amp.liof.x 1,4801185.8,2025-12-15,2026-01-13T11:05:57,,,,,,,Importado,{}
Takeda Argentina S.A.,ADVATE,Takeda Argentina S.A.,ADVATE,factor VIII coagulación recomb.,Antihemofílico,250 UI fco.amp.liof.x 1,1200297.35,2025-12-15,2026-01-13T11:05:57,,,,,,,Importado,{}
Takeda Argentina S.A.,ADVATE,Takeda Argentina S.A.,ADVATE,factor VIII coagulación recomb.,Antihemofílico,500 UI fco.amp.liof.x 1,2400592.55,2025-12-15,2026-01-13T11:05:57,,,,,,,Importado,{}
Microsules Arg.,ADYARD,Microsules Arg.,ADYARD,"abiraterona,acetato",Antineoplásico,250 mg comp.x 120,10865209.04,2026-01-01,2026-01-13T11:05:57,,,,,,,,{}
