PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA SPIRULINA SIST.BRAILLE,Cosmetic Product,,,,,,Spirulina balm x 400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA SPIRULINA SIST.BRAILLE,Cosmetic Product,,,,,,Spirulina shampoo x 400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,aerating setting spray x150ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,"Aero fixative spray, 440ml"
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,amp.model.x 8 x 10ml each
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,blue soft gel x 150 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,extra fixative spray x200ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,fixing spray x 195 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,foam mousse x 195 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,gloss c/sil.aer.x 290ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,hair styling wax x95 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,loc.model.x 120 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,mist x 170 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,shine gloss x 195 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,spray x 195 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,strong red gel x 150 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,,,,,,styling gloss wax x95g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TE VERDE,Cosmetic Product,,,,,,bals.x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TE VERDE,Cosmetic Product,,,,,,shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TERMO ACTIVA,Cosmetic Product,,,,,,atom.thermal.protect.x 250ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TERMO ACTIVA,Cosmetic Product,,,,,,w/hyaluronic acid x 100ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TERMO ACTIVA,Cosmetic Product,,,,,,w/hyaluronic acid x 250ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,,,,,,Antichlorine shampoo x 250 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,,,,,,linden/silicone shampoo x 250ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,,,,,,pant.cap.c/prot.x 150 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,,,,,,pant.cap.c/prot.x 155 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,,,,,,Sap w/salv.+fil.x250ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,,,,,,sap w/salv.+sil.x250ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,,,,,,sap w/salv.+sil.x400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Cosmetic Product,,,,,,comp.rec.caidax12x10mlx1
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Cosmetic Product,,,,,,nettle/q.tonif.16x10mlc/u
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Cosmetic Product,,,,,,nettle/quin.bals.x 295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Cosmetic Product,,,,,,nettle/quin.shamp.x295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/BIOXIDIL,Cosmetic Product,,,,,,drop 6 x 10 ml each
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/BIOXIDIL,Cosmetic Product,,,,,,loc.p/fall x 90 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/BIOXIDIL,Cosmetic Product,,,,,,loc.strengthener x 100ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/BIOXIDIL,Cosmetic Product,,,,,,shampoo x 250 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,,,,,,cab.c/color bals.x 250ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,,,,,,cab.c/color bals.x 400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,,,,,,cab.c/color bath x 115 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,,,,,,cab.c/color shampoo.x250ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,,,,,,cab.c/color shampoo.x400ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,,,,,,mask.prot.color x 150ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,,,,,,4 ch. coconut oil x 295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,,,,,,bals.1 c.hialur.x 295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,,,,,,bals.2 arg. oil x295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,,,,,,bals.3 ac.avocado x295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,,,,,,bals.4 coconut oil x 295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,,,,,,ch.1 c.hyaluron.x 295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,,,,,,ch.2 argan oil 295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,,,,,,ch.3 avocado oil x295ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO SACHET BOX,Cosmetic Product,,,,,,coconut oil treatment x 20 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO SACHET BOX,Cosmetic Product,,,,,,treated with avocado x 20 g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,,,,,,cr.peinar ult.bril.x270g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,,,,,,cr.ultra bri.x bath 115g
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,,,,,,mask pot x 150 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,,,,,,styling spray x 150 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,,,,,,Ultra shine balm x100ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,,,,,,Ultra shine balm x255ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,,,,,,Ultra shine shampoo x 100ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,,,,,,"Ultra shine shampoo, 255 ml"
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA YERBA MATE,Cosmetic Product,,,,,,bals.x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL LINEA YERBA MATE,Cosmetic Product,,,,,,shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL MANZANA VERDE,Cosmetic Product,,,,,,shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL MANZANA VERDE,Cosmetic Product,,,,,,shampoo x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL MOUSSE,Cosmetic Product,,,,,,aer.x foam 240 g
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More w/app. x 70 ml
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More water.20vol.x70ml
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More water.20vol.x75ml
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More water.20volx150ml
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More water.30vol.x70ml
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More water.30vol.x75ml
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More/prot.20volx70ml
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More/prot.30volx70ml
OOS,ARGENTINA,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,,,,,,Fix+More/prot.30volx75ml
OOS,ARGENTINA,Biferdil,BIFERDIL P+T CON OCTOPIROX,Cosmetic Product,,,,,,shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL P+T CON SEPICONTROL,Cosmetic Product,,,,,,aeborr.a5 shampoo x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Cosmetic Product,,,,,,amp.gel x 12 x 10ml each
OOS,ARGENTINA,Biferdil,BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Cosmetic Product,,,,,,shampoo gel 1007 x 200 ml
OOS,ARGENTINA,Biferdil,BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Cosmetic Product,,,,,,shampoo gel 1007 x 400 ml
OOS,ARGENTINA,Biferdil,BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Cosmetic Product,,,,,,shampoo gel 1007 x 800 ml
OOS,ARGENTINA,Biferdil,BIFERDIL TRATAMIENTO IONIZANTE,Cosmetic Product,,,,,,cauterization treatment x 3 x 15 ml
OOS,ARGENTINA,Biferdil,LINEA POLVO DECOLORANTE,Cosmetic Product,,,,,,powder sachet x20g
OOS,ARGENTINA,Biferdil,LINEA TRATAMIENTO SACHET BOX,Cosmetic Product,,,,,,treatment with camellia and argan oil 20g
OOS,ARGENTINA,Biferdil,LINEA TRATAMIENTO SACHET BOX,Cosmetic Product,,,,,,treatment.c/c.hyalurn.x 20g
OOS,ARGENTINA,Bina Pharma S.A.,AGUA DESTILADA INYECTABLE BINA PHARMA,water for injections,,,,,,sachet x 1 x 500ml
OOS,ARGENTINA,Bioderma,BIODERMA ATODERM CREME ULTRA,Cosmetic Product,,,,,,cr.x 200 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA ATODERM CREME ULTRA,Cosmetic Product,,,,,,cr.x 500 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA ATODERM INT GEL MOUSSANT,Cosmetic Product,,,,,,gel x 1000 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA ATODERM INT GEL MOUSSANT,Cosmetic Product,,,,,,gel x 200 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA ATODERM INTENSIVE BAUME,Cosmetic Product,,,,,,tube x 200 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA ATODERM INTENSIVE BAUME,Cosmetic Product,,,,,,tube x 500 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA ATODERM PP BAUME,Cosmetic Product,,,,,,gel x 200 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA CICABIO CREMA,Cosmetic Product,,,,,,cr.x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA CICABIO FPS50+,Cosmetic Product,,,,,,cr.x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA CICABIO,Cosmetic Product,,,,,,cr.x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA HIDRABIO H2O,glycerin,,,,,,lotion x 250 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA HYDRABIO HYALU+,Cosmetic Product,,,,,,serum x 30 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM AQUAFLUIDE,sunscreen,,,,,,FPS50+ gold x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM AQUAFLUIDE,sunscreen,,,,,,Neutral SPF50+ x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM AQUAFLUIDE,sunscreen,,,,,,SPF50+ clear x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM AR SPF50+,sunscreen,,,,,,cr.x 30 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM CREME,sunscreen,,,,,,SPF50+ clear cr. x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM CREME,sunscreen,,,,,,SPF50+ cr. x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM NUDE T MNRL,sunscreen,,,,,,SPF+50 clear cr.x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM NUDE T MNRL,sunscreen,,,,,,SPF50 very light cr.x40ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM NUDE T MNRL,sunscreen,,,,,,SPF50+ golden cr.x 40ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM XDEFENSE ULTRAFLUID,sunscreen,,,,,,FPS50+ inv. x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM XDEFENSE ULTRAFLUID,sunscreen,,,,,,FPS50+ t.02 x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PHOTODERM XDEFENSE ULTRAFLUID,sunscreen,,,,,,FPS50+ t.03 x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PIGMENTBIO C-CONCENTRATE,Cosmetic Product,,,,,,serum x 15 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PIGMENTBIO DAILY CARE SPF50+,salicylic acid + assoc.,,,,,,cr. x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PIGMENTBIO H20,fatty acids+assoc.,,,,,,micellar water x 250 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PIGMENTBIO NIGHT RENEWER,salicylic acid + assoc.,,,,,,cr. x 50 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA PIGMENTBIO SENSITIVE AREAS,salicylic acid + assoc.,,,,,,env. x 75 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM GEL GOMMANT,vit.e+assoc.,,,,,,rubber gel x 100 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM GEL MOUSSANT,vit.e+assoc.,,,,,,moussant gel tube x200ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM GEL MOUSSANT,vit.e+assoc.,,,,,,moussant gel x 500 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM GLOBAL COVER,fatty acids,,,,,,bottle x 30 ml + 2 g (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM GLOBAL,fatty acids,,,,,,bottle x 30 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM H2O EDICION ESP.,fatty acids+assoc.,,,,,,micellar sol x500ml inv.p. (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM H2O,fatty acids+assoc.,,,,,,micellar sol x 100 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM H2O,fatty acids+assoc.,,,,,,micellar sol x 250 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM H2O,fatty acids+assoc.,,,,,,micellar sol x 500 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM HYDRA,Cosmetic Product,,,,,,cr.x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM KERATO+,Cosmetic Product,,,,,,cr.x 30 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM MAT CONTROL,Cosmetic Product,,,,,,cr.x 30 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM PORE REFINER,salicylic acid + assoc.,,,,,,env.x 30 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SEBIUM SERUM,Cosmetic Product,,,,,,env.x 30 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO AR BB CREAM,allantoin+assoc.,,,,,,SPF30 cr.x 40 ml
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO AR+ CREAM,Cosmetic Product,,,,,,cr.x 40 ml
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO AR,allantoin+assoc.,,,,,,cr.x 40 ml
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO CONTORNO DE OJOS,Cosmetic Product,,,,,,gel-cr.x 15 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO DEFENSIVE SERUM,Cosmetic Product,,,,,,serum x 30 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO DS+,coconut oil+assoc.,,,,,,cr.x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO DS+,coconut oil+assoc.,,,,,,moussant gel x 200 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO FORTE,enoxolone+assoc.,,,,,,cr.x 40 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO GEL MOUSSANT,Cosmetic Product,,,,,,gel x 200 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO GEL MOUSSANT,Cosmetic Product,,,,,,gel x 500 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO H2O,fatty acids+assoc.,,,,,,loc.x 500ml invers pump (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO H2O,fatty acids+assoc.,,,,,,lotion x 100 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO H2O,fatty acids+assoc.,,,,,,lotion x 250 ml (VL)
OOS,ARGENTINA,Bioderma,BIODERMA SENSIBIO H2O,fatty acids+assoc.,,,,,,lotion x 500 ml (VL)
OOS,ARGENTINA,Biofactor,AEROCAMARA MAXAIR ADULTO,accessory,,,,,,bi valved w/masc.x 1 (VL)
OOS,ARGENTINA,Biofactor,AEROCAMARA MAXAIR PEDIATRICA,accessory,,,,,,bi valved w/masc.x 1 (VL)
OOS,ARGENTINA,Biol,ADHESOL BIOL,neutral resins,,,,,,30 ml (VL)
OOS,ARGENTINA,Biol,ADHESOL BIOL,neutral resins,,,,,,fl.x 92 ml (VL)
OOS,ARGENTINA,Biol,CALMEVA,hyaluronic acid,,,,,,eggs x 10 (VL)
OOS,ARGENTINA,Biol,FINESCAR,silicones,,,,,,spray x 170 g
OOS,ARGENTINA,Biol,VITAMINA B1 BIOL FUERTE,vit.b1,,,,,,100 mg a.x 100 x 1 ml
OOS,ARGENTINA,Biol,VITAMINA K1 BIOL,vit.k1,,,,,,1 mg a.x 100 x 0.5 ml
OOS,ARGENTINA,Biol,VITAMINA K1 BIOL,vit.k1,,,,,,10 mg a.x 100 x 1 ml
OOS,ARGENTINA,Biol,VITAMINA K1 BIOL,vit.k1,,,,,,10 mg a.x 3 x 1 ml
OOS,ARGENTINA,Biopas Argentina,KONAKION MM,vit.k1,,,,,,10 mg a.x 5 x 1 ml
OOS,ARGENTINA,Biosintex Retail,AEROPIEL,silicones,,,,,,spray x 170 g
OOS,ARGENTINA,Biosintex Retail,CALIXA,mineral oils+assoc.,,,,,,Vitamin oil x 60 g (VL)
OOS,ARGENTINA,Biosintex Retail,EXTA G,arginine,,,,,,gel x 25 g (VL)
OOS,ARGENTINA,Biosintex Retail,GRAMICIN,propolis+assoc.,,,,,,5 herbs MyL caram.x 10 (VL)
OOS,ARGENTINA,Biosintex Retail,GRAMICIN,propolis+assoc.,,,,,,caram.x 10 u. (VL)
OOS,ARGENTINA,Biosintex Retail,GRAMICIN,propolis+assoc.,,,,,,propolis+vit.c caram.x12 (VL)
OOS,ARGENTINA,Biosintex Retail,GRAMICIN,propolis+assoc.,,,,,,vitamin c caram.x 12 (VL)
OOS,ARGENTINA,Biosintex Retail,GRAMICITOS,vit.c,,,,,,orange gummies mast.x25 (VL)
OOS,ARGENTINA,Biosintex Retail,MATER DUO TEST,test strips,,,,,,test x 2 (VL)
OOS,ARGENTINA,Biosintex Retail,MATER TEST LAPICERA,test strips,,,,,,test x 1 lap format (VL)
OOS,ARGENTINA,Biosintex Retail,MATER TEST,test strips,,,,,,test x 1 (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS CALENDULA FAMILIAR,calendula+assoc.,,,,,,cr.x 170 g (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS CALENDULA LACTANCIA Y BEBES,calendula+assoc.,,,,,,cr.x 70 g (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS CELULITIS CONTROL,centella asiatica+assoc.,,,,,,cream gel x 450 g (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS GEL POST SOLAR,aloe vera+assoc.,,,,,,250g gel with dosing valve (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS LECHE DE LIMPIEZA SIN PERFUME,Cosmetic Product,,,,,,emulsions x 180 ml (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS PACK DUO,Cosmetic Product,,,,,,cleansing milk + pad (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS PIERNAS LIVIANAS,arnica montana+assoc.,,,,,,light legs x 450ml (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS PIERNAS,centella asiatica+assoc.,,,,,,Cellulite control x400ml (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS SOL,sunscreen,,,,,,FPS20 c/betac.emul.x150g (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS SOL,sunscreen,,,,,,FPS30+UVA emul.x 150 g (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS SOL,sunscreen,,,,,,FPS50 emuls.x 70 g (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS SOL,sunscreen,,,,,,FPS50+UVA emul.x 150 g (VL)
OOS,ARGENTINA,Biosintex Retail,MIDERMUS SOL,sunscreen,,,,,,SPF50 children emul.x 150 g (VL)
OOS,ARGENTINA,Biosintex Retail,POMADA HADENSA PLUS,lidocaine + hydrocortisone,,,,,,cr.x 15 g
OOS,ARGENTINA,Biosintex Retail,POVITIOL INCOLORO,chlorhexidine,,,,,,spray x 60 ml (VL)
OOS,ARGENTINA,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,,,,,,cr.manos repar.int. x60g (VL)
OOS,ARGENTINA,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,,,,,,facial cleansing milk x180ml (VL)
OOS,ARGENTINA,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,,,,,,facial cleansing oil x75ml (VL)
OOS,ARGENTINA,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,,,,,,intensive repair cr. x 200 g (VL)
OOS,ARGENTINA,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,,,,,,Intensive repair emulsion x250g (VL)
OOS,ARGENTINA,Biosintex,DIGESTINA,artichoke+assoc.,,,,,,fco.dropper x 45 ml (VL)
OOS,ARGENTINA,Biosintex,LACRIGESTINA LAGRIMAS,hydroxypropylmethylcellulose,,,,,,sol.oft.x 15 ml (VL)
OOS,ARGENTINA,Biosintex,MIDERMUS FACIAL FPS 50 OIL CONTROL,niacinamide,,,,,,case x 60 ml (VL)
OOS,ARGENTINA,Biosintex,MIDERMUS PROTECTOR FACIAL,sunscreen,,,,,,SPF 50+ env.x 70 g (VL)
OOS,ARGENTINA,Biosintex,SUCRETS FREE,"blueberry, ext.+assoc.",,,,,,blue fem caram. x 9 (VL)
OOS,ARGENTINA,Biosintex,SUCRETS FREE,"blueberry, ext.+assoc.",,,,,,ginger grip caram. x 9 (VL)
OOS,ARGENTINA,Biosintex,SUCRETS FREE,"blueberry, ext.+assoc.",,,,,,superfood caram. x 9 (VL)
OOS,ARGENTINA,Biosintex,TAVINEX HEDERA,Hedera helix,,,,,,jbe.x 100 ml (VL)
OOS,ARGENTINA,Biosintex,VITAMIDERMUS BRUMA HIDRATANTE FACIAL,niacinamide,,,,,,case x 140 ml (VL)
OOS,ARGENTINA,Biosintex,VITAMIDERMUS CBD SERUM X 20ML,cannabidiol+assoc.,,,,,,serum x 20 ml (VL)
OOS,ARGENTINA,Biosintex,VITAMIDERMUS FOTOPROTECTOR FACIAL,niacinamide,,,,,,case x 60 ml (VL)
OOS,ARGENTINA,Biosintex,VITAMIDERMUS HIDRATANTE FACIAL,vit.b3+assoc.,,,,,,env. x 80 ml (VL)
OOS,ARGENTINA,Biosintex,VITAMIDERMUS REGENERADORA FACIAL,vit.b3+assoc.,,,,,,env. x 80 ml (VL)
OOS,ARGENTINA,Biosintex,VITAMIDERMUS TONICO FACIAL,niacinamide,,,,,,case x 140 ml (VL)
OOS,ARGENTINA,Biosintex,VITERGIN,vit.d3,,,,,,drinkable f.a. x 2 ml
OOS,ARGENTINA,B-Life,APROTEN ARROZ,carbohydrates+assoc.,,,,,,env.x 500 g
OOS,ARGENTINA,B-Life,APROTEN BIZCOCHOS,carbohydrates+assoc.,,,,,,"chocolate chips, 200g box"
OOS,ARGENTINA,B-Life,APROTEN BIZCOCHOS,carbohydrates+assoc.,,,,,,classics box x 200 g
OOS,ARGENTINA,B-Life,APROTEN BIZCOCHOS,carbohydrates+assoc.,,,,,,cocoa box x 200 g
OOS,ARGENTINA,B-Life,APROTEN FETAS TOSTADAS,carbohydrates+assoc.,,,,,,box x 250 g
OOS,ARGENTINA,B-Life,APROTEN FUSILE,carbohydrates+assoc.,,,,,,env.x 500 g
OOS,ARGENTINA,B-Life,APROTEN GRISSINI,carbohydrates+assoc.,,,,,,env.x 150 g
OOS,ARGENTINA,B-Life,APROTEN HARINA,carbohydrates+assoc.,,,,,,env.x 500 g
OOS,ARGENTINA,B-Life,APROTEN OBLEAS,carbohydrates+assoc.,,,,,,chocolate box x 175 g
