input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,PAMI_OS,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
Siegfried,ACANTEX,Siegfried,ACANTEX,ceftriaxona,Antibiótico,500 mg IM f.a.x 1,11739.08,2025-12-12,2026-01-18T09:05:40,Producto Reconocido,3662.23,,Cobertura Monto Fijo,8007.79,3731.29,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 3662.23}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3731.29, ""AF"": 8007.79}}"
Roche Diabetes,ACCU-CHEK ACTIVE KIT,Roche Diabetes,ACCU-CHEK ACTIVE KIT,medidor de glucosa,Control glucosa,medidor x 1 (VL),113233.0,2025-02-28,2026-01-18T09:05:52,,,,,,,Importado,{}
Roche Diabetes,ACCU-CHEK FASTCLIX KIT,Roche Diabetes,ACCU-CHEK FASTCLIX KIT,medidor de glucosa,Control glucosa,kit x 1 (VL),43436.0,2024-12-04,2026-01-18T09:05:52,,,,,,,Importado,{}
Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,medidor de glucosa,Control glucosa,kit x 1 (VL),46456.0,2025-02-28,2026-01-18T09:05:52,,,,,,,Importado,{}
Roche Diabetes,ACCU-CHEK FASTCLIX,Roche Diabetes,ACCU-CHEK FASTCLIX,accesorio,Accesorios,lancetas x 102 (VL),46271.0,2025-02-28,2026-01-18T09:05:53,,0.0,,,,,Importado,"{""PAMI"": {""AF"": 0.0}}"
Roche Diabetes,ACCU-CHEK FASTCLIX,Roche Diabetes,ACCU-CHEK FASTCLIX,accesorio,Accesorios,lancetas x 24 (VL),12996.0,2025-02-28,2026-01-18T09:05:53,,0.0,,,,,Importado,"{""PAMI"": {""AF"": 0.0}}"
Roche Diabetes,ACCU-CHEK GUIDE CONTROL,Roche Diabetes,ACCU-CHEK GUIDE CONTROL,glucosa,Control glucosa,solución control x 1 (VL),22230.0,2025-02-28,2026-01-18T09:06:01,,,,,,,Importado,{}
Roche Diabetes,ACCU-CHEK GUIDE,Roche Diabetes,ACCU-CHEK GUIDE,tiras reactivas,Control glucosa,tiras reactivas x 25,73521.0,2025-02-28,2026-01-18T09:06:01,,0.0,,,,,Importado,"{""PAMI"": {""AF"": 0.0}}"
Roche Diabetes,ACCU-CHEK GUIDE,Roche Diabetes,ACCU-CHEK GUIDE,tiras reactivas,Control glucosa,tiras reactivas x 50,132252.0,2025-02-28,2026-01-18T09:06:01,,0.0,,,,,Importado,"{""PAMI"": {""AF"": 0.0}}"
Roche Diabetes,ACCU-CHEK GUIDE KIT,Roche Diabetes,ACCU-CHEK GUIDE KIT,medidor de glucosa,Control glucosa,medidor glucosa x 1 (VL),63949.0,2025-02-28,2026-01-18T09:06:02,,,,,,,Importado,{}
Roche Diabetes,ACCU-CHEK PERFORMA 25,Roche Diabetes,ACCU-CHEK PERFORMA 25,tiras reactivas,Control glucosa,tiras reactivas x 25,73521.0,2025-02-28,2026-01-18T09:06:02,,0.0,,,,,Importado,"{""PAMI"": {""AF"": 0.0}}"
Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,glucosa,Control glucosa,solución control x 1 (VL),22230.0,2025-02-28,2026-01-18T09:06:09,,,,,,,Importado,{}
Roche Diabetes,ACCU-CHEK PERFORMA 50,Roche Diabetes,ACCU-CHEK PERFORMA 50,tiras reactivas,Control glucosa,tiras reactivas x 50,132252.0,2025-02-28,2026-01-18T09:06:10,,0.0,,,,,Importado,"{""PAMI"": {""AF"": 0.0}}"
Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,accesorio,Accesorios,lancetas x 200 (VL),49280.0,2025-02-28,2026-01-18T09:06:10,,0.0,,,,,,"{""PAMI"": {""AF"": 0.0}}"
Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,accesorio,Accesorios,lancetas x 25 (VL),8448.0,2025-02-28,2026-01-18T09:06:10,,0.0,,,,,,"{""PAMI"": {""AF"": 0.0}}"
Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,accesorio,Dispositivos especiales,unid.x 1 (VL),26919.0,2025-02-28,2026-01-18T09:06:11,,,,,,,,{}
Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,aceite de almendras,Dermatocosméticos,fco. gotero x 30 ml (VL),15530.0,2025-12-15,2026-01-18T09:06:24,,,,,,,,{}
Sanitas,ACEITE DE ARGAN EWE,Sanitas,ACEITE DE ARGAN EWE,aceite de argán+vit.e,Dermatocosméticos,env.x 50 ml (VL),18410.0,2025-12-15,2026-01-18T09:06:25,,,,,,,,{}
Sanitas,ACEITE DE ALMENDRAS EWE,Sanitas,ACEITE DE ALMENDRAS EWE,aceite de almendras,Dermatocosméticos,fco.x 30 ml (VL),5130.0,2025-12-15,2026-01-18T09:06:25,,,,,,,,{}
Sanitas,ACEITE DE ALMENDRAS EWE,Sanitas,ACEITE DE ALMENDRAS EWE,aceite de almendras,Dermatocosméticos,fco.x 50 ml (VL),6960.0,2025-12-15,2026-01-18T09:06:25,,,,,,,,{}
San Ceferino,ACEITE DE COCO NEUTRO,San Ceferino,ACEITE DE COCO NEUTRO,aceite de coco,Dermatológico,fco.x 360 ml (VL),15146.7,2025-11-18,2026-01-18T09:06:25,,,,,,,,{}
San Ceferino,ACEITE DE COCO NEUTRO,San Ceferino,ACEITE DE COCO NEUTRO,aceite de coco,Dermatológico,fco.x 660 ml (VL),28121.2,2025-11-18,2026-01-18T09:06:25,,,,,,,,{}
Innovapharma,ACEITE DE KRILL,Innovapharma,ACEITE DE KRILL,aceite de krill,Suplemento dietario,cáps.x 60 (VL),63700.0,2025-12-01,2026-01-18T09:06:35,,,,,,,Importado,{}
Sanitas,ACEITE DE JOJOBA EWE,Sanitas,ACEITE DE JOJOBA EWE,aceite de jojoba,Dermatocosméticos,fco.x 30 ml (VL),17400.0,2025-12-15,2026-01-18T09:06:35,,,,,,,,{}
Sanitas,ACEITE DE LAVANDA EWE,Sanitas,ACEITE DE LAVANDA EWE,producto cosmético,Dermatocosméticos,fco.x 8 ml (VL),17860.0,2025-12-15,2026-01-18T09:06:38,,,,,,,,{}
AMN,ACEITE DE LORENZO,AMN,ACEITE DE LORENZO,aceite glicerol trioleato,Alimentos propós.médico específ.,env.x 500 ml,3535301.0,2025-12-01,2026-01-18T09:06:38,,,,,,,Importado,{}
Provefarma,ACEITE DE OREGANO,Provefarma,ACEITE DE OREGANO,aceite de orégano+asoc,Suplemento dietario,env.x 30 ml (VL),19500.0,2025-10-14,2026-01-18T09:07:00,,,,,,,,{}
Provefarma,ACEITE DE PESCADO 1000,Provefarma,ACEITE DE PESCADO 1000,aceite de pescado+asoc.,Suplemento dietario,cáps.blandas x 30 (VL),12650.0,2026-01-02,2026-01-18T09:07:00,,,,,,,,{}
Provefarma,ACEITE DE PESCADO 1000,Provefarma,ACEITE DE PESCADO 1000,aceite de pescado+asoc.,Suplemento dietario,cáps.blandas x 60 (VL),23650.0,2026-01-02,2026-01-18T09:07:00,,,,,,,,{}
Provefarma,ACEITE DE PESCADO OMEGANAT,Provefarma,ACEITE DE PESCADO OMEGANAT,aceite de pescado,Suplemento dietario,cáps. blandas x 60 (VL),39000.0,2025-12-01,2026-01-18T09:07:02,,,,,,,,{}
Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,aceite de pescado,Suplemento dietario,cáps.x 20 (VL),11980.0,2025-12-23,2026-01-18T09:07:02,,,,,,,,{}
Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,aceite de pescado,Suplemento dietario,cáps.x 30 (VL),15870.0,2025-12-23,2026-01-18T09:07:02,,,,,,,,{}
Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,aceite de pescado,Suplemento dietario,cáps.x 60 (VL),30020.0,2025-12-23,2026-01-18T09:07:02,,,,,,,Importado,{}
Sanitas,ACEITE DE RICINO EWE,Sanitas,ACEITE DE RICINO EWE,"ricinoleico,ác.triglicérido",Laxante,fco.x 30 ml (VL),4920.0,2025-12-15,2026-01-18T09:07:07,,,,,,,,{}
Sanitas,ACEITE DE RICINO EWE,Sanitas,ACEITE DE RICINO EWE,"ricinoleico,ác.triglicérido",Laxante,fco.x 50 ml (VL),6840.0,2025-12-15,2026-01-18T09:07:07,,,,,,,,{}
Sanitas,ACEITE DE TEA TREE OIL EWE,Sanitas,ACEITE DE TEA TREE OIL EWE,aceite de tea tree,Dermatocosméticos,fco.x 20 ml (VL),21890.0,2025-12-15,2026-01-18T09:07:07,,,,,,,,{}
Laboratorio Dicofar,ACEITE ESMERALDA MOONE,Laboratorio Dicofar,ACEITE ESMERALDA MOONE,"alcanfor+metilo,salicilato+asoc.",Antiinflam.Antirreumático,frasco x 70 ml (VL),11713.0,2025-09-09,2026-01-18T09:07:09,,,,,,,,{}
Siegfried,ACEMUK,Siegfried,ACEMUK,acetilcisteína,Mucolítico,200 mg tab.eferv.x 10 (VL),12578.16,2025-12-12,2026-01-18T09:07:10,Producto Reconocido,,,Cobertura Monto Fijo,8191.33,4386.83,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4386.83, ""AF"": 8191.33}}"
Siegfried,ACEMUK,Siegfried,ACEMUK,acetilcisteína,Mucolítico,200mg tab.eferv.x10 (VL) (VL),12578.16,2025-12-12,2026-01-18T09:07:10,,,,,,,,{}
Siegfried,ACEMUK,Siegfried,ACEMUK,acetilcisteína,Mucolítico,600 mg tab.eferv.x 10,14737.74,2025-12-12,2026-01-18T09:07:10,Producto Reconocido,8842.64,5895.1,Cobertura Monto Fijo,9957.26,4780.48,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 5895.1, ""AF"": 8842.64}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4780.48, ""AF"": 9957.26}}"
Siegfried,ACEMUK,Siegfried,ACEMUK,acetilcisteína,Mucolítico,600 mg tab.eferv.x 12,22243.18,2025-12-12,2026-01-18T09:07:10,Producto Reconocido,,,Cobertura Monto Fijo,16316.95,5926.23,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5926.23, ""AF"": 16316.95}}"
Siegfried,ACEMUK,Siegfried,ACEMUK,acetilcisteína,Mucolítico,600 mg tab.eferv.x 20,23952.1,2025-12-12,2026-01-18T09:07:10,Producto Reconocido,14371.26,9580.84,Cobertura Monto Fijo,16122.95,7829.15,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 9580.84, ""AF"": 14371.26}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7829.15, ""AF"": 16122.95}}"
Siegfried,ACEMUK,Siegfried,ACEMUK,acetilcisteína,Mucolítico,600 mg tab.eferv.x 5,11344.21,2025-12-12,2026-01-18T09:07:11,Producto Reconocido,6806.53,4537.68,Cobertura Monto Fijo,7541.38,3802.83,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 4537.68, ""AF"": 6806.53}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3802.83, ""AF"": 7541.38}}"
Siegfried,ACEMUK,Siegfried,ACEMUK,acetilcisteína,Mucolítico,600 mg tab.eferv.x 60,63467.39,2025-12-12,2026-01-18T09:07:11,,38080.43,25386.96,Cobertura Monto Fijo,42191.69,21275.7,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 25386.96, ""AF"": 38080.43}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 21275.7, ""AF"": 42191.69}}"
Siegfried,ACEMUK,Siegfried,ACEMUK,acetilcisteína,Mucolítico,600 mg tab.eferv.x 90,28839.61,2025-12-12,2026-01-18T09:07:11,,17303.77,11535.84,Cobertura Monto Fijo,19233.67,9605.94,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 11535.84, ""AF"": 17303.77}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9605.94, ""AF"": 19233.67}}"
Siegfried,ACEMUK BIOTIC,Siegfried,ACEMUK BIOTIC,amoxicilina+acetilcisteína,Antibiótico Mucolítico,500/200 mg sob.x 21,4811.77,2025-12-12,2026-01-18T09:07:18,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Siegfried,ACEMUK BIOTIC DUO,Siegfried,ACEMUK BIOTIC DUO,amoxicilina+acetilcisteína,Antibiótico Mucolítico,comp.rec.x 14,16816.4,2025-12-12,2026-01-18T09:07:18,Producto Reconocido,8264.39,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 8264.39}}"
Siegfried,ACEMUK GRIP,Siegfried,ACEMUK GRIP,acetilcisteína+paracet.+asoc.,Antigripal,comp.eferv.x 10,8818.97,2025-12-12,2026-01-18T09:07:19,,,,,,,,{}
Siegfried,ACEMUK DIA Y NOCHE,Siegfried,ACEMUK DIA Y NOCHE,acetilcisteína+paracet.+asoc.,Antigripal,comp.eferv.x 16,14091.28,2025-12-12,2026-01-18T09:07:19,Producto Reconocido,7045.64,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 7045.64}}"
Siegfried,ACEMUK JARABE,Siegfried,ACEMUK JARABE,acetilcisteína,Mucolítico,jbe.x 100 ml,12446.7,2025-12-12,2026-01-18T09:07:29,Producto Reconocido,,,Cobertura Monto Fijo,8395.46,4051.24,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4051.24, ""AF"": 8395.46}}"
Provefarma,ACIDO HIALURONICO,Provefarma,ACIDO HIALURONICO,"hialurónico,ác.+asoc.",Suplemento dietario,cáps. x 30 (VL),19500.0,2025-08-04,2026-01-18T09:18:45,,,,,,,,{}
Pharmamerican S.R.L.,ACIDO HIALURONICO VITAMIN WAY,Pharmamerican S.R.L.,ACIDO HIALURONICO VITAMIN WAY,"hialurónico,ác.+asoc.",Suplemento dietario,cáps.x 30 (VL),19008.0,2025-12-12,2026-01-18T09:18:48,,,,,,,,{}
Microsules Arg.,ACIDO ZOLEDRONICO MICROSULES,Microsules Arg.,ACIDO ZOLEDRONICO MICROSULES,"zoledrónico,ác.",Inhibidor resorc.osteoclástica,4 mg iny.liof.x 1+solv.,654206.71,2026-01-01,2026-01-18T09:18:48,,,,,,,,{}
IMA,ACIDO ZOLEDRONICO IMA,IMA,ACIDO ZOLEDRONICO IMA,"zoledrónico,ác.",Inhibidor resorc.osteoclástica,4 mg pvo.liof.x 1+solv.,626272.83,2025-12-30,2026-01-18T09:18:48,,,,,,,,{}
Richet,ACIDO ZOLEDRONICO RICHET,Richet,ACIDO ZOLEDRONICO RICHET,"zoledrónico,ác.",Inhibidor resorc.osteoclástica,4mg/5ml liof.f.a.x1+solv,544246.0,2025-12-20,2026-01-18T09:18:54,,,,,,,,{}
Richet,ACIDO ZOLEDRONICO RICHET,Richet,ACIDO ZOLEDRONICO RICHET,"zoledrónico,ác.",Inhibidor resorc.osteoclástica,5mg/100ml f.a.x 1,590858.85,2025-12-20,2026-01-18T09:18:54,,,,,,,,{}
Domínguez,ACIFOL,Domínguez,ACIFOL,"fólico,ác.",Antianémico,1 mg comp.x 30,14575.41,2025-12-30,2026-01-18T09:18:56,Producto Reconocido,3998.74,,Cobertura Monto Fijo,10238.84,4336.57,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 3998.74}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4336.57, ""AF"": 10238.84}}"
Domínguez,ACIFOL,Domínguez,ACIFOL,"fólico,ác.",Antianémico,1 mg comp.x 60,24298.88,2025-12-30,2026-01-18T09:18:57,Producto Reconocido,6797.02,,Cobertura Monto Fijo,17136.33,7162.55,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 6797.02}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7162.55, ""AF"": 17136.33}}"
Domínguez,ACIFOL 10,Domínguez,ACIFOL 10,"fólico,ác.",Antianémico,10 mg comp.x 30,27698.0,2025-12-30,2026-01-18T09:18:58,Producto Reconocido,8546.85,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 8546.85}}"
Domínguez,ACIFOL 10,Domínguez,ACIFOL 10,"fólico,ác.",Antianémico,10 mg comp.x 60,45362.12,2025-12-30,2026-01-18T09:18:58,Producto Reconocido,13997.28,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 13997.28}}"
Domínguez,ACIFOL 5,Domínguez,ACIFOL 5,"fólico,ác.",Antianémico,5 mg comp.x 30,18767.83,2025-12-30,2026-01-18T09:18:58,Producto Reconocido,5249.55,,Cobertura Monto Fijo,13435.04,5332.79,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 5249.55}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5332.79, ""AF"": 13435.04}}"
Domínguez,ACIFOL 5,Domínguez,ACIFOL 5,"fólico,ác.",Antianémico,5 mg comp.x 60,31953.02,2025-12-30,2026-01-18T09:18:58,Producto Reconocido,8937.88,,Cobertura Monto Fijo,22698.37,9254.65,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 8937.88}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9254.65, ""AF"": 22698.37}}"
Domínguez,ACIFOL B12,Domínguez,ACIFOL B12,"fólico,ác.+vit.b",Antianémico,comp.x 30,29192.31,2025-12-30,2026-01-18T09:19:07,Producto Reconocido,7569.28,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 7569.28}}"
Domínguez,ACIFOL B12,Domínguez,ACIFOL B12,"fólico,ác.+vit.b",Antianémico,comp.x 60,49738.36,2025-12-30,2026-01-18T09:19:08,Producto Reconocido,12896.75,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 12896.75}}"
Domínguez,ACIFOL GOTAS,Domínguez,ACIFOL GOTAS,"fólico,ác.",Antianémico,fco.x 10 ml,20555.29,2025-12-30,2026-01-18T09:19:09,Producto Reconocido,5590.99,,Cobertura Monto Fijo,14952.05,5603.24,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 5590.99}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5603.24, ""AF"": 14952.05}}"
Domínguez,ACIFOL FE,Domínguez,ACIFOL FE,"hierro+vit.b12+fólico,ác.",Antianémico,comp.x 30,27183.43,2025-12-30,2026-01-18T09:19:09,,13318.84,,,,,,"{""PAMI"": {""AF"": 13318.84}}"
Domínguez,ACIFOL FE,Domínguez,ACIFOL FE,"hierro+vit.b12+fólico,ác.",Antianémico,comp.x 60,49211.13,2025-12-30,2026-01-18T09:19:10,,24111.57,,,,,,"{""PAMI"": {""AF"": 24111.57}}"
Andrómaco,ACIFUSIN,Andrómaco,ACIFUSIN,"fusídico,ác.",Antibiótico tópico,cr.x 15 g,17144.43,2026-01-02,2026-01-18T09:19:11,Producto Reconocido,5888.4,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 5888.4}}"
Andrómaco,ACIFUSIN,Andrómaco,ACIFUSIN,"fusídico,ác.",Antibiótico tópico,ung.x 15 g,12774.54,2026-01-02,2026-01-18T09:19:11,Producto Reconocido,4985.19,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4985.19}}"
Andrómaco,ACIFUSIN B,Andrómaco,ACIFUSIN B,"fusídico,ác.+betametasona",Antibacteriano Antiinflam.,cr.x 15 g,26658.3,2026-01-02,2026-01-18T09:19:16,Producto Reconocido,15994.98,10663.32,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 10663.32, ""AF"": 15994.98}}"
Novoplos,ACILAC OMEGA 3-6,Novoplos,ACILAC OMEGA 3-6,omega 3-6+avena+pantenol+vit.e,Hidratante Nutriente dérmico,cr.x 200 g (VL),37130.0,2025-12-15,2026-01-18T09:19:20,,,,,,,,{}
Lepetit,ACIMED,Lepetit,ACIMED,omeprazol,Antiulceroso,20 mg cáps.x 15 (VL),3750.0,2025-05-30,2026-01-18T09:19:20,Producto Reconocido,,,Cobertura Monto Fijo,1308.87,2441.13,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 2441.13, ""AF"": 1308.87}}"
Lepetit,ACIMED,Lepetit,ACIMED,omeprazol,Antiulceroso,20 mg cáps.x 30 (VL),7500.0,2025-05-30,2026-01-18T09:19:20,Producto Reconocido,,,Cobertura Monto Fijo,0.0,8619.34,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8619.34, ""AF"": 0.0}}"
Lepetit,ACIMED,Lepetit,ACIMED,omeprazol,Antiulceroso,40 mg cáps.x 15 (VL),19520.0,2025-06-26,2026-01-18T09:19:21,,,,Cobertura Monto Fijo,6101.0,13419.0,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 13419.0, ""AF"": 6101.0}}"
Lepetit,ACIMED,Lepetit,ACIMED,omeprazol,Antiulceroso,40 mg cáps.x 30 (VL),35560.0,2025-10-27,2026-01-18T09:19:21,,,,Cobertura Monto Fijo,9610.93,25949.07,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 25949.07, ""AF"": 9610.93}}"
Medisol,ACIMED,Medisol,ACIMED,omeprazol,Antiulceroso,20 mg cáps.x 28 (VL),6900.0,2025-06-06,2026-01-18T09:19:21,,,,Cobertura Monto Fijo,1873.73,5026.27,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5026.27, ""AF"": 1873.73}}"
Lepetit,ACIMED L,Lepetit,ACIMED L,lansoprazol,Antiulceroso,30 mg cáps.x 30 (VL),25450.0,2025-12-02,2026-01-18T09:19:29,,,,Cobertura Monto Fijo,8075.8,17374.2,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 17374.2, ""AF"": 8075.8}}"
Sanitas,ACIMED F,Sanitas,ACIMED F,famotidina,Antiulceroso,20 mg comp.x 30,8576.0,2025-12-15,2026-01-18T09:19:29,,,,Cobertura Monto Fijo,2.09,8573.91,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8573.91, ""AF"": 2.09}}"
Sanitas,ACIMED F,Sanitas,ACIMED F,famotidina,Antiulceroso,40 mg comp.x 30,14900.0,2025-12-15,2026-01-18T09:19:29,,,,Cobertura Monto Fijo,6326.09,8573.91,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8573.91, ""AF"": 6326.09}}"
Géminis Farmacéutica,ACIVAL,Géminis Farmacéutica,ACIVAL,nimodipina,Vasodilatador cerebral,comp.x 30,16139.95,2025-12-19,2026-01-18T09:19:30,Producto Reconocido,4743.92,,Cobertura Monto Fijo,6305.95,9834.0,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4743.92}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9834.0, ""AF"": 6305.95}}"
Géminis Farmacéutica,ACIVAL,Géminis Farmacéutica,ACIVAL,nimodipina,Vasodilatador cerebral,comp.x 60,27652.38,2025-12-19,2026-01-18T09:19:31,Producto Reconocido,7762.88,,Cobertura Monto Fijo,12091.12,15561.26,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 7762.88}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 15561.26, ""AF"": 12091.12}}"
Medipharma,ACIPOUN ORAL,Medipharma,ACIPOUN ORAL,clorhexidina,Enjuague bucal Antiplaca,colut.x 200 ml (VL),14250.01,2025-12-03,2026-01-18T09:19:31,,,,,,,,{}
Biosidus S.A.U.,ACLASTA,Biosidus S.A.U.,ACLASTA,"zoledrónico,ác.",Inhibidor resorc.osteoclástica,5 mg f.a.x 100 ml,716296.7,2025-12-15,2026-01-18T09:19:39,,,,,,,Importado,{}
Pharmatrix,ACLER,Pharmatrix,ACLER,fluorouracilo,Antineoplásico,cr.x 20 g,53497.46,2026-01-02,2026-01-18T09:19:39,,17273.12,,Cobertura Monto Fijo,37199.31,16298.15,,"{""PAMI"": {""AF"": 17273.12}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 16298.15, ""AF"": 37199.31}}"
Eurofarma,ACLOSAN,Eurofarma,ACLOSAN,tamsulosina,Antiprostático,0.4 mg cáps.x 30,56085.29,2025-12-24,2026-01-18T09:19:41,Producto Reconocido,19854.81,,Cobertura Monto Fijo,31049.53,25035.76,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 19854.81}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 25035.76, ""AF"": 31049.53}}"
Eczane,ACLOXIGENAC,Eczane,ACLOXIGENAC,diclofenac sódico,Analgésico Antiinflam.,50 mg comp.rec.x 10,3216.55,2026-01-02,2026-01-18T09:19:41,,1929.93,1286.62,Cobertura Monto Fijo,1710.4,1506.15,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 1286.62, ""AF"": 1929.93}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 1506.15, ""AF"": 1710.4}}"
Eczane,ACLOXIGENAC,Eczane,ACLOXIGENAC,diclofenac sódico,Analgésico Antiinflam.,50 mg comp.rec.x 20,6272.18,2026-01-02,2026-01-18T09:19:41,,,,Cobertura Monto Fijo,3154.72,3117.46,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3117.46, ""AF"": 3154.72}}"
Eczane,ACLOXIGENAC,Eczane,ACLOXIGENAC,diclofenac sódico,Analgésico Antiinflam.,50 mg comp.rec.x 500,79446.95,2026-01-02,2026-01-18T09:19:41,,,,,,,,{}
