search_inn_used,page_no,page_url,trade_name,inn,dosage_form,atc_code_or_category,marketing_authorization_holder,producer_raw,registration_certificate_number,max_selling_price,max_selling_price_currency,import_price,import_price_currency,contract_currency_info_raw,max_price_registration_info_raw,date_of_changes_raw,details_url,scraped_at_utc
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,DEXKETOPROFEN TROMETAMOL,Dexketoprofen,substance,"Saurav Chemicals Limited, India","Belmedpreparaty RUE, Republic of Belarus",2240/17/22,05.04.2017,,,,,,,,,2026-01-14T04:18:23.795364+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,DEXKETOPROFEN TROMETAMOL,Dexketoprofen,substance,"Saurav Chemicals Limited, India","Lekpharm LLC, Republic of Belarus",2066/15/20/20,19.11.2020,,,,,,,,,2026-01-14T04:18:23.795409+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,DEXKETOPROFEN TROMETAMOL,Dexketoprofen,substance,"Emcure Pharmaceuticals Ltd., Индия","Lekpharm LLC, Republic of Belarus",2115/16,28.04.2016,,,,,,,,,2026-01-14T04:18:23.795456+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"DEXKETOPROFEN-BELMED
instructions:
specialist
patient",Dexketoprofen,"solution for intravenous and intramuscular administration 25 mg/ml in 2 ml ampoules in blister packs (blister) No. 5x1, No. 5x2","Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",22/07/2742,12.07.2022,,,,,"05/24/2023
LP-№002404-RG-BY",,,,2026-01-14T04:18:23.795519+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"DEXKETOPROFEN-BELMED
instructions:
patient
specialist",Dexketoprofen,"granules for the preparation of solution for oral administration 25 mg in bags in packaging No. 10, No. 20","Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",24/10/3371,23.10.2024,,,,,,,,,2026-01-14T04:18:23.795579+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"DEXKETOPROFEN-LF
instructions:
patient
specialist",Dexketoprofen,"film-coated tablets, 12.5 mg in blister packs No. 10x1, No. 10x2, No. 10x3;
film-coated tablets, 25 mg in blister packs No. 10x1, No. 10x2, No. 10x3","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",22/09/2676,15.03.2022,,,,,"30.08.2024
LP-№006741-RG-BY",,,,2026-01-14T04:18:23.795631+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"DEXKETOPROFEN-LF
instructions:
patient
specialist",Dexketoprofen,"solution for intravenous and intramuscular administration 50 mg/2 ml in ampoules in packaging No. 5x1, No. 5x2","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",22/06/2574,18.08.2021,,,,,"12.09.2025
LP-№011821-RG-BY",,,,2026-01-14T04:18:23.795687+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MIALDEX
instruction:
the patient
the specialist",Dexketoprofen,"film-coated tablets 12.5 mg in blisters in packaging No. 10x1, No. 10x2;
film-coated tablets 25 mg in blisters in packaging No. 10x1, No. 10x2","Laboratorios Normon S.A., Spain","INTELI GENERICS NORD UAB, Republic of Lithuania",10270/14/16/19,02.08.2019,,,,,,,,,2026-01-14T04:18:23.795764+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MIALDEX
instructions:
by application",Dexketoprofen,injection solution/concentrate for the preparation of infusion solution 25 mg/ml in 2 ml ampoules in package No. 5,"Laboratorios Normon S.A., Spain","INTELI GENERICS NORD UAB, Republic of Lithuania",10424/15/16/21,14.05.2021,,,,,,,,,2026-01-14T04:18:23.795821+00:00
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"REBOFEN
instructions:
specialist
patient",Dexketoprofen,"solution for intravenous and intramuscular administration/concentrate for the preparation of solution for infusion 50 mg/2 ml in 2 ml ampoules in packaging No. 5x1, No. 5x2","Pharma Vision Sanayii ve Ticaret A.S., Türkiye/ Foreign production and trading unitary enterprise Reb-Pharma, Republic of Belarus","Foreign production and trade unitary enterprise Reb-Farma, Republic of Belarus",21/12/2576,06.12.2021,,,,,"14.11.2024
LP-№007708-RG-BY",,,,2026-01-14T04:18:23.795873+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"CO-CENTER
instructions:
patient
specialist",Losartan and diuretics,"film-coated tablets, 100 mg/25 mg in blisters in packaging No. 10x3;
film-coated tablets, 50 mg/12.5 mg in blisters in packaging No. 10x3","Gedeon Richter Poland Co Ltd, Poland","Gedeon Richter Plc., Hungary",9162/10/13/14/19,09.08.2019,,,,,"03/04/2024
LP-№004780-RG-BY",,,,2026-01-14T04:19:36.395579+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"CO-CENTER
instructions:
patient
specialist",Losartan and diuretics,"film-coated tablets, 100 mg/12.5 mg in blisters in packaging No. 10x3","Gedeon Richter Poland Co Ltd, Poland / Gedeon Richter Plc., Hungary","Gedeon Richter Plc., Hungary",9536/11/13/15/15/19,31.12.2019,,,,,"03/04/2024
LP-№004779-RG-BY",,,,2026-01-14T04:19:36.395754+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN
instruction:
the specialist
the patient",Losartan,"film-coated tablets, 100 mg in blister packs No. 10x1, No. 10x2, No. 10x3, No. 10x6;
film-coated tablets, 50 mg in blister packs No. 10x1, No. 10x2, No. 10x3, No. 10x6","Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",24/12/2660,30.06.2021,,,,,,,,,2026-01-14T04:19:36.395838+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN
instruction:
the patient
the specialist",Losartan,"film-coated tablets, 100 mg in polymer jars No. 30 in package No. 1;
film-coated tablets, 100 mg in blister packs No. 10x3, No. 10x6","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",21/06/2195,29.03.2019,,,,,"11.11.2024
LP-№007841-RG-BY",,,,2026-01-14T04:19:36.395896+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN
instruction:
the specialist
the patient",Losartan,"film-coated tablets, 50 mg in blister packs No. 10x3, No. 10x6","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",21/06/2553,23.12.2020,,,,,"16.01.2025
LP-№008538-RG-BY",,,,2026-01-14T04:19:36.395973+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN
instruction:
the specialist
the patient",Losartan,"film-coated tablets, 25 mg in polymer jars No. 30 in package No. 1;
film-coated tablets, 25 mg in blister packs No. 10x3, No. 10x6, No. 15x2, No. 15x4","Belarusian-Dutch joint venture limited liability company FARMLAND (JV LLC FARMLAND), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",24/03/3133,14.04.2021,,,,,"06/04/2025
LP-№010570-RG-BY",,,,2026-01-14T04:19:36.396047+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","AmantisMed LLC, Republic of Belarus",2296/17/20,15.08.2017,,,,,,,,,2026-01-14T04:19:36.396100+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"Vasudha Pharma Chem Ltd, India","Pharmtechnology LLC, Republic of Belarus",2511/19,31.10.2019,,,,,,,,,2026-01-14T04:19:36.396143+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","Lekpharm LLC, Republic of Belarus",2166/16,22.09.2016,,,,,,,,,2026-01-14T04:19:36.396185+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"Teva API India Ltd., India","State Enterprise ACADEMFARM, Republic of Belarus",1690/13/17,27.11.2017,,,,,,,,,2026-01-14T04:19:36.396225+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","Pharmtechnology LLC, Republic of Belarus",1713/13/18,01.03.2018,,,,,,,,,2026-01-14T04:19:36.396265+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"Cheem Pearmocial Co., LTD, LTD,","Lekpharm LLC, Republic of Belarus",1995/15/18/21,28.01.2021,,,,,,,,,2026-01-14T04:19:36.396302+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN PLUS
instructions:
by application",Losartan and diuretics,"film-coated tablets, 100 mg/12.5 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 100 mg/25 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 50 mg/12.5 mg in blister packs No. 10x3, No. 10x6","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",22/07/2750,25.07.2022,,,,,"23.10.2024
LP-№007453-RG-BY",,,,2026-01-14T04:19:36.396350+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN/HYDROCHLORTHIAZIDE-AM
instructions:
specialist
patient",Losartan/ Hydrochlorothiazide,"film-coated tablets, 100 mg/12.5 mg in blister pack No. 10x3","AmantisMed LLC, Republic of Belarus","AmantisMed LLC, Republic of Belarus",24/12/3072,26.10.2020,,,,,"06/23/2025
LP-№010743-RG-BY",,,,2026-01-14T04:19:36.396397+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN/HYDROCHLORTHIAZIDE-AM
instructions:
specialist
patient",Losartan/ Hydrochlorothiazide,"film-coated tablets, 100 mg/25 mg in blister pack No. 10x3;
film-coated tablets, 50 mg/12.5 mg in blister pack No. 10x3","AmantisMed LLC, Republic of Belarus","AmantisMed LLC, Republic of Belarus",24/12/3082,19.11.2020,,,,,"06/23/2025
LP-№010726-RG-BY",,,,2026-01-14T04:19:36.396445+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM SALT,Losartan,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","Belmedpreparaty RUE, Republic of Belarus",2231/17,22.03.2017,,,,,,,,,2026-01-14T04:19:36.396483+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM SALT,Losartan,substance,"Cheem Pearmocial Co., LTD, LTD,","Belmedpreparaty RUE, Republic of Belarus",1844/14/18/19,23.12.2019,,,,,,,,,2026-01-14T04:19:36.396525+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN-LF
instructions:
specialist
patient",Losartan,"film-coated tablets, 100 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 50 mg in blister packs No. 10x3, No. 10x6","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",23/04/2868,05.04.2023,,,,,"08.10.2024
LP-№007217-RG-BY",,,,2026-01-14T04:19:36.396569+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN-NAS
instructions:
specialist
patient",Losartan,"film-coated tablets, 100 mg in blister pack No. 15x2;
film-coated tablets, 50 mg in blister pack No. 15x2","State Enterprise ACADEMFARM, Republic of Belarus","State Enterprise ACADEMFARM, Republic of Belarus",24/07/2076,26.03.2018,,,,,,,,,2026-01-14T04:19:36.396621+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LORISTA
instruction:
the patient
the specialist",Losartan,"film-coated tablets, 100 mg in blisters in packaging No. 7x4, No. 14x2, No. 10x3, No. 10x6;
film-coated tablets, 12.5 mg in blisters in packaging No. 7x4, No. 14x2, No. 10x3, No. 10x6;
film-coated tablets, 25 mg in blisters in packaging No. 7x4, No. 14x2, No. 10x3, No. 10x6;
film-coated tablets, 50 mg in blisters in packaging No. 7x4, No. 14x2, No. 10x3, No. 10x6","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",8577/08/13/18/25,03.12.2018,,,,,,,,,2026-01-14T04:19:36.396672+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LORISTA N
instruction:
the specialist
the patient",Losartan and diuretics,"film-coated tablets, 50 mg/12.5 mg in blisters in packaging No. 7x4, No. 14x2, No. 14x4, No. 10x3, No. 10x6","KRKA, d.d., Slovenia","KRKA, d.d., Slovenia",8578/08/13/15/18/21,27.08.2018,,,,,"31.01.2025
LP-№001972-GP-BY",,,,2026-01-14T04:19:36.396713+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LORISTA H 100
instruction:
the specialist
the patient",Losartan/Hydrochlorothiazide,"film-coated tablets, 100 mg/12.5 mg in blisters in packaging No. 7x4, No. 14x2, No. 15x2, No. 15x4","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",10471/16/19/21/25,27.05.2021,,,,,,,,,2026-01-14T04:19:36.396762+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LORISTA ND
instructions:
specialist
patient",Losartan and diuretics,"film-coated tablets, 100 mg/25 mg in blisters in packaging No. 7x4, No. 14x2, No. 14x4, No. 10x3, No. 10x6","KRKA, d.d., Slovenia","KRKA, d.d., Slovenia",8579/08/08/13/15/18/21,27.08.2018,,,,,"31.01.2025
LP-№001992-GP-BY",,,,2026-01-14T04:19:36.396804+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"CROSSED
instruction:
the specialist
the patient",Losartan,"film-coated tablets, 100 mg in blisters in packaging No. 10x3, No. 14x2;
film-coated tablets, 25 mg in blisters in packaging No. 10x3, No. 14x2;
film-coated tablets, 50 mg in blisters in packaging No. 10x3, No. 14x2","IPCA Laboratories Limited, India","IPCA Laboratories Limited, India",9270/10/15/20/21,05.03.2020,,,,,"02.08.2024
LP-№006532-RG-BY",,,,2026-01-14T04:19:36.396924+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"PRESARTAN N
instructions:
by application",Losartan and diuretics,film-coated tablets 50 mg/12.5 mg in blisters in packaging No. 14x2,"IPCA Laboratories Limited, India","IPCA Laboratories Limited, India",9015/09/14/20,28.07.2020,,,,,"08.12.2025
LP-№005531-GP-BY",,,,2026-01-14T04:19:36.396972+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"SENTOR
instructions:
by application",Losartan,"film-coated tablets, 100 mg in blisters in packaging No. 10x1, No. 10x3;
film-coated tablets, 50 mg in blisters in packaging No. 10x1, No. 10x3","Gedeon Richter Poland Co Ltd, Poland","Gedeon Richter Plc., Hungary",9006/09/13/15/15/19,26.09.2019,,,,,"25.01.2024
LP-№004416-RG-BY",,,,2026-01-14T04:19:36.397023+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORVASTATIN
instruction:
the patient
the specialist",Atorvastatin,"film-coated tablets, 10 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 20 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 40 mg in blister packs No. 10x3, No. 10x6","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",25/04/2882,06.09.2023,,,,,,,,,2026-01-14T04:21:06.302875+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORVASTATIN
instruction:
the specialist
the patient",Atorvastatin,"film-coated tablets, 10 mg in blister packs (blisters) No. 10x1, No. 10x3, No. 10x6;
film-coated tablets, 20 mg in blister packs (blister) No. 10x1, No. 10x3, No. 10x6","Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",25/10/1799,10.11.2015,,,,,,,,,2026-01-14T04:21:06.303029+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM,Atorvastatin,substance,"Alcon Biosciences Private Limited, Индия","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",2207/16/25,21.12.2016,,,,,,,,,2026-01-14T04:21:06.303091+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM,Atorvastatin,substance,"Centrient Pharmaceuticals India Private Limited, Индия","Centrient Pharmaceuticals Netherlands B.V., Netherlands",10617/18/20/23/23,14.02.2018,,,,,,,,,2026-01-14T04:21:06.303150+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM,Atorvastatin,substance,"Cheu Pearmaceticical Co., Ltd.,","Belmedpreparaty RUE, Republic of Belarus",1871/14/19/19/24,12.11.2019,,,,,,,,,2026-01-14T04:21:06.303200+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin,substance,"Alcon Biosciences Private Limited, Индия","Belmedpreparaty RUE, Republic of Belarus",1124/09/10/15/21,12.08.2021,,,,,,,,,2026-01-14T04:21:06.303247+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin,substance,"Zhejiang Menovo Pharmaceutical Co., Ltd., China","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",2272/17,22.06.2017,,,,,,,,,2026-01-14T04:21:06.303283+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin,substance,"Cheu Pearmaceticical Co., Ltd.,","Lekpharm LLC, Republic of Belarus",2509/19,31.10.2019,,,,,,,,,2026-01-14T04:21:06.303319+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin,substance,"Morepen Laboratories Limited, India","Lekpharm LLC, Republic of Belarus",1823/14/19,05.06.2019,,,,,,,,,2026-01-14T04:21:06.303354+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORVASTATIN-LF
instruction:
the specialist
the patient",Atorvastatin,"film-coated tablets, 10 mg in blister packs No. 10x3, No. 10x6, No. 15x2, No. 15x4;
film-coated tablets, 20 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 40 mg in blister pack No. 10x3","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",19/11/1656,31.05.2019,,,,,"02.08.2024
LP-№006493-RG-BY",,,,2026-01-14T04:21:06.303403+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORIS
instruction:
the specialist
the patient",Atorvastatin,"film-coated tablets, 10 mg in blisters in packaging No. 10x3, No. 10x9;
film-coated tablets, 20 mg in blisters in packaging No. 10x3, No. 10x9","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",7391/05/10/15/24,03.12.2015,,,,,,,,,2026-01-14T04:21:06.303452+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORIS
instruction:
the specialist
the patient",Atorvastatin,"film-coated tablets, 40 mg in blisters in packaging No. 10x3, No. 10x9","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",8406/07/12/18/24,05.03.2018,,,,,,,,,2026-01-14T04:21:06.303497+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LIERIMAR ST
instructions:
specialist
patient",Atorvastatin,"film-coated tablets, 10 mg in blisters in packaging No. 7x2, No. 10x3;
film-coated tablets, 20 mg in blisters in packaging No. 7x2, No. 10x3;
film-coated tablets, 40 mg in blisters in packaging No. 7x2, No. 10x3","Viatris Pharmaceuticals LLC, Puerto Rico/ Pfizer Manufacturing Deutschland GmbH, Germany","Viatris Specialty LLC, USA",3682/98/04/04/08/09/14/16/19/22/24/24,01.03.2019,,,,,,,,,2026-01-14T04:21:06.303543+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"SALONET A
instructions:
specialist
patient",Atorvastatin and ezetimibe,"film-coated tablets, 10 mg/10 mg in blisters No. 10x3;
film-coated tablets, 20 mg/10 mg in blisters No. 10x3;
film-coated tablets, 40 mg/10 mg in blisters No. 10x3;
film-coated tablets, 80mg/10mg in blisters No. 5x6","ELPEN Pharmaceutical Co. Inc., Greece","Lek d.d., Slovenia",11153/22,12.09.2022,,,,,,,,,2026-01-14T04:21:06.303596+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"TRINOMY
instruction:
the patient
the specialist","Atorvastatin, acetylsalicylic acid and ramipril","capsules 100mg/20mg/10mg in blisters in packaging No. 7x4;
capsules 100mg/20mg/2.5mg in blisters in packaging No. 7x4;
capsules 100mg/20mg/5mg in blisters in packaging No. 7x4","Ferrer Internacional S.A., Spain","Ferrer Internacional S.A., Spain",10731/19/24,14.03.2024,,,,,,,,,2026-01-14T04:21:06.303691+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"Tulip® NEO
instructions:
specialist
patient",Atorvastatin,"film-coated tablets, 10 mg in blisters in packaging No. 10x3, No. 10x9;
film-coated tablets, 20 mg in blisters in packaging No. 10x3, No. 10x9","Lek S.A., Poland","Sandoz Pharmaceuticals d.d., Slovenia",11336/24,22.08.2024,,,,,,,,,2026-01-14T04:21:06.303737+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"BION LLC, Russian Federation","BION LLC, Russian Federation",11044/21,16.09.2021,,,,,,,,,2026-01-14T04:21:59.540972+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"BION LLC, Russian Federation","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",1807/14/19,30.04.2019,,,,,,,,,2026-01-14T04:21:59.541080+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"Shandong Chenghua Skingda Pharmaceutical Co., Ltd., Кий дй длetu длetu Skangu Co.,Ltd.,Ltd., Китййай.vййай.","Lekpharm LLC, Republic of Belarus",1915/15/17/20/21,13.02.2020,,,,,,,,,2026-01-14T04:21:59.541164+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"PHARMHIM LLC, Ukraine","Lekpharm LLC, Republic of Belarus",2591/20,18.08.2020,,,,,,,,,2026-01-14T04:21:59.541243+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"Shandong Chenghui Shuangda Pharmaceutical Co. Ltd., Китай","Belmedpreparaty RUE, Republic of Belarus",2657/21/24/25,16.03.2021,,,,,,,,,2026-01-14T04:21:59.541318+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"PHARMHIM LLC, Ukraine","Belmedpreparaty RUE, Republic of Belarus",2706/22,29.06.2022,,,,,,,,,2026-01-14T04:21:59.541395+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"PHARMHIM LLC, Ukraine","Minskkintercapes UP, Republic of Belarus",2451/19,11.03.2019,,,,,,,,,2026-01-14T04:21:59.541468+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELDONIUM-LF
instructions:
by application",Meldonium,"solution for intravenous administration 500 mg/5 ml in ampoules in packaging No. 5x1, No. 5x2","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",21/03/2502,24.03.2021,,,,,,,,,2026-01-14T04:21:59.541569+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELDONIUM-LF
instructions:
patient
specialist",Meldonium,"250 mg capsules in blister packs No. 10x2, No. 10x3, No. 10x4, No. 10x6;
500 mg capsules in blister packs No. 10x2, No. 10x3, No. 10x4, No. 10x6","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",22/09/3221,27.01.2022,,,,,,,,,2026-01-14T04:21:59.541669+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELDONIUM-MIC
instructions:
patient
specialist",Meldonium,"250 mg capsules in blister packs No. 10x3, No. 10x6;
500 mg capsules in blister pack No. 10x3;
capsules 500 mg in blister pack No. 10x6","Minskkintercapes UP, Republic of Belarus","Minskkintercapes UP, Republic of Belarus",23/04/1779,01.10.2015,,,,,"04/30/2024
LP-№005322-RG-BY",,,,2026-01-14T04:21:59.541760+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELDOREB
instructions:
patient
specialist",Meldonium,solution for intravenous administration 100 mg/ml in ampoules in packaging No. 5x2,"MEFAR ILAC SAN. A.S., Türkiye/ Foreign production and trade unitary enterprise Reb-Farma, Republic of Belarus","Foreign production and trade unitary enterprise Reb-Farma, Republic of Belarus",21/11/2631,03.11.2021,,,,,"11.11.2024
LP-№007697-RG-BY",,,,2026-01-14T04:21:59.541850+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDONIUM FARMLAND
instructions:
patient
specialist",Meldonium,"250 mg capsules in blister pack No. 10x2;
250 mg capsules in blister packs No. 10x4, No. 10x6","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",20/09/2389,21.09.2020,,,,,"18.08.2025
LP-№011422-RG-BY",,,,2026-01-14T04:21:59.541927+00:00
