Effective Start Date,Effective End Date,DIN,Trade name,Strength,Dosage form,DBP (raw),Ex Factory Wholesale Price,Ex Factory Wholesale Unit,Local Pack Description,PK keyword present,Public With VAT Price,RI Price,Reimbursable Status,Reimbursable Price,Reimbursable Rate,Reimbursable Notes,Copayment Value
2025-04-30,,02443651,pH 12 Sterile Diluent for Flolan,94mg/73.3mg/50mL Vial,Inj Sol-50mL Vial Pk,$13.2350,13.235,,94mg/73.3mg/50mL Vial Inj Sol-50mL Vial Pk,Yes,14.2938,14.2938,FULLY REIMBURSABLE,14.2938,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02244310,Renagel,800mg,Tab,$1.8250,1.825,,800mg Tab,No,1.971,1.971,FULLY REIMBURSABLE,1.971,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02516918,Retevmo,40mg,Cap,$76.1198,76.1198,,40mg Cap,No,82.209384,82.209384,FULLY REIMBURSABLE,82.209384,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02516926,Retevmo,80mg,Cap,$152.2400,152.24,,80mg Cap,No,164.4192,164.4192,FULLY REIMBURSABLE,164.4192,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02237971,Saizen,5mg,Inj Pd-5mg vial Pk,$235.2500,235.25,,5mg Inj Pd-5mg vial Pk,Yes,254.07,254.07,FULLY REIMBURSABLE,254.07,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02350122,Saizen,6mg/Cart (5.83mg/mL),Inj Cart,$296.3800,296.38,,6mg/Cart (5.83mg/mL) Inj Cart,No,320.0904,320.0904,FULLY REIMBURSABLE,320.0904,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02350130,Saizen,12mg/Cart (8mg/mL),Inj Cart,$592.7600,592.76,,12mg/Cart (8mg/mL) Inj Cart,No,640.1808,640.1808,FULLY REIMBURSABLE,640.1808,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02350149,Saizen,20mg/Cart (8mg/mL),Inj Cart,$987.9500,987.95,,20mg/Cart (8mg/mL) Inj Cart,No,1066.986,1066.986,FULLY REIMBURSABLE,1066.986,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02272199,Somavert,10mg,Pd for Inj-Vial Pk,$139.0400,139.04,,10mg Pd for Inj-Vial Pk,Yes,150.1632,150.1632,FULLY REIMBURSABLE,150.1632,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02272202,Somavert,15mg,Pd for Inj-Vial Pk,$208.5600,208.56,,15mg Pd for Inj-Vial Pk,Yes,225.2448,225.2448,FULLY REIMBURSABLE,225.2448,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02272210,Somavert,20mg,Pd for Inj-Vial Pk,$278.0800,278.08,,20mg Pd for Inj-Vial Pk,Yes,300.3264,300.3264,FULLY REIMBURSABLE,300.3264,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02448831,Somavert,25mg,Pd for Inj-Vial Pk,$347.6000,347.6,,25mg Pd for Inj-Vial Pk,Yes,375.408,375.408,FULLY REIMBURSABLE,375.408,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02448858,Somavert,30mg,Pd for Inj-Vial Pk,$417.1200,417.12,,30mg Pd for Inj-Vial Pk,Yes,450.4896,450.4896,FULLY REIMBURSABLE,450.4896,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02529548,Tezspire,110mg/mL,Inj Sol-1.91mL Pref Syr (Preservative-Free),$2027.6300,2027.63,,110mg/mL Inj Sol-1.91mL Pref Syr (Preservative-Free),No,2189.8404,2189.8404,FULLY REIMBURSABLE,2189.8404,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02529556,Tezspire,110mg/mL,Inj Sol-1.91mL Pref Pen (Preservative-Free),$2027.6300,2027.63,,110mg/mL Inj Sol-1.91mL Pref Pen (Preservative-Free),No,2189.8404,2189.8404,FULLY REIMBURSABLE,2189.8404,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02487098,Verzenio,50mg,Tab,$116.9725,116.9725,,50mg Tab,No,126.3303,126.3303,FULLY REIMBURSABLE,126.3303,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02487101,Verzenio,100mg,Tab,$115.8889,115.8889,,100mg Tab,No,125.160012,125.160012,FULLY REIMBURSABLE,125.160012,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-30,,02487128,Verzenio,150mg,Tab,$116.2175,116.2175,,150mg Tab,No,125.5149,125.5149,FULLY REIMBURSABLE,125.5149,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-22,,02541599,Vyvgart,400 mg /20 mL,Inj Sol-Vial Pk,$7900.0000/Vial,7900.0,Vial,400 mg /20 mL Inj Sol-Vial Pk,Yes,8532.0,8532.0,FULLY REIMBURSABLE,8532.0,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-14,,02530139,Koselugo,10 mg,Cap,$122.6000,122.6,,10 mg Cap,No,132.408,132.408,FULLY REIMBURSABLE,132.408,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-04-14,,02530147,Koselugo,25 mg,Cap,$306.5000,306.5,,25 mg Cap,No,331.02,331.02,FULLY REIMBURSABLE,331.02,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02458136,Alecensaro,150 mg,Cap,$45.3375,45.3375,,150 mg Cap,No,48.9645,48.9645,FULLY REIMBURSABLE,48.9645,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,00728276,Burinex,5 mg,Tab,$3.1690,3.169,,5 mg Tab,No,3.42252,3.42252,FULLY REIMBURSABLE,3.42252,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,00728284,Burinex,1 mg,Tab,$0.8300,0.83,,1 mg Tab,No,0.8964,0.8964,FULLY REIMBURSABLE,0.8964,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02144328,Carnitor,330 mg,Tab,$3.7857,3.7857,,330 mg Tab,No,4.088556,4.088556,FULLY REIMBURSABLE,4.088556,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02144344,Carnitor,200 mg / mL,Inj,$87.9400,87.94,,200 mg / mL Inj,No,94.9752,94.9752,FULLY REIMBURSABLE,94.9752,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02331675,Cimzia,200 mg / mL,Pre-Filled Syringe,$715.2400,715.24,,200 mg / mL Pre-Filled Syringe,No,772.4592,772.4592,FULLY REIMBURSABLE,772.4592,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02465574,Cimzia,200 mg / mL,Inj Sol-Pref Pen,$715.2400,715.24,,200 mg / mL Inj Sol-Pref Pen,No,772.4592,772.4592,FULLY REIMBURSABLE,772.4592,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02512556,Dojolvi,100% w/w,O/L-500 mL Pk,$6683.2500/Pk,6683.25,Pk,100% w/w O/L-500 mL Pk,Yes,7217.91,7217.91,FULLY REIMBURSABLE,7217.91,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02436841,Entyvio,300 mg,Inj Sol-Vial,$3711.2500,3711.25,,300 mg Inj Sol-Vial,No,4008.15,4008.15,FULLY REIMBURSABLE,4008.15,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02497867,Entyvio,108 mg /0.68 mL,Inj Sol-0.68 mL Pref Pen (Preservative-Free),$927.8050,927.805,,108 mg /0.68 mL Inj Sol-0.68 mL Pref Pen (Preservative-Free),No,1002.0294,1002.0294,FULLY REIMBURSABLE,1002.0294,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02497875,Entyvio,108 mg /0.68 mL,Inj Sol-0.68 mL Pref Pen (Preservative-Free),$927.8050,927.805,,108 mg /0.68 mL Inj Sol-0.68 mL Pref Pen (Preservative-Free),No,1002.0294,1002.0294,FULLY REIMBURSABLE,1002.0294,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02409267,Erivedge,150 mg,Cap,$336.7421,336.7421,,150 mg Cap,No,363.681468,363.681468,FULLY REIMBURSABLE,363.681468,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02241377,Metadol,10 mg / mL,O/L,$0.5398/ mL,0.5398,mL,10 mg / mL O/L,No,0.582984,0.582984,FULLY REIMBURSABLE,0.582984,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02247694,Metadol,1 mg / mL,O/L,$0.1493/ mL,0.1493,mL,1 mg / mL O/L,No,0.161244,0.161244,FULLY REIMBURSABLE,0.161244,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02129043,Orgaran,750U/Vial,Inj-Vial Pk,$33.0495,33.0495,,750U/Vial Inj-Vial Pk,Yes,35.69346,35.69346,FULLY REIMBURSABLE,35.69346,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02046733,Pulmozyme,1 mg / mL,Inj-2.5 mL Pk,$43.8030,43.803,,1 mg / mL Inj-2.5 mL Pk,Yes,47.30724,47.30724,FULLY REIMBURSABLE,47.30724,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02500833,Qinlock,50 mg,Tab,$226.0538,226.0538,,50 mg Tab,No,244.138104,244.138104,FULLY REIMBURSABLE,244.138104,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02237319,Rebif,22mcg,Inj-Syr Pk,$179.1367,179.1367,,22mcg Inj-Syr Pk,Yes,193.467636,193.467636,FULLY REIMBURSABLE,193.467636,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02237320,Rebif,44mcg,Inj-Syr Pk,$218.0833,218.0833,,44mcg Inj-Syr Pk,Yes,235.529964,235.529964,FULLY REIMBURSABLE,235.529964,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02318253,Rebif,66mcg,Inj-Cart Pk,$537.4100,537.41,,66mcg Inj-Cart Pk,Yes,580.4028,580.4028,FULLY REIMBURSABLE,580.4028,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02318261,Rebif,132mcg,Inj-Cart Pk,$654.2375,654.2375,,132mcg Inj-Cart Pk,Yes,706.5765,706.5765,FULLY REIMBURSABLE,706.5765,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02495007,Rozlytrek,100 mg,Cap,$51.2510,51.251,,100 mg Cap,No,55.35108,55.35108,FULLY REIMBURSABLE,55.35108,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02495015,Rozlytrek,200 mg,Cap,$102.5023,102.5023,,200 mg Cap,No,110.702484,110.702484,FULLY REIMBURSABLE,110.702484,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02510839,Vyepti,100 mg / mL,Inj Sol-1 mL Vial (Preservative-Free),$1847.5706,1847.5706,,100 mg / mL Inj Sol-1 mL Vial (Preservative-Free),No,1995.376248,1995.376248,FULLY REIMBURSABLE,1995.376248,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02542269,Vyepti,300 mg /3 mL,Inj Sol-3 mL Vial (Preservative-Free),$1847.5706,1847.5706,,300 mg /3 mL Inj Sol-3 mL Vial (Preservative-Free),No,1995.376248,1995.376248,FULLY REIMBURSABLE,1995.376248,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02240325,Xenical,120 mg,Cap,$1.9222,1.9222,,120 mg Cap,No,2.075976,2.075976,FULLY REIMBURSABLE,2.075976,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-03-31,,02380242,Zelboraf,240 mg,Tab,$38.2275,38.2275,,240 mg Tab,No,41.2857,41.2857,FULLY REIMBURSABLE,41.2857,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-02-28,,02470489,Benlysta SC,200 mg /ml,Inj Sol-Autoinj Pref Syr (Preservative-Free),395.3975/Pref Syr,395.3975,Pref Syr,200 mg /ml Inj Sol-Autoinj Pref Syr (Preservative-Free),No,427.0293,427.0293,FULLY REIMBURSABLE,427.0293,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
