Drug Code,licId URL,Valid Date (ROC),Valid Date (AD),Original certificate date / issuance date (ROC),Types of licenses,Customs clearance document number,Chinese Product Name,English product name,Indications,Dosage form,Package,Drug Category,ATC code,Principal Components (Brief Description),Restricted items,Drug Company Name,Drugstore address,Manufacturer code,Factory,Manufacturer Name,Manufacturing plant address,Manufacturing plant company address,Country of manufacture,process
BC24339100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02024339,,,,,,,,,,,,,,,,,,,,,,,
BC25350100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025350,,,,,,,,,,,,,,,,,,,,,,,
BC25401255,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025401,,,,,,,,,,,,,,,,,,,,,,,
BC25427100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025427,,,,,,,,,,,,,,,,,,,,,,,
BC25533100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025533,,,,,,,,,,,,,,,,,,,,,,,
BC25757100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025757,,,,,,,,,,,,,,,,,,,,,,,
BC26028100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02026028,,,,,,,,,,,,,,,,,,,,,,,
BC26147100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026147,,,,,,,,,,,,,,,,,,,,,,,
BC25211100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025211,,,,,,,,,,,,,,,,,,,,,,,
BC25321100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025321,,,,,,,,,,,,,,,,,,,,,,,
BC26421100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026421,,,,,,,,,,,,,,,,,,,,,,,
BC26432100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026432,,,,,,,,,,,,,,,,,,,,,,,
BC26434100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026434,,,,,,,,,,,,,,,,,,,,,,,
BC26497100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026497,,,,,,,,,,,,,,,,,,,,,,,
BC26543100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026543,,,,,,,,,,,,,,,,,,,,,,,
BC26544100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026544,,,,,,,,,,,,,,,,,,,,,,,
BC26900100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026900,,,,,,,,,,,,,,,,,,,,,,,
BC26350100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026350,,,,,,,,,,,,,,,,,,,,,,,
BC26367100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026367,,,,,,,,,,,,,,,,,,,,,,,
BC26368100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026368,,,,,,,,,,,,,,,,,,,,,,,
BC27209100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027209,,,,,,,,,,,,,,,,,,,,,,,
BC27210100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027210,,,,,,,,,,,,,,,,,,,,,,,
BC27211100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027211,,,,,,,,,,,,,,,,,,,,,,,
BC27233100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027233,,,,,,,,,,,,,,,,,,,,,,,
BC27303255,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027303,,,,,,,,,,,,,,,,,,,,,,,
BC27421100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027421,,,,,,,,,,,,,,,,,,,,,,,
BC27422100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027422,,,,,,,,,,,,,,,,,,,,,,,
BC26922209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52026922,,,,,,,,,,,,,,,,,,,,,,,
BC27002100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027002,,,,,,,,,,,,,,,,,,,,,,,
BC27052212,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027052,,,,,,,,,,,,,,,,,,,,,,,
BC27781100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027781,,,,,,,,,,,,,,,,,,,,,,,
BC27782100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027782,,,,,,,,,,,,,,,,,,,,,,,
BC28020100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028020,,,,,,,,,,,,,,,,,,,,,,,
BC28230100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028230,,,,,,,,,,,,,,,,,,,,,,,
BC28469240,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028469,,,,,,,,,,,,,,,,,,,,,,,
BC28491255,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028491,,,,,,,,,,,,,,,,,,,,,,,
BC28517248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028517,,,,,,,,,,,,,,,,,,,,,,,
BC27469240,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027469,,,,,,,,,,,,,,,,,,,,,,,
BC27615221,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52027615,,,,,,,,,,,,,,,,,,,,,,,
BC28687100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028687,,,,,,,,,,,,,,,,,,,,,,,
BC28688100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028688,,,,,,,,,,,,,,,,,,,,,,,
BC28522100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028522,,,,,,,,,,,,,,,,,,,,,,,
BC28917100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028917,,,,,,,,,,,,,,,,,,,,,,,
BC28918100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028918,,,,,,,,,,,,,,,,,,,,,,,
BC28919100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028919,,,,,,,,,,,,,,,,,,,,,,,
JC00006212,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=09000006,,,,,,,,,,,,,,,,,,,,,,,
JC00009212,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=09000009,,,,,,,,,,,,,,,,,,,,,,,
JC00010209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=09000010,,,,,,,,,,,,,,,,,,,,,,,
KC00079265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000079,,,,,,,,,,,,,,,,,,,,,,,
BC28787100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028787,,,,,,,,,,,,,,,,,,,,,,,
BC28788100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028788,,,,,,,,,,,,,,,,,,,,,,,
BC28789100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028789,,,,,,,,,,,,,,,,,,,,,,,
KC00375248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000375,,,,,,,,,,,,,,,,,,,,,,,
KC00380229,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000380,,,,,,,,,,,,,,,,,,,,,,,
KC00487248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000487,,,,,,,,,,,,,,,,,,,,,,,
KC00491248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000491,,,,,,,,,,,,,,,,,,,,,,,
KC00197238,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000197,,,,,,,,,,,,,,,,,,,,,,,
KC00308240,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000308,,,,,,,,,,,,,,,,,,,,,,,
KC00735209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000735,,,,,,,,,,,,,,,,,,,,,,,
KC00756265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000756,,,,,,,,,,,,,,,,,,,,,,,
KC00757255,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000757,,,,,,,,,,,,,,,,,,,,,,,
KC00777248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000777,,,,,,,,,,,,,,,,,,,,,,,
KC00787216,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000787,,,,,,,,,,,,,,,,,,,,,,,
KC00842248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000842,,,,,,,,,,,,,,,,,,,,,,,
KC00670282,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000670,,,,,,,,,,,,,,,,,,,,,,,
KC00711280,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000711,,,,,,,,,,,,,,,,,,,,,,,
KC00712266,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000712,,,,,,,,,,,,,,,,,,,,,,,
KC00923248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000923,,,,,,,,,,,,,,,,,,,,,,,
KC00926248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000926,,,,,,,,,,,,,,,,,,,,,,,
KC00945258,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60000945,,,,,,,,,,,,,,,,,,,,,,,
KC00959248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60000959,,,,,,,,,,,,,,,,,,,,,,,
KC00897265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000897,,,,,,,,,,,,,,,,,,,,,,,
KC00919280,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000919,,,,,,,,,,,,,,,,,,,,,,,
KC00922248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=10000922,,,,,,,,,,,,,,,,,,,,,,,
KC01052248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001052,,,,,,,,,,,,,,,,,,,,,,,
KC01099263,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001099,,,,,,,,,,,,,,,,,,,,,,,
KC01100277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001100,,,,,,,,,,,,,,,,,,,,,,,
KC01106248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001106,,,,,,,,,,,,,,,,,,,,,,,
KC01108280,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001108,,,,,,,,,,,,,,,,,,,,,,,
KC00960248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60000960,,,,,,,,,,,,,,,,,,,,,,,
KC01051248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001051,,,,,,,,,,,,,,,,,,,,,,,
KC01252216,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001252,,,,,,,,,,,,,,,,,,,,,,,
N000465100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12000465,,,,,,,,,,,,,,,,,,,,,,,
N001728100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12001728,,,,,,,,,,,,,,,,,,,,,,,
N002253100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12002253,,,,,,,,,,,,,,,,,,,,,,,
N002638100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12002638,,,,,,,,,,,,,,,,,,,,,,,
N003190209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12003190,,,,,,,,,,,,,,,,,,,,,,,
N003316100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12003316,,,,,,,,,,,,,,,,,,,,,,,
KC01151213,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001151,,,,,,,,,,,,,,,,,,,,,,,
KC01183280,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001183,,,,,,,,,,,,,,,,,,,,,,,
KC01239248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=60001239,,,,,,,,,,,,,,,,,,,,,,,
N012168100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12012168,,,,,,,,,,,,,,,,,,,,,,,
N013550100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12013550,,,,,,,,,,,,,,,,,,,,,,,
N014938100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12014938,,,,,,,,,,,,,,,,,,,,,,,
N016803100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12016803,,,,,,,,,,,,,,,,,,,,,,,
NC00141100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12000141,,,,,,,,,,,,,,,,,,,,,,,
N005124100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12005124,,,,,,,,,,,,,,,,,,,,,,,
N009215340,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12009215,,,,,,,,,,,,,,,,,,,,,,,
N011069100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12011069,,,,,,,,,,,,,,,,,,,,,,,
NC01542100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12001542,,,,,,,,,,,,,,,,,,,,,,,
NC01595100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12001595,,,,,,,,,,,,,,,,,,,,,,,
NC01736100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12001736,,,,,,,,,,,,,,,,,,,,,,,
NC01752100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12001752,,,,,,,,,,,,,,,,,,,,,,,
NC00198100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12000198,,,,,,,,,,,,,,,,,,,,,,,
NC00337209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12000337,,,,,,,,,,,,,,,,,,,,,,,
NC02121100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12002121,,,,,,,,,,,,,,,,,,,,,,,
NC02368100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12002368,,,,,,,,,,,,,,,,,,,,,,,
NC02597100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12002597,,,,,,,,,,,,,,,,,,,,,,,
NC02791100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12002791,,,,,,,,,,,,,,,,,,,,,,,
NC02967209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12002967,,,,,,,,,,,,,,,,,,,,,,,
NC03659100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12003659,,,,,,,,,,,,,,,,,,,,,,,
NC04385100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12004385,,,,,,,,,,,,,,,,,,,,,,,
NC01976209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12001976,,,,,,,,,,,,,,,,,,,,,,,
NC05932100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12005932,,,,,,,,,,,,,,,,,,,,,,,
NC06528221,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12006528,,,,,,,,,,,,,,,,,,,,,,,
NC06780100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12006780,,,,,,,,,,,,,,,,,,,,,,,
NC08039209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12008039,,,,,,,,,,,,,,,,,,,,,,,
NC04499100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12004499,,,,,,,,,,,,,,,,,,,,,,,
NC04799100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12004799,,,,,,,,,,,,,,,,,,,,,,,
NC05616100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12005616,,,,,,,,,,,,,,,,,,,,,,,
NC11133417,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12011133,,,,,,,,,,,,,,,,,,,,,,,
NC11948100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12011948,,,,,,,,,,,,,,,,,,,,,,,
NC13419100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12013419,,,,,,,,,,,,,,,,,,,,,,,
NC13913100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12013913,,,,,,,,,,,,,,,,,,,,,,,
NC15392100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12015392,,,,,,,,,,,,,,,,,,,,,,,
NC08138100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12008138,,,,,,,,,,,,,,,,,,,,,,,
NC09649417,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12009649,,,,,,,,,,,,,,,,,,,,,,,
NC16430421,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12016430,,,,,,,,,,,,,,,,,,,,,,,
NC16648100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12016648,,,,,,,,,,,,,,,,,,,,,,,
VC00006100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=20000006,,,,,,,,,,,,,,,,,,,,,,,
VC00014209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=20000014,,,,,,,,,,,,,,,,,,,,,,,
NC16157100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12016157,,,,,,,,,,,,,,,,,,,,,,,
NC16332100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12016332,,,,,,,,,,,,,,,,,,,,,,,
X000047129,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000047,,,,,,,,,,,,,,,,,,,,,,,
X000067162,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000067,,,,,,,,,,,,,,,,,,,,,,,
X000213248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000213,,,,,,,,,,,,,,,,,,,,,,,
X000231100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000231,,,,,,,,,,,,,,,,,,,,,,,
VC00016138,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=20000016,,,,,,,,,,,,,,,,,,,,,,,
VC00055100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=70000055,,,,,,,,,,,,,,,,,,,,,,,
VC00056100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=70000056,,,,,,,,,,,,,,,,,,,,,,,
VC00058100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=70000058,,,,,,,,,,,,,,,,,,,,,,,
X000343238,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000343,,,,,,,,,,,,,,,,,,,,,,,
X000350100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000350,,,,,,,,,,,,,,,,,,,,,,,
X000354410,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000354,,,,,,,,,,,,,,,,,,,,,,,
X000355100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000355,,,,,,,,,,,,,,,,,,,,,,,
ZC00001209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=23000001,,,,,,,,,,,,,,,,,,,,,,,
A017860100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01017860,,,,,,,,,,,,,,,,,,,,,,,
A026058209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01026058,,,,,,,,,,,,,,,,,,,,,,,
AC16227100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016227,,,,,,,,,,,,,,,,,,,,,,,
AC15910100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01015910,,,,,,,,,,,,,,,,,,,,,,,
AC21841100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021841,,,,,,,,,,,,,,,,,,,,,,,
AC35836100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035836,,,,,,,,,,,,,,,,,,,,,,,
AC35868100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035868,,,,,,,,,,,,,,,,,,,,,,,
AC36667100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036667,,,,,,,,,,,,,,,,,,,,,,,
AC55418100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01055418,,,,,,,,,,,,,,,,,,,,,,,
AC55583100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01055583,,,,,,,,,,,,,,,,,,,,,,,
AC58098100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51058098,,,,,,,,,,,,,,,,,,,,,,,
AC58129417,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51058129,,,,,,,,,,,,,,,,,,,,,,,
AC58194216,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51058194,,,,,,,,,,,,,,,,,,,,,,,
AC60175100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060175,,,,,,,,,,,,,,,,,,,,,,,
BA25337100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025337,,,,,,,,,,,,,,,,,,,,,,,
BA25797100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02025797,,,,,,,,,,,,,,,,,,,,,,,
BC23737100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02023737,,,,,,,,,,,,,,,,,,,,,,,
BC23738100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02023738,,,,,,,,,,,,,,,,,,,,,,,
BC23964453,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02023964,,,,,,,,,,,,,,,,,,,,,,,
BC23970100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02023970,,,,,,,,,,,,,,,,,,,,,,,
BC24041277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02024041,,,,,,,,,,,,,,,,,,,,,,,
BC24129100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02024129,,,,,,,,,,,,,,,,,,,,,,,
BC24131100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02024131,,,,,,,,,,,,,,,,,,,,,,,
BC24215100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02024215,,,,,,,,,,,,,,,,,,,,,,,
BC24443248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=02024443,,,,,,,,,,,,,,,,,,,,,,,
BC28528100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=52028528,,,,,,,,,,,,,,,,,,,,,,,
NC011091G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12001109,,,,,,,,,,,,,,,,,,,,,,,
NC05874100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=12005874,,,,,,,,,,,,,,,,,,,,,,,
X000037100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000037,,,,,,,,,,,,,,,,,,,,,,,
X000334229,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=000334,,,,,,,,,,,,,,,,,,,,,,,
A005225100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01005225,,,,,,,,,,,,,,,,,,,,,,,
A007443323,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01007443,,,,,,,,,,,,,,,,,,,,,,,
A009983100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01009983,,,,,,,,,,,,,,,,,,,,,,,
A011081321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01011081,,,,,,,,,,,,,,,,,,,,,,,
A011564335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01011564,,,,,,,,,,,,,,,,,,,,,,,
A017014321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01017014,,,,,,,,,,,,,,,,,,,,,,,
A020296321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020296,,,,,,,,,,,,,,,,,,,,,,,
A020613100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020613,,,,,,,,,,,,,,,,,,,,,,,
A0214801G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021480,,,,,,,,,,,,,,,,,,,,,,,
A021853329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021853,,,,,,,,,,,,,,,,,,,,,,,
A021887417,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021887,,,,,,,,,,,,,,,,,,,,,,,
A022077100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022077,,,,,,,,,,,,,,,,,,,,,,,
A022525321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022525,,,,,,,,,,,,,,,,,,,,,,,
