PCID Mapping,Package Number,Country,Company,Product Group,Local Product Name,Generic Name,Description,Indication,Pack Size,Effective Start Date,Effective End Date,Currency,Ex Factory Wholesale Price,Ex Factory Wholesale Price Less Rebate,Ex Factory Hospital Price,Ex Factory Hospital Price Less Rebate,Ex Factory to Pharmacy Price,Pharmacy Purchase Price,Pharmacy Purchase Price Less Rebate,Public without VAT Price,Public Without VAT Price Less Rebate,Public with VAT Price,Public With VAT Price Less Rebate,VAT Percent,Reimbursable Status,Reimbursable Price,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,Package Notes,Discontinued,Region,WHO ATC Code,Therapeutic Areas,Presentation,Marketing Authority,Local Pack Description,Formulation,Fill Unit,Fill Size,Pack Unit,Strength,Strength Unit,Brand Type,Import Type,Combination Molecule,Source,LOCAL_PACK_CODE,Unit Price
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,Meropenem Kabi 500mg powder for solution for injection or infusion,Meropenem Trihydrate 500mg Injection,,,10,,,MYR,,,,,,,,325.0,,325.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,pack of 10 vials,,,,,,,,,PRICENTRIC,MAL18056173ACRZ,32.5
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO Neuroquin Capsule,Thiamine Hydrochloride; Pyridoxine Hydrochloride; Methylcobalamin; Vitamin K2,,,60,,,MYR,,,,,,,,95.0,,95.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL18116116NC,1.58
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO Elepro Multivitamins & Multiminerals Capsule,Folic Acid; Ferrous Fumarate; Potassium Iodide; Thiamine Mononitrate; Riboflavin; Niacinamide; Calcium Pantothenat; Calcium Pantothenate; Cyanocobalamin; Ascorbic Acid (Vitamin C); Cholecalciferol; Dl Alpha Tocopheryl Acetate; Biotin; Calcium Carbonate; Magnesium Oxide; Copper Sulphate; Manganese Sulfate; Zinc Sulfate Monohydrate; Sodium Selenite,,,30,,,MYR,,,,,,,,20.0,,20.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 capsule,,,,,,,,,PRICENTRIC,MAL18116121NC,0.67
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO JUST-C Vitamin C + Zinc with Acerola Powder,Acerola; Ascorbic Acid (Vitamin C); Zinc Sulfate Monohydrate,,,30,,,MYR,,,,,,,,36.0,,36.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 sachet,,,,,,,,,PRICENTRIC,MAL18116124NC,1.2
,,MALAYSIA,Advance Pharma Sdn Bhd,,Fasdol 500 mg Tablet,Paracetamol 500 mg Tablet,,,200,,,MYR,,,,,,,,110.0,,110.0,,0.0,FULLY REIMBURSABLE,,100.00%,,,0.00%,,,,MALAYSIA,,,,Advance Pharma Sdn Bhd,,a box with 20 blisters contain 10's tablets,,,,,,,,,PRICENTRIC,MAL18126009XCZ,0.55
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO Omega-3 EPA/DHA 720/180 Enteric Coated Softgel Capsule,Fish Oil,,,30,,,MYR,,,,,,,,50.0,,50.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 capsule,,,,,,,,,PRICENTRIC,MAL19026066NCR,1.67
,,MALAYSIA,Janipro (M) Sdn Bhd,,Janipro Omega-3 EPA/DHA 600/300 Plus Vitamin D3 Enteric Coated Softgel Capsule,Fish Oil; Vitamin D3 (Cholecalciferol),,,60,,,MYR,,,,,,,,78.0,,78.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL19026071NCR,1.3
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO APROVIX Capsule,Ginkgo Biloba Leaf Extract; L-Citrulline,,,60,,,MYR,,,,,,,,95.0,,95.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL19046021NC,1.58
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO I-Visoo Capsule,Tagetes Erecta (Marigold) Extract; Lycium Barbarum (Goji) Fruit Extract; Zinc Sulphate Monohydrate,,,30,,,MYR,,,,,,,,47.9,,47.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 capsule,,,,,,,,,PRICENTRIC,MAL19046022NC,1.6
,,MALAYSIA,Janipro (M) Sdn Bhd,,Janipro Canuvia Duo Capsule 500mg,Cinnamomum Cassia 300 mg; 500 mg; Momordica Charantia 50 mg; 500 mg Hard Capsules,,,60,,,MYR,,,,,,,,95.0,,95.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL19046045TC,1.58
,,MALAYSIA,Janipro (M) Sdn Bhd,,Janipro Artumin Capsule 400mg,Curcuma Longa 300 mg; 400 mg Hard Capsules,,,60,,,MYR,,,,,,,,108.0,,108.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL19046121TC,1.8
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,Busulfan Kabi Injection 6mg/ml Concentrate for Solution for Infusion,Busulfan 6mg Injection,,,1,,,MYR,,,,,,,,1170.0,,1170.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,pack of 1 vial,,,,,,,,,PRICENTRIC,MAL19071006AZ,1170.0
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO Prebiotic & Probiotics LABBGG Capsule,Lactobacillus Acidophilus; Lactobacillus Rhamnosus; Bifidobacterium Lactis; Galactooligosaccharides,,,30,,,MYR,,,,,,,,58.0,,58.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 capsule,,,,,,,,,PRICENTRIC,MAL19076033NC,1.93
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO Synbiogg Powder,Lactobacillus Plantarum; Lactobacillus Rhamnosus; Bifidobacterium Longum; Bifidobacterium Lactis; Galactooligosaccharides; Inulin,,,30,,,MYR,,,,,,,,58.0,,58.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 sachet,,,,,,,,,PRICENTRIC,MAL19116079NC,1.93
,,MALAYSIA,Leung Kai Fook Medical Sdn. Bhd.,,AXE BRAND MEDICATED OIL,Methyl Salicylate 15%W/W; Eucalyptus Oil 15%W/W; Menthol 16%W/W; Camphor 5%W/W Liquid (Topically Applied),,,12,,,MYR,,,,,,,,180.0,,180.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Leung Kai Fook Medical Sdn. Bhd.,,a pack of 12 bottles,,,,,,,,,PRICENTRIC,MAL19911524X,15.0
,,MALAYSIA,N/A,,N/A,Tar 2.3%W/W; Liquid Paraffin B.P. 89%W/W Liquid (Topically Applied),,,1,,,MYR,,,,,,,,56.5,,56.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,N/A,,bottle of 250ML,,,,,,,,,PRICENTRIC,MAL19912398XR,56.5
,,MALAYSIA,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,DERMOPLEX CALAMINE LOTION,Calamine Lotion,,,1,,,MYR,,,,,,,,11.5,,11.5,,0.0,FULLY REIMBURSABLE,,100.00%,,,0.00%,,,,MALAYSIA,,,,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,a pack of a bottle of 120 ml,,,,,,,,,PRICENTRIC,MAL19912629XZ,11.5
,,MALAYSIA,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,Dermoplex Bite and Sting Cream,Menthol 1% ; Cetrimide 0.5% ; Camphor 3% Cream,,,1,,,MYR,,,,,,,,9.5,,9.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,a pack of a tube of 15gm,,,,,,,,,PRICENTRIC,MAL19912645X,9.5
,,MALAYSIA,N/A,,N/A,Cetrimide 0.5 % Cream,,,1,,,MYR,,,,,,,,10.5,,10.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,N/A,,a pack of a tube of 25gm,,,,,,,,,PRICENTRIC,MAL19912676XZ,10.5
,,MALAYSIA,WENG SENG HENG MEDICAL HALL SDN. BHD.,,MOPIKO (OINTMENT),Menthol 3.92% ; Camphor 5.83% ; Methyl Salicylate 3.75% Ointment,,,1,,,MYR,,,,,,,,15.3,,15.3,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,WENG SENG HENG MEDICAL HALL SDN. BHD.,,Box of 1 Tube,,,,,,,,,PRICENTRIC,MAL19913120X,15.3
,,MALAYSIA,Leung Kai Fook Medical Sdn. Bhd.,,AXE BRAND MEDICATED OIL,Menthol 16%W/W; Methyl Salicylate 15%W/W; Eucalyptus Oil 15%W/W; Camphor 5%W/W Liquid (Topically Applied),,,12,,,MYR,,,,,,,,180.0,,180.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Leung Kai Fook Medical Sdn. Bhd.,,a pack of 12 bottles,,,,,,,,,PRICENTRIC,MAL19920581XS,15.0
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,GASCOAL TABLET 50MG,Dimethylpolysiloxane/Dimethicone 50mg Tablet,,,1000,,,MYR,,,,,,,,333.0,,333.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 1000 tablet,,,,,,,,,PRICENTRIC,MAL19940049X,0.33
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,MACGEL TABLET,Dimethylpolysiloxane/Dimethicone 25mg ; Aluminium Hydroxide 200mg ; Magnesium Hydroxide 200mg Tablet,,,480,,,MYR,,,,,,,,201.6,,201.6,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 480 tablet of 10s x 2 of 24 case,,,,,,,,,PRICENTRIC,MAL19940318X,0.42
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,ELAN-FORTE CREAM,Tolnaftate ; Chlorhexidine Hcl Cream,,,50,,,MYR,,,,,,,,850.0,,850.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 50 tube of 10gm,,,,,,,,,PRICENTRIC,MAL19940562X,17.0
,,MALAYSIA,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,DERMOPLEX ANTIFUNGAL CREAM,Tolnaftate 1% Cream,,,1,,,MYR,,,,,,,,13.9,,13.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,a pack of a tube of 15gm,,,,,,,,,PRICENTRIC,MAL19962166X,13.9
,,MALAYSIA,SYARIKAT MYP SDN. BHD.,,UBAT MINYAK GELIGA,Menthol 5.51 %W/W; Camphor 9.20 %W/W Liquid (Topically Applied),,,1,,,MYR,,,,,,,,29.9,,29.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,SYARIKAT MYP SDN. BHD.,,pack of 1 bottle,,,,,,,,,PRICENTRIC,MAL19970235XC,29.9
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,KASTIPRON TABLET,S-Carbocisteine(methyl) Tablet,,,1000,,,MYR,,,,,,,,810.0,,810.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 1000 tablet,,,,,,,,,PRICENTRIC,MAL19972151X,0.81
,,MALAYSIA,Syarikat Minyak Afiat Sdn Bhd,,MINYAK HANGAT AFIAT (LINIMENT),Methyl Salicylate 40%W/W Liniment,,,12,,,MYR,,,,,,,,162.0,,162.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Syarikat Minyak Afiat Sdn Bhd,,pack of 12 bottle of 55 mL,,,,,,,,,PRICENTRIC,MAL19983954X,13.5
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,BISLAN TABLET 8MG,Bromhexine Hcl 8mg Tablet,,,1000,,,MYR,,,,,,,,300.0,,300.0,,0.0,FULLY REIMBURSABLE,,100.00%,,,0.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 1000 tablet,,,,,,,,,PRICENTRIC,MAL19984049XZ,0.3
,,MALAYSIA,BIO-PHARMACEUTICALS SDN. BHD.,,ARNICA COMP GEL,Arnica Montana 10 gm; Exts. Calendula Officinalis 10gm Jelly,,,1,,,MYR,,,,,,,,40.0,,40.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,BIO-PHARMACEUTICALS SDN. BHD.,,pack of 1 tube,,,,,,,,,PRICENTRIC,MAL19986084T,40.0
,,MALAYSIA,WENG HARNG ENTERPRISE,,TIGER & STORK BRAND MEDICATED OIL,Camphor 10 % & Methyl Salicylate 35 % LIQUID (MEDICATED OIL),,,6,,,MYR,,,,,,,,90.0,,90.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,WENG HARNG ENTERPRISE,,a pack of 6 Bottles,,,,,,,,,PRICENTRIC,MAL19986556XC,15.0
,,MALAYSIA,Leung Kai Fook Medical Sdn. Bhd.,,AXE BRAND HEAT OIL,Cinnamon Oil 5%;Citronella Oil 2%; Methyl Salicylate 60%; Turpentine Oil 22%; Cinnamon Leaf Oil 4% Liquid (Topically Applied),,,12,,,MYR,,,,,,,,67.5,,67.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Leung Kai Fook Medical Sdn. Bhd.,,a pack of 12 bottles,,,,,,,,,PRICENTRIC,MAL19987401X,5.62
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,HEPAVITE CAPSULE,Thiamine Mononitrate 3.9mg ; Pyridoxine Hcl 4mg ; Nicotinamide 12mg ; Pantothenic Acid 8.0mg ; Silymarin 70mg ; Riboflavine 4mg Capsule,,,600,,,MYR,,,,,,,,561.0,,561.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 600 capsule of 10s x 10 x 6,,,,,,,,,PRICENTRIC,MAL19991439X,0.94
,,MALAYSIA,SYARIKAT MYP SDN. BHD.,,GELIGA AROMA,Menthol 10% Liquid (Topically Applied),,,1,,,MYR,,,,,,,,12.77,,12.77,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,SYARIKAT MYP SDN. BHD.,,pack of 1 bottle,,,,,,,,,PRICENTRIC,MAL19992203XC,12.77
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,BIOTASE CHEWABLE TABLET,Newlase 10mg ; Biodiastase 1000 30mg ; Lipase 5mg Chewable Tablet,,,600,,,MYR,,,,,,,,226.8,,226.8,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 600 tablet of 10s x 10 x 6,,,,,,,,,PRICENTRIC,MAL19992594X,0.38
,,MALAYSIA,AIN MEDICARE SDN. BHD.,,INFUSOL W,Water for Injection/ Sterile Water For Irrigation,,,20,,,MYR,,,,,,,,73.6,,73.6,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,AIN MEDICARE SDN. BHD.,,Pack of 20 bottles,,,,,,,,,PRICENTRIC,MAL19992766XZ,3.68
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,GLAMIN INFUSION,Arginine 11.30g/1000ml ; Aspartic Acid 3.40g/1000ml ; Valine 7.30g/1000ml ; Tryptophan 1.90g/1000ml ; Alanine 16.00g/1000ml ; Serine 4.50g/1000ml ; Glutamic Acid 5.60g/1000ml ; Isoleucine 5.60g/1000ml ; Proline 6.80g/1000ml ; Glycyl-L-Glutamine H20 30.27g/1000ml ; Methionine 5.60g/1000ml ; Leucine 7.90g/1000ml ; Phenylalanine 5.85g/1000ml ; Glycyl-L-Tyrosine 2h20 3.45g/1000ml ; Threonine 5.60g/1000ml ; Lysine Acetate 12.70g/1000ml ; Histidine 6.80g/1000ml Infusion,,,10,,,MYR,,,,,,,,2388.75,,2388.75,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,a pack of 10 bottle of 500ml,,,,,,,,,PRICENTRIC,MAL20000309ACRZ,238.88
,,MALAYSIA,ROSLIND ENTERPRISE (M) SDN. BHD.,,EUKY BEAR BRAND EUCALYPTUS OIL BP,Eucalyptus Oil 100 % LIQUID (MEDICATED OIL),,,96,,,MYR,,,,,,,,18.9,,18.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,ROSLIND ENTERPRISE (M) SDN. BHD.,,a pack of 96 bottles of 15ml,,,,,,,,,PRICENTRIC,MAL20000872X,0.2
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,ADRIM INJECTION 10MG/5ML,Doxorubicin Hydrochloride 10mg/5ml Injection,,,1,,,MYR,,,,,,,,21.91,,21.91,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,pack of 1 vial,,,,,,,,,PRICENTRIC,MAL20001794ARZ,21.91
,,MALAYSIA,N/A,,N/A,Doxorubicin Hydrochloride 50mg/25ml Injection,,,1,,,MYR,,,,,,,,76.7,,76.7,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,N/A,,pack of 1 vial,,,,,,,,,PRICENTRIC,MAL20001795ARZ,76.7
,,MALAYSIA,Duopharma Marketing Sdn. Bhd.,,Uphaplast Medicated Plaster,Camphor 0.50mg/Cm; Methyl Salicylate 1.65mg/Cm; Menthol 1.65mg/Cm; Thymol 0.20mg/Cm Plaster,,,20,,,MYR,,,,,,,,89.0,,89.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Duopharma Marketing Sdn. Bhd.,,box of 20 pieces,,,,,,,,,PRICENTRIC,MAL20002288X,4.45
,,MALAYSIA,21ST CENTURY PRODUCTS SDN. BHD.,,21ST CENTURY CHILDREN'S VAPOR BALM,Menthol 2.8% W/W Ointment,,,38,,,MYR,,,,,,,,8.95,,8.95,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,21ST CENTURY PRODUCTS SDN. BHD.,,pack of 38 gram,,,,,,,,,PRICENTRIC,MAL20013171XC,0.24
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,Shine Multivitamin and Mineral Capsule,Multivitamin & Minerals Capsule,,,12,,,MYR,,,,,,,,687.96,,687.96,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,pack of 12 bottles of 60 capsule,,,,,,,,,PRICENTRIC,MAL20013182X,57.33
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,Zexate� Solution for Injection or Infusion 25 mg/ml,Methotrexate 25mg Injection,,,1,,,MYR,,,,,,,,78.0,,78.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,pack of 1 vial,,,,,,,,,PRICENTRIC,MAL20014315ARZ,78.0
,,MALAYSIA,Leung Kai Fook Medical Sdn. Bhd.,,AXE BRAND INHALER,Camphor 6% W/W; Eucalyptus Oil 5% W/W; Menthol 50% W/W Inhalations,,,12,,,MYR,,,,,,,,66.0,,66.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Leung Kai Fook Medical Sdn. Bhd.,,a pack of 6 tubes,,,,,,,,,PRICENTRIC,MAL20014391X,5.5
,,MALAYSIA,SYARIKAT MYP SDN. BHD.,,Geliga Balm Cap Kris,Methyl Salicylate 50 %W/W; Camphor 5 %W/W; Menthol 5 %W/W Ointment,,,1,,,MYR,,,,,,,,5.28,,5.28,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,SYARIKAT MYP SDN. BHD.,,pack of 1 bottle,,,,,,,,,PRICENTRIC,MAL20016152XC,5.28
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO Prebiotic & Probiotics LABISA Capsule,Lactobacillus Acidophilus; Lactobacillus Rhamnosus; Lactobacillus Plantarum; Lactobacillus Casei; Bifidobacterium Lactis; Bifidobacterium Longum; Bifidobacterium Breve; Saccharomyces Boulardii; Galactooligosaccharides,,,120,,,MYR,,,,,,,,98.0,,98.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 120 capsule,,,,,,,,,PRICENTRIC,MAL20016165NC,0.82
,,MALAYSIA,Advance Pharma Sdn Bhd,,Cobalmin 0.5mg Film-Coated Tablet,Mecobalamin 0.5 g Tablet,,,90,,,MYR,,,,,,,,60.5,,60.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Advance Pharma Sdn Bhd,,a box with 9 blisters contain 10's tablets,,,,,,,,,PRICENTRIC,MAL20016173XC,0.67
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,"VITALIPID N ADULT, 10ML GLASS AMPOULE",Phytomenadione 15µg ; Vitamin A Palmitate 194.1µg ; Dl-Alpha Tocopherol/Vitamin E 0.91mg ; Vitamin D (d2 = Ergocalciferol) 0.5µg,,,10,,,MYR,,,,,,,,518.7,,518.7,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,a pack of 10 amp of 10ml,,,,,,,,,PRICENTRIC,MAL20020375ARZ,51.87
,,MALAYSIA,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,,OK Orang Kampung Minyak Hijau,Methyl Salicylate 30.8G; Camphor 3G; Menthol 2G Medicated Oil,,,72,,,MYR,,,,,,,,1116.0,,1116.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,,72 bottle of 60ml per carton,,,,,,,,,PRICENTRIC,MAL20020722X,15.5
,,MALAYSIA,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,,OK ORANG KAMPUNG MINYAK PALA PLUS,Menthol 4% W/W; Methyl Salicylate 20.7% W/W; Camphor Monobromide 3% W/W Liquid (Topically Applied),,,72,,,MYR,,,,,,,,1116.0,,1116.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,,72 bottle of 60ml per carton,,,,,,,,,PRICENTRIC,MAL20021183X,15.5
,,MALAYSIA,N/A,,N/A,Zinc Chloride 521mg ; Sodium Fluoride 126mg ; Copper Chloride 53.7mg ; Manganese Chloride 3.60mg ; Sodium Selenite 6.66mg ; Potassium Iodide 1.31mg,,,10,,,MYR,,,,,,,,614.25,,614.25,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,N/A,,a pack of 10 amp of 10ml,,,,,,,,,PRICENTRIC,MAL20021424AR,61.42
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,AMINOVEN 10% ( GLASS BOTTLE),Glycine 11g ; Lysine Acetate 9.31g ; Valine 6.2g ; Serine 6.5g ; Taurine 1.00g ; Threonine 4.40g ; Arginine 12g ; Histidine 3.00g ; Tryptophan 2.00g ; Methionine 4.30g ; Proline 11.2g ; Leucine 7.4g ; Alanine 14g ; Phenylalanine 5.1g ; Isoleucine 5.00g ; Tyrosine 0.40g,,,10,,,MYR,,,,,,,,1092.0,,1092.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,a pack of 10 bottle of 500ml,,,,,,,,,PRICENTRIC,MAL20021426ACRZ,109.2
,,MALAYSIA,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,,OK Orang Kampung Minyak Serai Plus,Camphor 3% W/W (G/100G); Menthol 3% W/W (G/100G); Methyl Salicylate 27% W/W (G/100G) Liquid (Topically Applied),,,72,,,MYR,,,,,,,,1116.0,,1116.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,,72 bottle of 60ml per carton,,,,,,,,,PRICENTRIC,MAL20021439X,15.5
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO SAMUCIL G Powder,N-Acetyl-L-Cysteine; Ascorbic Acid (Vitamin C); Galactooligosaccharides,,,30,,,MYR,,,,,,,,40.0,,40.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 sachet,,,,,,,,,PRICENTRIC,MAL20026010NC,1.33
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO SAMUCIL Capsule,N-Acetyl-L-Cysteine; Ascorbic Acid (Vitamin C),,,240,,,MYR,,,,,,,,360.0,,360.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 240 capsule,,,,,,,,,PRICENTRIC,MAL20026015NC,1.5
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,Moxifloxacin Kabi 400mg/250ml Solution for Infusion (KabiPac),Moxifloxacin Hcl 400mg/250ml Infusion,,,1,,,MYR,,,,,,,,91.0,,91.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,1 box of Kabipac,,,,,,,,,PRICENTRIC,MAL20026060AZ,91.0
,,MALAYSIA,Advance Pharma Sdn Bhd,,Fasdol Suspension 250mg/5ml (Orange),Paracetamol 250 mg/5 ml Suspension,,,1,,,MYR,,,,,,,,8.0,,8.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Advance Pharma Sdn Bhd,,1 PET bottle with 90ml,,,,,,,,,PRICENTRIC,MAL20026074XCZ,8.0
,,MALAYSIA,Advance Pharma Sdn Bhd,,Fasdol Suspension 250mg/5ml (Strawberry),Paracetamol 250 mg/5 ml Suspension,,,1,,,MYR,,,,,,,,8.0,,8.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Advance Pharma Sdn Bhd,,1 PET bottle with 90ml,,,,,,,,,PRICENTRIC,MAL20026075XCZ,8.0
,,MALAYSIA,Advance Pharma Sdn Bhd,,Lyso-B Lozenges,Lysozyme Hydrochloride 80 mg & Pyridoxine Hydrochloride 40 mg Lozenges,,,180,,,MYR,,,,,,,,189.0,,189.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Advance Pharma Sdn Bhd,,a box with 18 blisters contain 10's tablets,,,,,,,,,PRICENTRIC,MAL20026077XC,1.05
