WHO_ATC_Code,Local_Pack_Description_MK,Local_Pack_Description_EN,Generic_Name,Marketing_Company_MK,Marketing_Company_EN,Pharmacy_Purchase_Price,Effective_Start_Date
B03XA01,"EPREX ??????? ?? ??????????? 3 000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml/??????",EPREX solution for injection 3 000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml/box,epoetin alfa,CILAG A.G.,CILAG A.G.,6065.31,17.10.2014
B03XA01,"EPREX ??????? ?? ??????????? 4000 IE/0,4 ml 6 ????????? ?????????? ?????? ? 0,4 ml/??????",EPREX solution for injection 4000 IU/0.4 ml 6 pre-filled syringes x 0.4 ml/box,epoetin alfa,CILAG A.G.,CILAG A.G.,9987.9,14.12.2011
B03XA01,"EPREX ??????? ?? ??????????? 4000 IE/0,4 ml 6 ????????? ?????????? ?????? ? 0,4 ml/??????",EPREX solution for injection 4000 IU/0.4 ml 6 pre-filled syringes x 0.4 ml/box,epoetin alfa,CILAG A.G.,CILAG A.G.,9066.27,05.10.2012
B03XA01,"EPREX ??????? ?? ??????????? 4000 IE/0,4 ml 6 ????????? ?????????? ?????? ? 0,4 ml/??????",EPREX solution for injection 4000 IU/0.4 ml 6 pre-filled syringes x 0.4 ml/box,epoetin alfa,CILAG A.G.,CILAG A.G.,8709.02,15.10.2013
B03XA01,"EPREX ??????? ?? ??????????? 4000 IE/0,4 ml 6 ????????? ?????????? ?????? ? 0,4 ml/??????",EPREX solution for injection 4000 IU/0.4 ml 6 pre-filled syringes x 0.4 ml/box,epoetin alfa,CILAG A.G.,CILAG A.G.,8247.81,14.03.2014
B03XA01,"EPREX ??????? ?? ??????????? 4000 IE/0,4 ml 6 ????????? ?????????? ?????? ? 0,4 ml/??????",EPREX solution for injection 4000 IU/0.4 ml 6 pre-filled syringes x 0.4 ml/box,epoetin alfa,CILAG A.G.,CILAG A.G.,8112.92,17.10.2014
B03XA01,"EPREX ??????? ?? ??????????? 4000 IE/0,4 ml 6 ????????? ?????????? ?????? ? 0,4 ml/??????",EPREX solution for injection 4000 IU/0.4 ml 6 pre-filled syringes x 0.4 ml/box,epoetin alfa,CILAG A.G.,CILAG A.G.,8086.57,16.03.2015
L01XC06,ERBITUX ??????? ?? ???????? 5 mg/1 ml 1 ?????? ? 20 ml/??????,ERBITUX solution for infusion 5 mg/1 ml 1 vial x 20 ml/box,cetuximab,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,10377.1,23.03.2023
L01FE01,ERBITUX ??????? ?? ???????? 5 mg/1 ml 1 ?????? ? 20 ml/??????,ERBITUX solution for infusion 5 mg/1 ml 1 vial x 20 ml/box,cetuximab,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,,
L01XC06,ERBITUX ??????? ?? ???????? 5 mg/1 ml 1 ?????? ? 20 ml/??????,ERBITUX solution for infusion 5 mg/1 ml 1 vial x 20 ml/box,cetuximab,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,12099.85,04.06.2015
L01XC06,ERBITUX ??????? ?? ???????? 5 mg/1 ml 1 ?????? ? 20 ml/??????,ERBITUX solution for infusion 5 mg/1 ml 1 vial x 20 ml/box,cetuximab,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,12090.54,22.10.2015
L01XC06,ERBITUX ??????? ?? ???????? 5 mg/1 ml 1 ?????? ? 20 ml/??????,ERBITUX solution for infusion 5 mg/1 ml 1 vial x 20 ml/box,cetuximab,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,11486.01,15.03.2021
L01XX43,"ERIVEDGE ???????, ????? 150 mg HDPE ? 28 ???????/??????","ERIVEDGE capsule, hard 150 mg HDPE x 28 capsules/box",vismodegib,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,255025.2,30.08.2017
L01XX43,"ERIVEDGE ???????, ????? 150 mg HDPE ? 28 ???????/??????","ERIVEDGE capsule, hard 150 mg HDPE x 28 capsules/box",vismodegib,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,254811.07,15.03.2022
L04AX05,ESBRIET ????-???????? ??????? 801 mg HDPE ???? ?90 ????-???????? ???????/??????,ESBRIET film-coated tablet 801 mg HDPE bottle x90 film-coated tablets/box,pirfenidone,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,122613.04,05.02.2021
L04AX05,ESBRIET ????-???????? ??????? 801 mg HDPE ???? ?90 ????-???????? ???????/??????,ESBRIET film-coated tablet 801 mg HDPE bottle x90 film-coated tablets/box,pirfenidone,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,118824.2,23.03.2023
L04AX05,ESBRIET ????-???????? ??????? 801 mg HDPE ???? ?90 ????-???????? ???????/??????,ESBRIET film-coated tablet 801 mg HDPE bottle x90 film-coated tablets/box,pirfenidone,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,108570.02,15.03.2024
L04AX05,ESBRIET ????-???????? ??????? 267 mg HDPE ???? ? 90 ???????/??????,ESBRIET film-coated tablet 267 mg HDPE bottle x 90 tablets/box,pirfenidone,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,40871,05.02.2021
L04AX05,ESBRIET ????-???????? ??????? 267 mg HDPE ???? ? 90 ???????/??????,ESBRIET film-coated tablet 267 mg HDPE bottle x 90 tablets/box,pirfenidone,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,39098.57,15.03.2024
L04AX05,ESBRIET ????-???????? ??????? 267 mg HDPE ???? ? 90 ????-???????? ???????/??????,ESBRIET film-coated tablet 267 mg HDPE bottle x 90 film-coated tablets/box,pirfenidone,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,40871,05.02.2021
L04AX05,ESBRIET ????-???????? ??????? 267 mg HDPE ???? ? 90 ????-???????? ???????/??????,ESBRIET film-coated tablet 267 mg HDPE bottle x 90 film-coated tablets/box,pirfenidone,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,39098.57,15.03.2024
L04AX05,ESBRIET ????-???????? ??????? 801 mg HDPE ???? ?90 ???????/??????,ESBRIET film-coated tablet 801 mg HDPE bottle x90 tablets/box,pirfenidone,F.Hoffmann-La Roche AG,F.Hoffmann-La Roche AG,108570.02,15.03.2024
L04AX05,"ESBRIET ???????, ????? 267 mg HDPE ???? ? 270 ???????/??????","ESBRIET capsule, hard 267 mg HDPE bottle x 270 capsules/box",pirfenidone,F.Hoffmann-La Roche Ltd.(Grenzacherstrasse 124),F.Hoffmann-La Roche Ltd. (Grenzacherstrasse 124),117295.7,15.03.2024
L04AX05,"ESBRIET ???????, ????? 267 mg HDPE ???? ? 270 ???????/??????","ESBRIET capsule, hard 267 mg HDPE bottle x 270 capsules/box",pirfenidone,F.HOFFMANN-LA ROCHE Ltd.,F.HOFFMANN-LA ROCHE Ltd.,122613.04,04.03.2019
M03AC09,ESMERON ??????? ?? ??????????? 100 mg/10 ml 10 ?????? ? 10 ml/??????,ESMERON solution for injection 100 mg/10 ml 10 vials x 10 ml/box,rocuronium bromide,N.V. ORGANON,N.V. ORGANON,3224.86,14.12.2011
M03AC09,ESMERON ??????? ?? ??????????? 50 mg/5 ml 10 ?????? ? 5 ml/??????,ESMERON solution for injection 50 mg/5 ml 10 vials x 5 ml/box,rocuronium bromide,N.V. ORGANON,N.V. ORGANON,2603.38,15.10.2013
M03AC09,ESMERON ??????? ?? ??????????? 50 mg/5 ml 10 ?????? ? 5 ml/??????,ESMERON solution for injection 50 mg/5 ml 10 vials x 5 ml/box,rocuronium bromide,N.V. ORGANON,N.V. ORGANON,2270,23.03.2023
C07AB09,ESMOCARD ??????? ?? ??????????? 100 mg/10 ml 5 ???????? ?????? ? 10 ml/??????,ESMOCARD solution for injection 100 mg/10 ml 5 glass vials x 10 ml/box,esmolol,Amomed Pharma GmbH,Amomed Pharma GmbH,3202.9,01.04.2015
C07AB09,ESMOCARD LYO ?????? ?? ?????????? ?? ??????? ?? ???????? 2500 mg 1 ???????? ??????/??????,ESMOCARD LYO powder for concentrate for solution for infusion 2500 mg 1 glass vial/box,esmolol,Amomed Pharma GmbH,Amomed Pharma GmbH,7187,01.04.2015
C07AB09,ESMOCARD LYO ?????? ?? ?????????? ?? ??????? ?? ???????? 2500 mg 1 ???????? ??????/??????,ESMOCARD LYO powder for concentrate for solution for infusion 2500 mg 1 glass vial/box,esmolol,Amomed Pharma GmbH,Amomed Pharma GmbH,6926.25,15.03.2022
B02BD02,"ESPEROCT ?????? ? ??????????? ?? ??????? ?? ??????????? 500 IE 1 ??????, 4 ml??????????? ?? ????????? ???????? ?????, ??????? ???? ? 1 ??????? ?? ??????/????????","ESPEROCT powder and solvent for solution for injection 500 IU 1 vial, 4 ml solvent in pre-filled syringe, plunger and 1 vial/pack adapter",turoctocog alfa pegol,NOVO NORDISK A/S,NOVO NORDISK A/S,18777.1,15.09.2021
B02BD02,"ESPEROCT ?????? ? ??????????? ?? ??????? ?? ??????????? 500 IE 1 ??????, 4 ml??????????? ?? ????????? ???????? ?????, ??????? ???? ? 1 ??????? ?? ??????/????????","ESPEROCT powder and solvent for solution for injection 500 IU 1 vial, 4 ml solvent in pre-filled syringe, plunger and 1 vial/pack adapter",turoctocog alfa pegol,NOVO NORDISK A/S,NOVO NORDISK A/S,17938.38,23.03.2023
B02BD02,"ESPEROCT ?????? ? ??????????? ?? ??????? ?? ??????????? 500 IE 1 ??????, 4 ml??????????? ?? ????????? ???????? ?????, ??????? ???? ? 1 ??????? ?? ??????/????????","ESPEROCT powder and solvent for solution for injection 500 IU 1 vial, 4 ml solvent in pre-filled syringe, plunger and 1 vial/pack adapter",turoctocog alfa pegol,NOVO NORDISK A/S,NOVO NORDISK A/S,17467.49,15.03.2024
B02BD02,"ESPEROCT ?????? ? ??????????? ?? ??????? ?? ??????????? 500 IE 1 ??????, 4 ml??????????? ?? ????????? ???????? ?????, ??????? ???? ? 1 ??????? ?? ??????/????????","ESPEROCT powder and solvent for solution for injection 500 IU 1 vial, 4 ml solvent in pre-filled syringe, plunger and 1 vial/pack adapter",turoctocog alfa pegol,NOVO NORDISK A/S,NOVO NORDISK A/S,17354.79,17.03.2025
B02BD02,"ESPEROCT ?????? ? ??????????? ?? ??????? ?? ??????????? 1000 IE 1??????, 4 ml ??????????? ?? ????????? ???????? ?????, ??????? ???? ? 1 ??????? ?? ??????/????????","ESPEROCT powder and solvent for solution for injection 1000 IU 1 vial, 4 ml solvent in pre-filled syringe, plunger and 1 vial/pack adapter",turoctocog alfa pegol,NOVO NORDISK A/S,NOVO NORDISK A/S,37380.01,15.09.2021
B02BD02,"ESPEROCT ?????? ? ??????????? ?? ??????? ?? ??????????? 1000 IE 1??????, 4 ml ??????????? ?? ????????? ???????? ?????, ??????? ???? ? 1 ??????? ?? ??????/????????","ESPEROCT powder and solvent for solution for injection 1000 IU 1 vial, 4 ml solvent in pre-filled syringe, plunger and 1 vial/pack adapter",turoctocog alfa pegol,NOVO NORDISK A/S,NOVO NORDISK A/S,35704.37,23.03.2023
B02BD02,"ESPEROCT ?????? ? ??????????? ?? ??????? ?? ??????????? 500 IE 1 ??????, 4 ml ??????????? ?? ????????? ???????? ?????, ??????? ???? ? 1 ??????? ?? ??????/????????","ESPEROCT powder and solvent for solution for injection 500 IU 1 vial, 4 ml solvent in pre-filled syringe, plunger and 1 vial/pack adapter",turoctocog alfa pegol,NOVO NORDISK A/S,NOVO NORDISK A/S,17354.79,17.03.2025
B02BD02,"ESPEROCT ?????? ? ??????????? ?? ??????? ?? ??????????? 1000 IE 1??????, 4 ml ??????????? ?? ????????? ???????? ?????, ??????? ???? ? 1 ??????? ?? ??????/????????","ESPEROCT powder and solvent for solution for injection 1000 IU 1 vial, 4 ml solvent in pre-filled syringe, plunger and 1 vial/pack adapter",turoctocog alfa pegol,NOVO NORDISK A/S,NOVO NORDISK A/S,,
A05BA,"ESSENTIALE forte N ???????, ????? 300 mg 30 ??????? (??????? 3 x 10)/??????","ESSENTIALE forte N capsule, hard 300 mg 30 capsules (blister 3 x 10)/box",phospholipids,A.NATTERMANN&Cie.GmbH,A.NATTERMANN&Cie.GmbH,,
A05BP02,"ESSENTIALE forte N ???????, ????? 300 mg 30 ??????? (??????? 3 x 10)/??????","ESSENTIALE forte N capsule, hard 300 mg 30 capsules (blister 3 x 10)/box",phospholipids,A.NATTERMANN&Cie.GmbH,A.NATTERMANN&Cie.GmbH,,
G03CA03,ESTROFEM ????-???????? ??????? 1 mg 28 ??????? (?? ??????????? ????????)/??????,ESTROFEM film-coated tablet 1 mg 28 tablets (in calendar pack)/box,estradiol,NOVO NORDISK A/S,NOVO NORDISK A/S,205,14.12.2011
G03CA03,ESTROFEM ????-???????? ??????? 1 mg 28 ??????? (?? ??????????? ????????)/??????,ESTROFEM film-coated tablet 1 mg 28 tablets (in calendar pack)/box,estradiol,NOVO NORDISK A/S,NOVO NORDISK A/S,200.37,14.03.2014
G03CA03,ESTROFEM ????-???????? ??????? 1 mg 28 ??????? (?? ??????????? ????????)/??????,ESTROFEM film-coated tablet 1 mg 28 tablets (in calendar pack)/box,estradiol,NOVO NORDISK A/S,NOVO NORDISK A/S,193.28,17.10.2014
H03AA01,EUTHYROX ??????? 25 mcg 50 ??????? (??????? 2 ? 25)/??????,EUTHYROX tablet 25 mcg 50 tablets (blister 2 x 25)/box,levothyroxine,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,57.82,14.12.2011
H03AA01,EUTHYROX ??????? 25 mcg 50 ??????? (??????? 2 ? 25)/??????,EUTHYROX tablet 25 mcg 50 tablets (blister 2 x 25)/box,levothyroxine,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,54.48,15.10.2013
H03AA01,EUTHYROX ??????? 50 mcg 50 ??????? (??????? 2 ? 25)/??????,EUTHYROX tablet 50 mcg 50 tablets (blister 2 x 25)/box,levothyroxine,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,72.66,14.12.2011
H03AA01,EUTHYROX ??????? 50 mcg 50 ??????? (??????? 2 ? 25)/??????,EUTHYROX tablet 50 mcg 50 tablets (blister 2 x 25)/box,levothyroxine,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,69.79,15.10.2013
H03AA01,EUTHYROX ??????? 100 mcg 50 ??????? (??????? 2 ? 25)/??????,EUTHYROX tablet 100 mcg 50 tablets (blister 2 x 25)/box,levothyroxine,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,100.08,14.12.2011
H03AA01,EUTHYROX ??????? 100 mcg 50 ??????? (??????? 2 ? 25)/??????,EUTHYROX tablet 100 mcg 50 tablets (blister 2 x 25)/box,levothyroxine,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,92.39,15.10.2013
H03AA01,EUTHYROX ??????? 75 mcg 50 ??????? (??????? 2 ? 25)/??????,EUTHYROX tablet 75 mcg 50 tablets (blister 2 x 25)/box,levothyroxine,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,84.84,14.12.2011
H03AA01,EUTHYROX ??????? 75 mcg 50 ??????? (??????? 2 ? 25)/??????,EUTHYROX tablet 75 mcg 50 tablets (blister 2 x 25)/box,levothyroxine,MERCK HEALTHCARE KGAA,MERCK HEALTHCARE KGAA,75.55,15.10.2013
J07BC01,EUVAX B ?????????? ?? ??????????? 20 mcg/1 ml 10 ?????? ? 1 ml/ ??????,EUVAX B suspension for injection 20 mcg/1 ml 10 vials x 1 ml/ box,"hepatitis B, purified antigen",LG Life Sciences Ltd.-,LG Life Sciences Ltd.-,,
J07BC01,"EUVAX B ?????????? ?? ??????????? 10 mcg/0,5 ml 10 ?????? ? 0,5 ml/??????",EUVAX B suspension for injection 10 mcg/0.5 ml 10 vials x 0.5 ml/box,"hepatitis B, purified antigen",LG Life Sciences Ltd.-,LG Life Sciences Ltd.-,,
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,40894.73,31.01.2014
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,38665.5,15.03.2017
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,35141.54,15.03.2018
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,33664.14,15.03.2019
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,31197.61,15.03.2021
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,27559.73,15.03.2022
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,27123.32,23.03.2023
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,27118.92,15.03.2024
J05AR08,EVIPLERA ????-???????? ??????? 200 mg/25 mg/245 mg 30 ??????? ?? HDPE ?????????/??????,EVIPLERA film-coated tablet 200 mg/25 mg/245 mg 30 tablets in HDPE container/box,"emtricitabine, rilpivirine, tenofovir",GILEAD Sciences Ireland UC,GILEAD Sciences Ireland UC,24895.09,17.03.2025
L01BB06,EVOLTRA ?????????? ?? ??????? ?? ???????? 1 mg/1 ml 1 ???????? ?????? ? 20 ml/??????,EVOLTRA concentrate for solution for infusion 1 mg/1 ml 1 glass vial x 20 ml/box,clofarabine,"PHARMACHEMIE B.V., GENZYME Limited","PHARMACHEMIE B.V., GENZYME Limited",99172.09,24.01.2012
L01BB06,EVOLTRA ?????????? ?? ??????? ?? ???????? 1 mg/1 ml 1 ???????? ?????? ? 20 ml/??????,EVOLTRA concentrate for solution for infusion 1 mg/1 ml 1 glass vial x 20 ml/box,clofarabine,"PHARMACHEMIE B.V., GENZYME Limited","PHARMACHEMIE B.V., GENZYME Limited",96091.96,15.10.2013
L01BB06,EVOLTRA ?????????? ?? ??????? ?? ???????? 1 mg/1 ml 1 ???????? ?????? ? 20 ml/??????,EVOLTRA concentrate for solution for infusion 1 mg/1 ml 1 glass vial x 20 ml/box,clofarabine,"PHARMACHEMIE B.V., GENZYME Limited","PHARMACHEMIE B.V., GENZYME Limited",87942.98,17.10.2014
L01BB06,EVOLTRA ?????????? ?? ??????? ?? ???????? 1 mg/1 ml 1 ???????? ?????? ? 20 ml/??????,EVOLTRA concentrate for solution for infusion 1 mg/1 ml 1 glass vial x 20 ml/box,clofarabine,"PHARMACHEMIE B.V., GENZYME Limited","PHARMACHEMIE B.V., GENZYME Limited",87800.92,16.03.2015
L01BB06,EVOLTRA ?????????? ?? ??????? ?? ???????? 1 mg/1 ml 1 ???????? ?????? ? 20 ml/??????,EVOLTRA concentrate for solution for infusion 1 mg/1 ml 1 glass vial x 20 ml/box,clofarabine,"PHARMACHEMIE B.V., GENZYME Limited","PHARMACHEMIE B.V., GENZYME Limited",83411.73,15.10.2016
M09AX10,"EVRYSDI ?????? ?? ????????? ?????????? 0,75 mg/ml 1 ???????? ???? ? 2 g ??????/??????",EVRYSDI powder for oral suspension 0.75 mg/ml 1 glass bottle x 2 g powder/box,risdiplam,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,575743.77,30.07.2021
M09AX10,"EVRYSDI ?????? ?? ????????? ?????????? 0,75 mg/ml 1 ???????? ???? ? 2 g ??????/??????",EVRYSDI powder for oral suspension 0.75 mg/ml 1 glass bottle x 2 g powder/box,risdiplam,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,512882.48,23.03.2023
M09AX10,"EVRYSDI ?????? ?? ????????? ?????????? 0,75 mg/ml 1 ???????? ???? ? 2 g ??????/??????",EVRYSDI powder for oral suspension 0.75 mg/ml 1 glass bottle x 2 g powder/box,risdiplam,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,465005.03,15.03.2024
M09AX10,"EVRYSDI ?????? ?? ????????? ?????????? 0,75 mg/ml 1 ???????? ???? ? 2 g ??????/??????",EVRYSDI powder for oral suspension 0.75 mg/ml 1 glass bottle x 2 g powder/box,risdiplam,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,456387.56,17.03.2025
M09AX10,EVRYSDI ????-???????? ??????? 5 mg 28 ????-???????? ??????? (??????? 4 ? 7)/??????,EVRYSDI film-coated tablet 5 mg 28 film-coated tablets (blister 4 x 7)/box,risdiplam,F.Hoffman-La Roche AG,F.Hoffman-La Roche AG,1037311.86,01.12.2025
N06DA03,"EXELON ???????, ????? 4,5 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 4.5 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1166.89,15.03.2016
N06DA03,"EXELON ???????, ????? 1,5 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 1.5 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1827.78,14.12.2011
N06DA03,"EXELON ???????, ????? 1,5 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 1.5 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1810.58,05.10.2012
N06DA03,"EXELON ???????, ????? 1,5 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 1.5 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1768.28,15.10.2013
N06DA03,"EXELON ???????, ????? 1,5 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 1.5 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1745.78,14.03.2014
N06DA03,"EXELON ???????, ????? 1,5 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 1.5 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1385.03,16.03.2015
N06DA03,"EXELON ???????, ????? 1,5 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 1.5 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1086.6,22.10.2015
N06DA03,"EXELON ???????, ????? 6 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 6 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1932.51,14.12.2011
N06DA03,"EXELON ???????, ????? 6 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 6 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1820.28,15.10.2013
N06DA03,"EXELON ???????, ????? 6 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 6 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1815.27,14.03.2014
N06DA03,"EXELON ???????, ????? 6 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 6 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1555.87,16.03.2015
N06DA03,"EXELON ???????, ????? 6 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 6 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1088.18,22.10.2015
N06DA03,EXELON ????????? ??????? 2 mg/1 ml ???? ? 120ml + ????????? ????????/??????,EXELON oral solution 2 mg/1 ml bottle x 120 ml + oral injector/box,rivastigmine,NOVARTIS Pharma AG,NOVARTIS Pharma AG,,
N06DA03,"EXELON ???????, ????? 3 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 3 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1879.93,14.12.2011
N06DA03,"EXELON ???????, ????? 3 mg 28 ??????? (??????? 2 ? 14)/??????","EXELON capsule, hard 3 mg 28 capsules (blister 2 x 14)/box",rivastigmine,"NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.","NOVARTIS PHARMA STEIN AG, NOVARTIS Farmaceutica S.A.",1810.58,05.10.2012
