search_inn_used,page_no,page_url,trade_name,inn,dosage_form,atc_code_or_category,marketing_authorization_holder,producer_raw,registration_certificate_number,max_selling_price,max_selling_price_currency,import_price,import_price_currency,contract_currency_info_raw,max_price_registration_info_raw,date_of_changes_raw,details_url,scraped_at_utc
Dexketoprofen,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"REBOFEN
instructions:
specialist
patient",Dexketoprofen,"solution for intravenous and intramuscular administration/concentrate for the preparation of solution for infusion 50 mg/2 ml in 2 ml ampoules in packaging No. 5x1, No. 5x2","Pharma Vision Sanayii ve Ticaret A.S., Türkiye/ Foreign production and trading unitary enterprise Reb-Pharma, Republic of Belarus","Foreign production and trade unitary enterprise Reb-Farma, Republic of Belarus",21/12/2576,06.12.2021,,,,,"14.11.2024
LP-№007708-RG-BY",,,,2026-01-14T07:14:59.914416+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"CO-CENTER
instructions:
patient
specialist",Losartan and diuretics,"film-coated tablets, 100 mg/25 mg in blisters in packaging No. 10x3;
film-coated tablets, 50 mg/12.5 mg in blisters in packaging No. 10x3","Gedeon Richter Poland Co Ltd, Poland","Gedeon Richter Plc., Hungary",9162/10/13/14/19,09.08.2019,,,,,"03/04/2024
LP-№004780-RG-BY",,,,2026-01-14T07:16:24.918023+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"CO-CENTER
instructions:
patient
specialist",Losartan and diuretics,"film-coated tablets, 100 mg/12.5 mg in blisters in packaging No. 10x3","Gedeon Richter Poland Co Ltd, Poland / Gedeon Richter Plc., Hungary","Gedeon Richter Plc., Hungary",9536/11/13/15/15/19,31.12.2019,,,,,"03/04/2024
LP-№004779-RG-BY",,,,2026-01-14T07:16:24.918147+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN
instruction:
the specialist
the patient",Losartan,"film-coated tablets, 100 mg in blister packs No. 10x1, No. 10x2, No. 10x3, No. 10x6;
film-coated tablets, 50 mg in blister packs No. 10x1, No. 10x2, No. 10x3, No. 10x6","Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",24/12/2660,30.06.2021,,,,,,,,,2026-01-14T07:16:24.918271+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN
instruction:
the patient
the specialist",Losartan,"film-coated tablets, 100 mg in polymer jars No. 30 in package No. 1;
film-coated tablets, 100 mg in blister packs No. 10x3, No. 10x6","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",21/06/2195,29.03.2019,,,,,"11.11.2024
LP-№007841-RG-BY",,,,2026-01-14T07:16:24.918375+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN
instruction:
the specialist
the patient",Losartan,"film-coated tablets, 50 mg in blister packs No. 10x3, No. 10x6","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",21/06/2553,23.12.2020,,,,,"16.01.2025
LP-№008538-RG-BY",,,,2026-01-14T07:16:24.918470+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN
instruction:
the specialist
the patient",Losartan,"film-coated tablets, 25 mg in polymer jars No. 30 in package No. 1;
film-coated tablets, 25 mg in blister packs No. 10x3, No. 10x6, No. 15x2, No. 15x4","Belarusian-Dutch joint venture limited liability company FARMLAND (JV LLC FARMLAND), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",24/03/3133,14.04.2021,,,,,"06/04/2025
LP-№010570-RG-BY",,,,2026-01-14T07:16:24.918573+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","AmantisMed LLC, Republic of Belarus",2296/17/20,15.08.2017,,,,,,,,,2026-01-14T07:16:24.918656+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"Vasudha Pharma Chem Ltd, India","Pharmtechnology LLC, Republic of Belarus",2511/19,31.10.2019,,,,,,,,,2026-01-14T07:16:24.918735+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","Lekpharm LLC, Republic of Belarus",2166/16,22.09.2016,,,,,,,,,2026-01-14T07:16:24.918811+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"Teva API India Ltd., India","State Enterprise ACADEMFARM, Republic of Belarus",1690/13/17,27.11.2017,,,,,,,,,2026-01-14T07:16:24.918910+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","Pharmtechnology LLC, Republic of Belarus",1713/13/18,01.03.2018,,,,,,,,,2026-01-14T07:16:24.919025+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM,Losartan,substance,"Cheem Pearmocial Co., LTD, LTD,","Lekpharm LLC, Republic of Belarus",1995/15/18/21,28.01.2021,,,,,,,,,2026-01-14T07:16:24.919109+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN PLUS
instructions:
by application",Losartan and diuretics,"film-coated tablets, 100 mg/12.5 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 100 mg/25 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 50 mg/12.5 mg in blister packs No. 10x3, No. 10x6","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",22/07/2750,25.07.2022,,,,,"23.10.2024
LP-№007453-RG-BY",,,,2026-01-14T07:16:24.919218+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN/HYDROCHLORTHIAZIDE-AM
instructions:
specialist
patient",Losartan/ Hydrochlorothiazide,"film-coated tablets, 100 mg/12.5 mg in blister pack No. 10x3","AmantisMed LLC, Republic of Belarus","AmantisMed LLC, Republic of Belarus",24/12/3072,26.10.2020,,,,,"06/23/2025
LP-№010743-RG-BY",,,,2026-01-14T07:16:24.919332+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN/HYDROCHLORTHIAZIDE-AM
instructions:
specialist
patient",Losartan/ Hydrochlorothiazide,"film-coated tablets, 100 mg/25 mg in blister pack No. 10x3;
film-coated tablets, 50 mg/12.5 mg in blister pack No. 10x3","AmantisMed LLC, Republic of Belarus","AmantisMed LLC, Republic of Belarus",24/12/3082,19.11.2020,,,,,"06/23/2025
LP-№010726-RG-BY",,,,2026-01-14T07:16:24.919439+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM SALT,Losartan,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","Belmedpreparaty RUE, Republic of Belarus",2231/17,22.03.2017,,,,,,,,,2026-01-14T07:16:24.919523+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,LOSARTAN POTASSIUM SALT,Losartan,substance,"Cheem Pearmocial Co., LTD, LTD,","Belmedpreparaty RUE, Republic of Belarus",1844/14/18/19,23.12.2019,,,,,,,,,2026-01-14T07:16:24.919608+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN-LF
instructions:
specialist
patient",Losartan,"film-coated tablets, 100 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 50 mg in blister packs No. 10x3, No. 10x6","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",23/04/2868,05.04.2023,,,,,"08.10.2024
LP-№007217-RG-BY",,,,2026-01-14T07:16:24.919711+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOSARTAN-NAS
instructions:
specialist
patient",Losartan,"film-coated tablets, 100 mg in blister pack No. 15x2;
film-coated tablets, 50 mg in blister pack No. 15x2","State Enterprise ACADEMFARM, Republic of Belarus","State Enterprise ACADEMFARM, Republic of Belarus",24/07/2076,26.03.2018,,,,,,,,,2026-01-14T07:16:24.919828+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LORISTA
instruction:
the patient
the specialist",Losartan,"film-coated tablets, 100 mg in blisters in packaging No. 7x4, No. 14x2, No. 10x3, No. 10x6;
film-coated tablets, 12.5 mg in blisters in packaging No. 7x4, No. 14x2, No. 10x3, No. 10x6;
film-coated tablets, 25 mg in blisters in packaging No. 7x4, No. 14x2, No. 10x3, No. 10x6;
film-coated tablets, 50 mg in blisters in packaging No. 7x4, No. 14x2, No. 10x3, No. 10x6","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",8577/08/13/18/25,03.12.2018,,,,,,,,,2026-01-14T07:16:24.919948+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LORISTA N
instruction:
the specialist
the patient",Losartan and diuretics,"film-coated tablets, 50 mg/12.5 mg in blisters in packaging No. 7x4, No. 14x2, No. 14x4, No. 10x3, No. 10x6","KRKA, d.d., Slovenia","KRKA, d.d., Slovenia",8578/08/13/15/18/21,27.08.2018,,,,,"31.01.2025
LP-№001972-GP-BY",,,,2026-01-14T07:16:24.920048+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LORISTA H 100
instruction:
the specialist
the patient",Losartan/Hydrochlorothiazide,"film-coated tablets, 100 mg/12.5 mg in blisters in packaging No. 7x4, No. 14x2, No. 15x2, No. 15x4","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",10471/16/19/21/25,27.05.2021,,,,,,,,,2026-01-14T07:16:24.920158+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LORISTA ND
instructions:
specialist
patient",Losartan and diuretics,"film-coated tablets, 100 mg/25 mg in blisters in packaging No. 7x4, No. 14x2, No. 14x4, No. 10x3, No. 10x6","KRKA, d.d., Slovenia","KRKA, d.d., Slovenia",8579/08/08/13/15/18/21,27.08.2018,,,,,"31.01.2025
LP-№001992-GP-BY",,,,2026-01-14T07:16:24.920246+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"CROSSED
instruction:
the specialist
the patient",Losartan,"film-coated tablets, 100 mg in blisters in packaging No. 10x3, No. 14x2;
film-coated tablets, 25 mg in blisters in packaging No. 10x3, No. 14x2;
film-coated tablets, 50 mg in blisters in packaging No. 10x3, No. 14x2","IPCA Laboratories Limited, India","IPCA Laboratories Limited, India",9270/10/15/20/21,05.03.2020,,,,,"02.08.2024
LP-№006532-RG-BY",,,,2026-01-14T07:16:24.920443+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"PRESARTAN N
instructions:
by application",Losartan and diuretics,film-coated tablets 50 mg/12.5 mg in blisters in packaging No. 14x2,"IPCA Laboratories Limited, India","IPCA Laboratories Limited, India",9015/09/14/20,28.07.2020,,,,,"08.12.2025
LP-№005531-GP-BY",,,,2026-01-14T07:16:24.920532+00:00
Losartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"SENTOR
instructions:
by application",Losartan,"film-coated tablets, 100 mg in blisters in packaging No. 10x1, No. 10x3;
film-coated tablets, 50 mg in blisters in packaging No. 10x1, No. 10x3","Gedeon Richter Poland Co Ltd, Poland","Gedeon Richter Plc., Hungary",9006/09/13/15/15/19,26.09.2019,,,,,"25.01.2024
LP-№004416-RG-BY",,,,2026-01-14T07:16:24.920619+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORVASTATIN
instruction:
the patient
the specialist",Atorvastatin,"film-coated tablets, 10 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 20 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 40 mg in blister packs No. 10x3, No. 10x6","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",25/04/2882,06.09.2023,,,,,,,,,2026-01-14T07:18:22.302248+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORVASTATIN
instruction:
the specialist
the patient",Atorvastatin,"film-coated tablets, 10 mg in blister packs (blisters) No. 10x1, No. 10x3, No. 10x6;
film-coated tablets, 20 mg in blister packs (blister) No. 10x1, No. 10x3, No. 10x6","Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",25/10/1799,10.11.2015,,,,,,,,,2026-01-14T07:18:22.302347+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM,Atorvastatin,substance,"Alcon Biosciences Private Limited, Индия","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",2207/16/25,21.12.2016,,,,,,,,,2026-01-14T07:18:22.302416+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM,Atorvastatin,substance,"Centrient Pharmaceuticals India Private Limited, Индия","Centrient Pharmaceuticals Netherlands B.V., Netherlands",10617/18/20/23/23,14.02.2018,,,,,,,,,2026-01-14T07:18:22.302477+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM,Atorvastatin,substance,"Cheu Pearmaceticical Co., Ltd.,","Belmedpreparaty RUE, Republic of Belarus",1871/14/19/19/24,12.11.2019,,,,,,,,,2026-01-14T07:18:22.302538+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin,substance,"Alcon Biosciences Private Limited, Индия","Belmedpreparaty RUE, Republic of Belarus",1124/09/10/15/21,12.08.2021,,,,,,,,,2026-01-14T07:18:22.302608+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin,substance,"Zhejiang Menovo Pharmaceutical Co., Ltd., China","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",2272/17,22.06.2017,,,,,,,,,2026-01-14T07:18:22.302668+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin,substance,"Cheu Pearmaceticical Co., Ltd.,","Lekpharm LLC, Republic of Belarus",2509/19,31.10.2019,,,,,,,,,2026-01-14T07:18:22.302724+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin,substance,"Morepen Laboratories Limited, India","Lekpharm LLC, Republic of Belarus",1823/14/19,05.06.2019,,,,,,,,,2026-01-14T07:18:22.302780+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORVASTATIN-LF
instruction:
the specialist
the patient",Atorvastatin,"film-coated tablets, 10 mg in blister packs No. 10x3, No. 10x6, No. 15x2, No. 15x4;
film-coated tablets, 20 mg in blister packs No. 10x3, No. 10x6;
film-coated tablets, 40 mg in blister pack No. 10x3","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",19/11/1656,31.05.2019,,,,,"02.08.2024
LP-№006493-RG-BY",,,,2026-01-14T07:18:22.302852+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORIS
instruction:
the specialist
the patient",Atorvastatin,"film-coated tablets, 10 mg in blisters in packaging No. 10x3, No. 10x9;
film-coated tablets, 20 mg in blisters in packaging No. 10x3, No. 10x9","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",7391/05/10/15/24,03.12.2015,,,,,,,,,2026-01-14T07:18:22.302927+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"ATORIS
instruction:
the specialist
the patient",Atorvastatin,"film-coated tablets, 40 mg in blisters in packaging No. 10x3, No. 10x9","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",8406/07/12/18/24,05.03.2018,,,,,,,,,2026-01-14T07:18:22.302995+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LIERIMAR ST
instructions:
specialist
patient",Atorvastatin,"film-coated tablets, 10 mg in blisters in packaging No. 7x2, No. 10x3;
film-coated tablets, 20 mg in blisters in packaging No. 7x2, No. 10x3;
film-coated tablets, 40 mg in blisters in packaging No. 7x2, No. 10x3","Viatris Pharmaceuticals LLC, Puerto Rico/ Pfizer Manufacturing Deutschland GmbH, Germany","Viatris Specialty LLC, USA",3682/98/04/04/08/09/14/16/19/22/24/24,01.03.2019,,,,,,,,,2026-01-14T07:18:22.303065+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"SALONET A
instructions:
specialist
patient",Atorvastatin and ezetimibe,"film-coated tablets, 10 mg/10 mg in blisters No. 10x3;
film-coated tablets, 20 mg/10 mg in blisters No. 10x3;
film-coated tablets, 40 mg/10 mg in blisters No. 10x3;
film-coated tablets, 80mg/10mg in blisters No. 5x6","ELPEN Pharmaceutical Co. Inc., Greece","Lek d.d., Slovenia",11153/22,12.09.2022,,,,,,,,,2026-01-14T07:18:22.303142+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"TRINOMY
instruction:
the patient
the specialist","Atorvastatin, acetylsalicylic acid and ramipril","capsules 100mg/20mg/10mg in blisters in packaging No. 7x4;
capsules 100mg/20mg/2.5mg in blisters in packaging No. 7x4;
capsules 100mg/20mg/5mg in blisters in packaging No. 7x4","Ferrer Internacional S.A., Spain","Ferrer Internacional S.A., Spain",10731/19/24,14.03.2024,,,,,,,,,2026-01-14T07:18:22.303287+00:00
Atorvastatin,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"Tulip® NEO
instructions:
specialist
patient",Atorvastatin,"film-coated tablets, 10 mg in blisters in packaging No. 10x3, No. 10x9;
film-coated tablets, 20 mg in blisters in packaging No. 10x3, No. 10x9","Lek S.A., Poland","Sandoz Pharmaceuticals d.d., Slovenia",11336/24,22.08.2024,,,,,,,,,2026-01-14T07:18:22.303357+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"BION LLC, Russian Federation","BION LLC, Russian Federation",11044/21,16.09.2021,,,,,,,,,2026-01-14T07:19:30.297426+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"BION LLC, Russian Federation","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",1807/14/19,30.04.2019,,,,,,,,,2026-01-14T07:19:30.297514+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"Shandong Chenghua Skingda Pharmaceutical Co., Ltd., Кий дй длetu длetu Skangu Co.,Ltd.,Ltd., Китййай.vййай.","Lekpharm LLC, Republic of Belarus",1915/15/17/20/21,13.02.2020,,,,,,,,,2026-01-14T07:19:30.297586+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"PHARMHIM LLC, Ukraine","Lekpharm LLC, Republic of Belarus",2591/20,18.08.2020,,,,,,,,,2026-01-14T07:19:30.297647+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"Shandong Chenghui Shuangda Pharmaceutical Co. Ltd., Китай","Belmedpreparaty RUE, Republic of Belarus",2657/21/24/25,16.03.2021,,,,,,,,,2026-01-14T07:19:30.297709+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"PHARMHIM LLC, Ukraine","Belmedpreparaty RUE, Republic of Belarus",2706/22,29.06.2022,,,,,,,,,2026-01-14T07:19:30.297769+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,MELDONIUM DIHYDRATE,Meldonium,substance,"PHARMHIM LLC, Ukraine","Minskkintercapes UP, Republic of Belarus",2451/19,11.03.2019,,,,,,,,,2026-01-14T07:19:30.297827+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELDONIUM-LF
instructions:
by application",Meldonium,"solution for intravenous administration 500 mg/5 ml in ampoules in packaging No. 5x1, No. 5x2","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",21/03/2502,24.03.2021,,,,,,,,,2026-01-14T07:19:30.297908+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELDONIUM-LF
instructions:
patient
specialist",Meldonium,"250 mg capsules in blister packs No. 10x2, No. 10x3, No. 10x4, No. 10x6;
500 mg capsules in blister packs No. 10x2, No. 10x3, No. 10x4, No. 10x6","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",22/09/3221,27.01.2022,,,,,,,,,2026-01-14T07:19:30.297991+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELDONIUM-MIC
instructions:
patient
specialist",Meldonium,"250 mg capsules in blister packs No. 10x3, No. 10x6;
500 mg capsules in blister pack No. 10x3;
capsules 500 mg in blister pack No. 10x6","Minskkintercapes UP, Republic of Belarus","Minskkintercapes UP, Republic of Belarus",23/04/1779,01.10.2015,,,,,"04/30/2024
LP-№005322-RG-BY",,,,2026-01-14T07:19:30.298064+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELDOREB
instructions:
patient
specialist",Meldonium,solution for intravenous administration 100 mg/ml in ampoules in packaging No. 5x2,"MEFAR ILAC SAN. A.S., Türkiye/ Foreign production and trade unitary enterprise Reb-Farma, Republic of Belarus","Foreign production and trade unitary enterprise Reb-Farma, Republic of Belarus",21/11/2631,03.11.2021,,,,,"11.11.2024
LP-№007697-RG-BY",,,,2026-01-14T07:19:30.298137+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDONIUM FARMLAND
instructions:
patient
specialist",Meldonium,"250 mg capsules in blister pack No. 10x2;
250 mg capsules in blister packs No. 10x4, No. 10x6","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",20/09/2389,21.09.2020,,,,,"18.08.2025
LP-№011422-RG-BY",,,,2026-01-14T07:19:30.298209+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDONIUM FARMLAND
instructions:
patient
specialist",Meldonium,solution for intravenous administration 100 mg/ml in 5 ml bottles in package No. 10,"Belarusian-Dutch joint venture limited liability company FARMLAND (JV LLC FARMLAND), Republic of Belarus","Belarusian-Dutch joint venture limited liability company FARMLAND (JV LLC FARMLAND), Republic of Belarus",25/05/2237,24.04.2020,,,,,"17.12.2025
LP-№013114-RG-BY",,,,2026-01-14T07:19:30.298281+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDROCARD
instruction:
the patient
the specialist",Meldonium,"250 mg capsules in blister pack No. 10x2;
capsules 250 mg in blister pack No. 10x4","Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",22/10/1843,02.03.2016,,,,,,,,,2026-01-14T07:19:30.298360+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDROCARD
instruction:
the patient
the specialist",Meldonium,solution for intravenous administration 100 mg/ml in 5 ml ampoules in blister pack No. 5x2,"Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",22/11/1577,24.01.2019,,,,,,,,,2026-01-14T07:19:30.298441+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDRONATE
instruction:
the specialist
the patient",Meldonium,"250 mg capsules in blisters in packaging No. 10x2;
capsules 250 mg in blisters in packaging No. 10x4","Grindeks JSC, Latvia","Grindeks JSC, Latvia",1352/95/99/2000/05/10/13/15/17/20/20/22,12.05.2020,,,,,,,,,2026-01-14T07:19:30.298519+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDRONATE
instructions:
by application",Meldonium,"500 mg capsules in blisters in packaging No. 10x2, No. 10x6, No. 10x9","Grindeks JSC, Latvia","Grindeks JSC, Latvia",7304/05/10/15/20/20,12.05.2020,,,,,,,,,2026-01-14T07:19:30.298591+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDRONATE
instructions:
by application",Meldonium,"solution for intravenous administration 0.5g/5ml in 5ml ampoules in blisters No. 5x2, No. 5x4","Santonika CJSC, Republic of Lithuania","Grindeks JSC, Latvia",7397/95/99/2000/05/09/10/15/17/18/20/22,28.07.2020,,,,,,,,,2026-01-14T07:19:30.298664+00:00
Meldonium,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MILDRONATE
instruction:
the specialist
the patient",Meldonium,"solution for intravenous administration 100 mg/ml in 10 ml ampoules in cell packaging No. 5x1, No. 5x2;
solution for intravenous administration 100 mg/ml in 5 ml ampoules in blisters No. 5x2, No. 5x4","HBM Pharma s.r.o. (HBM Pharma s.r.o.), Slovakia","Grindeks JSC, Latvia",8647/08/13/17/19/22/23,27.12.2017,,,,,,,,,2026-01-14T07:19:30.298739+00:00
Meloxicam,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"LOXIDOL-REB
instruction:
the specialist
the patient",Meloxicam,solution for intramuscular administration 15 mg/1.5 ml in ampoules in package No. 3x1,"World Medicine Ilac San. Ve Tic. A.S., Türkiye/Foreign production and trade unitary enterprise Reb-Farma, Republic of Belarus","Foreign production and trade unitary enterprise Reb-Farma, Republic of Belarus",24/06/3350,17.06.2024,,,,,"23.10.2024
LP-№007449-RG-BY",,,,2026-01-14T07:20:38.691179+00:00
Meloxicam,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MELBECK
instruction:
the patient
the specialist",Meloxicam,solution for intramuscular administration 15 mg/1.5 ml in ampoules in package No. 3,"Idol Ilac Dolum Sanayii ve Ticaret A.S., Turkey","Nobbe the Sanyi veyee Ticaret A.S., rokey # ’",8515/08/13/17/18,27.08.2018,,,,,,,,,2026-01-14T07:20:38.691352+00:00
