Registration No,Product Name,Holder
MAL16125034AZ,Visolone Tablet 1mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013500XZ,APPETON ESSENTIALS ACTIV - C 250 (BLACKCURRANT),KOTRA PHARMA (M) SDN. BHD.
MAL06091408AZ,Yucomy Shampoo 2%w/w,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19930602AZ,YSP Ibuprofen Film Coated Tablet 400mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20014220AZ,VAXCEL CEFTRIAXONE-1G INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL20014229XZ,CHAMPS D-WORMS SUSPENSION 200MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL12115059AZ,COMBINEB ( Nebuliser Solution Unit Dose Vial Ipratropium Bromide 0.5 mg and Salbutamol 2.5 mg ),AIN MEDICARE SDN. BHD.
MAL13055075ARZ,Firmagon 80mg Powder and Solvent for Solution for Injection,Ferring Sdn. Bhd.
MAL19871687AZ,PROCHLOR TABLET 5,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19911416X,AXCEL KAOPEC SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
MAL04103441AZ,Perinace Tablet 4 mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL14125074AZ,FUSTADIN CREAM 2% w/w,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19992589AZ,CHLOROP EYE OINTMENT 1 %,SM PHARMACEUTICALS SDN. BHD.
MAL17085007AZ,VENLIFT ER 150 MG CAPSULE,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL21036034AZ,Axcel Cefuroxime-500mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL19973688AZ,LOXIN INJECTION (5ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL16025043AZ,Ramtace Tablet 5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107028AZ,Ciflox Eye Drop 0.3% w/v,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985903ACZ,TRAMADOLOR 50 CAPSULE,IMEKS PHARMA SDN. BHD.
MAL10053678X,APPETON MULTIVITAMIN LYSINE WITH PREBIOTIC TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19989027AZ,UROXATE TABLET 100MG,IMEKS PHARMA SDN. BHD.
MAL05041842X,AVM-Artrisa 500mg Capsule,AV MANUFACTURING SDN.BHD
MAL16075029AZ,Bisocor Tablet 2.5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19940735XZ,UPHAMOL 650 TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19086002AZ,TORCOXIB 200mg CAPSULES,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL20041001AZ,B-MYCIN CREAM,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20040211AZ,URTIRIZINE TABLETS 10MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20021421AZ,AXCEL LORATADINE SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL19962583AZ,YSP Salbutamol Syrup 2mg/5ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL23076020XC,Janipro Gutril-S Powder,Janipro (M) Sdn Bhd
MAL20046124ACZ,Vignocaine 2% w/v Viscous Solution,PHARM-D SDN. BHD.
MAL05012310AZ,IMDEX 60MG CR TABLET,Duopharma Marketing Sdn. Bhd.
MAL12060008AZ,AXCEL LAMIVUDINE-100 MG TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL21106030AZ,ATOSTIN FILM COATED TABLET 20MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL06091506X,Three Legs Green Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL06051328AZ,ANPRODEX TABLETS 2 MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19940726AZ,BREATHNINE SYRUP 2MG/5ML,SM PHARMACEUTICALS SDN. BHD.
MAL19940029AZ,UCORT CREAM,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19993049AZ,INFUSOL RG,AIN MEDICARE SDN. BHD.
MAL20014494AZ,CEF-3 INJECTION 1V (1G),SPG PHARMA (MALAYSIA) SDN BHD
MAL19987983AZ,ASUMALIFE TABLET 1MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19988491AZ,KEZORAL CREAM,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20041071AZ,INZOLAM 0.25MG TABLET,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19993075AZ,FUSIX INJECTION 20MG/2ML,SM PHARMACEUTICALS SDN. BHD.
MAL19116029X,RinsA CG 0.1 (Chlorhexidine Gluconate 0.1% w/v Irrigation Solution),AIN MEDICARE SDN. BHD.
MAL21106027AZ,Axcel Prednisolone-5mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL19890330AZ,BETAMOX CAPSULE 500MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19984024AZ,DOMI INJECTION 5MG (5ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL10080071XZ,Crotocort Lotion 10% w/w,SM PHARMACEUTICALS SDN. BHD.
MAL19870413AZ,BROT 500MG TABLET,KOMEDIC SDN BHD
MAL07010967X,Sebitar Scalp Cleansing Treatment,EGO PHARM MALAYSIA SDN. BHD.
MAL20102065AZ,DOMIDE CAPSULE 50MG,PHARM-D SDN. BHD.
MAL19930565AZ,U-KEFEN SYRUP 1MG/5ML,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL11095001AZ,IPRANEB 500 (Ipratropium Bromide 500mcg/2mL Nebuliser Solution BP),AIN MEDICARE SDN. BHD.
MAL20000279AZ,ROXY TABLET 150MG,IMEKS PHARMA SDN. BHD.
MAL19991436AZ,TREN CAPSULE 250MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL13025053X,NEUROCOBAL TABLETS 500 MCG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19870234AZ,Spiro 25mg Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19962172XZ,SHINE VITAMIN C-100 (ORANGE FLAVOUR),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19986556XC,TIGER & STORK BRAND MEDICATED OIL,WENG HARNG ENTERPRISE
MAL20106010AZ,Axcel Clopidogrel-75mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL22116038NCZ,MSA Pyridoxine HCl 10mg Tablet,M.S. ALLY PHARMA SDN BHD
MAL20014203AZ,MOXICLAV 625MG TABLET,KOMEDIC SDN BHD
MAL19991894AZ,FUSIX TABLET 40MG,SM PHARMACEUTICALS SDN. BHD.
MAL11110005AZ,VAXCEL CEFEPIME 1G INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL20014361AZ,INFUSOL HSD10,AIN MEDICARE SDN. BHD.
MAL15065045AZ,VOREN INJECTION VIAL 25MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL12115063AZ,SHINACOL EYE DROPS 0.5%,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL21096007AZ,Coxeta FC tablets 90mg,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL19930491AZ,SELFIDE LOTION,IMEKS PHARMA SDN. BHD.
MAL14085017AZ,Zynomax Powder For Oral Suspension 200mg/5ml,Duopharma Marketing Sdn. Bhd.
MAL19972152X,SWECON TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19900030AZ,AXCEL SALBUTAMOL-4 TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL18106133AZ,Medikinet MR 20mg Hard Capsules,HYPHENS PHARMA SDN. BHD.
MAL19860589AZ,MIRAMYCIN INJECTION 40MG/ML,ATLANTIC LABORATORIES (M) SDN. BHD.
MAL19940292AZ,PONTALON CAPSULE,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107093AZ,Promethiol Syrup,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19912626X,POTCIT MIXTURE,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19890539AZ,CLOPIXOL DROPS 20MG/ML,Lundbeck Malaysia Sdn. Bhd.
MAL19992591AZ,ANPRODROXIL GRANULES FOR ORAL SUSPENSION 125mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL12055022AZ,PEACE DM SYRUP,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19970235XC,UBAT MINYAK GELIGA,SYARIKAT MYP SDN. BHD.
MAL19973349AZ,KISAN INJECTION 1MG/ML (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20020883AZ,LORATEN SYRUP 5MG/5ML,SM PHARMACEUTICALS SDN. BHD.
MAL19026071NCR,Janipro Omega-3 EPA/DHA 600/300 Plus Vitamin D3 Enteric Coated Softgel Capsule,Janipro (M) Sdn Bhd
MAL19921470AZ,AXCEL METOCLOPRAMIDE TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19860041ACZ,N/A,N/A
MAL06121051AZ,CIPROXOL ( Ciprofloxacin 0.2%w/v Intravenous Infusion BP ),AIN MEDICARE SDN. BHD.
MAL18086163AZ,Irstran Film Coated Tablet 150mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL10070594AZ,N/A,N/A
MAL19861587AZ,FENAMON TABLET 10MG,KOMEDIC SDN BHD
MAL19930606AZ,VOREN ENTERIC COATED TABLET 25MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19870287AZ,CLINT TABLET 100MG,KOMEDIC SDN BHD
MAL21046016AZ,Linmycin Injection 300mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL13035056XZ,Axcel VITALIC TABLETS,KOTRA PHARMA (M) SDN. BHD.
MAL19991447XZ,Uphamol 250 Suspension 250mg/5ml (Orange),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20041160AZ,LEXAPRO 10 MG TABLET,Lundbeck Malaysia Sdn. Bhd.
MAL19126014AZ,Unihepa 1000 IU/ ml Injection (5 ml vial),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19940030AZ,YSP Allopurinol Tablet 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19990989AZ,DERM-AID CREAM,EGO PHARM MALAYSIA SDN. BHD.
MAL12050012XZ,Pinetarsol Gel Tar 1.6% w/w,EGO PHARM MALAYSIA SDN. BHD.
MAL19963170AZ,INTAPAN INJECTION 1ML (10MG/ML) AMPOULE,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20014363XZ,PORO SUPPOSITORY 250MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17085060AZ,Lipo-Dox Liposome Injection 2mg/ml Concentrate for Infusion,PHARM-D SDN. BHD.
MAL09100308X,OK Orang Kampung Bam Serai Plus,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL19046130NCR,JANIPRO EPX Gold Omega 3 Fish Oil 1200mg Softgel Capsule,Janipro (M) Sdn Bhd
MAL18116048XZ,HYPERNEB 3% (Sodium Chloride 3% w/v Nebuliser Solution BP),AIN MEDICARE SDN. BHD.
MAL07122844AZ,Melashine Cream 4%.W/W,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL18016060ACZ,Avacort HFA 200mcg Metered Dose Inhaler,Nano Medic Care Sdn. Bhd.
MAL19988494AZ,SELADIN TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19961337AZ,Pharmaniaga Cyanocobalamin 1000mcg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19991448XZ,Uphamol 250 Suspension 250mg/5ml (Fruity),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL09111737AZ,BisoHEXAL 5mg Film-coated Tablet,IMEKS PHARMA SDN. BHD.
MAL19950395ARZ,SOOV BITE,EGO PHARM MALAYSIA SDN. BHD.
MAL19984399AZ,CEPHALEXIN GRANULES FOR ORAL SUSPENSION ‘MPI’ 250mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL15085071AZ,Converium 150mg Tablets,KOMEDIC SDN BHD
MAL20051326AZ,CARDIAMED INJECTION 1MG/1ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20014492AZ,CEF-3 INJECTION IV (250MG),SPG PHARMA (MALAYSIA) SDN BHD
MAL21026126NC,"Janipro Aladants Alpha Lipoic Acid, Resveratrol, B Complex + Vitamin A, C, E, Zinc, Selenium with Curcuma Longa & Probiotic L. Reuteri Capsule",Janipro (M) Sdn Bhd
MAL20034664ACZ,"MIDAZOLAM-HAMELN 5MG/ML INJECTION,1ML",IMEKS PHARMA SDN. BHD.
MAL19912425XZ,DHAMOL SUSPENSION 250MG/5ML,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20116018AZ,Latacom (Latanoprost 0.005% + Timolol 0.5%) Eye Drops,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20112133XC,Avance JOINT COMFORT TABLET,BEST WORLD LIFESTYLE SDN. BHD.
MAL11060030X,ANUCARE OINTMENT,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19940149AZ,FORKNOW TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20051411AZ,UNIHEPA 5000IU/ML INJECTION (5ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL13075046N,APPETON MULTIVITAMIN OPTIGROW PLUS,KOTRA PHARMA (M) SDN. BHD.
MAL15085079AZ,Cetraxal Plus Ear Drops Solution,HYPHENS PHARMA SDN. BHD.
MAL12010005AZ,AMIODARONE HCL 150mg/3mL INJECTION Bioindustria L.I.M.,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL19940171XCZ,PANAMOL SUSPENSION 250MG/5ML,ZONTRON PHARMACEUTICALS SDN. BHD.
MAL20002297XR,21st Century Co Enzyme Q10 60mg Capsule,21ST CENTURY PRODUCTS SDN. BHD.
MAL20026079X,Urobase Sachet 4g for Oral Solution,AV MANUFACTURING SDN.BHD
MAL08061683ACZ,Multihance Injection Solution,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20002288X,Uphaplast Medicated Plaster,Duopharma Marketing Sdn. Bhd.
MAL17107080AZ,Axcel Etoricoxib-90mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL09011474AZ,Liproct Suppository,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19912973ACZ,SALOFALK ENEMAS,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL19870623AZ,DEXALONE TABLET 0.5,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20020023AZ,AXCEL CEPHALEXIN-125 SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
MAL09011477XZ,RinsCap CG (Chlorhexidine Gluconate 0.05% w/v Irrigation Solution),AIN MEDICARE SDN. BHD.
MAL11040020AZ,Oxair Film Coated Tablet 10mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19973348AZ,ZORAXIN SUSPENSION 200MG/5ML,Duopharma Marketing Sdn. Bhd.
MAL15045129AZ,Nexpro Tablets 40mg,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19993079AZ,VIROX TABLET 200MG,SM PHARMACEUTICALS SDN. BHD.
MAL19860468AZ,Betamox 500mg Tablet,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19961320AZ,Pharmaniaga Ephedrine Hydrochloride 30mg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL20126126AZ,Hanlim Vasopressin Injection 20 IU/mL,IMEKS PHARMA SDN. BHD.
MAL19940439AZ,Pentasa Prolonged Release Tablet 500mg,Ferring Sdn. Bhd.
MAL19890329AZ,BETAMOX CAPSULE 250MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20034570XZ,Flavettes Vitamin C Orange 500mg Sugar Free,Duopharma Marketing Sdn. Bhd.
MAL19993044AZ,INFUSOL D10,AIN MEDICARE SDN. BHD.
MAL15095026AZ,YSP SHINCORT INJECTION 10MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19860391AZ,PAMECIL CAPSULE 250MG,KOMEDIC SDN BHD
MAL11070015AZ,Cabamine Injection 1000mcg/ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19890370AZ,DHACOPAN TABLET 10MG,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20014360AZ,INFUSOL QSD10,AIN MEDICARE SDN. BHD.
MAL20012739AZ,AXCEL TRIDINE SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL19940551XZ,PARACIL TABLET 500MG,SM PHARMACEUTICALS SDN. BHD.
MAL20076022ACZ,TELSTRAN PLUS Tablet 40mg + 12.5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20041064X,SHINE GLUCOSAMINE CAPSULE,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19011002AZ,Pharmaniaga Midazolam 5mg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL20020257AZ,OFCIN FILM COATED TABLET 400MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20031761ARZ,VOLUVEN 6% (FREEFLEX WITH OVERWRAP),FRESENIUS KABI MALAYSIA SDN. BHD
MAL21046075NC,Janipro ATOZ Multivitamin-Multimineral Lutein & Lycopene Plus Curcuma Longa & Probiotic L. Rhamnosus Capsule,Janipro (M) Sdn Bhd
MAL17075014AZ,ELASTA 60mg FILM-COATED TABLETS,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL19912925XZ,Wari Ethylchloride Spray,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL15085075AZ,B-MYCIN EYE & EAR DROPS,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL13115221XZ,Three Legs Tinea-Kare Anti-Fungal Cream 1%w/w,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL17065012ACRZ,Dexmedetomidine Kabi 0.1mg/mL Concentrate for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL15125040AZ,KYTRON SOLUTION FOR INJECTION/INFUSION 3MG/3ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL18071005AZ,Vaxcel Esomeprazole 40mg Powder for Injection,KOTRA PHARMA (M) SDN. BHD.
MAL18016027AZ,Dezal Oral Solution 0.5mg/ml,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL19991903AZ,AXCEL FLEMIN EXPECTORANT,KOTRA PHARMA (M) SDN. BHD.
MAL19971379AZ,AXCEL KETOTIFEN SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL20106005AZ,MAPENEM (1 G INJECTION)(POWDER FOR SOLUTION FOR INJECTION OR INFUSION),SPG PHARMA (MALAYSIA) SDN BHD
MAL19991366AZ,FUROXIME INJECTION 750MG,SPG PHARMA (MALAYSIA) SDN BHD
MAL20016165NC,JANIPRO Prebiotic & Probiotics LABISA Capsule,Janipro (M) Sdn Bhd
MAL20013455AZ,SII Diphtheria and Tetanus Vaccine Adsorbed (Pediatric)-10 doses,SM PHARMACEUTICALS SDN. BHD.
MAL20013499XZ,APPETON A TO Z KID'S VITAMIN C 30MG TABLET (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL20040810AZ,OMELON ENTERIC MICROENCAPSULATED CAPSULE 20MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20014391X,AXE BRAND INHALER,Leung Kai Fook Medical Sdn. Bhd.
MAL19016004AZ,ATC Vitamin B12 Injection 1000mcg/ml (10ml),ATLANTIC LABORATORIES (M) SDN. BHD.
MAL19987356AZ,BUCANIL SYRUP,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL08120871AZ,Axcel Clindamycin Topical Solution 1% W/V,KOTRA PHARMA (M) SDN. BHD.
MAL19860150AZ,BEAVATE CREAM 0.1%,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19900530AZ,DEFUNGO 0.1G (VAGINAL TABLET),SPG PHARMA (MALAYSIA) SDN BHD
MAL12015002AZ,GPO-L-One Tablet 500mg,IMEKS PHARMA SDN. BHD.
MAL18046155AZ,Vytan Tablet 80mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL07082983XZ,Neurobine Film Coated Tablet,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL16115039AZ,Prelica Capsule 75mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL16015033AZ,XEOMIN powder for solution for injection 50 LD50 units,TT Medical Management Sdn Bhd
MAL09100265AZ,Garbose Tablet 50mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20026010NC,JANIPRO SAMUCIL G Powder,Janipro (M) Sdn Bhd
MAL19860568AZ,MEDOMYCIN CAPSULE 100MG,KOMEDIC SDN BHD
MAL14085013AZ,Ezenol Tablet 160mg,Duopharma Marketing Sdn. Bhd.
MAL20013446AZ,FLUROCORT INJECTION 40MG/ML,SM PHARMACEUTICALS SDN. BHD.
MAL19940034AZ,FUCON FILM COATED TABLET 10MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09100266AZ,Garbose Tablet 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL04125501X,GNC Natural E 400 IU Softgel,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL18086153AZ,Fluanxol 0.5mg film-coated tablets,Lundbeck Malaysia Sdn. Bhd.
MAL21036014X,RinsA CGC 15 (Chlorhexidine Gluconate 0.015% w/v and Cetrimide 0.15% w/v Irrigation Solution),AIN MEDICARE SDN. BHD.
MAL19971334XZ,U-MOLIN TABLETS 500MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20026044ARZ,Rexulti 1mg film-coated tablets,Lundbeck Malaysia Sdn. Bhd.
MAL18046154AZ,Vytan Tablet 160mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19880168AZ,TRIOSOLONE TABLET 5MG,TERAPUTICS SDN BHD
MAL07050954X,Air-X SF Tablet,IMEKS PHARMA SDN. BHD.
MAL20021425X,Cartril-S 250mg Capsule,Duopharma Marketing Sdn. Bhd.
MAL20032426AZ,MELOX 15MG TABLETS,KOMEDIC SDN BHD
MAL09020977AZ,Axcel Sodium Fusidate 250 Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL06061674ARZ,"Suxamethonium Chloride-Fresenius 100mg/2ml, Injection",FRESENIUS KABI MALAYSIA SDN. BHD
MAL16125031AZ,Edyfil Film Coated Tablet 50mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19911423XZ,AXCEL B-COMPLEX TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19890565ARZ,MINIRIN INJECTION 4MCG/ML,Ferring Sdn. Bhd.
MAL19870922AZ,COTRIM 480MG TABLET,KOMEDIC SDN BHD
MAL19900523AZ,VASCOTEN TABLETS 100MG,KOMEDIC SDN BHD
MAL20040625AZ,XETEC TABLET 10MG,SM PHARMACEUTICALS SDN. BHD.
MAL18116126AZ,Pharmaniaga Flumazenil 0.1mg/mL Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL16075021AZ,CIPOFAIN (Ciprofloxacin Sterile Ophthalmic Solution 0.3% w/v),AIN MEDICARE SDN. BHD.
MAL20040171XRZ,NEURORUBINE-FORTE FILM-COATED TABLETS,MEPHARM (MALAYSIA) SDN. BHD.
MAL20040950AZ,GLUCOMET TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17085014AZ,Mementor TABLETS 20 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17116078XR,QV Flare Up Cream 10%w/w,EGO PHARM MALAYSIA SDN. BHD.
MAL19986995AZ,ACIPAN INJECTION 1MG/ML (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL13055068ACZ,Prosulf 10mg/ml Solution for Injection,ANTAH PHARMA SDN. BHD.
MAL12115070XZ,BISCOMIN SYRUP 4mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL14055016AZ,Dexamed Injection 8mg/2ml,KOMEDIC SDN BHD
MAL19912644XZ,N/A,N/A
MAL10120023ACZ,Glyceryl Trinitrate-hameln 1mg/ml Injection,IMEKS PHARMA SDN. BHD.
MAL19971865XZ,VEMIZOL SUSPENSION 200MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19950086AZ,Betacort Cream 0.1% W/W,SM PHARMACEUTICALS SDN. BHD.
MAL20002272AZ,MUSAFEN TABLET 10MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20034634AZ,CIPROCEP TABLET 250 MG,IMEKS PHARMA SDN. BHD.
MAL09032008AZ,LEVOFLOXOL (Levofloxacin 5mg/mL Intravenous Infusion),AIN MEDICARE SDN. BHD.
MAL11050003AZ,Lignoral Oral Spray 10%W/V,Pharco Health Sdn. Bhd
MAL19890164AZ,ACTIMIN TABLET,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20001062XZ,UPHALYTE ORAL REHYDRATION SALTS (ORANGE),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL16015037AZ,YSP Bufencon Injection,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20020702X,ANUCARE SUPPOSITORY,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19912742AZ,PENTASA ENEMA,Ferring Sdn. Bhd.
MAL22116019AZ,DOIZ 50 MG FC TABLET,SPG PHARMA (MALAYSIA) SDN BHD
MAL19986499AZ,SHINTAMET FILM COATED TABLET 200MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL22096028AZ,Azith (Powder for Oral Suspension 200mg/5mL),SPG PHARMA (MALAYSIA) SDN BHD
MAL10012456XZ,APPETON ACTIV-C (STRAWBERRY),KOTRA PHARMA (M) SDN. BHD.
MAL19016096AZ,Atenol Film Coated Tablet 100mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL18046173AZ,ARCHIFAR 1G POWDER FOR SOLUTION FOR INJECTION/INFUSION,KOMEDIC SDN BHD
MAL19860101AZ,CHLORAMINE SYRUP 4MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL05061552AZ,Frotin Pessaries,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20021379AZ,SILVERDERM CREAM,IMEKS PHARMA SDN. BHD.
MAL19870643AZ,DEXASONE INJECTION 5MG (1ML AMP),ATLANTIC LABORATORIES (M) SDN. BHD.
MAL05072029AZ,SOMIDEM TABLET 10 MG,DUOPHARMA (M) SENDIRIAN BERHAD
