pcid,Company,Local Product Name,Generic Name,Local Pack Description
350874,Pfizer,VYNDAQEL,tafamidis meglumine,20 mg caps.bl.x 30
351259,Aspen Pharma,ZELDOX,ziprasidone,20 mg caps.x 30
351267,Aspen Pharma,ZELDOX,ziprasidone,40 mg caps.x 30
351280,Aspen Pharma,ZELDOX,ziprasidone,60 mg caps.x 30
351292,Aspen Pharma,ZELDOX,ziprasidone,80 mg caps.x 30
354041,Megalabs Argentina,APSICO,olanzapine,10 mg tablets x 28
354042,Megalabs Argentina,APSICO,olanzapine,2.5 mg tablets x 28
354043,Megalabs Argentina,APSICO,olanzapine,5 mg comp.rec.x 28
354143,Drawer,DIAZEPAM DRAWER,diazepam,10 mg a.x 100 x 2 ml
354206,Medipharma,DIAZEPAN MEDIPHARMA,diazepam,10 mg tablets x 20
354209,Vannier,DIAZEPAM VANNIER,diazepam,10 mg tablets x 20
354216,Medipharma,DIAZEPAN MEDIPHARMA,diazepam,5 mg tablets x 20
354218,Vannier,DIAZEPAM VANNIER,diazepam,5 mg tablets x 20
354254,Fabra,DIAZEPAM FABRA,diazepam,10 mg tablets x 50
354255,Medipharma,DIAZEPAN MEDIPHARMA,diazepam,10 mg tablets x 50
354259,Medipharma,DIAZEPAN MEDIPHARMA,diazepam,5 mg comp.x 50
354340,Siegfried,DORMICUM,midazolam,7.5 mg tablets x 20
354470,Lafedar,MIDALAN,midazolam,15 mg tablets x 30
354487,Gador,MIDAX,olanzapine,10mg comp.x14 (Imp.)
354488,Gador,MIDAX,olanzapine,5mg comp.x14 (Imp.)
354489,Gador,MIDAX,olanzapine,10mg comp.x28 (Nac.)
354490,Gador,MIDAX,olanzapine,2.5 mg comp.x 28 (Nac.)
354491,Gador,MIDAX,olanzapine,5mg comp.x28 (Imp.)
355189,Roemmers,PLIDAN,diazepam,2 mg comp.rec.x 20
355191,Roemmers,PLIDAN,diazepam,10 mg comp.rec.x 50
355192,Roemmers,PLIDAN,diazepam,2 mg comp.rec.x 50
355193,Roemmers,PLIDAN,diazepam,5 mg comp.rec.x 50
355230,Richmond,REVERTRIX 10,olanzapine,10 mg comp.rec.x 30
355231,Richmond,REVERTRIX 5,olanzapine,5 mg comp.rec.x 30
355246,Elea,SIMINA,olanzapine,10 mg comp.rec.x 14
355247,Elea,SIMINA,olanzapine,5 mg comp.rec.x 14
355248,Elea,SIMINA,olanzapine,10 mg comp.rec.x 28
355249,Elea,SIMINA,olanzapine,5 mg comp.rec.x 28
355315,Siegfried,VALIUM,diazepam,10 mg a.x 5 x 2 ml
355335,Siegfried,VALIUM,diazepam,5 mg tablets x 20
355342,Siegfried,VALIUM,diazepam,10 mg tablets x 30
355353,Siegfried,VALIUM,diazepam,5 mg comp.x 60
355601,Adium,ZYPREXA,olanzapine,10 mg comp.x 14
355607,Adium,ZYPREXA,olanzapine,5 mg comp.x 14
355614,Adium,ZYPREXA,olanzapine,10 mg tablets x 28
355637,Adium,ZYPREXA,olanzapine,2.5 mg tablets x 28
355650,Adium,ZYPREXA,olanzapine,5 mg comp.x 28
355848,Janssen-Cilag,RISPERDAL,risperidone,oral sol x 100 ml
355853,Janssen-Cilag,RISPERDAL,risperidone,oral sol x 30 ml
355877,Janssen-Cilag,RISPERDAL,risperidone,0.5 mg tablets x 20
355880,Janssen-Cilag,RISPERDAL,risperidone,1 mg comp.x 20
355886,Janssen-Cilag,RISPERDAL,risperidone,2 mg tablets x 20
355892,Janssen-Cilag,RISPERDAL,risperidone,3 mg tablets x 20
355898,Janssen-Cilag,RISPERDAL,risperidone,4 mg tablets x 20
355906,Janssen-Cilag,RISPERDAL,risperidone,2 mg comp.x 60
355908,Janssen-Cilag,RISPERDAL,risperidone,3 mg comp.x 60
357778,Elea,CRISPLUS,orlistat,120 mg caps.x 30
357891,Poen,GATIF FORTE,gatifloxacin,sol.oft.x 5 ml
357927,Fecofar,BIDEON BIOTIC,tobramycin,eye drops x 5 ml
357930,Pharmatrix,GLYTOP-F,triamcinolone,cr.x 30 g
357956,Biotenk,LIPOSOL,orlistat,120 mg caps.x 30
357989,Casasco,OLEOFIN,orlistat,120 mg caps.x 60
358041,Bago,FRUGAL,orlistat,120 mg comp.rec.x 60
358044,Sidus,GATIFLAX,gatifloxacin,ophthalmic sol x 5 ml
358045,Elea,GATIMICIN,gatifloxacin,0.3% sol.oft.x 5 ml
358091,Takeda Argentina S.A.,MEPACT,mifamurtida,4 mg vial x 1
358143,Elea,CRISPLUS,orlistat,60 mg caps.x 30
358144,Elea,CRISPLUS,orlistat,120 mg caps.x 60
358145,Elea,CRISPLUS,orlistat,60 mg caps.x 60
358185,Biotenk,LIPOSOL,orlistat,60 mg caps.x 60
358193,Rospaw,MIRPAW,flunitrazepam,1 mg comp.x 30
358201,Dominguez,NITRODOM,nitroglycerine,knob x 15 g
1573568,Cassara,DERMASEB,sodium sulfacetamide+assoc.,loc.dermica gelif.x 30 g
358295,Abbvie,VENCLEXTA,venetoclax,100 mg tablets x 120
358316,Biopas Argentina,ROHYPNOL,flunitrazepam,1 mg comp.laq.x 30
358378,Bago,FRUGAL,orlistat,120 mg comp.rec.x 30
358385,Elea,GATIMICIN FORTE,gatifloxacin,0.5% sol.oft.x 5 ml
358390,Pharmatrix,GLYTOP,triamcinolone,cr.x 30 g
358449,Casasco,OLEOFIN,orlistat,120 mg caps.x 30
358748,Rospaw,ACENOCOUMAROL ROSPAW,acenocoumarol,4 mg tablets x 20
358761,Dominguez,ACIFOL B12,folic acid + vitamin B12,comp.x 30
358762,Dominguez,ACIFOL B12,folic acid + vitamin B12,comp.x 60
358784,Boehringer Ingelheim,ACTILYSE,tissue plasminogen activator,50 mg inj.f.a.x 2
359040,Ariston,AROTRAN,tranexamic acid,500 mg a.x 5 x 5 ml
359041,Ariston,AROTRAN,tranexamic acid,500 mg tablets x 10
359042,Ariston,AROTRAN,tranexamic acid,500 mg tablets x 30
359106,CSL Behring,BERIPLEX P/N,coagulation factors,500 IU f.a.x 1+eq.transf
359145,Trb-Pharma,BLASTOP,folic acid + vitamin B12,comp.rec.x 30
359262,Sanofi-Aventis,CLEXANE,enoxaparin sodium,20 mg jga.prell.x 10
359264,Sanofi-Aventis,CLEXANE,enoxaparin sodium,40 mg jga.prell.x 10
359267,Sanofi-Aventis,CLEXANE,enoxaparin sodium,60 mg jga.prell.x 10
359272,Sanofi-Aventis,CLEXANE,enoxaparin sodium,80 mg jga.prell.x 10
359275,Sanofi-Aventis,CLEXANE,enoxaparin sodium,100 mg jga.prell.x 10
359280,Sanofi-Aventis,CLEXANE,enoxaparin sodium,40 mg jga.prell.x 2
359457,Lazar,DILUTOL,enoxaparin sodium,40mg jga.prell.x10x0.4ml
359458,Lazar,DILUTOL,enoxaparin sodium,60mg jga.prell.x10x0.6ml
359459,Lazar,DILUTOL,enoxaparin sodium,80mg jga.prell.x10x0.8ml
359460,Lazar,DILUTOL,enoxaparin sodium,40mg jga.prell.x 2x0.4ml
359522,Elea,EGESTAN FOLICO,folic acid,1 mg comp.x 30
359523,Elea,EGESTAN FOLICO,folic acid,5 mg tablets x 30
359524,Elea,EGESTAN FOLICO,folic acid,1 mg comp.x 60
359525,Elea,EGESTAN FOLICO,folic acid,5 mg comp.x 60
359534,Northia,ENOXANORTH,enoxaparin sodium,20 mg jga.prell.x 10
359537,Northia,ENOXANORTH,enoxaparin sodium,80 mg jga.prell.x 10
359539,Northia,ENOXANORTH,enoxaparin sodium,40 mg jga.prell.x 50
359540,Northia,ENOXANORTH,enoxaparin sodium,60 mg jga.prell.x 50
359641,Vannier,ACIDO FOLICO VANNIER,folic acid,1 mg comp.x 30
359642,Vannier,ACIDO FOLICO VANNIER,folic acid,10 mg tablets x 30
359643,Vannier,ACIDO FOLICO VANNIER,folic acid,5 mg tablets x 30
359903,Takeda Argentina S.A.,FIRAZYR 30 MG,icatibant,jga. prefilled x 3 ml
359959,Richmond,FOLAPORT,folic acid + assoc.,250/0.5 mg tablets x 60
360684,Siegfried,IPSILON,aminocaproic acid,2 g inj.a.x 10
361732,Rivero,TRANEXAL 1000,tranexamic acid,1000 mg IV a. x 10 ml
362138,CSL Behring,ALBUREX,human albumin,f.a.x 1 x 50 ml
362519,CSL Behring,FIBROGAMMIN P,factor XIII,250 IU liof.f.a.x 1
362541,B. Braun,GELAFUNDIN,modified gelatin,4% fco.x 10 x 500 ml
362570,Fresenius Kabi,GELOPLASMA,modified gelatin,3% bag for infants x 500 ml
362572,Fresenius Kabi,GELOPLASMA,modified gelatin,3% bag x 500 ml x 20 units.
363110,Gobbi,INFUKOLL GEL,modified gelatin,4% bag for infants x 500 ml
365231,B. Braun,TRACUTIL,trace elements,f.a.x 1 x 10 ml
365425,Coloplast,BIATAIN ALGINATE,calcium alginate,after 10x10 cm x 1 unit (VL)
365426,Coloplast,BIATAIN ALGINATE,calcium alginate,after 15x15 cm x 1 unit (VL)
365427,Coloplast,BIATAIN ALGINATE,calcium alginate,after 5x5 cm x 1 unit (VL)
365428,Coloplast,BIATAIN ALGINATE,calcium alginate,filler 40 cm/2 g x 1 unit (VL)
365530,Boehringer Ingelheim,SPIOLTO RESPIMAT,tiotropium+olodaterol,sol.p/inh.x 30ds.+inhal.
366425,Novartis,SANDOSTATIN LAR,octreotide,20 mg jga.prell.x 1
366485,Novartis,SANDOSTATIN LAR,octreotide,30 mg jga.prell.x 1
369702,Biogen,AVONEX PEN,interferon beta 1a,30 mcg jga.prell.x 4
371265,Scott-Cassara,SEVOMAX,sevoflurane,env.x 250 ml w/sec.prec.
371276,Abbvie,SEVORANE,sevoflurane,env.x 250 ml
371565,Veinfar,CLORURO DE SODIO,soluc.parent/fisiol/glucos/others,20% a.x 100 x 10 ml
371736,B. Braun,CLORURO DE SODIO 0.9% BP,soluc.parent/fisiol/glucos/others,a.plast.x 10 ml
371759,B. Braun,CLORURO DE SODIO 0.9% BP,soluc.parent/fisiol/glucos/others,a.plast.x 5 ml
377007,Bago,ACTINERVAL,carbamazepine,200 mg tablets x 30
377008,Bago,ACTINERVAL,carbamazepine,200 mg tablets x 60
377025,Aspen Pharma,ALDOMET,methyldopa,250 mg comp.rec.x 30
377027,Cassara,ALFACORT,hydrocortisone,1% cr.x 30 g
377032,Adium,APATRIX 30,dexlansoprazole,caps. x 30
377033,Adium,APATRIX 60,dexlansoprazole,caps. x 30
377039,Rontag,ARLEMIDE,aripiprazole,5 mg comp.x 10
377040,Rontag,ARLEMIDE,aripiprazole,15 mg tablets x 15
377041,Rontag,ARLEMIDE,aripiprazole,10 mg tablets x 30
377042,Rontag,ARLEMIDE,aripiprazole,15 mg tablets x 30
377043,Rontag,ARLEMIDE,aripiprazole,5 mg tablets x 30
377048,Casasco,BEMPLAS,clonidine+chlorthalidone,comp.x 30
377049,Casasco,BEMPLAS,clonidine+chlorthalidone,comp.x 60
377053,Kemex,BODACLER 100 MG,carmustine,100 mg f.a.x 1+dissolv.
377065,MSD Argentina SRL,CANCIDAS,caspofungin,50 mg vial x 1
377066,MSD Argentina SRL,CANCIDAS,caspofungin,70 mg vial x 1
377067,Rontag,CARBAMAT,carbamazepine,200 mg tablets x 30
377068,Rontag,CARBAMAT,carbamazepine,200 mg tablets x 60
377069,Denver Farma,CARBAMAZEPINA DENVER FARMA,carbamazepine,200 mg tablets x 30
377070,Denver Farma,CARBAMAZEPINA DENVER FARMA,carbamazepine,200 mg tablets x 60
377071,Varifarma,CISTADINE,clofarabine,20 mg f.a.x 20 ml
377077,LKM,CLOFICRIS,clofarabine,20 mg f.a.x 1 x 20 ml
377078,Teva Argentina,CONFORMAL,carbamazepine,200 mg tablets x 30
377080,Teva Argentina,CONFORMAL,carbamazepine,200 mg tablets x 60
377081,Roche,COTELLIC TABLETS 20 MG,cobimetinib,20 mg comp.x 63
377082,Filaxis Farmaceutica,CICLOFOSFAMIDA FILAXIS,cyclophosphamide,1000 mg f.a.x 1
377083,Filaxis Farmaceutica,CICLOFOSFAMIDA FILAXIS,cyclophosphamide,200 mg f.a.x 5
377084,Filaxis Farmaceutica,CICLOFOSFAMIDA FILAXIS,cyclophosphamide,50 mg comp.rec.x 30
377086,Janssen-Cilag,DAKTARIN,miconazole,oral gel x 40 g
377087,Adium,DECAPEPTYL RETARD,triptorelin,11.25mg IM trimester.kitx1
377091,Roemmers,DEXOPRAL 60,dexlansoprazole,caps. x 15
377092,Roemmers,DEXOPRAL 30,dexlansoprazole,caps. x 30
377093,Roemmers,DEXOPRAL 60,dexlansoprazole,caps. x 30
377094,Abbott EPD,DICETEL,pinaverium bromide,100 mg tablets x 30
377095,Abbott EPD,DICETEL,pinaverium bromide,100 mg tablets x 60
377097,Abbott EPD,DUSPATALIN,mebeverine,200 mg caps. x 20
377112,Fada Pharma,FADALEFRINA,phenylephrine,10 mg a.x 25 x 1 ml
377122,Rontag,LEFLUAR,leflunomide,20 mg comp.rec.x 30
377126,Roche,GAZYVA,obinutuzumabe,1000 mg vial x 1
377127,LKM,GEFILEV,gefitinib,250 mg comp.rec.x 30
377128,Tuteur,GEFINTER,gefitinib,250 mg tablets x 30
377143,Ferring,GONAPEPTYL DAILY,triptorelin,sol.iny.jga.prell.x 7
377144,Siegfried,GROVEN,aripiprazole,15 mg tablets x 15
377145,Siegfried,GROVEN,aripiprazole,20 mg tablets x 15
377146,Siegfried,GROVEN,aripiprazole,10 mg tablets x 30
377147,Siegfried,GROVEN,aripiprazole,15 mg tablets x 30
377151,Duncan,HEPARINA DUNCAN,sodium heparin,5000 U/ml f.a.x 1 x 5 ml
377154,Lepetit,HIDRAL 25,hydralazine,25 mg tablets x 30
377155,Lepetit,HIDRAL 50,hydralazine,50 mg tablets x 30
377156,Ariston,HYDRAPRES,hydralazine,50 mg tablets x 30
377190,Novartis,JADENU,deferasirox,180 mg tablets x 30
377191,Novartis,JADENU,deferasirox,360 mg tablets x 30
377192,Novartis,JADENU,deferasirox,90 mg tablets x 30
377208,Kemex,KEMFLUD 250 MG,fulvestrant,a.x 2 x 5 ml+admin kit.
377214,Roemmers,LANZOPRAL MD,lansoprazole,caps.x 30
377215,Roemmers,LANZOPRAL MD,lansoprazole,susp.sob.x 30
377216,Roemmers,LANZOPRAL,lansoprazole,susp.sob.x 30
377218,Casasco,LEMIDAL,aripiprazole,10 mg tablets x 30
377219,Casasco,LEMIDAL,aripiprazole,15 mg tablets x 30
377220,Casasco,LEMIDAL,aripiprazole,5 mg tablets x 30
377231,Bayer (PH),MESIGYNA,estradiol+norethisterone,inj.IM a.x 1 ml
1573573,Adium,TRUXIMA,rituximab,100 mg vial x 2
377233,Gobbi,GOBBIDONA,methadone,10 mg tab.x 25
377234,Soubeiran Chobet,METACALMANS,methadone,10 mg tablets x 25
377235,Gobbi,GOBBIDONA,methadone,40 mg tab.x 25
377236,Gobbi,GOBBIDONA,methadone,5 mg tab.x 25
377237,Soubeiran Chobet,METACALMANS,methadone,5 mg comp.x 25
377238,Soubeiran Chobet,METACALMANS,methadone,10 mg tablets x 50
377239,Soubeiran Chobet,METACALMANS,methadone,5 mg comp.x 50
377240,Gobbi,GOBBIDONA,methadone,10 mg tab.x 75
377241,Gobbi,GOBBIDONA,methadone,40 mg tab.x 75
377242,Gobbi,GOBBIDONA,methadone,5 mg tab.x 75
377244,Tuteur,MOGIBE,fingolimod,0.5 mg hard capsules x 28
377245,Fada Pharma,MUCHAN,ephedrine,50 mg a.x 100 x 1 ml
1573574,Adium,TRUXIMA,rituximab,500 mg vial x 1
364,Adium,INSULINA HUMALOG,insulin lispro,100 IU fco.x 10 ml
377251,Temis-Lostalo,NEOMAS BOWERS,neomycin,250 mg tablets x 16
377257,Dominguez,NULITE,pinaverium bromide,100 mg tablets x 10
377258,Dominguez,NULITE,pinaverium bromide,100 mg tablets x 30
377259,Dominguez,NULITE,pinaverium bromide,100 mg tablets x 60
377260,Boehringer Ingelheim,OFEV,nintedanib,100 mg caps.x 60
377261,Boehringer Ingelheim,OFEV,nintedanib,150 mg caps.x 60
377279,Gador,POMALID,pomalidomide,4 mg caps.x 21
377281,Finadiet,REGULANE AF,loperamide+simethicone,comp.mast.x 10
999,Biol,GASTERINA,octreotide,0.1 mg a.x 5 x 1 ml
1422,Microsules Arg.,CITARABINA MICROSULES,cytarabine,100 mg liof.f.a.x 1
377306,Fada Pharma,SOBRIUS,sodium heparin,5000 U/ml f.a.x 100x10ml
377307,Fada Pharma,SOBRIUS,sodium heparin,5000 U/ml f.a.x 100 x5ml
377318,Boehringer Ingelheim,JARDIANCE DUO,empagliflozin+metformin chlorh.,5/1000 comp.rec.x 60
377319,Boehringer Ingelheim,JARDIANCE DUO,empagliflozin+metformin chlorh.,12.5/1000 comp.rec.x 60
377320,Boehringer Ingelheim,JARDIANCE DUO,empagliflozin+metformin chlorh.,5/850 comp.rec.x 60
377321,Boehringer Ingelheim,JARDIANCE DUO,empagliflozin+metformin chlorh.,12.5/850 comp.rec.x 60
377322,Megalabs Argentina,TANVIMIL K,vit.k,comp.x 10
377329,Novartis,TEGRETOL,carbamazepine,jbe.x 100 ml
377331,Novartis,TEGRETOL 400 LC,carbamazepine,400 mg tablets x 30
377332,Novartis,TEGRETOL,carbamazepine,200 mg tablets x 60
377333,Novartis,TEGRETOL 400 LC,carbamazepine,400 mg tablets x 60
377345,LKM,TIRLEB,erlotinib,150 mg comp.rec.x 30
377353,Microsules Arg.,TRIMICRO,fulvestrant,250 mg f.a.x 2 x 5 ml
377355,Boehringer Ingelheim,VARGATEF,nintedanib,100 mg caps.x 120
377357,Boehringer Ingelheim,VARGATEF,nintedanib,150 mg caps.x 60
377380,AstraZeneca,XIGDUO XR,"dapagliflozin+metformin,chlorh.",10/1000 mg comp.AP x 28
377381,AstraZeneca,XIGDUO XR,"dapagliflozin+metformin,chlorh.",5/1000 mg comp.AP x 56
377385,LKM,ZITAT,cabazitaxel,60 mg f.a.x 1+diluy.
377386,AstraZeneca,ZOLADEX LA,goserelin acetate,10.8 mg depot x 1
377387,AstraZeneca,ZOLADEX,goserelin acetate,3.6 mg depot x 1
377552,Tuteur,GLASSIA,alpha-1-antitrypsin,f.a.x 1 x 50 ml
1423,Microsules Arg.,CITARABINA MICROSULES,cytarabine,1000 mg liof.f.a.x 1
182816,GlaxoSmithKline Biopharma,ANORO ELLIPTA,umeclidinium+vilanterol,55/22 mcg pvo.inh.x30ds.
377631,Bago,MEZAVANT 1200,mesalazine,1200 mg tablets x 30
377632,Bago,MEZAVANT 1200,mesalazine,1200 mg tablets x 60
382069,Adium,INSULINA HUMALOG,insulin lispro,100 IU 3.0 ml cart.x 5
1914987,Beta,PSICOASTEN LC,paroxetine,37.5 mg comp.rec.x 30
382074,Craveri,ALVERIN,alverine+simethicone,60/300 mg caps.x 20
382075,Craveri,ALVERIN,alverine+simethicone,60/300 mg caps.x 30
382076,Craveri,ALVERIN,alverine+simethicone,60/300 mg caps.x 60
382077,GlaxoSmithKline Biopharma,ALENYS,fluticasone furoate,nasal inh ds.x 120
382078,CSL Behring,BERINERT P,C1-esterase inhibitor,500 U inj.f.a.x 10 ml
382086,Ariston,CIRCUVIT,warfarin,2 mg tablets x 20
382087,Ariston,CIRCUVIT,warfarin,5 mg tablets x 20
382088,Ariston,CIRCUVIT,warfarin,2 mg comp.x 50
382089,Ariston,CIRCUVIT,warfarin,5 mg comp.x 50
382098,Adium,ELIGARD 45 MG,leuprolide acetate,kit x 1
382101,Tuteur,FEINARDON,tetrabenazine,25 mg comp.x 112
382102,Andromaco,FITONAL,ketoconazole,comp.x 20
382105,Rontag,GANAVAX,venlafaxine,37.5 mg tablets x 30
382106,Rontag,GANAVAX,venlafaxine,50 mg tablets x 30
382107,Rontag,GANAVAX,venlafaxine,75 mg tablets x 30
382110,Gador,HARVONI,ledipasvir+sofosbuvir,comp.rec.x 28
382111,Roche,HERCEPTIN SC,trastuzumab,600 mg/5 ml vial x 1
382114,Drawer,HIDROCORTISONA DRAWER,hydrocortisone,500 mg inj.f.a.x 100
382117,Lafedar,KETONAZOL LAFEDAR,ketoconazole,2% oral suspension x 100 ml
382118,Lafedar,KETONAZOL LAFEDAR,ketoconazole,2% oral suspension x 30 ml
382119,Lafedar,KETONAZOL LAFEDAR,ketoconazole,200 mg tablets x 10
382121,Fabra,KETOCONAZOL FABRA,ketoconazole,200 mg tablets x 20
382122,Klonal,KLONATROPINA,atropine sulfate,a.x 100 x 1 ml
1608744,Everex,LIDOMID,pomalidomide,4 mg caps.x 21
1630219,Casasco,SOTIL MET,"sitagliptin+metformin,chlorh.",50/1000 mg rec. tab.x 30
382125,Servier,LONSURF 15 MG,trifluridine+tipiracil,15 mg tablets x 20
382126,Servier,LONSURF 20 MG,trifluridine+tipiracil,20 mg tablets x 20
382127,Servier,LONSURF 15 MG,trifluridine+tipiracil,15 mg tablets x 60
382128,Servier,LONSURF 20 MG,trifluridine+tipiracil,20 mg tablets x 60
382130,Rossmore Pharma,METEOSPASMYL,alverine+simethicone,caps.bl.x 30
382132,Rossmore Pharma,METEOSPASMYL,alverine+simethicone,caps.bl.x 60
382134,Siegfried,MICORAL,ketoconazole,comp.x 10
382135,Siegfried,MICORAL,ketoconazole,comp.x 30
382139,Eczane,NORMOPAX 200,trimebutine,comp.x 30
382140,Eczane,NORMOPAX 200,trimebutine,comp.x 60
1649634,Beta,FEMTERONA,prasterone,ov. x 28 + app. x 6
382149,Roemmers,PLIDEX AP,trimebutine,300 mg comp.lib.prol.x30
382151,Roemmers,PLIDEX 100,trimebutine,comp.x 30
382152,Roemmers,PLIDEX 200,trimebutine,comp.x 30
382155,MSD Argentina SRL,PROGLICEM,diazoxide,100 mg x 5 caps. x 20
382158,Ariston,QUILAREX XR,venlafaxine,150 mg tablets x 28
382159,Ariston,QUILAREX XR,venlafaxine,75 mg tablets x 28
382160,Ariston,QUILAREX,venlafaxine,75 mg tablets x 30
382161,Bago,RUBIFEN SR 20,methylphenidate,20 mg tablets x 30
382162,Bago,RUBIFEN 10,methylphenidate,comp.x 30
382163,Bago,RUBIFEN 20,methylphenidate,comp.x 30
382165,Roemmers,SESAREN XR,venlafaxine,150 mg caps.x 15
382166,Roemmers,SESAREN XR,venlafaxine,225 mg caps.x 15
382167,Roemmers,SESAREN XR,venlafaxine,75 mg caps.x 15
382168,Roemmers,SESAREN XR,venlafaxine,37.5 mg caps.x 28
382169,Roemmers,SESAREN XR,venlafaxine,150 mg caps.x 30
382170,Roemmers,SESAREN XR,venlafaxine,225 mg caps.x 30
382171,Roemmers,SESAREN XR,venlafaxine,75 mg caps.x 30
382172,Roemmers,SESAREN,venlafaxine,25 mg tablets x 30
382173,Roemmers,SESAREN,venlafaxine,50 mg tablets x 30
382174,Roemmers,SESAREN,venlafaxine,75 mg tablets x 30
382175,Ariston,SUMENAN,zolpidem,10 mg tablets x 30
382176,Casasco,SUNVEX LP,venlafaxine,150 mg caps.x 28
382177,Casasco,SUNVEX LP,venlafaxine,37.5 mg caps.x 28
382178,Casasco,SUNVEX LP,venlafaxine,75 mg caps.x 28
382179,Lafedar,TETRABENZ,tetrabenazine,25 mg comp.x 112
382180,Bago,TETRAZOL 25,tetrabenazine,25 mg tablets x 120
382181,Sanofi-Aventis,TOUJEO,insulin glargine,300U/ml penx3x1.5ml
382183,Vannier,TRIMEBUTINA VANNIER,trimebutine,200 mg tablets x 20
382191,Richmond,ZOLODORM,zolpidem,10 mg comp.rec.x 30
382400,Elea,OLOPAT F,olopatadine,0.2% sol.oft.x 2.5 ml
382402,Elea,OLOPAT,olopatadine,0.1% sol.oft.x 5 ml
382408,Novartis,PATANOL,olopatadine,0.1% fco.dropper x 5 ml
382417,Novartis,PATANOL S,olopatadine,0.2% fco.dropper x 2.5 ml
394301,L.D.A.,BACTISONA CREMA,betamethasone,cr.x 30 g
394329,Medisol,BETACORT,betamethasone,0.05% cr.x 15 g
394341,Lafedar,BETAMAT,betamethasone,cr.x 15 g
394375,Andromaco,BETASALIC,"betamethasone+salicylic,ac.",ung.x 15 g
394379,Andromaco,BETASALIC,"betamethasone+salicylic,ac.",loc.x 40 ml
394410,GlaxoSmithKline Biopharma,BETNOVATE,betamethasone,cr.x 15 g
394419,GlaxoSmithKline Biopharma,BETNOVATE,betamethasone,cr.x 30 g
394495,Fabra,BUTASONA FABRA,betamethasone,cr.x 15 g
394497,Casasco,CALCI CORTICAS,"calcipotriol+betamethasone,diprop.",ung.x 30 g
394543,Megalabs Argentina,CLOBEPLUS,clobetasol,cr.x 20 g
394611,Galderma,CLOB-X SHAMPOO,clobetasol,0.05% shampoo x 125 ml
394657,Lazar,CUTANIT,calcipotriol,ung.x 30 g
394658,Lazar,CUTANIT B,"calcipotriol+betamethasone,diprop.",ointment x 30 g
394659,Lazar,CUTANIT LOCION,calcipotriol,env.x 20 ml
394772,Oxapharma,DERMACLOB,clobetasol,0.05% cr.x 15 g
395073,Organon Arg.,ELOCON CREMA,mometasone furoate,knob x 15 g
395446,Organon Arg.,NOVASONE,mometasone furoate,cr.x 15 g
395547,Medisol,SALICORT,"betamethasone+salicylic,ac.",ointment derm.x 30 g
395548,Medisol,SALICORT CAPILAR,"betamethasone+salicylic,ac.",loc.x 30 ml
250759,Elea,MIRANDA,"nomegestrol, acetate + estradiol",comp.x 28 (24+4)
343107,Gador,INSOMNIUM,zopiclone,comp.x 30
395636,Temis-Lostalo,TRESITE F,triiodothyronine+flumethasone,knob x 40 g
395759,Bayer Consumer,ACTRON,ibuprofen,softgel caps x 10 (VL)
395760,Bayer Consumer,ACTRON 600 RAPIDA ACCION,ibuprofen,softgel capsules x 10
395761,Bayer Consumer,ACTRON,ibuprofen,softgel caps x 20 (VL)
395762,Bayer Consumer,ACTRON 600 RAPIDA ACCION,ibuprofen,soft gelatin capsules x20
395763,Bayer Consumer,ACTRON PEDIATRICO,ibuprofen,oral suspension x 100 ml (VL)
395840,Laboratorios Bernabo,ALIDASE,naproxen,comp.x 10
395841,Laboratorios Bernabo,ALIDASE 500,naproxen,comp.x 10
395842,Laboratorios Bernabo,ALIDASE 500,naproxen,comp.x 40
395865,Lazar,ALZEPRAL,esomeprazole,20 mg caps.x 28 (VL)
395866,Lazar,ALZEPRAL,esomeprazole,40 mg caps.x 28 (VL)
395957,Teva Argentina,AURENE,oxcarbazepine,300 mg tablets x 30
395958,Teva Argentina,AURENE,oxcarbazepine,600 mg tablets x 30
395959,Teva Argentina,AURENE,oxcarbazepine,300 mg tablets x 60
395960,Teva Argentina,AURENE,oxcarbazepine,600 mg tablets x 60
396033,Klonal,BROMEXIDRIL,bromhexine,80 mg% jbe.x 120 ml (VL)
396133,Casasco,CALLEXE XR,levetiracetam,500 mg tablets x 30
396134,Casasco,CALLEXE XR,levetiracetam,750 mg tablets x 30
396253,Lazar,COLPOFILIN,metronidazole,500 mg tablets x 10
396254,Lazar,COLPOFILIN,metronidazole,500 mg tablets x 20
396255,Baliarda,COMIL 100,lacosamide,100 mg comp.rec.x 30
396256,Baliarda,COMIL 150,lacosamide,150 mg comp.rec.x 30
396257,Baliarda,COMIL 200,lacosamide,200 mg comp.rec.x 30
396258,Baliarda,COMIL 50,lacosamide,50 mg comp.rec.x 30
396303,Abbott EPD,DEPAKENE,valproic acid,caps.x 50
396304,Abbott EPD,DEPAKENE,valproic acid,jbe.x 120 ml
396570,Genomma Lab.,BENGUE SIN OLOR,diclofenac diethylamine,gel x 35 g (VL)
396710,Trb-Pharma,DICLOGESIC 100 AP,diclofenac sodium,100mg comp.acc.prol.x 10
396744,Lafedar,DIFENAC,diclofenac diethylamine,50 mg comp.rec.x 15
396745,Lafedar,DIFENAC,diclofenac diethylamine,75 mg comp.rec.x 15
396761,Bago,DIOXAFLEX 75 CB,diclofenac sodium,soft capsules x 15
396762,Bago,DIOXAFLEX 75 CB,diclofenac sodium,soft capsules x 30
