Registration No,Product Name,Holder
MAL13075046N,APPETON MULTIVITAMIN OPTIGROW PLUS,KOTRA PHARMA (M) SDN. BHD.
MAL17107028AZ,Ciflox Eye Drop 0.3% w/v,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20014495AZ,CEF-3 INJECTION IM (250MG),SPG PHARMA (MALAYSIA) SDN BHD
MAL11060005AZ,VAXCEL CEFOBACTAM-1G INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL19861176AZ,CHLORPYRIMINE INJECTION 10MG/ML,ATLANTIC LABORATORIES (M) SDN. BHD.
MAL20014494AZ,CEF-3 INJECTION 1V (1G),SPG PHARMA (MALAYSIA) SDN BHD
MAL17085008AZ,Pharmaniaga Phenytoin Sodium 250mg/5ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL08042447AZ,Clamentin Injection 1.2g,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19961701AZ,TYMIDIN 200,SM PHARMACEUTICALS SDN. BHD.
MAL11085007XZ,RinsCap CIPA ( CHLORHEXIDINE GLUCONATE 2% w/v and ISOPROPYL ALCOHOL 70% v/v ),AIN MEDICARE SDN. BHD.
MAL19973342AZ,DEMOTHINE INJECTION 100MG/2ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL08010688ACZ,Iopamiro 370 Injection,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL11040026AZ,INJECSOL S20 SODIUM CHLORIDE 20% w/v INJECTION BP,AIN MEDICARE SDN. BHD.
MAL20046133X,Alsoft A Hand Disinfectant 0.2% w/v,Goodmaid Chemicals Corp. Sdn. Bhd.
MAL19910073AZ,DIPRODIN ELIXIR,KOTRA PHARMA (M) SDN. BHD.
MAL19962172XZ,SHINE VITAMIN C-100 (ORANGE FLAVOUR),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL06091374XRS,INTRALIPID 20%,FRESENIUS KABI MALAYSIA SDN. BHD
MAL19984025AZ,DOMI INJECTION 5MG (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20012752XR,CO ENZYME Q10 100MG,21ST CENTURY PRODUCTS SDN. BHD.
MAL07061564X,Appeton Essentials MV21G + Selenium,KOTRA PHARMA (M) SDN. BHD.
MAL19984026AZ,DOMI INJECTION 15MG (3ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL18106109AZ,Pharmaniaga Fentanyl 50mcg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL11110008AZ,Tacarline Injection 1mg/ ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20031763ACZ,BONKY INJECTION,BIO-PHARMACEUTICALS SDN. BHD.
MAL20013996ACZ,MESPORIN-1000 I.V. VIALS,MEPHARM (MALAYSIA) SDN. BHD.
MAL20013450AZ,DEXIN INJECTION 2ML,SM PHARMACEUTICALS SDN. BHD.
MAL20013984AZ,SII MEASLES VACCINE LIVE ATTENUATED (FREEZE- DRIED)-10 DOSES,SM PHARMACEUTICALS SDN. BHD.
MAL19911426X,[TIMEOUT ERROR],
MAL14115013AZ,Salbutamol-G Expectorant,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985966AZ,UDOXAN INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19972531AZ,GASTRIL 50MG/2ML INJECTION (2ML AMPOULE),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19921172XZ,ARFEN 250 SUPPOSITORIES,KOMEDIC SDN BHD
MAL20012703ARZ,INTAXEL INJECTION,FRESENIUS KABI MALAYSIA SDN. BHD
MAL19984034AZ,APALIN 500MG INJECTION (2ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20132309AZ,CLOMETRO 7HP,SM PHARMACEUTICALS SDN. BHD.
MAL19963164AZ,CEFLOUR INJECTION 0.75G,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL18016024ACZ,Rocuronium-hameln 10mg/ml Injection,IMEKS PHARMA SDN. BHD.
MAL20116003ACRZ,Nocdurna Oral Lyophilisate for Sublingual 50 mcg,Ferring Sdn. Bhd.
MAL19989041XZ,YSP Bisacodyl Suppositories 5 mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL08010687ACZ,Iopamiro 300 Injection,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL19870561AZ,N/A,N/A
MAL19973702AZ,AXCEL LIGNOCAINE 2% GEL STERILE,KOTRA PHARMA (M) SDN. BHD.
MAL10120020ACZ,N/A,N/A
MAL19016090ACRZ,Erysaa Prefilled Syringe 4000IU/0.4mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL07021524XCR,Appeton Essentials Fish Oil With Omega-3,KOTRA PHARMA (M) SDN. BHD.
MAL19993073AZ,ANACAINE INJECTION 2%,SM PHARMACEUTICALS SDN. BHD.
MAL08051617XZ,AXPAIN-650 CAPLET,KOTRA PHARMA (M) SDN. BHD.
MAL20000380AZ,INFUSOL M10,AIN MEDICARE SDN. BHD.
MAL20020152AZ,VAXCEL CEFTAZIDIME-1G INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL20001914XZ,Scabitone Emulsion,SM PHARMACEUTICALS SDN. BHD.
MAL12095092AZ,TRACIDOL INJECTION 50MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19912626X,POTCIT MIXTURE,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL09062132X,Appeton Essentials Antioxidant,KOTRA PHARMA (M) SDN. BHD.
MAL20002288X,Uphaplast Medicated Plaster,Duopharma Marketing Sdn. Bhd.
MAL07061565X,Appeton Essentials MV21 Caplet,KOTRA PHARMA (M) SDN. BHD.
MAL20014358AZ,INFUSOL HMK,AIN MEDICARE SDN. BHD.
