value,count,example_columns
interfer?n beta 1a sin alb?mina,3,active_ingredient
irbesart?n+amlodipino,3,active_ingredient
"l?ctico,?c.+urea+asoc.",3,active_ingredient
laca p/u?as x 5 ml (VL),3,description
lisdexanfetamina,3,active_ingredient
magnesio+amino?cidos+asoc.,3,active_ingredient
"mefen?mico,?c.",3,active_ingredient
"nifl?mico,?c.+orfenadrina",3,active_ingredient
nitrofuranto?na,3,active_ingredient
olmesart?n,3,active_ingredient
Orex?geno,3,therapeutic_class
pamidronato dis?dico,3,active_ingredient
phaseolus vulgaris+prote?na de soja+vit.c,3,active_ingredient
Probi?ticos,3,therapeutic_class
prop?leo de abeja,3,active_ingredient
prote?as de suero de leche,3,active_ingredient
Psicoanal?ptico Anticolinester?sico,3,therapeutic_class
Reparaci?n epid?rmica vulvo-vaginal,3,therapeutic_class
"salic?lico,?c.+glic?lico,?c.+retinol",3,active_ingredient
sob.c/16 toall. h?m.x 3 (VL),3,description
sol.oft.est?ril x 5 ml,3,description
soluci?n control x 1 (VL),3,description
somapacit?n,3,active_ingredient
susp.oft.est?ril x 5 ml,3,description
t? verde+asoc.,3,active_ingredient
tetrap?ptidos+asoc.,3,active_ingredient
Trat.degeneraci?n macular(DMAE),3,therapeutic_class
Trat.fragilidad cabellos/u?as,3,therapeutic_class
Trat.hipotricosis de pesta?as,3,therapeutic_class
"undecil?nico,?c.+asoc.",3,active_ingredient
vit.+amino?cidos+minerales,3,active_ingredient
vit.+amino?cidos+minerales+asoc.,3,active_ingredient
"vit.d+zinc,?x.+b?rico,?c.",3,active_ingredient
Vitam?ico,3,therapeutic_class
vitis vin?fera,3,active_ingredient
xilitol+niacinamida+manteca de karit?,3,active_ingredient
0.4 mg c?ps.lib.cont.x30,2,description
0.4 mg c?ps.lib.prol.x30,2,description
0.5 mg c?ps.x 100,2,description
1 mg c?ps.x 30,2,description
10 mg c?ps.bl.x 10 (VL),2,description
10 mg c?ps.bl.x 7 (VL),2,description
10 mg c?ps.fco.x 60,2,description
10 mg c?ps.lib.prol.x 30,2,description
10 mg c?ps.x 28 (VL),2,description
10 mg c?ps.x 30 (VL),2,description
10 mg c?ps.x 7,2,description
10/10 mg c?ps.x 30,2,description
100 mg c?ps. x 90,2,description
100 mg c?ps.lib.prol.x30,2,description
100 mg c?ps.x 120,2,description
100 mg c?ps.x 15,2,description
100 mg c?ps.x 28,2,description
100 mg c?ps.x 50,2,description
100 mg c?ps.x 90,2,description
100000 UI c?ps.bl. x 1,2,description
100000 UI c?ps.bl. x 2,2,description
100000 UI c?ps.bl. x 4,2,description
110 mg c?ps.x 30,2,description
110 mg c?ps.x 60,2,description
120 mg c?ps. bl. x 7,2,description
120 mg c?ps.x 60,2,description
125 mg c?ps.x 50,2,description
14/10mg c?ps.x 30,2,description
140 mg c?ps.x 21,2,description
145 mcg c?ps.x 30,2,description
150 mg c?ps.lib.prol.x28,2,description
150 mg c?ps.x 2,2,description
150 mg c?ps.x 4,2,description
16 mg c?ps.x 28,2,description
18 mg c?ps.x 7,2,description
20 mg c?ps.fco.x 60,2,description
20 mg c?ps.lib.prol.x 30,2,description
20 mg c?ps.x 21,2,description
20 mg c?ps.x 42 (VL),2,description
20 mg c?ps.x 60,2,description
20 mg c?ps.x 7 (VL),2,description
200 mg c?ps.x 14,2,description
240 mg c?ps.x 56,2,description
25 mg c?ps.x 14,2,description
25 mg c?ps.x 60,2,description
250 mg c?ps.x 12,2,description
28/10mg c?ps.x 30,2,description
290 mcg c?ps.x 30,2,description
3 casta?o oscuro kit x 1 (VL),2,description
320 mg c?ps.x 30,2,description
37.5 mg c?ps.x 28,2,description
4 mg c?ps.x 3,2,description
40 mg c?ps.lib.prol.x 30,2,description
40 mg c?ps.x 14,2,description
40 mg c?ps.x 15,2,description
40 mg c?ps.x 42 (VL),2,description
40 mg c?ps.x 56,2,description
400 mg c?ps.x 10 (VL),2,description
400 mg c?ps.x 60,2,description
400 mg c?ps.x 60 (VL),2,description
50 mg c?ps.x 10,2,description
50 mg c?ps.x 120,2,description
50 mg c?ps.x 20,2,description
50 mg c?ps.x 60,2,description
50/4 mg c?ps.x 10,2,description
500 mg ?v.x 8,2,description
500mg bl?st.x50 comp.x10 (VL),2,description
60 mg c?ps.x 60,2,description
600 mg c?ps.blandas x 10,2,description
600 mg c?ps.blandas x 20,2,description
61 mg c?ps.bl.x 30,2,description
75 mg c?ps.lib.prol.x 28,2,description
8 mg c?ps.x 28,2,description
8 mg c?ps.x 30,2,description
80 mg c?ps.x 30,2,description
90 mg c?ps. bl. x 14,2,description
90 mg c?ps. bl. x 28,2,description
?c.hialur?nico reticulado,2,active_ingredient
?c.tranex?mico+niacinamida+asoc.,2,active_ingredient
?cido c?lico,2,active_ingredient
?v. x 10,2,description
?v. x 14,2,description
?v. x 20,2,description
?v.x 1 (VL),2,description
?v.x 10,2,description
aceite de arg?n+oro coloidal,2,active_ingredient
aceite de salm?n,2,active_ingredient
aceite de salvia ch?a,2,active_ingredient
acetilciste?na+c?rcuma+vit.c+asoc.,2,active_ingredient
acetilciste?na+paracet.+asoc.,2,active_ingredient
Activador metab?lico muscular,2,therapeutic_class
Agente modificador de l?pidos,2,therapeutic_class
"alcanfor+b?rico,?c.+asoc.",2,active_ingredient
"aluminio,clorhidr?xido+asoc.",2,active_ingredient
amino?cidos+col?g.hidrolizado+vit.d3,2,active_ingredient
"aminocaproico,?c.",2,active_ingredient
amoxicilina+?c.clavul?nico+asoc.,2,active_ingredient
Analg?sico Anticefaleico,2,therapeutic_class
Analg?sico Narc?tico,2,therapeutic_class
Anest?sico Refrigerante,2,therapeutic_class
ang?lica+asoc.,2,active_ingredient
ant?geno virus sincicial resp.,2,active_ingredient
Antagonista liberaci?n LHRH,2,therapeutic_class
Anti?cido Anest?sico T?pico,2,therapeutic_class
Antial?rgico Antiinflamatorio Antihistam?nico,2,therapeutic_class
Antiast?nico,2,therapeutic_class
Antibacteriano t?pico,2,therapeutic_class
Antibi?tico Antial?rgico,2,therapeutic_class
Antichag?sico,2,therapeutic_class
Antiendometri?sico,2,therapeutic_class
Antif?ngico,2,therapeutic_class
Antifibrinol?t.Inhib.proteinasa,2,therapeutic_class
Antigripal Antihistam?nico,2,therapeutic_class
Antihistam?nico Antitusivo,2,therapeutic_class
Antihistam?nico Descongestivo,2,therapeutic_class
Antihistam?nico Mucol?tico,2,therapeutic_class
Antimiast?nico,2,therapeutic_class
Antimic?tico Antial?rgico,2,therapeutic_class
Antineur?tico,2,therapeutic_class
Antiprogest?geno,2,therapeutic_class
Antis?ptico urinario,2,therapeutic_class
ap?s.10x10 cm x 1 unid. (VL),2,description
ap?s.15x15 cm x 1 unid. (VL),2,description
atorvastat?n+fenofibrato,2,active_ingredient
b?lsamo x 200 g (VL),2,description
ba?o cr.x 115 g,2,description
ba?o cr.x 125 g,2,description
"benzoca?na+permetrina+bencilo,benzoato",2,active_ingredient
bl?ster c?ps.x 30 (VL),2,description
bl?ster c?ps.x 60 (VL),2,description
bl?ster caram.x 9 (VL),2,description
bl?ster comp.x 200 (VL),2,description
bl?ster tab.x 30 (VL),2,description
bl?ster tab.x 60 (VL),2,description
c?ps. x 10 (VL),2,description
c?ps. x 120 (VL),2,description
c?ps. x 4 (VL),2,description
c?ps. x 50 (VL),2,description
c?ps.bl. x 30 (VL),2,description
c?ps.bl. x 8 (VL),2,description
c?ps.bl.vag.x 7,2,description
c?ps.bl.x 1,2,description
c?ps.bl.x 20 (VL),2,description
c?ps.blanda x 1,2,description
c?ps.blandas vag.x 6,2,description
c?ps.blandas x 2,2,description
c?ps.blandas x 50,2,description
c?ps.blandas x 50 (VL),2,description
c?ps.gastrorres.x 30 (VL),2,description
c?ps.gelat.blanda x 10 (VL),2,description
c?ps.gelat.blanda x 20,2,description
c?ps.gelat.blanda x 20 (VL),2,description
c?ps.lib.prol.x 10,2,description
c?ps.p/inhalar x 60,2,description
c?ps.x 1 (VL),2,description
c?ps.x 12,2,description
c?ps.x 15 (VL),2,description
c?ps.x 2,2,description
c?ps.x 24,2,description
c?ps.x 40,2,description
c?ps.x 40 (VL),2,description
c?ps.x 50 (VL),2,description
c?ps.x 60 + aplic.,2,description
c?rcuma,2,active_ingredient
c?rcuma+jengibre+asoc.,2,active_ingredient
c?scara sagrada,2,active_ingredient
"cafe?na,citrato",2,active_ingredient
"cal?ndula,extr.glic?lico",2,active_ingredient
carbociste?na+dextrometorfano bromh.,2,active_ingredient
centella asi?tica,2,active_ingredient
Cicatrizante Antibi?tico,2,therapeutic_class
"cincoca?na,clorh.+asoc.",2,active_ingredient
clorazepato dipot?sico,2,active_ingredient
col?g.+ca-hmb+?c.hialur.+vit.c+vit.d3,2,active_ingredient
col?g.+vit.+minerales+coenzima Q10,2,active_ingredient
comp.rec.x 30+c?ps.x 30,2,description
concizumab,2,active_ingredient
cr.d?rm.x 30 g,2,description
d?a cr.x 40 ml,2,description
decametrina+piperonilbut?xido,2,active_ingredient
Descongestivo Antial?rgico nasal,2,therapeutic_class
Descongestivo d?rmico,2,therapeutic_class
Descongestivo prost?tico,2,therapeutic_class
detergentes hipoalerg?nicos,2,active_ingredient
diacere?na+sulf.glucosamina pot.,2,active_ingredient
difenilhidanto?na,2,active_ingredient
Digestivo enzim?tico,2,therapeutic_class
dispenser c?ps.x 100 (VL),2,description
emulsi?n x 50 ml (VL),2,description
Estimulador cut?neo,2,therapeutic_class
estuche x 30 c?ps. (VL),2,description
Exfoliante d?rmico,2,therapeutic_class
f?rm.enteral isocal?rica,2,active_ingredient
f?rm.enteral isocal?rica ni?o,2,active_ingredient
f?rm.hipercal?rica lactante,2,active_ingredient
f?rm.hipercal?rica para ni?o,2,active_ingredient
F?rmula p/lactantes s/lactosa,2,therapeutic_class
fco.c?ps.x 30 (VL),2,description
fco.x 60 c?ps,2,description
fenolftale?na+asoc.,2,active_ingredient
fibra soluble de ma?z,2,active_ingredient
fl?or+asoc.,2,active_ingredient
gangli?sidos,2,active_ingredient
gentamicina+benzoca?na+asoc.,2,active_ingredient
"glic?lico,?c.+hidroquinona",2,active_ingredient
glic?ridos nat.+vit.a+vit.d,2,active_ingredient
gonadotrofina cori?nica,2,active_ingredient
"hialur?nico,?c.+manitol",2,active_ingredient
hialuronato s?dico+asoc.,2,active_ingredient
hidroxietil almid?n,2,active_ingredient
hip?rico+soja isoflavonas,2,active_ingredient
Hipn?tico Tranquilizante,2,therapeutic_class
Hipoalerg?nico,2,therapeutic_class
"ibandr?nico,?c.+asoc.",2,active_ingredient
Inhibidor de la melanog?nesis,2,therapeutic_class
"inosina,monofosfato dis?dico",2,active_ingredient
irbesart?n,2,active_ingredient
irbesart?n+hidroclorotiazida,2,active_ingredient
jab.l?q.x 60 ml (VL),2,description
jab?n l?q. x 180 ml (VL),2,description
jab?n l?q. x 200 ml (VL),2,description
jab?n l?quido x 200 ml (VL),2,description
ketoconazol+?c.salic?lico,2,active_ingredient
l?q.x 160 ml,2,description
laca p/u?as x 4 ml (VL),2,description
lanre?tido,2,active_ingredient
Laxante Diur?tico,2,therapeutic_class
lidoca?na+hidrocortisona+asoc.,2,active_ingredient
lidoca?na+priloca?na,2,active_ingredient
lim?n caram.x 9 (VL),2,description
limpiador l?q.x 236 ml (VL),2,description
loci?n x 140 ml (VL),2,description
loci?n x 245 ml (VL),2,description
loci?n x 250 ml (VL),2,description
lute?na+asoc.,2,active_ingredient
m?scara pote x 150 ml,2,description
metoxipolietilenglicol-epoetina?,2,active_ingredient
Mi?tico,2,therapeutic_class
micofenolato s?dico,2,active_ingredient
miel/lim?n sob.x 5 x 5 g (VL),2,description
miel/lim?n sob.x 50 x 5g (VL),2,description
moviliz.de c?lulas madres hematopoy?ticas,2,therapeutic_class
naranja s/az?c. tab.x10 (VL),2,description
Neurol?ptico Antihistam?nico,2,therapeutic_class
ni?os 4 mg comp.mast.x30,2,description
ni?os 5 mg comp.mast.x30,2,description
Nootr?pico,2,therapeutic_class
Nutrici?n p/pacientes renales,2,therapeutic_class
omega 3+lute?na+vit.+minerales,2,active_ingredient
p?ptido c?prico+asoc.,2,active_ingredient
p?ptidos+urea+asoc.,2,active_ingredient
paclitaxel alb?mina,2,active_ingredient
parches d?rmicos x 30 (VL),2,description
peginterfer?n beta 1 A,2,active_ingredient
pl?ntago ovata+cassia angustif.,2,active_ingredient
poliestiren sulfonato c?lcico,2,active_ingredient
"polisacaridosulf?rico,?c.(?ster)",2,active_ingredient
Prev.enf.resp.por VSR en ni?os,2,therapeutic_class
Prevenci?n cardiovascular,2,therapeutic_class
proparaca?na,2,active_ingredient
prote?nas de soja,2,active_ingredient
Queratol?tico Queratopl?stico,2,therapeutic_class
Reemplazante de l?quido sinovial,2,therapeutic_class
"retinoico,?c.+asoc.",2,active_ingredient
"ricinoleico,?c.triglic?rido",2,active_ingredient
s/sabor l?quido x 1000ml (VL),2,description
s?rum cr.x 30 ml (VL),2,description
s?rum x 30 g (VL),2,description
sabor lim?n caram.x 9 (VL),2,description
"salic?lico,?c.+mand?lico,?c.",2,active_ingredient
sin sabor pote x300 g (VL),2,description
sol.multiprop?sitox120ml (VL),2,description
sol.multiprop?sitox355ml (VL),2,description
sol.oft.est?ril x 10 ml,2,description
sol.oft?lmica x 5 ml,2,description
sol.t?pica x 60 ml (VL),2,description
somatrog?n,2,active_ingredient
sulfadiazina+alanto?na+asoc.,2,active_ingredient
susp.?tica x 5 ml,2,description
susp.oft?lmica x 5 ml,2,description
Timol?ptico,2,therapeutic_class
"titanio,di?xido+zinc,?xido",2,active_ingredient
"tolfen?mico,?c.",2,active_ingredient
toxoide tet?n.+dift?r.+pertusis,2,active_ingredient
toxoide tet?nico,2,active_ingredient
toxoide tet?nico+dift?rico,2,active_ingredient
Trat.acromegalia/tum.neuroend?c.,2,therapeutic_class
Trat.de errores cong?nitos,2,therapeutic_class
Trat.del eccema at?pico,2,therapeutic_class
Trat.dermatitis del pa?al,2,therapeutic_class
Trat.s?ndrome premenstrual,2,therapeutic_class
"trehalosa+caboximetilcelulosa,s?dica+glicerina",2,active_ingredient
tretino?na+eritromicina,2,active_ingredient
triglic?ridos cad.media+asoc.,2,active_ingredient
vac.antimeningoc?ccica acyw-135,2,active_ingredient
Vac.antimeningoc?ccica ACYW-135,2,therapeutic_class
vainilla l?q. x 200 ml (VL),2,description
vainilla l?quido x 200ml (VL),2,description
vit.a+vit.c+vit.d+fl?or,2,active_ingredient
vit.b1 b6 b12+?c.ti?ctico,2,active_ingredient
vit.b1 b6 b12+cafe?na+ginseng+guaran?,2,active_ingredient
vit.b1 b6 b12+dha+fosfatidilserina+?c.f?l.,2,active_ingredient
"vit.d+calcio+hialur?nico,?c.+asoc.",2,active_ingredient
vit.d3+vit.a+vit.e+alanto?na,2,active_ingredient
0.1 mg c?ps.x 30,1,description
0.12% gel buc.t?p.x 20 g (VL),1,description
0.2% n?.gts.x 20 ml,1,description
0.20% jbe.x120ml s/az?c. (VL),1,description
0.23/0.46 mg c?ps. x 7,1,description
0.25 mcg c?ps.x 30,1,description
0.25 mg c?ps.x 30,1,description
0.35 mg c?ps.x 30,1,description
0.4 mg c?ps.lib.cont.x60,1,description
0.4 mg c?ps.lib.cont.x90,1,description
0.4 mg c?ps.lib.mod.x30,1,description
0.4 mg c?ps.lib.mod.x60,1,description
0.4mg c?ps.L.C.x30(TRZB),1,description
0.4mg c?ps.lib.cont.x 60,1,description
0.4mg c?ps.lib.prol.x 30,1,description
0.5 gr. c?ps.bl. x 30,1,description
0.5 mg c?ps.x 20,1,description
0.5% loci?n x 60 g,1,description
0.5/0.4 mg c?ps.x 60,1,description
0.5mg c?ps.acc.prol.x 50,1,description
0.75 mg c?ps.x 100,1,description
0.92 mg c?ps. x 28,1,description
022 p/trat.qu?m. x 20 ml (VL),1,description
1 g bl?st.x 50 comp.x 8 (VL),1,description
1 g c?ps.x 20 (VL),1,description
1 g c?ps.x 50 (VL),1,description
1 g c?ps.x 60,1,description
1 g c?ps.x 90,1,description
1 gr. c?ps.bl. x 30,1,description
1 mg c?ps.acc.prol.x 50,1,description
1 mg c?ps.x 20,1,description
1 mg c?ps.x 50,1,description
1 mg c?ps.x 90 (VL),1,description
1 unidad c?d. 145730 (VL),1,description
1 unidad c?d. 175507 (VL),1,description
1 unidad c?d. 183910 (VL),1,description
1 unidad c?d. 25510 (VL),1,description
1 unidad c?d. 418000 (VL),1,description
1 unidad c?d. 422285 (VL),1,description
1 unidad c?d. 423286 (VL),1,description
1 unidad c?d. 423289 (VL),1,description
1 unidad c?d. 650941 (VL),1,description
1 unidad c?d.423288 (VL),1,description
1.5 mg c?ps.x 14,1,description
1.5 mg c?ps.x 28,1,description
1.5 mg c?ps.x 56,1,description
1.5% sol.t?pica x 60 ml,1,description
10 mcg c?ps.p/inh.x 30,1,description
10 mg bl?st.comp.x 20,1,description
10 mg c?ps. x 20,1,description
10 mg c?ps. x 30,1,description
10 mg c?ps.bl.x 100,1,description
10 mg c?ps.duras x 30,1,description
10 mg c?ps.lib.cont.x 28,1,description
10 mg c?ps.lib.prol.x 28,1,description
10 mg c?ps.x 10 (VL),1,description
10 mg c?ps.x 100,1,description
10% sol.t?p.x4ml +aplic.,1,description
10%sol.t?p.x4ml+aplic.,1,description
10/10 c?ps.x 30,1,description
10/10 mg c?ps. x 30,1,description
10/10 mg c?ps.x 50,1,description
10/134mg compx30+c?psx30,1,description
100 mg ?v.vag.x 3,1,description
100 mg bl?st.x 25 x 30 u,1,description
100 mg c?ps. x 120,1,description
100 mg c?ps. x 504 (EH),1,description
100 mg c?ps. x 60,1,description
100 mg c?ps.bl.x 30,1,description
100 mg c?ps.x 100,1,description
100 mg c?ps.x 14,1,description
100 mg c?ps.x 15 (VL),1,description
100 mg c?ps.x 36,1,description
100 mg c?ps.x 56,1,description
100 mg x 5 c?ps.x 20,1,description
100.000 UI c?ps. x 1,1,description
100.000 UI c?ps. x 3,1,description
100/20/10 mg c?ps.x 30,1,description
100/20/2.5 mg c?ps.x 30,1,description
100/20/5 mg c?ps.x 30,1,description
1000 mg c?ps.bl.x 30 (VL),1,description
1000 mg c?ps.bl.x 60 (VL),1,description
1000 mg c?ps.x 30,1,description
1000 mg c?ps.x 60,1,description
100000 UI c?ps.bl.x 1,1,description
100000 UI c?ps.bl.x 2,1,description
100000 UI c?ps.x 30,1,description
1007 p/ca?da leve x 20ml (VL),1,description
1007 potenc.p/ca?dax20ml (VL),1,description
100mg bl?st. x10 comp.x2,1,description
100mg bl?st.x 50 x15c?ps,1,description
100mg bl?st.x1x30 unid.,1,description
100mg c?ps.lib.prol.x 10,1,description
100mg c?ps.lib.prol.x 20,1,description
100mg c?ps.lib.prol.x 30,1,description
100mg c?ps.lib.prol.x500,1,description
10hierbas+prop?leo x 50g (VL),1,description
110 mg c?ps.x 10,1,description
120 mg c?ps.bl.x 10,1,description
120 mg c?ps.duras x 21,1,description
120 mg c?ps.duras x 42,1,description
120 mg c?ps.duras x 84,1,description
1200 mg c?ps.x 30 (VL),1,description
1200 mg c?ps.x 60 (VL),1,description
125 mg c?ps.x 100,1,description
125 mg c?ps.x 30,1,description
12M c?ps.x 100,1,description
14 mg c?ps.x 30,1,description
14/10 c?ps.lib.prol.x 30,1,description
145 mcg c?ps.x 10,1,description
15 mg c?ps.bl.x 10,1,description
15 mg c?ps.bl.x 30,1,description
15 mg c?ps.blandas x 10,1,description
15 mg c?ps.blandas x 20,1,description
15 mg c?ps.disp.x 60,1,description
15 mg c?ps.x 10,1,description
15 mg c?ps.x 30,1,description
15/100 quir?rg.cep.x 1 (VL),1,description
150 mcg c?ps.p/inh.x30,1,description
150 mg c?ps.x 100,1,description
150 mg c?ps.x 112,1,description
150 mg c?ps.x 15,1,description
150 mg c?ps.x 224,1,description
150 mg c?ps.x 32,1,description
150 mg c?ps.x 8,1,description
1500 ml est?ril x 10 u. (VL),1,description
150mg/1.5ml lap.prell.x1,1,description
15mg bl?s.x2spray nas.x2,1,description
160 mg c?ps.x 60,1,description
160/4.5mcg c?ps.inh.x 60,1,description
160/4.5mcg c?ps.inh.x120,1,description
180 mg c?ps.x 30,1,description
1g bl?ster x 8 comp.,1,description
2 mcg c?ps.x 30,1,description
2 mg c?ps.fco.x 60,1,description
2 mg c?ps.x 100,1,description
2.3 mg c?ps.x 3,1,description
2.5 mg c?ps.x 30,1,description
2.5/5 mg c?ps. x 30,1,description
20 mg blist.c?ps.x 15 (VL),1,description
20 mg c?ps. x 30,1,description
20 mg c?ps.bl. x 1,1,description
20 mg c?ps.bl.x 120,1,description
20 mg c?ps.bl.x 30 (VL),1,description
20 mg c?ps.lib.cont.x 28,1,description
20 mg c?ps.lib.ext.x 30,1,description
20 mg c?ps.lib.prol.x 28,1,description
20 mg c?ps.x 1,1,description
20 mg c?ps.x 10 (VL),1,description
20 mg c?ps.x 15,1,description
20 mg c?ps.x 28,1,description
20 mg c?ps.x 490(EH) (VL),1,description
20 mg c?ps.x 56 (VL),1,description
20 mg c?ps.x 70 (VL),1,description
20/10 c?ps.x 30,1,description
20/10 mg c?ps. x 30,1,description
20/134mg compx30+c?psx30,1,description
200 c?ps.x 120+aplicador,1,description
200 c?ps.x 60 +aplicador,1,description
200 mcg c?ps.p/inh.x 60,1,description
200 mg c?ps.bl.x 15,1,description
200 mg c?ps.bl.x 30,1,description
200 mg c?ps.x 10 (VL),1,description
200 mg c?ps.x 112,1,description
200 mg c?ps.x 21,1,description
200 mg c?ps.x 28,1,description
200 mg c?ps.x 42,1,description
200 mg c?ps.x 50,1,description
200 mg c?ps.x 500,1,description
200 mg c?ps.x 7,1,description
200 mg c?ps.x 90,1,description
200 mg fco.x 60 c?ps,1,description
200/10mcg c?ps.p/inh.x60,1,description
200/10mg c?psx30+compx30,1,description
200/6 mcg c?ps.inh.x 60,1,description
200mcg c?p.inh.c/dispx30,1,description
20M c?ps.x 100,1,description
20mg bl?.x50 c?ps.gr.x14 (VL),1,description
20mg bl?st.x50 x 14c?ps. (VL),1,description
20mg.c?ps.x900 bl.60x15 (VL),1,description
21/10mg c?ps.x 30,1,description
225 mg c?ps.x 15,1,description
225 mg c?ps.x 30,1,description
231 mg c?ps.dur.x 120,1,description
240 mg c?ps.x 30,1,description
25 mg c?ps.bl.x 10 (VL),1,description
25 mg c?ps.bl.x 112,1,description
25 mg c?ps.bl.x 56,1,description
25 mg c?ps.blandas x 16 (VL),1,description
25 mg c?ps.blandas x 8 (VL),1,description
25 mg c?ps.disp.x 60,1,description
25 mg c?ps.x 10 (VL),1,description
25 mg c?ps.x 250,1,description
25 mg c?ps.x 50,1,description
250 mg c?ps. x 50,1,description
250 mg c?ps.x 10,1,description
250 mg c?ps.x 140,1,description
250 mg c?ps.x 50,1,description
250 mg c?ps.x 60,1,description
250 mg fco.x 60 c?ps,1,description
25000 UI c?ps.bl. x 4,1,description
25000 UI c?ps.bl.x 2,1,description
25000 UI c?ps.bl.x 4,1,description
28 mg c?ps.x 28,1,description
28 mg c?ps.x 30,1,description
28/10 c?ps.lib.prol.x 30,1,description
290 mcg c?ps.x 10,1,description
3 casta?o oscuro ind.x 1 (VL),1,description
3 mg c?ps.acc.prol.x 50,1,description
3 mg c?ps.x 14,1,description
3 mg c?ps.x 28,1,description
3 mg c?ps.x 3,1,description
3 mg c?ps.x 30 (VL),1,description
3 mg c?ps.x 50,1,description
3 mg c?ps.x 56,1,description
3 mg c?ps.x 60 (VL),1,description
3 unid. c?d. 187987 (VL),1,description
30 mg c?ps. x 30,1,description
30 mg c?ps.bl. x 1,1,description
30 mg c?ps.lib.prol.x 30,1,description
30 mg c?ps.x 1,1,description
30 mg c?ps.x 15,1,description
30 mg c?ps.x 15 (VL),1,description
30 mg c?ps.x 28,1,description
30 mg c?ps.x 28 (VL),1,description
30 mg c?ps.x 7,1,description
30 mg x 30 c?ps.duras,1,description
300 mcg c?ps.p/inh.x30,1,description
300 mg c?ps.bl.x 30,1,description
300 mg c?ps.x 14,1,description
300 mg c?ps.x 15,1,description
300 mg c?ps.x 24,1,description
300 mg c?ps.x 480 (EH),1,description
300/60 mg c?ps.x 30,1,description
300/60 mg c?ps.x 60,1,description
30mg bl?st.x 20 x 10 c/u (VL),1,description
30mg c?ps.lib. mod.x28,1,description
30mg c?ps.lib.mod.x 14,1,description
320 mg c?ps.x 28,1,description
320 mg c?ps.x 56,1,description
34 mg c?ps. x 30,1,description
37.5 mg c?ps.lib.prol.x7,1,description
37.5 mg c?ps.x 14,1,description
37.5 mg c?ps.x 30,1,description
37.5mg c?ps.lib.prol.x14,1,description
4 casta?o ind.x 1 (VL),1,description
4 mg c?ps.duras x 30,1,description
4% sol.t?pica derm.x50ml,1,description
4.5 mg c?ps.x 14,1,description
4.5 mg c?ps.x 28,1,description
4.5 mg c?ps.x 56,1,description
4.6 casta?o rojizo indx1 (VL),1,description
4.6 casta?o rojizo kitx1 (VL),1,description
40 mg c?ps. x 120,1,description
40 mg c?ps. x 20,1,description
40 mg c?ps.blandas x 120,1,description
40 mg c?ps.lib.cont.x 28,1,description
40 mg c?ps.lib.ext.x 30,1,description
40 mg c?ps.lib.prol.x 28,1,description
40 mg c?ps.x 15 (VL),1,description
40 mg c?ps.x 490(EH),1,description
400 c?ps.x 60 +aplicador,1,description
400 mcg c?ps.p/inh.x 60,1,description
400 mg c?ps.bl.x 10,1,description
400 mg c?ps.bl.x 20,1,description
400 mg c?ps.blandas x 12 (VL),1,description
400 mg c?ps.blandas x 24 (VL),1,description
400 mg c?ps.blandas x 60 (VL),1,description
400 mg c?ps.x 20 (VL),1,description
400 mg c?ps.x 30,1,description
400 UI bl?ster comp.x 30 (VL),1,description
400 UI bl?ster comp.x 60 (VL),1,description
400 UI bl?ster comp.x150 (VL),1,description
400/100 mg ?v.x 7,1,description
400/10mcg c?ps.p/inh.x60,1,description
4000 UI c?ps.x 30 (VL),1,description
400mcg c?p.inh.c/dispx30,1,description
400mg bl?st.x50 x10comp.,1,description
450 mg c?ps.lib.prol.x30,1,description
4M c?ps.x 30,1,description
5 casta?o claro ind.x 1 (VL),1,description
5 g/100 g cr.d?rm.x 10 g (VL),1,description
5 g/100 g cr.d?rm.x 5 g (VL),1,description
5 mg c?ps. x 20 (VL),1,description
5 mg c?ps. x 30,1,description
5 mg c?ps.acc.prol.x 50,1,description
5 mg c?ps.blandas x 10 (VL),1,description
5 mg c?ps.blandas x 20 (VL),1,description
5 mg c?ps.fco.x 60,1,description
5 mg c?ps.x 10,1,description
5% cr.d?rmica.x 10 g (VL),1,description
5/10 c?ps.x 30,1,description
5/10 mg c?ps. x 30,1,description
5/100 mg c?ps.x 30,1,description
5/50 mg c?ps.x 30,1,description
50 mcg c?ps.x 30+inh.,1,description
50 mg c?ps. x 28,1,description
50 mg c?ps.bl. x 10,1,description
50 mg c?ps.bl. x 20,1,description
50 mg c?ps.bl. x 30,1,description
50 mg c?ps.bl.x 10,1,description
50 mg c?ps.blandas x 15,1,description
50 mg c?ps.blandas x 30,1,description
50 mg c?ps.duras x 28,1,description
50 mg c?ps.x 14,1,description
50 mg c?ps.x 15,1,description
50 mg x 30 c?ps.duras,1,description
50/4 mg c?ps.x 30,1,description
500 mg bl?ster comp.x 15 (VL),1,description
500 mg bl?ster comp.x 30 (VL),1,description
500 mg bl?ster comp.x 60 (VL),1,description
500 mg bl?ster x 8 comp. (VL),1,description
500 mg c?ps.x 120,1,description
500 mg c?ps.x 30,1,description
500 mg c?ps.x 60,1,description
50000 UI c?ps.bl. x 2,1,description
50000 UI c?ps.bl.x 1,1,description
50000 UI c?ps.bl.x 2,1,description
50000 UI c?ps.x 30,1,description
50000 UI c?ps.x 60,1,description
500mg bl?st.x20 x30comp. (VL),1,description
500mg bl?st.x50x10comp. (VL),1,description
500mg bl?sterx40x10comp. (VL),1,description
