Country,Currency,Source,Region,Company,Product Group,Local Product Name,Generic Name,Local Pack Description,Pack Unit,Pack Size,LOCAL_PACK_CODE,Unit Price,PCID Mapping,VAT Percent,Public without VAT Price,Public with VAT Price,Reimbursable Status,Reimbursable Rate,Copayment Percent
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,AFSTYLA,,Jivi,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,REFACTO AF,,Jivi,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,ADVATE,,Jivi,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,KOVALTRY,,Jivi,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,ADYNOVI,,Jivi,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,NUWIQ,,Jivi,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,NOVOEIGHT,,Jivi,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,ESPEROCT,,Jivi,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Memidis Pharma,DANATROL,,Danatrol,CAPSULE 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danazol,4.19,,0.09,3.8440366972477067,4.19,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Viatris Netherlands bv,Orgaran,,Orgaran,,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danaparoide,,,0.09,,,NON REIMBURSABLE,0.00%,100.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alexion Pharma Netherlands bv,VOYDEYA,,Voydeya,TABLET,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danicopan,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Norgine bv,DANTRIUM,,Dantrium,CAPSULE 25 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dantroleen__oraal_,0.81,,0.09,0.7431192660550459,0.81,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Norgine bv,AGILUS,,Dantrium,120 mg POEDER VOOR INJECTIEVLOEISTOF 120 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dantroleen__oraal_,570.68,,0.09,523.5596330275229,570.68,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Norgine bv,DANTRIUM,,Agilus,CAPSULE 25 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dantroleen__parenteraal_,0.81,,0.09,0.7431192660550459,0.81,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Norgine bv,AGILUS,,Agilus,120 mg POEDER VOOR INJECTIEVLOEISTOF 120 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dantroleen__parenteraal_,570.68,,0.09,523.5596330275229,570.68,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,AstraZeneca bv,FORXIGA,,Forxiga,TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dapagliflozine,1.4,,0.09,1.2844036697247705,1.4,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,AstraZeneca bv,XIGDUO,,Xigduo,TABLET 5/1000 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dapagliflozine_metformine,1.71,,0.09,1.5688073394495412,1.71,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Menarini Benelux nv,PRILIGY,,Priligy,TABLET 30 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dapoxetine,7.51,,0.09,6.889908256880733,7.51,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Dapson,TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dapson,0.19,,0.09,0.17431192660550457,0.19,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Daptomycine,500 mg POEDER VOOR INJECTIE/INFUSIEOPLOSSING 500 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daptomycine,129.71,,0.09,119.0,129.71,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Janssen-Cilag bv,DARZALEX,,Darzalex,15 ml INJECTIEVLOEISTOF 120 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daratumumab,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Amgen bv,ARANESP,,Aranesp,"0,3 ml INJECTIEVLOEISTOF 100 μg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darbepoetine_alfa,46.87,,0.09,42.99999999999999,46.87,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Darifenacine,TABLET MET GEREGULEERDE AFGIFTE 15 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darifenacine,0.54,,0.09,0.4954128440366972,0.54,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,EMSELEX,,Darifenacine,TABLET MET GEREGULEERDE AFGIFTE 15 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darifenacine,0.54,,0.09,0.4954128440366972,0.54,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,NUBEQA,,Nubeqa,TABLET 300 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darolutamide,119.22,,0.09,109.37614678899082,119.22,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,PREZISTA,,Darunavir,SUSPENSIE VOOR ORAAL GEBRUIK 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darunavir,20.49,,0.09,18.798165137614674,20.49,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Darunavir,TABLET 600 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darunavir,4.96,,0.09,4.55045871559633,4.96,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Janssen-Cilag bv,REZOLSTA,,Rezolsta,TABLET 800/150 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darunavir_cobicistat,14.05,,0.09,12.889908256880734,14.05,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Janssen-Cilag bv,SYMTUZA,,Symtuza,TABLET,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darunavir_cobicistat_emtricitabine_tenofoviralafenamide,28.37,,0.09,26.027522935779814,28.37,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Dasatinib,TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dasatinib,64.26,,0.09,58.95412844036697,64.26,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,SPRYCEL,,Dasatinib,TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dasatinib,60.41,,0.09,55.422018348623844,60.41,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Sanofi,CERUBIDINE,,Cerubidine,POEDER VOOR OPLOSSING VOOR INFUSIE 20 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daunorubicine,23.79,,0.09,21.825688073394492,23.79,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Jazz Pharmaceuticals Nederland BV,VYXEOS,,Vyxeos,POEDER VOOR OPLOSSING VOOR INFUSIE 44/100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daunorubicine_cytarabine,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Janssen-Cilag bv,DACOGEN,,Dacogen,50 mg POEDER VOOR OPLOSSING VOOR INFUSIE 50 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/decitabine,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Otsuka Pharmaceutical Netherlands BV,INAQOVI,,Inaqovi,TABLET 35/100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/decitabine_cedazuridine,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Deferasirox,TABLET 180 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deferasirox,173.78,,0.09,159.43119266055044,173.78,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Chiesi Pharmaceuticals bv,FERRIPROX,,Ferriprox,TABLET 1000 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deferipron,155.31,,0.09,142.4862385321101,155.31,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Novartis Pharma bv,DESFERAL,,Desferal,500 mg POEDER VOOR INJECTIEVLOEISTOF 500 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deferoxamine,5.4,,0.09,4.954128440366972,5.4,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Jazz Pharmaceuticals Nederland BV,DEFITELIO,,Defitelio,"2,5 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 80 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/defibrotide,454.86,,0.09,417.30275229357795,454.86,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Deflazacort,TABLET 6 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deflazacort,5.2,,0.09,4.770642201834862,5.2,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Degarelix,POEDER VOOR INJECTIEVLOEISTOF 120 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/degarelix,123.08,,0.09,112.91743119266054,123.08,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,FIRMAGON,,Degarelix,POEDER VOOR INJECTIEVLOEISTOF 120 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/degarelix,123.08,,0.09,112.91743119266054,123.08,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,EuroCept bv,LEDERMYCIN,,Ledermycin,CAPSULE 300 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/demeclocycline,24.39,,0.09,22.376146788990823,24.39,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,QDENGA,,Qdenga,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denguevaccin,87.19,,0.09,79.99082568807339,87.19,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,XGEVA,,Bomyntra,1 ml INJECTIEVLOEISTOF 120 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,329.75,,0.09,302.52293577981646,329.75,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,ACVYBRA,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,199.47,,0.09,182.99999999999997,199.47,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,CONEXXENCE,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,201.85,,0.09,185.18348623853208,201.85,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,IZAMBY,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,200.31,,0.09,183.77064220183485,200.31,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,JUBBONTI,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,201.85,,0.09,185.18348623853208,201.85,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,KEFDENSIS,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,200.02,,0.09,183.5045871559633,200.02,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,OBODENCE,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,197.29,,0.09,180.99999999999997,197.29,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,OSVYRTI,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,200.31,,0.09,183.77064220183485,200.31,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,PONLIMSI,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,197.29,,0.09,180.99999999999997,197.29,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,PROLIA,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,201.45,,0.09,184.81651376146786,201.45,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,STOBOCLO,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,201.85,,0.09,185.18348623853208,201.85,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,ZADENVI,,Bomyntra,1 ml INJECTIEVLOEISTOF 60 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,197.29,,0.09,180.99999999999997,197.29,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,BOMYNTRA,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,329.75,,0.09,302.52293577981646,329.75,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,DEGEVMA,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,322.64,,0.09,295.99999999999994,322.64,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,DENBRAYCE,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,327.0,,0.09,300.0,327.0,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,ENWYLMA,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,322.64,,0.09,295.99999999999994,322.64,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,JUBEREQ,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,322.76,,0.09,296.11009174311926,322.76,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,OSENVELT,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,329.75,,0.09,302.52293577981646,329.75,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,WYOST,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,329.75,,0.09,302.52293577981646,329.75,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,XBONZY,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,327.0,,0.09,300.0,327.0,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,XBRYK,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,322.64,,0.09,295.99999999999994,322.64,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Fresenius Kabi Nederland bv,ZVOGRA,,Bomyntra,"1,7 ml INJECTIEVLOEISTOF 70 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,326.46,,0.09,299.50458715596324,326.46,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Baxter bv,SUPRANE,,Suprane,240 ml INHALATIEGAS,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desfluraan,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,GENERIEK,,Aerius,"DRANK 0,5 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desloratadine,0.47,,0.09,0.4311926605504587,0.47,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,AERIUS,,Aerius,"DRANK 0,5 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desloratadine,0.47,,0.09,0.4311926605504587,0.47,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,NEOCLARITYN,,Aerius,TABLET 5 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desloratadine,0.14,,0.09,0.12844036697247707,0.14,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Desmopressine,"TABLET 0,1 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desmopressine,1.09,,0.09,1.0,1.09,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,MINRIN,,Desmopressine,"TABLET 0,1 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desmopressine,4.13,,0.09,3.788990825688073,4.13,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,OCTOSTIM,,Desmopressine,1 ml INJECTIEVLOEISTOF 15 μg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desmopressine,33.46,,0.09,30.69724770642202,33.46,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,MINRIN MELT,,Desmopressine,LYOPHILISAAT VOOR ORAAL GEBRUIK 120 μg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desmopressine,38.72,,0.09,35.52293577981651,38.72,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,NOCDURNA,,Desmopressine,LYOPHILISAAT VOOR ORAAL GEBRUIK 25 μg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desmopressine,25.26,,0.09,23.174311926605505,25.26,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,GENERIEK,,Cerazette,"OMHULDE TABLET 0,075 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desogestrel,0.12,,0.09,0.11009174311926605,0.12,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,CERAZETTE,,Cerazette,"OMHULDE TABLET 0,075 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desogestrel,0.12,,0.09,0.11009174311926605,0.12,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,ZARELLE,,Cerazette,"OMHULDE TABLET 0,075 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desogestrel,0.09,,0.09,0.08256880733944953,0.09,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Sanofi,TOPICORTE,,Desoximetason Bipharma,"EMULSIE VOOR CUTAAN GEBRUIK 2,5 mg /G",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desoximetason,2.89,,0.09,2.6513761467889907,2.89,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bristol-Myers Squibb,SOTYKTU,,Sotyktu,TABLET 6 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deucravacitinib,29.08,,0.09,26.678899082568805,29.08,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Abbvie bv,OZURDEX,,Ozurdex,IMPLANTAAT 700 μg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason__intravitreaal_,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Abbvie bv,GENERIEK,,Ozurdex,5 ml OOGDRUPPELS 1 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason__intravitreaal_,16.9,,0.09,15.5045871559633,16.9,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Abbvie bv,DEXA POS,,Ozurdex,10 ml OOGDRUPPELS 1 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason__intravitreaal_,5.05,,0.09,4.633027522935779,5.05,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Abbvie bv,DEXAMETHASON MONOFREE,,Ozurdex,"0,4 ml OOGDRUPPELS 1 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason__intravitreaal_,7.01,,0.09,6.431192660550458,7.01,REIMBURSABLE,100.00%,0.00%
