Product,Company,URL,Loop Count,Total Records
AGIOLAX,Elea,https://www.alfabeta.net/precio/agiolax.html,0,0
AGIRAX,Montpellier,https://www.alfabeta.net/precio/agirax.html,0,0
AGLIPTIN,Roemmers,https://www.alfabeta.net/precio/agliptin.html,0,0
AGLIPTIN MET,Roemmers,https://www.alfabeta.net/precio/agliptin-met.html,0,0
AGLUCIDE MR 60,Beta,https://www.alfabeta.net/precio/aglucide-mr-60.html,0,0
AGRASTAT,Aspen Pharma,https://www.alfabeta.net/precio/agrastat.html,0,0
AGRELID,Ariston,https://www.alfabeta.net/precio/agrelid.html,0,0
AGRIPPAL S1,Seqirus,https://www.alfabeta.net/precio/agrippal-s1.html,0,0
AGUA BIDESTILADA UNC,Hemoderivados,https://www.alfabeta.net/precio/agua-bidestilada-unc.html,0,0
AGUA DE LAGOS,Lagos,https://www.alfabeta.net/precio/agua-de-lagos.html,0,0
AGUA DESTILADA,Klonal,https://www.alfabeta.net/precio/agua-destilada.html,0,0
AGUA DESTILADA,Veinfar,https://www.alfabeta.net/precio/agua-destilada.html,0,0
AGUA DESTILADA BOLSA SIMPLE,Jayor,https://www.alfabeta.net/precio/agua-destilada-bolsa-simple.html,0,0
AGUA DESTILADA DRAWER,Drawer,https://www.alfabeta.net/precio/agua-destilada-drawer.html,0,0
AGUA DESTILADA ESTERILIZADA RIGECIN,Rigecin,https://www.alfabeta.net/precio/agua-destilada-esterilizada-rigecin.html,0,0
AGUA DESTILADA GEMEPE,Gemepe,https://www.alfabeta.net/precio/agua-destilada-gemepe.html,0,0
AGUA DESTILADA INYECTABLE BINA PHARMA,Bina Pharma S.A.,https://www.alfabeta.net/precio/agua-destilada-inyectable-bina-pharma.html,0,0
AGUA DESTILADA INYECTABLE JAYOR,Jayor,https://www.alfabeta.net/precio/agua-destilada-inyectable-jayor.html,0,0
AGUA DESTILADA INYECTABLE SIST.CERRADO EP,B. Braun,https://www.alfabeta.net/precio/agua-destilada-inyectable-sistcerrado-ep.html,0,0
AGUA DESTILADA NORTHIA,Northia,https://www.alfabeta.net/precio/agua-destilada-northia.html,0,0
AGUA ESTERIL PARA INYECTABLES,Laboratorios Tecsolpar,https://www.alfabeta.net/precio/agua-esteril-para-inyectables.html,0,0
AGUA INYECTABLE BP,B. Braun,https://www.alfabeta.net/precio/agua-inyectable-bp.html,0,0
AGUA PARA INYECTABLE CELTYC,Celtyc,https://www.alfabeta.net/precio/agua-para-inyectable-celtyc.html,0,0
AGUCORT,LKM,https://www.alfabeta.net/precio/agucort.html,0,0
AGUJAS ACCU-FINE,Roche Diabetes,https://www.alfabeta.net/precio/agujas-accu-fine.html,0,0
AGUJAS BD ULTRAFINE 4MM 32G (EF),Celnova Argentina,https://www.alfabeta.net/precio/agujas-bd-ultrafine-4mm-32g-ef.html,0,0
AGUJAS BD ULTRAFINE 5MM 31G,Celnova Argentina,https://www.alfabeta.net/precio/agujas-bd-ultrafine-5mm-31g.html,0,0
AGUJAS BD ULTRAFINE 8MM 31G,Celnova Argentina,https://www.alfabeta.net/precio/agujas-bd-ultrafine-8mm-31g.html,0,0
AGUJAS NOVOFINE 30 G,Novo Nordisk,https://www.alfabeta.net/precio/agujas-novofine-30-g.html,0,0
AGUJAS NOVOFINE 32 G,Novo Nordisk,https://www.alfabeta.net/precio/agujas-novofine-32-g.html,0,0
AGUJAS NOVOFINE 32 G TIP,Novo Nordisk,https://www.alfabeta.net/precio/agujas-novofine-32-g-tip.html,0,0
AIMAFIX,Biofactor,https://www.alfabeta.net/precio/aimafix.html,0,0
AIMOVIG,Novartis,https://www.alfabeta.net/precio/aimovig.html,0,0
AIRBUDE ADULTOS HFA,Biofactor,https://www.alfabeta.net/precio/airbude-adultos-hfa.html,0,0
AIRBUDE INFANTIL HFA,Biofactor,https://www.alfabeta.net/precio/airbude-infantil-hfa.html,0,0
AIRBUDE INFANTIL HFA + MAXAIR PED,Biofactor,https://www.alfabeta.net/precio/airbude-infantil-hfa--maxair-ped.html,0,0
AIRCOSALM,Lab Internacional Argentino,https://www.alfabeta.net/precio/aircosalm.html,0,0
AIRCOSALM HFA,Lab Internacional Argentino,https://www.alfabeta.net/precio/aircosalm-hfa.html,0,0
AIREAL 10,Siegfried,https://www.alfabeta.net/precio/aireal-10.html,0,0
AIREAL 4,Siegfried,https://www.alfabeta.net/precio/aireal-4.html,0,0
AIREAL 5,Siegfried,https://www.alfabeta.net/precio/aireal-5.html,0,0
AIREAL PLUS,Siegfried,https://www.alfabeta.net/precio/aireal-plus.html,0,0
AIRSALBU,Biofactor,https://www.alfabeta.net/precio/airsalbu.html,0,0
AIRSALBU HFA,Biofactor,https://www.alfabeta.net/precio/airsalbu-hfa.html,0,0
AJO 1000,Provefarma,https://www.alfabeta.net/precio/ajo-1000.html,0,0
AJO 1000+C GARDEN HOUSE,Garden House Argentina,https://www.alfabeta.net/precio/ajo-1000c-garden-house.html,0,0
AJO MAS VITAMINA C,Lafarmen,https://www.alfabeta.net/precio/ajo-mas-vitamina-c.html,0,0
AJO NEGRO,Provefarma,https://www.alfabeta.net/precio/ajo-negro.html,0,0
AJO VITAL,A.M. Farma Activ,https://www.alfabeta.net/precio/ajo-vital.html,0,0
AJOLIP,Natufarma,https://www.alfabeta.net/precio/ajolip.html,0,0
AJOMAST,Monserrat,https://www.alfabeta.net/precio/ajomast.html,0,0
AJOVY,Teva Argentina,https://www.alfabeta.net/precio/ajovy.html,0,0
AKINETON,Bagó,https://www.alfabeta.net/precio/akineton.html,0,0
AKITROPIO,Kilab,https://www.alfabeta.net/precio/akitropio.html,0,0
AKLIEF,Galderma,https://www.alfabeta.net/precio/aklief.html,0,0
AKYNZEO,LKM,https://www.alfabeta.net/precio/akynzeo.html,0,0
ALACIR,Megalabs Argentina,https://www.alfabeta.net/precio/alacir.html,0,0
ALAGIN DUO,Casasco,https://www.alfabeta.net/precio/alagin-duo.html,0,0
ALAMUR,Tuteur,https://www.alfabeta.net/precio/alamur.html,0,0
ALAPIDIUM,Everex,https://www.alfabeta.net/precio/alapidium.html,0,0
ALBICAR,Casasco,https://www.alfabeta.net/precio/albicar.html,0,0
ALBUMINA SERICA,Hemoderivados,https://www.alfabeta.net/precio/albumina-serica.html,0,0
ALBUNORM,Infinity Pharma,https://www.alfabeta.net/precio/albunorm.html,0,0
ALBUREX,CSL Behring,https://www.alfabeta.net/precio/alburex.html,0,0
ALCAF,Elea,https://www.alfabeta.net/precio/alcaf.html,0,0
ALCOHOL 70 SPRAY EWE,Sanitas,https://www.alfabeta.net/precio/alcohol-70-spray-ewe.html,0,0
ALCOHOL EN GEL EWE,Sanitas,https://www.alfabeta.net/precio/alcohol-en-gel-ewe.html,0,0
ALCOHOL EN GEL EWE C/BOMBA,Sanitas,https://www.alfabeta.net/precio/alcohol-en-gel-ewe-cbomba.html,0,0
ALCOHOL EN GEL EWE REP. S/BOMBA,Sanitas,https://www.alfabeta.net/precio/alcohol-en-gel-ewe-rep-sbomba.html,0,0
ALCOHOL EN GEL GEZZI,E. J. Gezzi,https://www.alfabeta.net/precio/alcohol-en-gel-gezzi.html,0,0
ALCOHOL EN SPRAY GEZZI,E. J. Gezzi,https://www.alfabeta.net/precio/alcohol-en-spray-gezzi.html,0,0
ALCON ATROPINA 1%,Alcon,https://www.alfabeta.net/precio/alcon-atropina-1.html,0,0
ALCON LAGRIMAS,Alcon,https://www.alfabeta.net/precio/alcon-lagrimas.html,0,0
ALCON LAGRIMAS II,Alcon,https://www.alfabeta.net/precio/alcon-lagrimas-ii.html,0,0
ALCON MYDRIL,Alcon,https://www.alfabeta.net/precio/alcon-mydril.html,0,0
ALDACTONE A,Pfizer,https://www.alfabeta.net/precio/aldactone-a.html,0,0
ALDACTONE D 25/20,Pfizer,https://www.alfabeta.net/precio/aldactone-d-2520.html,0,0
ALDACTONE D 25/40,Pfizer,https://www.alfabeta.net/precio/aldactone-d-2540.html,0,0
ALDACTONE EP 25 MG,Aspen Pharma,https://www.alfabeta.net/precio/aldactone-ep-25-mg.html,0,0
ALDOMET,Aspen Pharma,https://www.alfabeta.net/precio/aldomet.html,0,0
ALECENSA,Roche,https://www.alfabeta.net/precio/alecensa.html,0,0
ALEFDONA,Alef Medical Argentina,https://www.alfabeta.net/precio/alefdona.html,0,0
ALELI,Laboratorios Bernabó,https://www.alfabeta.net/precio/aleli.html,0,0
ALENATO,Siegfried,https://www.alfabeta.net/precio/alenato.html,0,0
ALENTAL,Soubeiran Chobet,https://www.alfabeta.net/precio/alental.html,0,0
ALENYS,GlaxoSmithKline Biopharma,https://www.alfabeta.net/precio/alenys.html,0,0
ALEPSAL,Ariston,https://www.alfabeta.net/precio/alepsal.html,0,0
ALERCAS,Casasco,https://www.alfabeta.net/precio/alercas.html,0,0
ALERCAS CORT,Casasco,https://www.alfabeta.net/precio/alercas-cort.html,0,0
ALERCAS D,Casasco,https://www.alfabeta.net/precio/alercas-d.html,0,0
ALERFEDINE,Lazar,https://www.alfabeta.net/precio/alerfedine.html,0,0
ALERFEDINE D,Lazar,https://www.alfabeta.net/precio/alerfedine-d.html,0,0
ALERGIANO,Microsules Arg.,https://www.alfabeta.net/precio/alergiano.html,0,0
ALERGITRAT,Fecofar,https://www.alfabeta.net/precio/alergitrat.html,0,0
ALERGITRAT C,Fecofar,https://www.alfabeta.net/precio/alergitrat-c.html,0,0
ALERGITRAT L,Fecofar,https://www.alfabeta.net/precio/alergitrat-l.html,0,0
ALERGITRAT L CAPSULAS BLANDAS,Fecofar,https://www.alfabeta.net/precio/alergitrat-l-capsulas-blandas.html,0,0
ALERMINA,Genomma Lab.,https://www.alfabeta.net/precio/alermina.html,0,0
ALERMUC,Laboratorio Millet,https://www.alfabeta.net/precio/alermuc.html,0,0
ALERNIX 24 RAPIDA ACCION,Elea,https://www.alfabeta.net/precio/alernix-24-rapida-accion.html,0,0
ALERNIX SPRAY,Elea,https://www.alfabeta.net/precio/alernix-spray.html,0,0
ALERNIX SPRAY ADVANCE,Elea,https://www.alfabeta.net/precio/alernix-spray-advance.html,0,0
ALERPRIV,Montpellier,https://www.alfabeta.net/precio/alerpriv.html,0,0
ALERPRIV D,Montpellier,https://www.alfabeta.net/precio/alerpriv-d.html,0,0
ALERTIAL,Baliarda,https://www.alfabeta.net/precio/alertial.html,0,0
ALERVITAN,Montpellier,https://www.alfabeta.net/precio/alervitan.html,0,0
ALFABASE,Cassará,https://www.alfabeta.net/precio/alfabase.html,0,0
ALFABASE 8,Cassará,https://www.alfabeta.net/precio/alfabase-8.html,0,0
ALFACORT,Cassará,https://www.alfabeta.net/precio/alfacort.html,0,0
ALFADIMAN,Lazar,https://www.alfabeta.net/precio/alfadiman.html,0,0
ALFAMINO,Nestle,https://www.alfabeta.net/precio/alfamino.html,0,0
ALFARE,Nestle,https://www.alfabeta.net/precio/alfare.html,0,0
ALFAXIN 100,Bagó,https://www.alfabeta.net/precio/alfaxin-100.html,0,0
ALFAXIN 50,Bagó,https://www.alfabeta.net/precio/alfaxin-50.html,0,0
ALFICETIN,Siegfried,https://www.alfabeta.net/precio/alficetin.html,0,0
ALGEDOL,Gobbi,https://www.alfabeta.net/precio/algedol.html,0,0
ALGICLER,Monserrat,https://www.alfabeta.net/precio/algicler.html,0,0
ALGICLER FLEX,Monserrat,https://www.alfabeta.net/precio/algicler-flex.html,0,0
ALGICLER GEL DERMICO,Monserrat,https://www.alfabeta.net/precio/algicler-gel-dermico.html,0,0
ALGICUR,Casasco,https://www.alfabeta.net/precio/algicur.html,0,0
ALGINOPROX,Omicron,https://www.alfabeta.net/precio/alginoprox.html,0,0
ALGIODENT COLUTORIO,Ronnet,https://www.alfabeta.net/precio/algiodent-colutorio.html,0,0
ALGISPRAY,Casasco,https://www.alfabeta.net/precio/algispray.html,0,0
ALGISTOP ALERGIA,ISA,https://www.alfabeta.net/precio/algistop-alergia.html,0,0
ALGLUTAMIN,Rivero,https://www.alfabeta.net/precio/alglutamin.html,0,0
ALHEMO,Novo Nordisk,https://www.alfabeta.net/precio/alhemo.html,0,0
ALIDASE,Laboratorios Bernabó,https://www.alfabeta.net/precio/alidase.html,0,0
ALIDASE 500,Laboratorios Bernabó,https://www.alfabeta.net/precio/alidase-500.html,0,0
ALIDIAL,Siegfried,https://www.alfabeta.net/precio/alidial.html,0,0
ALIDIAL L,Siegfried,https://www.alfabeta.net/precio/alidial-l.html,0,0
ALIKAL,Haleon Argentina,https://www.alfabeta.net/precio/alikal.html,0,0
ALIKAL LIMON,Haleon Argentina,https://www.alfabeta.net/precio/alikal-limon.html,0,0
ALIKAL NARANJA,Haleon Argentina,https://www.alfabeta.net/precio/alikal-naranja.html,0,0
ALIN,Lazar,https://www.alfabeta.net/precio/alin.html,0,0
ALIPAS,Laboratorios Bernabó,https://www.alfabeta.net/precio/alipas.html,0,0
ALIPAS DUO,Laboratorios Bernabó,https://www.alfabeta.net/precio/alipas-duo.html,0,0
ALIVIAFLEB,Denver Farma,https://www.alfabeta.net/precio/aliviafleb.html,0,0
ALIVIALUX,Denver Farma,https://www.alfabeta.net/precio/alivialux.html,0,0
ALIVIAMAX,Denver Farma,https://www.alfabeta.net/precio/aliviamax.html,0,0
ALIVIAPRES,Denver Farma,https://www.alfabeta.net/precio/aliviapres.html,0,0
ALIVIATOS,Denver Farma,https://www.alfabeta.net/precio/aliviatos.html,0,0
ALKET,Max Vision,https://www.alfabeta.net/precio/alket.html,0,0
ALLEGRA,Opella Healthcare Arg.,https://www.alfabeta.net/precio/allegra.html,0,0
ALLENASAL,Opella Healthcare Arg.,https://www.alfabeta.net/precio/allenasal.html,0,0
ALLERHIT,Laboratorio Merlino,https://www.alfabeta.net/precio/allerhit.html,0,0
ALLOPURINOL 100 CRAVERI,Craveri,https://www.alfabeta.net/precio/allopurinol-100-craveri.html,0,0
ALLOPURINOL 300 CRAVERI,Craveri,https://www.alfabeta.net/precio/allopurinol-300-craveri.html,0,0
ALLOPURINOL CRAVERI RETARD,Craveri,https://www.alfabeta.net/precio/allopurinol-craveri-retard.html,0,0
ALLOPURINOL FABRA 300,Fabra,https://www.alfabeta.net/precio/allopurinol-fabra-300.html,0,0
ALLOPURINOL GADOR,Gador,https://www.alfabeta.net/precio/allopurinol-gador.html,0,0
ALLOPURINOL HEXAL 300,Siegfried,https://www.alfabeta.net/precio/allopurinol-hexal-300.html,0,0
ALLOPURINOL HOUDE,Ariston,https://www.alfabeta.net/precio/allopurinol-houde.html,0,0
ALMAXIMO,Savant Consumer,https://www.alfabeta.net/precio/almaximo.html,0,0
ALMAXIMO 36,Savant Consumer,https://www.alfabeta.net/precio/almaximo-36.html,0,0
ALMAXIMO MASTICABLE,Savant Consumer,https://www.alfabeta.net/precio/almaximo-masticable.html,0,0
ALOE VERA A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/aloe-vera-am.html,0,0
ALOEBEL CORPORAL,Fortbenton,https://www.alfabeta.net/precio/aloebel-corporal.html,0,0
ALOEBEL LIP BALM,Fortbenton,https://www.alfabeta.net/precio/aloebel-lip-balm.html,0,0
ALOEBEL LIPMALBEX,Fortbenton,https://www.alfabeta.net/precio/aloebel-lipmalbex.html,0,0
ALOEBEL REDENSIFICANTE,Fortbenton,https://www.alfabeta.net/precio/aloebel-redensificante.html,0,0
ALOEBEL RETINOL,Fortbenton,https://www.alfabeta.net/precio/aloebel-retinol.html,0,0
ALOEBEL UREA 10%,Fortbenton,https://www.alfabeta.net/precio/aloebel-urea-10.html,0,0
ALOSOL,Max Vision,https://www.alfabeta.net/precio/alosol.html,0,0
ALPERTAN,Adium,https://www.alfabeta.net/precio/alpertan.html,0,0
ALPERTAN D,Adium,https://www.alfabeta.net/precio/alpertan-d.html,0,0
ALPHAGAN,Abbvie,https://www.alfabeta.net/precio/alphagan.html,0,0
ALPHAGAN P,Abbvie,https://www.alfabeta.net/precio/alphagan-p.html,0,0
ALPLAX,Gador,https://www.alfabeta.net/precio/alplax.html,0,0
ALPLAX DIGEST,Gador,https://www.alfabeta.net/precio/alplax-digest.html,0,0
ALPLAX NET,Gador,https://www.alfabeta.net/precio/alplax-net.html,0,0
ALPLAX XR,Gador,https://www.alfabeta.net/precio/alplax-xr.html,0,0
ALPRAZOL,Casasco,https://www.alfabeta.net/precio/alprazol.html,0,0
ALPRAZOLAM DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/alprazolam-denver-farma.html,0,0
ALPRAZOLAM LABSA,Labsa,https://www.alfabeta.net/precio/alprazolam-labsa.html,0,0
ALPRAZOLAM MICROSULES,Microsules Arg.,https://www.alfabeta.net/precio/alprazolam-microsules.html,0,0
ALPRIM,Biotechno Pharma,https://www.alfabeta.net/precio/alprim.html,0,0
ALPROSTADIL GRAY,Gray,https://www.alfabeta.net/precio/alprostadil-gray.html,0,0
ALPROSTADIL RICHET,Richet,https://www.alfabeta.net/precio/alprostadil-richet.html,0,0
ALSAVIN ONE,VSA Alta Complejidad,https://www.alfabeta.net/precio/alsavin-one.html,0,0
ALSEL,Lab Internacional Argentino,https://www.alfabeta.net/precio/alsel.html,0,0
ALTERNA,Abbott Nutricion,https://www.alfabeta.net/precio/alterna.html,0,0
ALTERNA PEPTIDO,Abbott Nutricion,https://www.alfabeta.net/precio/alterna-peptido.html,0,0
ALTERPURE,Eurofarma,https://www.alfabeta.net/precio/alterpure.html,0,0
ALUDROX II,Omicron,https://www.alfabeta.net/precio/aludrox-ii.html,0,0
ALUMPAK,Siegfried,https://www.alfabeta.net/precio/alumpak.html,0,0
ALUNBRIG,Takeda Argentina S.A.,https://www.alfabeta.net/precio/alunbrig.html,0,0
ALUNBRIG TRAT.INICIAL,Takeda Argentina S.A.,https://www.alfabeta.net/precio/alunbrig-tratinicial.html,0,0
ALUXANTIB,Eczane,https://www.alfabeta.net/precio/aluxantib.html,0,0
ALVEOTEROL,Finadiet,https://www.alfabeta.net/precio/alveoterol.html,0,0
ALVEOXINA 1M,Finadiet,https://www.alfabeta.net/precio/alveoxina-1m.html,0,0
ALVEOXINA 2M,Finadiet,https://www.alfabeta.net/precio/alveoxina-2m.html,0,0
ALVERIN,Craveri,https://www.alfabeta.net/precio/alverin.html,0,0
ALVETIDE,Elea,https://www.alfabeta.net/precio/alvetide.html,0,0
ALZATEN,Ariston,https://www.alfabeta.net/precio/alzaten.html,0,0
ALZATEN DISGRELENT,Ariston,https://www.alfabeta.net/precio/alzaten-disgrelent.html,0,0
ALZEPRAL,Lazar,https://www.alfabeta.net/precio/alzepral.html,0,0
ALZETIX,Gador,https://www.alfabeta.net/precio/alzetix.html,0,0
AMALOX,Biotechno Pharma,https://www.alfabeta.net/precio/amalox.html,0,0
AMAPOLI,Laboratorios Bernabó,https://www.alfabeta.net/precio/amapoli.html,0,0
AMARYL,Sanofi-Aventis,https://www.alfabeta.net/precio/amaryl.html,0,0
AMBIFUL,Celnova Argentina,https://www.alfabeta.net/precio/ambiful.html,0,0
AMBISOME,Gador,https://www.alfabeta.net/precio/ambisome.html,0,0
AMBRIL,Elea,https://www.alfabeta.net/precio/ambril.html,0,0
AMBRISENEX 10,Finadiet,https://www.alfabeta.net/precio/ambrisenex-10.html,0,0
AMBRISENEX 5,Finadiet,https://www.alfabeta.net/precio/ambrisenex-5.html,0,0
AMENITE A,Amenite,https://www.alfabeta.net/precio/amenite-a.html,0,0
AMENITE ACNE,Amenite,https://www.alfabeta.net/precio/amenite-acne.html,0,0
AMENITE CAP,Amenite,https://www.alfabeta.net/precio/amenite-cap.html,0,0
AMENITE CORP,Amenite,https://www.alfabeta.net/precio/amenite-corp.html,0,0
AMENITE DOUCE,Amenite,https://www.alfabeta.net/precio/amenite-douce.html,0,0
AMENITE E,Amenite,https://www.alfabeta.net/precio/amenite-e.html,0,0
AMENITE HL,Amenite,https://www.alfabeta.net/precio/amenite-hl.html,0,0
AMENITE PLUS,Amenite,https://www.alfabeta.net/precio/amenite-plus.html,0,0
AMENITE RENOVADOR CAPILAR,Amenite,https://www.alfabeta.net/precio/amenite-renovador-capilar.html,0,0
AMENITE VERA,Amenite,https://www.alfabeta.net/precio/amenite-vera.html,0,0
AMENITE VIE,Amenite,https://www.alfabeta.net/precio/amenite-vie.html,0,0
AMGEVITA,Amgen,https://www.alfabeta.net/precio/amgevita.html,0,0
AMICACINA DRAWER,Drawer,https://www.alfabeta.net/precio/amicacina-drawer.html,0,0
AMICACINA NORTHIA,Northia,https://www.alfabeta.net/precio/amicacina-northia.html,0,0
AMICUS KIT-AFERESIS MNC-DOBLE AGUJA,Fresenius Kabi,https://www.alfabeta.net/precio/amicus-kit-aferesis-mnc-doble-aguja.html,0,0
AMICUS KIT-PLAQUETOFERESIS FC SN W/PAS LUER,Fresenius Kabi,https://www.alfabeta.net/precio/amicus-kit-plaquetoferesis-fc-sn-wpas-luer.html,0,0
AMICUS KIT-PLASMAFERESIS THE,Fresenius Kabi,https://www.alfabeta.net/precio/amicus-kit-plasmaferesis-the.html,0,0
AMIKA PUMP SET VARIOLINE ENFIT UNIVERSAL,Fresenius Kabi,https://www.alfabeta.net/precio/amika-pump-set-varioline-enfit-universal.html,0,0
AMIKACINA,Veinfar,https://www.alfabeta.net/precio/amikacina.html,0,0
AMIKACINA KLONAL,Klonal,https://www.alfabeta.net/precio/amikacina-klonal.html,0,0
AMIKACINA RICHET,Richet,https://www.alfabeta.net/precio/amikacina-richet.html,0,0
AMILIX,Biosidus S.A.U.,https://www.alfabeta.net/precio/amilix.html,0,0
AMINET,Casasco,https://www.alfabeta.net/precio/aminet.html,0,0
AMINO 4500 ENA,Laboratorio ENA,https://www.alfabeta.net/precio/amino-4500-ena.html,0,0
AMINO MUJER,Lafarmen,https://www.alfabeta.net/precio/amino-mujer.html,0,0
AMINOACIDO 2000 LAFARMEN,Lafarmen,https://www.alfabeta.net/precio/aminoacido-2000-lafarmen.html,0,0
AMINOACIDOS TEINGRO,Teingro,https://www.alfabeta.net/precio/aminoacidos-teingro.html,0,0
AMINOACIDOS TOTALES,PGN,https://www.alfabeta.net/precio/aminoacidos-totales.html,0,0
AMINOACIDOS VITAL A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/aminoacidos-vital-am.html,0,0
AMINOCREM,Savant Consumer,https://www.alfabeta.net/precio/aminocrem.html,0,0
AMINOCUP,Dr. Madaus,https://www.alfabeta.net/precio/aminocup.html,0,0
AMINOGLU GLUTAMINA PURA,Framingham Pharma,https://www.alfabeta.net/precio/aminoglu-glutamina-pura.html,0,0
AMINOMED,B-Life,https://www.alfabeta.net/precio/aminomed.html,0,0
AMINOMUX,Gador,https://www.alfabeta.net/precio/aminomux.html,0,0
AMINOPLASMAL 10%,B. Braun,https://www.alfabeta.net/precio/aminoplasmal-10.html,0,0
AMINOTERAPIA,Megalabs Argentina,https://www.alfabeta.net/precio/aminoterapia.html,0,0
AMINOTERAPIA ADVANCED,Megalabs Argentina,https://www.alfabeta.net/precio/aminoterapia-advanced.html,0,0
AMINOTERAPIA ADVANCED SHAMPOO,Megalabs Argentina,https://www.alfabeta.net/precio/aminoterapia-advanced-shampoo.html,0,0
AMINOTERAPIA CAPILAR,Megalabs Argentina,https://www.alfabeta.net/precio/aminoterapia-capilar.html,0,0
AMINOVEN 10%,Fresenius Kabi,https://www.alfabeta.net/precio/aminoven-10.html,0,0
AMINOVEN 10% INFANT,Fresenius Kabi,https://www.alfabeta.net/precio/aminoven-10-infant.html,0,0
AMINOVEN 15%,Fresenius Kabi,https://www.alfabeta.net/precio/aminoven-15.html,0,0
AMINOXIDIN SULBACTAM,Fada Pharma,https://www.alfabeta.net/precio/aminoxidin-sulbactam.html,0,0
AMIOCAR,Klonal,https://www.alfabeta.net/precio/amiocar.html,0,0
AMIODARONA LARJAN,Veinfar,https://www.alfabeta.net/precio/amiodarona-larjan.html,0,0
AMIODARONA NORTHIA,Northia,https://www.alfabeta.net/precio/amiodarona-northia.html,0,0
AMIPTRIL,Rospaw,https://www.alfabeta.net/precio/amiptril.html,0,0
AMITAX,Bagó,https://www.alfabeta.net/precio/amitax.html,0,0
AMITIE,Vannier,https://www.alfabeta.net/precio/amitie.html,0,0
AMITRIPTILINA CEVALLOS,Laboratorios Frasca,https://www.alfabeta.net/precio/amitriptilina-cevallos.html,0,0
AMITRIPTILINA LUAR,Química Luar,https://www.alfabeta.net/precio/amitriptilina-luar.html,0,0
AMIXEN,Laboratorios Bernabó,https://www.alfabeta.net/precio/amixen.html,0,0
AMIXEN AC,Laboratorios Bernabó,https://www.alfabeta.net/precio/amixen-ac.html,0,0
AMIXEN CLAVULANICO,Laboratorios Bernabó,https://www.alfabeta.net/precio/amixen-clavulanico.html,0,0
AMIXEN CLAVULANICO 1 G,Laboratorios Bernabó,https://www.alfabeta.net/precio/amixen-clavulanico-1-g.html,0,0
AMIXEN DUO,Laboratorios Bernabó,https://www.alfabeta.net/precio/amixen-duo.html,0,0
AMIXEN PLUS,Laboratorios Bernabó,https://www.alfabeta.net/precio/amixen-plus.html,0,0
AMLOC,Aspen Pharma,https://www.alfabeta.net/precio/amloc.html,0,0
AMLOC ODT,Aspen Pharma,https://www.alfabeta.net/precio/amloc-odt.html,0,0
AMLODICORD 10,Géminis Farmacéutica,https://www.alfabeta.net/precio/amlodicord-10.html,0,0
AMLODICORD 5,Géminis Farmacéutica,https://www.alfabeta.net/precio/amlodicord-5.html,0,0
AMLODIPINA RICHET,Richet,https://www.alfabeta.net/precio/amlodipina-richet.html,0,0
AMLODIPINA VANNIER,Vannier,https://www.alfabeta.net/precio/amlodipina-vannier.html,0,0
AMLODISANE,Eczane,https://www.alfabeta.net/precio/amlodisane.html,0,0
AMLOPAW,Rospaw,https://www.alfabeta.net/precio/amlopaw.html,0,0
AMLOTENS,Klonal,https://www.alfabeta.net/precio/amlotens.html,0,0
AMOCLAV DUO,Casasco,https://www.alfabeta.net/precio/amoclav-duo.html,0,0
AMOCLAV SE,Casasco,https://www.alfabeta.net/precio/amoclav-se.html,0,0
AMODORMIN,Omicron,https://www.alfabeta.net/precio/amodormin.html,0,0
AMODORMIN VL,Omicron,https://www.alfabeta.net/precio/amodormin-vl.html,0,0
AMOPE EXFOLIADOR ELECTRONICO P/PIES,Reckitt Benckiser,https://www.alfabeta.net/precio/amope-exfoliador-electronico-ppies.html,0,0
AMOPE LIJAS GIRATORIAS REFILL,Reckitt Benckiser,https://www.alfabeta.net/precio/amope-lijas-giratorias-refill.html,0,0
AMOX-G,Klonal,https://www.alfabeta.net/precio/amox-g.html,0,0
AMOX-G DUO,Klonal,https://www.alfabeta.net/precio/amox-g-duo.html,0,0
AMOXI 250 MAR,Mar,https://www.alfabeta.net/precio/amoxi-250-mar.html,0,0
AMOXI 500 MAR,Mar,https://www.alfabeta.net/precio/amoxi-500-mar.html,0,0
AMOXI DUO MAR,Mar,https://www.alfabeta.net/precio/amoxi-duo-mar.html,0,0
AMOXI PLUS MAR,Mar,https://www.alfabeta.net/precio/amoxi-plus-mar.html,0,0
AMOXICILINA CLAVULANICO 7:1 RICHET,Richet,https://www.alfabeta.net/precio/amoxicilina-clavulanico-71-richet.html,0,0
AMOXICILINA CLAVULANICO FORTE RICHET,Richet,https://www.alfabeta.net/precio/amoxicilina-clavulanico-forte-richet.html,0,0
AMOXICILINA CLAVULANICO RICHET,Richet,https://www.alfabeta.net/precio/amoxicilina-clavulanico-richet.html,0,0
AMOXICILINA FECOFAR,Fecofar,https://www.alfabeta.net/precio/amoxicilina-fecofar.html,0,0
AMOXICILINA FECOFAR DUO,Fecofar,https://www.alfabeta.net/precio/amoxicilina-fecofar-duo.html,0,0
AMOXICILINA LAFEDAR,Lafedar,https://www.alfabeta.net/precio/amoxicilina-lafedar.html,0,0
AMOXICILINA RICHET,Richet,https://www.alfabeta.net/precio/amoxicilina-richet.html,0,0
