Registration No,Product Name,Holder
MAL20126009AZ,Pharmaniaga Suxamethonium Chloride 100mg/2ml Solution for Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL05121153AZ,Zocol 150mg Capsule,SM PHARMACEUTICALS SDN. BHD.
MAL20033486AZ,KNOWFUL FILM COATED TABLET 800MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19051007AZ,N/A,N/A
MAL19990265AZ,VOKER FILM COATED TABLET 20MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20034664ACZ,"MIDAZOLAM-HAMELN 5MG/ML INJECTION,1ML",IMEKS PHARMA SDN. BHD.
MAL06091431XC,Kordel's Glucosamine 550 Capsule,CAMBERT(M) SDN. BHD.
MAL19985538AZ,NEGATIL TABLET 50MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19930494AZ,TOLCHICINE TABLET 0.6MG,IMEKS PHARMA SDN. BHD.
MAL09100265AZ,Garbose Tablet 50mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19890164AZ,ACTIMIN TABLET,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20013576AZ,UROSIN FILM COATED TABLET 50MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19912742AZ,PENTASA ENEMA,Ferring Sdn. Bhd.
MAL20001834X,SIMCONE,IMEKS PHARMA SDN. BHD.
MAL16025045AZ,Minox 5% Topical Solution (Extra Strength),KOTRA PHARMA (M) SDN. BHD.
MAL17107032AZ,SIMVACOR Film Coated Tablet 40mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL07081598AZ,Ceretam Oral solution 20% w/v,AV MANUFACTURING SDN.BHD
MAL19930601AZ,Doxymycin Capsule 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL05101672AZ,Magurol 2mg tablets,KOMEDIC SDN BHD
MAL05032522AZ,Promedyl DM Linctus,Duopharma Marketing Sdn. Bhd.
MAL20012730AZ,DEPROPIN TABLET 25MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL18046157AZ,Zynomax Tablet 250mg,Duopharma Marketing Sdn. Bhd.
MAL19912686XZ,Uphamol 120 Infant Syrup 120mg/5ml (Orange),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL06081196AZ,Cephanmycin Capsule 500mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL12015002AZ,GPO-L-One Tablet 500mg,IMEKS PHARMA SDN. BHD.
MAL19984857XZ,APPETON ESSENTIALS ACTIV-C 250 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL05101666AZ,Dapril 5mg tablets,KOMEDIC SDN BHD
MAL08010771ACZ,VELOXIN TABLET 25/50mg,PHARM-D SDN. BHD.
MAL19986450AZ,OLFEN-100 SR DEPOCAPS,MEPHARM (MALAYSIA) SDN. BHD.
MAL13125018AZ,TOLANZ ODT TABLETS 5 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19950160AZ,ACUGESIC TABLET 50MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20013182X,Shine Multivitamin and Mineral Capsule,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013445AZ,SHRIZINE INJECTION 25MG/ML,SM PHARMACEUTICALS SDN. BHD.
MAL19950394AZ,CIPRAM TABLETS 20MG,Lundbeck Malaysia Sdn. Bhd.
MAL20046120AZ,Crystorvas Tablet 40mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19962551AZ,COMAZOLE N TABLET,SM PHARMACEUTICALS SDN. BHD.
MAL19900635AZ,LEVOMED TABLET (250/25),KOMEDIC SDN BHD
MAL20021183X,OK ORANG KAMPUNG MINYAK PALA PLUS,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL07031137ACZ,Lofral 5mg Tablet,MEPHARM (MALAYSIA) SDN. BHD.
