prefix,title,active_substance,manufacturer,document_type,price_text,reimbursement,url,url_with_id,packs_scraped,error
a,"timogel ooggel 1mg/g tube 0,4g",TIMOLOL,STEPHAR BV,Geneesmiddel,"€ 7,47 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=TIMOGEL+OOGGEL+1MG%2FG+TUBE+0%2C4G,https://www.medicijnkosten.nl/medicijn?artikel=TIMOGEL+OOGGEL+1MG%2FG+TUBE+0%2C4G&id=5b88b5d1257f6cdc3916e8a5874791c5,no,
a,methadon hcl drank 5mg/ml fna mr,METHADON,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 7,51 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=METHADON+HCL+DRANK+5MG%2FML+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=METHADON+HCL+DRANK+5MG%2FML+FNA+MR&id=e2638f0899b151164aa9de5c2c13f467,no,
a,perindopril tert-butyl/amlodipine aurob tab 4/5mg,PERINDOPRIL/AMLODIPINE,AUROBINDO PHARMA BV,Geneesmiddel,"€ 7,52 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=PERINDOPRIL+TERT-BUTYL%2FAMLODIPINE+AUROB+TAB+4%2F5MG,https://www.medicijnkosten.nl/medicijn?artikel=PERINDOPRIL+TERT-BUTYL%2FAMLODIPINE+AUROB+TAB+4%2F5MG&id=35bd0edd6b5abaf52086611db92d8d81,no,
a,"natriumhypochloriet smeersel 0,25% fna mr",NATRIUMHYPOCHLORIET,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 7,52 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMHYPOCHLORIET+SMEERSEL+0%2C25%25+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMHYPOCHLORIET+SMEERSEL+0%2C25%25+FNA+MR&id=bbf3a977070863611cfa57be18df97e4,no,
a,kaliumchloride drank 75mg/ml fna,KALIUMCHLORIDE,FAGRON NEDERLAND B.V.,Geneesmiddel,"€ 7,54 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=KALIUMCHLORIDE+DRANK+75MG%2FML+FNA,https://www.medicijnkosten.nl/medicijn?artikel=KALIUMCHLORIDE+DRANK+75MG%2FML+FNA&id=026720121f8b961dbbee8639cab09516,no,
a,rabeprazolnatrium focus tablet msr 20mg,RABEPRAZOL,FOCUS CARE PHARMACEUTICALS,Geneesmiddel,"€ 7,58 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=RABEPRAZOLNATRIUM+FOCUS+TABLET+MSR+20MG,https://www.medicijnkosten.nl/medicijn?artikel=RABEPRAZOLNATRIUM+FOCUS+TABLET+MSR+20MG&id=d1ea0546a8a731cfd99860c7a59fec6f,no,
a,differin gel 1mg/g,ADAPALEEN,BROCACEF EXTRAMURAAL,Geneesmiddel,"€ 7,58 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=DIFFERIN+GEL+1MG%2FG,https://www.medicijnkosten.nl/medicijn?artikel=DIFFERIN+GEL+1MG%2FG&id=90abbef3d592fb38f168b9a3276d37eb,no,
a,oxazepam aurobindo tablet 50mg,OXAZEPAM,AUROBINDO PHARMA BV,Geneesmiddel,"€ 7,58 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=OXAZEPAM+AUROBINDO+TABLET+50MG,https://www.medicijnkosten.nl/medicijn?artikel=OXAZEPAM+AUROBINDO+TABLET+50MG&id=7f80d0e87717b66bf2143fd56cf01d09,no,
a,lansoprazol aurobindo capsule msr 30mg,LANSOPRAZOL,AUROBINDO PHARMA BV,Geneesmiddel,"€ 7,58 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LANSOPRAZOL+AUROBINDO+CAPSULE+MSR+30MG,https://www.medicijnkosten.nl/medicijn?artikel=LANSOPRAZOL+AUROBINDO+CAPSULE+MSR+30MG&id=ed2a30ccde87b0da51a85e661674ecf4,no,
a,oxazepam auro tablet 50mg,OXAZEPAM,AUROBINDO PHARMA BV,Geneesmiddel,"€ 7,58 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=OXAZEPAM+AURO+TABLET+50MG,https://www.medicijnkosten.nl/medicijn?artikel=OXAZEPAM+AURO+TABLET+50MG&id=f1506ad90c588357bc2b4a71e5bc4c8f,no,
a,lanettecreme i ace,LANETTE I CREME,ACE PHARMACEUTICALS BV,Geneesmiddel,"€ 7,59 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LANETTECREME+I+ACE,https://www.medicijnkosten.nl/medicijn?artikel=LANETTECREME+I+ACE&id=c7bc716eb8b65272db1a18d2899225b4,no,
a,clindamycine teva opl v cutaan gebruik 10mg/ml,CLINDAMYCINE,PHARMACHEMIE BV,Geneesmiddel,"€ 7,61 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CLINDAMYCINE+TEVA+OPL+V+CUTAAN+GEBRUIK+10MG%2FML,https://www.medicijnkosten.nl/medicijn?artikel=CLINDAMYCINE+TEVA+OPL+V+CUTAAN+GEBRUIK+10MG%2FML&id=8f66c136f7b553ca3ed2864b67c2d435,no,
a,furosemide drank 5mg/ml lumc,FUROSEMIDE,APOTHEEK LUMC,Geneesmiddel,"€ 7,62 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FUROSEMIDE+DRANK+5MG%2FML+LUMC,https://www.medicijnkosten.nl/medicijn?artikel=FUROSEMIDE+DRANK+5MG%2FML+LUMC&id=818a4d7ca20509172719a8ef6c9995b7,no,
a,volcolon granulaat suikervrij 4g in sachet,PLANTAGO OVATA,MYLAN B.V.,Geneesmiddel,"€ 7,63 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=VOLCOLON+GRANULAAT+SUIKERVRIJ+4G+IN+SACHET,https://www.medicijnkosten.nl/medicijn?artikel=VOLCOLON+GRANULAAT+SUIKERVRIJ+4G+IN+SACHET&id=f1e3c954bcb3edf18bd09c343e789550,no,
a,loratadine sandoz orodisp tablet 10mg,LORATADINE,SANDOZ BV,Geneesmiddel,"€ 7,66 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LORATADINE+SANDOZ+ORODISP+TABLET+10MG,https://www.medicijnkosten.nl/medicijn?artikel=LORATADINE+SANDOZ+ORODISP+TABLET+10MG&id=8985ee43cb4dc0362dc3b5a417279d22,no,
a,xylocaine gel 2% in tube + canule,LIDOCAINE,BROCACEF EXTRAMURAAL,Geneesmiddel,"€ 7,73 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=XYLOCAINE+GEL+2%25+IN+TUBE+%2B+CANULE,https://www.medicijnkosten.nl/medicijn?artikel=XYLOCAINE+GEL+2%25+IN+TUBE+%2B+CANULE&id=7b89447e19d607a565be4bf6a3d51a28,no,
a,cetomacrogolcreme fna tube in doos,CETOMACROGOL CREME,FAGRON NEDERLAND B.V.,Geneesmiddel,"€ 7,78 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CETOMACROGOLCREME+FNA+TUBE+IN+DOOS,https://www.medicijnkosten.nl/medicijn?artikel=CETOMACROGOLCREME+FNA+TUBE+IN+DOOS&id=7576605cf9d1d291be81e6599ee6adc8,no,
a,macrogol en elektr intergal jun nat pdr v dr sach,MACROGOL/ZOUTEN,TRAMEDICO BV,Geneesmiddel,"€ 7,78 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=MACROGOL+EN+ELEKTR+INTERGAL+JUN+NAT+PDR+V+DR+SACH,https://www.medicijnkosten.nl/medicijn?artikel=MACROGOL+EN+ELEKTR+INTERGAL+JUN+NAT+PDR+V+DR+SACH&id=1caf48d6bd74fcf7946677640cfe7ad5,no,
a,"aluminiumacetotartraat oordruppels 1,2% fna",ALUMINIUMACETOTARTRAAT,FAGRON NEDERLAND B.V.,Geneesmiddel,"€ 7,78 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ALUMINIUMACETOTARTRAAT+OORDRUPPELS+1%2C2%25+FNA,https://www.medicijnkosten.nl/medicijn?artikel=ALUMINIUMACETOTARTRAAT+OORDRUPPELS+1%2C2%25+FNA&id=65d653929af5214567dd0c5e9c5a67ce,no,
a,"bisoprololfumaraat/hydrochloorthia via t 5/12,5mg",BISOPROLOL/HYDROCHLOORTHIAZIDE,MYLAN B.V.,Geneesmiddel,"€ 7,83 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=BISOPROLOLFUMARAAT%2FHYDROCHLOORTHIA+VIA+T+5%2F12%2C5MG,https://www.medicijnkosten.nl/medicijn?artikel=BISOPROLOLFUMARAAT%2FHYDROCHLOORTHIA+VIA+T+5%2F12%2C5MG&id=506047bb0933db6991b1394c892fce82,no,
a,cetomacrogolcreme met 50% vaseline tube in doos fg,CETOMACROGOLCREME VASELINE,FAGRON NEDERLAND B.V.,Geneesmiddel,"€ 7,83 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CETOMACROGOLCREME+MET+50%25+VASELINE+TUBE+IN+DOOS+FG,https://www.medicijnkosten.nl/medicijn?artikel=CETOMACROGOLCREME+MET+50%25+VASELINE+TUBE+IN+DOOS+FG&id=48bfd97e0ea4426beed4033aac73287f,no,
a,codeinefosfaat expharma tablet 10mg,CODEINE,PROLEPHA RESEARCH BV,Geneesmiddel,"€ 7,84 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CODEINEFOSFAAT+EXPHARMA+TABLET+10MG,https://www.medicijnkosten.nl/medicijn?artikel=CODEINEFOSFAAT+EXPHARMA+TABLET+10MG&id=21ad6e04bebb8d63f9e5abae8fa343a5,no,
a,codeinefosfaat teva tablet 10mg,CODEINE,PHARMACHEMIE BV,Geneesmiddel,"€ 7,84 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CODEINEFOSFAAT+TEVA+TABLET+10MG,https://www.medicijnkosten.nl/medicijn?artikel=CODEINEFOSFAAT+TEVA+TABLET+10MG&id=60eca93d50e5c87c32056d5a18c1925e,no,
a,"macrogol en elektr strides pdr v dr sachet 6,9g",MACROGOL/ZOUTEN,Strides Pharma Cyprus Limited,Geneesmiddel,"€ 7,84 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=MACROGOL+EN+ELEKTR+STRIDES+PDR+V+DR+SACHET+6%2C9G,https://www.medicijnkosten.nl/medicijn?artikel=MACROGOL+EN+ELEKTR+STRIDES+PDR+V+DR+SACHET+6%2C9G&id=668529d75a397ddf988a1eaeb9d0b565,no,
a,codeinefosfaat costero tablet 10mg,CODEINE,Costero B.V.,Geneesmiddel,"€ 7,84 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CODEINEFOSFAAT+COSTERO+TABLET+10MG,https://www.medicijnkosten.nl/medicijn?artikel=CODEINEFOSFAAT+COSTERO+TABLET+10MG&id=7679d14e6eb5937dd53dbc37266075cc,no,
a,"ethinylestradiol/drospirenon sdz tabl omh 0,03/3mg",ETHINYLESTRADIOL/DROSPIRENON,SANDOZ BV,Geneesmiddel,"€ 7,87 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ETHINYLESTRADIOL%2FDROSPIRENON+SDZ+TABL+OMH+0%2C03%2F3MG,https://www.medicijnkosten.nl/medicijn?artikel=ETHINYLESTRADIOL%2FDROSPIRENON+SDZ+TABL+OMH+0%2C03%2F3MG&id=c706278404eb3dcc583c51cbabbf1225,no,
a,kaliumwaterstoftartraat suspensie 188mg/ml fna mr,KALIUMWATERSTOFTARTRAAT,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 7,87 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=KALIUMWATERSTOFTARTRAAT+SUSPENSIE+188MG%2FML+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=KALIUMWATERSTOFTARTRAAT+SUSPENSIE+188MG%2FML+FNA+MR&id=bab78224a84f5346f5c390dfcbb1e599,no,
a,dorzolamide/timolol viatris oogdr 20/5mg/ml fl 5ml,TIMOLOL/DORZOLAMIDE,MYLAN B.V.,Geneesmiddel,"€ 7,87 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=DORZOLAMIDE%2FTIMOLOL+VIATRIS+OOGDR+20%2F5MG%2FML+FL+5ML,https://www.medicijnkosten.nl/medicijn?artikel=DORZOLAMIDE%2FTIMOLOL+VIATRIS+OOGDR+20%2F5MG%2FML+FL+5ML&id=e515e61bded6cd82c6ca2d7a020145de,no,
a,buprenorfine viatris pleister transd 5mcg/u 7 dgn,BUPRENORFINE,MYLAN B.V.,Geneesmiddel,"€ 7,88 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=BUPRENORFINE+VIATRIS+PLEISTER+TRANSD+5MCG%2FU+7+DGN,https://www.medicijnkosten.nl/medicijn?artikel=BUPRENORFINE+VIATRIS+PLEISTER+TRANSD+5MCG%2FU+7+DGN&id=563767841a3e963e30bf1884ef9b67fb,no,
a,"triamcinolonacetonide mondpasta 0,1% fna mr",TRIAMCINOLONACETONIDE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 7,88 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=TRIAMCINOLONACETONIDE+MONDPASTA+0%2C1%25+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=TRIAMCINOLONACETONIDE+MONDPASTA+0%2C1%25+FNA+MR&id=fc2b60aa05219544c8aaa6d9ae20c199,no,
a,ventolin evoh aer cfkvr 100mcg/do spsb 200do (hu),SALBUTAMOL,BROCACEF EXTRAMURAAL,Geneesmiddel,"€ 7,89 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=VENTOLIN+EVOH+AER+CFKVR+100MCG%2FDO+SPSB+200DO+%28HU%29,https://www.medicijnkosten.nl/medicijn?artikel=VENTOLIN+EVOH+AER+CFKVR+100MCG%2FDO+SPSB+200DO+%28HU%29&id=0cf27384320d3d7daa1623b31b0cd2ca,no,
a,clobazam aurobindo tablet 20mg,CLOBAZAM,AUROBINDO PHARMA BV,Geneesmiddel,"€ 7,90 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CLOBAZAM+AUROBINDO+TABLET+20MG,https://www.medicijnkosten.nl/medicijn?artikel=CLOBAZAM+AUROBINDO+TABLET+20MG&id=2098b96cced41d22f8772b4c1984f704,no,
a,frisium tablet 20mg,CLOBAZAM,Pharmanovia Benelux BV,Geneesmiddel,"€ 7,91 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FRISIUM+TABLET+20MG,https://www.medicijnkosten.nl/medicijn?artikel=FRISIUM+TABLET+20MG&id=1b3beb4e26b12af96b60f035d200a35a,no,
a,"lorazepam auro tablet 2,5mg",LORAZEPAM,AUROBINDO PHARMA BV,Geneesmiddel,"€ 7,91 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LORAZEPAM+AURO+TABLET+2%2C5MG,https://www.medicijnkosten.nl/medicijn?artikel=LORAZEPAM+AURO+TABLET+2%2C5MG&id=530a368d4557540d10c893efde279c76,no,
a,oxazepam teva tablet 50mg,OXAZEPAM,PHARMACHEMIE BV,Geneesmiddel,"€ 7,91 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=OXAZEPAM+TEVA+TABLET+50MG,https://www.medicijnkosten.nl/medicijn?artikel=OXAZEPAM+TEVA+TABLET+50MG&id=6bd974ca910098a26d640e0e9ed5da44,no,
a,alprazolam smb retard tablet mga 1mg,ALPRAZOLAM,ALL-GEN PHARMACEUTICALS AND GENERICS,Geneesmiddel,"€ 7,91 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ALPRAZOLAM+SMB+RETARD+TABLET+MGA+1MG,https://www.medicijnkosten.nl/medicijn?artikel=ALPRAZOLAM+SMB+RETARD+TABLET+MGA+1MG&id=870dba7e59a874ac284720a892fbf4af,no,
a,"lorazepam prolepha tablet 2,5mg",LORAZEPAM,PROLEPHA RESEARCH BV,Geneesmiddel,"€ 7,91 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LORAZEPAM+PROLEPHA+TABLET+2%2C5MG,https://www.medicijnkosten.nl/medicijn?artikel=LORAZEPAM+PROLEPHA+TABLET+2%2C5MG&id=bc5f2c122955325f2cbe9fb5b127a2a0,no,
a,xanax retard tablet mga 1mg,ALPRAZOLAM,MYLAN B.V.,Geneesmiddel,"€ 7,91 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=XANAX+RETARD+TABLET+MGA+1MG,https://www.medicijnkosten.nl/medicijn?artikel=XANAX+RETARD+TABLET+MGA+1MG&id=c21479c7a0912aca201b935bc3666632,no,
a,cotrimoxazol teva suspensie 240mg/5ml,COTRIMOXAZOL,PHARMACHEMIE BV,Geneesmiddel,"€ 7,92 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=COTRIMOXAZOL+TEVA+SUSPENSIE+240MG%2F5ML,https://www.medicijnkosten.nl/medicijn?artikel=COTRIMOXAZOL+TEVA+SUSPENSIE+240MG%2F5ML&id=a60c2cc60c1aa0de8fd65e60b530cbcc,no,
a,exforge tablet filmomhuld 5/ 80mg,AMLODIPINE/VALSARTAN,MEDCOR PHARMACEUTICALS BV,Geneesmiddel,"€ 7,92 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=EXFORGE+TABLET+FILMOMHULD++5%2F+80MG,https://www.medicijnkosten.nl/medicijn?artikel=EXFORGE+TABLET+FILMOMHULD++5%2F+80MG&id=9631f67de58e04a776850087a50c51a9,no,
a,morfine zetpil 10mg fna mr,MORFINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 7,95 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE+ZETPIL+10MG+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE+ZETPIL+10MG+FNA+MR&id=6b1ab561900b5c084101fc3fba7b0a7a,no,
a,"ethinylestradiol/drospir xiromed tabl omh 0,02/3mg",ETHINYLESTRADIOL/DROSPIRENON,XIROMED,Geneesmiddel,"€ 7,96 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ETHINYLESTRADIOL%2FDROSPIR+XIROMED+TABL+OMH+0%2C02%2F3MG,https://www.medicijnkosten.nl/medicijn?artikel=ETHINYLESTRADIOL%2FDROSPIR+XIROMED+TABL+OMH+0%2C02%2F3MG&id=7366c486e1c7ef845d0e099fb2209548,no,
a,"ipramol steri-neb vernevelopl 0,2/1mg/ml fl2,5ml",SALBUTAMOL/IPRATROPIUM,PHARMACHEMIE BV,Geneesmiddel,"€ 7,98 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=IPRAMOL+STERI-NEB+VERNEVELOPL+0%2C2%2F1MG%2FML+FL2%2C5ML,https://www.medicijnkosten.nl/medicijn?artikel=IPRAMOL+STERI-NEB+VERNEVELOPL+0%2C2%2F1MG%2FML+FL2%2C5ML&id=5eaf28db5aa7582bff3ebc5fa17af223,no,
a,cetomacrogolcreme met 20% vaseline tube in doos fg,CETOMACROGOLCREME VASELINE,FAGRON NEDERLAND B.V.,Geneesmiddel,"€ 7,99 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CETOMACROGOLCREME+MET+20%25+VASELINE+TUBE+IN+DOOS+FG,https://www.medicijnkosten.nl/medicijn?artikel=CETOMACROGOLCREME+MET+20%25+VASELINE+TUBE+IN+DOOS+FG&id=a2c8ad69be2bf93c603949a3af5422ed,no,
a,canesten gyno 3 vaginaalcreme 20mg/g + 3 applic,CLOTRIMAZOL,STEPHAR BV,Geneesmiddel,"€ 8,02 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CANESTEN+GYNO+3+VAGINAALCREME++20MG%2FG+%2B+3+APPLIC,https://www.medicijnkosten.nl/medicijn?artikel=CANESTEN+GYNO+3+VAGINAALCREME++20MG%2FG+%2B+3+APPLIC&id=060cf5c521496ca9ff14c548f18a45a8,no,
a,lanettecreme met 10% vaseline ace,LANETTECREME VASELINE,ACE PHARMACEUTICALS BV,Geneesmiddel,"€ 8,06 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LANETTECREME+MET+10%25+VASELINE+ACE,https://www.medicijnkosten.nl/medicijn?artikel=LANETTECREME+MET+10%25+VASELINE+ACE&id=1a82878c507e21ba7f0d2d8d4d33d103,no,
a,"aluminiumacetotartraat oordruppels 1,2% ceb",ALUMINIUMACETOTARTRAAT,Ceban Compounding B.V. Breda,Geneesmiddel,"€ 8,11 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ALUMINIUMACETOTARTRAAT+OORDRUPPELS+1%2C2%25+CEB,https://www.medicijnkosten.nl/medicijn?artikel=ALUMINIUMACETOTARTRAAT+OORDRUPPELS+1%2C2%25+CEB&id=e7fd4d66e429198ff94579a6a9ba84a1,no,
a,waterhoudende zalf fna mr,WATERHOUDENDE ZALF,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 8,13 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=WATERHOUDENDE+ZALF+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=WATERHOUDENDE+ZALF+FNA+MR&id=5f96f7707ca8175cf3617918b36c0178,no,
a,"ethinylestradiol/drospir 24+4 myl tab omh 0,02/3mg",ETHINYLESTRADIOL/DROSPIRENON,XIROMED,Geneesmiddel,"€ 8,13 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ETHINYLESTRADIOL%2FDROSPIR+24%2B4+MYL+TAB+OMH+0%2C02%2F3MG,https://www.medicijnkosten.nl/medicijn?artikel=ETHINYLESTRADIOL%2FDROSPIR+24%2B4+MYL+TAB+OMH+0%2C02%2F3MG&id=6e90399b79141fbcc4de582f0048a2fb,no,
a,"ipratro br/salbut sdz ud vernopl 0,5/2,5mg fl2,5ml",SALBUTAMOL/IPRATROPIUM,SANDOZ BV,Geneesmiddel,"€ 8,14 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=IPRATRO+BR%2FSALBUT+SDZ+UD+VERNOPL+0%2C5%2F2%2C5MG+FL2%2C5ML,https://www.medicijnkosten.nl/medicijn?artikel=IPRATRO+BR%2FSALBUT+SDZ+UD+VERNOPL+0%2C5%2F2%2C5MG+FL2%2C5ML&id=0ac7987dd4b222e30e90deabb7341871,no,
a,macrogol en elektr intergal naturel pdr v dr sach,MACROGOL/ZOUTEN,TRAMEDICO BV,Geneesmiddel,"€ 8,15 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=MACROGOL+EN+ELEKTR+INTERGAL+NATUREL+PDR+V+DR+SACH,https://www.medicijnkosten.nl/medicijn?artikel=MACROGOL+EN+ELEKTR+INTERGAL+NATUREL+PDR+V+DR+SACH&id=e335ee6d02e9fdff64f90a62d420d25d,no,
a,activelle tablet omhuld,ESTRADIOL/NORETHISTERON,STEPHAR BV,Geneesmiddel,"€ 8,16 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ACTIVELLE+TABLET+OMHULD,https://www.medicijnkosten.nl/medicijn?artikel=ACTIVELLE+TABLET+OMHULD&id=1c83753c25abfb2b048012e67944c16b,no,
a,triam lichtenstein injectiesuspens 40mg/ml amp 1ml,TRIAMCINOLONACETONIDE,Geneesmiddelentekort.nl,Geneesmiddel,"€ 8,18 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=TRIAM+LICHTENSTEIN+INJECTIESUSPENS+40MG%2FML+AMP+1ML,https://www.medicijnkosten.nl/medicijn?artikel=TRIAM+LICHTENSTEIN+INJECTIESUSPENS+40MG%2FML+AMP+1ML&id=1957412399d1a56a55a15847dad07ab4,no,
a,"comaranil tablet 2/0,625mg",PERINDOPRIL/INDAPAMIDE,KRKA Netherlands B.V.,Geneesmiddel,"€ 8,18 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=COMARANIL+TABLET+2%2F0%2C625MG,https://www.medicijnkosten.nl/medicijn?artikel=COMARANIL+TABLET+2%2F0%2C625MG&id=24843a8f39475ea861544ff233c84b2b,no,
a,lithiumcarbonaat capsule 300mg fna mr,LITHIUMCARBONAAT,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 8,18 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LITHIUMCARBONAAT+CAPSULE+300MG+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=LITHIUMCARBONAAT+CAPSULE+300MG+FNA+MR&id=71ba9831909a3f10dd35a03be653c7c2,no,
a,natriumcromoglicaat teva neusspray 40mg/ml,CROMOGLICINEZUUR,PHARMACHEMIE BV,Geneesmiddel,"€ 8,20 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMCROMOGLICAAT+TEVA+NEUSSPRAY+40MG%2FML,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMCROMOGLICAAT+TEVA+NEUSSPRAY+40MG%2FML&id=a53c5565d356479672a44226c9b827b9,no,
a,beclometason/mesalazine klysma 3mg/1g/100g fna mr,BECLOMETASON/MESALAZINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 8,23 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=BECLOMETASON%2FMESALAZINE+KLYSMA+3MG%2F1G%2F100G+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=BECLOMETASON%2FMESALAZINE+KLYSMA+3MG%2F1G%2F100G+FNA+MR&id=012cfb5ddc163fbc89e85196cc336f6f,no,
a,rabeprazolnatrium sandoz tablet msr 20mg,RABEPRAZOL,SANDOZ BV,Geneesmiddel,"€ 8,23 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=RABEPRAZOLNATRIUM+SANDOZ+TABLET+MSR+20MG,https://www.medicijnkosten.nl/medicijn?artikel=RABEPRAZOLNATRIUM+SANDOZ+TABLET+MSR+20MG&id=c3e2170ed4b915d4b71e7ac068f64fd0,no,
a,basis voor cetomacrogolzalf fna mr,BASIS VOOR CETOMACROGOLZALF,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 8,25 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=BASIS+VOOR+CETOMACROGOLZALF+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=BASIS+VOOR+CETOMACROGOLZALF+FNA+MR&id=0c0c0cdebd14f05f631e8700237869c8,no,
a,locoid crelo huidemulsie 1mg/g,HYDROCORTISON,STEPHAR BV,Geneesmiddel,"€ 8,25 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LOCOID+CRELO+HUIDEMULSIE+1MG%2FG,https://www.medicijnkosten.nl/medicijn?artikel=LOCOID+CRELO+HUIDEMULSIE+1MG%2FG&id=3bedd9aa02c49129c0459492ee978c61,no,
a,janumet tablet filmomhuld 50mg/ 850mg,SITAGLIPTINE/METFORMINE,BMODESTO B.V.,Geneesmiddel,"€ 8,28 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=JANUMET+TABLET+FILMOMHULD+50MG%2F+850MG,https://www.medicijnkosten.nl/medicijn?artikel=JANUMET+TABLET+FILMOMHULD+50MG%2F+850MG&id=231650f88e0d36feee1028515467b6d1,no,
