Generic Name,Currency,Ex Factory Wholesale Price,Unit Price,Region,Product Group,Marketing Authority,Local Pack Description,Formulation,Fill Size,Strength,Strength Unit,LOCAL_PACK_CODE
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,ACT Amlodipine,Teva Can,Co. 5 mg,Co,100,5,MG,02297485
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,ACT Amlodipine,Teva Can,Co. 5 mg,Co,500,5,MG,02297485
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,AG-Amlodipine,Angita,Co. 5 mg,Co,500,5,MG,02369230
AMLODIPINE (BÉSYLATE D'),CAD,33.58,0.1343,NORTH AMERICA,Amlodipine,Altamed,Co. 5 mg,Co,250,5,MG,02490803
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Amlodipine,Angita,Co. 5 mg,Co,500,5,MG,02552876
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Amlodipine,Jamp,Co. 5 mg,Co,100,5,MG,02429217
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Amlodipine,Jamp,Co. 5 mg,Co,500,5,MG,02429217
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Amlodipine,Pro Doc,Co. 5 mg,Co,500,5,MG,02326809
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Amlodipine,Sanis,Co. 5 mg,Co,100,5,MG,02331284
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Amlodipine,Sanis,Co. 5 mg,Co,500,5,MG,02331284
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Amlodipine,Sivem,Co. 5 mg,Co,100,5,MG,02385791
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Amlodipine,Sivem,Co. 5 mg,Co,500,5,MG,02385791
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Amlodipine,Besylate Accord,Co. 5 mg,Co,100,5,MG,02419564
AMLODIPINE (BÉSYLATE D'),CAD,33.58,0.1343,NORTH AMERICA,Amlodipine,Besylate Accord,Co. 5 mg,Co,250,5,MG,02419564
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Apo-Amlodipine,Apotex,Co. 5 mg,Co,100,5,MG,02273373
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Apo-Amlodipine,Apotex,Co. 5 mg,Co,500,5,MG,02273373
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Auro-Amlodipine,AuroPharma,Co. 5 mg,Co,100,5,MG,02397072
AMLODIPINE (BÉSYLATE D'),CAD,33.58,0.1343,NORTH AMERICA,Auro-Amlodipine,AuroPharma,Co. 5 mg,Co,250,5,MG,02397072
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Bio-Amlodipine,Biomed,Co. 5 mg,Co,100,5,MG,02392135
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Bio-Amlodipine,Biomed,Co. 5 mg,Co,500,5,MG,02392135
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Jamp-Amlodipine,Jamp,Co. 5 mg,Co,100,5,MG,02357194
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Jamp-Amlodipine,Jamp,Co. 5 mg,Co,500,5,MG,02357194
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,M-Amlodipine,Mantra Ph.,Co. 5 mg,Co,500,5,MG,02468026
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Mar-Amlodipine,Marcan,Co. 5 mg,Co,100,5,MG,02371715
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Mar-Amlodipine,Marcan,Co. 5 mg,Co,500,5,MG,02371715
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Mint-Amlodipine,Mint,Co. 5 mg,Co,100,5,MG,02362651
AMLODIPINE (BÉSYLATE D'),CAD,33.58,0.1343,NORTH AMERICA,Mint-Amlodipine,Mint,Co. 5 mg,Co,250,5,MG,02362651
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Mylan-Amlodipine,Mylan,Co. 5 mg,Co,100,5,MG,02272113
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Mylan-Amlodipine,Mylan,Co. 5 mg,Co,500,5,MG,02272113
AMLODIPINE (BÉSYLATE D'),CAD,129.99,1.2999,NORTH AMERICA,Norvasc,BGP Pharma,Co. 5 mg,Co,100,5,MG,00878928
AMLODIPINE (BÉSYLATE D'),CAD,324.97,1.2999,NORTH AMERICA,Norvasc,BGP Pharma,Co. 5 mg,Co,250,5,MG,00878928
AMLODIPINE (BÉSYLATE D'),CAD,33.58,0.1343,NORTH AMERICA,NRA-Amlodipine,Nora,Co. 5 mg,Co,250,5,MG,02476460
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,NRA-Amlodipine,Nora,Co. 5 mg,Co,500,5,MG,02476460
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,pms-Amlodipine,Phmscience,Co. 5 mg,Co,100,5,MG,02284065
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,pms-Amlodipine,Phmscience,Co. 5 mg,Co,500,5,MG,02284065
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Priva-Amlodipine,Nora,Co. 5 mg,Co,100,5,MG,02444453
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Priva-Amlodipine,Nora,Co. 5 mg,Co,500,5,MG,02444453
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,PRZ-Amlodipine,Pharmaris,Co. 5 mg,Co,500,5,MG,02522519
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Riva-Amlodipine,Riva,Co. 5 mg,Co,100,5,MG,02331497
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Riva-Amlodipine,Riva,Co. 5 mg,Co,500,5,MG,02331497
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Sandoz Amlodipine,Sandoz,Co. 5 mg,Co,100,5,MG,02284383
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Sandoz Amlodipine,Sandoz,Co. 5 mg,Co,500,5,MG,02284383
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Taro-Amlodipine,Sun Pharma,Co. 5 mg,Co,100,5,MG,02321858
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Taro-Amlodipine,Sun Pharma,Co. 5 mg,Co,500,5,MG,02321858
AMLODIPINE (BÉSYLATE D'),CAD,13.43,0.1343,NORTH AMERICA,Teva-Amlodipine,Teva Can,Co. 5 mg,Co,100,5,MG,02250497
AMLODIPINE (BÉSYLATE D'),CAD,67.15,0.1343,NORTH AMERICA,Teva-Amlodipine,Teva Can,Co. 5 mg,Co,500,5,MG,02250497
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,ACT Amlodipine,Teva Can,Co. 10 mg,Co,100,10,MG,02297493
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,ACT Amlodipine,Teva Can,Co. 10 mg,Co,500,10,MG,02297493
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,AG-Amlodipine,Angita,Co. 10 mg,Co,500,10,MG,02369249
AMLODIPINE (BÉSYLATE D'),CAD,49.83,0.1993,NORTH AMERICA,Amlodipine,Altamed,Co. 10 mg,Co,250,10,MG,02490811
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Amlodipine,Jamp,Co. 10 mg,Co,100,10,MG,02429225
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Amlodipine,Jamp,Co. 10 mg,Co,500,10,MG,02429225
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Amlodipine,Pro Doc,Co. 10 mg,Co,500,10,MG,02326817
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Amlodipine,Sanis,Co. 10 mg,Co,500,10,MG,02331292
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Amlodipine,Sivem,Co. 10 mg,Co,100,10,MG,02385805
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Amlodipine,Sivem,Co. 10 mg,Co,500,10,MG,02385805
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Amlodipine,Besylate Accord,Co. 10 mg,Co,100,10,MG,02419572
AMLODIPINE (BÉSYLATE D'),CAD,49.83,0.1993,NORTH AMERICA,Amlodipine,Besylate Accord,Co. 10 mg,Co,250,10,MG,02419572
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Apo-Amlodipine,Apotex,Co. 10 mg,Co,100,10,MG,02273381
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Apo-Amlodipine,Apotex,Co. 10 mg,Co,500,10,MG,02273381
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Auro-Amlodipine,AuroPharma,Co. 10 mg,Co,100,10,MG,02397080
AMLODIPINE (BÉSYLATE D'),CAD,49.83,0.1993,NORTH AMERICA,Auro-Amlodipine,AuroPharma,Co. 10 mg,Co,250,10,MG,02397080
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Bio-Amlodipine,Biomed,Co. 10 mg,Co,100,10,MG,02392143
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Bio-Amlodipine,Biomed,Co. 10 mg,Co,500,10,MG,02392143
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Jamp-Amlodipine,Jamp,Co. 10 mg,Co,100,10,MG,02357208
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Jamp-Amlodipine,Jamp,Co. 10 mg,Co,500,10,MG,02357208
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,M-Amlodipine,Mantra Ph.,Co. 10 mg,Co,500,10,MG,02468034
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Mar-Amlodipine,Marcan,Co. 10 mg,Co,100,10,MG,02371723
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Mar-Amlodipine,Marcan,Co. 10 mg,Co,500,10,MG,02371723
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Mint-Amlodipine,Mint,Co. 10 mg,Co,100,10,MG,02362678
AMLODIPINE (BÉSYLATE D'),CAD,49.83,0.1993,NORTH AMERICA,Mint-Amlodipine,Mint,Co. 10 mg,Co,250,10,MG,02362678
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Mylan-Amlodipine,Mylan,Co. 10 mg,Co,100,10,MG,02272121
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Mylan-Amlodipine,Mylan,Co. 10 mg,Co,500,10,MG,02272121
AMLODIPINE (BÉSYLATE D'),CAD,192.96,1.9296,NORTH AMERICA,Norvasc,BGP Pharma,Co. 10 mg,Co,100,10,MG,00878936
AMLODIPINE (BÉSYLATE D'),CAD,482.39,1.9296,NORTH AMERICA,Norvasc,BGP Pharma,Co. 10 mg,Co,250,10,MG,00878936
AMLODIPINE (BÉSYLATE D'),CAD,49.83,0.1993,NORTH AMERICA,NRA-Amlodipine,Nora,Co. 10 mg,Co,250,10,MG,02476479
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,NRA-Amlodipine,Nora,Co. 10 mg,Co,500,10,MG,02476479
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,pms-Amlodipine,Phmscience,Co. 10 mg,Co,100,10,MG,02284073
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,pms-Amlodipine,Phmscience,Co. 10 mg,Co,500,10,MG,02284073
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Priva-Amlodipine,Nora,Co. 10 mg,Co,100,10,MG,02444461
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Priva-Amlodipine,Nora,Co. 10 mg,Co,500,10,MG,02444461
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,PRZ-Amlodipine,Pharmaris,Co. 10 mg,Co,500,10,MG,02522527
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Riva-Amlodipine,Riva,Co. 10 mg,Co,100,10,MG,02331500
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Riva-Amlodipine,Riva,Co. 10 mg,Co,500,10,MG,02331500
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Sandoz Amlodipine,Sandoz,Co. 10 mg,Co,100,10,MG,02284391
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Sandoz Amlodipine,Sandoz,Co. 10 mg,Co,500,10,MG,02284391
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Taro-Amlodipine,Sun Pharma,Co. 10 mg,Co,100,10,MG,02321866
AMLODIPINE (BÉSYLATE D'),CAD,99.65,0.1993,NORTH AMERICA,Taro-Amlodipine,Sun Pharma,Co. 10 mg,Co,500,10,MG,02321866
AMLODIPINE (BÉSYLATE D'),CAD,19.93,0.1993,NORTH AMERICA,Teva-Amlodipine,Teva Can,Co. 10 mg,Co,100,10,MG,02250500
AMLODIPINE (BÉSYLATE D'),CAD,49.83,0.1993,NORTH AMERICA,Teva-Amlodipine,Teva Can,Co. 10 mg,Co,250,10,MG,02250500
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,58.02,0.5802,NORTH AMERICA,Apo-Amlodipine-Atorvastatin,Apotex,Co. 5 mg -10 mg,Co,100,5,MG,02411253
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,67.96,0.7551,NORTH AMERICA,Caduet,BGP Pharma,Co. 5 mg -10 mg,Co,90,5,MG,02273233
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,52.22,0.5802,NORTH AMERICA,Mylan-Amlopdipine/,Mylan,Co. 5 mg -10 mg,Co,90,5,MG,02362759
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,68.42,0.6842,NORTH AMERICA,Apo-Amlodipine-Atorvastatin,Apotex,Co. 5 mg - 20 mg,Co,100,5,MG,02411261
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,77.32,0.8591,NORTH AMERICA,Caduet,BGP Pharma,Co. 5 mg - 20 mg,Co,90,5,MG,02273241
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,61.58,0.6842,NORTH AMERICA,Mylan-Amlopdipine/,Mylan,Co. 5 mg - 20 mg,Co,90,5,MG,02362767
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,72.32,0.7232,NORTH AMERICA,Apo-Amlodipine-Atorvastatin,Apotex,Co. 5 mg - 20 mg,Co,100,5,MG,02411288
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,80.83,0.8981,NORTH AMERICA,Caduet,BGP Pharma,Co. 5 mg - 20 mg,Co,90,5,MG,02273268
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,65.09,0.7232,NORTH AMERICA,Mylan-Amlopdipine/,Mylan,Co. 5 mg - 20 mg,Co,90,5,MG,02362775
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,72.32,0.7232,NORTH AMERICA,Apo-Amlodipine-Atorvastatin,Apotex,Co. 5 mg - 20 mg,Co,100,5,MG,02411296
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,80.83,0.8981,NORTH AMERICA,Caduet,BGP Pharma,Co. 5 mg - 20 mg,Co,90,5,MG,02273276
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,65.09,0.7232,NORTH AMERICA,Mylan-Amlopdipine/,Mylan,Co. 5 mg - 20 mg,Co,90,5,MG,02362783
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,61.25,0.6125,NORTH AMERICA,Apo-Amlodipine-Atorvastatin,Apotex,Co. 5 mg - 20 mg,Co,100,5,MG,02411318
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,82.75,0.9194,NORTH AMERICA,Caduet,BGP Pharma,Co. 5 mg - 20 mg,Co,90,5,MG,02273284
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,55.13,0.6125,NORTH AMERICA,Mylan-Amlopdipine/,Mylan,Co. 5 mg - 20 mg,Co,90,5,MG,02362791
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,76.36,0.7636,NORTH AMERICA,Apo-Amlodipine-Atorvastatin,Apotex,Co. 5 mg - 20 mg,Co,100,5,MG,02411326
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,92.11,1.0234,NORTH AMERICA,Caduet,BGP Pharma,Co. 5 mg - 20 mg,Co,90,5,MG,02273292
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,68.72,0.7636,NORTH AMERICA,Mylan-Amlopdipine/,Mylan,Co. 5 mg - 20 mg,Co,90,5,MG,02362805
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,80.0,0.8,NORTH AMERICA,Apo-Amlodipine-Atorvastatin,Apotex,Co. 5 mg - 20 mg,Co,100,5,MG,02411334
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,95.62,1.0624,NORTH AMERICA,Caduet,BGP Pharma,Co. 5 mg - 20 mg,Co,90,5,MG,02273306
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,72.0,0.8,NORTH AMERICA,Mylan-Amlopdipine/,Mylan,Co. 5 mg - 20 mg,Co,90,5,MG,02362813
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,80.0,0.8,NORTH AMERICA,Apo-Amlodipine-Atorvastatin,Apotex,Co. 5 mg - 20 mg,Co,100,5,MG,02411342
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,95.62,1.0624,NORTH AMERICA,Caduet,BGP Pharma,Co. 5 mg - 20 mg,Co,90,5,MG,02273314
AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,CAD,72.0,0.8,NORTH AMERICA,Mylan-Amlopdipine/,Mylan,Co. 5 mg - 20 mg,Co,90,5,MG,02362821
FÉLODIPINE,CAD,38.15,0.3815,NORTH AMERICA,Apo-Felodipine,Apotex,"Co. L.A. 2,5 mg",Co. L.A,100,2.5,MG,02452367
FÉLODIPINE,CAD,15.27,0.509,NORTH AMERICA,Plendil,Glenwood,"Co. L.A. 2,5 mg",Co. L.A,30,2.5,MG,02057778
FÉLODIPINE,CAD,33.98,0.3398,NORTH AMERICA,Apo-Felodipine,Apotex,Co. L.A. 5 mg,Co. L.A,100,5,MG,02452375
FÉLODIPINE,CAD,20.4,0.68,NORTH AMERICA,Plendil,AZC,Co. L.A. 5 mg,Co. L.A,30,5,MG,00851779
FÉLODIPINE,CAD,33.98,0.3398,NORTH AMERICA,Sandoz Felodipine,Sandoz,Co. L.A. 5 mg,Co. L.A,100,5,MG,02280264
FÉLODIPINE,CAD,50.98,0.5098,NORTH AMERICA,Apo-Felodipine,Apotex,Co. L.A. 5 mg,Co. L.A,100,5,MG,02452383
FÉLODIPINE,CAD,30.62,1.0207,NORTH AMERICA,Plendil,Glenwood,Co. L.A. 5 mg,Co. L.A,30,5,MG,00851787
FÉLODIPINE,CAD,50.98,0.5098,NORTH AMERICA,Sandoz Felodipine,Sandoz,Co. L.A. 5 mg,Co. L.A,100,5,MG,02280272
NIFÉDIPINE,CAD,36.79,0.3679,NORTH AMERICA,Nifedipine,AA Pharma,Caps. 5 mg,Caps,100,5,MG,00725110
NIFÉDIPINE,CAD,17.28,0.6171,NORTH AMERICA,Adalat XL,Bayer,Caps. 5 mg,Caps,28,5,MG,02155907
NIFÉDIPINE,CAD,60.48,0.6171,NORTH AMERICA,Adalat XL,Bayer,Caps. 5 mg,Caps,98,5,MG,02155907
NIFÉDIPINE,CAD,61.71,0.6171,NORTH AMERICA,Mylan-Nifedipine,Extended Mylan,Caps. 5 mg,Caps,100,5,MG,02349167
NIFÉDIPINE,CAD,18.51,0.617,NORTH AMERICA,Nifedipine,ER Pro Doc,Caps. 5 mg,Caps,30,5,MG,02421631
NIFÉDIPINE,CAD,61.7,0.617,NORTH AMERICA,Nifedipine,ER Pro Doc,Caps. 5 mg,Caps,100,5,MG,02421631
NIFÉDIPINE,CAD,61.7,0.617,NORTH AMERICA,pmsc-Nifedipine,ER Phmscience,Caps. 5 mg,Caps,100,5,MG,02533332
NIFÉDIPINE,CAD,61.7,0.617,NORTH AMERICA,Pro-Nifedipine,ER Pro Doc,Caps. 5 mg,Caps,100,5,MG,02534843
NIFÉDIPINE,CAD,93.73,0.9373,NORTH AMERICA,AG-Nifedipine,ER Angita,Caps. 5 mg,Caps,100,5,MG,02511460
NIFÉDIPINE,CAD,93.73,0.9373,NORTH AMERICA,Jamp Nifedipine,ER Jamp,Caps. 5 mg,Caps,100,5,MG,02511711
NIFÉDIPINE,CAD,93.73,0.9373,NORTH AMERICA,M-Nifedipine,ER Mantra Ph.,Caps. 5 mg,Caps,100,5,MG,02511649
NIFÉDIPINE,CAD,93.74,0.9374,NORTH AMERICA,Mylan-Nifedipine,Extended Mylan,Caps. 5 mg,Caps,100,5,MG,02321149
NIFÉDIPINE,CAD,28.12,0.9373,NORTH AMERICA,Nifedipine,ER Pro Doc,Caps. 5 mg,Caps,30,5,MG,02421658
NIFÉDIPINE,CAD,93.73,0.9373,NORTH AMERICA,Nifedipine,ER Pro Doc,Caps. 5 mg,Caps,100,5,MG,02421658
NIFÉDIPINE,CAD,28.12,0.9373,NORTH AMERICA,pms-Nifedipine,ER Phmscience,Caps. 5 mg,Caps,30,5,MG,02416301
NIFÉDIPINE,CAD,93.73,0.9373,NORTH AMERICA,pms-Nifedipine,ER Phmscience,Caps. 5 mg,Caps,100,5,MG,02416301
NIMODIPINE,CAD,988.0,9.88,NORTH AMERICA,Nimotop,Bayer,Co. 30 mg,Co,100,30,MG,02325926
DILTIAZEM (CHLORHYDRATE DE),CAD,21.33,0.2133,NORTH AMERICA,Diltiazem,T Sanis,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02516101
DILTIAZEM (CHLORHYDRATE DE),CAD,21.33,0.2133,NORTH AMERICA,Jamp Diltiazem,T Jamp,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02495376
DILTIAZEM (CHLORHYDRATE DE),CAD,21.33,0.2133,NORTH AMERICA,Mar-Diltiazem,T Marcan,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02465353
DILTIAZEM (CHLORHYDRATE DE),CAD,21.33,0.2133,NORTH AMERICA,M-Diltiazem,T Mantra Ph.,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02546434
DILTIAZEM (CHLORHYDRATE DE),CAD,21.33,0.2133,NORTH AMERICA,Novo-Diltiazem,HCl ER Novopharm,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02271605
DILTIAZEM (CHLORHYDRATE DE),CAD,21.33,0.2133,NORTH AMERICA,Sandoz Diltiazem,T Sandoz,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02245918
DILTIAZEM (CHLORHYDRATE DE),CAD,21.33,0.2133,NORTH AMERICA,Teva-Diltiazem,T Teva Can,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02370441
DILTIAZEM (CHLORHYDRATE DE),CAD,83.49,0.8349,NORTH AMERICA,Tiazac,Bausch H.,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02231150
DILTIAZEM (CHLORHYDRATE DE),CAD,28.89,0.2889,NORTH AMERICA,Diltiazem,T Sanis,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02516128
DILTIAZEM (CHLORHYDRATE DE),CAD,28.89,0.2889,NORTH AMERICA,Jamp Diltiazem,T Jamp,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02495384
DILTIAZEM (CHLORHYDRATE DE),CAD,28.89,0.2889,NORTH AMERICA,Mar-Diltiazem,T Marcan,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02465361
DILTIAZEM (CHLORHYDRATE DE),CAD,28.89,0.2889,NORTH AMERICA,M-Diltiazem,T Mantra Ph.,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02546442
DILTIAZEM (CHLORHYDRATE DE),CAD,28.89,0.2889,NORTH AMERICA,Novo-Diltiazem,HCl ER Novopharm,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02271613
DILTIAZEM (CHLORHYDRATE DE),CAD,28.89,0.2889,NORTH AMERICA,Sandoz Diltiazem,T Sandoz,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02245919
DILTIAZEM (CHLORHYDRATE DE),CAD,144.45,0.2889,NORTH AMERICA,Sandoz Diltiazem,T Sandoz,Caps. L.A. 120 mg,Caps. L.A,500,120,MG,02245919
DILTIAZEM (CHLORHYDRATE DE),CAD,28.89,0.2889,NORTH AMERICA,Teva-Diltiazem,T Teva Can,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02370492
DILTIAZEM (CHLORHYDRATE DE),CAD,112.48,1.1248,NORTH AMERICA,Tiazac,Bausch H.,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02231151
DILTIAZEM (CHLORHYDRATE DE),CAD,38.32,0.3832,NORTH AMERICA,Diltiazem,T Sanis,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02516136
DILTIAZEM (CHLORHYDRATE DE),CAD,38.32,0.3832,NORTH AMERICA,Jamp Diltiazem,T Jamp,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02495392
DILTIAZEM (CHLORHYDRATE DE),CAD,38.32,0.3832,NORTH AMERICA,Mar-Diltiazem,T Marcan,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02465388
DILTIAZEM (CHLORHYDRATE DE),CAD,38.32,0.3832,NORTH AMERICA,M-Diltiazem,T Mantra Ph.,Caps. L.A. 120 mg,Caps. L.A,100,120,MG,02546450
