Generic,Flags,Form,Strength,StrengthValue,StrengthUnit,PPB,DIN,Brand,Manufacturer,Pack,PackPrice,UnitPrice,UnitPriceSource,Page,confidence,confidence_label,confidence_reason
THIOGUANINE,X,Co.,40 mg,40,mg,TRUE,00282081,Lanvis,Aspen,25,102.93,25.0,Printed,73,1.0,high,No penalties
TRÉTINOÏNE,X,Caps.,10 mg,10,mg,TRUE,02520036,Jamp Tretinoin,Jamp,100,1392.84,100.0,Printed,73,1.0,high,No penalties
TRÉTINOÏNE,X,Caps.,10 mg,10,mg,TRUE,02145839,Vesanoid 2025-08 Page 51,Cheplaphar,100,1638.63,100.0,Printed,73,0.96,high,Brand wrapped across lines (-0.04)
TRIPTORÉLINE (PAMOATE DE),X,Trousse,3.75 mg,3.75,mg,TRUE,02240000,Trelstar,Knight,1,304.43,1.0,Printed,74,1.0,high,No penalties
TRIPTORÉLINE (PAMOATE DE),X,Trousse,11.25 mg,11.25,mg,TRUE,02243856,Trelstar LA,Knight,1,932.12,1.0,Printed,74,1.0,high,No penalties
TRIPTORÉLINE (PAMOATE DE),X,Trousse,22.5 mg,22.5,mg,TRUE,02412322,Trelstar Page 52 2025-08,Knight,1,1650.0,1.0,Printed,74,0.96,high,Brand wrapped across lines (-0.04)
VARÉNICLINE (TARTRATE DE),X,Co.,0.5 mg,0.5,mg,TRUE,02546965,"Mint-Varenicline (trousse) * 02542986 NRA-Varenicline (trousse de Nora 53 24,39 départ)",Mint,53,24.39,53.0,Printed,77,0.96,high,Brand wrapped across lines (-0.04)
BÉTHANÉCHOL (CHLORURE DE),X,Co.,10 mg,10,mg,TRUE,01947958,Duvoid,Paladin,100,25.98,100.0,Printed,77,1.0,high,No penalties
BÉTHANÉCHOL (CHLORURE DE),X,Co.,25 mg,25,mg,TRUE,01947931,Duvoid,Paladin,100,42.07,100.0,Printed,77,1.0,high,No penalties
BÉTHANÉCHOL (CHLORURE DE),X,Co.,50 mg,50,mg,TRUE,01947923,Duvoid,Paladin,100,55.26,100.0,Printed,77,1.0,high,No penalties
PILOCARPINE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02509571,Jamp Pilocarpine,Jamp,100,73.21,100.0,Printed,77,1.0,high,No penalties
PILOCARPINE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02496119,M-Pilocarpine,Mantra Ph.,100,73.21,100.0,Printed,77,1.0,high,No penalties
PILOCARPINE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02216345,Salagen,Amdipharm,100,73.21,100.0,Printed,77,1.0,high,No penalties
PYRIDOSTIGMINE (BROMURE DE),X,Co.,60 mg,60,mg,TRUE,02508362,Jamp Pyridostigmine Bromide,Jamp,100,26.73,100.0,Printed,77,0.96,high,Brand wrapped across lines (-0.04)
PYRIDOSTIGMINE (BROMURE DE),X,Co.,60 mg,60,mg,TRUE,00869961,Mestinon,Bausch H.,100,42.95,100.0,Printed,77,1.0,high,No penalties
PYRIDOSTIGMINE (BROMURE DE),X,Co.,60 mg,60,mg,TRUE,02495643,Riva-Pyridostigmine,Riva,100,26.73,100.0,Printed,77,1.0,high,No penalties
PYRIDOSTIGMINE (BROMURE DE),X,Co. L.A.,180 mg,180,mg,TRUE,00869953,Mestinon Supraspan 7 La durée du remboursement dun traitement antitabagique de varénicline est dabord limitée à un total de 12 semaines consécutives par période de 12 mois. Une prolongation de 12 semaines sera autorisée pour les,Bausch H.,30,28.19,30.0,Printed,77,0.96,high,Brand wrapped across lines (-0.04)
PYRIDOSTIGMINE (BROMURE DE),X,Co. L.A.,180 mg,180,mg,TRUE,00869953,Mestinon Supraspan 7 La durée du remboursement dun traitement antitabagique de varénicline est dabord limitée à un total de 12 semaines consécutives par période de 12 mois. Une prolongation de 12 semaines sera autorisée pour les,Bausch H.,,7.0,12.0,Printed,77,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
PYRIDOSTIGMINE (BROMURE DE),X,Co. L.A.,180 mg,180,mg,TRUE,00869953,Mestinon Supraspan 7 La durée du remboursement dun traitement antitabagique de varénicline est dabord limitée à un total de 12 semaines consécutives par période de 12 mois. Une prolongation de 12 semaines sera autorisée pour les,Bausch H.,,12.0,12.0,Printed,77,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
ACLIDINIUM (BROMURE D'),X,Pd. pour Inh. (App.),400 mcg,400,mcg,TRUE,02409720,Tudorza Genuair,Covis,60,53.1,60.0,Printed,78,1.0,high,No penalties
GLYCOPYRROLATE,X,Sol. Inj.,0.2 mg,0.2,mg,TRUE,02382857,Glycopyrrolate injection,Oméga,1 ml,2.78,1.0,Printed,78,1.0,high,No penalties
GLYCOPYRROLATE,X,Sol. Inj.,2 ml,2,ml,TRUE,02039508,Glycopyrrolate injection,Sandoz,2 ml,5.57,2.0,Printed,78,1.0,high,No penalties
GLYCOPYRROLATE,X,Sol. Inj.,2 ml,2,ml,TRUE,02473879,Glycopyrrolate injection,Sterimax,1 ml,2.78,1.0,Printed,78,1.0,high,No penalties
GLYCOPYRROLATE,X,Sol. Inj.,2 ml,2,ml,TRUE,02473887,Glycopyrrolate injection,Sterimax,20 ml,55.65,20.0,Printed,78,1.0,high,No penalties
GLYCOPYRROLATE,X,Sol. Inj.,2 ml,2,ml,TRUE,02473895,Glycopyrrolate injection,Sterimax,2 ml,5.57,2.0,Printed,78,1.0,high,No penalties
GLYCOPYRROLATE,X,Sol. Inj.,2 ml,2,ml,TRUE,02382849,Glycopyrrolate Injection Multidose,Oméga,20 ml,55.65,20.0,Printed,78,0.96,high,Brand wrapped across lines (-0.04)
GLYCOPYRROLATE,X,Sol. Inj.,2 ml,2,ml,TRUE,02513749,Injection de Glycopyrrolate,Jamp,2 ml,5.57,2.0,Printed,78,1.0,high,No penalties
GLYCOPYRROLATE,X,Sol. Inj.,2 ml,2,ml,TRUE,02532379,Injection de Glycopyrrolate,Jamp,20 ml,55.65,20.0,Printed,78,1.0,high,No penalties
GLYCOPYRRONIUM (BROMURE DE),X,Pd. pour Inh. (App.),50 mcg,50,mcg,TRUE,02394936,Seebri Breezhaler,Covis,30,53.1,30.0,Printed,78,1.0,high,No penalties
HYOSCINE (BUTYLBROMURE D'),,Sol. Inj.,20 mg,20,mg,TRUE,02229868,Butylbromure d'hyoscine,Sandoz,1 ml,4.52,1.0,Printed,78,1.0,high,No penalties
IPRATROPIUM (BROMURE D'),X,Aéro. oral,0.02 mg,0.02,mg,TRUE,02247686,Atrovent HFA,Bo. Ing. 200 dose(s),200,18.92,,,78,0.92,high,Unit price missing (pack cost present) (-0.08)
IPRATROPIUM (BROMURE D'),X,Aéro. oral,0.02 mg,0.02,mg,TRUE,02542587,JAMP Ipratropium HFA,Jamp 200 dose(s),200,11.25,,,78,0.92,high,Unit price missing (pack cost present) (-0.08)
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.125 mg,0.125,mg,TRUE,02231135,pms-Ipratropium Polynebs,Phmscience,20,13.18,20.0,Printed,78,1.0,high,No penalties
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.25 mg,0.25,mg,TRUE,02126222,Apo-Ipravent,Apotex,20 ml,6.31,20.0,Printed,78,1.0,high,No penalties
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.25 mg,0.25,mg,TRUE,02231136,pms-Ipratropium,Phmscience,20 ml,6.31,20.0,Printed,78,1.0,high,No penalties
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.25 mg,0.25,mg,TRUE,02231244,pms-Ipratropium Polynebs,Phmscience,20,13.18,20.0,Printed,78,1.0,high,No penalties
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.25 mg,0.25,mg,TRUE,99001446,ratio-Ipratropium UDV,Ratiopharm,20,13.18,20.0,Printed,78,1.0,high,No penalties
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.25 mg,0.25,mg,TRUE,02216221,Teva-Ipratropium Sterinebs Page 56 2025-08,Teva Can,20,13.18,20.0,Printed,78,0.96,high,Brand wrapped across lines (-0.04)
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.25 mg,0.25,mg,TRUE,02231245,pms-Ipratropium Polynebs,Phmscience,10,13.18,10.0,Printed,79,1.0,high,No penalties
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.25 mg,0.25,mg,TRUE,99002795,"Teva-Ipratropium Sterinebs Vap. nasal 0,03 %",Teva Can,10,13.18,10.0,Printed,79,0.96,high,Brand wrapped across lines (-0.04)
IPRATROPIUM (BROMURE D'),X,Sol. pour Inh.,0.25 mg,0.25,mg,TRUE,02239627,pms-Ipratropium,Phmscience,30 ml,22.7,30.0,Printed,79,1.0,high,No penalties
IPRATROPIUM (BROMURE D')/ SALBUTAMOL (SULFATE DE),X,Sol. pour Inh.,0.2 mg,0.2,mg,TRUE,02483394,Bromure d'ipratropium et salbutamol,Juno,20,14.68,20.0,Printed,79,0.96,high,Brand wrapped across lines (-0.04)
IPRATROPIUM (BROMURE D')/ SALBUTAMOL (SULFATE DE),X,Sol. pour Inh.,0.2 mg,0.2,mg,TRUE,02272695,Teva-Combo Sterinebs,Teva Can,20,14.68,20.0,Printed,79,1.0,high,No penalties
TIOTROPIUM (BROMURE MONOHYDRATÉ DE),X,Pd. pour Inh. (App.),18 mcg,18,mcg,TRUE,02550865,Apo-Tiotropium,Apotex,30,27.43,30.0,Printed,79,1.0,high,No penalties
TIOTROPIUM (BROMURE MONOHYDRATÉ DE),X,Pd. pour Inh. (App.),18 mcg,18,mcg,TRUE,02537850,Lupin-Tiotropium (LupinHaler),Lupin,30,27.43,30.0,Printed,79,0.96,high,Brand wrapped across lines (-0.04)
TIOTROPIUM (BROMURE MONOHYDRATÉ DE),X,Pd. pour Inh. (App.),18 mcg,18,mcg,TRUE,02246793,Spiriva Handihaler,Bo. Ing.,30,27.43,30.0,Printed,79,1.0,high,No penalties
TIOTROPIUM (BROMURE MONOHYDRATÉ DE),X,Sol. pour Inh. (App.),2.5 mcg,2.5,mcg,TRUE,02435381,Spiriva Respimat,Bo. Ing. 60 dose(s),60,51.9,,,79,0.92,high,Unit price missing (pack cost present) (-0.08)
UMÉCLIDINIUM (BROMURE D'),X,Pd. pour Inh.,62.5 mcg,62.5,mcg,TRUE,02423596,Incruse Ellipta 2025-08 Page 57,GSK 30 dose(s),30,50.0,,,79,0.88,high,Brand wrapped across lines (-0.04); Unit price missing (pack cost present) (-0.08)
MIDODRINE (CHLORHYDRATE DE),X,Co.,2.5 mg,2.5,mg,TRUE,02517701,JAMP Midodrine,Jamp,100,11.53,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,2.5 mg,2.5,mg,TRUE,02473984,Mar-Midodrine,Marcan,100,11.53,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,2.5 mg,2.5,mg,TRUE,02278677,Midodrine,Apotex,100,11.53,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,2.5 mg,2.5,mg,TRUE,02533200,Midodrine,Sanis,100,11.53,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,2.5 mg,2.5,mg,TRUE,02547112,M-Midodrine,Mantra Ph.,100,11.53,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02517728,JAMP Midodrine,Jamp,100,19.21,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02473992,Mar-Midodrine,Marcan,100,19.21,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02278685,Midodrine,Apotex,100,19.21,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02533219,Midodrine,Sanis,100,19.21,100.0,Printed,80,1.0,high,No penalties
MIDODRINE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02547120,M-Midodrine 12:12.08,Mantra Ph.,100,19.21,100.0,Printed,80,0.96,high,Brand wrapped across lines (-0.04)
FORMOTÉROL DIHYDRATÉ (FUMARATE DE),X,Pd. pour Inh.,6 mcg,6,mcg,TRUE,02237225,Oxeze Turbuhaler,AZC 60 dose(s),60,33.24,,,80,0.92,high,Unit price missing (pack cost present) (-0.08)
FORMOTÉROL DIHYDRATÉ (FUMARATE DE),X,Pd. pour Inh.,12 mcg,12,mcg,TRUE,02237224,Oxeze Turbuhaler,AZC 60 dose(s),60,44.28,,,80,0.92,high,Unit price missing (pack cost present) (-0.08)
INDACATÉROL (MALÉATE D'),X,Pd. pour Inh. (App.),75 mcg,75,mcg,TRUE,02376938,Onbrez Breezhaler,Novartis,30,46.5,30.0,Printed,80,1.0,high,No penalties
SALBUTAMOL,X,Aéro. oral,100 mcg,100,mcg,TRUE,02232570,Airomir,Bausch H. 200 dose(s),200,5.0,,,80,0.92,high,Unit price missing (pack cost present) (-0.08)
SALBUTAMOL,X,Aéro. oral,100 mcg,100,mcg,TRUE,02245669,Apo-Salbutamol HFA,Apotex 200 dose(s),200,5.0,,,80,0.92,high,Unit price missing (pack cost present) (-0.08)
SALBUTAMOL,X,Aéro. oral,100 mcg,100,mcg,TRUE,02419858,Salbutamol HFA,Sanis 200 dose(s),200,5.0,,,80,0.92,high,Unit price missing (pack cost present) (-0.08)
SALBUTAMOL,X,Aéro. oral,100 mcg,100,mcg,TRUE,02326450,Teva-Salbutamol HFA,Teva Can 200 dose(s),200,5.0,,,80,0.92,high,Unit price missing (pack cost present) (-0.08)
SALBUTAMOL,X,Aéro. oral,100 mcg,100,mcg,TRUE,02241497,Ventolin HFA,GSK 200 dose(s),200,6.0,,,80,0.92,high,Unit price missing (pack cost present) (-0.08)
SALBUTAMOL (SULFATE DE),X,Sol. pour Inh.,0.5 mg,0.5,mg,TRUE,02208245,pms-Salbutamol Polynebs Page 58 2025-08,Phmscience,20,3.49,20.0,Printed,80,0.96,high,Brand wrapped across lines (-0.04)
SALBUTAMOL (SULFATE DE),X,Sol. pour Inh.,1 mg,1,mg,TRUE,02208229,pms-Salbutamol Polynebs,Phmscience,20,7.23,20.0,Printed,81,1.0,high,No penalties
SALBUTAMOL (SULFATE DE),X,Sol. pour Inh.,1 mg,1,mg,TRUE,01926934,Teva-Salbutamol Sterinebs,Teva Can,20,7.23,20.0,Printed,81,1.0,high,No penalties
P.F.,,Sol. pour Inh.,2 mg,2,mg,TRUE,02208237,pms-Salbutamol Polynebs,Phmscience,20,13.5,20.0,Printed,81,1.0,high,No penalties
P.F.,,Sol. pour Inh.,2 mg,2,mg,TRUE,02173360,Teva-Salbutamol Sterinebs,Teva Can,20,13.5,20.0,Printed,81,1.0,high,No penalties
P.F.,,Sol. pour Inh.,5 mg,5,mg,TRUE,02213486,Ventolin,GSK,10 ml,2.3,10.0,Printed,81,1.0,high,No penalties
SALMÉTÉROL (XINAFOATE DE),X,Pd. pour Inh.,50 mcg,50,mcg,TRUE,02231129,Serevent Diskus,GSK 60 dose(s),60,52.64,,,81,0.92,high,Unit price missing (pack cost present) (-0.08)
TERBUTALINE (SULFATE DE),X,Pd. pour Inh.,0.5 mg,0.5,mg,TRUE,00786616,Bricanyl Turbuhaler 12:12.12,AZC 120 dose(s),120,9.17,,,81,0.88,high,Brand wrapped across lines (-0.04); Unit price missing (pack cost present) (-0.08)
ÉPINÉPHRINE,,Sol. Inj. (App.),0.15 mg,0.15,mg,TRUE,02382059,Allerject,Kaleo,1,81.0,1.0,Printed,81,1.0,high,No penalties
ÉPINÉPHRINE,,Sol. Inj. (App.),0.15 mg,0.15,mg,TRUE,00578657,EpiPen Jr.,Pfizer,1,81.0,1.0,Printed,81,1.0,high,No penalties
ÉPINÉPHRINE,,Sol. Inj. (App.),0.3 mg,0.3,mg,TRUE,02382067,Allerject,Kaleo,1,81.0,1.0,Printed,81,1.0,high,No penalties
ÉPINÉPHRINE,,Sol. Inj. (App.),0.3 mg,0.3,mg,TRUE,00509558,EpiPen,Pfizer,1,81.0,1.0,Printed,81,1.0,high,No penalties
ÉPINÉPHRINE (CHLORHYDRATE D'),,Sol. Inj.,1 mg,1,mg,TRUE,02435810,Epinéphrine 2025-08 Page 59,Hikma,10,38.5,10.0,Printed,81,0.96,high,Brand wrapped across lines (-0.04)
ALFUZOSINE (CHLORHYDRATE D'),X,Co. L.A.,10 mg,10,mg,TRUE,02519844,Alfuzosin,Sanis,100,26.01,100.0,Printed,82,1.0,high,No penalties
ALFUZOSINE (CHLORHYDRATE D'),X,Co. L.A.,10 mg,10,mg,TRUE,02447576,Alfuzosin,Sivem,100,26.01,100.0,Printed,82,1.0,high,No penalties
ALFUZOSINE (CHLORHYDRATE D'),X,Co. L.A.,10 mg,10,mg,TRUE,02315866,Apo-Alfuzosin,Apotex,100,26.01,100.0,Printed,82,1.0,high,No penalties
ALFUZOSINE (CHLORHYDRATE D'),X,Co. L.A.,10 mg,10,mg,TRUE,02443201,Auro-Alfuzosin,AuroPharma,100,26.01,100.0,Printed,82,1.0,high,No penalties
ALFUZOSINE (CHLORHYDRATE D'),X,Co. L.A.,10 mg,10,mg,TRUE,02304678,Sandoz Alfuzosin,Sandoz,100,26.01,100.0,Printed,82,1.0,high,No penalties
ALFUZOSINE (CHLORHYDRATE D'),X,Co. L.A.,10 mg,10,mg,TRUE,02245565,Xatral,SanofiAven,100,101.3,100.0,Printed,82,1.0,high,No penalties
DIHYDROERGOTAMINE (MÉSYLATE DE),X,Sol. Inj.,1 mg,1,mg,TRUE,00027243,Dihydroergotamine,Sterimax,1 ml,3.88,1.0,Printed,82,1.0,high,No penalties
DIHYDROERGOTAMINE (MÉSYLATE DE),X,Vap. nasal,4 mg,4,mg,TRUE,02228947,Migranal,Sterimax,3,28.22,3.0,Printed,82,1.0,high,No penalties
SILODOSINE,X,Caps.,4 mg,4,mg,TRUE,02478501,Auro-Silodosin,AuroPharma,30,11.18,30.0,Printed,82,1.0,high,No penalties
SILODOSINE,X,Caps.,4 mg,4,mg,TRUE,02539519,Jamp Silodosin,Jamp,30,11.18,30.0,Printed,82,1.0,high,No penalties
SILODOSINE,X,Caps.,4 mg,4,mg,TRUE,02517779,pms-Silodosin,Phmscience,30,11.18,30.0,Printed,82,1.0,high,No penalties
SILODOSINE,X,Caps.,4 mg,4,mg,TRUE,02475421,Sandoz Silodosin,Sandoz,30,11.18,30.0,Printed,82,1.0,high,No penalties
SILODOSINE,X,Caps.,8 mg,8,mg,TRUE,02478528,Auro-Silodosin,AuroPharma,90,33.53,90.0,Printed,82,1.0,high,No penalties
SILODOSINE,X,Caps.,8 mg,8,mg,TRUE,02539527,Jamp Silodosin,Jamp,90,33.53,90.0,Printed,82,1.0,high,No penalties
SILODOSINE,X,Caps.,8 mg,8,mg,TRUE,02517787,pms-Silodosin,Phmscience,90,33.53,90.0,Printed,82,1.0,high,No penalties
SILODOSINE,X,Caps.,8 mg,8,mg,TRUE,02475448,Sandoz Silodosin Page 60 2025-08,Sandoz,100,37.26,100.0,Printed,82,0.96,high,Brand wrapped across lines (-0.04)
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02362406,Apo-Tamsulosin CR,Apotex,30,4.5,30.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02362406,Apo-Tamsulosin CR,Apotex,,100.0,0.15,Printed,83,0.95,high,Missing Pack/Format (-0.05)
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02545179,Auro-Tamsulosin CR,Aurobindo,30,4.5,30.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02545179,Auro-Tamsulosin CR,Aurobindo,,100.0,0.15,Printed,83,0.95,high,Missing Pack/Format (-0.05)
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02352419,Jamp-Tamsulosin,Jamp,100,15.0,100.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02319217,Sandoz Tamsulosin,Sandoz,100,15.0,100.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02340208,Sandoz Tamsulosin CR,Sandoz,100,15.0,100.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02340208,Sandoz Tamsulosin CR,Sandoz,,500.0,0.15,Printed,83,0.95,high,Missing Pack/Format (-0.05)
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02413612,Tamsulosin CR,Pro Doc,30,4.5,30.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02413612,Tamsulosin CR,Pro Doc,,500.0,0.15,Printed,83,0.95,high,Missing Pack/Format (-0.05)
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02427117,Tamsulosin CR,Sanis,100,15.0,100.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02429667,Tamsulosin CR,Sivem,100,15.0,100.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02429667,Tamsulosin CR,Sivem,,500.0,0.15,Printed,83,0.95,high,Missing Pack/Format (-0.05)
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02368242,Teva-Tamsulosin CR,Teva Can,30,4.5,30.0,Printed,83,1.0,high,No penalties
TAMSULOSINE (CHLORHYDRATE DE),X,Co. L.A. ou Caps. L.A.,0.4 mg,0.4,mg,TRUE,02368242,Teva-Tamsulosin CR,Teva Can,,100.0,0.15,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02485419,AG-Cyclobenzaprine,Angita,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02485419,AG-Cyclobenzaprine,Angita,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02177145,Apo-Cyclobenzaprine,Apotex,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02177145,Apo-Cyclobenzaprine,Apotex,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02348853,Auro-Cyclobenzaprine,AuroPharma,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02348853,Auro-Cyclobenzaprine,AuroPharma,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02287064,Cyclobenzaprine,Sanis,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02287064,Cyclobenzaprine,Sanis,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02424584,Cyclobenzaprine,Sivem,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02424584,Cyclobenzaprine,Sivem,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02495422,Flexeril,Orimed,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02495422,Flexeril,Orimed,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02357127,Jamp-Cyclobenzaprine,Jamp,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02357127,Jamp-Cyclobenzaprine,Jamp,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02212048,pms-Cyclobenzaprine,Phmscience,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02212048,pms-Cyclobenzaprine,Phmscience,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02242079,Riva-Cyclobenzaprine,Riva,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02242079,Riva-Cyclobenzaprine,Riva,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02080052,Teva-Cyclobenzaprine,Teva Can,100,10.22,100.0,Printed,83,1.0,high,No penalties
CYCLOBENZAPRINE (CHLORHYDRATE DE),X,Co.,10 mg,10,mg,TRUE,02080052,Teva-Cyclobenzaprine,Teva Can,,500.0,0.1022,Printed,83,0.95,high,Missing Pack/Format (-0.05)
DANTROLÈNE SODIQUE,X,Caps.,25 mg,25,mg,TRUE,01997602,Dantrium 2025-08 Page 61,Par Phm,100,39.4,100.0,Printed,83,0.96,high,Brand wrapped across lines (-0.04)
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02139332,Apo-Baclofen,Apotex,100,15.95,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02139332,Apo-Baclofen,Apotex,,500.0,0.1595,Printed,84,0.95,high,Missing Pack/Format (-0.05)
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02287021,Baclofen,Sanis,100,15.95,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02287021,Baclofen,Sanis,,500.0,0.1595,Printed,84,0.95,high,Missing Pack/Format (-0.05)
