award_date,source_url,lot_number,un_classification_code,item_title,buyer_specifications,lot_quantity,supplier,supplier_specifications,unit_price_offer_raw,unit_price_offer,awarded_quantity_raw,awarded_quantity,total_net_awarded_raw,total_net_awarded,state,is_awarded,awarded_unit_price,lot_total_line_raw,lot_total_line,source_tender_url
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,25,51151703,Epinefrina,Epinefrina 1 Mg/ 1 Ml Solución Inyectable,100,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"BIO0058 EPINEFRINA CLORHIDRATO 1MG/ML CJ. X 100 AMP., Epinefrina 1 mg/ml, F-5477/20, BIOSANO, 01-10-2024, venc: 01-10-2024, Plazo de entrega de 24-48 hrs",$ 750,750.0,0,0.0,0,0.0,No Adjudicada,NO,,60.000,60000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,26,51141810,Zopiclona,Eszopiclona 3 Mg Comprimidos,4000,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 106,1608",106.1608,0,0.0,0,0.0,No Adjudicada,NO,,240.000,240000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,26,51141810,Zopiclona,Eszopiclona 3 Mg Comprimidos,4000,76.079.782-0 WINPHARM SPA,ESZOPICLONA 3 MG CM REC CX30 ESZ23005B F-22496 31-01-2025 SEVENPH,$ 60,60.0,4000,4000.0,240000,240000.0,Adjudicada,YES,60.0,240.000,240000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,26,51141810,Zopiclona,Eszopiclona 3 Mg Comprimidos,4000,77.596.940-7 LABORATORIO CHILE S A,"120-10-74721 ZOPINOM 3 MG 30 CR REG.ISP F-17137 EQUIVALENTE TERAPÉUTICO Eszopiclona 3 mg 30 Comprimidos Recubiertos , venc: 30-04-2025, Se adjunta documentacion técnica, certificado de farmacovigilancia, politica de canje, devoluciones y norma GMP. Despacho en 72 horas.",$ 98,98.0,0,0.0,0,0.0,No Adjudicada,NO,,240.000,240000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,26,51141810,Zopiclona,Eszopiclona 3 Mg Comprimidos,4000,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"SEV0085 ESZOPICLONA (B) 3 MG X 30 COMP. REC., Eszopiclona 3 mg, F-22496/21, SEVEN PHARMA, 01-02-2025, venc: 01-02-2025, Plazo de entrega de 24-48 hrs",$ 116,116.0,0,0.0,0,0.0,No Adjudicada,NO,,240.000,240000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,27,51101807,Fluconazol,Fluconazol 150 Mg. Capsula,200,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 2123,2156",2123.2156,0,0.0,0,0.0,No Adjudicada,NO,,36.000,36000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,27,51101807,Fluconazol,Fluconazol 150 Mg. Capsula,200,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,"289562 FLUCONAZOL BE CAP.150MG.2, CAJA X 2, GENERICOS BIOEQUIVALENTES VCTO MAYOR A 24 MESES. DESPACHO 1 DIA CORRIDO.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.",$ 370,370.0,0,0.0,0,0.0,No Adjudicada,NO,,36.000,36000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,27,51101807,Fluconazol,Fluconazol 150 Mg. Capsula,200,76.079.782-0 WINPHARM SPA,FLUCONAZOL 150 MG CAP CX100 18L044-3 F-7116 31-12-2023 PASTEUR,$ 180,180.0,0,0.0,0,0.0,No Adjudicada,NO,,36.000,36000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,27,51101807,Fluconazol,Fluconazol 150 Mg. Capsula,200,76.669.630-9 OPKO CHILE S.A.,"PT00506 FLUCONAZOL 150MG X 4 CAPS. REG. F-25573/20. PRODUCTO EQUIVALENTE TERAPEUTICO, CAJA X 4, VENCE: ENERO 2025",$ 165,165.0,0,0.0,0,0.0,No Adjudicada,NO,,36.000,36000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,27,51101807,Fluconazol,Fluconazol 150 Mg. Capsula,200,77.596.940-7 LABORATORIO CHILE S A,"120-10-73792 FLUCONAZOL 150 MG 2 CAP REG.ISP F-13967 EQUIVALENTE TERAPÉUTICO Fluconazol 150 mg 2 Cápsulas , venc: 31-05-2025, Se adjunta documentacion técnica, certificado de farmacovigilancia, politica de canje, devoluciones y norma GMP. Despacho en 72 horas.",$ 180,180.0,200,200.0,36000,36000.0,Adjudicada,YES,180.0,36.000,36000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,27,51101807,Fluconazol,Fluconazol 150 Mg. Capsula,200,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"GEN0175 FLUCONAZOL (B) 150 MG ESTCH. X 2 CAP., FLUCONAZOL 150 mg., F-25573/20, OPKO CHILE S.A, 01-08-2025, venc: 01-08-2025, Plazo de entrega de 24-48 hrs","$ 212,5",212.5,0,0.0,0,0.0,No Adjudicada,NO,,36.000,36000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,28,51211606,Flumazenil,Flumazenil 0.5 MG/ 5 Ml Solución Inyectable,10,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 42464,3126",42464.3126,0,0.0,0,0.0,No Adjudicada,NO,,25.000,25000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,28,51211606,Flumazenil,Flumazenil 0.5 MG/ 5 Ml Solución Inyectable,10,76.079.782-0 WINPHARM SPA,"FLUMAZENIL 0,5MG5ML AM CX10 22.12.5146 -16311 30-12-2025 BIOSANO",$ 2500,2500.0,10,10.0,25000,25000.0,Adjudicada,YES,2500.0,25.000,25000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,28,51211606,Flumazenil,Flumazenil 0.5 MG/ 5 Ml Solución Inyectable,10,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,"FLUMAZENIL 0.5MG5ML IV®, FLUMAZENIL, Envase de: 10 AMPOLLA, BIOSANO, Reg.ISP: F-16311, Vence: 2025-12-30. ENTREGA EN 72 HRS",$ 3650,3650.0,0,0.0,0,0.0,No Adjudicada,NO,,25.000,25000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,28,51211606,Flumazenil,Flumazenil 0.5 MG/ 5 Ml Solución Inyectable,10,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"SAN0051 FLUMAZENIL 0,5MG 5ML X5 AMP, Flumazenil 0,5 mg/5 ml, F-15337/20, SANDERSON, 01-01-2026, venc: 01-01-2026, Plazo de entrega de 24-48 hrs",$ 3363,3363.0,0,0.0,0,0.0,No Adjudicada,NO,,25.000,25000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,29,51191601,Dextrosa,Glucosa al 5 % 250 Ml Solución Inyectable,20,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 21232,1563",21232.1563,0,0.0,0,0.0,No Adjudicada,NO,,19.600,19600.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,29,51191601,Dextrosa,Glucosa al 5 % 250 Ml Solución Inyectable,20,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"SAN0154 SOLUCION GLUCOSADA 5% 250ML CJ. X 20 APIROFLEX, Dextrosa 5%, F-13693/19, SANDERSON, 01-05-2026, venc: 01-05-2026, Plazo de entrega de 24-48 hrs",$ 980,980.0,20,20.0,19600,19600.0,Adjudicada,YES,980.0,19.600,19600.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,30,51142106,Ibuprofeno,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,500,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 849,2863",849.2863,0,0.0,0,0.0,No Adjudicada,NO,,1.266.500,1266500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,30,51142106,Ibuprofeno,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,500,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,268737 PYRIPED FTE.SUS.200MG.100 MILAB VCTO MAYOR A 24 MESES. DESPACHO 1 DIA CORRIDO.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.,$ 2533,2533.0,500,500.0,1266500,1266500.0,Adjudicada,YES,2533.0,1.266.500,1266500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,30,51142106,Ibuprofeno,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,500,76.079.782-0 WINPHARM SPA,IBUFREN FORTE suspensión oral 200 mg5 mL cajax1 reg F-20338 labUnijule Life Sciences Ltd vence mayor a un año,$ 4000,4000.0,0,0.0,0,0.0,No Adjudicada,NO,,1.266.500,1266500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,30,51142106,Ibuprofeno,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,500,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,"PYRIPED FORTE 200 MG5 ML 100ML®, IBUPROFENO, Envase de: 1 FRASCO, MILAB, Reg.ISP: F-13104, Vence: 2025-02-28. ENTREGA EN 72 HRS",$ 3060,3060.0,0,0.0,0,0.0,No Adjudicada,NO,,1.266.500,1266500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,30,51142106,Ibuprofeno,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,500,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"MIN0070 PYRIPED FTE. 200MG/5ML SUS. ORAL X 100 ML FCO., IBUPROFENO 200mg/5mL, F-13104/18, MILAB, 01-06-2025, venc: 01-06-2025, Plazo de entrega de 24-48 hrs",$ 2700,2700.0,0,0.0,0,0.0,No Adjudicada,NO,,1.266.500,1266500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,31,51181506,Insulina,Insulina Retardada Humana 100 UI/ ML 10 Ml frasco ampolla,700,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 606,633",606.633,0,0.0,0,0.0,No Adjudicada,NO,,0,0.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,32,51161705,Bromuro de ipratropio,"Ipatropio Bromuro 0.25 Mg, 20 Ml. Solución Para Nebulización",10,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 42464,3126",42464.3126,0,0.0,0,0.0,No Adjudicada,NO,,180.900,180900.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,32,51161705,Bromuro de ipratropio,"Ipatropio Bromuro 0.25 Mg, 20 Ml. Solución Para Nebulización",10,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,"78014 ATROVENT SOL.0,025% 20ML BOEHRINGER INGELHEIM VCTO MAYOR A 24 MESES. DESPACHO 1 DIA CORRIDO.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.",$ 18090,18090.0,10,10.0,180900,180900.0,Adjudicada,YES,18090.0,180.900,180900.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,32,51161705,Bromuro de ipratropio,"Ipatropio Bromuro 0.25 Mg, 20 Ml. Solución Para Nebulización",10,76.079.782-0 WINPHARM SPA,"BROMURO IPATROPIO SOLUCION 0,025% 20 ML UD 0521415 F-17816 31-05-2024 PHARMAME",$ 6000,6000.0,0,0.0,0,0.0,No Adjudicada,NO,,180.900,180900.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,32,51161705,Bromuro de ipratropio,"Ipatropio Bromuro 0.25 Mg, 20 Ml. Solución Para Nebulización",10,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"PHM0007 IPRATROPIO BROMURO 0.025% SOL. INH. X 20 ML FCO., Bromuro de ipratropio 0,025%, F-17816/19, PHARMAMERICA, 31-05-2024, venc: 31-05-2024, Plazo de entrega de 24-48 hrs",$ 5305,5305.0,0,0.0,0,0.0,No Adjudicada,NO,,180.900,180900.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,33,51142123,Ketorolaco trometamol,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,600,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 707,7385",707.7385,0,0.0,0,0.0,No Adjudicada,NO,,93.000,93000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,33,51142123,Ketorolaco trometamol,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,600,88.597.500-3 LABORATORIO BIOSANO S A,"Ketorolaco 30 mg ml, solución inyectable, ampolla, cajas por 100, registro F - 7664 21, vencimiento 30-04-2026",$ 160,160.0,0,0.0,0,0.0,No Adjudicada,NO,,93.000,93000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,33,51142123,Ketorolaco trometamol,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,600,76.079.782-0 WINPHARM SPA,KETOROLACO 30 MGML AM CX100 23.01.5082 F-7664 30-01-2026 BIOSANO,$ 450,450.0,0,0.0,0,0.0,No Adjudicada,NO,,93.000,93000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,33,51142123,Ketorolaco trometamol,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,600,96.519.830-k BPH SPA,"ONEMER KETOROLACO TROMETAMINA SOLUCION INYECTBLE 30 MG1ML CAJA X 3 AM, LABORATORIO PISA S.A. PROCEDENCIA MEXICO. REG ISP F-22919 VENC 14-07-24",$ 350,350.0,0,0.0,0,0.0,No Adjudicada,NO,,93.000,93000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,33,51142123,Ketorolaco trometamol,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,600,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,"KETOROLACO 30 MG1 ML®, KETOROLACO TROMETAMOL, Envase de: 100 AMPOLLA, BIOSANO, Reg.ISP: F-7664, Vence: 2027-05-03. ENTREGA EN 72 HRS",$ 350,350.0,0,0.0,0,0.0,No Adjudicada,NO,,93.000,93000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,33,51142123,Ketorolaco trometamol,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,600,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"PIS0001 ONEMER 30MG/ML SOL. INY. CJ. X 3 AMP., Ketorolaco trometamol 30 mg/ml, F-22919/21, PISA, 26-04-2025, venc: 26-04-2025, Plazo de entrega de 24-48 hrs",$ 155,155.0,600,600.0,93000,93000.0,Adjudicada,YES,155.0,93.000,93000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,34,51151823,Clorhidrato de labetalol,Labetalol 100 Mg./ 20 Ml Solución Inyectable,5,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 84928,6251",84928.6251,0,0.0,0,0.0,No Adjudicada,NO,,0,0.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,34,51151823,Clorhidrato de labetalol,Labetalol 100 Mg./ 20 Ml Solución Inyectable,5,76.079.782-0 WINPHARM SPA,LABETALOL CLORH. 100MG20ML AM CX5 E21001 F-17121 15-02-2024 PHARMAME,$ 4000,4000.0,0,0.0,0,0.0,No Adjudicada,NO,,0,0.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,34,51151823,Clorhidrato de labetalol,Labetalol 100 Mg./ 20 Ml Solución Inyectable,5,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"PHM0010 LABETALOL 100MG 20ML X5 AMP, Hidrocloruro de labetalol 100 mg/20 ml, F-17121/18, PHARMAMERICA, 16-05-2024, venc: 16-05-2024, Plazo de entrega de 24-48 hrs",$ 3429,3429.0,0,0.0,0,0.0,No Adjudicada,NO,,0,0.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,35,51161606,Loratadina,Loratadina 10 Mg. Comprimidos,5000,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 84,9286",84.9286,0,0.0,0,0.0,No Adjudicada,NO,,55.000,55000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,35,51161606,Loratadina,Loratadina 10 Mg. Comprimidos,5000,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,"273015 LORATADINA BE.COM.10MG.30, CAJA X 30, GENERICOS BIOEQUIVALENTES VCTO MAYOR A 24 MESES. DESPACHO 1 DIA CORRIDO.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.","$ 13,77",13.77,0,0.0,0,0.0,No Adjudicada,NO,,55.000,55000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,35,51161606,Loratadina,Loratadina 10 Mg. Comprimidos,5000,77.596.940-7 LABORATORIO CHILE S A,"120-10-64912 LORATADINA 10MG 30C REG.ISP F-8455 EQUIVALENTE TERAPÉUTICO Loratadina 10 mg 30 Comprimidos , venc: 30-09-2026, Se adjunta documentacion técnica, certificado de farmacovigilancia, politica de canje, devoluciones y norma GMP. Despacho en 72 horas.",$ 11,11.0,5000,5000.0,55000,55000.0,Adjudicada,YES,11.0,55.000,55000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
