original_url,redirect_url,qs_parameter,tender_details_url,tender_award_url
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058036-1-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=vlDcTbdGNw347EK4V3aQ7Q==,vlDcTbdGNw347EK4V3aQ7Q==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=vlDcTbdGNw347EK4V3aQ7Q==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vlDcTbdGNw347EK4V3aQ7Q==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=483-7-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=PGbbtif6LQ0WG6xQvO0lLg==,PGbbtif6LQ0WG6xQvO0lLg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=PGbbtif6LQ0WG6xQvO0lLg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PGbbtif6LQ0WG6xQvO0lLg==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5461-7-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=KGVtyM0Ebeop5G2OFDXzAg==,KGVtyM0Ebeop5G2OFDXzAg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=KGVtyM0Ebeop5G2OFDXzAg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=KGVtyM0Ebeop5G2OFDXzAg==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058014-2-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bq24sDkSw34CHYZZ3B7lWw==,Bq24sDkSw34CHYZZ3B7lWw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bq24sDkSw34CHYZZ3B7lWw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Bq24sDkSw34CHYZZ3B7lWw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3846-1-LP22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=7zh9lG6LWqc12JbhaeHqDw==,7zh9lG6LWqc12JbhaeHqDw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=7zh9lG6LWqc12JbhaeHqDw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=7zh9lG6LWqc12JbhaeHqDw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058085-9-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=PIPUDpXEa5GednsmLrNfkg==,PIPUDpXEa5GednsmLrNfkg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=PIPUDpXEa5GednsmLrNfkg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PIPUDpXEa5GednsmLrNfkg==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1754-19-LQ21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=AMsd8cQbL4F/Shnmv/0nzg==,AMsd8cQbL4F/Shnmv/0nzg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=AMsd8cQbL4F/Shnmv/0nzg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=AMsd8cQbL4F/Shnmv/0nzg==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2669-71-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Fwsi7FFMC86o/5IcMv0Aug==,Fwsi7FFMC86o/5IcMv0Aug==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Fwsi7FFMC86o/5IcMv0Aug==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Fwsi7FFMC86o/5IcMv0Aug==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2780-61-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=3eombE5R7ZthWzOSf+A05A==,3eombE5R7ZthWzOSf+A05A==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=3eombE5R7ZthWzOSf+A05A==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=3eombE5R7ZthWzOSf+A05A==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5326-3-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=73M9e1ayFGv9tCxrfeq1jg==,73M9e1ayFGv9tCxrfeq1jg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=73M9e1ayFGv9tCxrfeq1jg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=73M9e1ayFGv9tCxrfeq1jg==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2669-39-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dz0nEsPJkYcPl2hgy5V5YA==,dz0nEsPJkYcPl2hgy5V5YA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dz0nEsPJkYcPl2hgy5V5YA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dz0nEsPJkYcPl2hgy5V5YA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4162-2-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=zpQbheg9h5F9qO4sMoXjGA==,zpQbheg9h5F9qO4sMoXjGA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=zpQbheg9h5F9qO4sMoXjGA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=zpQbheg9h5F9qO4sMoXjGA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4488-1-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=eynVXSy5Vo3trNGRDUVL6w==,eynVXSy5Vo3trNGRDUVL6w==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=eynVXSy5Vo3trNGRDUVL6w==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=eynVXSy5Vo3trNGRDUVL6w==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=619133-4-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=5L4xLdbJ5Z/SLDwEB5VrMQ==,5L4xLdbJ5Z/SLDwEB5VrMQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=5L4xLdbJ5Z/SLDwEB5VrMQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=5L4xLdbJ5Z/SLDwEB5VrMQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2744-2-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ki7uWDXtHF87I37rMsYcjQ==,ki7uWDXtHF87I37rMsYcjQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ki7uWDXtHF87I37rMsYcjQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ki7uWDXtHF87I37rMsYcjQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3030-2-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Cc/NQmPpQZlXNyvuxQSorQ==,Cc/NQmPpQZlXNyvuxQSorQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Cc/NQmPpQZlXNyvuxQSorQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Cc/NQmPpQZlXNyvuxQSorQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4463-20-LQ21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=IwTbWomp4RVASKVaydghSQ==,IwTbWomp4RVASKVaydghSQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=IwTbWomp4RVASKVaydghSQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=IwTbWomp4RVASKVaydghSQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2825-2-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=LpceCPFfG4yHtKH4bTh7rQ==,LpceCPFfG4yHtKH4bTh7rQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=LpceCPFfG4yHtKH4bTh7rQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=LpceCPFfG4yHtKH4bTh7rQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1380-44-LP22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=0TOBvp0VMq0Ob7Yv/3tI+A==,0TOBvp0VMq0Ob7Yv/3tI+A==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=0TOBvp0VMq0Ob7Yv/3tI+A==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0TOBvp0VMq0Ob7Yv/3tI+A==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058088-5-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=SwUFWDYES1cC1lt8u6tedA==,SwUFWDYES1cC1lt8u6tedA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=SwUFWDYES1cC1lt8u6tedA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=SwUFWDYES1cC1lt8u6tedA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058133-11-LQ21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=AJm+v7vYuRTG70VH1GTuGQ==,AJm+v7vYuRTG70VH1GTuGQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=AJm+v7vYuRTG70VH1GTuGQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=AJm+v7vYuRTG70VH1GTuGQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4594-5-LQ22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=3wtwcB1b0gbEnZBQjKni6g==,3wtwcB1b0gbEnZBQjKni6g==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=3wtwcB1b0gbEnZBQjKni6g==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=3wtwcB1b0gbEnZBQjKni6g==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2766-5-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=DLz+2ztjUS8BarocNJBXGw==,DLz+2ztjUS8BarocNJBXGw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=DLz+2ztjUS8BarocNJBXGw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=DLz+2ztjUS8BarocNJBXGw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2335-5-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=L4nmLez8inG7UVIFLvQhFQ==,L4nmLez8inG7UVIFLvQhFQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=L4nmLez8inG7UVIFLvQhFQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=L4nmLez8inG7UVIFLvQhFQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1641-189-LQ21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=l7Ok7bISR4B/wWJjpcwJkQ==,l7Ok7bISR4B/wWJjpcwJkQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=l7Ok7bISR4B/wWJjpcwJkQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=l7Ok7bISR4B/wWJjpcwJkQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058012-96-LQ21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=VqtKSpQmBspMEQgUInCktw==,VqtKSpQmBspMEQgUInCktw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=VqtKSpQmBspMEQgUInCktw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=VqtKSpQmBspMEQgUInCktw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3030-1-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=WYM3XzQsNVp2iicYm25k8A==,WYM3XzQsNVp2iicYm25k8A==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=WYM3XzQsNVp2iicYm25k8A==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=WYM3XzQsNVp2iicYm25k8A==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3284-11-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=DRFIzTr5E/U9ov3stmEq6g==,DRFIzTr5E/U9ov3stmEq6g==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=DRFIzTr5E/U9ov3stmEq6g==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=DRFIzTr5E/U9ov3stmEq6g==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2284-2-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=2Rxyh1+8vnZMvgycynDIbg==,2Rxyh1+8vnZMvgycynDIbg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=2Rxyh1+8vnZMvgycynDIbg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=2Rxyh1+8vnZMvgycynDIbg==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3679-4-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=WyqIKnf6v+M4fHr8A/Sehw==,WyqIKnf6v+M4fHr8A/Sehw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=WyqIKnf6v+M4fHr8A/Sehw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=WyqIKnf6v+M4fHr8A/Sehw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2908-9-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=NerOTaVMfdNrTjMbyjG4zA==,NerOTaVMfdNrTjMbyjG4zA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=NerOTaVMfdNrTjMbyjG4zA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=NerOTaVMfdNrTjMbyjG4zA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=640840-32-L121,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=lV4nXQrPy398+LC2bkCtpA==,lV4nXQrPy398+LC2bkCtpA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=lV4nXQrPy398+LC2bkCtpA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=lV4nXQrPy398+LC2bkCtpA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2408-9-LP22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=vdJqxK/y7BYpRX9CHr6O8Q==,vdJqxK/y7BYpRX9CHr6O8Q==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=vdJqxK/y7BYpRX9CHr6O8Q==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vdJqxK/y7BYpRX9CHr6O8Q==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3969-1-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=rmT/ozbSeb7lgxKNpPomxw==,rmT/ozbSeb7lgxKNpPomxw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=rmT/ozbSeb7lgxKNpPomxw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rmT/ozbSeb7lgxKNpPomxw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4075-2-LP22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=vetu/PfiJqsweWQRnwEKSw==,vetu/PfiJqsweWQRnwEKSw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=vetu/PfiJqsweWQRnwEKSw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vetu/PfiJqsweWQRnwEKSw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1953-3-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=/40aaUwdKaVcR+07nDIPGA==,/40aaUwdKaVcR+07nDIPGA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=/40aaUwdKaVcR+07nDIPGA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/40aaUwdKaVcR+07nDIPGA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1754-18-LQ21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=5UXKi7sbvKvmreILfJJeUQ==,5UXKi7sbvKvmreILfJJeUQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=5UXKi7sbvKvmreILfJJeUQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=5UXKi7sbvKvmreILfJJeUQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2335-10-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=M7Qja1aHFq0XLFIXV8pmKw==,M7Qja1aHFq0XLFIXV8pmKw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=M7Qja1aHFq0XLFIXV8pmKw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=M7Qja1aHFq0XLFIXV8pmKw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3334-4-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=CH1Z2D5pmrVwXoamsWNEzA==,CH1Z2D5pmrVwXoamsWNEzA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=CH1Z2D5pmrVwXoamsWNEzA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=CH1Z2D5pmrVwXoamsWNEzA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4463-1-LQ22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=uQNM8G0m0saJdkhIWHCHEA==,uQNM8G0m0saJdkhIWHCHEA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=uQNM8G0m0saJdkhIWHCHEA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=uQNM8G0m0saJdkhIWHCHEA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4042-1-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=9UCFhq/9ILLxDo0nbK98Lg==,9UCFhq/9ILLxDo0nbK98Lg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=9UCFhq/9ILLxDo0nbK98Lg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=9UCFhq/9ILLxDo0nbK98Lg==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1080098-2-LR22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Itzz3Uh2wRHDHi6Zc4HHaA==,Itzz3Uh2wRHDHi6Zc4HHaA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Itzz3Uh2wRHDHi6Zc4HHaA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Itzz3Uh2wRHDHi6Zc4HHaA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3470-21-L121,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=FEZUasNWC37LP2g6Z1Rpvw==,FEZUasNWC37LP2g6Z1Rpvw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=FEZUasNWC37LP2g6Z1Rpvw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=FEZUasNWC37LP2g6Z1Rpvw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3679-28-LE21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=x+WgIH1G8GlGPVi5o9DMig==,x+WgIH1G8GlGPVi5o9DMig==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=x+WgIH1G8GlGPVi5o9DMig==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=x+WgIH1G8GlGPVi5o9DMig==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3932-2-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=cjdo+eXHSrbsIQtcgQH1Eg==,cjdo+eXHSrbsIQtcgQH1Eg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=cjdo+eXHSrbsIQtcgQH1Eg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=cjdo+eXHSrbsIQtcgQH1Eg==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2688-1-LP22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=qaAwvRnV4rktu2JWNO9v9A==,qaAwvRnV4rktu2JWNO9v9A==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=qaAwvRnV4rktu2JWNO9v9A==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=qaAwvRnV4rktu2JWNO9v9A==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5051-6-LQ22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=HSYlRHY6vzC3MGKIWJiRQA==,HSYlRHY6vzC3MGKIWJiRQA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=HSYlRHY6vzC3MGKIWJiRQA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=HSYlRHY6vzC3MGKIWJiRQA==
