COUNTRY,PROVINCE,SOURCE,Source Tender Id,Tender Title,Unique Lot ID,Lot Number,Sub Lot Number,Lot Title,Est Lot Value Local,Local Currency,Deadline Date,TENDERING AUTHORITY,Tendering Authority Type,Tender Procedure Type,CN Document Number,Original_Publication_Link_Notice,Ceiling Unit Price,MEAT,Price Evaluation ratio,Quality Evaluation ratio,Other Evaluation ratio,CAN Document Number,Award Date,Bidder,Bid Status Award,Lot_Award_Value_Local,Awarded Unit Price,Original_Publication_Link_Award,Status
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151703,25,,Epinefrina 1 Mg/ 1 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,NO,60000,750,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51141810,26,,Eszopiclona 3 Mg Comprimidos,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,240000,106.1608,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51141810,26,,Eszopiclona 3 Mg Comprimidos,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,YES,240000,60,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51141810,26,,Eszopiclona 3 Mg Comprimidos,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.596.940-7 LABORATORIO CHILE S A,NO,240000,98,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51141810,26,,Eszopiclona 3 Mg Comprimidos,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,NO,240000,116,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101807,27,,Fluconazol 150 Mg. Capsula,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,36000,2123.2156,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101807,27,,Fluconazol 150 Mg. Capsula,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,NO,36000,370,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101807,27,,Fluconazol 150 Mg. Capsula,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,NO,36000,180,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101807,27,,Fluconazol 150 Mg. Capsula,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.669.630-9 OPKO CHILE S.A.,NO,36000,165,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101807,27,,Fluconazol 150 Mg. Capsula,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.596.940-7 LABORATORIO CHILE S A,YES,36000,180,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101807,27,,Fluconazol 150 Mg. Capsula,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,NO,36000,212.5,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51211606,28,,Flumazenil 0.5 MG/ 5 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,25000,42464.3126,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51211606,28,,Flumazenil 0.5 MG/ 5 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,YES,25000,2500,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51211606,28,,Flumazenil 0.5 MG/ 5 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,NO,25000,3650,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51211606,28,,Flumazenil 0.5 MG/ 5 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,NO,25000,3363,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51191601,29,,Glucosa al 5 % 250 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,19600,21232.1563,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51191601,29,,Glucosa al 5 % 250 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,YES,19600,980,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142106,30,,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,1266500,849.2863,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142106,30,,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,YES,1266500,2533,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142106,30,,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,NO,1266500,4000,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142106,30,,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,NO,1266500,3060,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142106,30,,Ibuprofeno 200 Mg/ 5 Ml Suspensión Oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,NO,1266500,2700,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51181506,31,,Insulina Retardada Humana 100 UI/ ML 10 Ml frasco ampolla,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,0,606.633,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51161705,32,,"Ipatropio Bromuro 0.25 Mg, 20 Ml. Solución Para Nebulización",,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,180900,42464.3126,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51161705,32,,"Ipatropio Bromuro 0.25 Mg, 20 Ml. Solución Para Nebulización",,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,YES,180900,18090,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51161705,32,,"Ipatropio Bromuro 0.25 Mg, 20 Ml. Solución Para Nebulización",,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,NO,180900,6000,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51161705,32,,"Ipatropio Bromuro 0.25 Mg, 20 Ml. Solución Para Nebulización",,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,NO,180900,5305,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142123,33,,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,93000,707.7385,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142123,33,,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,88.597.500-3 LABORATORIO BIOSANO S A,NO,93000,160,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142123,33,,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,NO,93000,450,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142123,33,,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,96.519.830-k BPH SPA,NO,93000,350,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142123,33,,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,NO,93000,350,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51142123,33,,Ketorolaco Trometamol 30 Mg./ 1 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,YES,93000,155,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151823,34,,Labetalol 100 Mg./ 20 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,0,84928.6251,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151823,34,,Labetalol 100 Mg./ 20 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,NO,0,4000,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151823,34,,Labetalol 100 Mg./ 20 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,NO,0,3429,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51161606,35,,Loratadina 10 Mg. Comprimidos,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,55000,84.9286,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51161606,35,,Loratadina 10 Mg. Comprimidos,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,NO,55000,13.77,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
