page,text
108,"5002,81"
108,"46,90"
108,"0,0938"
108,"0,0938"
108,02237600  pms-Atenolol Phmscience 100
108,"5009,38"
108,"46,90"
108,"0,0938"
108,"0,0938"
108,02242094  Riva-Atenolol Riva 30
108,"1002,81"
108,"9,38"
108,"0,0938"
108,"0,0938"
108,02267985  Taro-Atenolol Sun Pharma 30
108,"1002,81"
108,"9,38"
108,"0,0938"
108,"0,0938"
108,"02039532  Tenormin Search Phm 30 17,91 0,5970"
108,02171791  Teva-Atenolol Teva Can 100
108,"5009,38"
108,"46,90"
108,"0,0938"
108,"0,0938CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
108,FORMATPRIX UNITAIRE
108,Page    104 2025-08
109,100 mg   PPB Co.
109,
109,"02369192  AG-Atenolol Angita 100 15,43"
109,"0,1543"
109,00773697  Apo-Atenol Apotex 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,"02466473  Atenolol Sanis 100 15,43"
109,"0,1543"
109,02238318  Atenolol Sivem 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,00828793  Aténolol-100 Pro Doc 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,02367572  Jamp-Atenolol Jamp 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,02371995  Mar-Atenolol Marcan 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,02368048  Mint-Atenol Mint 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,02237601  pms-Atenolol Phmscience 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,02242093  Riva-Atenolol Riva 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,02267993  Taro-Atenolol Sun Pharma 30
109,"1004,63"
109,"15,43"
109,"0,1543"
109,"0,1543"
109,"02039540  Tenormin Search Phm 30 29,44 0,9813"
109,02171805  Teva-Atenolol Teva Can 100
109,"50015,43"
109,"77,15"
109,"0,1543"
109,"0,1543"
109,BISOPROLOL (FUMARATE DE)   X
109,"1,25 mg Co."
109,
109,"02544245  Sandoz Bisoprolol Sandoz 100 1,52 0,0152"
109,"2,5 mg Co."
109,
109,"02544253  Sandoz Bisoprolol Sandoz 100 3,03 0,0303"
109,5 mg   PPB Co.
109,
109,"02521156  AG-Bisoprolol Angita 100 6,06"
109,"0,0606"
109,"02256134  Apo-Bisoprolol Apotex 100 6,06"
109,"0,0606"
109,"02391589  Bisoprolol Sanis 100 6,06"
109,"0,0606"
109,"02495562  Bisoprolol Sivem 100 6,06"
109,"0,0606"
109,"02518805  Jamp Bisoprolol Jamp 100 6,06"
109,"0,0606"
109,"02465612  Mint-Bisoprolol Mint 100 6,06"
109,"0,0606"
109,"02302632  pms-Bisoprolol Phmscience 100 6,06"
109,"0,0606"
109,"02306999  Pro-Bisoprolol-5 Pro Doc 100 6,06"
109,"0,0606"
109,"02471264  Riva-Bisoprolol Riva 100 6,06"
109,"0,0606"
109,"02247439  Sandoz Bisoprolol Sandoz 100 6,06"
109,"0,0606"
109,"02494035  Sandoz Bisoprolol Sandoz 100 6,06"
109,"0,0606"
109,"02267470  Teva-Bisoprolol Teva Can 100 6,06"
109,"0,0606CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
109,FORMATPRIX UNITAIRE
109,2025-08 Page    105
110,10 mg   PPB Co.
110,
110,"02521164  AG-Bisoprolol Angita 100 8,85"
110,"0,0885"
110,"02256177  Apo-Bisoprolol Apotex 100 8,85"
110,"0,0885"
110,"02391597  Bisoprolol Sanis 100 8,85"
110,"0,0885"
110,"02495570  Bisoprolol Sivem 100 8,85"
110,"0,0885"
110,"02518791  Jamp Bisoprolol Jamp 100 8,85"
110,"0,0885"
110,"02465620  Mint-Bisoprolol Mint 100 8,85"
110,"0,0885"
110,"02302640  pms-Bisoprolol Phmscience 100 8,85"
110,"0,0885"
110,"02307006  Pro-Bisoprolol-10 Pro Doc 100 8,85"
110,"0,0885"
110,"02471272  Riva-Bisoprolol Riva 100 8,85"
110,"0,0885"
110,"02247440  Sandoz Bisoprolol Sandoz 100 8,85"
110,"0,0885"
110,"02494043  Sandoz Bisoprolol Sandoz 100 8,85"
110,"0,0885"
110,"02267489  Teva-Bisoprolol Teva Can 100 8,85"
110,"0,0885"
110,CARVÉDILOL   X
110,"3,125 mg   PPB Co."
110,
110,"02247933  Apo-Carvédilol Apotex 100 20,60"
110,"0,2060"
110,02418495  Auro-Carvedilol AuroPharma 100
110,"100020,60"
110,"206,00"
110,"0,2060"
110,"0,2060"
110,"02324504  Carvedilol Pro Doc 100 20,60"
110,"0,2060"
110,"02364913  Carvedilol Sanis 100 20,60"
110,"0,2060"
110,"02248752  Carvedilol Sivem 100 20,60"
110,"0,2060"
110,"02368897  Jamp-Carvedilol Jamp 100 20,60"
110,"0,2060"
110,"02245914  pms-Carvédilol Phmscience 100 20,60"
110,"0,2060"
110,"02252309  Teva-Carvédilol Teva Can 100 20,60"
110,"0,2060"
110,"6,25 mg   PPB Co."
110,
110,"02247934  Apo-Carvédilol Apotex 100 20,60"
110,"0,2060"
110,02418509  Auro-Carvedilol AuroPharma 100
110,"100020,60"
110,"206,00"
110,"0,2060"
110,"0,2060"
110,"02324512  Carvedilol Pro Doc 100 20,60"
110,"0,2060"
110,"02364921  Carvedilol Sanis 100 20,60"
110,"0,2060"
110,"02248753  Carvedilol Sivem 100 20,60"
110,"0,2060"
110,"02368900  Jamp-Carvedilol Jamp 100 20,60"
110,"0,2060"
110,"02245915  pms-Carvédilol Phmscience 100 20,60"
110,"0,2060"
110,"02252317  Teva-Carvédilol Teva Can 100 20,60"
110,"0,2060"
110,"12,5 mg   PPB Co."
110,
110,"02247935  Apo-Carvédilol Apotex 100 20,60"
110,"0,2060"
110,02418517  Auro-Carvedilol AuroPharma 100
110,"100020,60"
110,"206,00"
110,"0,2060"
110,"0,2060"
110,"02324520  Carvedilol Pro Doc 100 20,60"
110,"0,2060"
110,"02364948  Carvedilol Sanis 100 20,60"
110,"0,2060"
110,"02248754  Carvedilol Sivem 100 20,60"
110,"0,2060"
110,"02368919  Jamp-Carvedilol Jamp 100 20,60"
110,"0,2060"
110,"02245916  pms-Carvédilol Phmscience 100 20,60"
110,"0,2060"
110,"02252325  Teva-Carvédilol Teva Can 100 20,60"
110,"0,2060CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
110,FORMATPRIX UNITAIRE
110,Page    106 2025-08
111,25 mg   PPB Co.
111,
111,02418525  Auro-Carvedilol AuroPharma 100
111,"100020,60"
111,"206,00"
111,"0,2060"
111,"0,2060"
111,"02324539  Carvedilol Pro Doc 100 20,60"
111,"0,2060"
111,"02364956  Carvedilol Sanis 100 20,60"
111,"0,2060"
111,"02248755  Carvedilol Sivem 100 20,60"
111,"0,2060"
111,"02368927  Jamp-Carvedilol Jamp 100 20,60"
111,"0,2060"
111,"02245917  pms-Carvédilol Phmscience 100 20,60"
111,"0,2060"
111,"02252333  Teva-Carvédilol Teva Can 100 20,60"
111,"0,2060"
111,LABETALOL (CHLORHYDRATE DE)   X
111,100 mg   PPB Co.
111,
111,"02243538  Apo-Labetalol Apotex 100 19,83"
111,"0,1983"
111,"02489406  Riva-Labetalol Riva 100 19,83"
111,"0,1983"
111,"02106272  Trandate Paladin 100 26,00 0,2600"
111,200 mg   PPB Co.
111,
111,"02243539  Apo-Labetalol Apotex 100 35,04"
111,"0,3504"
111,"02489414  Riva-Labetalol Riva 100 35,04"
111,"0,3504"
111,"02106280  Trandate Paladin 100 45,95 0,4595"
111,MÉTOPROLOL (TARTRATE DE)   X
111,25 mg   PPB Co.
111,
111,02481308  AG-Metoprolol-L Angita 100
111,"5006,43"
111,"32,15"
111,"0,0643"
111,"0,0643"
111,02246010  Apo-Metoprolol Apotex 100
111,"10006,43"
111,"64,30"
111,"0,0643"
111,"0,0643"
111,02356813  Jamp-Metoprolol-L Jamp 100
111,"5006,43"
111,"32,15"
111,"0,0643"
111,"0,0643"
111,"02296713  Metoprolol Pro Doc 1000 64,30"
111,"0,0643"
111,02442116  Metoprolol-L Sivem 100
111,"5006,43"
111,"32,15"
111,"0,0643"
111,"0,0643"
111,02248855  pms-Metoprolol-L 25 mg Phmscience 100
111,"5006,43"
111,"32,15"
111,"0,0643"
111,"0,0643"
111,02315300  Riva-Metoprolol-L Riva 100
111,"5006,43"
111,"32,15"
111,"0,0643"
111,"0,0643"
111,"02261898  Teva-Metoprolol Teva Can 100 6,43"
111,"0,0643CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
111,FORMATPRIX UNITAIRE
111,2025-08 Page    107
112,100 mg   PPB Co.
112,
112,"02481324  AG-Metoprolol-L Angita 100 12,50"
112,"0,1250"
112,00618640  Apo-Metoprolol 100 mg Apotex 100
112,"100012,50"
112,"124,95"
112,"0,1250"
112,"0,1250"
112,00751170  Apo-Metoprolol L 100 mg Apotex 100
112,"100012,50"
112,"124,95"
112,"0,1250"
112,"0,1250"
112,02356848  Jamp-Metoprolol-L Jamp 100
112,"50012,50"
112,"62,48"
112,"0,1250"
112,"0,1250"
112,02350408  Metoprolol 100 mg Sanis 100
112,"50012,50"
112,"62,48"
112,"0,1250"
112,"0,1250"
112,"00648027  Metoprolol-L Pro Doc 1000 124,95"
112,"0,1250"
112,02442132  Metoprolol-L Sivem 100
112,"100012,50"
112,"124,95"
112,"0,1250"
112,"0,1250"
112,02230804  pms-Metoprolol-L Phmscience 100
112,"50012,50"
112,"62,48"
112,"0,1250"
112,"0,1250"
112,02315327  Riva-Metoprolol-L Riva 100
112,"100012,50"
112,"124,95"
112,"0,1250"
112,"0,1250"
112,00648043  Teva-Metoprolol Teva Can 100
112,"50012,50"
112,"62,48"
112,"0,1250"
112,"0,1250"
112,00842656  Teva-Metoprolol Teva Can 100
112,"50012,50"
112,"62,48"
112,"0,1250"
112,"0,1250"
112,50 mg /100 mg L.A.   PPB Co. ou Co. L.A.
112,
112,02481316  AG-Metoprolol-L Angita 100
112,"5006,24"
112,"31,19"
112,"0,0624"
112,"0,0624"
112,00618632  Apo-Metoprolol 50 mg Apotex 100
112,"10006,24"
112,"62,38"
112,"0,0624"
112,"0,0624"
112,00749354  Apo-Metoprolol L 50 mg Apotex 100
112,"10006,24"
112,"62,38"
112,"0,0624"
112,"0,0624"
112,02356821  Jamp-Metoprolol-L Jamp 100
112,"5006,24"
112,"31,19"
112,"0,0624"
112,"0,0624"
112,02350394  Metoprolol 50 mg Sanis 100
112,"5006,24"
112,"31,19"
112,"0,0624"
112,"0,0624"
112,"02351404  Metoprolol SR Pro Doc 100 12,48  R"
112,"00648019  Metoprolol-L Pro Doc 1000 62,38"
112,"0,0624"
112,02442124  Metoprolol-L Sivem 100
112,"10006,24"
112,"62,38"
112,"0,0624"
112,"0,0624"
112,02230803  pms-Metoprolol-L Phmscience 100
112,"5006,24"
112,"31,19"
112,"0,0624"
112,"0,0624"
112,02315319  Riva-Metoprolol-L Riva 100
112,"5006,24"
112,"31,19"
112,"0,0624"
112,"0,0624"
112,00648035  Teva-Metoprolol Teva Can 100
112,"5006,24"
112,"31,19"
112,"0,0624"
112,"0,0624"
112,00842648  Teva-Metoprolol Teva Can 100
112,"5006,24"
112,"31,19"
112,"0,0624"
112,"0,0624"
112,NADOLOL   X
112,40 mg   PPB Co.
112,
112,"02496380  Mint-Nadolol Mint 100 23,75"
112,"0,2375"
112,"00782505  Nadolol Apotex 100 23,75"
112,"0,2375CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
112,FORMATPRIX UNITAIRE
112,Page    108 2025-08
113,80 mg   PPB Co.
113,
113,"02496399  Mint-Nadolol Mint 100 34,10"
113,"0,3410"
113,"00782467  Nadolol Apotex 100 34,10"
113,"0,3410"
113,PINDOLOL   X
113,5 mg   PPB Co.
113,
113,00869007  Teva-Pindolol Teva Can 100
113,"50040,68"
113,"203,40"
113,"0,4068"
113,"0,4068"
113,"00417270  Visken Xediton 100 45,71 0,4571"
113,10 mg   PPB Co.
113,
113,00869015  Teva-Pindolol Teva Can 100
113,"50069,47"
113,"347,35"
113,"0,6947"
113,"0,6947"
113,"00443174  Visken Xediton 100 78,06 0,7806"
113,15 mg Co.
113,
113,"00869023  Teva-Pindolol Teva Can 100 97,83 0,9783"
113,PINDOLOL / HYDROCHLOROTHIAZIDE   X
113,10 mg -25 mg Co.
113,
113,"00568627  Viskazide 10/25 Xediton 105 80,28 0,7646"
113,PROPRANOLOL (CHLORHYDRATE DE)   X
113,10 mg Co.
113,
113,00496480  Teva-Propranolol Teva Can 100
113,"10007,68"
113,"76,800,0768"
113,"0,0768"
113,20 mg Co.
113,
113,00740675  Teva-Propranolol Teva Can 100
113,"50011,19"
113,"55,950,1119"
113,"0,1119"
113,40 mg   PPB Co.
113,
113,"02550822  + PRZ-Propranolol Pharmaris 100 12,39"
113,"0,1239"
113,00496499  * Teva-Propranolol Teva Can 100
113,"100012,39"
113,"123,90"
113,"0,1239"
113,"0,1239"
113,80 mg Co.
113,
113,00496502  Teva-Propranolol Teva Can 100
113,"50020,57"
113,"102,850,2057"
113,"0,2057CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
113,FORMATPRIX UNITAIRE
113,2025-08 Page    109
114,SOTALOL (CHLORHYDRATE DE)   X
114,80 mg   PPB Co.
114,
114,"02210428  Apo-Sotalol Apotex 100 29,66"
114,"0,2966"
114,02368617  Jamp-Sotalol Jamp 100
114,"50029,66"
114,"148,30"
114,"0,2966"
114,"0,2966"
114,02238326  pms-Sotalol Phmscience 100
114,"50029,66"
114,"148,30"
114,"0,2966"
114,"0,2966"
114,160 mg   PPB Co.
114,
114,"02167794  Apo-Sotalol Apotex 100 16,23"
114,"0,1623"
114,02368625  Jamp-Sotalol Jamp 100
114,"50016,23"
114,"81,15"
114,"0,1623"
114,"0,1623"
114,"02238327  pms-Sotalol Phmscience 100 16,23"
114,"0,1623"
114,"02272172  Riva-Sotalol Riva 100 16,23"
114,"0,1623"
114,TIMOLOL (MALÉATE DE)   X
114,5 mg Co.
114,
114,"00755842  Timol AA Pharma 100 16,49 0,1649"
114,10 mg Co.
114,
114,"00755850  Timol AA Pharma 100 25,72 0,2572"
114,20 mg Co.
114,
114,"00755869  Timol AA Pharma 100 50,05 0,5005"
114,24:24
114,AGONISTES ALPHA-ADRÉNERGIQUES
114,CLONIDINE (CHLORHYDRATE DE)   X
114,"0,1 mg   PPB Co."
114,
114,"02538490  Clonidine Sivem 100 6,79"
114,"0,0679"
114,"02462192  Mint-Clonidine Mint 100 6,79"
114,"0,0679"
114,"02515784  Sandoz Clonidine Sandoz 100 6,79"
114,"0,0679"
114,"02046121  Teva-Clonidine Teva Can 100 6,79"
114,"0,0679"
114,"0,2 mg   PPB Co."
114,
114,"02538504  Clonidine Sivem 100 12,12"
114,"0,1212"
114,"02462206  Mint-Clonidine Mint 100 12,12"
114,"0,1212"
114,"02515792  Sandoz Clonidine Sandoz 100 12,12"
114,"0,1212"
114,"02046148  Teva-Clonidine Teva Can 100 12,12"
114,"0,1212"
114,MÉTHYLDOPA   X
114,125 mg Co.
114,
114,"00360252  Méthyldopa AA Pharma 100 9,89 0,0989CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
114,FORMATPRIX UNITAIRE
114,Page    110 2025-08
115,250 mg Co.
115,
115,"00360260  Méthyldopa AA Pharma 100 14,33 0,1433"
115,500 mg Co.
115,
115,"00426830  Méthyldopa AA Pharma 100 25,37 0,2537"
115,24:28.08
115,DIHYDROPYRIDINES
115,AMLODIPINE (BÉSYLATE D')   X
115,"2,5 mg   PPB Co."
115,
115,"02297477  ACT Amlodipine Teva Can 100 7,67"
115,"0,0767"
115,"02369222  AG-Amlodipine Angita 100 7,67"
115,"0,0767"
115,"02490781  Amlodipine Altamed 100 7,67"
115,"0,0767"
115,"02492199  Amlodipine Jamp 100 7,67"
115,"0,0767"
115,02326795  Amlodipine Pro Doc 100
115,"5007,67"
115,"38,35"
115,"0,0767"
115,"0,0767"
115,"02478587  Amlodipine Sanis 100 7,67"
115,"0,0767"
115,"02385783  Amlodipine Sivem 100 7,67"
115,"0,0767"
115,"02419556  Amlodipine Besylate Accord 100 7,67"
115,"0,0767"
115,"02392127  Bio-Amlodipine Biomed 100 7,67"
115,"0,0767"
115,02357186  Jamp-Amlodipine Jamp 30
115,"1002,30"
115,"7,67"
115,"0,0767"
115,"0,0767"
115,"02468018  M-Amlodipine Mantra Ph. 100 7,67"
115,"0,0767"
115,02371707  Mar-Amlodipine Marcan 100
115,"5007,67"
115,"38,35"
115,"0,0767"
115,"0,0767"
115,"02476452  NRA-Amlodipine Nora 100 7,67"
115,"0,0767"
115,"02469022  Pharma-Amlodipine Phmscience 100 7,67"
115,"0,0767"
115,02295148  pms-Amlodipine Phmscience 100
115,"5007,67"
115,"38,35"
115,"0,0767"
115,"0,0767"
115,"02444445  Priva-Amlodipine Nora 100 7,67"
115,"0,0767"
115,"02522500  PRZ-Amlodipine Pharmaris 100 7,67"
115,"0,0767"
115,"02331489  Riva-Amlodipine Riva 100 7,67"
115,"0,0767"
115,02330474  Sandoz Amlodipine Sandoz 100
115,"5007,67"
115,"38,35"
115,"0,0767"
115,"0,0767CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
115,FORMATPRIX UNITAIRE
115,2025-08 Page    111
116,5 mg   PPB Co.
116,
116,02297485  ACT Amlodipine Teva Can 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,"02369230  AG-Amlodipine Angita 500 67,15"
116,"0,1343"
116,"02490803  Amlodipine Altamed 250 33,58"
116,"0,1343"
116,"02552876  Amlodipine Angita 500 67,15"
116,"0,1343"
116,02429217  Amlodipine Jamp 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,"02326809  Amlodipine Pro Doc 500 67,15"
116,"0,1343"
116,02331284  Amlodipine Sanis 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02385791  Amlodipine Sivem 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02419564  Amlodipine Besylate Accord 100
116,"25013,43"
116,"33,58"
116,"0,1343"
116,"0,1343"
116,02273373  Apo-Amlodipine Apotex 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02397072  Auro-Amlodipine AuroPharma 100
116,"25013,43"
116,"33,58"
116,"0,1343"
116,"0,1343"
116,02392135  Bio-Amlodipine Biomed 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02357194  Jamp-Amlodipine Jamp 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,"02468026  M-Amlodipine Mantra Ph. 500 67,15"
116,"0,1343"
116,02371715  Mar-Amlodipine Marcan 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02362651  Mint-Amlodipine Mint 100
116,"25013,43"
116,"33,58"
116,"0,1343"
116,"0,1343"
116,02272113  Mylan-Amlodipine Mylan 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,00878928  Norvasc BGP Pharma 100
116,"250129,99"
116,"324,971,2999"
116,"1,2999"
116,02476460  NRA-Amlodipine Nora 250
116,"50033,58"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02284065  pms-Amlodipine Phmscience 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02444453  Priva-Amlodipine Nora 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,"02522519  PRZ-Amlodipine Pharmaris 500 67,15"
116,"0,1343"
116,02331497  Riva-Amlodipine Riva 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02284383  Sandoz Amlodipine Sandoz 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02321858  Taro-Amlodipine Sun Pharma 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343"
116,02250497  Teva-Amlodipine Teva Can 100
116,"50013,43"
116,"67,15"
116,"0,1343"
116,"0,1343CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
116,FORMATPRIX UNITAIRE
116,Page    112 2025-08
117,10 mg   PPB Co.
117,
117,02297493  ACT Amlodipine Teva Can 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,"02369249  AG-Amlodipine Angita 500 99,65"
117,"0,1993"
117,"02490811  Amlodipine Altamed 250 49,83"
117,"0,1993"
117,02429225  Amlodipine Jamp 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,"02326817  Amlodipine Pro Doc 500 99,65"
117,"0,1993"
117,"02331292  Amlodipine Sanis 500 99,65"
117,"0,1993"
117,02385805  Amlodipine Sivem 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02419572  Amlodipine Besylate Accord 100
117,"25019,93"
117,"49,83"
117,"0,1993"
117,"0,1993"
117,02273381  Apo-Amlodipine Apotex 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02397080  Auro-Amlodipine AuroPharma 100
117,"25019,93"
117,"49,83"
117,"0,1993"
117,"0,1993"
117,02392143  Bio-Amlodipine Biomed 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02357208  Jamp-Amlodipine Jamp 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,"02468034  M-Amlodipine Mantra Ph. 500 99,65"
117,"0,1993"
117,02371723  Mar-Amlodipine Marcan 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02362678  Mint-Amlodipine Mint 100
117,"25019,93"
117,"49,83"
117,"0,1993"
117,"0,1993"
117,02272121  Mylan-Amlodipine Mylan 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,00878936  Norvasc BGP Pharma 100
117,"250192,96"
117,"482,391,9296"
117,"1,9296"
117,02476479  NRA-Amlodipine Nora 250
117,"50049,83"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02284073  pms-Amlodipine Phmscience 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02444461  Priva-Amlodipine Nora 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,"02522527  PRZ-Amlodipine Pharmaris 500 99,65"
117,"0,1993"
117,02331500  Riva-Amlodipine Riva 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02284391  Sandoz Amlodipine Sandoz 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02321866  Taro-Amlodipine Sun Pharma 100
117,"50019,93"
117,"99,65"
117,"0,1993"
117,"0,1993"
117,02250500  Teva-Amlodipine Teva Can 100
117,"25019,93"
117,"49,83"
117,"0,1993"
117,"0,1993"
117,AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE   X
117,5 mg -10 mg   PPB Co.
117,
117,"02411253  Apo-Amlodipine-Atorvastatin Apotex 100 58,02"
117,"0,5802"
117,"02273233  Caduet BGP Pharma 90 67,96 0,7551"
117,02362759  Mylan-Amlopdipine/
117,"AtorvastatinMylan 90 52,22"
117,"0,5802CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
117,FORMATPRIX UNITAIRE
117,2025-08 Page    113
118,5 mg - 20 mg   PPB Co.
118,
118,"02411261  Apo-Amlodipine-Atorvastatin Apotex 100 68,42"
118,"0,6842"
118,"02273241  Caduet BGP Pharma 90 77,32 0,8591"
118,02362767  Mylan-Amlopdipine/
118,"AtorvastatinMylan 90 61,58"
118,"0,6842"
118,5 mg - 40 mg   PPB Co.
118,
118,"02411288  Apo-Amlodipine-Atorvastatin Apotex 100 72,32"
118,"0,7232"
118,"02273268  Caduet BGP Pharma 90 80,83 0,8981"
118,02362775  Mylan-Amlopdipine/
118,"AtorvastatinMylan 90 65,09"
118,"0,7232"
118,5 mg - 80 mg   PPB Co.
118,
118,"02411296  Apo-Amlodipine-Atorvastatin Apotex 100 72,32"
118,"0,7232"
118,"02273276  Caduet BGP Pharma 90 80,83 0,8981"
118,02362783  Mylan-Amlopdipine/
118,"AtorvastatinMylan 90 65,09"
118,"0,7232"
118,10 mg -10 mg   PPB Co.
118,
118,"02411318  Apo-Amlodipine-Atorvastatin Apotex 100 61,25"
118,"0,6125"
118,"02273284  Caduet BGP Pharma 90 82,75 0,9194"
118,02362791  Mylan-Amlopdipine/
118,"AtorvastatinMylan 90 55,13"
118,"0,6125"
118,10 mg - 20 mg   PPB Co.
118,
118,"02411326  Apo-Amlodipine-Atorvastatin Apotex 100 76,36"
118,"0,7636"
118,"02273292  Caduet BGP Pharma 90 92,11 1,0234"
118,02362805  Mylan-Amlopdipine/
118,"AtorvastatinMylan 90 68,72"
118,"0,7636"
118,10 mg - 40 mg   PPB Co.
118,
118,"02411334  Apo-Amlodipine-Atorvastatin Apotex 100 80,00"
118,"0,8000"
118,"02273306  Caduet BGP Pharma 90 95,62 1,0624"
118,02362813  Mylan-Amlopdipine/
118,"AtorvastatinMylan 90 72,00"
118,"0,8000"
118,10 mg - 80 mg   PPB Co.
118,
118,"02411342  Apo-Amlodipine-Atorvastatin Apotex 100 80,00"
118,"0,8000"
118,"02273314  Caduet BGP Pharma 90 95,62 1,0624"
118,02362821  Mylan-Amlopdipine/
118,"AtorvastatinMylan 90 72,00"
118,"0,8000"
118,FÉLODIPINE   X
118,"2,5 mg   PPB Co. L.A."
118,
118,"02452367  Apo-Felodipine Apotex 100 38,15"
118,"0,3815"
118,"02057778  Plendil Glenwood 30 15,27 0,5090CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
118,FORMATPRIX UNITAIRE
118,Page    114 2025-08
119,5 mg   PPB Co. L.A.
119,
119,"02452375  Apo-Felodipine Apotex 100 33,98"
119,"0,3398"
119,"00851779  Plendil AZC 30 20,40 0,6800"
119,"02280264  Sandoz Felodipine Sandoz 100 33,98"
119,"0,3398"
119,10 mg   PPB Co. L.A.
119,
119,"02452383  Apo-Felodipine Apotex 100 50,98"
119,"0,5098"
119,"00851787  Plendil Glenwood 30 30,62 1,0207"
119,"02280272  Sandoz Felodipine Sandoz 100 50,98"
119,"0,5098"
119,NIFÉDIPINE   X
119,5 mg Caps.
119,
119,"00725110  Nifedipine AA Pharma 100 36,79 0,3679"
119,30 mg   PPB Co. L.A. (24 h)
119,
119,02155907  Adalat XL Bayer 28
119,"9817,28"
119,"60,480,6171"
119,"0,6171"
119,02349167  Mylan-Nifedipine Extended
119,"ReleaseMylan 100 61,71 0,6171"
119,02421631  Nifedipine ER Pro Doc 30
119,"10018,51"
119,"61,70"
119,"0,6170"
119,"0,6170"
119,"02533332  pmsc-Nifedipine ER Phmscience 100 61,70"
119,"0,6170"
119,"02534843  Pro-Nifedipine ER Pro Doc 100 61,70"
119,"0,6170"
119,60 mg   PPB Co. L.A. (24 h)
119,
119,"02511460  AG-Nifedipine ER Angita 100 93,73"
119,"0,9373"
119,"02511711  Jamp Nifedipine ER Jamp 100 93,73"
119,"0,9373"
119,"02511649  M-Nifedipine ER Mantra Ph. 100 93,73"
119,"0,9373"
119,02321149  Mylan-Nifedipine Extended
119,"ReleaseMylan 100 93,74 0,9374"
119,02421658  Nifedipine ER Pro Doc 30
119,"10028,12"
119,"93,73"
119,"0,9373"
119,"0,9373"
119,02416301  pms-Nifedipine ER Phmscience 30
119,"10028,12"
119,"93,73"
119,"0,9373"
119,"0,9373"
119,NIMODIPINE   X
119,30 mg Co.
119,
