category,subcategory,generic_name,formulation,strength,ppb,local_code,brand_name,company_name,fill_size,pack_price,unit_price,page
,cholestérol,DISOPYRAMIDE   X,,100 mg Caps.,False,02224801,Rythmodan Cheplaphar,84,FLECAÏNIDE (ACÉTATE DE),X,,85
,cholestérol,DISOPYRAMIDE   X,,50 mg    Co.,True,02516063,AG-Flecainide,Angita,100,13.89,13.89,85
,cholestérol,DISOPYRAMIDE   X,,50 mg    Co.,True,02459957,,Auro-Flecainide,AuroPharma,100,100,85
,cholestérol,DISOPYRAMIDE   X,,50 mg    Co.,True,02275538,Flecainide,Apotex,100,13.89,13.89,85
,cholestérol,DISOPYRAMIDE   X,,50 mg    Co.,True,02534800,Flecainide,Sanis,100,13.89,13.89,85
,cholestérol,DISOPYRAMIDE   X,,50 mg    Co.,True,02493705,Jamp,Flecainide,Jamp,100,100,85
,cholestérol,DISOPYRAMIDE   X,,50 mg    Co.,True,02476177,Mar-Flecainide,Marcan,100,13.89,13.89,85
,cholestérol,DISOPYRAMIDE   X,,50 mg    Co.,True,02530066,NRA-Flecainide,Nora,100,13.89,13.89,85
,cholestérol,DISOPYRAMIDE   X,,100 mg    Co.,True,02516071,AG-Flecainide,Angita,100,27.79,27.79,85
,cholestérol,DISOPYRAMIDE   X,,100 mg    Co.,True,02459965,,Auro-Flecainide,AuroPharma,100,100,85
,cholestérol,DISOPYRAMIDE   X,,100 mg    Co.,True,02275546,Flecainide,Apotex,100,27.79,27.79,85
,cholestérol,DISOPYRAMIDE   X,,100 mg    Co.,True,02534819,Flecainide,Sanis,100,27.79,27.79,85
,cholestérol,DISOPYRAMIDE   X,,100 mg    Co.,True,02493713,Jamp,Flecainide,Jamp,100,100,85
,cholestérol,DISOPYRAMIDE   X,,100 mg    Co.,True,02476185,Mar-Flecainide,Marcan,100,27.79,27.79,85
,cholestérol,DISOPYRAMIDE   X,,100 mg    Co.,True,02530074,NRA-Flecainide,Nora,100,27.79,27.79,85
,cholestérol,DISOPYRAMIDE   X,,100 mg    Co.,True,02530074,NRA-Flecainide,Nora,"0,2779CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,85
,cholestérol,MEXILÉTINE (CHLORHYDRATE DE)   X,,100 mg    Caps.,True,02536846,Mint-Mexiletine,Mint,100,73.46,73.46,86
,cholestérol,MEXILÉTINE (CHLORHYDRATE DE)   X,,100 mg    Caps.,True,02230359,Teva-Mexiletine Teva,Can,100,73.46,73.46,86
,cholestérol,MEXILÉTINE (CHLORHYDRATE DE)   X,,200 mg    Caps.,True,02536854,Mint-Mexiletine,Mint,100,98.37,98.37,86
,cholestérol,MEXILÉTINE (CHLORHYDRATE DE)   X,,200 mg    Caps.,True,02230360,Teva-Mexiletine Teva,Can,100,98.37,98.37,86
,cholestérol,PROPAFÉNONE (CHLORHYDRATE DE)   X,,150 mg    Co.,True,02243324,Apo-Propafenone,Apotex,100,63.06,63.06,86
,cholestérol,PROPAFÉNONE (CHLORHYDRATE DE)   X,,150 mg    Co.,True,02457172,Mylan-Propafenone,Mylan,100,63.06,63.06,86
,cholestérol,PROPAFÉNONE (CHLORHYDRATE DE)   X,,150 mg    Co.,True,00603708,Rythmol BGP Pharma,100,"94,10",0.9410,0.9410,86
,cholestérol,PROPAFÉNONE (CHLORHYDRATE DE)   X,,300 mg    Co.,True,02243325,Apo-Propafenone,Apotex,100,111.16,111.16,86
,cholestérol,PROPAFÉNONE (CHLORHYDRATE DE)   X,,300 mg    Co.,True,02457164,Mylan-Propafenone,Mylan,100,111.16,111.16,86
,cholestérol,PROPAFÉNONE (CHLORHYDRATE DE)   X,,300 mg    Co.,True,00603716,Rythmol BGP Pharma,100,"165,86",1.6586,1.6586,86
,cholestérol,DIGOXINE   X,,"0,0625 mg    Co.",True,02498502,Jamp Digoxin,Jamp,100,18.50,18.50,86
,cholestérol,DIGOXINE   X,,"0,0625 mg    Co.",True,02335700,pms-Digoxin,Phmscience,250,46.25,46.25,86
,cholestérol,DIGOXINE   X,,"0,125 mg    Co.",True,02498510,Jamp Digoxin,Jamp,100,17.51,17.51,86
,cholestérol,DIGOXINE   X,,"0,125 mg    Co.",True,02335719,pms-Digoxin,Phmscience,250,43.78,43.78,86
,cholestérol,DIGOXINE   X,,"0,05 mg/mL Sol. Orale",False,02242320,pms-Digoxin Phmscience 115,ml,"143,60",1.2487,1.2487,86
,cholestérol,MILRINONE (LACTATE DE)   X,,,False,02242320,pms-Digoxin Phmscience 115,ml,1 mg/mL PPB Sol. Inj.,I.V.,,86
,cholestérol,MILRINONE (LACTATE DE)   X,,,False,02521407,,02521407,de,milrinone,,86
,cholestérol,MILRINONE (LACTATE DE)   X,,,False,02521407,,02521407,injectableMarcan 10,ml,,86
,cholestérol,MILRINONE (LACTATE DE)   X,,,False,02244622,Milrinone Lactate,Injection,10,ml,,86
,cholestérol,MILRINONE (LACTATE DE)   X,,,False,02244622,Milrinone Lactate,Injection,"79,56CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,86
,cholestérol,CHOLESTYRAMINE (RÉSINE DE)   X,,,False,02244622,Milrinone Lactate,Injection,4 g/sac. PPB Pd.,Orale,,87
,cholestérol,CHOLESTYRAMINE (RÉSINE DE)   X,,,False,02455609,Cholestyramine-Odan,Odan,30,27.65,27.65,87
,cholestérol,CHOLESTYRAMINE (RÉSINE DE)   X,,,False,02478595,Jamp-Cholestyramine,Jamp,30,27.65,27.65,87
,cholestérol,CHOLESTYRAMINE (RÉSINE DE)   X,,,False,02210320,Olestyr,Phmscience,30,27.65,27.65,87
,cholestérol,COLESTIPOL (CHLORHYDRATE DE)   X,,,False,02210320,Olestyr,Phmscience,5 g de colestipol/sac. Pd.,Orale,,87
,cholestérol,COLESTIPOL (CHLORHYDRATE DE)   X,,,False,00642975,"Colestid Pfizer 30 25,85 0,8617CODE MARQUE DE",COMMERCE,FORMATCOÛT,DU,,87
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02425610,,ACH-Ezetimibe,Accord,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02475898,,AG-Ezetimibe,Angita,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02427826,,Apo-Ezetimibe,Apotex,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02469286,,Auro-Ezetimibe,AuroPharma,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02425211,,Bio-Ezetimibe,Biomed,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02422549,Ezetimibe,Pro,Doc,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02478544,,Ezetimibe,Riva,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02431300,,Ezetimibe,Sanis,100,100,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02429659,,Ezetimibe,Sivem,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02247521,Ezetrol Organon,30,"52,20",1.7400,1.7400,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02460750,GLN-Ezetimide,Glenmark,100,18.11,18.11,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02423235,,Jamp-Ezetimibe,Jamp,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02422662,,Mar-Ezetimibe,Marcan,100,100,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02467437,M-Ezetimibe,Mantra,Ph.,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02423243,Mint-Ezetimibe,Mint,100,18.11,18.11,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02536420,NRA-Ezetimibe,Tablets,Nora,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02481669,,NRA-Ezetimide,Nora,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02416409,,pms-Ezetimibe,Phmscience,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02425238,,Priva-Ezetimide,Nora,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02419548,,Ran-Ezetimibe,Ranbaxy,100,100,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02416778,Sandoz,Ezetimibe,Sandoz,30,30,88
,cholestérol,ÉZÉTIMIBE   X,,10 mg    Co.,True,02354101,Teva-Ezetimibe,Teva,Can,30,30,88
,cholestérol,BÉZAFIBRATE   X,,,False,02354101,Teva-Ezetimibe,Teva,400 mg PPB Co.,L.A.,,88
,cholestérol,BÉZAFIBRATE   X,,,False,02083523,Bezalip S.R.,Aralez,30,15.21,15.21,88
,cholestérol,BÉZAFIBRATE   X,,,False,02453312,Jamp-Bezafibrate SR,Jamp,30,15.21,15.21,88
,cholestérol,BÉZAFIBRATE   X,,,False,02453312,Jamp-Bezafibrate SR,Jamp,"0,5069CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,88
,cholestérol,FÉNOFIBRATE (MICROENROBÉ)   X,,100 mg Co.,False,02246859,AA-Feno Super AA Pharma,100,"54,06",0.5406,0.5406,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ OU MICROENROBÉ OU MICRONISÉ)   X,,,False,02246859,AA-Feno Super AA Pharma,100,145 mg ou 160 mg ou 200 mg PPB Co. ou,Caps.,,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ OU MICROENROBÉ OU MICRONISÉ)   X,,,False,02246860,AA-Feno Super AA,Pharma,100,27.22,27.22,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ OU MICROENROBÉ OU MICRONISÉ)   X,,,False,02239864,Feno-Micro (200 mg) AA,Pharma,100,27.22,27.22,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ OU MICROENROBÉ OU MICRONISÉ)   X,,,False,02269082,Lipidil EZ (145 mg) BGP Pharma,30,"32,16",1.0720,1.0720,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ OU MICROENROBÉ OU MICRONISÉ)   X,,,False,02241602,Lipidil Supra (160 mg) Fournier,30,"37,27",1.2423,1.2423,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ OU MICROENROBÉ OU MICRONISÉ)   X,,,False,02390701,,Sandoz,E,(145,,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ OU MICROENROBÉ OU MICRONISÉ)   X,,"mg)Sandoz 100 27,22",False,02454696,Taro-Fenofibrate E (145 mg) Sun,Pharma,100,27.22,27.22,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ)   X,,48 mg    Co.,True,02269074,Lipidil EZ BGP Pharma,30,"12,56",0.4187,0.4187,89
,cholestérol,FÉNOFIBRATE (NANOCRISTALLISÉ)   X,,48 mg    Co.,True,02390698,Sandoz Fenofibrate E,Sandoz,30,10.68,10.68,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02142074,Teva-Gemfibrozil Teva Can,100,"51,57",0.5157,0.5157,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02142074,Teva-Gemfibrozil Teva Can,100,INHIBITEURS DE L'HMG-COA,RÉDUCTASE,,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02142074,Teva-Gemfibrozil Teva Can,100,AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,X,,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02142074,Teva-Gemfibrozil Teva Can,100,5 mg -10 mg PPB,Co.,,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02411253,Apo-Amlodipine-Atorvastatin,Apotex,100,58.02,58.02,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273233,Caduet BGP Pharma,90,"67,96",0.7551,0.7551,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273233,Caduet BGP Pharma,90,AtorvastatinMylan,90,52.22,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273233,Caduet BGP Pharma,90,5 mg - 20 mg PPB,Co.,,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02411261,Apo-Amlodipine-Atorvastatin,Apotex,100,68.42,68.42,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273241,Caduet BGP Pharma,90,"77,32",0.8591,0.8591,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273241,Caduet BGP Pharma,90,AtorvastatinMylan,90,61.58,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273241,Caduet BGP Pharma,90,5 mg - 40 mg PPB,Co.,,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02411288,Apo-Amlodipine-Atorvastatin,Apotex,100,72.32,72.32,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273268,Caduet BGP Pharma,90,"80,83",0.8981,0.8981,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273268,Caduet BGP Pharma,90,AtorvastatinMylan,90,65.09,89
,cholestérol,GEMFIBROZIL   X,,600 mg Co.,False,02273268,Caduet BGP Pharma,90,"0,7232CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,89
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273268,Caduet BGP Pharma,90,5 mg - 80 mg PPB,Co.,,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02411296,Apo-Amlodipine-Atorvastatin,Apotex,100,72.32,72.32,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273276,Caduet BGP Pharma,90,"80,83",0.8981,0.8981,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273276,Caduet BGP Pharma,90,AtorvastatinMylan,90,65.09,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273276,Caduet BGP Pharma,90,10 mg -10 mg PPB,Co.,,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02411318,Apo-Amlodipine-Atorvastatin,Apotex,100,61.25,61.25,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273284,Caduet BGP Pharma,90,"82,75",0.9194,0.9194,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273284,Caduet BGP Pharma,90,AtorvastatinMylan,90,55.13,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273284,Caduet BGP Pharma,90,10 mg - 20 mg PPB,Co.,,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02411326,Apo-Amlodipine-Atorvastatin,Apotex,100,76.36,76.36,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273292,Caduet BGP Pharma,90,"92,11",1.0234,1.0234,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273292,Caduet BGP Pharma,90,AtorvastatinMylan,90,68.72,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273292,Caduet BGP Pharma,90,10 mg - 40 mg PPB,Co.,,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02411334,Apo-Amlodipine-Atorvastatin,Apotex,100,80.00,80.00,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273306,Caduet BGP Pharma,90,"95,62",1.0624,1.0624,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273306,Caduet BGP Pharma,90,AtorvastatinMylan,90,72.00,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273306,Caduet BGP Pharma,90,10 mg - 80 mg PPB,Co.,,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02411342,Apo-Amlodipine-Atorvastatin,Apotex,100,80.00,80.00,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273314,Caduet BGP Pharma,90,"95,62",1.0624,1.0624,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273314,Caduet BGP Pharma,90,AtorvastatinMylan,90,72.00,90
,cholestérol,FORMATPRIX UNITAIRE,,,False,02273314,Caduet BGP Pharma,90,"0,8000CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,90
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02457741,,ACH-Atorvastatin,Accord,90,90,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02478145,,AG-Atorvastatin,Angita,100,100,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02295261,,Apo-Atorvastatin,Apotex,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02476940,Atorvastatin,Altamed,500,87.15,87.15,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02506076,,Atorvastatin,Angita,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02496607,Atorvastatin,Nora,500,87.15,87.15,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02346486,Atorvastatin Pro,Doc,500,87.15,87.15,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02475022,,Atorvastatin,Riva,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02348705,Atorvastatin,Sanis,500,87.15,87.15,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02411350,,Atorvastatin-10,Sivem,100,100,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02407256,,Auro-Atorvastatin,AuroPharma,90,90,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02481189,Bio-Atorvastatin,Biomed,500,87.15,87.15,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02503387,Jamp,Atorvastatin,Jamp,100,100,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02504197,Jamp Atorvastatin,Calcium,Jamp,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02391058,,Jamp-Atorvastatin,Jamp,90,90,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02230711,Lipitor BGP Pharma,90,"155,69",1.7299,1.7299,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02454017,,Mar-Atorvastatin,Marcan,100,100,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02471167,M-Atorvastatin,Mantra,Ph.,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02479508,Mint-Atorvastatin,Mint,500,87.15,87.15,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02392933,,Mylan-Atorvastatin,Mylan,90,90,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02476517,,NRA-Atorvastatin,Nora,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02477149,,pms-Atorvastatin,Phmscience,100,100,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02507234,,pmsc-Atorvastatin,Phmscience,90,90,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02521555,PRZ-Atorvastatin,Pharmaris,500,87.15,87.15,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02417936,Reddy-Atorvastatin,Dr,Reddy's,90,90,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02422751,,Riva-Atorvastatin,Riva,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02324946,Sandoz,Atorvastatin,Sandoz,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02313707,Taro-Atorvastatin,Sun,Pharma,90,90,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02310899,Teva-Atorvastatin,Teva,Can,30,30,91
,cholestérol,ATORVASTATINE CALCIQUE   X,,10 mg    Co.,True,02310899,Teva-Atorvastatin,Teva,"0,1743CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,91
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02457768,,ACH-Atorvastatin,Accord,90,90,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02478153,,AG-Atorvastatin,Angita,100,100,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02295288,,Apo-Atorvastatin,Apotex,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02476959,Atorvastatin,Altamed,500,108.95,108.95,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02506084,,Atorvastatin,Angita,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02496615,Atorvastatin,Nora,500,108.95,108.95,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02346494,Atorvastatin Pro,Doc,500,108.95,108.95,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02475030,,Atorvastatin,Riva,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02348713,Atorvastatin,Sanis,500,108.95,108.95,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02411369,,Atorvastatin-20,Sivem,100,100,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02407264,,Auro-Atorvastatin,AuroPharma,90,90,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02481197,Bio-Atorvastatin,Biomed,500,108.95,108.95,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02503395,Jamp,Atorvastatin,Jamp,100,100,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02504200,Jamp Atorvastatin,Calcium,Jamp,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02391066,,Jamp-Atorvastatin,Jamp,90,90,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02230713,Lipitor BGP Pharma,90,"194,62",2.1624,2.1624,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02454025,,Mar-Atorvastatin,Marcan,100,100,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02471175,M-Atorvastatin,Mantra,Ph.,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02479516,Mint-Atorvastatin,Mint,500,108.95,108.95,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02392941,,Mylan-Atorvastatin,Mylan,90,90,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02476525,,NRA-Atorvastatin,Nora,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02477157,,pms-Atorvastatin,Phmscience,100,100,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02507242,,pmsc-Atorvastatin,Phmscience,90,90,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02521563,PRZ-Atorvastatin,Pharmaris,500,108.95,108.95,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02417944,Reddy-Atorvastatin,Dr,Reddy's,90,90,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02422778,,Riva-Atorvastatin,Riva,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02324954,Sandoz,Atorvastatin,Sandoz,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02313715,Taro-Atorvastatin,Sun,Pharma,90,90,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02310902,Teva-Atorvastatin,Teva,Can,30,30,92
,cholestérol,FORMATPRIX UNITAIRE,,20 mg    Co.,True,02310902,Teva-Atorvastatin,Teva,"0,2179CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,92
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02457776,,ACH-Atorvastatin,Accord,90,90,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02478161,,AG-Atorvastatin,Angita,100,100,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02295296,,Apo-Atorvastatin,Apotex,30,30,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02476967,Atorvastatin,Altamed,500,117.10,117.10,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02506092,,Atorvastatin,Angita,30,30,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02496623,Atorvastatin,Nora,500,117.10,117.10,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02346508,Atorvastatin Pro,Doc,500,117.10,117.10,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02475049,,Atorvastatin,Riva,30,30,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02348721,Atorvastatin,Sanis,500,117.10,117.10,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02411377,,Atorvastatin-40,Sivem,100,100,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02407272,,Auro-Atorvastatin,AuroPharma,90,90,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02481200,Bio-Atorvastatin,Biomed,500,117.10,117.10,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02503409,Jamp,Atorvastatin,Jamp,100,100,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02504219,Jamp Atorvastatin,Calcium,Jamp,30,30,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02391074,,Jamp-Atorvastatin,Jamp,90,90,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02230714,Lipitor BGP Pharma,90,"209,22",2.3247,2.3247,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02454033,,Mar-Atorvastatin,Marcan,100,100,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02471183,M-Atorvastatin,Mantra,Ph.,30,30,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02479524,Mint-Atorvastatin,Mint,500,117.10,117.10,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02392968,,Mylan-Atorvastatin,Mylan,90,90,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02476533,,NRA-Atorvastatin,Nora,30,30,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02477165,,pms-Atorvastatin,Phmscience,100,100,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02507250,,pmsc-Atorvastatin,Phmscience,90,90,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02521571,PRZ-Atorvastatin,Pharmaris,500,117.10,117.10,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02417952,Reddy-Atorvastatin,Dr,Reddy's,90,90,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02422786,,Riva-Atorvastatin,Riva,30,30,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02324962,Sandoz,Atorvastatin,Sandoz,30,30,93
,cholestérol,FORMATPRIX UNITAIRE,,40 mg    Co.,True,02313723,Taro-Atorvastatin,Sun,Pharma,90,90,93
