Registration No / Notification No,Product Name,Holder
MAL06061406X,Nova Soy Isoflavone 125mg Tablet,NOVA LABORATORIES SDN. BHD.
MAL06061422T,Tsang Erh San Extract Granules,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06061423TC,Tai Fong Bai Cao 600 Shang Feng Capsule,SMART WELLMIN SDN BHD
MAL06061427T,Kordel's HairPluz Vegetable Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06061437TC,San Qi Sheng Qing Jiang Zhuo Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061438TC,San Qi Xia Xiao Dan Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061440TC,San Qi Qian Zhen Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061442TC,San Qi San Xiang Xiao Zhang Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061443T,DXN MycoVeggie Powder,DXN PHARMACEUTICAL SDN. BHD.
MAL06061445T,Wheatgrass Capsule,THE ORIGIN FOODS SDN. BHD.
MAL06061446TC,Milk Thistle Plus Capsule 500mg,KIN BIO SDN. BHD.
MAL06061449TR,WellSpring AV Gastro Capsule,Amsar Enterprise
MAL06061450TR,AV Vita M Capsule,Amsar Enterprise
MAL06061451T,WHP Brazil Mushroom Plus Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06061455T,Rainforest Herbs E-P Tongkat Ali Capsule,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
MAL06061464TC,San Qi Xin Fu Kang Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061470T,Monalisan capsule 250mg,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY
MAL06061473TC,Hurix's Tablet Suwepo Plus,JIN BIN CORPORATION SDN. BHD.
MAL06061475TC,SP PLUS LADY-QUEENLY CAPSULE,SP PLUS ENTERPRISE
MAL06061476TC,Razak Meladapahit 250mg Plus Capsule,RAZAK MELADAPAHIT
MAL06061488T,GC Herbs Clean8 Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06061489T,SAVINA Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06061493T,VitaHealth Turmercumin Capsule,PHARMADIRECT SDN. BHD.
MAL06061495T,M-HERBS: TONGKAT ALI CAPSULE 300MG,MULTI HERBS PHARMACEUTICAL (M) SDN BHD
MAL06061496T,Di-ZZ Herbal Tablet 380mg,ANHONG TRADING SDN. BHD.
MAL06061499T,Psyllium 530mg Capsule,PAHANG PHARMACY SDN. BHD.
MAL06061500TC,San Qi Wei Ling Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061502TC,San Qi Gu Ci San Jie Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061503TC,San Qi Hengxue Xing Dan Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061504TC,San Qi Wen Ya Fu Xin Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061514AZ,DB Sodium Bicarbonate 8.4% w/v Injection,DUOPHARMA (M) SENDIRIAN BERHAD
MAL06061524XC,GESB Liniment Oil,GAMAT EMAS SDN BHD
MAL06061531X,Three Legs White Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL06061535AZ,PAMPARA INJECTION 500mg/20ml,AVERROES PHARMACEUTICALS SDN. BHD.
MAL06061538X,Procosa II Tablet,UHS ESSENTIAL HEALTH (MALAYSIA) SDN. BHD.
MAL06061542X,Milical Tablet,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.
MAL06061544XZ,Adazol tablets,PRIME PHARMACEUTICAL SDN. BHD.
MAL06061546X,M-zole Chewable Tablet,WINWA MEDICAL SDN. BHD.
MAL06061547X,GNC Zinc 50mg Tablet,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL06061563T,Icezon Effervescent Powder,LONNIX (M) SDN. BHD.
MAL06061566TC,San Qi Fu Mai Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061568TC,San Qi Hu Gan Ling Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061570TC,San Qi Xiao Shui Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061571TC,San Qi Tong Ling Xiao Zhen Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061572TC,San Qi Ningshen Bunao Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061575T,BTY WU LING SAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061576T,BTY LIU WEI DI HUANG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061577T,BTY YANG YIN QING FEI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061578T,BTY BAO HE PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061579T,BTY QI JU DI HUANG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061580TC,San Qi Tong Mai Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061582TC,San Qi Zhuang Yuan Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061584TC,San Qi Jie Xu Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061585T,BTY SANG JU YIN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061586T,BTY QIANG LI YIN QIAO PIAN PLUS (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061587T,BTY SHENG MAI YIN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061590T,BTY QI GUAN YAN KE CHUAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061591T,BTY TONG FENG NIAO SUAN QING PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061592T,BTY BU ZHONG YI QI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061593T,BTY SHEN LING BAI SHU PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061594T,BTY KANG GU ZENG SHENG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061595T,BTY DU HUO JI SHENG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061596T,BTY DAN ZHI XIAO YAO PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061597T,BTY GAN LU QING RE PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061598T,BTY LONG DAN XIE GAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061599T,BTY TIAN WANG BU XIN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061601T,BTY SHU JIN HUO LUO PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061602T,BTY ZU GEN TONG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061603T,BTY GU SONG BAO PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061606T,BTY ZHI KE HUA TAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061607T,BTY GUI ZHI FU LING PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06061610T,Fei Erh Pa Chen Kao Extract Powder,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06061611T,Szu Wu Tang Extract Granules,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06061616T,Shen Ling Pai Chu San (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06061617T,Liu Chun Tzu Tang (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06061618T,Tu Huo Chi Sheng Tang (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06061624TR,WellSpring AV Asmo Capsule,Amsar Enterprise
MAL06061647T,Meiko MaxFlex Capsule,HERBAL SCIENCE SDN. BHD.
MAL06061651T,GNC Herbal Plus Bilberry Extract 60 mg Capsule,ONI Global (Malaysia) Sdn Bhd
MAL06061662T,GCHerbs Bitter Melon PLUS Capsule,HERBAL SCIENCE SDN. BHD.
MAL06061668TC,San Qi Shuang Bei Kang Ling Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06061674ARZ,"Suxamethonium Chloride-Fresenius 100mg/2ml, Injection",FRESENIUS KABI MALAYSIA SDN. BHD
MAL06061675AZ,Pentasa Sachet Prolonged Release Granules 1g,Ferring Sdn. Bhd.
MAL06061677AZ,Clopivid tablet 75 mg,HOVID BERHAD
MAL06061679XZ,Flavettes Neuroforte Tablet,Duopharma Marketing Sdn. Bhd.
MAL06061680AZ,Clopine 25 mg Tablets,SCHMIDT BIOMEDTECH SDN. BHD.
MAL06061681AZ,Clopine 100 mg Tablets,SCHMIDT BIOMEDTECH SDN. BHD.
MAL06061685AZ,Imexa FC Tablet 250 mg,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL06061693AZ,Fleming Oral Suspension 228.5mg/5mL,HEALOL PHARMACEUTICALS SDN. BHD.
MAL06061696AZ,Ciprocep Tablet 500mg,IMEKS PHARMA SDN. BHD.
MAL06061699AZ,Proezine Tablet 25mg Film Coated,Duopharma Marketing Sdn. Bhd.
MAL06061701ARZ,"Promethazine HCl-Fresenius 50mg/2ml, Injection",FRESENIUS KABI MALAYSIA SDN. BHD
MAL06061702AZ,A.D. Mycin injection 2mg/ml,FIRST PHARMACEUTICAL SDN. BHD.
MAL06061704AZ,E.P.Mycin injection 2mg/ml,FIRST PHARMACEUTICAL SDN. BHD.
MAL06061705TC,G-Balance Capsule,HAI-O ENTERPRISE BERHAD
MAL06071037AZ,Carbatol CR-200 Tablet,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL06071038AZ,Carbatol CR-400 Tablet,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL06071040ARZ,Apo-Gabapentin 300 mg Capsule,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL06071046ARZ,Apo-Sertraline 50 mg Capsules,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL06071052AZ,Maclar 500 Clarithromycin Tablets USP 500mg,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.
MAL06071053AZ,Maclar 250 Clarithromycin Tablets USP 250mg,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.
MAL06071054AZ,"Cipmax Eye Drops 0.3%W/V, 5 ml bottle",PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL06071055AZ,PENCOR TABLETS 4 MG,MEDISPEC (M) SDN. BHD.
MAL06071058AZ,OROXINE 100mcg Tablet,Aspen Medical Products Malaysia Sdn Bhd
MAL06071059AZ,OROXINE 50mcg Tablet,Aspen Medical Products Malaysia Sdn Bhd
MAL06071061AZ,Doproct Suppository,IDAMAN PHARMA SDN. BHD.
MAL06071066AZ,Prozine 10 Syrup 10mg/5ml,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL06071067AZ,ARIP MT 10 TABLETS 10mg,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL06071068AZ,ARIP MT 15 TABLETS 15mg,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL06071071ASZ,SW-Dexasone Tablet 0.5mg,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL06071073AZ,IMEXA POWDER FOR ORAL SUSPENSION 200mg/5ml,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL06071074AZ,Disuf Ointment 2% w/w,HOVID BERHAD
MAL06071075AZ,ANZACK TABLETS 20 MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL06071076ARZ,Neurontin 100mg capsule,VIATRIS SDN. BHD.
MAL06071077AZ,Sonap Forte Caplet 550mg,IMEKS PHARMA SDN. BHD.
MAL06071081AZ,MUCOPROM SYRUP,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL06071098XR,Mecobal Tablet 500mcg,GoodScience Sdn. Bhd.
MAL06071101XC,Mucosolvan Tablet 30 mg,DKSH MALAYSIA SDN. BHD.
MAL06071111X,Live-well� OSTECAL PLUS Tablet,PAHANG PHARMACY SDN. BHD.
MAL06071112X,Nova Cal - 300 D Chewable Tablet,NOVA LABORATORIES SDN. BHD.
MAL06071114X,Nova Cal � 300 C + D Effervescent Tablet,NOVA LABORATORIES SDN. BHD.
MAL06071115X,Aqua - Q10 plus Vitamin E Tablet,NOVA LABORATORIES SDN. BHD.
MAL06071119X,Live-well� MECOMIN Capsule,PAHANG PHARMACY SDN. BHD.
MAL06071120XZ,Nova Vit - C Chewable tablet,NOVA LABORATORIES SDN. BHD.
MAL06071126X,Juvita Multivitamins plus Calcium Chewable Tablet (For Children),NOVA LABORATORIES SDN. BHD.
MAL06071127X,Champs Multivitamin Pineapple Flavour Chewable Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL06071128X,Champs Multivitamin Strawberry Flavour Chewable Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL06071130XC,Tiens Chitosan Capsule,TIENS HEALTH DEVELOPMENT (MALAYSIA) SDN. BHD.
MAL06071133X,Everlife LifeFit Actif Multivitamin & Mineral Tablet,NOVA LABORATORIES SDN. BHD.
MAL06071142X,WellSpring Calcium Complex Tablet,PAHANG PHARMACY SDN. BHD.
MAL06071144X,Nova Neurogel DHA 250mg Softgel Capsule,NOVA LABORATORIES SDN. BHD.
MAL06071167X,Kordel�s Garlic + Lecithin Capsules,CAMBERT(M) SDN. BHD.
MAL06071172T,An Chung San (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06071180TR,WellSpring AV Lipidor Capsule,Amsar Enterprise
MAL06071184TR,WellSpring AV Cardana Capsule,Amsar Enterprise
MAL06071189TC,Kinregen Capsule 350mg,Chonghua Natural Health Sdn. Bhd.
MAL06071194TC,Conforer Global D�Mur Capsule,CONFORER MEDI-CARE ENTERPRISE
MAL06071198TC,HYPOCOL CAPSULE 600 MG,Luye Pharma (Malaysia) Sdn. Bhd.
MAL06071202T,Hovid Ginkgo 80mg Film-Coated Tablet,HOVID BERHAD
MAL06071206T,Sui Cap Zhing With Cordyceps And Ginseng Plus Solution,PEMBEKALAN UBAT HUATHAI SDN. BHD.
MAL06071208T,Sunflower Compound Dan Shen Tablet,BUMARI SDN. BHD.
MAL06071210T,Liuwei Dihuang Tablet 350 mg,BUMARI SDN. BHD.
MAL06071211T,Xiang Yang Zhuang Yao Jian Shen Tablet 250 mg,BUMARI SDN. BHD.
MAL06071221T,Hsiao Ching Lung Tang (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06071222T,Hsiao Yao San (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06071223T,Erh Chen Tang (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06071226T,Chi Chu Ti Huang Wan (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06071227T,Pan Hsia Hsieh Hsin Tang (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06071229T,Liu Wei Di Huang Wan (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06071232T,Sunrider Quinary Capsule,SUNRIDER INTERNATIONAL (MALAYSIA) SDN. BHD.
MAL06071242TR,Wellspring AV Vitasol Capsule,Amsar Enterprise
MAL06071246T,NEUTRIHERBS Ganoderma 500mg Capsule,GN NEUTRICEUTICALS SDN. BHD.
MAL06071251T,BeLady Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06071252T,Novabeau Herbal Capsule,TST BIOCEUTICAL SDN. BHD.
MAL06071254TC,Aloe Capsule 500mg,PURE & ADVANCE HEALTHCARE SDN. BHD.
MAL06071258TC,Hurix's Coline Tong Capsule (For female Only),JIN BIN CORPORATION SDN. BHD.
MAL06071281T,BTY QING RE ZHI KE PING CHUAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071282T,BTY ZHI ZI QING HUO PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071289T,E-PLUS SHU ZHI BAO CAPSULE,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
MAL06071291TC,Bilberry 350 mg capsule,OASIS NUTRACEUTICALS SDN. BHD.
MAL06071292TC,LAC WILD O CAPSULE,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.
MAL06071299TC,J.B. Cream for Skin Problem,JIN BIN CORPORATION SDN. BHD.
MAL06071301T,Tiens Uniwomen Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06071304T,Keteling Tablet 230 mg,BUMARI SDN. BHD.
MAL06071305T,Compound Banlangen Tablet 350 mg,BUMARI SDN. BHD.
MAL06071306T,Niuhuang Jiedu Tablet 260 mg,BUMARI SDN. BHD.
MAL06071307T,Sunflower Compound Chuanxinlian Tablet,BUMARI SDN. BHD.
MAL06071317T,BTY YAO TONG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071318T,BTY SHEN TONG ZHU YU PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071321T,BTY FU FANG BAI ZHI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071322T,BTY QING FEI YI HUO PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071323T,BTY SHUN QI HUA TAN ZHI KE PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071326T,BTY AN SHUI ZHEN ZHONG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071327T,BTY TOU TONG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071328T,BTY PING WEI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071329T,BTY GUI PI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071330T,BTY DAO CHI SAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071331T,BTY HOU TONG JIE DU PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071332T,BTY JIN GU DIE SHANG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071333T,BTY DAN TIAN JIANG ZHI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071334T,BTY SHENG TIAN QI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06071335T,BTY TIAN QI DU ZHONG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081184ARZ,Irinotel Injection 20 mg/ml,FRESENIUS KABI MALAYSIA SDN. BHD
MAL06081185AZ,Alphadone Syrup 5mg/ml,ROYCE PHARMA MANUFACTURING SDN. BHD.
MAL06081186AZ,Alphadone Syrup 10mg/ml,ROYCE PHARMA MANUFACTURING SDN. BHD.
MAL06081187AZ,Atorvas Tablet 20mg,RANBAXY (MALAYSIA) SDN. BHD.
MAL06081188AZ,ATORVAS TABLET 10 MG,RANBAXY (MALAYSIA) SDN. BHD.
MAL06081189AZ,ATORVAS TABLET 40MG,RANBAXY (MALAYSIA) SDN. BHD.
MAL06081196AZ,Cephanmycin Capsule 500mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL06081197AZ,Predsone Syrup 3mg/5ml,PAHANG PHARMACY SDN. BHD.
MAL06081199ACZ,Effexin Otic Solution 3 mg/ml,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL06081203AZ,BETAC 20MG TABLETS,KOMEDIC SDN BHD
MAL06081205ARZ,Apo-Meloxicam 7.5 mg Tablets,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL06081206AZ,LAMITOR 100MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL06081207AZ,LAMITOR 50MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL06081208AZ,LAMITOR 25MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL06081211AZ,Supirocin Ointment,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.
MAL06081214ARZ,Neostigmine Methylsulphate-Fresenius 2.5mg/1ml Injection,FRESENIUS KABI MALAYSIA SDN. BHD
MAL06081215AZ,LIGNOCAINE HCl - FRESENIUS 2% INJECTION,FRESENIUS KABI MALAYSIA SDN. BHD
MAL06081217AZ,Metasone Cream 0.1% w/w,STERILINE SDN. BHD.
MAL06081219ARZ,Hyzaar Tablet 100 / 12.5 mg,ORGANON MALAYSIA SDN. BHD.
MAL06081220AZ,GLUMET DC TABLET 500 MG,PHARMANIAGA MANUFACTURING BERHAD
MAL06081227XC,Danzen Tablets,LUEN WAH MEDICAL CO. SDN. BHD.
MAL06081239XCR,Pharmanex Opti Omega Softgel Capsule,NU SKIN (MALAYSIA) SDN. BHD.
MAL06081240X,Collagen Plus Enzyme Chewable Tablet,HERBAL SCIENCE SDN. BHD.
MAL06081244X,Supra B + Vit C Tablet,PAHANG PHARMACY SDN. BHD.
MAL06081245XC,Conforer Global A-Plus Capsule,CONFORER MEDI-CARE ENTERPRISE
MAL06081248XCR,SURBEX BIO-ENHANCED FISH OIL PLUS CAPSULES,ABBOTT LABORATORIES (M) SDN. BHD.
MAL06081250XCS,Nova Fish Oil softgel capsule,NOVA LABORATORIES SDN. BHD.
MAL06081261X,Nova Novavon Oral Granules,NOVA LABORATORIES SDN. BHD.
MAL06081262X,Nova Collagen Oral Powder,NOVA LABORATORIES SDN. BHD.
MAL06081267T,BTY FU FANG JI XUE TENG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081268T,BTY YAO TONG XI SUAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081269T,BTY TONG XUE HUO LUO PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081270T,BTY FU FANG SHAN DOU GEN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081273T,AVALON Multiple Herbal Clenz Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06081274T,Pretti Cleansing Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06081275T,DD Hedyotis Diffusa Plus Capsule,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06081276TC,JABBAR HB HALIA PLUS CAPSULE,RAHSIA PUSAKA MELAYU
MAL06081277TC,San Qi Xi Huang Cao Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081278TC,San Qi You Jing Tong Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081279TC,San Qi Qing Re Run Fei Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081280TC,San Qi Xia Xiao Tong Jie Ling Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081282TC,San Qi Qiang Shen Zhi Bao Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081284TC,San Qi Qing Re San Yu Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081285TC,San Qi Zheng Yuan Nei Dan Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081287TC,San Qi Yu Zi Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081288TC,San Qi Jing Tong Fu Yuan Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081289TC,San Qi Guling Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06081295T,BTY MU JI LING PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081296T,BTY QING RE RUN CHANG PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081297T,BTY QU SHI QING RE PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081298T,BTY HUO XIANG ZHENG QI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081299T,BTY YI QI SU QUAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081300T,BTY FU FANG BAN LAN GEN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081301T,BTY TIAN MA TIAN QI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081302T,BTY FANG ZHI BI YAN PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081304T,BTY FU FANG SHAN ZHA JIANG ZHI PIAN (Tablet),BTY WORLDWIDE SDN.BHD.
MAL06081311T,HO POH ONN CHONG CAO SHUN HOU HUA TAN SUN (POWDER) 1g,HO POH ONN MEDICAL HALL (M) SDN. BHD.
MAL06081314T,Jiangtangling Capsule,GREEN PLUS NATURAL PLANT PRODUCTS
MAL06081316TC,Mirifica Plus Capsule 500mg,KIN BIO SDN. BHD.
MAL06081319TC,Rajan Tooth Powder,JAYA KRISHNA HOLDING SDN BHD
MAL06081321TCS,Mirifica Plus Capsule 500mg,KIN BIO SDN. BHD.
MAL06081322TR,Pien Tze Huang Brand Chuan Bei Qing Fei Syrup,HAI-O MEDICINE SDN. BHD.
MAL06081323TR,Pien Tze Huang Brand Jin Mu Gan Mao Tablet,HAI-O MEDICINE SDN. BHD.
MAL06081325TC,4P1B CAPSULE,RAHSIA PUSAKA MELAYU
MAL06081328T,Live-well JUVINE Plus Capsule,PAHANG PHARMACY SDN. BHD.
MAL06081335TC,CSL Medicine Powder,NANG HIN MEDICAL SDN. BHD.
MAL06081345T,Kuei Chih Fu Lien Wan (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06081347T,Kan Lu Yin ( Granules ),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06081350T,Xiang Sha Liu Jun Zi Tang Concoction ( Granules ),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06081351T,Tian Wang Bu Xin Dan ( Granules ),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06081352T,Shu Jing Huo Xue Tang ( Granules ),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06081353T,Ge Gen Tang Concoction (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06081356T,Jia Wei Xiao Yao San (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06081358T,Tang Kuei Lien Tung Tang (Granules),SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL06081361TR,AV VitaArth Capsule,Amsar Enterprise
MAL06081369TC,U-Line 600 Capsule,SIHAT MESRA SDN. BHD.
MAL06081371TC,U-Line Children Cough Syrup,SIHAT MESRA SDN. BHD.
MAL06081377T,ISWANAH Nutrixa Fiber Powder Plus,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06081378T,Psyllium Plus Powder,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL06081387TC,PERUBATAN HOMEOPATHY RADZIAH D-TINGGIX TABLET,PERUBATAN HOMEOPATHY RAZIAH
MAL06081388T,eternal VasoHealth Capsule,HERBAL SCIENCE SDN. BHD.
MAL06081389T,FSH Zhi Ker Syrup,PEMBEKALAN UBAT HUATHAI SDN. BHD.
MAL06081398TC,Alterni Lingzhi capsule 500mg,ALTERNI (M) SDN. BHD.
MAL06081399XZ,Wingesic 650 Tablet,WINWA MEDICAL SDN. BHD.
MAL06081401TC,San Qi Xia Hai Huang Jiang Ya Capsule,JINHAI BORUI INTERNATIONAL RESOURCES SDN BHD
MAL06091353AZ,BACTIGEN EYE DROPS 0.3%W/V,UNIMED SDN. BHD.
MAL06091354AZ,IOBET EYE DROPS 0.5% W/V,UNIMED SDN. BHD.
